Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83
24,-61.7663,0.0313226,0.100028,0.0103171,-0.270415,-0.0134322,0.0387338,0.0265204,-0.0654269,0.0116025,-0.0273932,-0.248096,0.0749363,0.032103,-0.02362,-0.203837,0.143615,0.107195,-0.130847,-0.0722951,0.0332608,-0.129468,-0.109362,-0.0749567,-0.0588583,0.0410489,0.134323,-0.0292328,-0.149207,0.0679896,0.176606,0.145729,-0.00169546,-0.175995,0.03098,0.135806,-0.0126819,0.118191,0.00262095,-0.137069,0.033379,0.152388,0.127037,-0.010359,-0.115736,-0.0721285,-0.053931,-0.0768359,-0.0314011,0.0201773,-0.0233994,0.155725,-0.106171,0.0981286,0.139268,-0.0779124,-0.0566041,0.0363905,0.0907632,-0.114345,0.0511887,-0.0181026,-0.152422,0.0159819,0.0949943,0.188165,-0.0734147,0.176172,-0.10134,0.177618,0.00904128,0.133248,-0.0166407,-0.176524,0.151948,0.0177894,-0.0469556,-0.201291,0.20972,0.000847891,-0.0218564,-0.0110857,0.202308,-0.0196331,-0.0674736
25,-61.2084,-0.0240635,0.0833365,0.111495,-0.117663,0.0568497,-0.0676401,-0.0195322,0.127308,0.0308262,0.0254508,0.16885,0.055754,0.0760273,0.120997,-0.0588438,0.144248,-0.150407,-0.0449977,0.140279,0.0552375,0.0116424,0.250134,-0.0808623,0.0896177,-0.152585,-0.053656,0.0839816,0.0825846,-0.0990215,-0.0802864,-0.0175682,-0.0147088,-0.129894,-0.143104,0.0762852,0.262937,0.0646597,-0.10111,-0.0815176,0.0235429,-0.0970735,-0.0954488,-0.149925,-0.056845,0.00682515,-0.232856,0.0199111,-0.0756774,0.213853,-0.0409999,0.133251,-0.149795,-0.0547518,0.0351884,-0.0215216,-0.113013,0.000845021,0.00662083,-0.0278556,-0.129215,0.122079,-0.225529,-0.103805,0.0122364,-0.116189,-0.0737743,-0.0315642,-0.0673424,0.111792,0.00180192,0.022403,0.0238813,0.0874133,-0.155513,-0.0526208,-0.0765626,0.0493338,-0.189021,0.127746,0.0257455,-0.0274635,0.203786,0.26147,-0.0175483
26,60.6295,0.0284525,-0.234512,-0.154382,-0.0980068,0.0301012,-0.0542355,0.102442,-0.00975443,-0.0224263,-0.15823,0.0118729,0.0653472,-0.202594,0.172322,-0.0328749,0.178331,-0.033862,0.28769,0.0752808,0.113526,-0.093106,0.0318901,-0.110518,-0.0796363,-0.0228784,0.0471668,0.000789448,0.097286,-0.0101999,-0.034925,0.149755,-0.201331,-0.00354419,0.0834217,0.0445848,0.199441,0.166949,-0.108787,0.0887027,-0.185823,0.00526614,0.0547167,0.135876,-0.0270646,0.0383604,-0.0100572,0.117604,0.0717893,0.0168216,0.00273412,0.0728747,-0.0050185,0.0576556,0.0681541,-0.069855,0.0420314,-0.0533238,0.107158,0.00200272,0.115228,0.154017,0.225031,0.180099,-0.208283,0.188306,0.0393363,-0.114605,-0.083493,-0.108671,-0.128963,0.0348873,-0.0357225,0.0747971,-0.185177,0.0362442,-0.004709,-0.147585,0.0481988,0.0311607,-0.0840507,-0.0588859,-0.0374647,0.0153058,0.13185
27,58.9145,0.0168562,0.193971,-0.224957,-0.0266665,0.015546,-0.0143566,0.0444073,0.0276012,0.123604,-0.0918058,0.0848308,0.150909,-0.00517285,-0.0651428,-0.108911,0.0527468,-0.145363,-0.0967502,0.0400767,-0.182971,0.116346,0.0995122,0.25734,0.0484413,0.067705,-0.162096,-0.0549259,-0.0603812,0.0162508,-0.0467271,-0.0591461,0.0750715,0.189023,0.123406,0.133156,0.0260028,-0.00520043,-0.0668862,0.113231,0.0267543,-0.0170924,0.171939,0.0975741,0.0203227,0.130994,-0.0549756,0.0799781,-0.00872339,-0.187629,-0.0828111,-0.0577274,0.177801,0.010884,-0.106694,-0.220998,0.0463215,0.00246677,0.120515,-0.0369218,-0.213016,0.0506408,0.0108251,0.112075,-0.012177,0.0974405,-0.25613,0.0560918,-0.0690392,0.0828143,-0.0996346,0.0767794,-0.0244354,0.0709767,0.0934144,0.184085,0.0274847,0.0874859,0.0127556,0.10632,-0.235567,0.0898081,0.0498936,0.102028,-0.0896767
28,-57.5919,0.12834,0.11987,0.135647,-0.0605563,-0.19324,0.057942,-0.0773089,-0.0124858,-0.253416,0.337082,-0.00682437,0.030748,-0.114718,-0.0482516,0.158211,-0.040462,0.0151614,-0.0439586,-0.0376768,-0.0203569,0.0053358,-0.00181177,0.0380387,0.12057,-0.0668924,0.145513,0.0510462,0.0130195,-0.0316773,-0.056216,0.0860227,0.14289,-0.204052,0.118428,-0.0890438,0.118718,-0.00534433,-0.0959574,0.140332,0.0325253,-0.0238249,-0.0444075,-0.122278,0.0120162,0.00173247,0.0278492,-0.14333,-0.0318258,-0.0306502,-0.0579446,0.151518,0.25402,0.145148,0.00946479,0.0251122,0.00199991,0.153841,0.10654,0.00687247,0.0383262,0.158208,0.150036,0.119394,0.0605885,-0.0235302,-0.202513,-0.176361,0.0393536,0.11284,-0.138248,-0.0132366,-0.103246,0.0476289,-0.00975961,0.0815096,-0.005787,-0.186556,-0.1766,-0.13296,-0.0857181,-0.0592536,-0.0699769,-0.0504053,-0.0879306
29,-57.3901,0.176824,0.172282,-0.0339128,0.0473261,0.0283074,-0.0244265,0.0559859,0.118744,-0.0409515,0.0585794,-0.00354115,0.11156,0.191292,0.0134556,0.0905376,0.0399752,0.0219198,0.174185,0.076398,-0.0339798,-0.0225835,-0.0762398,0.116484,0.125428,0.156106,0.0464117,-0.0498287,-0.0278571,0.0458992,-0.198872,-0.0956223,0.108117,0.203617,0.130748,0.0312575,-0.221949,0.0654355,-0.152336,0.105236,-0.136737,-0.0300849,-0.160108,-0.0550276,-0.203935,-0.108938,-0.0968034,-0.141216,0.095843,0.0162445,0.0332192,0.0509077,-0.117684,0.0564927,-0.00548695,0.0987191,-0.0755742,-0.110062,0.211824,-0.0870826,-0.132859,-0.0384922,-0.0125658,-0.0797357,-0.0142416,0.112129,0.183569,-0.250278,0.0740556,0.030324,0.0719992,0.172883,0.135108,0.0671619,-0.0267642,-0.127864,0.0213105,-0.132843,0.171996,0.0493464,0.0708074,-0.155608,0.023762,0.0239477,-0.0447807
30,56.5469,0.0877942,0.101036,0.0852994,0.140629,0.150299,-0.0132973,-0.00412348,0.140049,-0.111398,-0.0166577,-0.201956,-0.019756,0.150838,-0.0321033,0.00244642,-0.127509,0.143793,-0.143561,-0.0299304,0.127131,0.141068,0.0731862,0.0812638,-0.0200657,-0.0796352,0.020798,0.137446,-0.174996,-0.235938,-0.00176663,0.259035,0.080651,0.0169967,-0.0268761,-0.10845,0.0231335,-0.102159,0.0696524,-0.0364921,-0.193815,0.00962916,0.00527476,0.0735227,-0.178652,0.278658,-0.0292234,0.143572,-0.126856,-0.0715368,0.112952,0.0990134,-0.00381674,0.123002,0.00765567,-0.0410128,0.0200854,-0.0592285,0.00818226,0.0819508,0.0875895,-0.12152,-0.0148333,0.101334,-0.238231,0.104841,-0.0490335,-0.00561872,0.245128,-0.0194258,-0.104973,-0.0506923,-0.0456993,-0.0338911,-0.0303437,-0.0334917,0.0146358,0.0676985,0.00974617,0.202984,0.0434799,-0.0760102,0.072892,0.119297,0.106776
31,-55.8219,-0.0342807,-0.0377503,-0.14415,0.0179996,0.0291468,-0.120823,-0.136951,-0.0136175,-0.0334808,-0.0766616,-0.109077,0.0700551,0.111717,0.0692487,-0.0668282,-0.0546844,0.0827053,-0.105053,-0.126172,-0.101405,0.205365,0.158302,0.0261319,-0.0503017,0.0127807,-0.0762295,-0.0797011,0.0371904,-0.0727895,-0.111209,0.0113444,-0.100778,0.1363,-0.173597,0.0307981,0.0393603,-0.140857,-0.0670585,-4.82011e-05,0.0384992,0.238547,-0.00929074,-0.153728,-0.159209,0.145025,0.150414,-0.0917855,-0.060409,-0.0919827,-0.100898,0.170425,-0.135726,-0.129383,0.0433155,-0.0859495,0.161852,0.0881384,0.00532205,0.0107788,0.129302,0.20155,0.0459402,0.105588,0.154824,-0.0996608,0.185428,-0.0494309,-0.150914,0.095125,0.00824735,-0.042897,0.171478,0.0595606,0.0566226,-0.0227354,0.116075,-0.186756,-0.0102464,-0.237073,0.0177848,-0.0949062,-0.139799,0.156314,0.0503415
32,52.5794,0.0430085,-0.0942303,-0.0736075,-0.176092,0.0619846,-0.27252,0.0680313,-0.00906616,0.0471946,0.083594,-0.139256,0.278422,0.161947,-0.0751099,-0.0153666,-0.0114792,-0.0843231,0.0188179,-0.115594,0.026224,-0.142934,-0.058128,-0.019201,0.0084727,0.109275,-0.0239351,0.229921,-0.197724,0.0208023,-0.0863559,0.00973879,0.0371465,-0.020349,-0.0084269,0.0502569,0.114692,-0.130937,0.038872,-0.0818131,0.0718884,0.0475423,0.0472633,0.00429464,0.021856,-0.161117,-0.0123735,0.0861711,-0.0691372,0.0614878,0.0833325,-0.147832,0.204031,0.106178,0.0450132,0.0250012,-0.0210155,-0.0618092,-0.2703,0.0723283,-0.127709,0.18489,-0.0502234,0.195053,0.116364,0.00246242,0.0880782,-0.14681,0.106541,-0.21655,0.115172,0.0776661,-0.0659078,-0.0389548,-0.0517881,-0.105803,0.12782,0.113871,-0.0434277,-0.13339,-0.102122,-0.121806,0.0260276,0.0648079,-0.0325246
33,-52.2856,-0.130269,0.00514957,0.0883719,0.215661,-0.0464231,-0.13722,-0.00239215,-0.0314218,0.00236642,0.000924996,0.0299211,-0.135241,0.145036,-0.0214133,-0.23922,-0.172561,-0.0934926,0.037534,0.0260605,0.0474246,0.120165,-0.00610037,0.128371,-0.0448799,-0.125845,0.127133,-0.0400305,0.120349,0.0834876,-0.0896443,-0.00739974,0.065609,-0.15038,0.206025,0.187384,0.120596,-0.0936219,0.0220803,-0.103095,-0.000939872,-0.0350215,-0.205667,-0.133654,0.0612,0.0310281,-0.0185015,0.10068,0.00767844,-0.227546,-0.0584334,-0.106745,-0.0546099,0.0483405,0.306526,0.0742436,0.0766807,-0.208345,-0.121706,-0.164137,0.027397,0.164863,0.0794451,-0.0816671,-0.0371511,0.0353401,-0.100489,-0.0856919,-0.0420293,-0.014473,0.0720563,-0.0013875,-0.103129,0.0073905,-0.00492317,0.106945,-0.110898,-0.0288203,0.269651,-0.0616448,-0.0515201,-0.0566513,0.0710735,-0.0316817,-0.00220442
34,-50.5837,-0.145699,0.0450228,0.073968,-0.0496051,-0.04995,0.0824827,-0.242277,-0.0626843,-0.0170405,0.202655,-0.0862459,0.0360122,-0.133025,0.0706512,-0.15753,0.0440807,0.00712097,-0.0335558,0.0517831,0.183715,0.154666,-0.0419402,0.068288,-0.101814,0.0672335,-0.112062,0.109795,0.0721448,0.113267,-0.0663824,-0.00543674,0.000912534,0.0857108,0.0480328,-0.0891718,-0.171366,0.127867,0.0932942,-0.00437032,-0.0617366,-0.141256,-0.0133882,-0.197787,-0.00904123,-0.177234,-0.0304803,0.133659,0.119316,0.0768348,0.012723,0.137643,0.113999,0.0405514,-0.0785621,0.0109829,0.120703,0.0259299,-0.0561314,-0.0314322,-0.0640599,-0.0757352,-0.0273785,0.241912,-0.0145638,-0.0839677,-0.124069,-0.0602284,-0.17311,0.0348897,-0.0329635,-0.0862897,0.0946589,-0.114912,-0.112257,-0.151407,0.131295,0.113585,0.289259,0.00980576,-0.0061268,0.0965694,-0.0238149,0.193586,0.219892
35,50.3992,0.136037,0.0990814,-0.269363,0.064507,0.00587029,0.160295,0.105485,0.113369,-0.0634051,0.0035592,-0.0467086,-0.149865,-0.0656411,0.0661219,-0.107502,0.150983,-0.0456853,-0.223894,0.0375466,-0.0116855,0.177924,-0.094632,0.0679493,0.0900191,-0.136804,-0.0796007,0.16615,0.00514251,0.151336,0.226481,0.0155009,-0.163046,0.0730989,-0.0696651,-0.0485703,0.0780915,-0.124154,-0.189224,-0.0909693,-0.0662005,-0.0812466,-0.00631771,0.0609,0.0514512,-0.115106,0.00958831,-0.0763294,-0.0945791,0.109295,-0.124649,-0.15595,0.225387,0.029775,0.0217516,0.0222868,-0.00168631,-0.116273,-0.0500982,-0.132693,0.0671939,0.00162981,0.0811237,-0.0479212,0.00351071,0.0224663,0.0410207,0.0242367,0.0560136,0.00151192,0.0258195,-0.0459401,-0.0876511,0.0533042,-0.0178595,-0.313697,-0.165646,-0.139933,0.0726709,-0.0653281,0.114161,-0.0519299,-0.111187,0.157137,-0.101506
36,49.3032,-0.224962,0.0110947,-0.0440635,-0.0589088,0.181961,-0.0395358,-0.00390055,-0.109,0.116089,0.18211,0.156442,0.0975807,0.0546935,0.0689905,-0.0235194,0.0210335,-0.084282,-0.0206345,0.0633558,-0.0947833,-0.0159701,-0.136105,-0.0849668,-0.202209,0.0113797,0.0754347,0.110042,0.0289035,0.108803,0.116805,0.0275075,0.0441311,-0.0551205,-0.00574219,0.123206,0.0071578,-0.173618,-0.0351752,0.187028,-0.188331,0.102609,-0.0629552,0.00548884,-0.218982,-0.066998,-0.0343668,-0.0344914,0.01507,-0.166674,-0.00805283,-0.0508909,-0.142913,0.230788,-0.144623,-0.0482024,0.033087,0.038795,-0.00700772,-0.0386336,-0.0589157,0.0653233,0.117012,-0.151503,-0.140039,0.0189767,-0.0648452,0.0624199,0.143526,0.108764,0.00638205,-0.224171,0.154466,-0.279407,-0.118156,-0.0727139,0.00378001,-0.030356,-0.177253,-0.0174475,0.0209711,0.0911264,-0.142254,0.0403806,-0.112787
37,47.3585,0.211708,0.031914,0.00197848,0.0198625,0.0677363,0.0604897,0.125793,0.00917406,-0.152478,0.0934255,-0.0982679,0.0176155,0.0568543,0.0911717,-0.0500316,0.0211335,0.0309344,0.206687,0.044973,0.145965,-0.125287,0.0434739,-0.0261903,0.0177983,0.0175073,-0.215152,-0.176776,0.0633253,0.0708893,0.0299141,0.0569452,0.0764118,0.0919714,-0.0655795,-0.00668853,-0.267558,0.0276935,0.0683642,-0.0690406,0.187398,-0.147732,-0.152164,0.0875523,-0.106326,0.0936567,0.0183951,0.149495,-0.151255,-0.0264123,-0.122933,-0.197528,-0.106999,-0.0232501,0.0692831,-0.110824,-0.0338691,0.063201,-0.14061,0.00310187,0.14485,0.201117,-0.0730203,0.119611,0.0291774,-0.10717,-0.194821,-0.0607562,-0.030961,-0.0253253,-0.0615139,-0.0642683,0.17237,-0.203753,-0.0107004,-0.0687544,-0.191825,-0.11371,-0.0989417,0.0777691,-0.150127,0.0476738,-0.0681404,-0.0379064,-0.129628
38,-47.1643,-0.284026,-0.157389,-0.122012,-0.00661069,-0.118155,0.078928,-0.156043,0.121214,0.0157722,-0.0463078,-0.104759,-0.0963519,0.185214,-0.114462,0.12312,-0.0807556,-0.00317461,0.0419716,-0.0579566,-0.0762073,-0.0720871,-0.0593737,-0.130767,0.0861641,0.187961,0.0628442,-0.0859207,-0.0096884,0.0135118,0.0921955,-0.108254,0.0300121,-0.00649665,-0.0923396,-0.179177,0.143223,0.214773,-0.0965575,0.184597,-0.117154,-0.110944,-0.0733265,-0.0436185,-0.0136928,0.112183,0.00601324,0.177142,-0.0587415,-0.0360663,-0.059558,0.00905681,0.151024,0.159872,0.0544428,-0.0836162,-0.0183443,0.00336617,0.025574,0.0805311,-0.0105916,0.0132356,-0.16322,-0.105543,0.0827434,0.090784,-0.0761986,0.0713053,0.00602035,-0.0130613,0.0290688,-0.074696,0.197696,0.048774,0.0653987,-0.122893,-0.28048,0.0445766,0.0663222,-0.0848555,-0.190504,-0.206692,0.00199549,0.085088,0.0630795
39,-46.5267,-0.024063,0.0558313,0.0640928,0.0447946,0.0444878,0.103211,0.0418909,-0.0792525,-0.156362,-0.00113673,-0.100865,-0.0925072,-0.091996,0.136967,0.103972,-0.142498,0.217289,0.111231,-0.0751755,-0.201861,0.0927454,-0.0507563,-0.0870695,-0.0153764,0.119719,0.0271995,0.0783449,-0.197948,-0.0718686,0.165401,-0.0662711,0.0430821,0.176442,0.0545425,0.353352,-0.0193244,-0.0248575,-0.104975,0.0287985,-0.076601,-0.0495833,-0.101441,0.096709,-0.0614831,-0.0936649,-0.0678012,0.0853827,0.104552,0.122228,-0.20057,0.12372,-0.0393976,-0.105931,0.196687,0.160408,-0.0785282,-0.0248603,-0.0187117,0.147289,-0.0144098,0.0441777,0.18941,0.018977,0.103945,-0.0347049,-0.0767353,0.120482,-0.111276,-0.0269427,0.128186,-0.0597413,-0.132748,-0.00654407,-0.0494979,0.0359872,0.034598,0.155841,-0.120437,0.0371001,-0.135867,-0.00809199,0.0834125,0.200099,-0.000955063
40,43.8955,0.157468,-0.040961,-0.00686408,0.0581227,0.182139,0.0423365,0.0250051,-0.0988304,0.0629898,0.00705725,-0.0312766,-0.0625971,0.185372,-0.149547,0.0109596,0.0621704,0.0194319,0.166726,-0.0466705,-0.0739536,0.243951,0.174949,0.0030552,-0.0388408,-0.0587585,0.204216,0.117362,0.00394373,0.092043,0.174167,-0.00609501,-0.159435,0.177551,0.152926,-0.0729315,0.0087101,-0.0747547,0.142985,-0.179765,0.101157,0.0640489,-0.0797794,0.0470735,0.331008,-0.0794368,0.0441789,-0.0727675,0.222513,-0.014377,0.129117,0.0607231,-0.00295161,0.12567,-0.00777898,-0.079793,0.00942312,0.113414,0.166916,0.0880912,0.00913626,0.0556786,-0.156366,-0.0512596,0.0705602,0.0801098,-0.116142,-0.0868361,-0.0638326,0.0764846,-0.0681964,-0.0741666,0.136825,-0.05679,-0.183777,-0.068993,-0.0118296,-0.0042577,-0.119436,0.00673863,-0.101231,-0.133665,0.0908035,-0.0315582,0.0617028
41,-43.5125,-0.227739,0.110477,-0.0311115,0.0905017,-0.00714098,-0.0936805,0.0108917,0.0495727,-0.0151986,0.063919,-0.0275323,-0.00807746,-0.0414992,0.118494,0.121289,0.012546,0.176047,-0.0153156,0.0828268,0.0611963,0.00787508,0.0131827,0.00687595,0.0525718,-0.0341514,-0.120753,-0.222892,-0.00559815,0.286548,0.0735988,0.126917,-0.0393889,0.0643398,-0.0344443,-0.058895,0.157089,-0.0425748,0.0526087,-0.111052,-0.0667766,-0.0111066,-0.127879,-0.0465472,0.067808,-0.198075,0.149317,-0.0147072,0.0438078,-0.0267577,-0.0933252,0.0311206,-0.219659,0.140784,-0.0544626,-0.0289436,0.0709113,0.165909,0.130217,0.0304857,-0.03537,0.176183,-0.0921671,0.159544,-0.0209838,-0.016007,-0.0475537,0.174706,0.263343,-0.0905695,-0.0335361,0.342076,-0.12614,0.103344,0.0319734,0.0213761,0.0468802,0.190509,0.0103571,0.0445121,0.0363154,-0.108332,-0.0812953,-0.0129305,-0.075623
42,43.0096,0.0766341,-0.127291,-0.0845209,0.0421605,-0.185806,0.102442,0.0836037,0.0361431,0.0759551,0.113609,0.116274,0.13505,0.0213323,-0.152805,-0.0910565,-0.0270634,-0.180635,0.023875,0.00656876,0.0830084,0.114081,0.133658,0.0821864,0.170002,0.229821,0.207745,-0.0449129,0.160397,-0.0174701,-0.0377493,0.255669,-0.0514143,-0.0937345,-0.0819088,0.240926,-0.198401,0.00265835,0.119144,0.0491319,-0.0385632,0.0601314,0.01552,0.0613642,0.0470576,0.0636607,0.125843,0.151561,0.0360954,0.215901,-0.121592,0.0513843,-0.129123,0.0470093,-0.00685847,0.202422,0.0759803,0.068539,-0.109213,0.121523,-0.0675477,-0.0516395,0.00361514,-0.0302476,0.0773815,0.101197,0.0220422,0.159584,0.113783,0.0376088,-0.222199,-0.0461987,-0.0577377,0.0538536,0.000784112,-0.0688921,0.0015156,0.0323847,0.0506777,-0.0564163,0.0452166,-0.0719463,-0.0607776,0.132699,-0.153855
43,-40.0034,-0.055065,-0.0922105,-0.0948993,-0.0930897,-0.0431781,-0.159458,-0.0485021,-0.0489759,0.101027,-0.0169486,-0.0579168,0.165615,-0.0227157,-0.0180158,-0.204836,0.0117603,0.240382,0.145201,-0.044603,0.0178367,0.0713678,-0.0481905,0.0535115,-0.0324662,-0.260172,0.0741478,-0.0289076,-0.0510873,9.67365e-05,0.0742404,-0.10069,0.128013,0.0833948,0.043984,-0.0293855,-0.0103557,-0.00874141,-0.0448588,0.104692,0.197253,-0.258822,0.185662,-0.00467595,-0.0442456,-0.033118,0.193946,0.0156255,-0.0912013,0.0377469,-0.00587583,0.100458,-0.120582,0.00375246,0.164237,0.0107244,-0.0383887,-0.120238,-0.0181295,0.177964,-0.273531,-0.0914896,0.0674917,-0.082169,-0.0411141,-0.198452,-0.0470771,0.0224245,0.15802,0.196003,-0.144634,-0.0445036,-0.079022,0.142291,-0.03719,-0.166903,-0.0741154,-0.122678,-0.030536,0.0630699,0.0113174,-0.0568197,-0.0847769,-0.133703,0.0743284
44,39.8441,0.0281084,0.0479722,0.1018,-0.290171,0.07182,-0.20826,0.196375,0.140622,-0.161533,-0.0592405,0.0833095,-0.124306,0.00900724,0.128008,0.108859,0.0774236,-0.0388373,0.0401547,0.0559905,-0.0421192,0.0829806,0.215257,0.216413,-0.0306891,0.0545171,0.0570718,-0.0602933,-0.0147139,0.0164602,-0.0271013,0.043441,0.102654,-0.0304231,0.119599,0.0169727,-0.026098,0.18117,-0.137822,0.0130243,-0.135114,-0.0460722,0.0276751,0.00285263,0.0850523,0.137958,0.306441,-0.0640525,-0.03638,0.0306869,0.164512,-0.0330144,0.0256298,0.0057408,0.0997897,-0.0435153,0.0963753,0.16251,-0.149701,-0.0258564,-0.04783,-0.0300697,0.0390606,-0.085839,0.0768383,0.0588469,-0.084054,0.130201,-0.0235162,0.0786132,0.273682,-0.00652267,-0.0410237,-0.184164,0.0174202,-0.169143,-0.000234342,0.110901,0.0183057,-0.0658707,0.0835632,0.0240772,-0.139452,-0.0187316,0.159023
45,-39.0265,0.070225,0.0634177,0.109059,-0.134061,0.11405,0.0283507,-0.07338,-0.0616786,0.0866807,0.110782,-0.0545883,-0.0476698,-0.177503,0.0092795,-0.00421347,-0.173566,-0.0552663,0.0294724,-0.158801,0.0880182,0.0672673,-0.087949,0.0240349,-0.0649202,0.0712936,0.118319,0.030112,0.252063,0.101256,0.107102,-0.0109809,-0.022163,0.0829561,0.00236272,0.00359081,-0.0193371,-0.0610231,-0.0905933,0.136857,0.00743562,0.0164173,-0.0666619,-0.0739735,-0.0676631,0.115852,0.250444,0.100052,-0.154368,0.2224,-0.0462583,-0.0823611,0.0544181,-0.0909659,0.118701,-0.285769,0.0981807,-0.11608,0.258341,-0.0445879,-0.110692,0.062712,-0.223959,-0.150958,-0.0286494,0.0401036,0.0516497,-0.0534244,0.0582378,-0.301829,0.0361841,-0.000346933,-0.107505,-0.0216736,0.0406101,0.0594231,0.159833,-0.0624437,-0.067559,0.043021,0.0390451,0.0434167,0.139179,0.048444,-0.0239012
46,37.8823,0.0234071,0.0987646,0.023741,0.046004,0.00879201,0.00271936,0.0817845,-0.160148,0.00588506,-0.0270396,-0.209992,0.0698407,0.0235133,-0.0655288,-0.00347205,0.0604544,0.0161237,0.225147,0.112745,0.0784739,0.145148,-0.174028,0.199379,-0.00381864,0.106329,-0.0136589,-0.0137291,0.275115,0.00436563,0.0158024,-0.0696159,0.14258,-0.217361,-0.00939801,-0.0732897,0.0659503,-0.098759,-0.0567799,-0.0272213,-0.0696879,0.117391,0.0785766,-0.132581,0.00418122,0.0400893,-0.152005,-0.0609692,0.129568,0.0197048,0.0399289,0.0915837,-0.0358064,-0.251985,-0.27874,-0.133444,-0.0665301,-0.140214,-0.113806,0.0507794,0.0588699,0.0158676,0.00999488,0.0263742,0.0929555,0.0191774,0.028553,0.223978,0.053999,-0.0356976,0.0898571,0.00740621,-0.167463,-0.0356953,0.000445491,-0.0639724,-0.143041,-0.0479905,-0.122123,0.0933028,-0.183813,-0.184129,-0.115974,0.031764,0.123115
47,-36.2792,0.229951,0.0734634,-0.0383163,-0.00453733,0.0969148,-0.0586224,-0.298847,0.00716799,0.00332507,0.141164,0.00755981,0.145201,0.00982785,0.185567,-0.0461197,0.0928692,0.0808823,-0.0186127,0.178707,0.0829514,0.125489,0.0672938,-0.128932,0.0970078,0.10062,-0.0327907,-0.00474178,0.00879538,0.0299487,0.130998,-0.080067,-0.00476483,-0.0890453,-0.155504,-0.0920066,0.0234223,-0.0213671,-0.0329992,0.165945,-0.0042752,0.216195,-0.0607706,-0.0170377,0.0921332,0.033637,0.205464,0.013255,-0.0318592,-0.123547,-0.115676,-0.178623,-0.0837256,-0.0748778,-0.0275235,0.0915806,-0.0992792,-0.0908719,-0.0789373,0.13342,-0.0652192,-0.155257,0.149264,0.0134679,-0.14059,0.158922,-0.0863831,-0.0459754,-0.119592,0.0518952,0.0539828,0.100746,-0.0284119,-0.0162247,-0.0228309,0.0238342,-0.112292,0.159309,0.01256,-0.189697,-0.0110797,-0.0597634,0.293608,-0.145876,0.0499861
48,35.2226,-0.00338427,-0.0392429,0.119581,-0.171098,-0.0637568,-0.196534,-0.139375,0.128349,0.00214294,-0.0468983,0.0525399,-0.159393,-0.121594,-0.0546052,-0.0953943,-0.0442068,-0.0984,0.0701752,0.11227,0.04394,0.139457,-0.0917026,-0.0480902,0.087029,0.0850362,0.0477765,-0.02614,-0.165599,0.227043,-0.0153649,-0.0531951,0.0332793,0.000971953,-0.28006,0.131731,-0.0652373,-0.198494,0.00444929,-0.108793,-0.0755465,-0.00534924,0.0459702,0.182424,0.00155506,-0.0588655,-0.0644504,0.0715446,-0.0878765,0.0722844,0.138202,0.0107609,0.021846,-0.135935,-0.101448,0.0668482,0.117572,0.198601,0.100151,-0.0241506,0.111373,-0.0318492,0.0307948,-0.0371257,-0.156313,-0.0772656,-0.132699,-0.128091,0.0858237,0.0948401,0.17102,-0.113037,0.0371617,0.128741,0.0711866,0.0476076,0.0661997,-0.161199,0.0686304,0.103497,-0.240103,-0.22131,0.0219093,-0.0704204,-0.0156292
