Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63
20,-54.302,-0.00552968,-0.0179229,-0.0851184,0.228501,0.193762,-0.0419953,-0.0167654,0.0688411,-0.00350515,-0.132965,0.228829,0.191796,0.10606,0.137131,-0.0171496,0.13543,0.0907759,-0.0763829,0.103095,0.217636,0.0538226,0.163422,0.0926184,-0.00406699,-0.0291901,0.0183183,-0.0539286,-0.0462236,-0.0853708,0.095837,0.0172937,0.133531,-0.0713137,-0.0173829,0.0217854,-0.101768,-0.0706064,-0.151592,-0.00743293,0.141447,-0.00756087,-0.177086,0.204376,-0.222791,-0.146283,0.240182,0.127179,-0.0756631,0.0275103,-0.0599918,-0.160918,-0.188879,0.0244466,0.0429379,0.121803,0.20365,-0.161329,0.0933379,0.204071,-0.0216828,0.181009,-0.239158,0.0622968,-0.0761865
21,51.4161,0.139588,0.179907,0.0917179,-0.0846962,0.0920313,-0.118424,0.0263075,0.200871,-0.129793,0.187121,0.0436077,3.26408e-05,0.00656116,0.00478504,0.104093,0.235333,-0.0216752,0.113043,-0.202315,-0.117238,-0.0297204,0.0955744,0.168931,0.259178,-0.00774874,-0.161687,-0.0316892,-0.0185861,-0.0780557,0.105787,0.0468649,0.0621723,0.125424,0.159843,0.305867,0.178347,-0.193084,-0.145858,0.209674,0.0670566,-0.0713593,-0.109957,-0.130256,-0.0819512,-0.0339176,-0.175106,-0.00332398,0.0214662,-0.0808616,-0.125325,-0.130395,0.118644,0.135445,-0.132812,-0.122436,-0.112016,-0.0117429,-0.0481032,0.00953014,-0.15505,-0.100073,-0.137116,0.016593,-0.0714343
22,50.1522,0.137311,-0.0239218,-0.0414772,-0.21795,-0.108768,0.116965,0.119196,-0.119363,0.0751472,-0.123859,0.0722111,0.107134,0.00846026,-0.0156566,-0.119211,0.0400044,-0.0237254,0.133082,0.156195,0.112226,-0.097599,-0.260475,0.01807,0.130698,0.225991,-0.113252,0.282102,-0.0697578,-0.253049,-0.0600451,0.122335,-0.0833728,0.0421645,0.108329,0.0606717,-0.00659958,-0.0124849,-0.100533,-0.00725124,0.0824235,0.0884601,0.059407,-0.0946665,-0.112896,-0.210369,0.220121,-0.000516264,-0.143946,0.0616319,0.0544245,0.0321915,0.0569441,0.22639,-0.0934354,-0.0656317,0.0949938,0.301706,0.13413,0.03756,0.141497,-0.0798901,-0.0349568,-0.161393,0.0795984
23,49.922,0.158865,0.0353737,0.0783036,0.0963466,-0.116445,0.097166,0.0286291,-0.253297,-0.0972427,-0.127065,0.0401099,0.288043,-0.0717432,-0.0607987,0.0148837,0.182947,-0.0535279,0.0419508,-0.0814044,-0.0762823,0.00551779,0.109017,-0.206168,0.0260092,-0.190372,-0.231284,0.0364871,0.129828,-0.11951,-0.169302,0.0065533,0.0444087,0.0342178,-0.0486489,0.0689893,-0.0230423,-0.0731308,0.0227713,-0.216686,0.0695657,-0.178367,-0.0699033,0.080097,0.155426,-0.050474,0.0354602,-0.121262,0.0760591,0.0317792,0.0565691,0.15578,0.171311,-0.0845617,-0.0942703,-0.182824,0.0404195,-0.0965298,-0.039768,-0.043254,-0.078847,0.255815,-0.0624819,0.20914,0.305458
24,-48.6157,0.0452948,-0.0851317,0.0261897,-0.0137626,-0.0629418,-0.0526555,0.0516171,0.156834,-0.0924839,0.140583,-0.0764275,0.148796,0.0936035,0.0471242,0.0606395,0.241778,-0.0961943,0.0484091,0.0759152,-0.00534396,-0.145929,-0.234821,-0.222941,-0.208683,-0.220468,-0.108937,-0.221798,0.0857713,0.106217,0.0752291,-0.0315986,-0.000488441,-0.00481339,0.0722629,-0.00650083,-0.259487,0.0326932,0.207879,-0.134183,0.171707,-0.00277891,-0.157661,0.141593,-0.023304,-0.163011,0.0599701,0.0218751,-0.00461065,-0.0374411,-0.0294286,-0.172543,0.094003,-0.0378876,0.123753,-0.07678,-0.122058,0.238037,-0.0324186,0.00681807,0.13283,-0.275062,-0.00572895,0.0212515,-0.1841
25,45.6332,-0.10078,0.124724,0.128165,-0.0905312,-0.153863,0.0182304,0.0781134,-0.0627354,-0.0240923,0.123556,-0.255992,-0.0658292,-0.012967,-0.0284465,0.16036,0.0278825,-0.0155954,-0.208535,0.0299638,0.149979,-0.055491,0.111096,-0.0389348,-0.141523,-0.0411631,0.192747,-0.0893905,0.0575615,0.0235547,0.0188761,0.129562,0.10349,-0.138956,0.0674746,0.167978,0.0204639,-0.0106201,-0.122106,0.216294,0.0959927,0.0486999,-0.142461,-0.100834,-0.188738,-0.0563213,0.0558821,-0.0173259,-0.0580327,0.149969,0.0643651,0.311861,0.151076,-0.0489607,0.105875,-0.274815,0.104901,-0.03596,0.044259,-0.0526605,0.242406,0.266705,-0.0108937,-0.0902188,-0.16381
26,-45.0603,-0.0706043,0.372867,-0.164062,-0.00297441,0.047282,-0.0360105,-0.0176869,0.120272,-0.132592,0.0366455,-0.032371,0.0124838,-0.06738,0.0110716,0.145656,-0.179337,-0.0696421,0.00353757,-0.184368,0.0234803,0.225865,-0.0372083,0.142135,-0.0896145,-0.121348,-0.087156,0.18083,0.26171,0.0251667,-0.245204,0.00120021,-0.0892022,-0.0176107,0.0206671,-0.128093,0.0459239,-0.091609,0.0377807,0.0269352,0.0485872,0.0987651,-0.247734,0.076652,-0.128834,0.104665,0.111643,-0.221262,-0.0159076,0.00714253,0.00489921,0.0075212,0.118403,-0.0520006,0.0595692,0.200578,0.121208,0.173373,0.272257,0.0807371,0.0222192,-0.138691,0.0425325,0.0626749,0.102137
27,-42.3975,0.0333252,-0.132941,0.00015753,0.206551,-0.153571,-0.0417744,0.0552767,-0.0217061,0.101329,0.189081,-0.00340029,-0.254838,-0.0526299,0.293846,0.0285435,-0.120989,-0.0678557,0.126202,-0.201306,-0.0140292,0.219182,-0.152271,-0.0259886,-0.0159565,0.0810725,0.0735744,0.0473709,0.0953566,0.0267264,-0.0560054,-0.120391,0.244256,-0.0377218,-0.0904688,-0.0374823,0.00798084,0.0114633,-0.117381,-0.0319142,0.196177,-0.103019,0.138877,0.0711604,-0.0340582,0.0149194,0.128195,-0.00893022,-0.0400643,0.0819605,0.0899859,-0.212308,-0.0267709,-0.023077,-0.0194652,-0.390782,-0.143907,0.111115,0.114342,0.146831,-0.184301,0.0999914,-0.0421923,-0.0948412,0.0616762
28,41.9278,-0.0671369,-0.250858,0.111596,-0.0263667,0.098355,0.0220296,0.148953,-0.194433,-0.151408,0.0982956,0.0376016,-0.172246,0.0352079,-0.227537,-0.028152,0.188789,0.0631143,-0.118496,-0.125224,-0.0318257,-0.159165,0.143786,0.102809,-0.0156781,0.14512,0.149327,-0.0107595,0.237344,-0.121211,-0.173387,-0.116005,-0.14659,0.27264,0.0296931,-0.0929015,-0.218585,0.0165677,-0.244167,0.00375733,0.110488,0.0673684,-0.164631,0.134882,-0.0809556,0.0214095,0.0679602,-0.0558008,0.130921,0.207915,0.0315484,-0.0136168,-0.0589409,-0.0872873,-0.106084,0.0770326,-0.0918071,-0.0105063,-0.0532936,0.0131203,-0.101312,-0.136589,0.0982974,-0.127952,0.021089
29,-40.3521,-0.17676,-0.0801038,-0.114589,-0.0714513,-0.0470354,-0.00346455,0.0700655,0.0970178,0.0588037,0.0882482,0.0489574,0.182474,-0.101427,-0.113956,0.0662024,0.263374,-0.0728228,0.0295622,0.00718623,0.000140157,0.243707,0.0125804,0.035054,0.0548804,0.0550134,0.179265,0.225554,-0.295761,0.0813594,0.0701772,0.00467851,0.111438,-0.132257,-0.045848,0.20721,-0.0376179,0.273974,0.00411192,-0.207204,-0.133565,-0.0196776,-0.106564,0.139192,-0.0798229,0.267784,0.0156744,-0.0805673,-0.0370001,0.182345,-0.133633,0.0867422,0.174663,-0.108108,-0.111618,-0.00549383,-0.127821,-0.0428923,-0.0409774,0.140146,0.0471434,-0.153565,-0.0496027,-0.0902516,0.0987726
30,-37.8545,-0.153062,-0.123919,-0.0810015,-0.228702,0.241432,0.0597535,-0.163955,0.0384726,0.111833,0.0333174,0.032438,0.0173336,-0.295514,-0.101898,-0.0997423,0.00912928,-0.0107932,-0.145465,0.154873,-0.149243,0.00190652,-0.00465788,0.0152053,0.144858,0.111974,-0.103263,-0.0353163,0.0913505,0.0480115,-0.129737,-0.0402778,-0.0232669,-0.2691,-0.220614,0.0659128,-0.00320616,-0.106664,0.248052,0.156439,0.360672,-0.100799,-0.00668721,0.0159107,-0.141102,-0.125199,0.0379883,0.00396649,0.140543,-0.0980377,0.000100272,-0.123336,0.140544,-0.03218,-0.035248,-0.0133889,-0.126335,-0.121396,0.0394884,0.0153078,0.0439561,0.101893,0.110194,-0.128176,0.0773127
