Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63
31,37.4068,0.104783,-0.156653,-0.0198184,-0.000542206,0.11326,-0.0778709,0.118756,-0.025926,0.197459,-0.316513,-0.0127971,-0.0953984,-0.116462,0.0992021,-0.0360059,-0.130051,-0.0260148,0.0344404,0.014314,-0.0164335,-0.0201082,0.0425653,0.0573641,0.0407706,-0.227981,-0.208384,-0.0196652,-0.0661514,-0.157757,-0.119366,0.0427301,-0.0405797,-0.124888,0.147144,-0.0642583,0.0705171,-0.0690248,-0.195513,-0.0850809,0.0826227,0.149372,-0.176107,0.0789412,0.142483,0.272853,0.0165996,-0.00150673,0.00978139,-0.000558291,-0.112645,-0.0130845,0.169226,0.00775485,0.175869,-0.236125,0.0251277,-0.216487,-0.104374,0.0765946,0.0814863,-0.184408,0.144489,-0.15398,-0.228634
32,36.7656,-0.166981,0.00404733,0.114154,0.0874333,-0.0345295,-0.0177556,0.20464,-0.0642601,-0.0574813,0.0530956,-0.0453879,0.220695,-0.160067,-0.0558755,-0.146427,0.0695406,-0.132358,0.212874,0.0718004,0.0646088,0.236832,-0.0236982,0.149004,0.227661,-0.103753,0.087102,-0.154441,0.264395,-0.0357374,0.0991498,-0.0136308,-0.17434,-0.0412989,-0.103217,-0.00985908,0.0480319,-0.102828,-0.0497781,-0.0764722,-0.276569,-0.0238919,0.0836636,0.0793341,0.0647775,-0.138065,0.0487022,0.0450121,-0.00162222,-0.00357573,0.0877271,0.0463155,-0.0289935,0.154722,0.0245546,-0.000214887,-0.217085,-0.11188,0.275363,-0.0113272,0.047339,0.0520061,0.15772,-0.0371367,-0.285744
33,35.2191,-0.1336,0.0414558,0.00828623,0.00538474,0.00546644,0.169026,0.11489,0.0568691,0.168334,-0.0895124,0.134677,-0.129239,-0.0834119,-0.152655,-0.119584,0.0168391,-0.226784,-0.0267735,-0.183915,0.181348,-0.103449,0.0352034,0.00390744,-0.135756,0.0483881,-0.0538802,0.153898,-0.0799842,0.346004,0.127348,0.0388025,-0.115309,-0.0509057,0.278852,-0.0981763,-0.00644293,-0.151206,-0.111063,-0.0773596,0.041223,-0.0864264,0.196219,0.129665,-0.137938,-0.190771,-0.0201111,-0.181619,0.147834,-0.191247,0.0999423,0.0765173,0.0129663,-0.0894638,-0.107929,-0.126706,0.00251616,-0.138187,0.0246052,0.0306985,-0.0065996,-0.128616,-0.113193,0.180592,-0.0814773
34,34.0819,-0.0175143,-0.00169916,-0.142317,0.014684,0.176038,-0.13705,0.0510946,-0.00562289,-0.0724498,-0.0187315,-0.0860555,0.0528113,0.113803,0.0217151,0.0524122,-0.0186886,0.0318055,0.0475025,0.214656,-0.20562,0.107724,-0.0395493,0.0764081,-0.174898,0.129669,0.0318797,-0.0298862,0.0525163,-0.280326,0.0102738,0.0805216,-0.226242,-0.0897289,0.249539,-0.104657,-0.0421944,0.214973,0.102041,0.0156485,-0.135305,-0.0435207,0.0876811,-0.228178,-0.146473,0.0350646,0.03939,-0.111082,0.273201,0.0919856,0.0566161,-0.19046,0.0405599,-0.139041,-0.132038,-0.277619,0.000277912,-0.105805,0.063686,0.0219044,0.000357843,0.0612743,-0.134698,0.240749,-0.0729631
35,-32.3758,0.0607916,-0.0857992,0.0342335,-0.124159,-0.195811,0.319942,0.0305472,0.0404291,-0.191273,-0.208833,0.000376157,-0.249749,0.194978,-0.0440823,0.188074,0.16943,-0.119701,-0.0177108,0.202125,-0.0653599,0.00819771,0.269196,0.195038,0.0946332,-0.130628,0.0822583,0.0156111,0.0973029,0.0225084,0.0193869,0.111601,0.08144,-0.203014,0.0761534,-0.154106,0.198824,-0.0729246,0.0543216,-0.105895,-0.0306851,-0.0774979,0.124018,0.0251376,-0.047299,0.00156589,0.023796,0.156636,-0.0699383,0.0567425,-0.0286248,-0.246434,0.0789309,-0.10579,0.141469,0.0411272,-0.0828054,0.0747245,0.113435,-0.089615,-0.00948049,-0.0555949,-0.0307676,-0.0252653,0.15065
36,32.283,-0.125145,-0.0681035,0.147126,0.146099,-0.0989901,-0.221182,-0.0417117,-0.00258419,-0.134579,-0.0850751,0.0888605,0.100641,-0.088563,-0.133413,0.109711,-0.146437,0.157199,-0.0534255,-0.0325087,0.129816,-0.063021,0.0197102,0.245494,-0.0113928,0.0500258,0.0159223,0.20742,0.147382,-0.0125746,0.198445,0.239445,0.232708,-0.0131089,-0.0555379,-0.0502067,-0.0170228,-0.142459,0.222086,0.0205984,0.0173869,0.0579152,0.104696,0.0473377,0.157533,-0.022532,0.212498,-0.172268,-0.00612244,0.067038,-0.0918325,-0.167803,0.104734,0.000652039,-0.206138,-0.081092,0.0323415,0.0801672,-0.302528,-0.121389,0.0735529,-0.0307218,0.118538,0.040989,-0.122015
37,-31.0466,0.124366,-0.060761,-0.0842725,0.159957,0.0999414,-0.14414,-0.0579466,0.219615,-0.17788,0.179999,0.0855434,-0.147152,-0.0697601,-0.234113,-0.112401,0.0661674,-0.000504764,-0.0564436,0.110225,-0.0276085,-0.0188021,-0.0799933,-0.082796,-0.0934758,-0.113765,-0.298392,0.102214,-0.0735321,-0.0123791,0.310413,0.125213,-0.162817,0.0288503,-0.0284843,-0.0230809,0.123509,-0.0263058,-0.144238,-0.0156983,-0.0402345,-0.0697418,0.0396811,0.118994,0.0449899,0.149231,0.0580589,-0.0228354,0.0176749,0.0873231,0.186518,0.0186987,-0.0332581,-0.183027,0.0381044,-0.0160328,0.0683095,0.0854043,0.152218,-0.156965,0.0316089,0.22775,0.023754,-0.337875,0.0692497
38,-30.7445,-0.129174,0.0353295,-0.0749629,0.0839555,0.0445664,-0.0947718,-0.250684,-0.22835,0.0192198,0.00386011,0.0526334,0.0153946,0.0905247,-0.0328831,-0.133263,0.0229612,-0.0159598,-0.0977246,-0.180299,-0.0475501,-0.0543093,-0.187872,0.0634442,0.00478949,0.0424787,-0.0670339,0.105338,0.226534,-0.0988662,0.136411,0.07566,0.277991,-0.0390925,0.0883475,-0.195947,0.156475,0.17652,-0.0160127,-0.168438,-0.0396141,0.131685,-0.185252,-0.0289574,-0.107873,-0.127476,-0.17354,0.391189,0.0183369,-0.13472,0.0293114,0.143795,0.152354,-0.090013,-0.0391226,-0.0237672,-0.14549,-0.0849779,0.0772225,-0.0933416,0.039498,-0.084575,-0.125421,-0.085938,0.0100686
39,28.7115,-0.00451985,-0.0866499,-0.0166662,0.167251,0.0668052,0.0532687,-0.161515,0.0197086,0.263562,0.0500591,-0.0324383,0.1102,0.0293532,-0.150129,0.191591,0.10055,0.0612465,0.0383212,-0.031319,-0.269892,0.0957554,-0.0273578,-0.0462927,-0.239005,-0.042757,0.0988976,-0.0993125,-0.00886934,0.107034,0.0220277,0.0133126,0.0795713,-0.0908396,0.100759,-0.0129915,0.0801396,-0.141209,-0.342904,-0.123671,0.0017565,-0.0591457,-0.0102779,-0.371048,0.0567474,-0.126826,0.283613,-0.0427878,-0.0187469,-0.00783503,0.0804985,-0.0625683,0.127454,0.178099,-0.0650816,0.210835,0.021324,-0.0357413,-0.0181258,-0.0398354,-0.00634152,-0.0657245,0.208779,-0.052989,0.0655773
40,-28.3111,0.0382379,-0.0691089,0.145487,0.0476602,0.18589,0.120443,0.0236089,0.0758522,0.112793,0.054365,-0.0761183,0.262002,-0.273868,0.0915368,0.193501,-0.122004,0.105389,-0.106675,0.034233,-0.138942,-0.0620163,0.155102,0.0123251,0.150725,0.132449,0.0274168,0.0957953,0.116787,0.0674317,0.0911826,-0.0358988,-0.131944,-0.0728545,-0.119424,0.0158187,-0.0386851,-0.055271,-0.117636,-0.160353,-0.113671,0.12911,-0.041983,-0.0674682,-0.0205467,-0.0869612,-0.0812229,0.0561155,-0.157115,-0.020114,0.135038,0.00794906,-0.115194,-0.288308,0.160306,-0.207733,0.153647,0.219284,-0.0281614,-0.139467,-0.127862,-0.215763,-0.203973,0.00637364,0.00674022
41,27.2821,-0.245759,0.0663743,0.0171856,-0.258051,0.202491,-0.00657381,-0.157592,-0.0208857,-0.258061,-0.19976,0.0887073,0.0172003,0.119923,0.0759673,0.077025,0.040851,0.0678147,0.0394467,-0.127006,-0.0501435,0.0975605,0.0424415,-0.15633,0.0659555,-0.0573216,0.00516838,0.0218997,-0.19422,0.0142844,-0.1218,0.159019,0.100339,0.164245,-0.196832,-0.131014,-0.0555417,0.0623552,-0.169717,-0.149339,0.0510766,-0.0950243,0.034036,-0.0557778,-0.0784075,0.0201022,-0.0538106,-0.21938,-0.168941,-0.0979404,0.332199,-0.114031,-0.0786651,0.0649598,0.0317064,-0.128677,-0.128284,0.00284764,-0.0163751,-0.1268,0.141273,0.0321711,0.00896177,-0.040903,-0.208065
42,25.6718,-0.124887,-0.0127864,-0.0910328,0.0619228,0.108292,-0.0991441,-0.0854986,-0.102487,-0.0452574,-0.0729775,-0.178723,-0.0929521,-0.196466,0.180241,-0.088957,0.219352,0.114135,0.114795,0.223656,0.288231,0.16092,0.0934583,-0.0287958,0.00348532,-0.162385,0.174676,-0.0434794,0.0593673,0.0119371,-0.0060503,0.159443,0.0643371,0.102315,0.211111,0.0720924,-0.165943,-0.0740065,0.0164069,0.00749852,-0.00741431,0.00810137,0.0739442,-0.0511461,-0.0204652,0.0312139,-0.159559,0.0325012,0.110581,-0.281892,0.136859,0.00899462,0.10284,-0.0218512,-0.0953738,-0.0178259,0.198524,0.162615,-0.0501175,0.0277756,-0.196989,-0.0935873,0.119983,-0.18791,0.209293
43,24.7496,-0.0185583,-0.0489863,0.0204542,-0.0202553,0.204452,-0.0569699,0.132422,0.104062,-0.10885,0.137489,0.0356472,0.0431888,0.0774951,-0.181888,0.154447,-0.118769,0.142962,0.0806504,0.0259142,0.0446275,-0.0393065,-0.352541,-0.00564423,0.246757,-0.183411,0.158999,-0.0500107,-0.0946154,0.0492995,-0.105417,-0.125525,0.032438,-0.0390074,0.0722749,-0.288474,-0.0166664,-0.220831,0.00142021,-0.0262674,-0.0735062,-0.0785247,0.12926,0.109582,-0.255565,0.027327,-0.0309438,0.16212,-0.0181612,0.124681,0.0229959,0.130675,0.150173,0.14729,0.0838286,-0.122741,0.143096,-0.102008,-0.201154,-0.0204267,-0.0116435,0.0279256,-0.0153472,0.0654436,0.211421
44,-23.6324,0.135999,-0.0544734,0.0281193,-0.016443,-0.0753746,0.0471871,-0.146548,0.00807369,0.233934,-0.0750425,-0.2403,-0.0700808,0.163636,0.0887453,0.065064,0.116672,0.0253154,-0.435167,-0.127391,0.0648266,0.193581,-0.184455,0.0907819,0.18937,-0.0696432,-0.0627998,-0.0282362,0.0796346,0.13277,0.0458361,0.151275,-0.246459,0.136752,-0.120891,0.113369,-0.0162442,-0.0552224,0.100093,-0.187655,-0.0559535,0.108419,0.0058506,0.0840282,-0.0724351,0.0925457,0.00495269,-0.00146238,0.184299,0.124654,0.169279,-0.127953,0.0303044,0.235645,-0.124426,0.00232141,0.0743142,-0.0544747,-0.0453394,-0.011765,0.0170137,0.031411,-0.132099,-0.00258652,-0.0277431
45,22.8417,0.0744326,-0.190659,0.153862,-0.0161281,0.0892124,0.242575,-0.148899,-0.0124818,-0.282563,0.145152,-0.147398,0.00091298,-0.0614561,0.226976,-0.00624514,0.0153296,-0.186517,0.205396,0.0832239,0.00163898,-0.0333972,-0.245257,0.112425,-0.00249986,0.133145,-0.0540202,0.123487,-0.0622747,0.198935,-0.116406,0.168029,0.0442263,-0.0342093,0.0471828,0.00769279,-0.00436665,-0.0906933,-0.126735,0.015314,-0.161813,0.269473,-0.200211,-0.000149332,0.0301629,0.0264276,0.113715,-0.0388491,0.158599,-0.126713,-0.0258275,-0.0286384,-0.0522104,-0.119743,0.0405909,0.110226,-0.0770187,-0.10396,-0.190341,0.0851588,0.0590332,0.244939,-0.0114965,0.0743762,0.00911095
46,-19.2787,-0.00811246,-0.04475,-0.071188,0.0763303,-0.111438,0.0804615,0.012427,0.0950229,-0.0467721,-0.164709,0.0175578,-0.126019,-0.194535,-0.117057,0.0331279,-0.124362,-0.104002,-0.192356,0.163237,0.00793937,0.292172,-0.189466,-0.0519218,0.142846,0.0836281,-0.0253275,-0.38499,-0.137007,-0.156798,0.027866,-0.0328852,0.178671,0.186608,0.0406503,0.0247872,0.0168499,-0.089602,-0.16591,0.0568417,0.0272658,0.0528116,-0.128193,0.0542656,-0.0376436,-0.0276701,0.0507955,-0.0148819,-0.0157906,-0.0656966,-0.0802422,0.065079,-0.0974693,-0.207618,-0.224276,-0.00586978,-0.0810149,0.0947282,0.0259346,-0.228509,0.143678,-0.118733,0.00767274,0.249028,0.0774155
47,19.1154,-0.0566068,-0.214747,-0.0568963,-0.0340835,-0.10373,-0.0730338,0.00327913,0.0184586,-0.085496,-0.00158427,0.0781695,0.0229048,-0.0495575,0.132308,0.261387,-0.0890589,0.0139422,0.172041,0.0983963,0.0520877,0.0912103,0.0126313,0.0842299,-0.228925,0.0793734,-0.198902,-0.0250904,0.15175,-0.0119644,-0.0171242,0.0413483,-0.0477646,0.172379,0.0447506,0.26001,0.159671,-0.00269352,0.140259,-0.131155,0.17778,-0.00747196,0.150358,0.00795384,-0.259489,0.0465946,0.0647211,0.0280423,-0.0249281,0.0269634,0.0987941,0.295232,-0.172424,0.0998021,0.144598,0.0934252,-0.0910139,-0.283736,-0.0857514,-0.18703,-0.0777999,-0.173943,-0.0660415,-0.053952,0.0523644
48,-17.5979,-0.136151,-0.0505453,0.0527602,0.121396,-0.0649472,-0.217784,-0.0697899,-0.106367,-0.0236739,-0.0837975,0.0322287,0.0608788,0.0268514,-0.0375605,0.0828208,-0.0711947,-0.0551471,0.0986043,-0.0520096,-0.08437,-0.22043,0.103034,-0.14092,0.19034,-0.135744,-0.107901,-0.208727,-0.121185,0.210925,-0.2379,-0.00398908,-0.0246385,-0.0401224,0.0473109,0.165549,0.189805,0.225721,-0.0278545,0.10654,-0.0941214,0.389659,0.223474,0.130049,-0.188887,-0.0773519,0.150443,0.0168194,0.0546796,0.0663804,0.0605408,-0.120561,0.100071,-0.110842,-0.170326,0.0436007,0.0791952,0.0856234,0.129046,0.00231122,-0.074049,0.000453713,0.0043337,-0.0465611,0.00598737
49,16.7662,-0.195263,0.00640153,-0.0973707,0.0485513,-0.0146376,0.153382,-0.0633703,0.0948283,-0.22616,0.116897,0.0853099,-0.158107,-0.0794376,0.0908635,-0.119823,-0.0139976,0.224838,-0.140891,-0.0308409,0.0725039,-0.0351007,-0.0220444,-0.158396,0.169141,-0.135977,0.0627167,0.06586,0.0643282,-0.0768873,-0.0792309,-0.167965,0.00624275,-0.0914535,0.0698377,0.136815,0.0400803,0.109985,-0.0755645,-0.136394,-0.0402768,0.0136112,0.0984973,-0.139163,0.215288,-0.0955997,0.250878,-0.139148,0.292118,-0.035344,-0.24126,0.0402393,0.0199769,0.156346,0.169844,-0.0165365,0.038137,-0.0322708,0.0249261,-0.180251,0.0532685,-0.108735,-0.297328,-0.0633367,-0.0444266
50,-16.0656,-0.0566144,0.0205311,-0.116428,0.159182,-0.0799697,-0.0134284,-0.125467,0.222492,-0.0578464,0.00227063,-0.2445,0.10699,0.140494,0.0908941,-0.0443361,-0.0971269,-0.424901,0.0288345,-0.045213,0.00884849,-0.0855433,0.0539887,-0.0099416,0.161468,0.192926,0.073103,-0.0375914,0.040246,-0.21301,-0.0843091,0.0482645,-0.0621944,0.037278,-0.0989434,-0.0366756,-0.00263227,0.0914993,-0.12184,0.0522762,0.0520827,-0.319486,0.106789,0.114116,0.06127,-0.0947978,0.0665915,0.0234162,0.012211,-0.0125498,0.0962333,0.0396021,0.224666,-0.113019,0.0151367,0.128737,0.222219,-0.103645,-0.249139,-0.0179491,0.00622075,-0.139349,-0.0292921,-0.150486,-0.0736733
51,14.5413,-0.0879574,-0.168017,-0.135974,0.089793,-0.112658,0.0537972,0.0810796,-0.123359,-0.155814,-0.0937979,-0.121637,0.0907051,-0.0189731,0.156386,-0.0326734,0.0859896,-0.0140199,0.0631223,-0.124828,-0.220729,-0.0781297,-0.0336574,-0.134136,-0.00637455,0.0386572,0.0484615,-0.0800408,-0.124887,0.0424045,0.261364,0.227361,-0.000463568,-0.0750752,-0.209858,-0.266486,-0.0305099,-0.202141,0.0531429,0.250173,0.0699551,0.110339,-0.0610059,-0.0336897,-0.0296053,0.0436867,-0.0975217,-0.19414,0.062849,0.123884,-0.148732,0.104432,-0.0353327,0.149777,-0.0476117,-0.0225231,0.133737,-0.139361,0.244687,-0.0410648,-0.0999951,-0.211748,-0.132714,-0.0866927,0.109128
52,-13.7323,-0.153396,-0.0414591,-0.221687,0.043835,0.119172,0.176788,0.126173,0.0633742,0.084357,0.0642016,-0.0755512,0.0651084,0.29567,-0.0451862,0.0973514,-0.0542471,0.11302,0.0975347,-0.10222,0.232148,-0.0658349,0.0218113,0.0116394,-0.0766736,0.297745,-0.0922444,-0.119717,-0.108556,-0.0327114,-0.139585,-0.0455894,0.103326,-0.0315173,0.0478841,0.163995,0.0750166,-0.189316,0.151907,-0.128419,-0.162018,0.0488222,-0.193759,0.133965,0.171445,-0.100827,-0.141231,-0.0507005,0.059322,0.030589,0.0203083,-0.159748,0.0293632,-0.0229352,-0.0194021,-0.148963,0.0638922,-0.0515912,0.173881,-0.268866,-0.0481413,0.0653192,0.167314,-0.152532,0.0481388
53,-11.5161,0.100387,-0.0842885,0.0987651,0.208883,0.1951,0.0987348,-0.112927,-0.102727,0.19903,0.0393588,-0.0820977,-0.089773,0.0723447,0.0547282,0.219595,0.146964,0.00185337,0.164663,0.110224,0.151983,-0.0633959,0.0189427,0.108135,0.022752,-0.104903,-0.0246344,0.11683,0.0448769,-0.138509,0.162992,-0.297094,0.0133452,0.0381907,-0.1958,-0.0666878,0.0931742,0.21417,-0.0509367,0.196785,0.00499936,0.0525153,0.0507731,0.143917,-0.0904566,-0.0358395,-0.121934,-0.333775,0.00768265,-0.152538,-0.0129248,0.00644382,0.1113,0.0783119,-0.00082495,0.00752077,-0.0384634,-0.00510881,0.045758,-0.149596,0.305529,-0.0480621,-0.00389437,0.0868668,0.103165
54,9.90868,0.0359356,-0.103496,0.191681,0.246661,0.203257,0.0858138,0.0629204,0.23884,-0.0614739,-0.127049,-0.109272,-0.0807715,0.00666309,0.054655,-0.0524918,0.00505219,0.081402,0.0767666,-0.147891,-0.0913543,0.185566,0.0819007,-0.159031,0.14629,-0.0128158,0.0311421,0.231023,-0.0144031,0.130101,-0.0435599,0.125907,-0.0453735,0.213486,0.160677,0.0299827,0.0217946,0.167462,0.211905,0.0165197,0.15841,-0.0376872,-0.0280851,-0.108146,0.0168379,-0.242489,-0.0454768,0.176283,-0.0414861,0.192363,-0.129712,0.064903,-0.0715516,-0.0596112,-0.0360785,-0.0336494,0.0740896,-0.102183,0.132929,0.0264738,0.2602,-0.0214978,0.247324,0.0276797,0.0450554
55,-9.57732,0.0210387,-0.107677,-0.283243,0.00518591,0.143016,-0.00793697,0.0618215,-0.277505,-0.0619584,0.172006,0.0450384,0.109828,0.140066,0.206994,-0.0601611,-0.116558,-0.055071,-0.213031,0.0548711,-0.10083,0.145498,0.130036,0.157626,0.157419,-0.0330733,-0.170333,-0.00788897,-0.0653265,0.161679,0.115977,-0.0899488,0.112838,0.0768428,0.279326,0.0333059,-0.170098,-0.0988611,-0.0115261,0.0945609,0.0519044,0.038805,0.195706,-0.0110574,0.148334,-0.105232,-0.0690923,-0.12622,-0.114287,0.221595,0.110692,0.0890012,0.193078,-0.0713254,0.14616,0.133526,-0.134843,0.0812795,-0.0310818,0.0288602,0.118809,0.0153922,0.00499692,0.0290973,-0.00967231
56,-9.29692,0.0636491,0.00160251,0.000155256,0.11872,0.101211,-0.044264,0.363672,-0.0316682,-0.0784822,-0.0497423,-0.034944,-0.085349,0.0124309,0.025382,0.0791537,-0.0251465,0.0293582,-0.116055,0.101539,0.0604231,0.206361,0.117147,-0.401944,-0.0639885,0.147481,0.00769986,0.148142,-0.0620971,-0.0516574,0.0333616,-0.00737639,-0.061422,-0.0819943,-0.0951679,-0.111643,0.296037,-0.0310696,0.0453434,0.0292826,0.0141103,0.127724,-0.118405,0.0546915,-0.054784,-0.149245,-0.0189519,0.0299714,0.0838657,-0.0731655,0.101237,0.0169731,0.23334,0.126391,-0.0160537,0.197813,-0.221351,0.13751,-0.245494,0.0298268,-0.190573,0.0499904,-0.070466,0.0067705,-0.143658
57,7.97683,-0.0574034,0.15417,-0.122821,0.250602,0.0936773,0.0230004,-0.0210308,-0.0336281,-0.0555079,-0.0484306,-0.270182,-0.0146336,-0.0756237,-0.104565,-0.234527,0.0770927,0.0711139,-0.0807057,0.159045,0.0893665,-0.223094,-0.0338138,0.144335,-0.00594017,0.102878,-0.0880227,-0.165374,-0.0197611,0.122103,-0.0672612,0.0868818,0.0361194,0.169519,-0.122977,-0.0293703,0.294025,0.0340151,-0.0170621,-0.241225,0.032895,-0.0602117,0.0359401,-0.129474,-0.156002,-0.0265984,-0.0283263,-0.217194,-0.149084,0.148132,-0.174347,-0.00513745,-0.0251438,0.0407431,0.200481,-0.115973,-0.159488,0.0784758,-0.0895401,0.250397,-0.0666332,-0.0301992,0.047013,0.0720381,0.0689862
58,-4.93675,-0.0754634,-0.096445,0.250197,-0.0140094,0.00400724,-0.176909,0.0550097,-0.170698,0.0971411,-0.0585425,-0.00282373,0.0157411,-0.112565,0.0215013,0.0628081,-0.0543986,-0.192806,-0.131994,-0.112348,0.0983633,0.0986858,-0.100657,0.174207,-0.111434,-0.177827,-0.0885895,0.0502415,-0.30883,-0.0862873,-0.113501,0.0583394,-0.0268619,0.0635188,-0.0169604,-0.0408519,-0.0600902,0.0553939,0.0487799,0.0661492,-0.175334,-0.24736,-0.097414,-0.129887,-0.129401,-0.297506,-0.0441343,-0.0640667,0.1219,0.0706413,-0.211118,-0.128677,-0.0257301,-0.0712869,0.256739,0.102204,-0.0338438,0.0740292,0.0244754,-0.193074,-0.168883,0.0508412,-0.055869,-0.167587,0.072811
59,4.67097,0.281564,-0.0461237,-0.176628,-0.0605814,-0.23027,-0.19757,0.0375736,0.117892,0.0596696,0.0719598,-0.0627478,0.217523,-0.0990207,0.0277173,-0.190884,0.149783,0.0617951,-0.0285763,-0.0182051,0.0182565,0.0163297,0.150818,0.083901,0.0808788,-0.0447304,0.140053,0.0481538,-0.0411478,0.117362,-0.201815,-0.12279,0.134468,-0.0172993,0.15168,-0.266147,0.249319,0.0309722,0.0819118,0.0914854,-0.0153579,0.0108964,-0.158803,-0.0113298,-0.0310653,-0.0897636,0.042477,-0.130539,0.125084,-0.0138152,0.243078,-0.0459981,-0.302108,0.00266163,-7.27693e-05,-0.0545547,-0.0444761,-0.0666575,-0.126733,-0.165305,0.165749,-0.0493251,-0.0219471,-0.111828,0.0428652
60,-3.74939,-0.0776815,0.190472,0.0502168,-0.187837,-0.0456815,-0.0524579,0.239814,-0.0244202,0.127064,0.17132,-0.214828,-0.230324,-0.0478236,0.0204522,-0.140751,0.0290085,0.0868777,0.0480015,0.0677813,-0.152151,-0.00669389,0.0603147,-0.0461072,0.0158402,-0.0407459,-0.138425,0.050699,-0.0451309,-0.0651409,0.130374,-0.0270472,0.15193,0.227942,-0.0956094,-0.0257603,-0.106495,-0.0104873,0.104592,-0.0503439,-0.161345,0.130941,-0.0268469,0.019322,-0.0293604,-0.126757,0.310688,-0.00558735,-0.218745,-0.103267,0.0958629,-0.182794,0.123188,-0.12619,0.0404854,0.0535269,0.11596,-0.388998,-0.0209252,-0.0233952,-0.00776779,-0.0717729,-0.0567106,0.0284354,0.136335
61,3.43493,0.230636,-0.0338049,-0.108937,-0.0432034,0.0778307,0.182929,0.00735088,-0.0295758,-0.144418,-0.218445,-0.142208,0.197871,-0.0241862,-0.297599,-0.0987115,-0.108673,0.068892,-0.00307002,-0.128219,0.00608846,0.0718572,-0.119095,0.0424621,-0.202918,-0.0993206,0.173953,0.105069,-0.0269931,-0.00770097,0.0614301,-0.0633041,0.205975,0.183809,-0.139979,0.267226,0.0377962,0.0229853,-0.0381784,0.255908,-0.00873702,0.0613406,0.159856,0.0617062,0.0100618,0.000315664,0.040853,0.126424,0.211295,-0.0286129,0.165802,-0.130587,0.0907644,-0.0676432,0.26264,-0.0570293,-0.0221371,-0.04816,0.0840458,0.0923559,-0.0750446,-0.135553,-0.0254764,0.0305701,-0.0584505
62,2.36424,0.198814,0.0573294,0.0610803,0.0613904,-0.0950106,0.024167,-0.137646,0.0397254,-0.0362309,0.00769744,0.157284,-0.0265591,0.065468,-0.0312081,0.00980356,-0.154493,0.219244,0.0680886,-0.170439,0.253037,0.0640483,0.0335005,-0.0705518,0.0462366,0.0129558,0.0485293,-0.225463,-0.0104426,-0.110246,0.0361303,0.187539,-0.235005,-0.189786,-0.0306181,0.0252742,-0.134127,-0.0305693,0.0139063,0.0583553,-0.0984395,0.0641638,-0.0160677,-0.10595,-0.0114129,-0.17431,-0.0107615,-0.126032,-0.0811973,0.00671155,0.0999492,-0.0135716,0.0847986,-0.201703,0.0361235,0.00496609,-0.32709,-0.177641,-0.0813361,0.237542,0.132683,-0.154978,-0.0643826,-0.177763,0.266783
63,-1.35255,0.098941,0.137881,-0.225219,0.175156,-0.0451063,-0.134543,0.136306,-0.180081,0.124426,-0.0520265,0.115737,-0.0318999,0.0324809,-0.156178,0.156951,0.0158,-0.0175492,0.117675,0.167823,-0.0458586,-0.0205358,-0.163378,-0.0444351,0.162151,0.0738972,0.240935,0.0891879,0.121385,0.300621,-0.131769,0.228816,-0.152109,0.152777,-0.0150807,0.0672674,-0.113315,0.0453455,-0.0601171,0.0607625,0.169053,-0.0351674,-0.0726002,-0.0276021,0.118842,0.0564952,-0.0420897,-0.00715125,-0.103692,-0.147866,-0.15681,-0.152331,0.0496167,-0.0914768,0.140308,0.0107771,-0.0813137,-0.139517,0.01905,-0.244803,0.0375655,0.108726,-0.206581,-0.0747304,-0.0479577
