Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64
20,53.9515,0.0182558,0.143247,0.139883,-0.150224,-0.0453689,-0.131407,-0.163299,-0.215557,-0.227459,0.282526,0.0852794,-0.114656,-0.0387295,0.0194061,-0.0320711,-0.251022,0.152502,-0.1771,0.153903,-0.0429049,-0.087548,-0.0297947,0.0408563,0.157459,-0.0593878,0.0620262,-0.0762735,0.112721,-0.0761176,0.0712088,0.055826,-0.032154,-0.0567611,-0.0871254,0.116164,-0.0942508,-0.12921,-0.113685,0.168608,0.0498971,-0.134308,0.0756956,-0.085439,0.0601888,0.0771676,-0.0427506,0.00768277,0.00584925,0.0317299,-0.203306,0.0273555,-0.119857,-0.110797,0.347426,0.0972361,-0.0869363,0.116356,0.106387,0.0217876,-0.11744,0.0934053,-0.120417,0.062485,0.00542507,0.246088
21,51.4333,-0.186176,-0.0587597,-0.0563243,0.0155914,0.302094,-0.000218938,0.0609306,0.15003,-0.294453,-0.00702852,0.115499,0.0833001,0.0953365,0.0330189,0.146558,-0.0342985,-0.0529072,-0.21203,-0.0350875,-0.237272,0.099666,-0.000492272,-0.322459,-0.0372331,0.182815,0.00189574,-0.118121,0.196182,-0.120105,0.00870323,0.245548,0.200785,-0.0394256,-0.0233112,-0.00210944,0.0427467,0.0400161,-0.0267587,-0.0251086,-0.00824937,-0.152797,0.0859486,0.0767297,0.0957324,-0.122225,0.0280019,-0.0257802,-0.0906552,0.166531,0.133762,-0.0315286,-0.201438,0.14959,0.00261401,-0.119267,-0.0820152,-0.00205926,-0.0147717,-0.197724,0.0201604,-0.103532,0.0282887,0.135258,0.0312622,-0.0343308
22,-51.2114,0.109971,0.0152155,-0.0387851,-0.0528941,0.220785,0.135232,0.00039788,0.0436405,-0.11409,-0.0666848,-0.195735,-0.225543,-0.0664464,0.0514556,-0.216698,-0.0643858,0.14257,-0.308541,-0.00883844,0.222474,-0.143567,0.024772,0.105942,0.0305008,0.220766,-0.0647597,0.135989,-0.0241978,-0.0822823,-0.133729,0.121399,-0.0809582,0.146197,0.00767106,0.175926,-0.157889,0.0133437,0.0490331,-0.0999024,0.0519886,0.0528064,-0.0700689,0.0295375,-0.124515,-0.257808,-0.0592072,-0.0340597,0.0799002,-0.107483,-0.116343,-0.116773,-0.0266313,0.208544,-0.0551287,0.00697753,0.075434,-0.121143,0.162582,-0.0825366,-0.0092649,0.249443,0.0846788,0.0354581,0.115301,-0.123988
23,-50.1547,0.0622156,0.345697,-0.0179125,0.00421466,0.0807249,0.154379,0.0738583,0.218266,0.123198,-0.0642208,0.0218428,-0.0946134,-0.0859528,-0.0569156,0.16013,0.0397387,-0.0690818,0.0503885,0.0993811,-0.0429715,0.0532861,0.0578162,0.0588819,-0.0669447,0.0268681,-0.146938,-0.116815,0.00753835,0.0933311,0.00882333,0.14427,-0.342507,0.00456309,-0.0185067,-0.0178654,-0.137624,-0.195497,0.263954,-0.00206135,0.126741,0.0650512,-0.15502,0.00481852,0.0356174,0.0160601,-0.0341335,0.0895703,-0.226461,-0.0534956,0.13106,-0.175673,0.00510668,-0.0263567,0.0558352,-0.0861411,-0.288418,0.0333838,-0.00466496,-0.0667816,-0.0838575,0.0440217,-0.15072,0.187489,-0.178288,0.163511
24,-46.8094,-0.11072,-0.172574,0.0658356,-0.0863449,0.107582,-0.129181,0.178658,0.0488497,0.240847,0.0914185,0.0177371,0.154763,-0.0744088,0.0643347,-0.0868478,0.197649,0.270149,-0.237624,0.0926243,0.0509953,0.145739,0.0987393,0.0425609,0.0466249,0.119182,-0.0118262,-0.0357784,-0.0111907,0.111987,0.252472,0.108343,-0.0235533,0.122226,0.0524294,-0.0379788,-0.0133867,-0.0817364,-0.124649,-0.254429,-0.0355395,0.0164492,-0.316642,0.0116522,0.174842,0.0601294,0.0209387,0.182392,-0.157252,0.0468162,-0.131896,0.0921064,0.00336145,-0.0274077,0.131267,-0.0432376,0.0769276,0.124822,-0.00486531,0.0681255,0.191254,0.00504667,0.151148,-0.080779,-0.0291126,0.122598
25,44.9274,0.00494056,0.0863327,0.12825,0.0633894,-0.0901513,-0.0242173,0.173181,-0.173878,-0.138492,-0.0960164,0.122939,-0.1304,-0.245766,0.150147,-0.00804217,-0.0846129,-0.0332497,0.235811,0.0196715,0.146677,0.086898,-0.0149959,0.00894658,0.165669,0.0482876,0.024574,0.0624185,0.031382,-0.175393,0.0652855,0.0695256,-0.0104675,0.161154,0.0986305,0.0222744,-0.0568371,0.123701,0.033693,-0.12254,0.0723179,0.0246721,0.0668097,0.108791,0.235395,0.174171,-0.132693,0.20876,-0.00131825,0.00986799,0.0394503,-0.14146,-0.140472,-0.133591,-0.0917405,-0.152792,0.190268,0.176972,-0.225567,-0.0612196,-0.185949,0.0346265,0.174531,0.187141,0.106252,-0.15835
26,-44.2948,-0.188867,0.00826093,-0.126518,0.00151955,-0.163146,0.1534,-0.0720892,0.0228422,0.0249649,-0.0255206,-0.242172,0.0677938,0.0267277,-0.0160971,-0.0472926,-3.19221e-05,-0.167166,-0.210953,-0.0516049,0.0673859,-0.0206426,-0.0238343,0.186771,0.114393,0.0232878,0.00201717,0.0609037,0.0958725,0.0303641,-0.026152,-0.230514,-0.0770799,-0.104231,-0.176426,0.0214262,-0.0610668,0.181906,-0.316076,0.0867488,-0.0844948,0.0777482,0.0399716,-0.153913,0.246402,0.101381,-0.0362515,0.0178226,-0.360501,-0.118893,0.0126505,-0.0409619,-0.177388,-0.031537,-0.176527,0.0282897,-0.175577,0.0833253,0.0473361,-0.215556,0.042839,-0.0372878,0.11633,0.0884407,0.0520317,0.000275833
27,43.1204,0.00242989,-0.0845296,-0.0451411,0.136833,0.0794911,0.0416306,0.00893577,0.0399178,-0.0298585,0.0164961,0.0720273,-0.34996,0.0842507,0.102218,-0.190674,-0.060906,0.029667,0.0306485,-0.115888,0.0618642,0.205735,0.0387287,0.0585861,0.0419144,-0.0723066,-0.0289067,-0.0621347,0.107454,0.347525,0.13812,-0.153508,0.0187167,0.111849,-0.0989421,0.144682,0.0592164,0.287543,-0.0560938,0.142032,-0.0666833,-0.167212,-0.0607868,0.175389,-0.142326,-0.00857851,-0.0588554,0.113667,-0.026759,0.106984,0.138473,-0.202593,-0.0340098,0.0510964,0.189104,-0.120858,-0.230588,-0.0107405,-0.0457622,0.153633,-0.0629345,-0.0538917,0.0344217,-0.225196,-0.0395512,-0.0213323
28,-41.6634,0.215276,-0.0885221,0.0814854,-0.27817,-0.0950862,-0.00997643,0.0141146,0.0521894,-0.131977,0.048281,-0.0607136,0.00436308,0.0127631,-0.0478003,-0.119451,-0.0317521,-0.0989938,0.0929126,0.127354,-0.0687049,0.126945,0.186585,0.199742,-0.314931,0.0459182,-0.0280338,-0.0662849,0.168519,-0.00965196,0.0476839,-0.148338,0.0651707,0.16983,0.139811,-0.0602008,-0.136283,-0.0480284,0.00466711,0.0543439,-0.194698,0.053346,0.0595289,-0.035113,0.0692929,-0.311945,-0.118231,0.0552546,-0.0642387,0.0213983,0.0815009,0.0671591,-0.292004,0.023206,-0.036558,0.10977,0.0700684,-0.0035425,-0.0456385,0.267774,0.0971391,-0.111935,-0.0499357,0.203035,-0.110845,-0.0522409
29,41.4893,-0.170892,-0.138287,0.0104897,0.0403432,-0.176767,-0.0693803,0.0408143,0.280141,0.106349,0.094474,0.092685,-0.0166485,0.0494058,-0.0387797,-0.301585,0.0416916,-0.225081,-0.00248021,0.0925166,-0.0618012,0.00809114,-0.148834,0.0434877,0.10011,0.0452906,-0.0700627,0.159264,0.0127062,-0.296579,0.15583,0.0637333,0.0740639,-0.0199709,-0.126094,0.0205143,0.0725372,-0.0367959,0.0205733,0.140984,0.170514,-0.04146,-0.135185,-0.120798,-0.176415,-0.253688,-0.242247,0.185314,0.0131684,0.128664,0.0497799,-0.00045806,0.162643,0.0060508,-0.128885,0.0546396,0.0342449,0.107615,-0.0605027,-0.00571569,-0.189693,0.0265118,-0.0622961,0.0393802,0.0559025,0.183724
