Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64
30,-40.0337,-0.00474751,0.0653353,0.0272337,0.123771,0.0959895,-0.202383,-0.341117,0.0237034,-0.0296441,0.0212092,-0.205554,-0.150801,-0.00650461,-0.0569732,-0.025591,0.0339371,0.191898,0.174431,0.0878872,-0.18038,-0.053649,0.269287,-0.0685597,0.13957,0.165831,0.0123113,0.177167,-0.0412949,0.00243837,0.0593747,0.140424,0.0146006,-0.0377391,0.0592646,-0.101559,-0.119282,0.0969186,-0.263654,0.111633,0.0598709,-0.0112811,-0.0851675,-0.0725037,0.0902853,-0.11042,0.175163,0.0640078,-0.0617905,-0.127896,0.0896391,-0.144677,0.188038,-0.0247602,-0.0407498,0.0625716,0.0391315,-0.129979,-0.337289,0.0185906,0.0587966,-0.0941643,-0.119577,0.0594718,-0.0457325,-0.0466135
31,39.2129,0.0827532,0.120463,0.219835,0.0184852,0.196551,0.052302,-0.0771241,0.031041,0.0767981,0.162501,-0.0836105,0.0383024,0.103472,0.0450536,-0.0310677,-0.061601,-0.0267766,0.156778,0.139212,0.0515638,0.11357,-0.105873,-0.00772169,-0.0558445,0.245611,0.108925,0.221897,-0.167548,0.0958308,0.130439,-0.0517082,0.130574,0.161848,-0.351745,0.102428,0.128803,-0.204469,0.0155836,-0.222866,-0.234264,0.0937214,0.0916052,-0.0803524,-0.132247,0.0816806,0.0212837,-0.00670399,-0.0281033,-0.0230186,0.155501,0.0546482,-0.167294,-0.144177,0.0351283,0.0632971,-0.0184114,-0.106694,-0.031742,-0.219196,-0.134023,-0.0824216,-0.0435643,-0.0499269,0.0952661,-0.000476769
32,38.7777,0.0218478,0.245765,-0.0334544,0.215208,0.149787,-0.0309272,-0.133859,0.112379,0.00364946,0.0430915,0.0749466,0.184696,-0.0867475,-0.0492214,-0.0797974,-0.0486931,-0.210034,-0.0409543,0.25874,-0.123442,0.0705342,-0.265673,0.0241146,0.00418183,-0.000694223,0.0534292,-0.0335636,0.0592603,0.0410176,0.0895592,-0.199781,0.211372,-0.115791,0.222244,0.0618818,-0.180744,0.116593,-0.0234716,-0.0810575,0.0141646,0.173044,-0.0301693,0.0148652,0.0838198,0.0785607,-0.0230404,0.2236,0.0954578,0.0480186,-0.209607,-0.140998,-0.0560328,0.019148,-0.0269241,-0.110807,0.0340968,-0.291902,0.0812585,0.0895783,0.112343,0.175706,-0.0866984,-0.103584,-0.0317185,-0.0322936
33,-36.8208,-0.0450568,-0.0343637,0.0198587,-0.0970994,0.119929,-0.200814,-0.109151,0.0585124,0.0377741,-0.133617,0.102401,-0.438622,0.0106023,-0.15583,-0.0453908,0.196413,-0.0877083,-0.14732,-0.100768,-0.0713004,-0.0994175,-0.0960499,0.118565,-0.14569,-0.037538,0.0891132,0.0883509,0.0871908,0.057525,0.0228127,0.0330526,0.223936,-0.122166,0.103977,0.00942334,0.0116132,0.0928252,0.19776,-0.193383,0.0881505,-0.0285794,-0.0660669,-0.00554066,-0.0912014,0.235103,0.118261,0.0163319,-0.0124545,-0.180291,-0.0186361,0.0455218,-0.157021,-0.219325,-0.109037,0.157009,-0.0505655,0.131687,0.0395847,0.0400996,0.0708925,-0.0987466,-0.0639466,0.159535,0.180875,0.0669542
34,-34.8975,-0.0519358,-0.0301215,-0.139539,-0.0376011,-0.0920377,0.249906,-0.00485859,-0.188461,-0.0306679,-0.27511,0.0655347,-0.0378324,-0.0793762,0.0233813,-0.147102,-0.225982,0.109901,-0.0651087,0.236435,-0.195955,-0.0678451,0.138011,-0.200366,0.0930688,-0.127424,-0.124525,-0.123127,-0.101501,0.0738875,0.188592,-0.0894455,0.0762611,0.0278163,-0.111103,-0.00631168,0.031743,0.031106,0.0588154,-0.206802,0.0416194,0.0953408,0.0169737,-0.0378417,-0.181838,-0.0244559,-0.150441,0.0773851,-0.196399,-0.0250105,-0.0659762,0.0283983,0.145708,-0.0408549,0.0317145,0.0161834,0.0875459,-0.0171007,0.0895692,-0.0484838,0.136316,-0.241127,-0.24318,0.125192,0.134759,-0.138854
35,34.1424,0.241035,-0.201174,-0.275019,-0.0129758,-0.0215818,0.0398105,-0.0325126,0.0667179,0.0685936,0.0626267,0.13361,0.0580295,-0.0881206,-0.0589838,-0.279832,0.0209477,0.134738,0.146278,-0.0121862,0.0908497,0.0347502,0.160839,0.0438462,0.0969589,-0.0455783,-0.0221256,0.0116313,0.242362,-0.0904279,-0.0504029,0.124202,0.0151332,-0.188497,-0.111431,-0.166081,-0.0371791,-0.0975456,0.142326,-0.107071,0.0784462,0.120427,0.138757,-0.10495,0.201542,0.10705,0.115855,0.0149717,-3.21031e-05,-0.0401788,0.0132699,-0.00895469,-0.180736,0.171547,0.0435472,-0.0970189,-0.114624,-0.192301,-0.0242633,-0.00470313,-0.161828,-0.104042,-0.0822127,-0.203067,0.263484,0.0939721
36,-33.3035,0.0071877,0.185651,-0.030298,-0.0382555,0.0903846,-0.115569,0.120016,-0.14006,0.0586946,-0.0052688,-0.210441,0.0177356,-0.0520184,-0.0200858,0.0135095,0.0396327,-0.056088,0.0646146,-0.100167,-0.190184,-0.0158677,0.0901226,0.239463,0.200868,-0.08218,0.202954,-0.018893,0.171646,0.0501936,0.00191408,0.0172846,0.182458,-0.0727962,0.132245,-0.184205,0.0743996,0.0377798,-0.019648,-0.11891,-0.238327,0.0960159,-0.184456,0.131753,-0.128296,-0.0793736,-0.326092,-0.14678,0.0514429,-0.063928,-0.0764928,0.120502,0.107293,0.216799,0.123738,-0.112697,-0.0905726,0.00780078,-0.0363788,-0.186857,-0.239983,-0.0570019,-0.00295011,0.0989988,0.0276989,0.0731604
37,33.1422,-0.224953,0.229285,0.0935713,-0.0913132,-0.223533,0.117079,0.192351,0.158433,0.119658,0.0842985,-0.0613908,-0.0502064,0.191446,0.069093,-0.0494904,-0.0899403,0.0134699,0.0117859,-0.116352,-0.129731,0.00927119,0.137769,-0.109915,0.00049621,0.0336844,0.124312,-0.0113898,0.166967,-0.00272265,0.0130921,0.164454,-0.054946,-0.0878166,-0.142607,-0.0479203,-0.0700557,0.21283,0.135709,-0.0367253,-0.286479,-0.0471767,0.0583094,-0.0296165,-0.00534999,-0.0258174,0.16082,0.051445,0.0517863,-0.23853,-0.0660867,-0.086036,-0.0522235,-0.0600215,-0.00505698,-0.138012,0.334426,0.0344947,0.0694827,0.117781,0.0288272,0.1795,-0.197479,-0.12631,0.0417842,0.0357883
38,-30.9737,-0.0636108,-0.212859,0.208198,-0.0328335,-0.0894358,-0.20854,0.0756605,0.0271506,-0.166089,-0.209941,-0.0867054,0.144281,-0.15065,-0.0181197,0.0167202,-0.0877363,0.108482,-0.115057,0.06199,-0.0863912,-0.0806966,-0.0765269,-0.141089,0.0649923,0.0890953,0.0338251,0.0231867,0.0227648,-0.0388582,-0.126601,-0.0887241,-0.0858483,0.0103405,0.0407815,0.116018,-0.142061,0.0565287,0.14426,-0.0855655,-0.0766545,0.0794645,-0.062287,0.120121,0.0425483,-0.113447,-0.16432,-0.127127,-0.02523,-0.197945,0.112314,-0.00127601,-0.0370515,-0.302502,-0.132402,-0.0720604,-0.267717,-0.0755091,-0.0766926,0.077413,-0.124988,-0.0578994,-0.116149,-0.371729,-0.0504767,0.126421
39,30.6557,0.0706617,-0.145964,0.0384103,-0.0369165,0.0469126,0.0256529,0.207477,-0.0224855,0.184917,0.0450916,-0.223044,-0.0184987,-0.0911137,0.0391221,0.0504911,-0.137768,0.0799092,0.0260701,0.0219676,0.0120547,-0.0100475,-0.0664241,-0.0810646,-0.0672601,0.160535,-0.129591,0.0533659,-0.0548271,-0.146235,-0.054009,-0.0122894,0.261429,-0.264062,0.0927515,0.143002,-0.191927,0.0794787,0.197674,0.238234,-0.0901902,-0.0117715,0.158915,0.028737,-0.206284,0.227174,0.0557662,0.208193,-0.295547,-0.0767728,-0.0523678,0.120817,0.0770259,0.156786,0.156397,0.0506419,-0.025088,-0.0124728,-0.129751,0.0341611,-0.0540067,-0.0341314,0.132457,0.0402408,-0.138501,0.0135838
40,29.2923,-0.131432,-0.110304,0.229322,0.05591,0.209165,0.119711,-0.00440758,-0.0695555,0.215403,-0.0933782,0.0365111,0.0296361,-0.0834515,-0.110551,-0.213254,-0.103928,-0.0360919,0.190283,-0.19715,-0.0439796,-0.0642598,0.0538385,-0.0639817,-0.108021,0.131492,0.00089277,-0.218542,0.146511,-0.0298701,0.122331,-0.160604,-0.106921,0.130899,0.0741938,0.228187,0.0145606,0.0624489,0.000521062,0.0572089,0.0739296,-0.0455298,-0.0536454,-0.268616,0.0457432,-0.0201301,0.167007,-0.208713,0.0990273,0.0107774,-0.339127,0.110647,-0.0324,0.019637,-0.0715964,-0.137173,-0.0821926,0.00443865,-0.131237,-0.116166,-0.106395,-0.0256549,-0.0839532,0.120423,-0.0694202,0.0374855
41,-28.5661,0.201848,-0.0346956,0.262255,0.0786189,-0.0802174,-0.101248,0.210477,0.0578273,-0.00634906,0.100161,0.224303,0.00757455,0.0797051,-0.10923,0.0717165,-0.141863,-0.0548365,0.00528987,-0.236802,-0.0683899,-0.0730026,0.00738358,-0.0518278,0.227708,0.258696,-0.0449907,0.024761,-0.138126,0.245171,-0.0805333,-0.124837,-0.0599857,-0.0829672,0.119764,-0.0202646,0.0477585,-0.0123688,-0.0735152,-0.0471844,0.0371746,-0.015545,-0.0622606,0.0581801,0.148228,-0.0562542,0.0328337,0.136964,-0.118232,-0.0330862,-0.0781181,-0.094743,0.00567314,0.241676,-0.105825,0.276158,0.049145,-0.0064581,0.254086,0.0231963,-0.141822,-0.171427,-0.159725,0.0475587,0.0928071,-0.0398407
42,26.2861,0.212246,-0.112298,0.0305282,-0.159951,-6.02791e-05,-0.00359601,-0.218626,0.0552333,0.0639701,-0.0618121,0.0530952,0.0295655,-0.117493,0.239631,-0.0219904,-0.0279926,-0.10383,0.047587,-0.0725029,0.0442791,0.160305,-0.136121,-0.191097,0.0256643,0.0341688,0.259878,0.0116108,0.12729,0.138536,0.0879191,0.0798453,-0.0743511,-0.183649,0.204045,0.0336351,0.105136,-0.00877297,-0.00868855,0.0375944,-0.0373606,0.129381,0.00496029,-0.122186,-0.0128318,-0.187656,0.0497832,-0.0265697,-0.234976,-0.0140052,0.0979244,0.0971745,0.169767,-0.0797835,0.107783,0.00397107,-0.0868358,0.22459,0.0416759,-0.0430969,-0.0003816,0.344887,-0.0817163,0.00342448,0.149603,-0.25241
43,-26.0009,0.0125441,0.123249,-0.0710371,-0.140443,0.0894861,-0.145583,-0.151118,0.135396,-0.00143358,0.10676,0.292353,-0.00620777,-0.153908,0.171819,-0.169753,0.0939898,-0.0300352,0.0722231,-0.0278323,0.0718032,0.0487328,0.09378,-0.15692,0.0542225,-0.100102,0.0684338,-0.111585,-0.158007,-0.0558219,-0.00133621,0.0380175,-0.138669,-0.0527859,0.0467793,0.250505,-0.154741,0.149501,-0.00477861,0.0807031,-0.253807,0.163127,0.0104556,0.0373473,-0.0851548,0.061109,-0.0859243,-0.230131,-0.100421,-0.0218296,0.0504899,-0.0578508,0.0543322,0.063413,-0.146673,0.0865787,0.185287,-0.0682888,0.115546,-0.0904646,0.0477399,-0.247901,0.206199,0.0471217,-0.0586307,0.256416
44,23.4676,-0.147299,-0.129627,-0.0775024,0.113884,0.146686,-0.0404465,0.0764753,-0.313867,0.174878,0.324904,0.00902993,-0.115313,0.159157,0.0830959,0.167852,0.0356808,-0.126105,0.0281523,0.20306,0.0182776,-0.150539,0.222126,-0.127095,0.0296679,-0.0052882,0.0206144,-0.0529895,0.147674,0.000957654,0.0978932,-0.144885,0.0886796,0.0548312,0.0610282,0.0732741,-0.029358,-0.165539,0.152982,0.0704496,0.0398756,0.0129127,-0.0499902,-0.0243643,0.0958312,-0.0461538,-0.0753505,-0.14448,-0.151459,-0.111512,0.154761,-0.123379,0.0817285,-0.0486616,-0.216754,-0.0359739,-0.00910521,-0.109363,0.159702,0.187769,-0.0836462,0.159016,0.110796,0.0284737,0.176501,-0.018734
45,-22.8146,0.0961884,0.124642,0.0523487,-0.139984,0.0538134,0.030789,-0.017486,0.0435475,0.0371471,0.204804,-0.24921,0.128602,-0.10434,-0.263153,-0.1958,-0.022185,0.142512,-0.0515131,-0.200581,0.0737263,0.0932789,0.0933142,-0.179144,0.0312168,-0.197649,-0.145041,-0.045152,0.0405185,-0.216789,0.126912,-0.145069,0.0468228,-0.0928634,0.0989797,0.0262746,0.070546,0.0338671,-0.095536,-0.26607,-0.0205822,-0.169696,0.0527674,0.18257,-0.0513397,0.0832692,0.0920087,0.00497864,0.00619213,0.158378,0.207765,-0.136373,0.10293,-0.159355,-0.165253,0.0533746,-0.0920442,0.0212968,0.149198,0.0436679,-0.13551,0.119482,-0.0629803,0.121333,-0.0837802,-0.0603547
46,22.0166,-0.0671168,0.0982909,0.126968,-0.0405321,0.0882734,-0.00443804,0.100091,-0.136939,-0.0970061,-0.0936826,0.0716565,0.136222,0.0466796,-0.165825,-0.207243,0.144495,0.0372985,0.114186,0.044106,0.116044,0.0116307,-0.0116395,-0.0679283,-0.0634279,-0.157112,0.0447965,0.387078,-0.19764,-0.0144382,0.13367,-0.0787015,0.0198732,0.0030319,0.14972,-0.141156,0.0155535,0.126693,0.219024,0.203006,0.0182252,-0.288925,0.00237045,-0.0655112,0.180826,-0.158278,-0.0123529,-0.0412348,-0.141603,-0.163292,0.0465171,-0.0362487,-0.0364479,0.0399972,0.216302,-0.126285,-0.0493847,-0.0687016,0.208468,-0.184729,0.129664,-0.0068159,0.0100088,0.00662723,0.0411085,0.0477615
47,-20.0456,-0.115598,-0.0530352,-0.0410637,-0.00990808,-0.0490025,-0.0307748,0.0517498,-0.141753,0.0646845,-0.047141,0.027092,0.0810938,-0.0210442,0.0331423,-0.0736426,0.17928,-0.077858,-0.0422685,0.175135,0.147377,0.0618333,0.126575,0.0141496,-0.00814328,-0.0855181,0.0551681,-0.214254,-0.0162735,0.0203597,-0.0235352,0.157391,0.00831386,0.0270835,0.142124,-0.000675168,0.0980149,-0.0923797,0.0404936,0.132063,-0.199388,-0.14424,0.0494186,0.143092,-0.117375,-0.0539357,0.0941666,0.172582,0.00932856,-0.037008,-0.220749,-0.254258,-0.138476,-0.0462576,-0.123274,0.415676,-0.106324,-0.0686305,-0.155162,-0.327893,-0.0881088,0.0737381,-0.166547,-0.127146,-0.0231554,-0.118584
48,-18.7878,-0.00625054,0.0100636,0.050143,0.0913398,-0.077055,0.188589,0.0571977,-0.0928285,-0.175661,0.214241,-0.040988,-0.00936572,-0.0517025,0.0489827,-0.263465,0.111263,-0.0656342,-0.0863949,0.124883,-0.169705,-0.224614,0.000636842,-0.0661948,0.127139,-0.0677219,0.0959194,0.114347,0.0231579,0.062394,-0.204897,0.015409,-0.0319468,0.133444,0.245304,0.00292536,-0.00759521,-0.0508662,0.0845861,0.0128294,-0.0436159,0.102427,-0.231139,-0.184212,-0.142838,0.192508,0.249358,0.0126598,-0.0249617,0.177353,0.245996,0.0712472,-0.148714,0.125165,-0.0411007,-0.0680703,0.0185677,0.211933,-0.017314,-0.0441261,-0.010639,-0.0780278,-0.0613086,-0.125111,-0.1931,-0.0939902
49,17.5807,0.069304,-0.252933,0.25984,0.123825,-0.10866,0.0691811,-0.0216476,0.0502461,0.203964,0.0853592,-0.0345753,-0.0649756,0.0629463,0.0163873,0.163582,-0.119518,-0.0543124,-0.0593649,-0.00425445,0.0710891,0.0372824,-0.0531381,0.0786609,0.100729,-0.364344,0.213059,0.0366121,-0.0717031,-0.202594,0.0817214,0.144369,-0.0380762,-0.150709,-0.046844,0.226816,-0.1481,-0.015397,0.0108766,-0.145968,0.000851327,-0.0662748,-0.176076,0.0266114,0.064825,-0.033425,-0.0649776,-0.125437,0.0537048,-0.00103222,0.0903247,-0.118919,-0.163521,0.168533,0.0911577,-0.0236649,-0.0363486,-0.143206,-0.100335,-0.0462913,0.236031,-0.117269,-0.145438,0.122632,-0.054037,-0.171279
50,-17.0013,0.128372,0.100209,0.00262222,0.119294,0.0511892,-0.148596,0.0405677,-0.0925619,0.0952615,-0.110646,-0.00424142,0.104522,-0.103953,0.0291209,0.0112783,-0.121133,-0.0579763,0.106328,-0.0246035,0.11928,-0.264116,-0.0397226,0.0811721,0.0968594,-0.0632283,-0.13334,0.0977907,0.282962,0.235173,0.218217,0.248378,-0.000188162,-0.0842993,-0.111207,-0.0216019,-0.109477,0.0437569,-0.034813,0.0121936,0.116721,-0.181603,0.0276624,0.0872903,-0.161479,-0.118571,0.0150158,-0.0786936,-0.184825,0.173485,0.0585521,0.232911,-0.216776,-0.096571,-0.222287,0.0456591,0.181695,-0.0727602,0.0783395,-0.0580431,0.0869596,0.0392786,0.00591758,-0.107475,-0.193203,0.0214676
51,16.4295,-0.0345293,0.0334283,-0.0786433,-0.106583,-0.0561366,-0.0608609,-0.0120098,0.0579822,0.102468,0.0379588,-0.187726,-0.011422,-0.23586,0.183116,0.115985,0.216688,-0.118825,-0.0463912,-0.00705221,0.0471111,-0.124007,0.000109787,0.0224552,0.111664,0.104669,0.197588,-0.132142,-0.336139,0.0397548,0.0947215,0.0267056,0.107675,0.094236,-0.0554161,-0.133423,-0.201434,0.160546,0.0984047,-0.102244,0.069157,-0.21835,0.213404,-0.214705,0.00787913,-0.120051,0.064405,-0.0806146,-0.0137194,0.264226,-0.0979199,-0.088158,-0.0633427,0.0114245,0.0251846,-0.0905949,-0.114886,0.0076447,0.105339,0.203205,-0.178796,-0.147555,-0.103574,-0.0202636,0.022916,-0.0764637
52,-14.584,0.190429,0.0370479,0.169124,0.118063,-0.173721,0.064991,0.028849,-0.00102393,0.032361,0.109921,0.0223931,-0.140694,-0.201157,-0.0641022,-0.0589679,0.456541,-0.0702852,-0.149234,0.13541,0.0610893,-0.0890356,-0.0435891,-0.216558,-0.0662069,0.0415522,-0.0115553,-0.157334,0.157861,0.104687,-0.15038,-0.184962,0.0759162,-0.0822378,-0.177964,0.0724446,0.0848045,-0.00419126,-0.106364,-0.0876654,0.123414,-0.10736,0.131708,0.128539,0.0682056,-0.142064,-0.06327,-0.0553851,-0.0605899,-0.174237,0.0291082,0.0749498,0.0658019,0.0401863,0.169693,-0.110696,0.216732,-0.0711102,-0.157409,-0.122574,-0.0279732,0.0051693,-0.0413816,0.0480095,-0.101803,0.047755
53,11.3841,0.150395,0.0419388,0.283998,0.0187698,-0.103624,0.0465945,-0.242591,0.108772,0.136679,-0.146754,0.0545065,-0.0691904,0.28771,-0.185623,-0.0906193,-0.00013857,0.154135,-0.0915219,0.14404,-0.0390833,-0.128592,-0.0882826,0.00660649,-0.0126486,-0.0944866,-0.0618574,-0.120375,-0.00661229,0.0752452,-0.0353038,0.190855,0.12319,0.0336778,0.0882842,-0.0904295,-0.0568494,-0.162981,0.00750768,0.0606875,-0.214656,-0.0779063,0.132721,-0.0237094,0.0747412,0.0415828,-0.115201,-0.0493299,-0.147576,0.121382,-0.144072,-0.135838,0.0963458,0.0142157,-0.178203,-0.262394,-0.0190311,0.124093,0.0204696,0.00416196,-0.144096,-0.0702054,0.275358,-0.0875595,0.0411582,-0.12647
54,-11.0006,0.224833,-0.0665598,0.148151,0.0536329,-0.0736505,0.0570194,-0.0435773,0.13469,-0.211079,-0.139767,0.0198834,-0.0746633,0.0423678,0.0565522,0.243812,0.0793871,-0.255581,0.051516,0.0105181,0.0354959,0.109795,0.286817,-0.019955,0.104926,-0.0437157,-0.102248,0.0246997,0.109184,-0.235041,0.0401879,-0.104788,0.0376809,0.234056,0.0636897,-0.0585783,-0.144371,0.0265653,-0.0907164,-0.132941,-0.0872458,-0.218326,-0.0947837,-0.145823,-0.187378,0.181095,0.0830678,0.0256562,-0.138043,0.0187696,-0.119414,0.120624,0.136814,0.030363,0.0206786,-0.00251912,-0.0329823,-0.0967426,0.084652,-0.112652,0.0647116,0.145384,0.008317,-0.171884,0.134153,0.198013
55,-10.4353,0.110098,-0.0613481,-0.0659093,0.176106,-0.22707,-0.117721,-0.0836816,-0.123875,-0.106461,0.0498705,-0.242294,0.14398,0.0719207,-0.282221,-0.109937,0.100638,-0.180872,-0.017059,-0.10399,-0.0509406,-0.0596798,0.0584948,-0.0954568,-0.0692973,0.15939,0.0734618,-0.0779837,-0.0829282,0.115841,0.199099,0.189319,-0.152522,0.133933,-0.0577014,0.204932,-0.119647,0.0607636,0.192285,0.103738,-0.0618919,0.118236,0.0323459,0.270577,0.0293177,0.129678,-0.0240684,0.0378064,0.0379418,0.161161,-0.0070733,0.0859541,0.0402014,0.0480497,0.0708161,-0.0463037,-0.0465085,0.0449783,-0.0268082,-0.0201535,0.150018,0.0686935,-0.027035,0.123533,0.306857,0.0898774
56,8.97314,-0.0308875,-0.071747,-0.0542488,0.0511738,0.0623229,-0.0241974,0.171987,0.157651,-0.114918,0.0292023,0.0630692,-0.17363,-0.0343334,-0.127549,0.12228,0.138939,0.121603,0.0346115,0.118042,-0.0179982,0.0679357,0.0780845,0.0581574,0.264562,-0.14977,0.0255127,0.077888,0.0110093,0.0579006,0.143117,-0.151127,-0.0189724,-0.0897811,-0.10206,0.134086,-0.2142,-0.124862,0.0550988,0.110239,-0.18064,0.141826,0.170594,0.067633,0.0552402,-0.214774,0.253951,0.159037,0.223755,0.024917,-0.0891838,0.286635,0.107276,-0.0970621,-0.134942,-0.113577,-0.110484,0.121401,0.130978,-0.154074,-0.0112849,-0.030325,0.0300721,0.0865719,-0.0681331,-0.160134
57,-7.7958,-0.00255871,-0.0454655,-0.143611,0.0637023,-0.188666,-0.00845038,0.166688,0.037219,-0.011303,-0.116626,0.00979223,-0.201191,0.136478,-0.0192701,-0.0558344,-0.00712384,0.209582,0.155139,0.203704,0.0619839,-0.0442419,-0.257835,-0.229171,-0.113543,0.0620898,0.094193,-0.167092,-0.142716,0.00581128,0.204283,0.00672294,-0.0418647,-0.011954,0.102645,-0.171801,-0.159947,0.0601305,-0.282154,-0.0568244,-0.0851744,-0.0525187,-0.110522,-0.0294571,-0.0153356,0.0960568,0.00602753,-0.117298,0.0866831,-0.0877132,0.150282,0.178944,-0.16003,0.177375,-0.0752741,0.0885825,-0.123406,-0.105846,0.0562402,-0.021949,-0.155278,0.23525,-0.00871517,0.139324,-0.0234142,0.107855
58,7.48138,0.0842336,0.046079,0.0410047,-0.03783,0.270069,-0.04115,0.0301593,-0.0134315,-0.0599981,0.0693823,0.0123021,0.212522,0.195888,-0.0795028,0.0294244,0.117292,0.0585353,0.25577,0.0958182,0.206615,-0.151209,-0.144915,-0.0381644,0.0482552,-0.13081,-0.0372832,-0.253303,0.00882444,-0.111571,-0.26072,-0.0185763,0.045685,0.0255032,-0.242542,-0.0246271,-0.163214,0.251273,-0.0692043,0.0124715,0.0144492,0.0594338,-0.27256,0.0349224,-0.125593,-0.126664,0.0616364,0.120285,-0.117299,-0.0641232,-0.0448375,0.00640334,-0.0459908,-0.0439278,0.0451019,-0.00157244,-0.0376982,0.262349,-0.0298239,0.10557,0.0170995,-0.0487153,-0.0899807,0.0353015,0.231706,-0.082575
59,6.29018,-0.146436,-0.00147239,0.0776668,-0.119537,-0.0425538,-0.0961038,0.0742578,0.144295,0.000391159,-0.0213061,-0.100563,-0.0682566,-0.108839,-0.0928105,-0.122713,-0.0220191,-0.0505003,0.138954,-0.0655801,0.134036,0.17883,0.0454325,0.0365494,0.287601,0.0851066,-0.169683,-0.263065,-0.123772,0.129443,-0.167138,0.102706,0.338359,0.0649981,0.0452983,0.0185771,-0.0102701,-0.234874,-0.0761445,0.242839,0.099515,0.0271962,-0.0325813,-0.0644106,0.000600436,0.151719,-0.120237,-0.159575,0.0419731,-0.0762068,0.150786,0.0346967,-0.0871734,-0.0829402,0.0101827,-0.146219,0.0479496,-0.0607633,0.126414,-0.0544456,0.261312,0.107058,-0.171516,0.000891788,0.0504561,-0.0868681
60,5.64604,0.152578,-0.185597,-0.051315,-0.279851,0.0124856,0.220543,0.0266723,-0.152186,-0.204556,0.120878,-0.0856694,-0.036871,0.194908,-0.165601,0.0142895,0.0244088,-0.10176,0.0348872,-0.0992559,0.0467422,0.165034,-0.117691,-0.149277,0.153012,0.00709581,0.187649,-0.0445158,0.0184342,0.196236,0.0409512,0.156524,0.0703199,-0.0183857,-0.0978093,-0.104143,-0.101403,0.0929899,0.123842,-0.0303221,0.170466,0.0710836,-0.140689,-0.15508,0.0212672,0.01237,-0.0817623,0.0886056,0.0386632,-0.0378231,-0.152735,-0.0930225,0.111725,-0.189789,-0.119031,0.0304779,0.0645322,-0.197886,-0.041669,-0.0754663,-0.0399634,-0.031688,0.166878,0.0308097,-0.318361,0.0929386
61,-4.38213,-0.0979382,-0.0281364,0.0685113,0.0104268,-0.141258,0.0444627,-0.203938,-0.25362,0.136464,-0.0947808,-0.0985099,-0.0334926,-0.0690046,0.0286512,0.00883153,-0.0541215,-0.170917,0.0640485,0.00932247,-0.0608694,0.284542,-0.116526,-0.102988,0.0456271,-0.0591148,-0.186389,0.0552148,-0.0280116,-0.00753626,-0.0247097,0.0750774,0.160632,0.077273,-0.00758927,-0.047348,-0.118936,-0.0852986,-0.0626725,-0.0959378,0.101966,0.160228,-0.0241345,0.235329,-0.0474734,-0.263034,0.370556,-0.0515338,0.0244635,-0.145622,-0.0348761,-0.104731,-0.131621,0.156067,0.0347099,-0.0310697,-0.0208427,0.196072,0.17629,0.0316787,-0.0875836,-0.0715066,0.132458,-0.0393313,-0.0332986,0.251765
62,2.66449,-0.147961,-0.0180619,-0.0482055,-0.212805,-0.0160699,0.212491,-0.100907,0.0558364,-0.083072,0.105291,0.0712097,0.0143464,-0.053903,-0.213202,0.153508,0.156344,0.205158,0.18256,0.0815731,-0.16943,0.092496,-0.227652,0.264359,0.109963,0.093137,0.117093,0.0124811,0.0878209,-0.0865204,0.145581,-0.00253244,-0.0458064,0.192309,0.044164,0.166894,0.026873,0.0517304,0.0392295,0.00605983,0.16005,-0.0723652,0.099084,0.233454,-0.0276762,0.0872848,0.00668571,-0.192113,-0.264479,-0.0653307,-0.0247741,0.0296764,0.0476131,0.220605,-0.0990919,0.0874031,0.113406,0.0144384,-0.00952411,0.0458752,-0.0239984,0.0359666,-0.120386,-0.197037,0.0100045,-0.103586
