Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93,Eigenvector_94,Eigenvector_95,Eigenvector_96,Eigenvector_97,Eigenvector_98
12,88.1124,-0.172646,0.27178,0.0597341,-0.116934,-0.0643913,0.0348995,0.0226315,-0.0867152,-0.0191949,-0.0504833,0.00372258,0.0502027,-0.101917,-0.0286605,0.0245902,0.0593214,-0.0162346,-0.081391,-0.145585,0.0919782,-0.0378886,-0.0867796,0.0694198,-0.0892003,-0.0167985,-0.142759,-0.143328,-0.0503177,-0.00182969,0.0801849,0.0829665,-0.166854,0.0849835,-0.00335696,-0.145657,0.0819063,0.0848692,-0.0595335,-0.0545882,0.0317889,-0.0995366,0.105357,0.165197,-0.0930408,0.0216843,-0.112569,0.0943474,0.146102,-0.0225824,0.0672809,-0.166383,-0.0424134,0.0135005,0.109656,-0.10389,-0.0935127,0.22169,0.0039683,-0.0682752,0.167321,-0.00241692,0.151194,-0.0595039,0.0387663,-0.0295345,0.0597638,-0.0284613,-0.138199,-0.0967438,-0.0109055,0.0627534,-0.0978412,-0.116832,0.0590494,0.0493603,-0.130336,-0.0272318,-0.00636976,0.127874,0.152242,-0.0443272,0.155175,0.0572968,-0.0547612,0.166091,-0.246398,-0.0571819,0.0869242,-0.152373,0.105233,-0.0760716,0.0479462,0.0991388,-0.18994,0.0579493,0.021817,-0.0240566,0.018567,-0.163688
13,-85.8873,0.0108428,0.108297,-0.0381405,-0.142339,0.0396995,-0.0108288,-0.139656,0.172532,0.00976901,0.0143589,-0.0492813,0.0744823,0.00286674,-0.0367901,0.0543639,0.0398326,-0.186275,0.127781,-0.0495471,0.102287,-0.0629642,0.0390905,0.12752,0.0441471,0.197291,-0.00355508,-0.0290705,-0.0336414,-0.0743682,0.0238092,-0.0337562,0.0127487,-0.0175256,-0.121784,-0.0558914,0.104578,-0.173995,-0.0507785,-0.0230712,0.0436778,-0.0675837,-0.151427,-0.102119,0.0676961,0.0166826,0.0229363,-0.0183992,-0.0895549,0.066524,0.0828417,-0.0802832,0.00343368,0.104763,-0.25277,-0.13704,-0.0570669,-0.0174571,0.0338874,-0.0775519,-0.151498,0.0280879,-0.0188004,0.141936,0.0697858,-0.0411311,0.0502571,0.228485,-0.1048,-0.0566874,-0.0660561,-0.079499,0.0884763,-0.0288648,0.0727557,0.0994257,-0.240176,-0.166389,-0.0284191,-0.13281,0.0623073,-0.145976,-0.140235,0.0995001,0.0259498,0.169675,-0.0737253,0.0360337,0.0568895,0.0160413,0.0289286,0.165978,-0.0868282,0.175451,0.181105,0.0705175,0.0245314,-0.11451,-0.131764,0.197433
14,84.9551,0.0629695,0.0380523,0.0610463,0.0216967,0.095801,-0.0985748,-0.0284155,0.0767643,-0.159985,0.0600875,0.0028807,0.0847483,-0.0383576,-0.0021776,-0.0587383,0.0164876,0.12169,0.0479589,-0.0533398,0.103542,0.155498,-0.0431384,-0.0254372,-0.0932449,0.000556032,0.0348096,0.0241243,-0.023811,-0.000951261,0.241768,-0.00829628,-0.0901675,-0.246408,-0.211343,-0.033619,0.158199,-0.0239003,-0.0520796,0.149891,0.112925,0.0449696,-0.126236,-0.0671165,-0.0714456,0.20534,0.202799,0.133812,0.0167198,0.0170547,-0.103924,-0.174162,-0.00596235,-0.18431,-0.0645137,-0.042142,0.117763,0.0647434,0.0186153,0.0984221,-0.100742,-0.255359,-0.0654238,-0.112233,-0.0402449,0.040065,-0.060836,-0.0911992,0.107839,0.0806544,0.102549,0.252907,0.119064,0.0195745,0.0154896,0.10935,-0.00270341,0.0355214,0.0966359,0.0555288,0.0503271,-0.0382696,-0.0206909,0.136147,0.0647259,-0.0815106,-0.108101,0.0136583,-0.0940567,-0.0200561,0.0596556,0.0790309,-0.00427477,-0.0450999,-0.119563,-0.0306037,0.0939944,0.137189,0.130957,0.110612
15,-83.6357,-0.102523,-0.0511469,0.118922,0.00418224,-0.138259,-0.00245493,-0.0897563,0.149899,0.114266,-0.0546616,-0.000990348,-0.119818,-0.0151806,-0.0878452,-0.0840909,-0.00115197,0.0595344,-0.00652253,-0.103806,-0.135542,-0.0353976,0.0279535,-0.174146,-0.0118294,0.0574978,0.0572881,-0.109279,-0.110835,-0.0126637,-0.135188,-0.0139618,0.0231123,-0.1617,-0.1067,0.113289,0.199243,-0.204424,0.178848,-0.05721,-0.0167992,0.0789467,0.00883812,0.0113361,-0.0503847,0.0482979,-0.28993,0.180413,-0.112574,-0.0328543,0.0652683,0.0782976,-0.0620419,-0.169896,0.178959,-0.0339997,-0.111822,0.0736802,-0.103334,0.018681,-0.060211,-0.100126,0.0261385,-0.0395723,-0.0783549,-0.0573939,0.0681558,-0.115735,-0.0806247,-0.193372,0.0472687,0.0293497,0.0350005,-0.245527,-0.0810295,0.142306,0.0548871,-0.0535938,-0.217657,-0.127397,-0.0665049,0.14522,0.0270556,0.142755,-0.00418657,0.00485805,0.107776,-0.00188929,0.0346023,0.0647472,0.00834345,-0.0874498,-0.0253191,-0.0123763,0.0607413,-0.0383424,0.0894389,0.00876493,-0.0136698,0.11972
16,83.0426,0.115459,0.069571,0.0619249,-0.134894,0.152585,-0.0168513,-0.018673,0.0806455,-0.0262671,0.000191743,-0.121143,-0.0191717,0.123631,-0.268859,0.087243,-0.0559368,-0.0543461,0.176293,0.100666,-0.1262,-0.173392,-0.0687886,-0.128152,-0.0575447,-0.109005,0.0365619,-0.0632375,0.231049,0.0379825,-0.103819,-0.113017,0.118426,0.133701,0.0486406,-0.21712,-0.130815,0.020693,0.0520316,0.0713067,-0.141166,-0.0310824,0.026561,0.0580462,0.0321213,0.13726,0.00969141,0.107379,0.0349039,-0.089943,-0.055075,-0.14722,-0.0529618,-0.0156793,-0.0319126,-0.0909915,-0.0249546,-0.0017174,-0.233138,0.0907954,-0.0646046,-0.0322055,0.0341404,-0.186762,0.19468,0.0763639,-0.00232093,0.134458,-0.0600881,0.00125884,0.0331781,-0.0454906,0.117067,-0.0242317,-0.10337,0.0808737,-0.0687932,0.0154577,0.0767735,0.138569,0.00759374,0.214387,-0.0911833,0.0498475,0.0772667,0.0359142,0.0100242,0.0469767,-0.0259881,-0.0668481,-0.161255,-0.101252,0.00363754,-0.168831,-0.106113,0.0258713,0.0290667,-0.0964613,-0.0275539,0.0417751
17,-82.9842,-0.0198739,-0.0809557,0.0346344,-0.0457272,0.108681,-0.0193179,0.112522,-0.0121761,0.0450053,0.216656,-0.0485097,0.0152625,0.0094914,-0.203658,-0.0602835,-0.012195,0.0180416,0.00685147,-0.0304577,0.0390723,0.00335168,-0.0272843,0.0343736,-0.0287536,0.19452,-0.0619415,-0.319247,-0.0193642,0.0880635,-0.0109612,0.109128,-0.120219,-0.188085,-0.193225,0.0108548,0.0435067,0.0446092,0.0338973,-0.0394835,-0.123337,0.0230694,0.0893824,0.0686672,-0.0252451,-0.113002,-0.0193087,-0.0667747,-0.030558,0.0598516,0.101119,-0.034644,0.127415,0.0336362,0.124814,0.148535,-0.097575,-0.0297735,-0.0672186,-0.0642152,-0.00894644,-0.0192642,-0.0935099,0.100317,0.107417,0.0599658,-0.104464,0.172263,0.0549395,-0.0243501,-0.0947682,0.105741,-0.0126805,0.0860451,-0.0932705,-0.220243,0.0494637,0.0706174,-0.0384419,0.0690562,-0.0104405,0.0893388,-0.0796778,0.0368925,0.101034,-0.0276316,-0.0733822,-0.0621655,-0.17939,0.0206086,0.0142779,0.0389435,-0.00391151,0.025702,-0.110617,-0.0260502,-0.269872,0.163919,-0.323872,0.0472172
18,-80.636,0.0320932,-0.0418443,0.145657,0.00703688,0.0299434,-0.0606975,0.0813112,-0.145339,-0.137889,0.051175,-0.0277681,-0.0149495,-0.171301,0.0111687,0.119705,0.0416418,-0.0239365,-0.0967631,-0.0299935,-0.02985,-0.0519734,-0.0974743,0.0189278,0.0926252,0.149668,0.0461231,0.0310434,0.0342546,0.0836395,0.00350042,0.108964,0.123805,-0.0413793,0.0556979,-0.0984804,-0.155015,-0.0622021,-0.0401873,0.174446,-0.0925495,0.18574,-0.188029,-0.0684036,-0.140667,0.178013,0.0671514,0.00480437,0.0495912,0.116458,-0.0442702,0.0138392,0.0377011,0.0290569,-0.00281661,0.0145003,-0.0176167,-0.147768,-0.0932755,0.0128387,-0.0463927,-0.0445327,0.21879,-0.0148544,0.01483,-0.260736,0.213893,0.0306012,-0.267576,-0.172947,-0.0146316,0.129054,-0.14107,0.0874526,-0.122377,-0.0946311,0.0248658,-0.0361995,-0.0469753,-0.129439,-0.13167,0.00728436,0.124901,0.00427852,-0.0481286,0.00654296,0.0220463,0.026309,-0.115241,-0.206523,0.0834262,0.042872,-0.161172,0.00816168,0.0796677,-0.104569,-0.0912737,0.0108948,0.0558035,-0.0498001
19,79.8085,0.0156321,-0.00422443,0.0442871,-0.0621212,-0.0158455,0.0951881,0.0383453,-0.029632,-0.0857287,-0.0263912,0.0181391,-0.321621,-0.0228767,-0.101902,0.214868,-0.0736712,-0.0208737,0.199167,0.0596025,-0.0549547,0.046796,-0.238464,-0.0548247,0.00463199,0.108079,0.0939397,0.0224917,0.0923008,-0.16405,-0.00628573,-0.0517642,-0.105831,-0.0220289,-0.0853013,-0.00729518,0.113209,0.0256969,0.121748,-0.0970565,0.0577552,-0.158344,0.0565318,-0.064647,-0.0028236,-0.0598681,-0.0767763,-0.0554102,0.00906758,-0.0257137,-0.0174973,0.0982654,-0.179724,0.047205,-0.0763649,0.144213,0.0342725,-0.0751916,0.10279,-0.0236659,-0.00269418,0.0804366,0.1929,0.0911431,0.0539531,0.175546,0.0086982,-0.116177,-0.070287,-0.055205,0.184075,0.00984706,0.0969651,0.0225539,0.0237934,0.00891755,0.0308092,0.105316,0.0107854,-0.0349455,-0.176718,-0.160344,0.0110816,-0.0435804,0.171506,0.0924525,-0.0867074,0.139353,-0.248178,-0.0146758,0.153277,0.102077,0.115287,0.0666748,-0.0879118,-0.136491,0.0500465,-0.0170804,0.0719893,-0.0909528
20,-77.9835,-0.0222329,0.106863,-0.121601,0.19817,-0.108464,0.115687,0.118271,0.0399131,-0.0972678,-0.0332834,-0.00837933,-0.0641946,0.131229,-0.0169953,0.0205019,-0.213543,-0.0333906,-0.157853,-0.0129634,0.0576765,-0.092421,0.0114095,-0.173832,0.145083,-0.0703567,-0.00815705,-0.0652022,0.0438631,-0.0537091,0.0820603,0.014136,0.0880317,-0.10927,-0.0536858,0.0391706,0.155318,-0.0887534,-0.0663424,0.0292266,0.0251239,-0.0149084,0.012661,-0.0855232,-0.243971,0.0119767,-0.0112437,-0.188831,-0.120065,0.128524,0.103112,0.0014272,0.234873,0.0793606,-0.142789,0.089179,-0.140484,0.109964,-0.00795313,0.193813,-0.114623,0.0580558,0.0132266,-0.0871705,-0.0411038,0.0329265,-0.0165333,0.115288,0.0734884,-0.0414966,0.0864707,0.0770493,-0.103605,0.0339199,-0.0658904,0.225171,-0.0406501,0.104823,0.0484553,0.0974091,-0.0181106,0.0857787,0.11186,-0.107129,-0.132339,0.0090056,-0.0563323,0.252564,-0.0258945,-0.0534402,-0.0977124,-0.0310556,0.0710754,0.0487584,0.00566086,0.133407,-0.0594806,-0.137656,-0.047381,-0.0757802
21,77.6287,0.0329055,0.017324,0.0228548,0.00272128,-0.0536444,0.0645144,-0.0449182,-0.111978,0.0388166,0.170408,0.0512909,0.0498739,-0.100238,-0.00712017,0.146699,0.0515373,-0.183378,-0.0995566,-0.207733,0.00899193,0.0722424,-0.0490464,-0.0691213,-0.0740155,-0.0579867,0.205922,-0.0572405,-0.0827822,0.0873661,0.030157,-0.265363,0.12685,-0.0947419,0.000481888,0.0555058,-0.150749,-0.0906688,0.0938345,-0.0086357,0.00512627,-0.156648,0.167543,-0.0058663,0.0949915,0.0306091,-0.0248464,0.0030725,0.0959359,0.0822717,-0.0808731,0.126736,0.164588,0.0535246,0.00905374,-0.221432,-0.0594525,0.0807088,0.0869959,0.00470942,-0.096841,-0.0696974,-0.16107,0.0453333,0.0469704,-0.0855917,0.0349639,0.0104798,0.0298891,0.0889401,0.246523,-0.0845667,-0.06323,-0.107668,0.14969,0.0966136,-0.0141184,0.0820722,0.15124,-0.0749827,-0.223678,0.0508439,-0.0359501,-0.036282,-0.00295015,0.0966282,-0.0931864,-0.160548,-0.0618422,-0.0256594,0.071246,0.0201377,-0.115969,-0.159861,-0.0523799,0.0937083,-0.111661,0.0900645,-0.0445676,-0.07648
22,-76.0468,0.156671,0.0525649,0.0209591,-0.0122578,0.0077848,0.168004,-0.0165073,0.153464,0.138424,0.222239,0.0156581,0.0415633,-0.16932,0.067922,0.087635,-0.156053,-0.00990055,0.094197,0.175737,-0.0883017,-0.176052,0.0749541,0.102948,-0.259636,0.0539625,-0.0751203,-0.0440911,0.0136862,-0.00331338,-0.0681817,-0.00668468,0.0548538,-0.125501,0.0883987,0.192708,-0.0783971,-0.0514209,-0.0504814,0.101592,0.214294,0.00991452,-0.143214,0.0849443,-0.110765,-0.0715018,0.158979,0.105171,0.0138418,0.0623275,-0.151291,0.125078,0.00603185,-0.0739553,-0.0212839,-0.0736855,0.0667209,0.133579,-0.0119094,-0.0498109,0.113346,-0.0554488,0.0288364,0.112004,-0.00525193,0.108838,-0.0782945,0.048104,0.020039,-0.026168,-0.0327581,-0.166712,0.0279339,0.00236783,0.00290837,-0.0506855,0.062782,-0.0707398,-0.0398173,0.0108308,-0.0987793,0.14656,0.184313,0.053782,-0.128313,0.0193879,-0.134233,0.124516,-0.111908,-0.0855429,-0.00362467,-0.176984,0.0935162,0.192937,0.00114118,0.0192406,0.0547102,0.0370559,-0.00987341,-0.0267171
23,75.7243,0.103488,-0.0243802,0.0763625,-0.0834862,-0.0913592,0.0888513,-0.118594,-0.0618503,-0.0644287,0.139722,0.0455471,-0.154303,0.0283502,0.0726828,-0.170913,-0.00513307,0.139753,-0.0713397,-0.0621216,-0.18304,-0.00064399,0.0443625,0.122031,-0.0636384,-0.0417858,-0.0226031,-0.0617023,0.0237285,-0.079316,0.0607937,0.0772192,-0.172208,0.0207515,-0.183676,-0.0622268,-0.022864,-0.0362715,-0.13205,0.0280453,-0.0432821,-0.0396569,0.1367,0.004281,0.0468309,0.0978425,0.15029,-0.0855549,0.119638,0.118019,0.0218745,-0.0865916,-0.123601,0.0233967,-0.0717239,-0.166464,0.0973534,-0.0826174,0.126513,0.180179,-0.0230825,0.0997792,0.0190642,-0.0033658,-0.0239278,0.0557712,0.0410313,0.0872214,0.0373144,-0.131545,-0.282449,-0.130199,-0.143224,-0.243169,-0.162529,0.0775608,0.073687,0.0293663,-0.0668282,-0.137105,-0.125961,0.0187552,-0.126324,-0.119182,-0.105114,0.0664186,-0.0405836,0.131541,-0.0295911,0.126154,-0.0881707,0.0308231,-0.0597176,-0.178547,-0.075358,-0.0314896,0.0852676,0.0674773,-0.0290243,-0.0904351
24,-73.84,-0.00980865,-0.136625,-0.0574757,-0.0195483,-0.0808375,-0.00241827,-0.0554844,-0.102928,-0.00340069,0.164928,0.0371008,-0.0316954,-0.133228,-0.0421956,-0.0444351,0.0517724,0.144357,0.216973,0.262587,0.147706,0.132775,0.169528,0.0717731,0.0221809,-0.0624563,-0.011672,0.0108036,-0.0944575,-0.0531623,0.0893007,-0.106795,0.0048868,-0.00828358,0.0132404,0.135659,-0.0577839,0.00985676,-0.0165303,0.0363847,-0.101035,-0.0736319,0.0554139,0.181016,-0.0516278,0.128811,-0.031323,-0.0197523,-0.175775,-0.164949,-0.0681939,-0.26463,-0.00286439,0.072076,0.0437341,0.0299649,-0.0885262,-0.00763767,0.0507428,-0.088705,-0.120528,0.134999,-0.034942,0.125508,-0.16901,-0.0511395,0.183898,-0.0591857,-0.0416729,-0.0889858,0.10363,-0.0405414,-0.0267407,0.00227443,-0.1084,0.100173,-0.0394301,0.0624864,-0.0287756,0.153901,-0.00132244,0.120535,-0.0651783,-0.00801853,0.051752,-0.0268328,-0.038996,0.0147471,-0.106587,0.0326662,-0.0161207,-0.0500746,-0.27167,0.162728,-0.0827846,0.0865119,-0.0732845,-0.196951,0.101984,-0.0392644
25,73.7882,0.0834554,0.170813,-0.030252,-0.143997,-0.0341348,0.126443,-0.130803,0.0223885,-0.128471,0.0315651,-0.0533799,-0.0237635,0.115756,0.00528407,-0.0329418,0.057018,0.0843871,-0.0571438,0.0672663,-0.174551,-0.125626,0.112175,-0.0889456,-0.0895102,-0.0673043,-0.234664,-0.178054,-0.0415434,-0.175192,0.0211866,-0.0300104,0.143964,0.086589,-0.0218774,0.237729,0.00027237,0.0147566,0.0386659,-0.0587096,0.000548426,0.157572,-0.00408471,-0.0328166,0.0818869,-0.0332981,0.108515,-0.0373086,0.0191564,-0.100426,0.0231872,-9.05213e-05,0.0182341,0.0203486,-0.0466192,-0.0223772,-0.032592,0.126093,-0.146201,-0.0368141,-0.118393,-0.0138384,0.00489642,-0.0294556,-0.175447,-0.079545,-0.0403234,-0.0645285,-0.119565,0.0160458,0.0481057,0.175961,-0.093356,0.205521,-0.00697365,-0.0165864,-0.141846,0.0278413,0.0838827,0.0197278,0.0263162,-0.0318556,-0.0159492,-0.135548,0.0344669,0.0901394,-0.00801085,-0.21874,-0.154092,0.162412,0.223913,0.0498284,-0.0022785,-0.114014,0.134209,-0.187099,0.102497,0.0148776,-0.0766427,-0.119558
26,-70.621,-0.0915582,0.0190969,0.0503404,0.0584714,-0.0769602,-0.0377299,0.037941,0.0194604,0.118388,-0.115095,-0.158949,0.0179702,0.0385229,-0.0491283,-0.0415719,0.12198,0.0251054,0.0642339,0.22992,-0.00759113,0.0631287,0.109185,0.0679547,0.142421,-0.00323642,-0.0218777,-0.0318119,0.214032,0.0821519,-0.146624,-0.0415478,0.0203228,-0.0820223,-0.0129171,0.0322055,-0.0480656,-0.0455695,0.0179144,0.0448388,0.187411,-0.0966277,-0.0881826,-0.104665,0.0187366,0.048958,0.0355666,-0.0164556,0.0983364,0.106935,0.146686,-0.107278,0.172663,-0.110808,0.15162,-0.11937,-0.00219704,0.0464492,0.0284435,-0.0213702,0.180703,0.165487,0.0160666,-0.00569491,-0.192964,0.00917611,-0.0472047,0.000988005,-0.132045,0.00243925,0.0588694,0.0872469,-0.0112583,-0.00678276,-0.152848,-0.00117024,-0.136574,0.121409,0.101457,-0.217955,-0.119795,-0.0310013,-0.207296,-0.118466,0.0409261,0.0532853,0.0546625,-0.118099,-0.0735756,-0.144711,-0.0728613,0.0617298,0.173004,0.094131,-0.136865,0.177116,0.114665,0.178997,0.0323755,0.00942705
27,69.6949,0.252081,0.0478807,-0.155217,0.144136,-0.0760725,-0.0424402,0.0331726,-0.0316733,-0.000994172,0.113305,0.0737542,-0.0360022,0.0395988,-0.105231,-0.0210082,0.0232851,0.103039,0.0580964,-0.0622503,-0.0559861,0.0220176,0.0708847,0.0552432,0.195191,0.114792,0.134669,-0.0550071,0.0415622,0.179546,0.0106696,0.104174,0.0921986,-0.0304807,0.010666,0.196474,-0.0315808,0.150814,0.0827636,-0.0972636,0.224568,0.0540429,-0.0743302,0.191047,0.151849,0.0878394,-0.229383,-0.0111325,0.173389,0.0282161,0.0034115,0.0476827,-0.0378538,-0.00360879,0.0495859,-0.0124127,0.15498,0.155664,0.00256607,-0.0121514,-0.205098,-0.0968892,0.195728,0.00550682,0.0162916,-0.187427,0.0270669,0.130986,0.00147542,-0.0481789,-0.0778106,-0.108157,0.0631274,0.0278553,0.0224346,0.0285617,-0.0724027,0.158511,0.084278,0.00434644,0.156982,-0.0858703,0.0354848,0.0344176,0.0827337,-0.0709581,-0.0742176,0.0886464,0.0939768,0.025184,-0.142959,0.127775,0.0335818,-0.00664045,-0.103833,-0.0888734,0.0680184,-0.0446701,-0.0370113,-0.0792081
28,-68.1687,0.197677,0.0981341,-0.108833,0.111749,0.092254,0.247475,-0.113064,0.0706049,-0.00211623,0.00549178,0.0716356,-0.173434,-0.0981118,0.0263985,0.0124986,0.00659909,0.249871,-0.124501,-0.158467,0.199062,0.00296486,0.0537237,0.151909,-0.14313,0.0726974,-0.0970084,0.0838621,-0.0261718,0.148941,-0.059415,0.0533645,0.113852,0.00535262,-0.0248645,-0.108042,-0.124925,-0.072033,0.0206131,-0.120331,-0.104203,-0.173297,0.0820185,-0.114865,0.0112081,-0.0523153,-0.00709884,-0.0456993,-0.0463059,-0.0602799,-0.00594435,0.00587391,0.0218424,-0.104456,-0.0183203,0.135302,-0.052893,0.0733577,0.160859,-0.109215,0.00706844,-0.035163,0.237526,-0.0702446,-0.0241264,-0.122403,-0.0436336,0.0189193,0.0249189,0.150924,0.0261053,0.092878,0.0577524,-0.00382482,-0.122803,0.0581219,-0.00879184,-0.115043,-0.155708,0.0420453,0.017866,0.0388128,-0.136782,-0.0460766,0.102661,0.0262193,0.0838661,-0.0847054,-0.142538,-0.208901,-0.0661651,-0.0626729,0.0462419,-0.124603,0.042861,0.0889462,0.0656907,-0.0567978,-0.024583,0.1212
29,67.9828,-0.0306824,-0.245024,0.111742,-0.0500045,0.0122612,0.169318,-0.0748781,0.08719,0.00335503,-0.0213577,0.0269839,-0.149791,0.143359,-0.0150223,-0.0911533,-0.045381,0.0840897,-0.0622217,-0.00304058,0.0217719,0.04932,0.0489889,0.00992195,-0.00327188,-0.180387,-0.137662,0.113463,-0.128031,0.148142,-0.0389561,-0.169907,-0.0504529,0.120335,-0.0920967,-0.0398183,-0.00421562,-0.233775,-0.0227809,-0.00452799,0.0148681,0.111781,-0.188144,-0.0254862,0.00315508,0.15424,-0.24324,0.0639732,0.0617188,0.224938,-0.0274727,0.0188531,-0.0421861,0.104055,-0.0239946,-0.0448967,-0.0651764,0.022919,0.017735,-0.0154349,0.023058,0.0270338,-0.0238776,-0.0520671,0.0680059,-0.0370888,-0.0736537,0.0574209,0.104268,0.0546239,-0.012627,-0.0403114,-0.105323,-0.00988271,0.0847901,-0.120669,-0.122571,-0.107144,0.202115,0.0356039,0.0560849,0.0327673,0.00441805,-0.16609,0.144762,-0.0564978,-0.101798,0.0102303,-0.0655744,-0.101246,0.0356057,-0.0558962,0.0484073,0.198824,-0.134804,-0.272061,-0.143064,-0.0193326,0.0685523,0.0463995
30,66.2386,-0.0551491,0.036477,-0.0256211,-0.132193,-0.170924,0.0178108,-0.0661298,-0.201709,-0.128338,0.110866,0.213382,0.102815,0.155086,-0.166499,0.0729007,-0.24961,-0.0128759,-0.216837,0.0815271,-0.0645743,-0.0902918,-0.0047538,0.147178,0.0147928,-0.205363,0.0114877,-0.0563211,0.0161671,0.053389,-0.131646,-0.0981124,-0.0625251,-0.178079,-0.103024,-0.0712315,-0.0243301,0.0960077,-0.0321996,0.216943,0.113186,-0.0695562,-0.0604626,-0.0998974,0.0499409,-0.0548777,-0.0745864,0.0239691,0.0297045,-0.103286,-0.107635,0.0337793,-0.0310428,-0.0272526,-0.00901898,0.137872,-0.105146,0.0149651,-0.0164857,-0.0188498,-0.0187636,-0.0295466,-0.0122557,0.0362175,0.0061946,-0.0466881,0.00952061,-0.00386798,0.0350049,0.0543583,-0.0585647,-0.0131645,-0.109637,-0.028264,-0.177756,-0.034732,0.165914,0.0269524,0.0303508,0.0541816,-0.00596182,-0.0746378,-0.0734597,0.149411,0.251657,0.130685,0.0589128,-0.0684475,0.15697,-0.0475081,0.0240496,0.0738581,-0.0103226,0.158555,0.173065,0.0554341,0.116626,-0.00986585,0.0821559,0.0429876
31,-65.2986,-0.0922349,0.0233675,-0.175542,-0.0811245,0.0137298,0.238851,-0.00818907,-0.0914501,-0.0424712,-0.0395666,0.105892,0.107632,0.100209,0.119843,0.231739,0.0459921,0.0794697,0.016229,0.0637093,-0.218148,0.0745459,0.0951526,-0.0849689,-0.076549,0.0623339,0.213703,-0.005308,-0.0550829,0.150259,0.0132383,-0.154616,-0.143036,-0.00665733,0.0449199,-0.0570044,0.0301817,-0.0413538,-0.240048,-0.0108135,-0.147071,0.134954,0.0306327,0.0055201,0.0549545,0.0693979,0.0777058,-0.0195216,-0.152073,0.0024142,-0.0646562,0.0836661,0.0349518,-0.126572,-0.00475914,0.114961,0.0322104,-0.0742544,0.0885445,-0.098858,0.0879339,0.0272192,0.0886872,-0.0683074,0.00252121,-0.145739,0.09684,0.0213562,-0.0217731,-0.122131,0.140628,0.115603,0.108306,-0.000960573,0.00229971,-0.0849213,-0.0980206,0.0288525,0.0466889,-0.0830952,0.103134,0.139654,-0.136451,0.0504905,-0.07929,0.0240847,-0.0806407,0.116194,0.136302,0.142085,0.00423978,-0.0148575,0.138058,0.0842757,-0.146593,-0.0102336,0.0891234,0.0583733,-0.225036,-0.0110863
32,-64.0161,0.18218,-0.0223374,0.00902836,0.144241,-0.114207,-0.0295015,-0.0494346,-0.00493365,0.0570897,-0.0400395,0.131354,0.145156,-0.15375,-0.0592018,0.0437109,0.084901,0.108991,0.095312,0.0548848,-0.0771,-0.0274887,-0.020017,-0.188303,-0.042127,-0.0853118,-0.0856239,-0.00947434,-0.0590403,-0.0204018,0.109021,-0.00298561,-0.0900908,-0.196543,-0.197424,-0.0113608,-0.156222,-0.0649967,0.0801239,-0.153359,0.00671063,0.00886047,0.120869,0.0217722,-0.0100706,0.10863,0.11248,-0.04015,0.0110729,0.106437,-0.0123111,0.0625474,0.0733518,0.156354,0.152179,-0.131211,-0.0462586,-0.0886983,-0.080554,0.0395235,0.0437319,0.188628,-0.0309003,0.101158,0.267022,-0.0762002,-0.0149254,0.0130302,-0.109661,0.157277,0.0234539,0.115604,0.0124819,0.121695,-0.0906103,0.0504118,-0.0557178,-0.183786,-0.0950068,0.0615544,0.0687256,-0.125107,-0.0358099,0.0876265,0.0416042,0.100493,0.163647,0.118322,0.143157,0.0736061,0.000300358,-0.0629534,0.230247,0.0512771,0.0283384,-0.0630655,-0.0331812,-0.0382048,0.150869,-0.106696
