Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87
20,72.6264,-0.0685216,-0.0151954,0.0123589,-0.178706,-0.0240741,0.136025,0.0425304,-0.0129383,-0.0199371,0.0743823,0.0225648,0.0904208,0.0815608,-0.155626,-0.017097,-0.0898208,0.126865,0.10901,0.127203,-0.00853165,-0.045285,-0.0947741,-0.0298397,-0.100435,0.122631,-0.102233,-0.0114184,-0.0359452,-0.0532076,0.0425792,0.058895,0.097446,0.0822814,0.113032,-0.0707365,0.21484,0.160913,-0.0943627,0.134034,-0.017067,-0.130159,-0.0752004,-0.0642775,-0.120428,-0.0918416,-0.178689,0.0253112,-0.0812326,0.0441727,-0.018631,0.0622271,-0.190698,0.257446,0.142236,-0.127583,-0.102285,0.19273,0.0816542,-0.0584343,-0.0846812,-0.0522178,-0.164049,-0.0144316,0.0387583,-0.000622849,-0.00755376,-0.111362,0.0647437,-0.187007,0.106851,-0.162224,-0.11899,0.141338,0.227771,-0.00109923,-0.0610516,0.0750891,0.0359225,0.191717,0.0170925,0.12644,-0.0367415,-0.103918,-0.0428725,-0.00136002,0.151948,-0.106161,-0.189156
21,-70.4219,0.0391819,-0.116468,-0.183152,-0.0202913,-0.120213,0.146011,-0.0635964,-0.0985788,-0.112524,0.0642462,0.046494,-0.0959105,0.219326,0.116128,-0.22553,0.0221447,-0.0150569,-0.113075,-0.0998677,-0.157494,0.118159,-0.111568,0.0163677,-0.137897,0.0867498,0.0104456,0.0196797,0.0639138,-0.0574409,0.0351539,-0.0600901,-0.0595826,-0.0385539,0.125677,0.0195324,0.105676,-0.139132,-0.0434313,-0.125927,-0.0544605,0.108278,0.0135779,0.141285,0.0762112,-0.0505114,0.220598,0.284979,-0.0151737,-0.00163805,-0.185946,0.0964169,0.0288799,0.0323878,0.235306,-0.113236,0.173534,-0.0123845,0.079873,0.0306513,-0.0556099,0.0304926,-0.0918944,-0.0982166,-0.0757662,0.00287071,-0.125351,0.139147,0.0202091,-0.016023,-0.0703343,-0.0551483,-0.0732966,-0.182561,-0.0194151,-0.02482,-0.108632,-0.049991,-0.18455,0.06261,-0.152466,-0.085336,-0.166136,0.0296722,0.0802263,0.0943457,-0.00984106,-0.112357,-0.0403661
22,69.4509,-0.12023,0.0347359,-0.0865689,0.015397,0.141624,-0.0788918,-0.216515,0.0288222,-0.0200952,-0.0667071,0.0542186,0.156273,-0.0408451,-0.0448381,-0.152004,-0.0901792,0.0784992,0.0337804,-0.00165462,-0.259261,-0.0712787,-0.154341,-0.0355796,0.0100798,-0.0633433,0.0386399,-0.14229,0.0157346,-0.0454439,0.150807,-0.0181926,-0.106964,0.0605672,-0.102501,0.017122,0.0197333,0.00974826,-0.112969,-0.182687,0.293803,0.0245602,0.276355,0.0176531,-0.0507802,-0.0655176,-0.0654828,0.0567094,0.155303,0.00777788,0.175521,-0.0301382,0.0287896,0.165041,-0.0439268,0.097901,0.0140652,-0.0178294,-0.0678057,0.114972,-0.0502444,-0.13338,0.189389,-0.0821954,0.0499092,-0.0430094,-0.203811,0.0555636,0.0666199,-0.0901943,0.110006,0.0129138,0.178107,-0.0140198,-0.0564079,-0.0349927,0.0201969,0.157937,0.0329492,0.0845987,0.0216018,0.0622403,-0.187178,0.178987,-0.0948693,-0.151673,0.0670138,-0.0195793,0.0166294
23,67.7076,0.029425,-0.0150462,0.0118377,-0.0506554,0.126059,-0.0672269,0.0136335,0.161294,-0.0524089,-0.0568698,0.121454,0.0253747,-0.138855,-0.0881475,-0.153738,-0.107602,-0.00801413,-0.0495768,-0.0500445,0.128513,0.107436,-0.0785989,-0.192038,0.149948,0.231788,-0.196311,-0.00335945,0.146398,-0.0104214,-0.118793,-0.164035,0.179942,-0.0863029,-0.0584363,-0.0794591,0.114937,-0.114829,-0.29356,-0.0743716,0.0699321,0.023019,-0.15829,0.116689,-0.0385298,-0.0906415,0.0405534,-0.17258,0.0326724,0.0641601,0.0127068,-0.0729086,-0.0776013,-0.0699295,-0.106625,-0.0656192,0.200296,0.0436753,-0.0170493,0.16991,0.0971462,0.00147575,-0.209998,-0.00777454,0.0588406,-0.108796,-0.0293571,-0.0973058,-0.0286547,0.106583,-0.0881761,0.0862635,0.109999,0.00277908,-0.0434121,-0.276644,0.0387389,0.0750531,-0.0927566,-0.0948816,-0.0239868,0.0869307,-0.0194506,-0.116833,0.0132407,0.00618862,-0.0467021,-0.0453857,-0.0516596
24,-67.5631,0.1893,0.0735819,0.0403849,0.134796,0.133047,0.0557293,0.0769909,-0.0614688,-0.249128,0.105391,0.0421355,0.0100755,0.156036,-0.0794285,0.0927099,0.0357557,0.0651457,0.0649352,-0.0740213,-0.0520202,0.0316232,-0.0193637,0.11113,-0.0148456,-0.0846811,-0.214683,-0.384564,0.142744,0.0808866,-0.00597646,0.109177,0.13051,-0.0786225,0.0366224,0.2277,0.100629,-0.0351083,-0.113545,0.0812706,-0.12275,-0.135648,0.0781001,-0.0221104,0.13978,0.0376002,0.0947172,-0.0135091,0.146262,-0.00577688,0.0209153,-0.0372405,0.0147834,0.0229058,-0.0185359,-0.0760929,0.0836692,0.056757,-0.133674,-0.0618851,0.177068,0.0953026,0.0481045,0.0495685,-0.10519,-0.076518,-0.0393543,-0.146173,0.0905963,-0.135001,0.095168,0.0124389,-0.115732,-0.0294107,0.0201975,0.0554559,0.171396,0.0819783,-0.12374,-0.0523267,0.144929,-0.00870003,0.075169,0.216053,0.037607,0.0399016,-0.0724335,0.0898364,-0.0215895
25,-65.7964,0.0438973,-0.0859669,0.0446733,0.0655718,-0.0579265,0.0517127,-0.0302799,-0.166781,0.0857928,-0.0787899,-0.0701892,0.039147,-0.0710308,-0.0736378,-0.0772797,-0.219495,-0.0776162,0.126272,0.0558642,-0.0631603,0.0411891,0.190603,0.0151906,-0.133311,-0.183468,-0.18126,0.0725221,0.0564476,0.168192,0.021494,-0.0147505,0.0284128,0.104556,0.0935081,-0.0604581,0.156442,0.0921864,-0.186623,-0.124232,0.0279082,0.0884067,-0.153639,0.133866,-0.0911205,-0.0533246,0.0508307,-0.0344585,0.0585731,-0.0358662,0.0844872,0.095343,0.0805681,-0.184872,-0.0324979,0.096358,-0.0645588,0.0938295,-0.0286627,-0.142242,0.159797,0.0716576,0.0976369,-0.0578369,0.0961133,0.112974,-0.0767306,0.0778744,0.0750635,0.156041,0.00934725,-0.0194698,0.0432594,-0.0174537,0.063235,0.107331,0.171038,-0.131208,-0.0159929,0.107463,0.0492595,-0.111046,-0.229341,-0.104745,0.00215043,0.131716,0.113772,0.282899,-0.15804
26,62.2285,0.00524983,0.187652,0.0613106,-0.110111,0.0615197,0.108685,-0.00855273,0.0426121,0.144777,-0.0240927,-0.101979,-0.110746,0.0364636,0.0634954,-0.0141116,-0.102032,-0.0568917,-0.149763,-0.0463841,0.087614,-0.00246356,0.0141597,0.14801,-0.072631,0.197827,0.0135381,-0.00502438,-0.089811,-0.064913,0.00163417,0.135345,0.0287759,-0.0619516,-0.26793,-0.154277,-0.00348544,0.0734575,0.0464989,-0.100984,0.0183645,0.00395915,0.160342,0.0974649,-0.130202,-0.0540337,0.138546,-0.00719683,0.0663331,0.127866,-0.0586807,0.0395588,0.140991,-0.11794,0.161983,0.00397401,0.050675,0.12648,0.181481,0.0850649,-0.00275298,-0.146184,0.0374546,0.00366338,0.022382,-0.136656,0.131095,-0.0474474,0.0469236,-0.250179,0.00471901,0.020131,-0.0292009,0.0737885,-0.142691,0.0912308,0.24964,-0.103556,-0.165222,0.133896,0.0324855,0.160825,0.0718681,-0.0253245,0.029294,-0.0608277,-0.100205,0.251046,-0.104503
27,-62.0888,0.0566713,0.109194,-0.170512,-0.0524687,-0.124746,0.103855,-0.131535,0.0670364,-0.0863402,0.00674909,0.062779,0.0361878,-0.106694,0.0691131,0.0998691,-0.031906,-0.00515849,-0.208779,0.132521,0.00795563,0.140425,-0.0654272,0.0519544,0.0255349,-0.0839479,0.173803,0.0537858,0.0751392,-0.00724132,-0.0600232,-0.0709159,-0.100041,0.0640283,0.0744731,0.0167622,-0.0683486,0.207171,-0.0264436,0.143547,0.0641291,-0.193526,-0.0991929,0.21538,0.104599,-0.245156,0.0382275,0.145972,-0.0859654,-0.0893656,0.211077,-0.183374,0.101307,-0.00735271,-0.0234757,-0.0790017,-0.0147827,-0.0578538,-0.106132,0.130659,0.0508614,0.132328,-0.0030672,0.0998394,0.0271526,-0.169418,0.217112,0.0442706,-0.13951,-0.0542295,0.134453,-0.0102571,0.0189272,-0.0594505,0.120247,-0.09717,0.140073,0.0537308,-0.0172789,0.0782638,-0.0877553,-0.154257,0.0577128,0.0450976,-0.123323,0.0108597,0.0403589,0.0946914,-0.173822
28,-58.2777,-0.00925989,0.0387822,0.0302992,0.0368814,-0.0818171,0.139193,0.0457481,-0.0722466,-0.0964714,0.118379,-0.00398875,-0.0464441,-0.26528,0.085709,0.00263824,-0.0279737,0.0571207,0.118547,0.0709106,0.0486392,0.0811628,-0.0352541,0.00230621,0.111773,0.0524263,-0.0835217,-0.128822,-0.127129,0.0463293,-0.0404659,0.163676,0.118853,-0.0182074,0.00995661,-0.038511,-0.0345608,0.124955,0.138381,0.255068,0.0841008,0.136324,-0.0251241,0.081675,-0.201263,0.0130481,-0.011351,-0.0749807,-0.125265,-0.095796,-0.0228666,0.0956979,0.0476065,-0.000597238,0.198235,0.0278197,0.233016,0.0337411,-0.0251687,0.0734283,-0.0639056,-0.0654801,0.0864736,0.0218662,-0.0277638,-0.0675522,-0.0833304,-0.0945401,-0.0332987,0.0633314,-0.163569,0.161558,0.0679856,-0.188929,0.00863476,-0.0135292,0.0850049,0.0814549,-0.0438538,0.207618,0.0742946,-0.158149,-0.101409,0.0742525,-0.100374,0.0292642,0.206135,-0.0744076,0.324952
29,-57.9136,0.117138,-0.0513425,0.112164,0.0872011,0.0199807,0.0934208,-0.120023,0.00904138,-0.0557029,0.180871,0.155718,-0.104812,0.00185318,-0.0518246,0.218647,-0.0931925,0.0212835,-0.0378064,-0.0315145,0.180489,-0.0538698,0.0813987,-0.0715816,0.124006,-0.0761074,0.0255171,0.110848,-0.0317424,-0.180486,-0.00904896,0.0526046,0.00970315,0.152462,-0.0369347,0.100145,0.00724485,0.0575953,0.0658873,-0.182452,0.00249483,-0.0673363,0.0213406,-0.124791,0.11032,0.167013,0.0502363,0.0438915,0.0798943,-0.153365,-0.0779573,-0.0167498,-0.0397434,-0.112175,-0.00511759,-0.125943,0.0366837,0.26027,-0.0324631,0.0662408,-0.186668,0.124629,-0.0344407,0.0393566,0.419909,-0.0618791,-0.195915,0.0159859,-0.035304,-0.152823,0.0687457,0.0093723,0.0279613,-0.0663672,-0.0884623,-0.027032,0.0421506,0.0949256,0.0793068,-0.00811044,-0.158075,-0.02143,-0.172591,-0.0805246,0.0820438,0.012588,0.0410829,0.0506768,0.0473904
30,57.4619,-0.0232348,0.107007,0.0673246,0.0672546,-0.0599227,0.109176,-0.0992865,0.0185149,-0.113957,-0.120832,-0.184135,-0.108983,0.0192072,0.0225476,0.0828778,-0.0125182,-0.127727,-0.137511,-0.00367358,-0.0235279,-0.131723,-0.0366864,0.0187058,0.111337,0.0446362,-0.000523963,-0.0743503,0.0165233,0.0122146,0.186518,0.0949379,-0.114055,0.100285,0.208738,-0.233094,-0.0821317,0.153421,-0.0473649,-0.0297512,-0.0678946,-0.157105,-0.0424906,0.0772393,0.105582,-0.0786193,0.0492957,-0.213301,0.0479077,0.146171,-0.211209,0.05782,-0.13838,0.00781017,-0.11249,0.0815895,0.0176585,-0.102072,-0.178588,0.136312,-0.0226445,0.139242,-0.154685,-0.130175,-0.171963,0.141837,-0.209312,0.0193932,0.146148,-0.0366335,0.0309955,0.0554041,0.10756,-0.0866589,-0.000108468,0.0595548,0.190103,-0.0526289,0.110738,0.0732306,-0.122477,0.112238,0.0806964,-0.0699919,0.0667982,-0.0442666,0.0730459,-0.0951051,0.0678049
31,57.2713,-0.105863,0.0303259,0.0488795,0.0731154,0.0915769,-0.123981,-0.061145,-0.0117298,-0.123693,-0.0686886,0.0394127,-0.071236,-0.312605,-0.151692,-0.0205752,-0.00411756,-0.141457,-0.11532,0.00306629,-0.0877674,-0.0824127,-0.0379298,-0.125641,-0.0622216,0.0160846,-0.0901535,-0.0435924,-0.0446671,0.0414882,0.0648545,-0.193186,0.108604,-0.0484499,-0.000163569,-0.0128819,-0.0605875,-0.110607,-0.0507498,0.0831174,-0.126136,-0.0276295,0.153892,-0.0484416,-0.00276768,-0.0769853,0.160181,-0.187646,0.0925204,-0.123189,-0.0908646,-0.189914,0.0474117,-0.183411,0.194929,0.0924712,-0.168193,0.0917889,0.00146336,-0.173933,-0.156022,-0.0622721,-0.19405,0.114226,-0.061395,-0.0600576,0.101766,0.203902,-0.0577461,-0.0394263,0.0565941,-0.137382,-0.10969,-0.0426365,-0.0620013,0.158585,-0.0712839,0.0968373,0.0256677,0.173117,-0.0705947,-0.0915053,0.0142886,0.128285,0.0521493,0.0380798,0.138455,-0.0647515,-0.0538632
32,-57.2049,-0.13673,-0.0048257,-0.146637,0.094603,0.0333231,0.0301596,0.243051,-0.11957,-0.0533155,0.10414,0.0849454,-0.170608,-0.139945,0.227985,0.20441,-0.0661518,0.0309473,-0.0181014,0.0333273,0.070642,-0.112701,-0.0932049,0.138216,-0.0169089,0.163403,-0.0639417,0.0877014,-0.168733,0.0708485,-0.0515087,0.0479635,-0.111905,0.123461,0.0206086,0.111105,0.0838999,-0.149054,-0.128042,-0.0178917,0.0558625,-0.0454076,0.159348,0.0931939,-0.067711,0.00993388,-0.139432,-0.000782186,0.0299376,0.120309,0.0228857,0.101382,-0.0956437,-0.0204397,-0.0479556,-0.15558,-0.324274,-0.0433618,-0.0619913,0.0828813,0.0850324,-0.0497704,-0.0977757,0.109424,-0.0925074,0.0578725,0.0103959,0.147144,0.0163629,0.0818016,-0.117186,0.00143262,0.0695021,0.0433696,0.0370637,0.022075,0.119483,0.232312,-0.1241,-0.0831105,-0.0873511,-0.031729,-0.192272,0.0299001,0.0266542,0.0260558,-0.130083,0.0563007,-0.00552637
33,55.332,-0.0507324,-0.0159351,0.0896787,-0.00940889,-7.5934e-05,-0.0186046,0.0401579,-0.0706095,0.00920598,-0.0225511,0.143468,-0.0137516,0.169218,0.14707,0.0707297,0.0556165,-0.116899,-0.193263,-0.0087566,-0.291648,-0.0369501,0.0489624,0.0178259,0.0162311,0.109138,-0.0713297,0.12355,-0.0384901,-0.0580574,0.0338624,0.0106862,0.0831723,-0.0347506,-0.162866,0.064358,0.068257,-0.0112273,0.00977099,0.225891,-0.0404844,0.267644,-0.15793,0.0235371,0.0733597,-0.278636,-0.0100061,-0.164356,0.0709021,0.105338,0.0850126,-0.044685,-0.0659235,0.0158599,-0.0268184,0.1043,-0.163058,-0.0199799,0.0532931,0.0113926,0.0300782,0.196321,0.00716667,-0.183664,0.177162,-0.0594648,-0.0389329,-0.155975,-0.148147,-0.1185,0.137247,0.0993042,-0.061401,0.135571,0.051032,0.0516275,0.00288146,-0.0732442,-0.0224117,-0.0411117,-0.0607133,-0.0371363,-0.194791,0.129856,0.033384,0.00747657,0.0200857,-0.0242135,0.229561
34,-52.2657,-0.10489,0.0528448,-0.111556,0.0232091,0.0755356,0.0218788,0.0491915,-0.140886,-0.0120919,-0.0154152,0.0194585,0.0251685,0.0499361,-0.119373,0.151068,-0.0137416,0.14286,0.0818823,-0.116881,0.0340137,0.202039,-0.197362,0.131778,-0.146826,-0.00710616,-0.0476795,0.0877315,0.0318461,-0.0156671,0.135659,-0.119541,0.272865,0.0340511,-0.112568,0.198783,-0.120518,0.151188,0.0287196,0.0847588,-0.0973204,0.0973405,-0.0861886,0.0790442,-0.0666025,0.0255911,-0.103471,0.0062639,0.210392,-0.0130705,0.00789918,-0.0988355,0.173018,-0.0362307,0.00894016,-0.0863881,0.0579026,-0.117237,-0.140994,0.199426,-0.199155,-0.0829633,-0.0624453,-0.0681759,-0.124576,0.133559,0.00689369,-0.0434367,0.0357434,0.143383,0.0708663,-0.014919,-0.112461,-0.0171703,-0.135375,0.0316131,0.0229961,-0.122574,0.215665,0.0393763,-0.155151,0.0782295,-0.111641,-0.170518,0.00743667,-0.117392,-0.0678621,0.0603287,-0.0200565
35,50.8506,-0.0653481,0.067796,-0.0226758,0.0881453,-0.0128447,-0.0502582,0.267122,-0.0952656,0.112748,0.0590005,-0.0262441,-0.0751325,-0.0469209,0.0798025,0.043752,-0.0874396,-0.00953171,0.096391,0.0971075,-0.0521527,0.0296712,-0.0473448,-0.102783,-0.0574304,-0.139252,0.0376195,0.0539879,0.25837,-0.0983958,-0.0118016,0.130852,0.223832,0.0147308,0.00861586,-0.15534,-0.0299933,-0.149087,0.212407,-0.0461437,0.0657579,-0.130694,0.00339947,0.131245,-0.0565571,-0.0760349,0.269221,0.0582182,0.197593,0.104117,0.124096,-0.0692272,0.0115965,0.0264217,-0.221581,-0.0565619,0.0674805,0.00265909,0.0753951,-0.0746234,-0.10696,0.136502,0.00971085,0.0659408,-0.0153958,-0.0518567,0.0581329,0.120372,0.168431,-0.146973,-0.0617368,0.2626,0.0144242,0.0759102,0.128098,0.049498,-0.133014,0.0621644,0.0808618,0.105214,0.0447169,0.0600499,-0.0657006,-0.0514706,-0.00491723,0.0604801,-0.0183246,-0.19129,-0.0224561
36,50.3849,-0.116338,0.149897,-0.0149952,0.105087,-0.0305255,0.0345148,0.100599,0.0274094,0.148312,-0.0413982,0.214201,0.152353,-0.107128,-0.142915,-0.050284,0.121021,-0.0600222,-0.137275,-0.122094,-0.054811,0.10197,0.0107815,0.00956672,-0.205204,-0.0724725,0.0236179,-0.239986,-0.159199,-0.0210575,-0.104134,0.0388233,-0.0905731,0.0454534,-0.0236055,0.080283,-0.0772769,0.16376,0.16136,-0.0782586,0.174883,0.041122,-0.0180779,0.0808874,-0.0490886,0.124459,0.0145951,0.0409474,0.118462,0.143162,-0.0207074,0.00667092,-0.204864,-0.0706938,0.0450638,-0.195207,0.0496261,-0.00331301,-0.0499305,-0.031588,0.163252,0.121803,-0.208336,-0.0544015,0.139739,0.125802,0.0153716,0.171485,-0.168353,0.075452,0.0983445,-0.00986669,-0.0344097,0.0333466,-0.0482328,0.000541388,0.0802973,-0.075961,-0.0951259,-0.00436476,0.201047,0.107789,0.0448578,-0.0621865,0.00388191,0.0890239,0.123789,-0.169138,0.0407911
37,-49.1245,0.176742,-0.042541,0.0236276,0.010965,-0.00192405,-0.229368,-0.0746568,-0.167793,-0.00131614,0.107697,0.133955,0.0387187,-0.109646,-0.0739547,-0.079949,0.033156,-0.106229,0.22506,0.0823876,-0.00100056,0.0354072,-0.138306,0.0580454,-0.0835918,0.178721,0.144992,-0.0626773,0.140997,0.0653839,-0.0107001,0.0739422,-0.0511199,0.19141,-0.0863696,-0.122292,0.0553993,0.0107632,0.115886,-0.0180446,-0.103975,0.0447902,-0.031672,0.0229561,0.137443,0.101435,0.0706527,0.0187843,-0.171625,0.0284341,-0.00455626,0.126908,-0.0745825,-0.0571662,0.0732149,0.0242781,-0.03249,-0.0758155,-0.0445177,-0.010763,-0.237423,0.0434853,-0.109719,-0.123363,-0.0277479,-0.00562306,0.239059,-0.027547,0.155065,0.0593497,0.14007,0.121783,0.0442152,0.161533,-0.0800312,-0.107981,0.177726,0.00950475,-0.055227,-0.215222,-0.0534805,0.0468992,-0.0928063,0.185048,0.0158824,-0.0672819,0.215145,0.0694088,-0.0553051
38,48.2987,-0.0355661,-0.0339208,-0.0725681,0.0615506,-0.123369,0.00470029,-0.179269,-0.033461,0.0612361,-0.11914,-0.130701,0.0160734,-0.0538194,0.0538389,-0.0161235,0.0653548,-0.0151314,0.113551,0.0870818,-0.0765966,0.116464,-0.0284814,-0.0243163,-0.115013,-0.056202,0.101659,0.00627288,-0.0703656,-0.0213299,0.083023,-0.0504185,-0.00328925,0.08177,0.0300844,-0.0545047,0.0985117,-0.158991,0.0402716,0.000351148,-0.158673,0.0549056,0.0360149,0.118268,-0.0798119,-0.0224969,-0.209771,-0.0836578,0.0308422,-0.17157,-0.0302841,-0.12171,-0.0898103,0.0505449,0.0407587,-0.0398811,-0.0216634,0.294746,-0.0773872,0.177068,-0.0567599,0.0947299,0.0391451,-0.0766525,0.136666,0.00773486,-0.0597854,-0.065918,0.014346,0.0725805,-0.136371,0.199755,-0.14915,0.136284,-0.145343,0.0144478,0.196018,0.0737759,-0.0083474,0.0231753,0.0887686,-0.00719381,0.205323,0.154684,0.0249575,0.222755,-0.30575,-0.170124,-0.120523
39,-47.7961,0.161409,-0.0538474,-0.034356,-0.0936965,-0.150508,-0.0982774,-0.0712314,-0.263482,-0.0845126,-0.181849,0.107758,-0.0360528,-0.0762675,-0.0744994,0.0271003,0.000550981,0.22186,-0.0421547,-0.02433,0.117634,-0.0312502,-0.0254215,-0.0146602,-0.0671052,0.07662,-0.0972594,0.057029,-0.0655438,-0.122712,0.0782167,0.128153,-0.146873,-0.100102,-0.0386345,0.0357667,-0.112216,-0.10251,-0.127898,-0.0343118,0.011342,-0.0916814,-0.0913811,0.142687,0.216962,0.0140657,-0.122571,-0.135779,0.124753,-0.127037,0.081962,-0.0392557,-0.0138388,0.0774138,0.0339368,-0.0782057,0.136224,-0.211288,0.169142,-0.0152492,-0.0307995,-0.0123258,0.00569552,0.0920033,0.19978,0.0503433,0.0734586,0.0559708,0.0988844,0.0725704,-0.0890456,-0.000186955,0.10671,0.0818692,0.14697,0.181508,-0.0603081,-0.0936844,-0.0792732,0.192847,0.0324663,0.212307,0.0867999,0.137854,0.0706677,0.0669183,0.0307454,0.0697399,0.135512
40,-47.1141,-0.0557101,0.108593,0.133513,-0.0989385,-0.0907528,-0.140029,-0.0704189,0.0195692,-0.0299017,0.221757,0.110498,-0.0953031,-0.0448662,0.0323273,0.0572805,0.122242,-0.0281475,0.200595,-0.107381,-0.0934134,-0.150927,0.0942447,0.169478,-0.0571176,0.100279,0.00335096,-0.207758,-0.110835,0.155153,0.00515216,-0.182821,-0.0287101,0.0434375,0.108399,-0.186993,-0.00429575,0.0598499,0.0107057,0.0321742,-0.0186806,0.0610301,-0.052887,0.144239,0.0842765,-0.22216,0.058084,0.0224619,0.203032,-0.167004,0.0537286,-0.0067972,-0.0635546,0.0544649,0.0192275,-0.163097,-0.0310243,0.0321168,0.0151089,-0.0421596,0.00291574,-0.1678,0.0791465,-0.0467546,0.0847933,-0.0530214,-0.0531815,0.119466,-0.0400407,-0.0768213,-0.153895,0.130199,-0.0523657,-0.178569,0.0825106,-0.135573,-0.143283,-0.0514463,0.165641,-0.152112,7.62144e-05,0.156148,0.0785319,-0.117013,0.0135517,-0.000508378,-0.0584192,0.195475,-0.00147762
41,-46.5088,0.000976896,-0.0248598,-0.0319339,0.193998,0.127668,0.0676077,-0.0185069,0.106279,-0.110354,-0.0271145,0.133797,-0.0218136,0.125978,-0.0810424,0.0170574,0.0403913,0.0154329,0.12885,0.0513828,-0.0863476,-0.174331,0.138875,0.0346382,-0.0488929,0.164886,0.0111195,0.0698474,-0.00804049,-0.041809,0.0142173,0.0802597,-0.146122,0.178192,-0.131467,-0.146889,-0.0098314,0.129963,-0.28582,0.090514,-0.0266235,0.16921,-0.0217065,-0.00993739,-0.146851,0.0631707,0.225061,-0.017016,-0.016926,-0.148822,0.0209145,0.0525129,0.0970801,0.022817,-0.00747227,-0.140437,-0.0224972,-0.0988839,-0.118535,0.0567913,-0.0194368,0.106056,0.087407,0.227076,0.0405174,-0.180037,0.13558,0.0539469,0.150456,0.0826367,0.04201,-0.0765822,0.0102176,0.0117821,-0.0536642,0.071539,-0.014624,-0.183903,0.0221313,0.0368627,0.105304,-0.0177651,0.0269577,-0.0977562,-0.10214,0.00920314,-0.151999,-0.315816,0.0333818
42,45.8924,-0.184558,-0.138664,0.136414,0.0930016,-0.0777391,0.00662143,0.23025,-0.0883402,0.179718,-0.123171,0.0163949,0.0356768,0.142838,0.0609628,-0.0249652,-0.192815,0.102471,-0.00738426,0.0305624,-0.0667334,0.100066,-0.192058,-0.135231,0.000456439,0.0914876,0.136899,-0.135466,-0.164019,-0.0231484,0.0581917,-0.107807,0.0466122,-0.0835798,0.116151,-0.0565656,0.0779463,0.164361,-0.00190774,-0.136205,-0.112348,-0.0835581,0.0326111,-0.0131433,0.0318412,0.0856963,0.0132228,-0.233557,0.0119484,-0.185739,0.196119,0.205739,-0.0308116,-0.044486,-0.0590569,-0.00291413,0.0446051,-0.0531529,-0.0863535,0.00899265,-0.02943,-0.0305968,0.0967879,0.041603,0.0230818,-0.0970062,0.136876,0.0819815,0.0203129,-0.14027,0.119395,-0.112353,-0.0435147,-0.0919502,0.00847148,-0.20653,0.0288847,-0.046518,-0.0702756,-0.00864096,-0.0928242,-0.159969,0.0889481,0.0295832,0.223547,0.0503133,-0.062134,0.0323676,0.142094
43,45.6785,0.0341306,-0.0802905,0.110904,0.188007,0.0234721,-0.0622509,-0.0122381,-0.139952,0.0351591,0.00279574,-0.124603,-0.111676,0.0814065,0.100867,-0.231904,-0.1076,0.028767,-0.160184,0.163071,0.160146,0.0160413,-0.00811492,0.109702,-0.128653,-0.0767045,0.00876481,0.0805085,-0.0427821,0.191464,-0.0402903,-0.0599856,0.108212,-0.0322269,-0.153285,0.0862838,-0.124393,-0.0224311,-0.158749,0.133221,0.0518173,-0.174082,0.0381866,0.105897,-0.0633396,-0.0130102,0.00899494,0.0908439,0.142313,0.173359,-0.123143,0.0822599,-0.12671,0.200513,0.0871235,0.0309441,0.00849906,0.160398,-0.12847,-0.0126267,-0.0046953,0.00703081,-0.0361943,-0.0541609,0.247199,-0.112333,0.088329,0.0648516,0.0714369,0.0560438,-0.0630163,-0.0787684,0.0460709,-0.0958442,0.0270905,-0.0547361,-0.0279321,-0.112908,0.211673,-0.169594,0.00772286,-0.0778771,0.147902,0.127178,-0.0711847,-0.163756,0.0942849,-0.0512903,0.0831291
