Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71
37,-39.3873,-0.0193921,-0.0755096,-0.0828018,0.212986,0.0221604,0.138698,-0.0312505,0.106203,-0.118421,-0.105622,-0.0210152,-0.166409,0.129506,-0.0989182,0.0137508,0.0572734,-0.0889048,0.122045,0.184764,-0.152365,0.056632,-0.0051627,0.000652928,0.115942,0.000829974,-0.17574,-0.138873,0.111528,0.0641655,0.177955,-0.0492854,-0.0640105,-0.120657,0.0590275,-0.0678857,-0.0251673,-0.160916,0.0913322,-0.126434,-0.132908,-0.205772,0.0231631,0.223163,0.0331991,-0.0213745,0.00715789,0.0506173,0.11988,0.0753264,-0.175569,-0.112703,0.219834,-0.0344093,-0.0530969,-0.081356,-0.210939,-0.139993,0.00700294,0.0915328,-0.105416,0.0256414,-0.0789758,-0.0996463,0.22,-0.308884,-0.0376787,0.108311,-0.12642,-0.0925619,-0.144899,-0.0132131,-0.104642
38,36.8586,0.0519947,0.0595412,-0.0250457,-0.0934357,0.081203,-0.0533005,-0.135937,-0.108838,0.186257,-0.228076,0.00229629,0.182123,-0.181585,-0.142812,-0.156391,0.152141,-0.15541,0.106578,-0.168413,-0.0450498,0.0885976,-0.040651,0.226478,0.113828,-0.10062,0.0056573,0.031243,0.191127,-0.110276,0.0473025,0.00648265,0.107673,0.239849,-0.190665,0.0279507,0.000405705,0.240185,-0.0949875,-0.146616,0.0366296,-0.0949335,0.128204,0.0558295,0.0672486,-0.0427118,-0.136567,-0.0791231,0.0794248,-0.304615,-0.0812003,-0.0452077,0.070194,-0.0403466,-0.169917,0.215546,-0.135933,-0.0693286,0.0285421,0.011261,-0.0517826,0.00759698,0.122091,-0.0700142,-0.101416,-0.0723284,0.0130673,0.0643861,0.0116079,-0.0763922,-0.0631091,0.0116053,-0.00865638
39,-36.1396,-0.0193577,0.00565335,0.00955597,-0.0384853,-0.145247,0.0280222,-0.162409,0.13416,-0.00238746,0.206585,-0.0815218,-0.0537051,0.0781309,-0.0354641,0.0817713,0.0588953,0.0466203,0.156844,0.0409144,-0.157127,0.138825,0.20615,0.123419,0.0166271,-0.0673129,0.205111,0.0450315,-0.0847867,0.196325,-0.175015,-0.204181,-0.139833,0.0454983,-0.0753274,0.15793,0.194329,0.0950556,-0.00855874,-0.0757773,0.00258263,0.117084,0.0382771,0.125716,-0.0448177,0.297837,-0.00515605,-0.0623799,-0.165763,-0.0286559,-0.204134,-0.135421,-0.182229,0.136678,-0.123531,-0.0120015,-0.0700578,-0.115741,-0.033942,0.171337,-0.184698,-0.116632,-0.0900508,-0.0386835,0.0120864,0.185075,0.113939,0.0396035,-0.0201975,0.0677697,-0.0942618,0.0937919,0.0331008
40,-35.2515,-0.220284,-0.166052,-0.0136977,0.013053,-0.102379,-0.00315832,0.21238,-0.0691275,0.184617,0.0672644,-0.130942,-0.0402441,-0.128487,-0.167937,-0.0968078,0.0952871,0.0729234,0.0496535,-0.0190338,-0.110354,0.0252289,0.0975251,-0.07978,-0.0484949,-0.199432,-0.16298,0.150955,0.130031,0.123697,-0.0593231,-0.0110327,0.0303758,0.0557209,0.19361,-0.105477,-0.110272,0.0867077,-0.0123676,0.0369138,-0.130241,-0.0232675,-0.0318486,-0.13492,0.12861,0.016745,0.0816088,-0.0329536,-0.107644,0.0169741,0.109321,-0.043431,0.0657406,-0.054834,-0.155625,-0.0754231,0.203619,-0.101812,0.133099,0.0813756,0.113672,-0.180104,0.140121,-0.155803,0.090583,-0.0229312,0.0438391,-0.0798936,-0.347781,0.0870721,0.00717578,0.00669216,0.263259
41,33.8156,0.0646925,0.0595729,0.0817929,0.0482189,0.0164611,0.0469211,0.175589,0.0352231,-0.140952,0.0388291,-0.0443146,0.0199513,-0.151439,-0.125186,-0.0519933,0.162883,0.00899008,0.071884,-0.0343685,0.00447065,-0.12814,-0.124463,0.191866,-0.00560046,0.132923,-0.0681431,0.013664,-0.052446,-0.018569,-0.193624,-0.0556275,0.0681998,0.0127492,0.108768,-0.0150011,0.0556535,-0.11022,-0.0864516,0.269364,0.196973,-0.0617669,0.047588,0.0987415,-0.0528556,0.056585,-0.0411698,0.21755,0.215047,-0.062464,-0.198422,0.0683389,0.016928,-0.208141,-0.0797323,-0.104014,0.0372635,-0.0602344,0.291752,-0.101962,0.021602,0.0778553,-0.268248,0.110076,-0.0830049,0.0441648,0.151417,0.092168,-0.0245323,0.0928159,-0.0553608,0.244553,0.188403
42,-32.9848,-0.0901191,-0.2097,0.125114,0.000293114,0.0539601,0.0912335,0.236281,0.0811659,0.104544,-0.146557,-0.0401801,0.105653,0.170582,-0.0568505,0.101461,-0.125628,-0.184821,-0.126193,0.115368,0.300335,0.200387,-0.00392443,0.0616603,-0.0212887,0.0401802,-0.0954954,0.00949674,-0.228904,-0.020504,0.009166,0.104887,-0.0347957,-0.0227567,0.137735,0.173678,0.0875434,-0.019114,0.0122147,0.108758,0.104387,0.0278116,0.0933223,-0.00938369,0.170432,0.0834468,-0.0823829,-0.0327654,0.198733,-0.186395,0.0747717,0.054292,0.00496004,0.234386,0.0352615,-0.103172,-0.0560452,-0.13589,-0.0159127,0.112516,-0.182494,-0.0054537,0.185437,-0.0632113,-0.161461,-0.029506,0.177467,-0.0804978,-0.096797,0.0388619,-0.069474,0.0557444,-0.0863746
43,31.7119,-0.130132,-0.112944,0.0582065,0.142574,-0.195623,0.14068,0.123677,0.0517355,0.0651345,0.181777,-0.0178875,-0.0773083,0.0105427,0.255874,0.0984368,0.0920252,0.0341093,-0.0284102,0.0303063,0.0377652,0.0193396,-0.154537,-0.125294,0.099102,0.0612469,0.0602971,0.00902333,-0.091593,-0.0183993,0.0777682,0.0673867,0.351255,0.254985,-0.0101989,0.185538,-0.0145572,0.0788607,-0.0631463,-0.0629761,-0.116469,-0.119987,-0.0731418,0.0366166,-0.140649,-0.0116454,-0.00216699,-0.188887,0.14422,-0.0126318,-0.140421,0.104277,0.0321112,0.0248646,-0.0509828,0.0743985,0.0377543,-0.114416,0.133083,0.0759475,0.0404592,0.0629528,0.0900114,0.087543,0.146537,0.0541906,0.0420421,0.179628,0.233273,0.0368537,-0.0751804,-0.261498,0.160789
44,28.6432,0.114952,0.0334107,-0.149236,-0.155786,0.194836,0.0961556,-0.025678,0.115467,0.0751328,0.0938367,0.0669883,0.0975915,0.0223752,0.133416,-0.0127883,0.12317,-0.00173222,-0.0842872,0.072314,-0.132842,-0.00797983,0.0737704,0.109099,-0.0805984,-0.00174995,-0.192818,0.124857,0.0933095,0.0233543,-0.124345,-0.104608,0.0471838,-0.177986,-0.0418258,-0.0365852,-0.166453,0.0368713,-0.010979,0.268719,-0.166732,-0.0277174,0.0817503,0.0130934,-0.0797583,0.0931627,0.0252663,-0.145551,0.117354,-0.0237241,0.132745,0.195144,-0.0195001,0.0427332,-0.00517772,0.0160248,0.324267,-0.0458808,-0.0939267,0.23178,-0.215362,0.0155262,-0.0485809,-0.117877,-0.0024663,-0.16285,-0.0736843,0.0593224,0.271674,-0.175152,-0.10427,0.0655898,0.0500563
45,-28.3401,0.0536583,-0.0517089,-0.015454,-0.287034,-0.00440444,0.00710567,-0.0543442,-0.211871,0.149113,-0.10849,0.0496806,-0.0909274,-0.0210014,0.0751935,0.143043,0.213758,0.134101,-0.0427722,0.104328,0.051477,0.0151119,0.0855649,-0.0340158,0.0109015,0.10862,-0.103079,-0.210643,0.0725619,0.00428947,-0.0325427,0.0471249,-0.143191,0.226423,-0.0692048,0.102404,-0.170684,-0.127936,0.113322,0.0279906,-0.247301,-0.023981,0.011737,0.109612,0.0188847,0.212315,-0.190235,0.0989555,-0.0807298,-0.0659811,0.0973259,-0.0691284,-0.136439,0.00932839,0.0258616,-0.242936,0.0221415,-0.0536502,0.137657,-0.18512,0.0217452,-0.12558,0.0175712,0.288013,-0.0233024,-0.124622,0.137045,0.0986227,-0.00848313,-0.0492064,0.0628535,-0.0720958,-0.0457064
46,-27.6958,0.0305588,0.222164,-0.0939398,0.0586787,-0.0938514,0.0282963,-0.0253808,-0.0810942,0.237555,0.136311,0.0697715,-0.124866,0.110504,-0.221353,-0.163615,-0.0732749,0.0183657,-0.179882,-0.105733,0.0574505,-0.203736,0.138633,0.0725461,0.0756311,0.00142234,-0.155821,-0.0053011,0.0106914,0.205771,0.257641,-0.0905032,0.0333492,0.0219899,0.09863,0.109432,-0.0147178,0.0283552,0.185195,0.11805,0.203336,0.138896,0.0917389,-0.106583,-0.00645119,0.0601805,0.0909073,0.170474,0.117251,-0.0212766,-0.0735834,-0.134813,-0.0392757,0.0925065,0.0564095,0.141744,-0.0277087,0.171724,-0.0836713,0.00597607,-0.0150576,-0.0732068,0.0867513,0.140965,0.088815,-0.165067,0.162227,0.0913888,0.127644,0.0398112,-0.13327,-0.122489,0.125415
47,26.8282,0.120553,0.0810225,0.118422,0.0646859,-0.0873919,0.00116906,-0.14241,-0.125863,0.0357905,-0.0907153,0.241309,0.00214424,0.0643599,0.200645,-0.191291,0.0542383,0.0721885,-0.0516812,0.025081,0.0617343,0.00783698,0.0546603,0.0777535,0.0355589,0.084342,-0.0949365,0.0847603,-0.0962456,-0.0168979,-0.127985,-0.130159,-0.190093,-0.199817,0.0866292,0.0818956,0.138819,-0.0394357,0.114238,-0.2293,0.107712,-0.0651836,-0.0213748,-0.172021,0.0727838,-0.257891,-0.0828072,-0.0519788,0.0111331,-0.142772,-0.0852697,0.0492589,-0.198423,-0.207447,0.0240112,-0.0615609,0.236068,-0.166846,0.181742,0.153295,-0.000828103,0.0207444,0.0767712,-0.0252602,0.113366,0.0483581,-0.00487575,0.162144,-0.166415,-0.00336572,-0.0519882,-0.177088,-0.0713525
48,-25.3863,0.193043,0.160057,0.140246,0.0897552,-0.160224,0.016066,-0.0357359,0.0297278,-0.0134318,-0.158713,0.0955511,-0.279387,0.0752725,-0.0424412,0.0131045,0.226836,0.211954,0.0827085,0.0736284,0.0910343,0.166352,0.0152895,0.045787,-0.0342378,-0.112701,0.162015,-0.00965323,0.140016,0.164392,0.0634723,0.131132,0.0464805,0.0358098,0.108302,-0.0703708,-0.110892,-0.0064437,0.0178799,0.0281077,0.1119,0.0451462,0.0417929,0.236546,0.21993,-0.169516,0.0228502,-0.154666,0.0974303,-0.136254,0.123727,-0.0157636,0.03644,0.0731877,0.130101,-0.0523348,0.06766,0.0594839,0.00493035,0.033241,-0.177139,0.101024,0.00198986,0.0334249,0.0785507,0.127263,-0.0742859,-0.211332,0.109559,-0.00364374,0.17449,0.103313,0.226109
49,25.0179,-0.158577,0.202867,-0.0720129,-0.112468,0.0261256,0.0391467,-0.0671582,0.210432,0.191569,0.0317479,0.0302955,-0.161537,0.106939,0.127848,0.105046,0.0118339,0.150182,0.117024,-0.177004,0.129945,-0.0114313,-0.0958207,0.0559052,-0.0925431,-0.259201,0.0571037,-0.00272784,-0.0769198,-0.0878815,0.0687869,0.0623132,0.135454,-0.0689027,0.00386503,-0.0415671,0.0683732,-0.08151,0.0298966,0.289975,0.16618,-0.127161,-0.111072,-0.0299807,0.21733,0.110553,0.0862327,-0.0374676,-0.167499,-0.0462331,-0.145369,-0.00276109,-0.0475044,-0.110045,-0.0324689,0.00655653,-0.0684534,-0.216244,0.0689373,-0.0288815,0.111892,-0.0372846,-0.0362291,0.042989,-0.123938,-0.114055,-0.119059,-0.0552867,-0.10027,-0.290213,-0.0549082,-0.118247,-0.137036
50,23.4961,0.0294178,0.0402712,0.111931,-0.211396,-0.137445,-0.0809479,-0.0294456,0.2071,-0.0339947,0.111153,0.00143273,-0.15846,0.0600718,-0.300409,-0.0898559,-0.0374339,-0.227498,0.0704605,-0.0259698,0.0193564,-0.0350173,-0.00519886,0.108432,0.0122004,-0.052099,-0.159943,-0.186692,-0.0858755,-0.106469,-0.0623229,-0.119578,-0.018244,0.0115601,-0.00388443,-0.0200972,-0.19552,-0.0126932,0.147869,-0.088567,-0.0080255,-0.0434108,0.0136679,-0.217039,-0.101519,0.175707,-0.160648,-0.090991,0.0124096,-0.0484174,0.0602687,0.122875,0.0564346,0.014684,0.119892,-0.0376082,-0.0921216,-0.160715,0.161249,0.0907227,0.231558,0.153618,0.0729887,-0.0420169,0.231039,0.16657,-0.100947,-0.16317,0.182718,-0.0252075,0.126336,0.0382452,-0.0449482
51,22.4934,0.180936,0.0168232,0.0454102,0.0709497,-0.0902038,-0.0850157,0.0295189,0.0254791,-0.0640287,0.103909,0.00509332,0.395093,0.117869,0.133306,0.0136056,0.123689,0.0636944,-0.0221308,0.0220913,0.0141833,0.0511721,0.181504,0.183848,-0.145225,-0.0144412,-0.000660608,-0.113291,0.156752,0.0383361,-0.0900885,0.0639226,0.209097,0.0208294,-0.0883653,0.0883912,0.115166,-0.18148,0.0534823,0.00187354,-0.00977913,-0.112554,-0.107628,-0.258656,0.0736202,0.0371603,0.068149,-0.0272136,0.0728577,-0.0543704,-0.00594035,-0.144569,-0.0399508,0.0832101,0.0159141,-0.134173,-0.157567,-0.106831,-0.172491,-0.122799,0.150566,0.0178761,0.0484046,0.0239585,0.12359,-0.205845,-0.230805,-0.0804643,-0.0171851,0.215947,-0.0751112,0.0967785,0.152627
52,-21.5017,-0.047059,-0.14347,0.0974332,0.0860207,0.0688186,-0.0479939,-0.138321,-0.055113,0.0783124,0.0366111,0.135277,-0.0917144,0.0396532,0.114115,-0.055839,0.0314458,0.166387,0.0836453,-0.00792551,0.00719515,0.129109,-0.00292869,-0.0707662,-0.159592,-0.0136343,-0.174352,0.0585017,-0.0956713,-0.107415,-0.292221,-0.367019,0.022496,0.0167798,0.213884,0.00545482,-0.00410584,-0.0137887,0.0544863,0.0112609,0.0346632,0.0495487,0.0916605,0.153942,0.0718831,-0.12569,0.0272102,0.00913156,0.0427207,0.0101409,0.154821,-0.00788909,0.124109,0.154727,-0.231036,0.197386,-0.254239,-0.0260481,-0.102446,-0.0321542,0.289568,-0.00919322,-0.0511834,0.058418,-0.0793869,-0.137174,0.0913354,0.0142572,0.180684,0.0608763,0.13709,0.0153556,-0.0236248
53,20.6034,0.0715041,-0.00337172,0.238823,0.104023,0.170369,0.193234,0.201727,-0.169147,0.140173,0.135444,0.21248,-0.118206,0.00973104,-0.0914834,-0.123467,-0.105996,0.0879588,0.000761724,-0.117149,-0.000970261,0.133821,0.0337291,0.0826958,-0.0765885,0.00323456,0.170462,-0.0689063,0.244627,-0.107812,0.00530631,0.0277859,-0.020711,-0.0438402,-0.119059,0.193046,-0.138718,0.0668469,0.0748881,0.0291228,-0.0799618,-0.245502,-0.166766,-0.0741066,-0.0598451,0.0436775,0.0612902,0.161976,-0.0208517,0.178811,0.0685677,0.0780647,-0.0198436,0.102063,-0.0834787,0.104933,-0.0359442,-0.0967201,-0.119906,0.136453,-0.0687263,0.216494,-0.0859562,0.135236,0.00831098,0.156545,0.082355,0.0365558,-0.184571,-0.0605774,-0.00548513,0.105607,-0.0778899
54,19.9512,0.111299,0.10782,-0.0476177,0.122875,-0.208662,0.023765,-0.027961,0.115292,0.0953631,0.181172,0.0501628,0.0616627,-0.157399,0.0188969,-0.11201,-0.043579,0.190782,-0.161627,-0.104629,0.0474995,-0.0051483,0.0220822,-0.093164,0.0189662,-0.327871,-0.141844,-0.0340287,-0.00221057,-0.151941,0.0969618,0.158571,-0.0331235,-0.0256241,-0.0381743,-0.111416,0.262665,0.0113352,-0.0985247,0.0112936,-0.127996,0.100906,0.0708417,0.0572184,0.0234964,-0.00454681,-0.456004,0.0104499,-0.0360207,0.0953523,0.145923,0.0560778,0.110861,0.132849,0.0621727,-0.0909673,-0.0450937,-0.0744627,0.0357052,0.0445884,-0.0496363,0.106414,-0.171471,-0.0570647,-0.0133947,-0.0466566,0.092188,0.169653,-0.022837,0.131504,0.00639207,0.0796616,-0.0696046
55,-19.8586,-0.26116,0.0559473,0.0801251,0.00129152,-0.0910344,0.00325469,-0.183268,0.0892563,0.109532,0.025877,-0.136596,-0.0276286,-0.0893045,-0.19576,-0.033884,0.13709,-0.127917,-0.230241,-0.0511107,0.0579222,0.00824545,-0.0573667,0.203132,0.0909566,-0.0438533,0.149869,-0.0920524,0.0658792,-0.154246,-0.13087,0.00154284,-0.0729145,0.0245221,0.118119,0.00677542,0.0162561,-0.223353,0.00209351,-0.114352,0.0112656,0.102053,-0.168162,0.164562,-0.0727784,-0.051502,0.105951,-0.105022,0.178244,0.191857,0.113102,-0.0470895,-0.164638,0.0780234,-0.19897,-0.0357904,0.278781,-0.0450614,-0.119887,-0.181482,-0.0341513,0.198612,-0.0376931,-0.0293849,-0.0491206,-0.139933,-0.0372927,-0.0518499,-0.010846,0.0613118,-0.0703652,-0.138028,-0.0830429
56,-18.0782,0.0620263,0.105449,-0.134592,0.279401,0.015144,-0.0162531,0.163329,-0.19781,0.243051,-0.0179709,-0.0296795,-0.0161612,-0.167317,-0.118439,0.219647,0.00380799,0.0574567,0.0108287,0.0485551,0.0654966,0.113748,0.0760343,0.0868268,-0.0448913,-0.000353302,0.076256,-0.199924,0.0232974,0.148679,-0.187499,-0.165976,-0.0442765,-0.107306,-0.154825,-0.184629,0.0598903,-0.187933,-0.14642,0.0811419,0.0418226,0.0884825,0.0792971,-0.094981,-0.152778,0.0293199,0.0702599,-0.142803,-0.0252669,0.0198877,0.114059,0.0933459,0.146268,-0.167574,-0.0123892,-0.0759844,-0.194945,0.0150965,0.138737,0.0580533,-0.0748287,0.063546,0.178452,-0.00368526,-0.0452646,0.0854622,-0.00850442,-0.0206981,0.0958659,0.02869,-0.102687,-0.256874,-0.111701
57,-15.652,0.00190015,0.274668,0.0922695,0.017263,-0.0664614,-0.0343646,-0.0675467,0.0261639,0.140735,0.15789,0.014704,-0.0783714,0.0345427,0.239227,-0.0663856,-0.0204433,-0.103837,0.127957,0.223213,-0.0469099,0.0315821,-0.011709,-0.038565,-0.0172398,0.120694,-0.217907,0.016491,0.110508,-0.135435,0.23829,-0.0390019,-0.00469486,-0.0463149,-0.0291552,-0.0905076,-0.0873981,-0.0716331,-0.15274,-0.0235466,0.164476,-0.00444049,-0.260528,0.117622,-0.136084,0.0847679,-0.0732335,0.0214723,0.0863576,-0.0252687,0.0915245,0.202942,-0.0927127,-0.0524385,-0.210581,-0.010191,-0.105242,0.00839175,-0.0527638,-0.140746,-0.0968471,-0.256036,0.220005,-0.0771815,-0.0465958,0.124645,0.0416065,-0.120585,-0.0862466,0.157675,-0.0484698,0.154041,-0.0161395
58,15.0876,-0.0122277,0.0814466,0.0623751,0.038635,-0.014128,0.243294,0.0425444,-0.0266818,0.0622805,-0.0515902,-0.15436,0.154664,-0.294151,0.129647,-0.119424,-0.308567,0.165381,0.0317009,0.0720074,-0.108427,0.0409184,0.10847,0.0301372,0.175651,-0.0361146,0.0236459,0.0816727,-0.143292,-0.000104866,0.0867492,-0.146363,0.0914273,0.0100072,-0.0765199,0.104938,-0.256709,-0.210457,0.162933,0.0163735,0.0502822,-0.0602166,0.165682,0.0924486,-0.0726707,-0.158048,-0.0798828,0.0151289,-0.0762562,0.059348,-0.0313014,-0.174343,-0.189091,0.11032,0.050653,-0.0904794,-0.0427625,-0.0987129,0.134786,-0.0969119,0.027083,0.0704818,0.0227351,-0.184691,-0.0632709,-0.0124189,-0.00949983,-0.231523,0.0900083,-0.129364,-0.015745,0.0442883,0.0721591
59,-13.968,-0.0664121,0.0274982,-0.075666,0.110843,0.0618745,-0.190459,-0.114964,-0.0262781,-0.100663,-0.0570932,0.106369,0.192429,0.0548943,-0.136061,0.0564548,0.00450432,0.106811,0.0956988,0.0450741,0.00719513,-0.0466558,0.0797716,-0.0474219,-0.110879,-0.0562862,-0.0356441,0.0295323,0.0130165,0.039292,0.0403113,-0.049611,0.352896,0.181391,0.18628,0.0622497,-0.023129,-0.224362,0.0163165,-0.165414,-0.0632663,0.147945,-0.0253838,-0.0254762,0.153599,0.0931966,-0.0480999,0.199133,-0.0187287,0.147344,0.0481566,0.109515,-0.0248196,-0.202607,0.0318415,0.0221493,0.0793105,-0.172004,-0.114515,-0.0513452,-0.15665,0.111853,0.136007,-0.107339,0.0495747,0.21915,0.250837,0.0593662,0.0873959,-0.252994,-0.0440261,0.0798079,-0.0918431
60,-11.9555,0.0128922,-0.0973093,-0.00809514,-0.194613,-0.0570609,-0.325534,0.183662,-0.075861,-0.0225774,-0.0500724,0.14954,-0.00769419,-0.171332,-0.069449,-0.182862,-0.0989163,-0.0524527,0.202276,0.117,0.211809,-0.00166814,0.153402,0.0627927,-0.0271956,-0.054934,-0.161645,-0.0390131,-0.0655351,0.240393,0.0398397,0.12543,-0.010285,0.0395813,0.152889,0.0732321,0.109756,-0.0351432,-0.138554,0.206168,0.00512304,-0.142189,-0.153432,0.236228,-0.258072,-0.126686,-0.022579,-0.120673,-0.123984,0.0438568,-0.0460786,-0.0435607,-0.181386,0.0261117,-0.0390583,0.0528823,-0.0637321,-0.0236748,-0.159406,0.0164491,-0.00553168,0.109793,-0.0663124,-0.0676626,0.0610363,0.00105422,-0.10373,0.115066,0.0316356,-0.0680937,0.00826372,-0.116403,-0.00947727
61,11.5281,-0.00723611,-0.0275046,0.0885879,0.0681228,0.111795,0.0705184,-0.0583564,-0.0266965,0.0378623,0.0679599,0.114091,0.141296,-0.0318674,-0.0111044,-0.0513408,0.124936,-0.126919,-0.140552,0.0996784,-0.13103,0.036499,-0.312304,0.0407499,-0.161249,-0.0128431,0.0754549,-0.22501,-0.0731001,0.0386751,0.0259024,0.0155276,-0.0420631,-0.0117705,-0.0714884,-0.0926949,0.00754071,0.201096,0.1668,0.163124,0.0965573,0.28969,-0.0763529,0.12728,-0.159894,-0.145447,0.0133729,0.00290355,-0.108296,-0.0579202,0.0519734,-0.0377674,-0.00662506,0.015339,0.14802,-0.139319,-0.108457,-0.249618,-0.149459,-0.0908112,0.106975,-0.100248,0.0180633,-0.136291,0.152332,0.0618043,0.138569,0.0915906,-0.105277,-0.224976,-0.0243922,-0.0604612,0.231985
62,-9.57181,-0.078272,-0.0377993,-0.184219,0.0912267,0.207312,0.128766,0.0624804,-0.0526943,-0.133824,-0.0112332,-0.0091644,0.0192468,-0.17374,0.00929306,-0.0924151,0.186927,0.0147883,-0.00120358,-0.0198245,-0.0416058,-0.129235,-0.0300839,-0.0106073,0.139686,-0.125844,-0.0837809,-0.0937608,0.144571,0.0780084,-0.0333254,-0.052177,-0.064192,0.00400551,0.0826632,0.156021,0.0354811,-0.0906117,-0.141392,-0.151555,0.208252,0.063477,-0.341957,-0.114451,0.138997,0.0192353,-0.0825322,-0.13771,0.0889056,0.0525458,-0.0810214,0.12204,-0.127219,0.289877,0.0721795,-0.178434,-0.139189,0.137857,0.0383189,0.219545,0.11473,-0.140239,-0.00287499,0.0572346,-0.0943625,0.0407065,0.0123497,-0.0106619,0.0904768,-0.218245,0.135616,0.0189285,0.00895089
63,9.11335,0.0879755,0.0459944,0.0912152,0.0119908,-0.0897929,-0.051037,0.14943,0.116502,-0.0157896,-0.0862383,0.0379831,0.103516,0.313071,-0.0125049,0.0740077,-0.17104,0.11411,-0.0471107,0.136189,0.041688,0.10471,-0.0241109,0.111453,0.222491,-0.134073,0.0383618,-0.311712,0.241444,-0.117494,-0.0620779,-0.142487,-0.0248256,0.0270188,0.120675,0.0149908,-0.0532561,0.011269,-0.00584878,0.112599,-0.0726824,0.0544567,0.0727767,-0.0670594,-0.0603495,-0.0557138,-0.119752,-0.0274792,-0.0331137,0.0777773,-0.25219,0.0166177,0.0525418,0.0122033,-0.156461,0.0614372,0.165925,0.217915,0.0113444,-0.0942567,0.105884,-0.161127,0.0469921,-0.190624,-0.176752,0.0881166,-0.0228792,0.201746,-0.0182394,-0.137022,0.127092,-0.0323715,0.10166
64,8.7021,0.11593,-0.0276949,0.0222401,-0.00661788,0.122871,-0.175381,-0.0717554,0.175328,-0.0482475,0.0677512,-0.106406,0.0572009,-0.0744331,0.0616358,-0.295077,0.0582382,0.195841,-0.116259,0.116471,0.12171,0.130464,-0.182256,0.0825966,0.248453,0.0281528,-0.0147625,-0.0568292,-0.206108,0.136596,0.0142736,-0.174031,-0.0334073,0.0501558,-0.0449897,-0.0765446,-0.000626211,-0.0436146,-0.115518,-0.0320856,0.0145124,-0.229907,-0.139962,-0.117493,0.0396725,0.162258,0.119533,0.0690652,-0.0444507,-0.0122922,0.197742,-0.151556,0.30516,0.136229,0.0727579,0.141062,0.0975291,-0.0415851,0.0407387,-0.145699,-0.182243,-0.0956581,-0.0222318,0.0918064,0.0248671,0.107185,0.025278,0.0161596,-0.0787883,-0.093017,-0.00389149,-0.105853,0.0224417
65,6.56518,0.0344818,-0.0972702,-0.0801521,0.0878009,-0.0808393,-0.00841233,-0.172375,-0.125336,-0.0777346,0.0251229,0.038461,-0.0366337,0.149789,-0.0812997,0.232463,-0.228134,0.0174051,0.0981439,0.0050477,-0.0804114,-0.132868,-0.0245044,0.346249,-0.00588394,-0.0194566,-0.0637062,0.19821,0.11121,0.097922,-0.0540447,0.0497417,0.0979611,-0.101328,-0.0403668,0.251103,-0.00399432,0.130501,0.0308061,0.0122423,0.048918,-0.0691874,-0.277901,0.0762658,-0.117158,-0.0572204,-0.207506,-0.0674186,0.013803,-0.0132499,0.210176,-0.0655691,0.250027,-0.00445505,0.109854,-0.0263027,0.0996655,-0.0603062,0.123253,-0.11782,0.0480539,-0.118065,-0.127579,-0.0407963,-0.143451,-0.0340665,0.135531,-0.158074,-0.0101284,0.018286,-5.54856e-05,-0.169578,-0.0104347
66,-5.84347,-0.0568108,0.034992,-0.194731,0.0595185,-0.126909,0.0874844,0.0484984,0.138545,-0.2496,-0.315049,0.116231,-0.0900164,-0.0389051,-0.00226194,-0.122219,-0.0407951,0.226171,0.0508353,-0.197705,-0.00400447,0.0317609,-0.0954324,0.037,-0.230656,0.273845,-0.0948375,-0.0646149,0.048751,0.0344422,0.107946,0.0179345,-0.0511993,0.0435741,-0.0768463,-0.0321088,0.0269167,0.0526888,0.0788123,0.0501993,-0.0992927,0.0996478,0.0367415,-0.210268,-0.0637747,0.178629,0.00745235,-0.10684,0.18193,0.046794,0.110585,-0.00930128,-0.200852,0.120499,-0.20566,0.0953462,-0.0935365,-0.112843,0.0450796,-0.102236,-0.0908956,-0.0266534,-0.114231,-0.19988,-0.0589196,0.0596783,0.0149669,-0.0285773,-0.0634289,0.0324596,0.0600404,-0.198043,0.0633255
