Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72
20,-59.1438,-0.0615509,-0.117096,0.081829,-0.0296553,0.142021,0.219112,-0.0273059,0.0507569,-0.13665,-0.021942,0.0326174,0.00966152,-0.194747,0.171688,0.130107,-0.0917125,0.109271,0.0832437,0.0509481,0.186048,-0.0141236,-0.0602757,-0.0375491,-0.0979675,-0.0172667,-0.188054,-0.0244309,-0.0674676,0.184242,-0.0511832,0.118399,-0.067368,-0.123113,0.215944,0.0895166,0.0488034,-0.139002,-0.0110308,0.138293,-0.0236108,0.183338,-0.0202109,0.152536,0.0575196,-0.0108899,-0.145372,-0.105678,0.218137,-0.100812,0.137514,-0.118044,-0.256205,-0.0455258,0.145968,0.118272,0.152511,-0.0245351,0.0121651,-0.0183408,-0.223808,0.0415583,0.215857,-0.165339,-0.0870899,-0.0163819,-0.0501368,-0.0424304,-0.0837582,-0.184268,0.00998879,0.123014,-0.0825665,0.0176249
21,58.7366,-0.108412,0.139203,-0.117122,-0.0350804,-0.112181,-0.00561463,-0.074306,-0.103035,-0.0234604,0.0354731,-0.0518211,-0.064091,0.00966514,-0.00955657,-0.0826957,-0.0340348,-0.0602873,-0.113693,-0.0364649,0.267435,-0.177204,0.0850217,0.155749,0.111137,-0.0954931,0.0338648,-0.0752296,0.0475691,0.20226,0.00132365,0.0605173,0.164744,0.0268004,-0.165293,-0.0445267,0.187126,-0.396669,0.110407,0.347134,0.0314796,-0.0759016,-0.112899,0.0985328,-0.168306,-0.0333291,-0.000584624,-0.2248,0.0680773,0.14339,-0.107001,0.0390404,-0.0356728,-0.0249302,-0.111252,0.00809052,0.0810366,0.0592635,0.0379619,0.104281,0.0611646,0.00173302,-0.159052,0.0116532,0.0382934,0.0907925,0.0415019,-0.212203,0.045014,0.00465368,-0.0318176,0.00992611,0.0840551,-0.137154
22,-56.1716,0.140896,-0.135467,0.0388147,-0.097219,-0.0190005,0.0117586,0.0923791,0.0394051,0.132924,0.0831497,-0.0138989,0.0462183,-0.000224073,-0.00977545,0.102409,-0.0688982,0.0343475,0.0720144,-0.0777487,0.0584177,-0.033725,-0.0632166,-0.120282,0.197542,-0.250919,-0.0648254,-0.0108901,0.082418,0.0273991,-0.11079,-0.00355379,0.0352586,-0.124444,-0.0531882,-0.106481,-0.114907,0.249125,0.038689,0.19765,-0.00719546,-0.0864855,-0.102745,-0.0626982,-0.231254,-0.0757022,-0.162546,-0.0484371,-0.0611209,0.204074,0.0905428,0.107725,-0.0757074,-0.15591,0.103358,-0.0413992,0.121595,0.269584,0.0421898,-0.0387396,-0.0715807,0.101275,0.195473,0.20385,0.0430183,-0.150043,-0.219547,0.117231,0.0967221,0.0848725,0.131393,-0.226383,0.0887965,-0.0834142
23,55.7169,-0.0847112,-0.265612,-0.0635291,-0.196575,-0.186657,-0.144755,-0.238828,-0.179053,0.141143,0.00776879,0.000793045,-0.000729145,0.062142,0.0282331,0.185452,-0.098171,-0.0930076,-0.0348534,0.0270599,0.0846592,0.0285101,-0.0565056,0.173812,0.0330704,0.0858042,0.0340591,0.0428199,-0.0825238,0.0413991,-0.164706,0.0951415,0.162997,0.162809,0.221439,0.242831,-0.147567,-0.0550575,-0.144223,-0.0885733,0.0610183,0.0460415,0.202689,-0.0415127,-0.111398,-0.153654,0.0810154,0.153889,0.0507613,0.0202724,0.0935408,-0.00852096,-0.0769831,0.015117,0.032763,-0.217012,0.101188,-0.0118408,0.0950612,0.0469494,0.010538,0.116279,-0.116402,-0.0193624,-0.159083,0.0454129,-0.107592,0.12144,0.120192,0.0648498,-0.144548,0.0530657,0.104444,-0.0786167
24,-55.4456,0.109616,-0.195431,-0.0142062,-0.276534,0.118096,0.0516268,0.0747822,0.0345414,-0.118942,-0.193691,-0.190719,0.119242,0.0825051,-0.0276659,-0.178827,-0.0845876,0.0390209,0.00360792,-0.0852044,0.0242942,-0.0314611,-0.113627,0.0700146,-0.0248314,0.045213,-0.127541,0.13698,0.0357646,0.172376,0.0553136,0.169127,0.170259,0.0761582,-0.262914,-0.0298189,0.194488,0.108774,0.0119171,0.0218472,0.0906035,-0.222513,0.0403066,-0.189847,0.276293,0.0574706,0.116061,0.0507311,0.146855,-0.0590514,0.0411787,0.0893492,-0.0679676,-0.0936657,0.00864982,-0.0676728,-0.0231691,0.0866183,0.155961,-0.213312,0.085905,0.154395,-0.0257027,-0.044869,0.0604482,0.101442,-0.0714398,0.00541744,-0.0845732,0.0327722,-0.0513515,0.0846711,-0.0911313,0.126969
25,54.8864,-0.0272136,0.185941,-0.0476396,-0.0860742,-0.161826,0.0414609,-0.0169005,-0.0947112,0.158072,-0.0253107,-0.307152,0.142678,0.0304058,-0.0989544,-0.0763353,0.0469366,-0.0755551,-0.0336085,-0.175423,-0.0370752,-0.0142931,-0.205921,-0.0438937,0.120438,0.0135566,-0.091395,0.0827337,-0.255885,0.122534,0.087156,-0.00124139,0.00598562,-0.153767,0.0987392,-0.123356,-0.181266,-0.0836432,-0.0107351,0.0443109,-0.00280072,0.0254543,-0.0169299,-0.0329567,0.0459109,0.0419481,-0.135493,0.0652438,0.0714961,0.150036,0.0629071,-0.0800689,-0.116496,0.123633,0.133558,0.143202,-0.169343,-0.223117,-0.0504139,0.108762,0.153807,0.126206,-0.120997,-0.163005,-0.109626,-0.139004,0.00562553,0.0538256,-0.181507,-0.0277221,0.0792075,-0.260746,0.00716524,0.130665
26,-53.9163,-0.237769,0.0561582,0.0031762,-0.154204,-0.0621051,0.168369,0.0868078,-0.0334256,-0.1625,0.237298,0.111906,0.174843,0.00473343,-0.245697,-0.0261969,-0.0753761,-0.135747,0.154567,-0.130861,0.136129,0.0929706,0.000292322,0.0431108,0.0530247,-0.0963577,0.103879,-0.122624,-0.0419564,0.147511,-0.116473,-0.177415,-0.0255737,-0.186821,-0.0594294,0.0797267,0.0494047,-0.0380111,-0.142843,-0.0627599,0.0135935,-0.0482641,-0.0330555,-0.055611,-0.122936,-0.0267393,0.175027,0.146127,-0.033486,-0.175127,0.0975152,-0.126692,0.260179,0.173283,0.0917746,-0.0173956,0.017217,0.197096,0.147674,0.0402685,0.00855368,-0.0332871,0.103754,0.0372995,-0.0554646,0.105643,0.0518928,0.0102423,-0.158947,-0.0162534,0.0357149,-0.0548747,-0.227426,0.0408683
27,51.5886,0.00303803,0.0435672,-0.039862,-0.0914462,0.184453,-0.0340145,-0.210109,0.018273,0.020954,0.220816,0.147116,0.0901409,0.090388,-0.0145133,-0.0401537,-0.000367741,0.191393,-0.110347,0.0309773,0.0518057,-0.0782366,0.0709629,0.093719,-0.0895328,0.121317,-0.172072,0.0137697,0.0821519,0.0178974,-0.207331,0.0323705,0.146923,-0.0177499,-0.211975,-0.27299,-0.132808,0.0391128,-0.0163058,-0.0982151,0.0566552,0.0315457,-0.056714,0.158074,0.0729692,0.0689317,0.169826,0.0447045,0.0753465,-0.0356488,-0.250078,-0.162592,0.0589621,-0.0235968,0.0613023,-0.0299773,-0.138163,0.0787196,-0.0615899,0.108304,-0.12493,0.198099,0.0682293,-0.125919,-0.261882,-0.243228,0.0877745,0.0157876,0.130867,0.0156126,0.13619,-0.0511948,0.0513185,-0.045619
28,-50.7013,-0.195899,-0.0612615,0.0429668,0.111577,-0.0587673,0.102984,-0.207318,-0.0507018,-0.0549548,0.00754004,-0.029311,-0.117084,0.0186672,-0.0200339,-0.154286,0.0939618,-0.0107603,-0.00707827,-0.0669041,0.0182851,-0.103142,0.159803,0.0421052,-0.136556,-0.086891,-0.0951157,-0.190532,0.235489,-0.00754434,0.0469267,0.170612,0.215456,-0.0430894,0.147913,-0.145357,-0.0192376,0.140585,0.0339368,0.0776398,0.0433049,-0.0233567,0.201045,0.188029,-0.0188526,0.0131453,0.0188324,0.0389586,-0.0843607,-0.0844914,0.112091,-0.0554932,0.0972271,-0.144874,-0.0544607,-0.0280131,0.0685732,-0.0635733,0.018091,-0.110316,0.0790286,-0.270815,-0.0115404,-0.129248,-0.00233296,0.0317553,-0.194942,0.150932,-0.242919,0.136462,0.099482,-0.185236,0.12844,0.224851
29,48.6021,0.076229,0.0166439,-0.0482331,-0.0379803,0.0682938,-0.0058145,0.0349689,0.270043,0.0776199,0.0920571,-0.353024,0.0998242,0.37964,0.0260745,-0.0692407,-0.0647545,0.0189789,0.165304,-0.0344485,0.15836,-0.182266,0.203467,-0.0874514,-0.00970189,0.193116,0.13714,-0.0354446,0.00655097,0.0966141,-0.0441867,0.00505491,-0.100388,0.0831917,0.0872552,-0.0298129,0.00219364,-0.0442806,0.072785,-0.0825918,0.0426984,0.0799292,0.129363,0.0781867,0.11315,-0.109511,-0.0431522,-0.00408092,-0.00407705,-0.037934,0.0941323,-0.0562785,-0.0460479,0.0134726,-0.0319219,0.0781161,-0.035818,-0.0436175,-0.0317406,0.0833907,-0.0575837,-0.156504,0.212474,0.247037,-0.150031,0.0683624,-0.0327499,-0.120909,-0.00684761,0.224654,-0.144376,-0.0745538,-0.0186679,-0.133767
30,-48.0602,-0.049244,0.133637,0.0769814,-0.157562,0.0383971,-0.0207435,0.196162,-0.0854659,0.139385,0.12685,-0.108701,-0.0890275,0.0160388,-0.0867963,-0.0598042,-0.00606823,-0.17569,-0.192677,0.0230666,-0.164692,0.089256,0.0240727,0.0505629,-0.0982549,-0.182176,-0.0892427,-0.0562729,0.07642,-0.0706482,-0.0990382,0.137872,-0.120777,0.0809602,0.00511415,-0.0363177,0.222653,-0.0380699,0.153409,-0.169065,-0.072126,0.282911,0.00808903,-0.0756135,-0.0751286,0.0757572,0.0428583,-0.0271306,0.211864,0.00664794,0.203519,-0.19342,-0.0190841,-0.17988,0.160293,0.0218784,0.00534467,0.0351038,0.108504,-0.017355,0.136443,0.0184875,0.141813,-0.127637,0.10478,0.0522752,0.193486,0.0748907,0.118404,0.189479,-0.00163504,0.0144846,0.172238,-0.125392
31,47.7134,-0.0445564,-0.162533,-0.122748,-0.0636872,0.219608,0.0610803,0.000485218,0.0372849,-0.0945517,-0.0600459,-0.021174,0.0873501,-0.0536945,0.00244652,-0.0390102,0.0507502,0.0171279,-0.191359,-0.129303,-0.224601,0.100622,0.0443365,0.0298602,-0.087048,-0.0835991,0.189559,-0.101427,-0.175676,0.163241,0.0493957,-0.10546,0.0289445,-0.0785271,0.0516687,-0.228563,0.0771797,0.113101,0.0602045,0.169217,0.0428705,0.0659777,-0.0997424,-0.171896,-0.0975709,-0.167626,-0.157136,0.0345816,-0.0757351,-0.219346,0.0158845,0.0770693,-0.0307657,0.227789,-0.188568,-0.105144,0.116139,-0.0698694,-0.0627467,0.075832,-0.0884961,-0.00917019,0.0469748,-0.199339,-0.140847,0.0217159,0.0609262,-0.0272129,0.220072,0.17293,-0.153036,-0.0301249,0.178563,0.0613916
32,46.1479,0.0151271,0.0221548,-0.0512198,0.0774526,-0.0423567,-0.0945159,-0.125011,-0.0423766,0.058084,-0.304579,-0.0869312,-0.0228719,-0.00481698,-0.209487,0.183583,-0.0486953,0.0618482,-0.043652,-0.0123347,0.0926757,-0.0920546,-0.0720676,-0.00129314,-0.244141,0.020662,0.0071878,0.213515,-0.0214071,0.0185421,0.0166359,-0.0620235,-0.14947,-0.0344384,0.0371315,-0.00151522,-0.0337279,0.159939,0.239457,-0.0734832,0.0254044,-0.133822,-0.167926,0.160437,-0.154798,-0.151804,0.173923,-0.0199985,0.108816,0.0153848,0.089672,-0.0474074,0.0886052,0.0752398,-0.0686266,-0.0684266,-0.195109,0.0763213,0.267542,0.116239,-0.254676,-0.0152344,0.122914,-0.125534,0.170336,0.108511,0.0164872,-0.120618,-0.135095,-0.0194035,0.0256022,-0.0769405,0.154994,-0.00193912
33,-45.0442,-0.0434949,0.0521851,0.259538,-0.0166259,-0.0156484,0.229309,0.0558669,-0.140859,-0.103643,-0.0807512,-0.1307,-0.0411657,-0.154168,0.179381,-0.0408046,0.211769,-0.158734,0.172979,0.020764,-0.0750925,-0.17906,0.0251224,0.0284976,0.0401738,0.112998,0.193547,0.0779565,-0.153173,-0.0768669,-0.27763,-0.0365471,0.0950261,0.0131118,-0.135053,0.00266259,0.098345,0.139156,-0.124098,-0.0187339,0.0616484,-0.0757689,0.0166565,0.0317596,-0.0234703,-0.0662778,-0.0753617,0.0790735,0.0532774,0.217749,-0.136691,-0.142957,-0.110495,0.0131653,-0.120315,0.0376625,-0.101591,0.131646,0.198266,0.0202598,0.0222006,-0.237973,0.0810869,-0.0800079,-0.0655402,-0.198545,0.0420607,0.0559482,0.0138695,-0.0479344,-0.134006,0.0861252,0.139987,-0.0438827
34,44.7854,-0.095368,0.194472,0.0460829,0.169419,-0.100084,0.0786672,-0.116046,0.130471,0.0359574,-0.0536007,-0.115008,0.0401987,-0.0647776,-0.171488,0.00427256,-0.00372514,0.0517743,0.0978828,-0.0778381,0.0968815,0.13619,0.267544,-0.160651,-0.0828619,0.0883161,-0.130227,0.0262262,-0.202882,-0.0520533,-0.176833,0.0193211,-0.0975411,-0.0834708,-0.159917,0.0380318,0.0221321,0.104398,-0.125378,0.177211,0.137066,0.0299432,0.0428387,-0.0657306,0.0256619,0.202026,0.000330144,0.071183,0.063635,-0.006151,0.014491,0.242511,0.107287,-0.0381309,0.00995157,-0.12465,0.1286,-0.181795,0.0196109,0.0967171,0.104626,0.141325,0.068655,-0.112064,0.0260151,0.117342,-0.176749,0.0974194,0.0705363,0.0501332,0.0959211,0.228499,0.14792,-0.227753
35,43.2434,-0.0367357,0.213216,-0.0103156,0.00832492,0.000818379,0.0514354,-0.101036,0.012318,-0.192295,-0.210734,-0.0646047,0.0118024,0.0311322,0.0426106,-0.0245106,-0.112835,0.125733,-0.0235453,0.133737,0.108107,0.0361883,-0.148775,0.29079,-0.163722,0.0908579,0.0263318,0.233954,-0.0928903,0.0106786,-0.0785275,-0.0987084,-0.109262,-0.0764656,-0.0252101,-0.11002,0.229239,-0.0318007,0.026642,-0.0387281,-0.0475679,0.212949,-0.00865862,0.120617,-0.0919821,0.0150173,-0.0625752,0.0287979,-0.122488,-0.00472906,0.130108,-0.0889249,0.0163114,0.100212,-0.0300149,-0.131817,0.164065,0.0791273,-0.135617,-0.188453,0.116863,0.0521816,-0.128666,0.300026,0.0426173,-0.202044,-0.085655,0.230339,0.0351563,0.113211,0.0663441,-0.0797845,-0.0230045,0.0170023
36,-40.4345,0.0767712,0.0306763,-0.243384,0.206226,0.0305927,0.165355,-0.0150745,-0.258858,-0.126249,0.125338,-0.198893,-0.118739,-0.0976301,0.0747057,-0.0385723,-0.0888803,0.16186,-0.0211011,0.0275789,0.0338288,-0.00516478,0.0428875,0.113195,0.201284,0.0437002,-0.0614804,-0.00518141,-0.106686,-0.0976886,0.0555754,-0.0488501,-0.0361972,0.0530869,-0.0188973,-0.12745,-0.148696,0.0497204,-0.184192,0.0856403,0.0453088,0.0487033,0.0256352,-0.155836,-0.132338,-0.151494,0.0646937,-0.0348991,0.000937388,0.0119029,0.199903,-0.169427,0.0370962,-0.295725,-0.161071,-0.0774034,-0.22546,-0.0608012,-0.013889,0.0113965,-0.0716086,0.124865,0.131369,0.096602,0.037278,0.123856,0.118136,0.00866755,0.0059905,0.100225,0.0331309,0.184451,-0.129143,0.155049
37,38.6914,-0.117326,0.104717,0.0441565,-0.0577098,0.0306803,-0.0913234,-0.001193,-0.0360843,-0.0725479,-0.00998488,0.00597,-0.130869,-0.136999,0.145405,0.0183041,0.0254997,-0.112155,0.236996,-0.218986,-0.0889202,-0.134312,0.00443272,-0.117224,0.00844118,0.0225654,0.101845,0.156823,0.177057,-0.0195924,0.149588,0.0276479,-0.107473,0.0591192,0.014468,-0.202477,-0.0066848,-0.0693445,0.126141,0.0182489,0.14941,-0.179569,0.185224,0.0924648,-0.180607,-0.171161,-0.0698404,-0.00183909,-0.00221462,-0.36738,-0.00344769,0.0422064,-0.137029,0.0356902,0.27165,-0.109542,-0.146321,0.0231064,-0.0139978,0.0587282,0.106514,0.187198,-0.0628786,0.0325825,-0.0317525,-0.0411663,0.0316748,0.0934912,0.0274992,0.0512073,0.137289,0.175431,-0.0584187,-0.138263
38,-36.6042,-0.0265042,-0.00917737,-0.156965,0.136066,-0.179938,0.11661,0.114349,-0.099333,0.121032,0.139153,0.0310396,0.131072,-0.0801058,-0.0175296,0.0721125,-0.142847,-0.148295,0.00141389,-0.0685721,-0.120032,-0.0429445,0.0546071,0.0150175,-0.0926248,0.0718087,-0.270098,0.0905677,-0.0850967,-0.0569754,0.103848,-0.0250098,-0.0741942,-0.0435505,-0.180354,0.236577,0.257877,0.070121,0.182826,-0.1275,0.0642487,-0.126504,0.0583618,0.171843,0.065003,-0.171486,-0.192344,0.0268944,-0.00226777,-0.016761,-0.0789048,-0.0561247,0.0304506,-0.150146,-0.0140449,-0.0482239,0.108062,0.110499,-0.154817,0.179712,-0.0100643,-0.0177737,-0.0364681,-0.0311474,-0.155831,-0.0657795,-0.152058,-0.130268,0.14268,0.113121,-0.0483678,-0.00391098,-0.0622543,0.267743
39,-35.7178,0.277269,0.252123,0.0711652,-0.113623,0.137571,0.0975727,-0.149656,0.10793,-0.0715641,0.0714203,0.0331761,-0.0361165,0.067979,-0.25052,-0.0813018,-0.0211489,-0.151756,-0.0991144,-0.0280038,-0.0199998,-0.0181598,-0.0378399,0.0587431,0.248609,0.109853,0.142979,0.164604,0.0661581,-0.185513,0.0453105,-0.0609433,0.0886511,0.127619,0.134108,0.128564,-0.0776141,0.183897,0.0875712,0.175854,-0.125388,-0.0561239,-0.160418,0.140743,-0.0710101,0.057365,0.107451,-0.0602291,0.0970854,-0.104417,-0.00633137,-0.136167,-0.164745,-0.00163022,0.0291764,-0.0734542,0.245148,-0.0244888,-0.0604672,0.135122,0.108422,-0.0442849,0.0824349,-0.0965632,-0.0517158,0.0772582,-0.12462,0.059089,0.0143181,-0.0272675,-0.0457646,0.123531,-0.0736969,0.160123
40,35.1641,-0.117579,0.0075612,0.0163149,-0.245453,-0.0239987,-0.211299,0.132891,-0.00325311,0.0552768,-0.154493,-0.000814015,-0.0781674,0.11617,-0.0669051,0.0698013,0.058081,0.11962,-0.0433139,-0.0935398,0.109888,-0.00244001,0.0337057,-0.164997,0.0639303,-0.157381,0.0454786,0.0942998,-0.0430566,-0.0833059,-0.144067,0.0370067,-0.0669888,-0.102632,0.19113,-0.164215,0.219259,0.085518,-0.165294,0.0200232,0.0393929,0.035372,-0.0430611,0.0688449,0.103874,-0.0289775,-0.134029,-0.11671,-0.114184,0.082715,-0.180542,-0.253816,0.0685912,-0.181565,-0.0645589,-0.234961,-0.0638747,-0.0997085,0.00442194,0.0398287,-0.0611536,-0.112116,-0.131488,-0.126816,-0.0500236,0.14321,-0.0980643,0.00533569,0.126649,-0.0358689,0.0659411,0.0525774,-0.340744,0.0255482
41,34.9014,0.103459,-0.0830294,0.216312,0.0498586,0.127461,0.0783668,0.00993759,0.0242946,0.211742,-0.0172676,-0.144214,-0.239732,0.114195,-0.00375731,0.149659,0.0402066,0.160584,-0.112756,0.0469251,-0.0159984,0.218914,-0.0170061,0.0685954,-0.0164064,-0.0962765,0.115653,-0.200012,-0.0271747,0.135127,-0.184953,-0.107968,-0.0394058,0.0564029,-0.275035,0.028222,-0.0213357,-0.0383101,0.165053,-0.000143297,0.244746,-0.0418025,0.014266,0.20839,-0.149499,-0.202409,-0.0371286,0.129431,-0.0396942,-0.00908846,-0.102844,-0.0361998,0.0373929,-0.0448433,0.113765,0.0732157,0.0651367,-0.182998,-0.0285676,-0.0179404,0.165332,0.116824,-0.00557806,0.00642679,0.0247038,0.0558573,-0.00438863,0.0755443,-0.151061,-0.127879,-0.12808,0.0319986,-0.169068,0.145012
42,33.5786,-0.0602194,-0.0257711,0.299407,-0.0889222,0.213161,-0.112995,-0.273856,0.0749229,0.0421943,0.0879606,0.147378,-0.058962,0.0301812,-0.00611631,-0.0678073,-0.129749,-0.130218,-0.0973635,0.0268691,0.143068,-0.173099,-0.127585,-0.184691,0.0171389,-0.0637478,-0.167278,-0.0743838,-0.165263,-0.0661074,-0.0141948,-0.130731,-0.0189001,0.0332985,-0.0278221,0.142683,0.267355,0.0823156,-0.0662737,0.0267009,0.0943676,0.00510151,-0.000728203,-0.180291,-0.0235135,-0.198424,0.00243785,0.069185,0.0610814,-0.00614093,0.0708303,0.0668864,-0.111836,-0.00391639,-0.151087,0.00481992,-0.138221,-0.142968,-0.120999,0.0902771,0.0123041,-0.0618746,-0.0567054,0.18399,0.0119845,-0.0105686,0.159147,-0.0317589,-0.117935,0.0512142,0.281582,-0.00653394,0.102912,0.101234
43,-32.5431,-0.182839,0.0516946,0.00572864,0.102224,0.183576,-0.0618486,-0.168149,-0.0236147,0.216403,-0.104585,-0.237476,0.253607,-0.240417,0.0291627,-0.0517488,0.178747,0.0069356,-0.0526397,0.18707,0.00100976,-0.0507905,-0.0789998,-0.0297155,0.266722,-0.182512,0.0714462,0.0111711,0.230229,0.0723317,0.0333089,-0.032349,-0.0331418,-0.148552,-0.0149219,0.19674,0.0988312,0.00551468,0.0173444,0.00395093,-0.147751,0.00977355,0.134718,0.0819118,0.0259094,0.056048,0.109039,0.126954,-0.0504909,-0.0312924,-0.163815,-0.0639685,0.00953699,0.0720179,-0.0367053,0.132575,0.00493907,-0.0714854,0.096092,-0.0378738,-0.171668,0.153943,0.0391025,0.062078,0.0137822,0.0421152,-0.0731214,0.048897,0.12488,0.260075,0.0258811,0.106908,-0.0753646,0.0562887
44,-31.5111,-0.0354933,-0.0578957,-0.134603,-0.128376,0.0642395,0.0253847,-0.0840461,-0.0589484,-0.141313,0.0147561,0.0576128,-0.00541197,-0.0297532,0.0870235,-0.132251,-0.0798936,0.0635226,-0.291782,-0.216616,0.152746,-0.0330217,0.11721,-0.209185,-0.0252076,-0.0603737,0.188273,0.154094,0.112638,-0.0642741,0.0052143,-0.0408336,-0.0616715,-0.225217,-0.0204324,0.174515,-0.115435,0.0338333,0.0447406,-0.0287652,-0.133393,0.283512,0.0272891,0.0756094,0.134908,-0.152226,-0.126145,0.068401,-0.0210081,0.10527,-0.110547,0.124869,0.12056,-0.101854,0.089763,-0.0153269,-0.129119,0.111195,0.0232616,0.050995,0.232623,0.0963925,0.0408659,0.0513132,0.0656125,-0.0789436,-0.0125546,-0.0125116,-0.195915,-0.0486528,-0.207674,0.15788,0.157673,0.0581239
45,31.2004,-0.000177069,0.00453397,0.166682,-0.0519178,-0.0767812,0.0549294,0.135349,0.00117739,-0.095956,0.0347104,0.215143,0.133688,-0.0225714,0.0438995,-0.054937,-0.0637143,0.156196,-0.0224302,-0.0173138,-0.0895525,0.00713974,0.0742946,0.19146,-0.0728673,-0.011215,-0.038027,0.166323,-0.0850752,0.186191,0.133709,-0.0665543,0.220359,-0.165415,0.142689,-0.0435236,-0.0976371,0.17409,0.0669391,-0.0911095,-0.0330344,-0.0513251,0.166671,0.0852433,-0.163285,-0.0578315,-0.0185471,0.113361,0.176277,0.201623,-0.215046,-0.0627364,-0.0599738,-0.00964558,0.0338741,0.0660497,0.00968072,-0.26807,-0.0234448,-0.0311142,0.145089,-0.0375294,0.112819,0.167357,0.128694,0.274679,0.0335732,-0.17024,0.0859994,0.126303,0.12179,0.0542509,-0.0189052,-0.140831
46,-27.4756,0.0154016,0.0263257,-0.0673459,0.1206,0.161909,0.150153,0.112068,0.017195,0.0509091,-0.208451,0.267748,-0.113146,-0.0749934,0.0952611,-0.000981668,0.0194267,-0.110216,-0.0739006,0.0200787,0.243223,-0.222542,0.0125535,-0.0341779,0.0110161,0.223422,0.0976808,-0.147501,-0.0021489,-0.0789268,0.0486484,0.0589681,-0.11723,-0.0416904,-0.138159,-0.0283585,-0.126845,0.0924092,-0.0454913,-0.113522,0.0260191,0.0490383,-0.0231002,-0.128632,0.0292213,-8.38215e-05,-0.101538,-0.0308742,0.0848566,0.0562485,-0.0106802,-0.0846335,-0.00559531,0.00881506,0.14522,-0.00329111,0.219898,-0.0812857,0.289976,0.0699431,0.0429552,0.156851,-0.191741,-0.000844055,-0.105388,0.209605,0.0463466,0.0375053,0.0337545,0.218106,0.023526,-0.287269,-0.0805901,0.0347884
47,27.3511,0.00330663,0.100058,0.152567,-0.0459119,0.0918368,-0.0197177,-0.0202287,0.0958901,0.0227317,0.103285,-0.0321578,0.176098,-0.11252,0.162697,0.292625,-0.425211,-0.0797151,-0.0481944,0.0697766,-0.00207308,0.0140273,0.0903891,-0.176976,0.0286052,0.0237053,0.0819476,0.188191,0.0135569,0.000813724,0.0379634,-0.133271,0.154919,0.0224268,-0.0733545,-0.268727,-0.0198902,-0.150515,0.0468244,-0.105788,-0.104012,-0.110085,0.0483464,-0.100319,-0.05187,0.0875672,-0.0202899,0.0708955,-0.167083,0.0229884,0.0835308,-0.124477,0.0994158,-0.196033,-0.113453,0.142731,0.125121,-0.0483155,0.046411,-0.0118729,-0.0821465,-0.0221797,-0.176249,-0.172922,0.0186786,0.0799167,-0.0547488,0.0795688,-0.164803,0.0126471,-0.125568,0.0356665,0.0991631,-0.0186851
48,-26.5976,-0.188306,-0.128871,-0.000344588,0.0794151,0.214226,-0.0774692,0.0160398,-0.0125956,-0.0410166,-0.128952,-0.0226799,0.165539,0.0664363,0.057427,0.148246,0.0266463,-0.161442,-0.0960769,0.06581,0.0511792,0.189357,-0.0719924,0.0376649,-0.0155296,0.0676738,-0.111622,-0.112915,0.061885,-0.157033,0.0686751,-0.0563838,-0.025839,-0.0244994,-0.0500352,-0.123847,-0.0412749,-0.0227654,-0.057236,0.0840362,0.0596077,-0.0466983,-0.105621,0.0847178,-0.185114,0.346871,-0.113913,0.103566,0.139079,0.0969525,0.0166421,-0.036462,-0.142375,0.0230889,0.138571,-0.149527,-0.283564,0.168731,-0.133293,0.0728028,0.130197,-0.151699,0.01287,0.160502,-0.15088,0.200037,-0.127249,-0.0999789,-0.0902097,0.0586928,-0.159291,0.0856781,0.038283,0.047623
