Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89
10,85.7929,-0.0964986,0.115292,-0.0991598,0.151075,-0.111622,-0.0957881,0.140583,-0.0327372,-0.0961133,-0.176532,0.0557477,0.0374155,-0.00957759,-0.150538,-0.159002,-0.0295174,0.000796896,0.031425,-0.123476,0.0513939,-0.143716,0.00358748,0.0579186,0.0163884,-0.122731,0.151496,-0.116949,0.0715707,0.0398187,0.0812587,0.163593,0.115015,0.132767,-0.0394069,-0.0822008,-0.113746,0.216565,-0.256597,-0.154646,0.131912,0.0442238,0.0503704,-0.0645588,-0.057399,-0.00443447,0.0386673,-0.171638,0.128212,-0.132038,0.0960699,-0.0595565,0.155818,0.131119,-0.00518527,0.198451,-0.06838,-0.111709,0.149683,0.1131,0.0369808,-0.0252731,-0.134751,0.0695108,0.00593198,0.00375637,-0.0226287,0.00426596,0.170346,0.152587,-0.00518608,0.0585157,-0.00457494,0.0996328,-0.21001,0.0322982,-0.175324,-0.0728696,-0.0167684,0.0185255,0.0969898,0.0897243,0.0555497,-0.0247939,-0.119103,-0.042899,-0.101159,0.128367,-0.0807268,-0.0146979,0.0287556
11,-84.5627,0.13632,0.0504769,-0.0392722,-0.0198864,-0.241105,0.199769,0.0994909,-0.154456,0.107255,0.1565,-0.0287647,0.00714961,0.0455804,0.0126868,0.0344587,-0.119157,-0.147587,0.00885082,-0.010015,0.186996,0.0247018,-0.127997,-0.113921,0.0274711,0.103698,-0.0873724,-0.00372256,-0.108993,0.165101,0.0699331,0.140167,-0.100513,-0.0539202,-0.103202,0.0993493,0.00024546,0.00863429,-0.238722,0.0126286,-0.153187,0.115256,0.0579614,-0.0251159,0.0810173,0.0983968,0.0443706,-0.0181506,-0.0694825,0.0411042,0.012554,-0.00630741,-0.10865,-0.165743,0.0601596,0.162983,-0.0238888,-0.115947,-0.157959,0.0443618,0.0259519,0.0602232,0.00183994,-0.11293,0.110675,-0.123439,-0.0157971,0.0575384,-0.0830938,-0.0637813,-0.0367206,-0.00249446,0.0709504,-0.187918,-0.135882,0.0667423,0.0209056,-0.00256905,-0.00947515,-0.0732769,-0.219746,-0.074808,0.0572752,0.0119692,-0.20175,0.0766233,-0.154944,0.142231,-0.121556,-0.240206,-0.0597471
12,84.3126,-0.0951317,0.0752555,-0.0276169,-0.0905969,0.00632819,0.0731278,-0.135327,-0.0018852,0.0202564,-0.118512,0.0130046,0.156724,0.0431739,0.158086,0.0104884,0.0700167,0.0312978,-0.0444433,-0.0595726,0.180194,0.110864,0.0580453,0.172687,0.0735668,0.0365146,0.16462,0.0322776,0.0504398,-0.0370297,0.0568076,0.0495887,-0.107575,0.0291785,0.289923,0.144094,-0.0708447,0.078322,0.0569898,-0.194326,-0.115639,0.0443371,-0.00652457,-0.0518833,0.153957,0.0612975,0.0219203,-0.0499683,-0.265916,0.0363097,-0.0995023,-0.0488561,0.0734122,0.0548609,-0.0535572,0.11687,0.127024,0.0486598,-0.100705,0.0460015,-0.00247433,0.226133,0.0423187,0.0196813,-0.115491,0.0547874,0.0898943,-0.117715,0.00835206,-0.167918,-0.135477,0.195847,0.0319018,0.123185,0.0764215,0.192528,0.0436865,-0.103719,-0.123289,-0.00923185,0.171175,0.0108043,0.156421,-0.0584827,0.0237659,0.20539,0.0640811,0.138217,0.00564082,-0.0527506,0.070629
13,-80.429,0.0162501,0.00117803,0.128859,-0.00907441,-0.12316,0.101781,0.0646678,-0.203079,0.183121,0.0634154,0.173845,-0.00696947,0.0286714,-0.0625974,0.0439008,0.213472,0.0595701,0.0879481,-0.233986,0.00782622,-0.0127993,-0.151428,-0.0489486,-0.0181624,-0.0226703,-0.0362034,0.307222,-0.00647489,-0.243217,0.13738,0.0125548,0.160744,-0.0811043,0.099346,0.0972085,0.0245168,0.106021,0.00437209,0.221221,0.0513567,-0.0819824,-0.0509958,0.0614749,0.0651692,0.0367181,0.0388662,0.118389,-0.0582829,-0.0688789,-0.0393188,-0.0328916,-0.199769,0.0520956,-0.189362,0.123852,-0.0120711,0.149555,-0.0194754,-0.0525553,-0.113097,-0.141885,-0.0417515,0.139392,0.0481223,-0.0472034,0.0252394,-0.0160226,0.174037,0.00593701,0.0535554,-0.045212,-0.170907,0.0532363,-0.0375332,0.000242695,-0.106994,0.110863,0.130645,0.022795,0.0457035,0.0549191,0.0366819,0.0128923,0.0455051,0.0789167,0.0502324,0.123729,-0.170528,0.0575604,0.106575
14,80.0737,-0.0117729,-0.0550412,0.15272,0.0320375,0.0542836,-0.219195,-0.0280566,0.10378,0.21887,0.0113431,-0.103651,-0.0851623,-0.0788011,0.0326645,0.0837731,-0.253942,-0.0192274,-0.112508,0.0896886,0.0597856,-0.0277175,-0.0761924,0.140108,0.191784,0.0752813,-0.0401551,-0.120118,0.103707,0.00764808,0.0209644,0.0336123,-0.00575629,0.0845644,0.0602695,-0.0599177,-0.0215155,0.126429,-0.0329452,-0.025738,0.0162835,0.020468,-0.0837242,-0.00660714,0.0154945,-0.0105307,-0.167526,0.121386,0.150228,0.0366698,-0.18516,-0.207715,0.00742877,0.0320129,-0.108944,0.122782,-0.0166501,-0.0773764,0.0667897,-0.146933,0.0695405,-0.0281389,0.060476,0.0960063,-0.0464789,-0.0768646,-0.0667361,-0.0515785,-0.0133435,-0.033537,-0.139069,-0.226376,-0.267667,-0.12695,-0.102163,0.268538,0.0755568,0.0583045,0.186068,-0.000794382,0.00165783,-0.167895,0.0747159,-0.0157034,0.0807363,0.0602079,-0.0636707,-0.0680514,-0.0414429,-0.0208762,0.153656
15,-78.2843,-0.258161,0.269931,-0.12716,-0.0146686,0.135485,0.238418,0.0865891,-0.03865,-0.072855,-0.00407425,0.0969877,-0.121814,0.026305,-0.0180676,0.0366684,-0.105451,0.093007,0.0709074,0.0742414,0.0894852,-0.0530449,0.0754977,0.194948,0.0217819,0.0146188,-0.212403,-0.0609592,0.0303938,-0.116279,-0.0932027,-0.182283,0.0395375,-0.215468,-0.126751,0.15319,0.0210335,-0.0255872,0.0111681,0.170902,0.0658751,-0.118433,-0.103618,0.0218095,0.0887357,-0.0655276,-0.116861,-0.261102,-0.0432314,-0.0173658,-0.109458,0.0495888,0.159532,0.0197667,-0.0680524,-0.040257,-0.0964312,-0.102586,-0.0550831,-0.0485964,-0.00884265,0.105445,-0.139949,-0.0356618,0.0792372,-0.191304,-0.043058,-0.227282,0.0835678,-0.00517698,-0.0427444,-0.0560155,0.048135,0.0149304,-0.00152396,0.089854,0.0165046,0.110833,0.0470041,-0.0484678,0.0332155,0.0231723,0.0498192,-0.0783877,0.0373464,-0.0770633,-0.0669064,-0.0796847,-0.104628,-0.0914475,-0.0770345
16,77.6407,0.0976413,0.145995,-0.102462,-0.101518,0.0700487,-0.0412867,-0.0773185,-0.00936533,0.106513,-0.166461,-0.254333,-0.078279,-0.0861998,-0.197451,-0.209347,0.00578202,-0.0170342,0.242875,-0.105912,-0.0350994,0.15236,-0.0334538,0.103758,-0.09597,-0.0505109,-0.0565469,-0.011783,0.105715,-0.0752218,0.0546238,0.070422,0.0508072,-0.0988385,-0.100942,0.0181387,-0.114968,0.0974208,0.135537,0.0453942,0.0415681,-0.0294636,0.118073,0.0627675,-0.114497,0.000387835,0.123476,0.0977265,0.0324306,0.0661413,-0.0526043,0.0641702,-0.126754,-0.13162,0.000664298,-0.0154215,0.0278118,-0.113042,0.185674,-0.232243,0.103944,0.0584629,0.134435,-0.166471,0.0982121,-0.0260259,0.0453438,-0.0138963,-0.0561371,-0.110621,-0.0106329,0.0437936,0.014966,0.106053,0.0390882,0.126383,0.185852,-0.197978,0.144661,-0.0402738,0.0446995,0.0497096,-0.0482614,0.000981688,-0.00183633,-0.0246559,-0.0761738,0.227585,-0.0822169,0.0741855,-0.154925
17,76.6376,-0.0624098,0.102077,-0.123613,-0.0743961,-0.0993972,-0.0267287,-0.251223,-0.0584487,0.0177655,0.206262,0.111912,0.0844776,-0.0730502,0.0432437,-0.102713,0.0837806,0.0898126,0.0793359,-0.0615753,-0.165101,0.0888227,0.115857,-0.00870371,-0.0825201,-0.0258514,-0.0436665,-0.200468,0.000683799,0.149042,0.0991427,-0.128784,0.0928654,0.0762078,-0.00724309,0.0892301,-0.196289,0.0168894,0.0680032,-0.046937,0.12272,-0.119311,-0.129962,0.0489951,0.127997,0.149119,-0.0765521,-0.0217557,0.0984934,-0.0581711,0.00180615,0.0255808,-0.157566,0.0520848,-0.0565594,-0.0311568,0.0119839,-0.0488349,-0.107989,-0.075072,-0.147541,-0.146416,0.107056,0.0431511,-0.0645673,0.0188843,-0.189437,0.135178,-0.105698,0.157702,-0.114739,0.0615131,-0.0148008,-0.0713979,-0.044172,0.0175819,-0.0754257,-0.12472,0.0259485,-0.155689,-0.0168739,0.11198,0.000428509,-0.144888,0.0974447,0.191257,-0.245957,-0.0796605,0.131415,-0.149545,0.0155706
18,-75.364,-0.0439951,-0.0148358,-0.0798559,-0.018067,-0.132385,-0.014707,0.0296843,-0.0887785,-0.112225,0.133192,-0.0690623,-0.0713539,0.00800301,0.151194,0.0803603,-0.000347618,0.0706507,-0.0817331,-0.0293228,-0.125984,-0.187191,-0.0182728,0.0327563,-0.0617176,-0.0865891,-0.235063,-0.0663008,0.234729,-0.117952,0.0581523,0.0888099,-0.138618,-0.129436,0.20995,-0.0577149,-0.0533845,-0.0332942,-0.0947685,0.0757526,-0.202583,0.149122,-0.0780524,0.158312,-0.10224,0.113139,-0.0686169,-0.0150691,0.0789177,0.0532126,-0.213984,-0.0337084,-0.0703811,0.225869,-0.0378047,0.0601173,-0.00341228,-0.10922,0.0922535,0.0708844,-0.0900715,0.068312,-0.0312611,-0.209401,0.0505289,0.0446365,0.15833,0.159305,0.113307,0.0583568,-0.137148,-0.0513979,0.12115,0.0843103,-0.0673226,-0.0763751,0.0682287,-0.181827,0.0520271,0.114561,-0.0185652,0.0812243,-0.138074,0.0790378,0.0146968,0.124446,0.101453,-0.091798,0.0238042,0.0547019,-0.0747847
19,74.6986,-0.0508215,-0.158708,-0.230937,0.132279,0.078795,0.108709,-0.0778213,-9.69331e-05,-0.0601403,-0.120621,0.0762684,0.201393,0.0122823,-0.0335025,-0.145887,-0.111092,-0.0826871,-0.0895246,0.00289189,0.00971306,0.116093,-0.139657,-0.084699,0.00582271,-0.187981,-0.0221225,-0.110829,0.14325,-0.0897811,0.131486,-0.158793,-0.0552025,-0.115684,0.0642181,0.0379961,0.0967947,0.174383,0.055765,-0.0199157,0.156467,-0.0475981,0.0674717,0.12884,0.0422598,0.0482297,0.0515169,0.0124436,-0.0851067,-0.0453056,-0.116845,-0.0962755,0.00330661,-0.0515849,-0.0146438,0.0978805,0.0106016,0.140536,0.0371223,-0.00818062,-0.0183605,-0.0611555,0.0428895,-0.0649641,-0.135431,-0.0413334,0.102252,-0.203242,-0.122818,0.0597555,0.00978786,0.00301735,-0.159828,-0.225448,-0.113652,-0.179229,-0.0737123,-0.101371,0.0704256,0.0536414,-0.203276,-0.0684169,0.112981,0.130298,-0.0812957,-0.0388192,0.170498,-0.0738003,0.0882906,-0.0651462,-0.203368
20,73.7906,0.0152953,-0.0444607,-0.148094,-0.0552194,0.0448053,-0.0149549,0.0448865,0.0418767,-0.0103712,0.0861938,-0.0787164,0.0344558,0.0151931,0.086499,0.0296347,0.0177462,-0.0481846,0.0581065,-0.0661318,-0.0728371,-0.0499875,-0.170318,-0.00460906,-0.00586716,-0.0342662,-0.0811535,-0.0392861,-0.0960522,0.0952672,0.0739061,0.103443,0.179103,-0.0730793,0.0966356,-0.213725,0.215841,-0.00227066,0.0389973,0.0300062,-0.0579293,-0.114109,0.0544865,-0.140901,-0.0526761,0.0867591,-0.156767,-0.0301779,-0.291749,-0.000569424,0.0973799,-0.041717,0.0383463,0.283132,0.0372937,-0.0847388,0.201221,-0.0367585,0.20274,-0.0627577,-0.109352,-0.122695,-0.0281981,-0.189975,-0.197667,-0.113648,-0.0557259,-0.0241462,0.0289714,0.00875046,0.156826,0.0723735,0.0858625,-0.203306,-0.031405,0.123541,0.136925,0.150395,0.029961,-0.0433527,0.10918,0.0276,0.171735,-0.119023,-0.0966775,0.0141133,-0.145566,0.0285381,-0.00778147,0.121388,-0.0173946
21,-73.156,-0.118093,-0.0774615,-0.142118,-0.0819409,0.0581789,0.0375791,-0.123783,-0.0916811,-0.0735543,-0.0763603,0.0484116,0.098286,0.0657949,-0.0375871,0.230943,0.0630114,0.25626,-0.047347,-0.049983,0.0624275,-0.0597449,0.104796,-0.0555496,0.140238,0.0161637,-0.146961,-0.0151431,-0.149271,-0.109667,-0.0327408,0.136127,-0.142383,0.0391982,-0.126839,0.109651,-0.11523,-0.00517859,0.00151507,0.0248151,0.0343118,-0.118926,0.119727,-0.0289914,0.0449677,-0.178287,0.0548029,0.198658,0.0951031,0.142448,0.16853,-0.00763729,-0.0526098,0.0459049,0.0096324,0.252657,0.0769577,-0.114325,0.0415011,0.0597786,0.02384,-0.206979,0.0393954,-0.147447,-0.0763856,-0.00211297,0.0689491,0.0667044,-0.191832,-0.127722,-0.105668,-0.173976,-0.0515993,0.0385986,-0.0662275,0.0046007,0.0101274,0.047136,-0.10457,0.151019,0.127323,0.121055,0.179171,0.0237189,-0.0150155,-0.144203,-0.112606,-0.0543618,0.0309676,0.0567598,-0.0626934
22,-70.8286,0.0582244,0.016684,0.111469,-0.0950344,0.0829821,-0.0120738,-0.110187,-0.200774,0.0235294,-0.0343005,-0.107739,0.0629301,-0.0796235,0.0901391,-0.0029382,-0.000905393,-0.0500947,-0.0507662,-0.0274194,-0.123101,-0.0571249,-0.138447,-0.175664,0.0135369,-0.0332131,-0.131757,-0.0453305,-0.159511,-0.0217448,-0.00702501,0.032771,-0.12543,0.114801,-0.0863048,-0.0517309,0.170252,0.170063,-0.0631445,-0.0282268,-0.10362,-0.0658048,-0.110379,0.0638495,-0.0322255,-0.13369,0.222685,0.0301715,-0.0332462,0.0677089,0.0264792,-0.0173981,0.0889389,0.166402,-0.0471926,-0.0609909,-0.0479845,-0.091921,-0.148011,-0.226187,0.171748,-0.000875299,-0.253035,0.0517303,0.0275908,-0.0482965,-0.254995,-0.115137,0.0510932,0.0699086,-0.268392,0.126403,0.0302917,-0.0847399,0.13587,-0.00106659,-0.201064,-0.146567,-0.019673,-0.0129675,0.106425,-0.00313775,0.00206943,-0.0345165,0.0500198,0.024039,0.122861,0.0192045,-0.0310127,0.0747343,-0.165351
23,-68.7508,-0.0443204,0.137146,-0.00933405,0.0133277,0.0567968,-0.110874,0.0382582,-0.149825,0.026956,0.166106,-0.0779733,-0.338244,-0.0448462,0.132673,0.0247888,-0.0466641,-0.0804085,-0.000518545,0.108052,0.0427013,0.108857,-0.12911,0.0958287,0.047472,-0.14406,-0.0552433,-0.0644329,-0.0673907,0.018743,-0.0015621,0.0938204,-0.0389371,0.0632225,0.136237,0.174224,0.127566,0.0249964,-0.0977501,-0.0247859,0.212573,0.0304809,0.141549,0.161745,0.0281358,0.0313766,0.036895,0.06521,-0.012237,-0.141222,0.0568786,0.16756,0.136334,-0.0610405,0.139086,-0.195361,0.0460603,0.187564,-0.0342731,0.0517868,0.0226702,-0.0654558,0.120625,-0.099672,-0.148877,-0.0648228,0.0654561,0.0509546,0.0781003,-0.15669,-0.129188,-0.0988492,-0.014432,0.0864763,-0.0847356,-0.0432571,-0.261667,0.0638642,0.0161213,0.135713,0.0213974,0.0723928,0.0148222,-0.0135131,0.0985662,0.0258826,-0.0913439,0.180964,0.162998,0.0321505,-0.0193245
24,67.5433,0.0829611,0.139768,0.0268969,-0.0846567,-0.144968,-0.145521,-0.0775109,-0.111913,0.107614,-0.0771587,0.026519,0.148994,0.131209,-0.180821,-0.0874646,0.018744,-0.0114663,-0.0818709,0.00437875,-0.101051,-0.318653,-0.0150346,-0.00882709,-0.0804499,-0.0159458,-0.0748533,0.124249,0.0979484,0.0857852,-0.0960362,0.0191214,0.0570784,-0.0135915,-0.023315,0.232436,0.0545677,0.0492457,-0.033051,-0.0580308,0.0465241,0.126775,-0.0401524,-0.131087,0.150556,-0.0970245,0.0862032,0.0606309,0.188315,-0.000114369,-0.0615101,-0.0797582,0.00914988,0.0564307,0.016893,-0.242732,0.114145,0.134554,0.0948914,0.0547143,0.0250862,-0.105736,-0.144813,-0.143063,-0.0873811,-0.0337803,0.214446,-0.134489,0.0763177,-0.147118,-0.0617234,0.028887,0.032768,-0.0604942,0.0687055,-0.0685543,0.160762,0.0439685,0.0121407,-0.127609,0.0399975,-0.148192,0.0152481,-0.0844596,0.0329705,-0.0433095,-0.0465177,-0.0432572,0.157281,-0.233122,0.022642
25,64.9878,0.0115033,0.0650095,0.138423,-0.0433757,-0.0103894,-0.0841076,0.00539943,0.0888792,-0.127644,0.0315045,-0.00758203,-0.0123252,0.194781,0.0909535,0.00309272,0.0279474,-0.0406726,0.03736,0.0765184,0.111557,-0.227485,0.054596,-0.0992474,0.211203,-0.155857,-0.0725823,-0.0453218,0.00567928,-0.0437573,0.159864,0.0469825,-0.0484436,-0.112033,-0.0862044,-0.0945332,-0.0886295,-0.197009,0.117207,0.00884781,0.0798847,0.152221,0.122029,-0.0131919,0.143752,0.183261,0.127302,0.160325,-0.0327345,-0.07078,0.191114,-0.158388,0.18808,-0.0659952,-0.12213,-0.00164834,-0.00465344,-0.00591527,-0.136211,-0.268552,-0.10429,0.0567839,0.0662547,0.0507663,0.114559,-0.120318,0.175672,-0.0734226,-0.0216141,0.169154,0.0723449,-0.0273429,-0.0837113,0.0194423,0.00833261,0.0206329,-0.0136155,-0.0619888,0.0819781,-0.0909949,0.0969086,0.116605,-0.0584104,-0.201817,-0.133457,0.0315865,0.0573746,0.03867,0.125496,0.0138452,-0.0630457
26,-64.9014,0.0353089,0.0302233,0.0108516,0.0194333,-0.00932615,-0.0654945,-0.225288,-0.0247379,-0.153513,0.0173728,0.0426647,0.0123987,0.0973226,0.072216,-0.0326694,0.111858,-0.131022,-0.0310979,0.168639,0.0388309,0.0021557,-0.211712,0.0663412,-0.13395,0.0771409,0.0645781,-0.0323894,-0.00578538,-0.252388,0.0690998,0.054054,0.0633591,-0.117454,-0.114328,-0.0168925,-0.0114438,0.130061,-0.116547,-0.0128677,-0.00672122,-0.0256844,0.0506381,-0.315266,0.0194828,0.0252165,0.0263421,0.0105025,0.181836,0.172643,-0.0706796,0.0938586,0.0223597,-0.0391504,0.0787824,-0.0345406,0.0139693,0.144765,-0.0893791,-0.0884845,-0.156495,0.168961,0.115243,0.15613,-0.0482821,0.0942001,-0.0788508,0.0573806,0.0845458,-0.122962,0.0543944,-0.184279,0.210355,-0.165027,-0.221695,0.0622806,-0.0105339,-0.0443978,0.00920091,-0.0681357,0.152756,0.138854,0.0269699,0.0852019,0.051647,-0.0436037,0.0333372,-0.147664,-0.0996632,0.0240523,-0.0980184
27,-63.6304,0.0219903,0.0244493,-0.117763,-0.0650121,0.0178762,-0.0988234,0.0505852,-0.175878,0.112029,-0.0402444,0.192146,0.0482653,0.0690617,0.100275,0.040461,-0.0174142,0.0620715,-0.11211,-0.102527,0.00548122,0.0287226,-0.0273327,0.131115,-0.0782006,-0.0909898,0.0866677,-0.0960535,0.0616827,-0.026896,-0.0586899,-0.100102,-0.0584937,0.121803,-0.0384184,-0.140716,0.0481233,-0.275007,-0.00772827,-0.0771361,0.213098,0.122393,-0.0610184,-0.0544456,0.0164127,-0.226005,0.0010213,0.131635,-0.125995,0.0475498,0.0196672,-0.117624,-0.0983787,0.0366255,0.102695,-0.182549,0.0336348,-0.134089,-0.104206,-0.0746474,0.0307089,0.0807788,0.0651953,-0.0147968,0.122697,-0.199899,-0.0307662,0.0138109,0.0558413,-0.0725931,0.0751272,0.0360732,-0.0681964,0.0905538,-0.322847,-0.217523,0.0863873,-0.0939932,-0.0615533,-0.0862165,-0.00944846,-0.0962141,0.0620231,0.0567894,0.0656808,0.139774,-0.0296789,0.00348922,-0.236647,0.130203,-0.0268309
28,63.0297,-0.0268794,-0.169468,-0.155153,-0.0914102,0.198162,-0.100967,0.203153,0.213538,0.0197968,0.152056,-0.0545999,-0.0224207,-0.166961,0.0702875,-0.0925343,0.164609,0.0498763,-0.0277096,-0.0641147,0.0115384,0.0588655,-0.141945,0.00955014,0.177831,0.121598,-0.0112781,0.1285,-0.0818273,0.0758655,-0.00170062,0.0373713,-0.024309,0.0102913,-0.034698,0.102375,-0.174894,-0.0114134,0.102067,0.193705,0.16557,0.256547,-0.00433961,-0.0393955,0.0451845,-0.0879016,0.0240026,-0.121458,-0.0200119,0.217546,-0.0608533,-0.106557,-0.0496351,0.058412,0.0839157,0.131854,-0.061946,0.0399764,0.0329092,-0.130323,-0.0345383,-0.0428369,-0.0727893,-0.0189862,-0.119226,0.036564,-0.0991787,-0.075971,0.167555,-0.0348647,-0.0842885,0.0165462,0.089194,0.0750558,-0.140557,-0.109979,-0.0451845,0.0118445,-0.0535299,-0.217062,0.0542502,0.00757251,-0.13819,0.0801864,-0.103085,-0.0123182,0.0515648,0.0549477,0.147741,-0.168476,-0.0371797
29,-61.1173,-0.00321538,0.0569305,0.119882,0.0178601,0.042756,-0.113354,0.0358511,-0.0204668,0.0322467,-0.184971,-0.0688913,0.170578,-0.25001,-0.263469,0.162648,0.0134807,-0.0320806,-0.0333714,0.106676,-0.0394931,0.143894,0.0559909,-0.000513702,-0.153185,0.075949,-0.0219931,-0.135359,0.155894,0.126202,0.000592338,0.0208177,-0.0619034,-0.00861985,0.0927182,0.124516,0.113474,-0.0705592,0.062328,0.164827,-0.0639462,-0.0461266,0.170427,0.0233303,0.0336251,0.105629,0.0935367,0.0148495,-0.0864862,0.148489,0.139733,-0.00985524,-0.0176666,0.182741,0.0794555,-0.0607965,-0.10632,0.0483988,-0.0354788,-0.0192932,-0.231481,0.100128,-0.0544191,0.0924559,0.277144,-0.031489,0.0174882,-0.0701041,0.0442734,0.079614,-0.158328,-0.017737,-0.0209198,-0.0734721,-0.211101,-0.048575,0.0518916,0.154558,-0.0201019,0.113343,0.0312997,0.168612,0.0725775,0.0740703,-0.058425,0.0439315,-0.0510221,0.0425761,0.139455,-0.0394363,0.113737
30,59.5957,-0.203686,0.158789,0.10678,-0.145318,-0.181212,0.128821,-0.00740377,-0.0508474,-0.156694,-0.0736054,0.0480825,0.0416122,-0.242826,0.0278395,-0.0672857,-0.0762782,-0.149969,-0.0458026,-0.0415084,-0.000730473,-0.0468373,-0.145799,-0.0479117,-0.0354641,-0.116375,0.206696,-0.162652,-0.270954,-0.0296927,-0.1556,-0.207586,0.0513971,0.00490486,0.157846,-0.0946574,0.031958,-0.0658442,-0.0467417,0.130869,-0.0335013,0.126207,0.179833,0.0859408,-0.142148,-0.144216,-0.0608253,0.0935205,0.0642427,0.0297433,-0.122273,-0.0851478,-0.0619238,-0.0293057,0.0339757,0.1066,0.0297404,0.0618129,-0.0285124,-0.191258,-0.0969456,-0.182033,0.0163128,-0.0807831,0.0214935,0.132268,0.0843556,-0.113345,-0.0829248,-0.0534412,-0.00969022,-0.0341181,0.0887699,0.0812428,-0.0213282,0.0855766,0.0327988,-0.0289345,-0.0718456,0.00151058,-0.0168391,0.0166332,-0.074135,-0.183735,-0.0308236,-0.0814493,0.00509845,-0.0352043,-0.0470473,-0.0553108,0.165831
31,-59.4704,-0.0358848,0.0160868,-0.100791,-0.0483217,0.0396627,-0.0163312,-0.121199,0.0925496,0.0374693,-0.0289019,-0.126884,-0.0157479,0.145224,-0.0837324,0.167058,-0.296275,-0.0143183,0.175107,0.0579584,0.0564154,0.143202,0.0499566,-0.160082,0.0119614,-0.111139,0.0636154,0.220853,-0.0337827,-0.10394,-0.0741601,-0.0659315,0.00983724,-0.246976,0.178674,-0.0852276,-0.129447,0.0515273,-0.191414,0.0989588,0.0179222,0.0816792,-0.18016,0.0229863,0.0958225,-0.0206295,0.0868094,0.159112,0.133843,0.0992714,-0.0587908,-0.0992095,0.137996,0.0473692,-0.0276725,-0.0900007,-0.0874716,-0.0529277,0.0374295,0.057867,-0.027338,-0.0543673,-0.0195402,0.049732,-0.0274254,0.110972,-0.191745,-0.0892768,-0.0390117,0.00808999,0.115833,0.119301,0.0825325,-0.0597001,-0.101628,-0.179159,0.00717293,0.0311674,-0.155881,0.100947,0.0268698,-0.0112135,-0.0506388,-0.0912446,-0.0077411,0.167949,-0.185967,0.148743,0.0647792,0.0746592,0.0442664
32,-57.9944,-0.0155763,0.0269217,0.159612,-0.06952,0.168608,-0.0175982,-0.139376,-0.161343,-0.0160529,0.154271,0.108342,-0.020825,-0.00954052,-0.101447,-0.0963623,-0.0936552,-0.0303606,0.0675173,0.000144274,0.126431,0.0768579,0.0196581,-0.143337,-0.166747,-0.0447702,0.173603,0.0946062,-0.0379512,0.224331,0.0232845,-0.0186541,-0.12786,-0.153782,0.00290792,-0.09788,0.00139127,-0.161746,-0.0232827,-0.0223197,0.219457,-0.111736,-0.113443,0.0010099,0.0347176,-0.0016605,0.127333,-0.105055,-0.0165524,-0.0155179,-0.0498549,-0.130889,-0.0455199,-0.0253904,0.0638525,0.228064,0.17041,-0.134719,0.0219583,0.0159583,-0.115056,0.100619,-0.0355242,-0.0693398,-0.100634,-0.0216393,0.0551336,0.147645,0.176112,0.139272,-0.110857,-0.0985853,0.100469,-0.00823782,0.0010483,0.0616028,0.105275,0.0691685,0.136377,0.194948,0.17615,-0.203394,-0.0145563,0.0164863,0.0999147,-0.15446,0.109972,0.0455308,0.079498,-0.0209201,-0.0548706
