Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43
29,-17.4729,0.0814419,0.0773784,0.031534,0.118424,-0.277871,0.181689,-0.105025,0.0420833,-0.147502,-0.0811828,0.0781447,-0.198622,0.122725,-0.144705,-0.0493323,-0.175991,0.104688,0.25387,-0.0686934,-0.0777356,0.180799,0.123251,-0.148961,-0.0300807,0.00315087,0.0504958,0.215647,0.110322,-0.00996177,-0.0691454,-0.285478,0.165762,0.0237389,-0.210429,0.200712,-0.278963,-0.0884434,0.181186,0.20486,-0.135802,-0.174198,-0.166451,-0.0694481,-0.216579
30,17.36,0.122666,-0.120613,-0.170625,-0.274146,-0.00916077,0.141778,-0.0983035,-0.0957187,-0.112001,0.00833058,-0.119425,0.0524158,0.149306,-0.308919,0.184679,0.290612,-0.244662,0.148405,0.00189741,0.0427986,0.0336976,0.0809515,-0.0806889,-0.101042,0.192189,0.256166,-0.0264991,0.0345727,-0.205396,0.0825101,-0.0655296,0.245014,-0.108191,0.0243687,-0.200809,0.152885,-0.236961,0.111829,0.00699773,-0.112119,0.221764,0.0630687,-0.0917481,0.128319
31,-14.7159,0.315584,0.100122,0.113774,0.135465,0.0223724,-0.123885,-0.102014,-0.00200198,0.13275,0.105459,-0.201646,-0.0653478,-0.0262281,-0.177546,-0.149784,-0.0869001,-0.00875685,0.0733938,-0.211414,0.220679,-0.294931,0.114409,-0.112632,-0.0349269,-0.0690166,0.138986,-0.184971,0.0961277,-0.138963,-0.250755,-0.0281992,0.205992,-0.219741,-0.197618,0.173136,0.0674852,0.115665,-0.222913,-0.155297,0.187477,0.0119506,0.00928654,0.213544,0.0336525
32,14.1552,-0.105374,-0.187407,-0.0932801,-0.023929,0.190712,-0.0934118,0.166769,0.0297747,0.179292,0.0371425,0.0175892,-0.0757586,-0.0524451,0.180488,-0.0315225,-0.210604,-0.0974767,0.21319,0.295013,0.00187883,0.264161,0.0694714,-0.174714,-0.309461,0.0209751,0.104942,-0.242651,-0.174807,0.215099,-0.118895,-0.247598,0.102415,-0.142757,-0.151722,-0.100491,0.0584687,-0.0186449,-0.152652,-0.0402416,-0.00692138,-0.126696,-0.171616,-0.12297,0.177834
33,13.0181,-0.0926503,-0.23888,0.147664,0.211836,-0.142943,0.114677,-0.132631,-0.285671,-0.0807748,0.00208182,-0.0392068,-0.119898,-0.0606772,0.15497,-0.0512945,0.259383,-0.0177639,0.0299333,0.242499,-0.0660122,-0.00258975,0.01896,0.25669,0.186094,-0.00341043,-0.083162,0.150203,0.0421917,-0.0654354,-0.371287,-0.258143,0.0880677,-0.0579344,-0.00761458,-0.00859076,0.30601,0.0175077,-0.0947392,0.0113264,0.0388216,-0.159575,0.250977,-0.0642789,0.0338857
34,-12.5542,0.114477,-0.00882576,-0.0755732,-0.0635471,0.136479,-0.276861,-0.031056,-0.0728816,-0.328295,0.146318,0.0175693,-0.0785367,-0.0505429,-0.0461397,0.0508992,-0.244557,0.0698567,-0.346576,0.211101,-0.17658,-0.0128171,0.152478,0.0603706,0.0993801,-0.175813,0.16705,-0.147079,0.0906557,0.0582754,0.113083,0.0399234,0.2781,-0.221475,0.139892,0.0520868,0.00151002,-0.0067677,-0.0654564,0.153972,-0.0933226,-0.0410927,0.171331,-0.197175,-0.270751
35,-11.5233,0.0239195,0.108546,-0.269015,0.311111,-0.0273165,-0.148195,-0.0384886,-0.0952527,0.200532,0.0264407,-0.031623,0.080773,-0.0929104,0.0252726,-0.106264,-0.13195,-0.190348,-0.0913846,-0.156451,0.117771,0.114569,-0.0176005,0.34291,0.189419,-0.110744,0.271183,0.20677,-0.214109,0.0785494,0.0427977,-0.0289564,0.206203,0.150917,-0.182048,-0.17131,0.0650597,0.0279635,0.161418,-0.140241,-0.244043,0.114566,-0.111417,-0.045209,-0.00881129
36,-9.26869,0.101426,0.0569843,0.221574,0.201818,-0.0641985,-0.0174153,0.198574,0.137162,0.100008,-0.092651,0.368243,-0.160727,0.0994646,0.164338,0.288051,0.0241515,0.119851,0.110883,0.0233986,0.151213,0.156782,-0.253264,0.120956,-0.115087,0.0258564,0.182611,0.040105,0.0566544,-0.146109,0.171609,0.00171633,0.173753,-0.160792,0.11814,0.238159,0.124167,0.0989302,-0.0402397,-0.109938,0.0182639,0.284631,0.126039,-0.119669,-0.000968565
37,7.29661,0.0718687,-0.157355,0.0230285,0.082883,0.144096,-0.118293,0.180738,-0.0706591,-0.0457325,-0.0450076,0.0100531,-0.107352,-0.245684,0.0448998,0.0255693,0.382803,-0.190044,0.106834,0.27081,0.124968,0.0276453,0.108315,-0.122148,0.222916,0.0324869,0.186969,-0.0419372,0.0486176,0.150704,-0.0224496,0.143793,-0.105541,0.141569,-0.134177,0.263314,-0.237835,-0.168881,0.0328258,-0.06826,-8.12545e-05,0.162213,-0.0842276,0.183988,-0.301208
38,6.45798,0.0283821,0.0485794,-0.0882357,0.0783609,-0.266045,0.133044,0.20235,0.375533,-0.121848,0.138368,0.0565749,-0.218993,-0.0900002,-0.00769495,-0.207576,0.0595913,-0.1166,0.119594,-0.0512094,-0.057739,-0.0796862,0.160499,0.077756,0.00415819,-0.00175739,0.084662,-0.194193,-0.158337,0.204922,0.0621776,-0.0134736,0.0132482,-0.0827702,0.236907,-0.136,0.154421,-0.0231883,0.357903,-0.133065,0.249513,-0.129108,0.180379,0.119204,-0.08357
39,-5.02412,-0.0738198,-0.106615,-0.064477,0.128579,-0.206294,0.00878582,0.119287,-0.112414,-0.0493002,0.1685,-0.108665,0.200728,-0.116724,-0.14496,0.156801,-0.148677,0.112113,0.167966,0.00805082,-0.03523,-0.0572535,0.0931208,-0.0778547,-0.0281874,0.0995029,-0.164735,-0.19867,0.00441387,0.127861,0.215647,-0.11797,0.0712744,0.346469,0.00287858,0.235389,0.422621,0.161171,-0.0757094,0.155596,-0.15604,0.189677,-0.0145522,0.172978,-0.0950235
40,4.67415,0.0754051,-0.21404,0.0376456,-0.106283,0.142884,-0.175537,-0.239053,0.0949092,0.243325,-0.138363,-0.00136036,-0.253844,0.283456,-0.128017,-0.042658,0.0890366,-0.0356007,0.104519,-0.212286,-0.0693543,-0.00981144,-0.00201552,-0.107082,0.139259,-0.249489,-0.0100253,-0.0686506,-0.115646,0.302842,-0.00867803,-0.0804662,-0.0586848,0.288482,0.0436627,0.111193,0.0628527,0.0766114,0.0094392,0.0968943,0.063285,0.1274,0.259445,-0.299375,-0.00172754
41,3.88496,0.0815061,-0.018084,-0.272865,0.211468,0.00431271,-0.0179679,0.146771,-0.00790428,-0.17623,-0.447487,-0.296973,0.0162348,0.0352784,0.217236,0.167591,-0.0713218,-0.0289667,0.233904,-0.00235612,0.177546,-0.109804,0.186885,0.106432,0.117006,-0.186672,-0.27257,-0.101909,0.109188,-0.0710294,0.178626,-0.00199386,0.0992787,-0.0335291,0.0543619,-0.0466454,-0.161586,-0.055413,-0.0318992,0.0497074,0.155177,0.00363808,0.0301547,-0.137431,0.174321
42,-3.07589,0.298126,0.125348,-0.264083,0.0601354,-0.0660846,-0.0372793,-0.313021,0.0833177,-0.0106943,-0.00437542,0.0709755,0.107441,-0.00644853,0.294801,0.133337,0.182927,0.224576,-0.260931,0.177363,-0.00424294,-0.0601324,0.0609481,-0.32962,0.0758294,0.0696372,0.0833823,0.117124,-0.170798,0.0665048,0.122749,-0.323431,-0.088987,-0.0286215,-0.0488262,0.0368802,0.0781351,0.0739402,0.0963703,0.0208383,0.18831,0.0645802,-0.0621276,0.098031,0.138113
43,-2.02908,0.10959,0.019208,0.282537,-0.12546,-0.0541537,0.0577521,0.26943,0.158482,-0.0127962,0.175004,-0.0369648,0.188704,0.0420133,0.240842,0.0693139,0.0413417,0.0462971,0.0692436,-0.161509,-0.141543,0.0575938,0.0329436,-0.0446301,0.432538,-0.136065,0.158078,-0.130367,0.0564279,0.0565146,-0.0134423,-0.0214004,-0.00934253,-0.0991299,-0.267073,-0.0976502,-0.0367184,-0.0407457,0.0129405,0.266339,-0.230171,-0.000493906,0.125728,0.0757941,0.317097
