Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93,Eigenvector_94,Eigenvector_95,Eigenvector_96,Eigenvector_97
20,78.0179,0.0156886,-0.0467341,0.168039,-0.0741332,0.0388486,-0.00165045,-0.011932,0.028168,-0.00160069,-0.113766,-0.0711355,-0.0961608,-0.190896,0.0852591,0.0229294,-0.0297336,-0.170126,0.102261,-0.139059,0.108263,-0.149677,0.0248122,0.072378,-0.154866,-0.139587,-0.0280168,-0.148696,-0.158935,0.0140552,0.227528,-0.0803911,0.102621,-0.0330372,0.0548528,-0.168549,-0.135067,0.0650692,0.116683,-0.0954481,-0.0423046,0.176287,0.0602311,0.0404277,0.0440421,-0.0192904,0.114333,0.140201,0.150943,-0.0277599,-0.15584,-0.0653019,-0.0866898,0.10645,0.00813086,0.0974585,-0.0699988,-0.205545,-0.055175,-0.0978313,0.0681377,0.00658437,-0.0922511,0.121884,0.0365464,0.033339,0.0097032,-0.0697541,0.148704,0.0643097,-0.144262,-0.0991153,0.205472,-0.00303778,-0.122668,-0.0380703,-0.14253,-0.193402,0.017314,-0.00618692,0.0179472,0.0444669,-0.0447518,-0.0244077,0.0328389,-0.115524,-0.026155,-0.0372036,-0.121333,-0.155832,0.0330387,-0.124009,0.0370694,0.210655,-0.0154687,0.0491917,0.0508374,0.0319874,-0.0234341
21,-76.9981,-0.122745,-0.0558851,0.025346,-0.109479,0.038574,0.0347466,-0.0901362,0.16959,-0.0975359,0.0811599,0.169246,-0.1027,0.0138742,-0.0855427,-0.104752,0.0998411,-0.0618608,-0.232652,-0.0425756,0.0842477,-0.0678568,0.0875178,-0.108259,0.0237964,0.0273572,-0.0698561,-0.114273,0.0491726,0.247342,0.0470865,-0.167805,0.165628,-0.124604,0.0163006,-0.0665764,0.164639,0.105146,-0.0286377,0.0711323,-0.252023,0.199837,-0.116855,0.133772,0.152807,-0.0649483,-0.051081,0.0663945,-0.170423,-0.0237043,-0.059527,-0.0242628,-0.101752,0.0191431,-0.0260238,-0.0767672,-0.161824,-0.00665941,0.0773063,0.0112624,-0.143642,-0.0791102,-0.063767,-0.0401776,-0.0945137,-0.0234002,-0.0164852,0.0693515,-0.15838,0.110902,0.0201684,-0.0910704,-0.0139535,-0.041384,0.0989258,0.0439184,0.0811429,0.00989849,-0.0633739,-0.0464264,-0.0234916,-0.13576,-0.092386,0.0238348,0.180253,0.0514868,0.0451008,0.0360561,0.0970285,0.133487,0.0106301,0.154874,0.0142664,0.104424,-0.029815,-0.117503,0.172813,0.026013,0.0566114
22,75.8529,0.0345247,0.118768,-0.00774765,0.0159837,-0.0614923,0.0848356,-0.0110674,-0.0556239,-0.00253963,-0.0373158,0.053561,-0.0138419,0.000466645,-0.161967,-0.122852,0.0651339,0.040452,-0.142245,0.158442,-0.0158883,-0.0026923,0.0546082,-0.0108921,-0.0706105,-0.0558644,0.108528,-0.0976494,-0.089867,-0.0855147,0.00260927,-0.0278995,0.0413835,-0.0589926,0.0238393,-0.00193299,-0.127592,-0.113605,0.184106,0.047445,-0.190018,-0.113131,0.0389788,0.0140798,0.0807497,0.128922,0.191022,-0.000905467,-0.169364,-0.0919269,-0.0699996,-0.0771529,0.165555,0.0482427,-0.181579,0.076472,0.0249177,0.0223733,-0.160229,0.318433,-0.032657,0.0526537,-0.111212,0.0907232,0.212012,0.0468804,0.131588,0.0482479,0.00714731,0.0113042,0.028157,-0.109579,-0.00696171,0.188228,0.0815984,-0.110685,0.0235232,0.000897729,-0.146017,-0.0806691,0.240021,-0.202437,0.00864235,-0.0816348,-0.154409,-0.151998,-0.103713,0.0547044,0.108193,-0.0508873,0.0556412,-0.0673794,0.0481554,-0.074029,0.00623148,-0.0165263,-0.0235622,-0.120155,0.010535
23,-72.1057,0.0324886,-0.0618648,-0.00210329,-0.0890484,0.190223,0.218316,0.0190855,-0.193304,-0.0351769,-0.0675123,0.123431,-0.0750454,0.0780067,-0.0225465,-0.140675,-0.0313025,0.0664088,-0.15112,0.0545328,-0.165989,0.0490742,0.055566,0.14864,-0.0376512,0.0959522,-0.138877,0.0192053,0.0105389,0.0822598,0.0565381,0.022668,0.0235308,0.00430947,-0.0817802,0.0656494,-0.13179,-0.106524,-0.0216767,0.00712219,-0.177047,-0.0513757,0.115604,-0.000106875,-0.100379,0.0380014,0.0215739,-0.206447,-0.110583,0.0865219,0.100622,0.05907,0.0718512,-0.0758731,0.156298,0.0630018,-0.0538711,-0.085709,0.014545,-0.202118,-0.219479,-0.0273143,-0.0432003,0.0307552,-0.110626,0.0513493,-0.0636116,0.0888519,0.0111848,-0.193453,0.0351092,0.0340106,0.110229,-0.0895348,-0.199275,-0.125609,0.0568188,-0.0189289,-0.076235,0.0460117,-0.0742188,-0.0807489,-0.132397,-0.132627,-0.0980699,-0.029687,0.106393,-0.00146566,-0.22254,-0.11828,0.0675035,-0.0464961,0.11486,0.0384637,0.213002,0.0161879,0.081161,0.0812625,-0.0167201
24,70.3405,-0.0653498,0.0853032,-0.116816,0.10257,0.123465,-0.0634654,0.123253,0.136557,-0.123572,0.0768482,-0.0451535,0.0768169,-0.0561025,-0.102032,0.0264272,0.0875473,-0.0403951,-0.104547,-0.0116503,-0.155221,0.075597,-0.0368165,-0.0253902,0.0348993,-0.169218,0.0400274,-0.0530759,0.0929223,-0.135605,-0.0629768,-0.142742,-0.0611025,-0.0356611,0.0547175,-0.134281,0.0640279,-0.0421762,-0.0571118,-0.00596484,-0.0439948,-0.000528495,-0.00956084,-0.0761818,-0.148081,-0.146882,-0.122105,0.00521143,-0.0746536,0.106184,-0.0278095,-0.135328,-0.148126,0.118865,-0.0794846,0.231698,0.149593,0.114784,0.0535014,0.0371066,-0.227031,0.205676,-0.0648854,0.116574,-0.0871872,-0.0919723,0.0644612,-0.250335,0.0282914,-0.0662033,0.0402546,-0.0659759,-0.0917503,0.00806537,-0.130742,-0.0682067,0.0482941,0.0789027,0.136519,0.172743,-0.0827677,0.0906599,-0.104696,-0.0716921,-0.0214755,-0.0552837,-0.132038,0.182997,-0.0170488,-0.0596463,0.0071483,-0.0803337,-0.00679716,0.213825,0.00720441,0.0433341,0.0592342,-0.0779273,0.102614
25,-69.9024,-0.0822258,0.0629973,-0.0823536,-0.134351,0.149146,0.035023,0.169331,0.0144486,-0.0090302,0.0707529,-0.1819,0.00421817,0.000384046,0.0284762,0.152484,0.162583,-0.0256795,-0.057148,0.0540681,-0.105996,-0.153231,-0.0263607,-0.167642,-0.0392171,-0.00474033,-0.151944,0.153405,0.000332236,-0.0837457,0.0536526,0.20618,0.23902,-0.0510263,0.0618702,-0.144312,0.0927104,-0.0587404,-0.132836,0.0474322,-0.0233596,-0.115186,0.0246557,0.0627272,0.0265641,-0.0497656,-0.063157,-0.0352496,-0.071346,-0.0740202,-0.0149443,0.177448,0.0853668,0.118766,0.0775524,0.167387,-0.153697,0.0953236,-0.0915667,0.0976777,0.037966,-0.00598502,0.00542348,-0.0626152,-0.0885848,0.06853,0.163503,0.128985,0.115113,0.25414,0.0240597,0.0495958,0.120738,-0.0993627,-0.0389474,0.00251803,-0.0815736,0.0420649,-0.119965,0.054574,0.00749799,0.148501,0.130215,0.00723548,-0.093624,-0.0518609,0.190776,-0.069751,-0.0768898,0.081048,0.0636416,-0.105576,0.0108222,0.00401673,-0.0670425,-0.116545,-0.0389329,-0.133697,0.0995742
26,-69.2178,-0.0856198,0.072611,0.0588483,0.0475763,-0.103522,-0.075721,-0.0401903,-0.121417,0.0522794,-0.015714,-0.00537198,0.0199587,-0.117151,-0.160735,-0.160279,0.077235,0.0682693,-0.0465769,-0.0326748,0.0619131,0.144796,0.060257,0.0112671,-0.0953651,-0.052237,-0.0670617,0.180438,-0.0434596,-0.0336179,0.0748701,0.0519881,0.0240134,0.0677925,-0.0864853,0.0786794,0.126148,-0.158125,0.143863,-0.0484674,-0.113137,-0.0241863,-0.153665,-0.222126,-0.0930172,-0.0817083,-0.0391361,0.0194487,0.171698,0.0815528,0.0323367,0.0158766,0.0313405,-0.118954,-0.112761,-0.0409354,-0.0964288,-0.168793,0.114541,-0.0468221,-0.00937829,0.0667805,0.208251,0.00399113,-0.0223193,0.0252121,0.209655,0.191565,-0.0551544,0.201661,0.117315,0.182188,0.0404812,0.128654,-0.109027,0.151654,-0.0632082,-0.00365144,0.127707,0.003842,0.205266,0.0292959,0.038167,0.0456979,0.0726344,0.0392829,-0.0522895,0.108239,-0.0861454,-0.0814151,0.0614115,0.087368,-0.0224115,0.196473,0.0569164,-0.0143338,0.126261,-0.0408378,0.154711
27,-68.0363,0.00888568,0.0820317,0.021217,0.126785,0.097916,-0.0612211,-0.0636779,-0.01244,0.169724,-0.143154,-0.0246183,0.0942717,0.0687221,0.0946809,-0.0604034,-0.0619214,-0.127195,-0.162359,-0.0296455,0.119679,-0.00146454,-0.123576,0.0214696,-0.0108366,0.0739783,-0.029135,-0.012753,0.0554783,-0.0878995,-0.191274,0.0732183,0.110315,0.057056,0.166465,0.00572327,0.0244857,-0.0872297,-0.0136162,0.0542317,-0.0398446,-0.0971076,0.094923,-0.0473201,-0.197559,0.10645,0.0845404,0.113679,-0.0883797,0.118981,0.140712,-0.0222351,-0.106982,-0.00163343,-0.0963203,-0.00779995,-0.0495105,-0.106557,0.0587989,0.0616192,-0.0655469,0.0956916,-0.0741378,0.109772,-0.163862,-0.139731,-0.161739,-0.13611,-0.0416031,0.0808678,-0.272743,-0.125683,0.00502795,0.00505967,0.0219496,0.0600844,-0.0718757,0.00154041,-0.0651378,0.0212963,0.219394,-0.0619565,-2.01891e-05,0.0673391,0.0779454,0.0764404,0.122065,-0.235651,-0.150742,-0.0214728,0.150966,0.0681508,-0.2405,-0.0927436,-0.00744524,-0.129878,0.069417,0.0087164,0.0525548
28,67.4465,0.0761951,0.0177313,0.0692258,0.0473893,-0.00199355,0.0802886,-0.179275,0.0036169,0.0252997,0.0590695,-0.0015902,-0.216542,0.0604741,-0.146387,0.0332482,-0.0458412,-0.0486446,-0.127604,0.0344894,0.131771,0.0604386,0.00907933,-0.0665619,0.0732864,-0.0231934,-0.00316257,0.202771,0.0867817,-0.0311706,0.144098,-0.00641896,-0.193915,-0.0522246,0.249962,0.012757,-0.0374514,0.0358115,0.0195673,0.0365048,0.0741272,0.0203498,-0.0316401,0.144143,0.0627706,-0.081164,-0.0727561,-0.190172,-0.0537274,0.0575359,-0.114219,0.0100858,-0.012315,0.0880009,-0.0160574,-0.0487072,0.0305494,0.308835,-0.00121369,0.0536055,0.0398609,0.0343678,0.111667,-0.00414468,0.016302,0.010165,-0.02608,-0.0492603,-0.186671,0.0259847,-0.00345962,-0.109375,0.312362,-0.0862738,-0.140655,0.123126,-0.14419,-0.0056799,0.0613864,0.0395017,0.152129,-0.00187873,-0.0504759,0.11354,-0.127714,-0.0657186,0.0369932,-0.049084,-0.054289,-0.151559,-0.113589,0.0995105,-0.155464,0.0653656,0.154253,0.0825483,-0.0795131,-0.0241059,-0.145259
29,-66.1959,-0.072967,-0.084311,0.159795,0.0268557,-0.00952784,0.000616708,0.0721831,-0.169555,0.182838,0.0708572,-0.0767027,-0.0546349,0.0883588,-0.179073,0.207986,-0.0494507,-0.0139881,0.0324769,0.0158471,0.0739852,-0.176295,-0.0473266,-0.105466,0.00399239,-0.0299316,-0.051751,0.0202104,-0.122879,0.0119267,0.0951409,-0.176304,0.0587209,0.124561,0.231,0.0551862,0.189173,-0.103088,-0.136009,0.0352548,-0.1342,0.0435761,-0.0377195,-0.0725234,-0.11194,-0.1678,0.032506,-0.0850363,-0.0104953,-0.260944,0.122019,-0.066249,0.026552,-0.0216504,0.0712445,0.0424212,-0.0261135,-0.137705,0.0592566,0.209994,0.037268,-0.124583,-0.0138925,0.060163,-0.00918821,-0.0636476,-0.120335,-0.0625493,0.0288723,-0.0386689,0.0225586,0.0517438,0.0878985,0.133875,0.0436399,-0.00714738,0.100822,0.0540744,0.18468,0.0562977,-0.0555882,0.035879,-0.0921891,-0.0723339,-0.136023,0.148424,-0.17111,0.0394197,-0.0266774,0.0228008,0.0921678,-0.0179029,0.0828017,-0.160313,0.0636587,-0.0151303,0.0733356,0.0841494,-0.167767
30,65.814,0.0346505,-0.0537839,-0.0503315,0.0226938,0.102575,-0.0441138,-0.000914037,0.123238,0.0541199,0.152957,0.0498443,-0.0883871,-0.0611687,0.137522,-0.0380489,0.100994,-0.144519,-0.0183998,0.0596688,-0.114382,-0.0230789,0.0284251,-0.0501915,-0.0646092,0.0974698,0.0105732,0.138895,-0.146086,-0.120791,-0.111284,-0.300515,-0.0241393,-0.0911231,0.165289,-0.0137546,-0.177086,0.0572854,0.105474,0.015005,0.134011,-0.111719,0.0125968,-0.0187334,-0.0277235,0.0280026,-0.151253,-0.0954834,-0.0361922,-0.0304058,0.0909829,-0.0782453,-0.0413475,0.0421597,0.0228286,-0.0810278,0.0810811,-0.166911,0.097441,-0.113296,-0.104546,-0.0348131,0.241207,-0.0538737,0.14888,0.00312717,0.0737763,0.241988,-0.0173159,0.0734341,-0.10304,-0.0643246,0.129847,0.140575,-0.0207788,-0.122002,-0.0169837,-0.145995,0.00140674,0.0400374,-0.0863346,-0.0595597,-0.213327,0.0875359,0.0330417,0.146968,0.00642958,0.0646429,0.0388078,0.0835594,0.106926,-0.121557,-0.0539153,-0.163595,-0.0826037,-0.00939198,-0.0629527,-0.13787,0.0983048
31,63.1917,0.0537242,-0.0552713,-0.0431354,-0.151211,-0.0166013,-0.0233629,-0.0895049,0.0274873,0.058788,0.0727254,-0.0935906,-0.107736,-0.0133504,0.131009,0.113148,-0.041332,-0.0482663,-0.101739,-0.0435169,0.025293,0.14545,0.090933,-0.0501663,0.0814614,-0.178656,-0.0506237,-0.0184847,0.0871654,0.0469584,-0.14287,0.0224743,0.100905,0.0845316,-0.103195,0.19424,-0.122281,-0.061254,0.256213,0.23663,-0.036563,0.0681812,-0.0126434,-0.070341,-0.0697772,0.085096,0.0596822,-0.135641,0.00915075,-0.00530384,-0.1211,-0.0959541,-0.139865,0.0986446,0.24426,-0.0261856,-0.0394067,0.0461646,0.0979293,0.144644,0.0188011,0.136156,-0.0571823,0.186642,-0.111094,0.0265487,-0.0692557,0.0339827,0.141907,0.0351195,0.0769906,0.214186,0.0979655,0.0946545,0.0943874,-0.046804,0.180266,-0.154786,-0.00906679,-0.0124893,-0.108056,-0.00135743,0.133268,0.07951,-0.107335,0.100589,0.0387338,0.00334589,0.0723669,-0.0111494,-0.157974,-0.0632501,-0.164819,0.0546072,-0.0282546,0.0127091,0.115468,-0.0849953,-0.00150631
32,-63.1611,0.027132,0.0667929,0.0233829,0.0281108,-0.0836124,0.177637,0.0356968,0.116087,0.22482,0.0735772,0.127985,0.182724,-0.0512987,-0.0788818,0.0659864,0.137282,-0.00195378,-0.0877757,-0.119416,-0.133593,-0.0594263,-0.248706,-0.0110947,-0.249038,-0.14876,-0.0176444,-0.0758521,0.0807781,-0.095571,0.12535,0.019649,-0.131479,0.110866,-0.118459,0.068479,0.029056,0.186863,-0.0784771,-0.168593,-0.0545586,-0.0590573,-0.0648476,-0.0368336,-0.0457401,-0.00952024,-0.0954596,-0.11257,-0.106719,0.00269965,-0.0222077,-0.108015,-0.083061,0.0483666,0.0831483,-0.0856006,-0.0472925,-0.0366019,-0.0273525,-0.026875,0.049629,-0.0234654,0.119736,-0.133397,-0.00755241,-0.0366332,-0.0645917,-4.82373e-05,0.0795943,-0.0603384,-0.10807,0.0513654,0.0817731,0.0485672,0.201155,-0.102746,0.109236,-0.0757231,-0.184511,0.218935,0.0982836,-0.0822369,0.152499,0.22374,0.0343269,-0.101878,-0.00246808,-0.0494995,0.0155163,-0.0630158,-0.0171945,0.0478753,0.103526,0.0781082,0.10905,-0.0116844,0.0321618,-0.0140195,-0.0549889
33,62.8732,0.0374321,-0.0267461,0.0377804,-0.0557221,0.0260295,-0.0270437,0.0238015,0.00389587,-0.0996543,-0.0707551,0.00266452,0.0520756,0.0660359,-0.161141,-0.191471,0.176531,-0.0727328,0.0597422,0.0604318,0.0772797,0.0324218,0.192801,-0.0645701,-0.0933432,-0.175148,-0.183808,0.0149757,0.00036212,-0.0947763,0.112762,-0.0282179,-0.114095,-0.0355132,-0.0683041,-0.0226086,-0.0026412,0.0820124,-0.00526968,-0.0725587,0.0656562,-0.106225,0.016279,0.0685576,-0.0497446,0.00972326,-0.0519235,-0.066116,0.018867,-0.1384,0.0113114,-0.144601,0.0843047,-0.0635547,-0.0219534,-0.0112522,0.0589837,-0.0312404,-0.0631148,-0.0248668,0.162244,-0.0118857,-0.129647,0.09579,-0.115778,0.0841365,-0.0420172,-0.104758,-0.182368,0.00490845,-0.14383,0.177833,-0.0291919,-0.153107,0.0722418,0.092827,0.100169,0.0245571,-0.055658,0.0677844,-0.0124944,-0.0568904,-0.109509,0.0842907,-0.220049,0.167672,0.138179,0.0532475,0.0658646,-0.139112,0.0391789,-0.117861,-0.11361,-0.0628588,-0.265904,-0.0208171,-0.000855241,0.262947,0.225416
34,61.6231,-0.0207718,-0.0838715,0.0695641,0.0164846,-0.0626389,-0.11813,0.040649,-0.0663136,0.0354039,0.0433604,-0.0534298,0.0231264,0.0548742,-0.0476568,0.151731,-0.110397,0.00388353,0.238727,0.192195,0.026567,-0.0455135,-0.0416621,0.0478465,-0.18649,0.158518,-0.0873534,0.112847,0.0992647,0.0651849,-0.0610831,-0.0118655,0.00266378,0.01776,-0.179052,0.15463,0.064612,0.0270889,0.0885083,-0.152696,-0.0177476,0.163487,0.109476,-0.0910836,-0.0294948,-0.0822001,0.1096,-0.0293713,-0.158254,0.065596,0.100323,-0.150646,0.112136,0.19713,-0.136952,0.0320999,0.0675735,0.184356,-0.0740287,0.0463267,-0.145666,0.0128564,-0.0162587,-0.0288611,0.0360281,0.0637091,0.0199014,0.0121244,-0.0580283,0.131168,-0.115129,-0.12566,0.0905962,0.0404622,-0.00272387,0.124509,0.0585989,-0.0722535,-0.14785,0.0340035,-0.142067,-0.0557824,-0.0386662,-0.107145,0.131587,0.240759,0.0714518,-0.0259619,-0.0253052,-0.198007,-0.159407,-0.0203842,0.102824,0.138021,-0.0563549,-0.111222,-0.00104013,-0.106678,0.0568115
35,-61.3979,-0.0761697,0.153535,0.0628751,0.167008,0.1114,-0.200682,0.0198474,0.129142,-0.0540755,0.0768581,-0.229373,-0.117602,0.198767,0.0568307,0.0379472,0.0948764,0.18666,0.0695009,0.0096552,0.136869,-0.0904343,0.161559,-0.0209795,-0.172105,0.00570679,0.0407434,-0.027782,0.203059,-0.157143,0.134598,0.054725,-0.0688629,-0.034269,-0.151941,0.0135002,-0.151929,0.0272949,-0.0427233,0.0198491,-0.112664,0.160776,-0.0479335,-0.184487,-0.0162967,0.0841096,-0.121129,-0.0611494,-0.0485504,0.069157,0.0211566,0.0763373,-0.110832,-0.0494941,-0.0711325,-0.0417882,-0.0640003,-0.0111106,0.0221044,-0.115292,0.0124869,0.00968278,0.0586682,0.0469479,-0.0015937,0.00932083,-0.0220477,0.0683754,0.0623287,0.11772,-0.148883,-0.120032,0.0435415,-0.0891984,-0.0199743,-0.164563,0.0397307,0.0177484,0.00696785,-0.116441,-0.0506181,-0.136674,0.111192,-0.124784,-0.195913,-0.0495937,-0.133649,0.112053,-0.00768638,0.0896511,0.0425233,0.111132,-0.0607086,-0.133238,0.0494933,-0.0541518,0.0716553,0.110731,-0.119226
36,-60.4212,0.0340055,-0.0228365,0.00369387,0.0756325,0.0107704,-0.108654,0.0691412,0.101071,0.104785,-0.0985091,0.073037,0.13928,0.0649473,0.0567083,0.099026,-0.0941149,-0.0886528,0.0632315,-0.0463266,0.0981237,0.0278606,-0.113756,0.0290692,0.202588,-0.192511,-0.0554192,0.0732228,-0.155276,-0.0830911,0.0101871,-0.0205116,-0.132868,0.0260951,0.0326793,0.00825704,0.0428618,0.150406,-0.0171616,-0.020486,0.0716831,0.0421359,-0.230961,0.0170496,0.00565298,0.0298914,-0.0448933,-0.0313389,-0.0911192,0.146744,-0.0178365,0.182694,0.140548,-0.0153651,0.0470329,0.0478772,0.150835,-0.125365,-0.082279,0.0547953,-0.209209,-0.0807613,-0.0404024,0.228646,-0.100548,0.0613127,0.222766,0.0351305,-0.0178744,0.0207069,0.0910259,0.0723174,0.159412,0.0366333,0.0780305,-0.0509414,0.0104478,0.029754,-0.243735,-0.282129,-0.1119,0.055267,-0.10749,-0.0434871,-0.0105019,-0.100374,0.0373118,0.0194327,0.0718568,-0.112222,0.0658963,0.140837,-0.00970547,-0.0110312,0.085082,-0.16245,0.0899557,0.0949191,-0.00433838
37,58.7956,-0.0677989,-0.0814407,0.147248,0.110385,-0.256653,0.0999432,0.112523,0.106481,-0.0639324,0.0376891,0.0946641,-0.247835,0.138138,0.00600546,0.0814148,0.0428292,-0.0787208,0.1897,0.10594,-0.203917,-0.15058,0.125368,0.049632,-0.00906954,-0.1406,0.0097106,-0.0121662,0.0131325,0.126339,-0.149881,0.0328416,-0.0597389,0.0443136,0.0189704,-0.00678715,-0.0485288,0.0328615,-0.0642968,0.0582756,-0.227961,-0.073323,-0.0528527,-0.190419,0.0528734,0.213504,-0.0027667,0.0622809,-0.0299333,0.0822863,0.0760017,-0.0623124,-0.0114381,-0.151037,0.0549466,0.076205,0.0362272,-0.0834549,-0.0470369,-0.0337162,-0.0681321,0.110633,-0.0274087,-0.0647116,-0.0349479,0.00902811,-0.042406,-0.0313088,0.069148,0.0334128,0.0161768,0.031867,0.126222,0.11338,-0.0145797,0.183364,-0.127327,0.075127,-0.0878312,0.14561,0.0795073,0.16775,-0.167788,0.0140343,-0.0655154,-0.12523,0.0726015,-0.0560829,0.0323316,0.149578,-0.0946795,0.120768,-0.126052,0.0514,-0.0949032,0.0527202,-0.109465,0.0516183,0.00814886
38,-58.1774,-0.0553178,0.00673213,0.00362654,0.0869927,-0.105231,0.023569,-0.118612,0.0534216,0.0608774,-0.0714975,0.208026,0.0402971,0.0707956,0.0201156,0.0745744,-0.00653257,0.194308,-0.0276175,0.00896152,-0.0509875,0.0593701,0.0852979,-0.0731109,0.302428,-0.0461419,-0.0520216,-0.0683934,0.15369,-0.0108562,0.0802368,-0.0956744,0.0739574,0.0128204,-0.171215,-0.0517242,-0.0174907,-0.084912,0.0336756,-0.14017,-0.013976,-0.0109767,-0.0430282,0.0585831,0.158504,-0.134999,0.0117286,-0.160911,0.116945,0.0589614,0.0421064,0.0683022,-0.0679017,-0.0406973,-0.0813621,0.025836,-0.0813745,-0.122389,-0.0426296,0.109106,-0.146865,-0.0992174,0.125446,0.201303,0.172251,-0.073793,0.0616755,-0.191385,0.0762295,0.111622,-0.128373,0.0243937,-0.0199121,-0.119836,-0.0427815,-0.107658,-0.0884214,-0.190462,-0.0598802,0.133644,0.0529419,0.0920837,-0.00321363,-0.0270231,-0.149054,0.237317,0.053479,-0.166148,-0.0748339,0.0977899,0.00925506,0.0398067,0.115317,-0.0200452,-0.122269,0.0778093,-0.118442,-0.077917,0.0079431
39,56.6156,-0.0908553,-0.0941304,0.00789786,-0.0252597,0.164596,-0.0113198,0.176822,0.0901193,-0.0890662,-0.0478717,-0.0535451,-0.0279875,0.0592648,0.0468279,-0.00294805,0.106416,-0.113206,-0.0571514,0.100825,0.0713601,0.00680868,-0.103165,0.065959,0.0338613,0.145659,-0.046023,-0.0254041,0.104906,-0.0753337,-0.029374,-0.105029,-0.00376844,-0.0702617,0.0254558,0.128279,-0.0637148,-0.159224,0.0552546,-0.0841229,0.0204068,0.00145217,-0.0765408,0.0443962,0.152903,0.0111423,0.0615603,-0.0648164,-0.0766921,0.195927,0.0728771,-0.0867231,0.11809,0.101917,0.231024,-0.285592,-0.019629,-0.126182,-0.00282086,0.0137253,0.210788,-0.0106471,-0.0106513,-0.0332784,0.15513,0.0180971,0.0552572,-0.238315,0.079839,0.104382,0.136475,-0.114409,-0.102838,0.154189,0.0591795,0.103309,0.0706329,0.0414958,0.134053,0.00885739,-0.0581322,0.0801134,0.0355322,0.0674844,-0.16922,-0.121593,0.0464499,-0.0503279,-0.103758,-0.0999794,0.138691,0.231307,0.105188,0.117816,-0.0275888,0.0311194,0.024269,0.0559036,0.102393
40,56.3357,-0.0220498,0.123103,-0.0500618,-0.042436,0.032756,0.0381744,0.180887,-0.000266421,-0.156544,0.0286547,-0.0510261,-0.184378,0.00129733,0.0379726,-0.0558912,-0.165507,-0.0145017,-0.00449712,-0.110514,0.0104009,0.221407,-0.0417254,-0.0128662,-0.168535,0.0373269,-0.0147138,-0.187462,0.021738,-0.0556275,-0.141875,-0.116961,0.133798,-0.0700438,-0.10084,-0.133557,0.180614,0.17077,-0.107413,0.0104829,-0.150015,-0.151672,-0.133498,-0.046832,0.146924,0.0474894,0.101444,-0.236995,0.227427,0.0421479,0.0331241,0.0666292,0.125521,0.0881501,-0.0251282,0.00613845,0.157359,-0.0166586,0.0515905,0.0353224,0.00150913,-0.0419161,0.148958,0.0368976,-0.0764254,0.135346,0.0220313,-0.113005,-0.0073001,-0.125115,-0.053018,-0.0816778,0.178236,-0.00015141,0.144116,0.180104,-0.0303752,-0.0094063,0.0143428,-0.0808012,0.0305606,-0.0390985,0.0920582,0.0448287,0.0148195,0.114225,-0.149766,-0.0710503,-0.106897,0.0265881,-0.0506413,-0.139796,-0.0341684,-0.0857274,0.106438,-0.0359525,-0.016249,0.00819147,0.0511843
