Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53
20,44.0424,0.0311692,0.139695,0.0776495,-0.189644,-0.195934,0.0214291,-0.234669,-0.254645,-0.00844668,-0.053566,0.107305,0.195398,-0.0847851,0.0344748,0.0124757,-0.142664,0.120036,-0.059151,-0.245172,0.113001,-0.169856,0.108147,0.12749,0.321653,0.0592534,0.0462179,-0.136668,0.21564,0.278056,0.0592977,0.0419221,0.0674297,0.020316,0.0223678,0.16282,0.120013,-0.0315937,0.0931386,-0.174778,-0.15411,0.0387524,0.075009,0.178794,0.0147281,0.126474,-0.0492132,-0.00192446,-0.00945531,-0.202501,-0.0570799,-0.116768,-0.00679135,0.114259,0.231533
21,42.0639,-0.254061,0.286074,0.0382073,0.0207039,-0.173432,-0.151154,0.240383,0.0737134,0.0198934,-0.0548679,-0.0956288,0.0059016,-0.0515765,-0.097304,0.37388,-0.0263035,0.0244408,0.15557,-0.0330205,0.0211881,-0.0805791,-0.142701,0.0528004,-0.0735723,-0.109807,-0.256394,-0.141152,0.0242582,0.121123,0.0102352,0.0315028,-0.199042,-0.0728109,0.00818302,4.57736e-05,0.0364069,0.120857,0.210303,-0.0868527,-0.105074,-0.155876,-0.282502,0.00960736,-0.195913,-0.155556,-0.110261,0.128875,0.0257229,0.0118315,0.0196887,0.192349,0.17421,-0.0213862,0.0815607
22,40.1906,-0.0482076,-0.0427493,0.0392188,-0.168154,-0.0412923,-0.105263,0.0647009,-0.102699,0.0561433,-0.311457,0.0104448,0.0599078,-0.00523993,0.341419,-0.0799851,0.255714,-0.0378117,0.0974937,-0.274891,-0.0758217,0.0863314,-0.0663317,-0.19198,-0.07022,-0.0218191,-0.095608,0.264205,-0.360516,0.126672,-0.0211585,0.0539692,-0.0372527,-0.0167183,-0.0584613,0.112654,-0.0275302,-0.0516855,-0.0617918,-0.00840439,-0.154582,0.122922,-0.192181,-0.054788,0.0582748,0.260314,0.0809555,0.219245,-0.100401,-0.113599,-0.06792,0.0432538,0.0224412,0.0770497,-0.0765852
23,-40.0581,-0.0932526,-0.0372458,-0.136502,-0.293529,-0.0523764,0.235899,-0.00823685,0.00391676,-0.0647151,0.15197,-0.0984834,-0.155129,0.0432193,0.039898,-0.10197,-0.0340431,0.132713,0.171863,-0.0665778,-0.0906495,-0.0204016,-0.00996532,0.2093,0.0157085,0.117895,-0.0375226,-0.0926828,-0.142908,-0.116153,-0.247184,0.00834798,0.0585047,0.0107583,0.0671758,0.0228768,-0.103677,-0.0548614,0.0335246,-0.00717094,-0.0783615,0.0761432,0.145084,-0.0561104,0.159633,-0.0278338,-0.202445,0.101699,0.292759,-0.0999917,-0.265069,0.0906069,0.415317,-0.194849,-0.0733221
24,-39.2036,-0.112253,0.147323,0.0500372,-0.188416,0.114225,-0.0642528,0.155318,0.0538549,0.149985,-0.0749033,0.131854,0.0164405,-0.0813805,0.0645736,-0.281817,-0.478571,-0.0498314,-0.0966175,-0.0178132,0.0224154,0.0588707,-0.224108,0.158239,-0.0107677,-0.21101,0.0252214,0.034447,0.18012,-0.0397826,0.174246,0.157629,0.137104,0.15666,0.0409097,-0.00946496,0.00586437,0.110177,0.0499284,0.200342,0.0524218,0.00343095,-0.140412,-0.0129954,0.0727678,0.136662,0.193217,0.0153616,0.106656,0.0806635,-0.0449994,0.045128,0.137331,0.115271,-0.230734
25,36.6746,-0.0692863,-0.12672,-0.286078,0.087303,0.0833981,-0.205679,0.0211692,-0.177822,0.224427,0.052737,-0.0417065,-0.115346,-0.0484126,0.100348,-0.0290641,0.0670425,-0.0433176,0.00356766,-0.019428,-0.0432602,-0.145694,0.224887,0.235052,0.21952,0.154754,-0.327956,0.175648,0.142903,0.0124519,0.0715687,0.0731801,0.0478138,-0.0729791,-0.194066,0.114365,-0.147467,0.14883,-0.0359589,0.0533592,0.110575,-0.0951964,0.0725107,-0.101583,-0.239616,-0.0703103,0.218527,0.0999399,0.156001,-0.0356525,-0.166697,0.0611876,-0.147945,-0.0800735,-0.0286636
26,-35.8888,-0.101596,-0.114571,0.162961,0.179409,0.0335745,-0.188927,0.0662136,-0.00158851,-0.194765,-0.0237102,-0.0158937,-0.203539,0.180292,-0.0156426,0.182459,0.0137193,-0.0433944,0.144771,-0.0906941,0.161819,-0.219631,-0.0262179,-0.0589009,-0.00784956,-0.0901627,0.086348,0.203185,0.0603806,0.191502,-0.0184967,-0.126684,0.200071,0.121593,0.144869,0.197622,0.199454,-0.0696948,0.16867,-0.00615451,0.182797,0.0714735,0.103806,0.105176,0.240375,-0.0906977,0.228746,-0.12445,-0.0264337,-0.0264157,-0.266855,0.120064,0.0589288,-0.136635,-0.12482
27,34.5815,0.0902268,-0.0448785,0.169119,-0.232436,-0.213994,-0.206678,-0.196257,0.136417,-0.00555422,0.074806,-0.383325,-0.105868,0.134979,-0.0586965,-0.0497015,-0.145466,-0.217284,-0.275156,-0.0659044,-0.16525,0.21571,0.00856727,0.196185,-0.00411279,-0.0101693,0.0677396,0.0957077,-0.025731,0.105451,-0.10751,-0.0134405,-0.185584,-0.123421,-0.14057,0.0740377,0.0596687,0.0537389,0.0202911,0.0331292,0.134541,-0.0520402,0.0720832,0.0397945,-0.107216,0.0108568,-0.0722736,-0.0347957,-0.30382,0.0589733,-0.194027,0.110447,0.02209,0.018505,-0.0220654
28,-32.5601,-0.0123254,0.141035,0.0464084,-0.165167,-0.00741456,-0.0643273,0.0153783,0.119343,-0.0753463,-0.0778649,-0.134816,-0.0566911,-0.237278,-0.093249,0.0348415,-0.142299,0.162464,0.076548,-0.0504906,-0.115139,-0.10007,0.245974,-0.07959,0.198123,-0.0791747,0.00144236,0.0185083,-0.0859624,0.164469,-0.0955853,-0.132891,-0.110278,0.0426656,0.418618,-0.177033,-0.179127,0.197217,-0.196918,-0.12037,0.23896,0.141649,0.0695074,-0.126737,0.00394093,0.0941656,0.0898347,0.0820617,-0.0189001,-0.010906,0.171513,0.038221,-0.18502,-0.147064,-0.162722
29,31.9018,0.0458422,0.135204,-0.250223,-0.0541976,-0.138479,-0.236776,0.151671,-0.0160695,-0.0592968,-0.198966,-0.00692102,-0.0198578,-0.0454616,0.0781275,-0.019032,-0.0833869,0.12967,0.084265,0.0901666,-0.11854,-0.0147943,-0.102513,0.0702801,-0.0278032,0.171194,0.23464,-0.0105828,0.0284379,-0.166268,0.23547,-0.104244,-0.0203048,-0.277438,0.221567,0.295927,0.18858,-0.190742,-0.101952,0.15885,-0.0283294,-0.11562,0.177913,-0.248891,0.0778368,-0.15742,-0.117251,0.0344352,-0.0793551,-0.112727,0.0390703,0.0428067,-0.105018,0.076858,-0.0171206
30,-31.5718,-0.254057,0.127584,0.133411,0.0281989,0.337481,0.0921856,-0.137265,0.00943558,-0.0302929,0.150804,-0.0258192,-0.182449,-0.0179556,-0.128236,-0.121901,0.103002,0.443804,0.0048763,-0.042688,0.0375026,0.00804464,-0.272201,-0.0336491,-0.0279704,-0.0481041,0.0286704,-0.0274968,-0.046358,0.177574,-0.0801389,-0.00476563,0.0140953,-0.0698235,-0.121905,0.318232,-0.074841,0.177188,-0.11837,0.106026,-0.0612341,-0.0730159,0.016544,-0.0594622,-0.158306,0.029892,-0.130648,-0.116235,-0.116664,-0.0900294,-0.0771462,-0.0376883,-0.194439,0.0884276,-0.107291
31,-28.4184,-0.0496588,-0.255136,-0.0747722,0.0459037,-0.164025,-0.0598974,-0.0234385,0.0124333,-0.178429,0.0667924,-0.0612977,0.104098,0.0863771,0.174588,-0.183075,-0.0972393,0.0597761,0.0892029,-0.115676,0.389543,0.013238,-0.165337,0.0940883,0.169929,-0.174821,-0.00512832,-0.000924332,-0.247881,-0.00128505,0.187795,-0.128035,-0.0164696,-0.0368047,-0.111732,-0.00858748,0.0277307,0.17411,0.183597,0.122244,0.153368,0.0860357,0.0754981,-0.117478,-0.136726,0.0504293,-0.178366,-0.0305714,0.0562595,0.0378572,0.328121,0.0312871,-0.0183304,-0.228417,0.109857
32,26.5502,0.114755,0.0654121,0.116539,0.0214286,-0.0520015,-0.130841,-0.0983225,0.0399714,-0.0660866,0.137097,0.122349,0.131955,-0.176728,0.152054,0.114119,-0.0398112,-0.108997,0.165947,-0.00700972,0.151712,0.279179,0.0287525,0.195415,-0.0197115,0.19997,0.162121,0.0995928,0.0771767,0.0264999,-0.318983,-0.151564,0.181314,-0.0106184,-0.0692861,0.253563,-0.224445,0.124673,-0.166309,-0.0148139,-0.101068,-0.100737,-0.232288,0.000612267,0.113754,-0.140921,0.105823,-0.0806051,0.0702378,0.00524422,0.259005,0.163696,0.0348594,-0.0433523,-0.0537557
33,-25.0973,-0.0653999,-0.0204724,-0.175718,0.0904241,-0.122826,-0.0128004,0.0280077,0.00494006,-0.132624,0.233153,0.0185945,0.145019,-0.128192,-0.206705,0.00279956,0.0790775,-0.248103,0.102989,0.0432276,-0.0550795,0.185305,0.0387897,-0.14776,-0.0175796,0.0631998,0.00414523,-0.0478652,-0.0510604,0.267337,0.234424,-0.026452,0.0285606,0.0972213,0.110038,0.173577,-0.311576,0.165338,0.18668,0.0883394,0.0809806,0.0300612,0.0727533,-0.24421,0.0869645,0.0849215,-0.0311999,0.00627471,-0.0543718,0.0159737,-0.174105,-0.236022,0.18138,0.283525,0.00961727
34,24.5471,-0.113883,-0.0776083,-0.103756,-0.00258106,-0.0640168,0.183633,0.16308,0.138955,0.0768016,0.116524,0.00288466,0.236748,0.0810869,-0.0795968,0.0749323,-0.0964557,0.11469,-0.18414,-0.217554,-0.0629096,-0.109915,0.0632612,0.156082,-0.0333631,-0.128456,0.0448181,0.132083,-0.151223,0.0352923,-0.161205,-0.0601876,0.197696,0.138129,0.0314173,0.17161,0.0526246,-0.336238,-0.0618337,-0.153843,0.0269671,-0.121224,-0.053018,-0.260403,-0.263337,-0.113598,0.178942,0.042214,-0.15231,0.138372,0.0972661,-0.244787,0.086322,-0.011326,-0.015618
35,22.1474,-0.231473,0.0994811,-0.102135,0.204005,-0.152806,-0.0470942,-0.0120261,0.0691975,0.121,0.168673,0.181157,0.140178,-0.0736125,0.122248,0.0716681,-0.14998,-0.0931785,0.0142551,-0.053295,-0.0830384,-0.000125254,0.0588479,0.0516418,-0.117359,-0.164006,-0.146809,0.0551276,-0.130274,-0.154911,0.0951607,0.101609,-0.0208205,0.195041,-0.0806416,0.0127501,0.0296268,0.144782,-0.272021,-0.190189,-0.153719,0.0948585,0.303868,0.0778448,0.16365,-0.0177644,-0.188879,-0.208052,-0.26498,-0.162165,-0.0756285,0.12537,-0.0746253,-0.119161,-0.0900737
36,-20.0583,-0.266976,-0.00908666,-0.0324774,-0.0829986,0.0976677,0.00661033,-0.108846,-0.064766,0.167593,0.240613,-0.281184,0.0774074,0.110556,0.124675,0.0292195,-0.224709,-0.193571,0.0496479,0.0289199,0.183284,0.0327787,-0.163929,-0.210394,-0.0567204,0.166442,-0.262219,0.0406298,0.065043,0.00281245,-0.126706,-0.0376557,0.0189005,-0.13702,0.274714,-0.0321133,0.15363,-0.0495193,-0.161762,0.0529933,-0.0282452,-0.0853354,-0.0944806,-0.0779888,0.215561,0.077242,0.0288307,0.0192443,0.020398,0.0258658,-0.0133424,-0.218453,-0.170918,-0.0765623,0.252705
