Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42
20,32.8587,0.101215,0.0830271,0.0488619,-0.175441,-0.175842,-0.00252612,-0.172278,0.187061,-0.337377,-0.0735004,0.0439112,-0.0422228,0.100094,0.221814,-0.120923,0.0249516,-0.111503,0.0419724,0.0758682,0.217287,-0.272494,0.253104,0.189471,0.113674,-0.132499,0.0105899,-0.087814,-0.138555,0.0487396,-0.234202,0.0411225,0.0359396,0.209045,0.0961094,-0.138097,0.0843578,0.0958099,0.168931,-0.187441,-0.0119024,-0.18387,0.328064,0.0637074
21,31.0649,0.0106993,-0.123113,0.160408,-0.113232,-0.125276,0.112611,0.0996523,0.167744,-0.0357507,0.106955,0.166951,0.185844,-0.0432114,-0.025648,0.0132594,-0.200895,0.0294549,-0.00807265,0.182941,0.054498,-0.10663,-0.225944,-0.0830951,0.145325,0.0539251,0.0405634,-0.148443,-0.235565,0.0818034,0.192463,-0.104224,0.130097,0.00529831,0.256697,-0.222002,0.0585004,-0.235826,-0.345541,0.25859,0.255122,-0.224102,-0.0259716,0.060291
22,-30.1428,0.248616,-0.0695763,0.0328855,-0.329084,0.16008,0.172079,0.192842,-0.126203,0.158779,-0.0426049,-0.164197,0.109372,-0.140546,0.0633116,0.180937,-0.0426257,0.131963,0.28031,0.0291376,-0.036779,0.117413,-0.255787,0.158946,0.205484,-0.146882,-0.0860196,0.217722,-0.150127,0.0833702,-0.0457041,-0.0854608,-0.271964,0.0149128,0.170927,0.122946,0.104925,0.117305,0.240532,-0.00686792,-0.047767,-0.0884325,0.106322,0.0927809
23,-29.0832,0.141631,-0.14669,0.075069,0.232647,-0.0876033,0.198163,0.055683,-0.197943,0.0208658,0.175472,-0.0974543,-0.0247547,0.039219,-0.386244,-0.0787207,-0.23076,-0.00643898,0.351846,-0.0784408,0.211403,-0.239894,0.115723,-0.11328,-0.193375,0.0277443,0.207133,0.104556,0.0640322,0.173405,-0.0755457,0.04555,-0.14319,0.143793,-0.26183,0.0447827,0.0391191,-0.00348728,-0.0430982,0.038495,0.0924999,-0.151689,0.126965,0.03491
24,27.3272,0.0824432,-0.0988972,-0.0905771,-0.103523,-0.104134,-0.14136,0.162302,-0.156249,-0.0200839,-0.00490114,0.0623266,0.174064,-0.14126,0.0835585,-0.392991,0.0947298,-0.0628433,0.10761,-0.0640448,0.155642,0.127662,0.263341,0.0486943,0.00779437,-0.0661746,0.181698,0.0825988,0.1924,-0.0980378,-0.0128451,0.055573,0.0423347,-0.405312,0.229019,0.0401271,-0.0077397,0.270523,-0.0567424,0.193365,0.100507,-0.236307,-0.11648,-0.135768
25,-26.0593,0.0019642,-0.0908341,-0.388171,-0.0817207,-0.137413,-0.123429,0.0122263,0.0368217,0.143778,-0.050672,0.0474698,0.245926,-0.0324456,0.103622,0.161103,-0.182847,0.0632322,-0.160836,-0.0482681,0.0696512,-0.132256,0.101823,0.018847,-0.358163,-0.374088,0.0340979,0.128209,-0.147882,-0.100821,0.18633,0.146022,-0.0200282,-0.0474954,-0.076149,0.0549863,0.14382,-0.292016,0.0776929,0.137008,-0.108594,0.0350418,0.200122,-0.0845137
26,24.0713,0.17162,-0.0955571,-0.149469,0.148085,-0.183388,-0.10267,0.478045,0.0849453,-0.274939,-0.111544,0.193134,0.13249,0.0738607,0.0881306,0.0730952,-0.0111109,0.0578364,0.112385,0.162877,0.11918,-0.0347425,-0.0372172,-0.0703116,0.0393947,0.0910141,-0.242751,-0.152495,0.298058,0.13331,-0.117564,-0.0136724,-0.0441976,0.0998926,-0.0163484,0.132722,0.0235119,-0.0883703,0.0455073,0.0986815,-0.288123,0.13133,-0.162671,0.148541
27,-22.987,-0.0319602,0.000500971,-0.157953,-0.0860178,0.0420262,0.0875645,0.024546,-0.354087,-0.299735,-0.0807334,-0.0619863,0.151014,0.0110296,-0.434163,0.200098,-0.0730468,0.0507308,-0.268535,0.174664,-0.0721708,0.190752,0.138887,0.157582,-0.0247611,-0.00200508,-0.239354,-0.162591,-0.0122899,0.0604631,-0.0312003,0.285976,0.0190658,0.0239217,0.0863005,-0.0449319,0.0876073,0.0821741,-0.0669441,-0.169564,0.157381,-0.154958,-0.0227035,-0.0710025
28,20.9246,0.0671736,0.152311,-0.00747534,0.127752,-0.052179,0.151382,0.00380314,0.0667967,-0.130916,0.253315,-0.045917,0.0814043,-0.0712815,-0.0204561,0.0652887,0.201786,0.320492,-0.161327,-0.212572,-0.0929597,-0.198475,-0.0227647,0.156399,-0.0932822,0.422574,0.000315838,0.208901,-0.172995,0.11282,-0.167196,0.0981909,0.0900332,-0.221193,0.114907,-0.0502606,0.120097,-0.0340518,0.0745482,0.167202,-0.287198,-0.1137,0.027303,-0.0956974
29,-20.7363,0.0679859,-0.261841,0.0379516,-0.194941,0.112635,0.168388,0.0499756,0.0764444,-0.0195834,0.0296331,0.0957959,0.218979,0.0863099,-0.100276,-0.0483879,0.279695,-0.168267,-0.10107,-0.208772,0.0363723,-0.224054,-0.0898362,0.131068,0.167794,-0.0273876,0.128969,0.154958,0.27374,0.0889076,0.0762729,0.161796,-0.0855249,-0.0513833,0.0530114,-0.00620409,-0.041705,-0.225748,-0.244632,-0.365446,-0.0182533,0.2539,0.056223,-0.106758
30,-19.899,0.115663,0.0290293,-0.156477,-0.0823016,-0.198029,-0.100726,-0.242837,-0.229272,0.123779,-0.287349,-0.0299692,0.0904782,-0.0491636,0.146397,0.389552,0.243278,-0.0232385,0.169917,-0.200362,0.211217,0.0373586,-0.135863,0.110696,-0.0682041,0.165964,0.0824047,-0.128144,0.0515683,0.123793,-0.104555,-0.0135151,0.0241278,0.106495,-0.110595,-0.239143,-0.142243,0.107767,-0.281596,0.163535,0.0421552,9.45914e-05,-0.00795404,-0.00310701
31,-18.4779,0.0898589,0.0521285,-0.0680342,0.0503993,0.378733,-0.0123485,0.0636781,-0.0489186,0.346274,-0.185869,-0.0473241,0.204658,0.0839317,0.0697802,-0.17621,-0.0847986,-0.0583957,-0.150149,0.19266,0.310142,-0.0313263,0.105186,-0.0141958,0.0535495,0.26448,0.0118007,-0.0417126,-0.163683,0.026447,-0.153862,0.0644572,-0.0270884,0.0377829,-0.0550013,-0.100362,-0.269701,-0.264524,0.126942,-0.120912,-0.115267,-0.234574,-0.148023,-0.053082
32,17.3921,0.0949721,0.169619,-0.0665807,-0.169397,0.291631,-0.0433419,0.00965327,0.0378819,-0.154655,0.0875333,0.0116503,-0.268106,0.0579597,0.038161,-0.0873506,0.00807815,0.0150001,-0.10086,0.366658,0.23501,-0.0491531,-0.239116,0.208481,-0.283458,-0.0764625,-0.00186594,0.188779,0.120421,0.0571861,-0.000476233,-0.177379,-0.0782006,-0.00967467,-0.175069,-0.0219929,0.169063,0.11131,-0.3202,0.0849627,-0.0703054,-0.021262,-0.0575841,-0.231415
33,15.914,-0.276673,0.180819,-0.0172551,0.105496,-0.0381972,-0.116264,0.121171,-0.117646,-0.0172999,-0.0584623,-0.159989,0.304279,-0.153027,0.046328,-0.139303,0.28365,0.1124,-0.3221,0.0743517,0.0765683,-0.096559,-0.187172,-0.32072,0.115043,-0.0499487,0.13048,0.100572,0.0310285,0.0821715,-0.074621,-0.0951812,-0.11598,0.220323,-0.0815421,0.192834,0.117593,0.134654,-0.0808023,-0.00339449,0.138168,-0.0917636,0.236445,0.143375
34,12.5347,0.0282275,-0.137406,-0.00743361,-0.154725,-0.118131,0.201441,-0.0153966,-0.253815,-0.0129949,0.0997104,-0.209922,0.0308685,-0.0297325,0.141678,-0.121682,-0.276536,-0.196734,-0.2793,0.108833,0.0283702,-0.172841,-0.185356,0.0197888,-0.0206745,0.0630531,0.0267037,0.0668299,0.0984129,0.127646,-0.00915074,0.0626013,0.339901,0.0700274,0.0183324,-0.0503103,-0.222076,0.213934,0.239857,0.20965,-0.00852425,0.339083,-0.0136371,0.033321
35,-11.653,-0.00127538,0.133561,-0.0121464,0.167035,0.00658931,-0.0165293,0.0431346,0.0784896,0.0622694,-0.0936688,-0.182394,-0.0852428,-0.0328493,0.167687,0.035806,-0.187461,-0.000633957,-0.11031,-0.176189,-0.178902,-0.22624,-0.0689357,0.30092,0.188817,-0.179909,0.229366,-0.280674,0.127534,0.255338,-0.0064136,0.150102,-0.0976219,0.08962,-0.00573544,0.229805,0.131601,-0.0320951,0.0124244,0.0718549,0.121078,-0.174841,-0.33041,-0.230972
36,9.81072,-0.0395103,-0.205611,0.273355,0.0314406,-0.0866918,-0.0717495,-0.21049,0.211333,0.185277,-0.208045,-0.0556285,0.0555034,0.262115,0.00599202,-0.124141,0.038832,-0.0344117,-0.0172686,0.0544591,0.0413518,0.215129,-0.0332771,-0.103316,-0.127916,0.126858,-0.22082,0.157845,0.0908709,0.280887,0.136351,0.328703,-0.0917092,0.173075,0.151169,0.0333658,0.254378,0.134025,0.0524882,0.176617,-0.0630265,-0.045942,0.048909,-0.194436
37,8.38256,0.173819,0.060197,-0.0967723,0.0648318,-0.0126297,0.122999,-0.241828,0.0723829,0.233281,0.176021,-0.0223496,0.0141425,0.0863767,-0.0450174,0.0653774,0.126181,0.00966768,-0.0111263,0.0935287,0.0887344,0.0650216,-0.0329143,-0.0771047,-0.108372,-0.230358,-0.105256,-0.162879,0.129667,0.340248,-0.0583874,-0.135798,0.380723,-0.216131,0.165053,0.366301,-0.0586412,-0.0123799,-0.0755635,-0.173366,-0.0692896,-0.170056,0.0634424,0.206569
38,-7.4985,-0.140756,-0.230823,-0.104201,-0.119234,0.214467,-0.494944,-0.0857809,0.0767466,-0.0458865,0.12498,0.102069,0.10775,0.199918,-0.196986,0.107997,-0.0562528,-0.0545627,-0.0110018,0.0041732,-0.199232,-0.0472628,0.0476425,0.288573,0.0648727,0.165386,0.18405,0.147162,0.0940214,0.140032,0.0325152,-0.18034,0.0736935,0.115228,-0.0320469,0.0984701,-0.112309,0.057662,0.113136,0.167267,0.00697734,-0.162569,0.0641573,0.260421
39,-5.77688,0.130228,0.0111702,0.0785659,-0.127005,0.0271613,-0.209868,0.100921,-0.00780483,-0.0613516,-0.0875822,-0.203665,0.0190649,0.113936,0.0695044,-0.0908663,-0.0636119,0.245281,0.195747,0.0507643,0.0211241,0.173358,-0.173844,0.0392662,-0.0776791,0.221887,0.288222,-0.110243,-0.0196059,-0.167199,-0.0966168,0.222931,0.400067,-0.0338737,-0.0941256,0.17016,0.269213,-0.19229,0.00651843,-0.179743,0.193228,0.165113,0.123249,0.0199963
40,4.69364,0.249235,0.0965924,0.190746,0.0681999,-0.012009,-0.169398,0.103822,-0.106865,-0.0179709,0.0230147,0.037541,0.301807,0.222919,0.174994,-0.104086,-0.167838,-0.193233,-0.0931124,-0.241958,-0.222276,0.0252921,0.0526453,0.0230289,-0.185689,-0.0385898,-0.215078,0.0927688,-0.287459,0.187224,-0.147267,-0.209969,-0.0404194,-0.11275,-0.163854,-0.0478771,0.116345,0.120843,-0.186284,-0.171037,0.153529,0.120583,-0.111982,0.0733592
41,-1.72117,0.257553,0.160868,-0.0197441,-0.14184,-0.00674927,0.0756649,-0.184736,-0.0828491,-0.13736,0.0559021,0.341235,-0.00803535,-0.108672,0.209294,0.112141,0.0573152,-0.244498,-0.0134799,0.178948,-0.245488,-0.00336536,-0.0643953,-0.261027,-0.0389914,0.211522,0.0965594,0.0876361,0.129954,0.0656619,0.106581,0.229671,-0.14744,-0.114379,-0.230467,0.139572,0.00758676,-0.130778,0.211481,0.01633,0.210975,-0.204998,-0.00577608,0.0359755
42,1.62495,-0.207476,-0.121608,-0.107068,-0.0776831,0.0205644,0.355823,0.0954374,-0.0451736,-0.0853025,-0.0525152,-0.0988099,-0.000708974,0.208774,0.104179,-0.175435,0.216646,-0.0720469,-0.0169254,-0.195137,-0.0684605,0.21672,-0.0645508,0.116922,-0.228175,-0.0164184,-0.0554431,-0.104907,0.183682,0.0276942,-0.0579309,-0.3097,0.0342095,0.0518074,-0.113273,-0.178273,0.156242,-0.300412,0.256675,0.125859,0.169328,-0.211283,-0.00961533,0.0551816
