Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50
30,-27.7334,-0.155864,0.169582,0.0553958,0.0754872,-0.0274976,0.0245377,0.304675,-0.113433,-0.213581,-0.103123,-0.112132,0.0369996,-0.0233635,0.18414,-0.0476856,0.187278,-0.00419233,0.0752454,-0.0999037,-0.178691,-0.116671,0.124139,0.0124283,-0.0821559,-0.0431828,0.103831,0.166683,0.0687337,0.00457703,0.137989,-0.123185,0.242931,-0.0385314,-0.131657,-0.0644841,0.109817,0.269187,-0.0677969,0.376345,-0.24634,0.0219949,-0.0273617,0.216565,-0.142426,0.0790845,-0.0364481,-0.00892891,-0.216749,0.157086,0.0683675,-0.0197132
31,26.2249,-0.00372644,-0.248746,0.262891,-0.155694,-0.0963666,-0.00900278,-0.122283,-0.0971518,0.206483,-0.0553823,0.10255,-0.11303,-0.166878,0.0591507,0.100268,0.0469963,0.0129417,-0.148319,-0.0774732,-0.0535938,-0.123797,-0.00934149,0.125145,-0.22051,-0.0779412,0.0142371,0.308062,-0.156073,0.046189,0.0793645,-0.118734,0.114341,0.00547647,0.0327107,-0.0458245,-0.23805,0.118047,-0.274613,-0.180652,0.0497104,-0.252989,0.136448,-0.121233,-0.0413237,0.0636916,0.128848,-0.0174729,-0.310541,-0.122534,-0.0493646,-0.0911903
32,23.6268,0.205498,0.181435,-0.149415,-0.147137,-0.103885,0.0815515,-0.104746,-0.102156,0.123751,-0.119991,0.139509,0.212818,-0.0296317,0.0396652,0.00466633,0.0260882,-0.0685075,-0.0145196,0.014777,-0.0349071,-0.237802,0.0819751,-0.0494824,0.0338852,-0.0534062,0.253376,0.0647695,-0.154871,-0.322347,0.0483369,0.257966,-0.161532,-0.250365,0.0343653,-0.170362,-0.031472,0.175447,-0.016616,0.242176,0.196926,0.142909,0.0271213,-0.0482496,0.174607,-0.0824898,-0.0978941,-0.0465212,0.0172935,-0.175363,0.037734,-0.222978
33,-22.3541,-0.0137918,0.168031,-0.0939719,0.0763042,-0.132309,-0.22325,-0.00640843,0.277585,0.026845,-0.167192,0.0538871,0.192648,-0.223173,0.191673,0.127258,-0.0336423,-0.082789,-0.104621,0.258751,0.16967,-0.00708067,-0.0462039,-0.206243,-0.0931865,0.0295491,0.0978015,0.115527,-0.112077,0.408355,-0.063621,0.164588,0.100408,-0.0760798,0.0331483,0.140569,0.0395559,-0.117575,-0.0553139,0.0819898,-0.0867126,-0.160421,-0.0401035,0.0483262,-0.251418,-0.0768322,-0.0842164,0.123143,0.089351,-0.18084,-0.036128,-0.079244
34,-9.00163,0.035912,0.00939794,0.0838575,-0.189838,0.305943,-0.0789008,-0.0387041,0.0813919,-0.139788,0.106363,-0.17193,-0.09646,-0.373742,0.0549756,-0.171345,-0.0982914,0.110127,-0.0278942,0.0466439,-0.187332,-0.0473082,0.238444,0.175774,0.0461,-0.0689653,-0.0180771,-0.140594,-0.0451646,-0.00163868,-0.139604,0.0878894,0.0703339,-0.153385,-0.139276,0.322751,0.00393208,-0.0212406,-0.11731,0.162449,0.237071,-0.00948407,-0.0543831,0.0227267,0.055622,-0.0426816,0.192754,0.103935,0.00448069,-0.169681,0.219112,0.132828
35,9.00167,-0.203728,0.0166535,-0.0950051,-0.211642,0.0161097,-0.0723133,0.110089,0.0861447,-0.07895,0.0274077,0.0516793,-0.0510305,0.0902643,0.0263146,0.0527674,0.223161,0.18094,-0.293125,-0.125501,-0.297889,0.0735152,0.0458103,-0.189883,-0.108569,0.119666,0.134483,-0.148432,0.27767,0.0771768,-0.12155,-0.0800941,-0.25737,-0.0265175,0.0241277,-0.0595124,0.100838,0.0856597,0.131285,0.0713133,0.0338482,-0.272886,-0.00372549,-0.177081,0.128942,0.059466,0.0171112,0.0839266,-0.0168474,-0.238925,-0.251425,-0.0504615
36,-18.427,0.271528,-0.0211761,-0.133138,0.151992,0.193228,0.0811565,0.000104233,0.112474,-0.0553322,0.0468181,0.0349384,-0.14545,0.11046,0.271442,0.145997,0.183826,0.0486049,0.0848709,0.071822,0.209646,0.0676849,0.059226,0.0513855,-0.0150167,-0.224315,-0.0942032,-0.0302302,0.09335,0.100912,-0.35048,-0.11036,0.106716,0.249009,0.0859337,-0.177809,-0.0719741,0.0443657,-0.180412,0.246579,0.0840121,-0.04721,-0.0698974,-0.116791,0.160213,0.0212067,0.0956612,-0.165308,0.017674,-0.0425313,0.051784,-0.260867
37,18.1811,0.113383,-0.0931761,-0.335363,0.030173,0.0555042,0.0282893,0.21292,-0.0664236,0.0990947,0.149372,-0.226867,-0.0149474,-0.000586376,0.224128,0.0936306,-0.151104,0.0436174,0.0341464,0.0813442,-0.0754897,0.128681,-0.0377528,0.1691,0.179418,-0.0727547,-0.0561802,0.149245,-0.158405,0.029005,0.114055,-0.0438426,-0.111986,-0.326325,0.191462,0.159431,0.0817078,0.116186,0.0170297,-0.000781841,-0.251638,-0.0787368,0.21663,-0.139366,0.0205099,0.0865728,0.0878979,-0.24203,0.0624039,-0.0756053,-0.215649,0.110811
38,-15.6712,-0.0334787,-0.32159,-0.112657,0.124248,0.0832242,-0.020942,0.278814,-0.0364381,0.0300722,-0.259813,0.0873766,-0.141061,0.091715,-0.175446,-0.142003,0.182772,-0.141659,-0.137573,0.169121,0.0930386,-0.0249273,-0.112222,0.02923,0.0651285,0.0140888,0.0995846,-0.0652191,-0.336937,0.0363885,0.0455677,0.0389625,-0.0734837,0.0690575,-0.184046,-0.147754,-0.0645415,-0.00205662,0.00550219,0.251683,0.106138,-0.0417085,0.116284,0.0723985,0.0138384,0.0315026,0.305321,0.19593,0.140552,-0.0202901,-0.0803623,0.200539
39,-13.3794,-0.10716,0.0554362,-0.0517148,-0.0718469,0.0538732,0.303142,0.0970646,0.100699,0.0297054,-0.270348,0.118329,-0.223474,-0.166359,0.234304,0.0837634,-0.216097,0.148509,-0.260761,-0.253171,0.0222384,-0.11906,-0.088708,0.123131,0.104462,-0.0980939,0.0160508,-0.274741,-0.0789965,0.0148758,0.134732,-0.0131833,0.136515,0.0718885,0.105254,0.00587265,0.0461784,-0.261851,0.148506,0.00286128,0.0578525,0.138606,0.154137,0.166526,-0.0498228,0.0567146,-0.0630401,-0.0319083,-0.0247606,0.0378051,-0.123735,-0.215331
40,13.2865,-0.145748,-0.189921,0.139447,-0.206176,-0.059446,0.305795,-0.0714963,0.220651,0.0416115,0.11163,-0.209123,0.0780212,-0.107176,-0.0867515,-0.0990231,0.224875,0.147706,0.108057,0.0459777,0.223661,-0.0272943,0.0165723,-0.00714488,0.17039,-0.0157046,-0.092365,-0.0187537,0.000762799,-0.00773209,0.118644,-0.116607,-0.087064,-0.122661,0.169011,-0.245377,0.269243,0.110022,-0.12651,0.0329977,0.0624981,0.0226025,-0.129195,0.0452293,-0.356611,-0.0774124,0.0904701,0.0216696,0.163062,-0.114506,-0.0448692,-0.11881
41,12.6627,-0.25744,0.116998,-0.10932,0.0554593,-0.0323472,-0.194646,0.0220892,-0.0206723,0.0819234,0.06102,0.228705,-0.294312,0.0315714,0.105588,-0.195146,0.128101,0.170359,0.176588,0.0982438,0.0356264,0.021337,-0.0573853,0.270661,-0.0453818,0.386135,0.142195,-0.0653335,-0.0311822,0.11218,0.10598,0.00180049,0.208322,-0.164703,0.00958966,-0.109632,0.0223927,0.0456656,0.0080446,-0.126022,-0.00354758,0.131045,0.00861376,-0.212179,0.0520144,-0.205063,0.0714827,-0.114811,0.0831854,-0.0572268,0.19073,-0.1659
42,-11.0162,-0.0670157,-0.108074,0.0228999,0.0309918,-0.356531,-0.0556398,0.0975939,-0.06165,-0.059741,0.0249088,-0.0121321,0.0642407,-0.100197,0.031907,-0.223302,0.232467,-0.000733571,0.101301,-0.0343783,0.138856,0.106223,-0.111832,0.0387014,-0.146456,-0.0675675,-0.103172,-0.130043,0.0166951,0.0423002,-0.0461341,0.23603,-0.117402,0.0920043,0.186137,0.359172,0.213631,0.124219,-0.0512275,0.00255859,0.226154,-0.0309027,0.322814,0.111553,0.176495,0.189394,-0.0261348,-0.0424808,-0.0602531,0.135068,0.0635612,-0.179217
43,9.60141,0.101598,-0.122632,-0.114727,-0.0319787,0.0413442,-0.285037,0.129791,0.0202879,-0.0895017,0.0766845,0.179724,-0.0745025,-0.117396,-0.0045712,0.000321756,0.174199,0.126158,-0.136947,0.193663,-0.0440376,0.103802,-0.0196861,-0.0944417,-0.0216617,-0.146727,0.0216558,0.00478236,0.0405211,-0.295592,0.0914616,-0.382666,-0.0684325,-0.184213,0.0331865,0.079765,-0.174151,-0.104765,-0.210963,-0.128564,0.00226497,0.0781025,0.00238426,0.314381,-0.0345624,-0.0424549,-0.250637,0.0602035,0.194887,0.114544,0.0164842,-0.17225
44,-7.37409,0.0750176,0.00602469,0.0404273,0.00837139,-0.199361,-0.048011,-0.0752137,-0.0460993,-0.0515399,0.182759,0.208923,-0.160469,0.0558391,-0.0331241,0.154176,-0.0790299,-0.139466,-0.304877,0.00858398,0.0711397,0.0873852,0.372179,0.0575425,-0.279359,0.101705,-0.0397822,0.123976,0.00404814,-0.0667953,-0.0659933,-0.0251416,0.135827,-0.0573637,0.0770075,0.0192632,0.27764,0.00751095,0.0420994,0.131457,0.177567,0.27105,-0.0115086,0.0330412,-0.179395,0.0908371,0.168463,-0.155354,0.168332,0.066797,-0.194344,0.165338
45,7.06887,-0.15621,0.141468,-0.306236,0.0636719,-0.0668794,0.101184,-0.0526293,-0.111855,-0.249398,-0.0887898,-0.155556,-0.0165771,-0.0733845,-0.0392116,-0.138835,0.0684848,0.0159813,-0.140508,-0.105881,0.217838,0.17639,0.00822906,0.08904,0.043575,0.00988307,0.138043,0.177497,-0.0621097,-0.158755,-0.138232,0.07406,0.0598009,-0.112385,-0.0327115,-0.153679,0.101897,-0.308247,-0.323427,-0.1892,0.0406312,-0.0618933,-0.181621,-0.115527,0.0719519,0.290382,-0.0748742,0.0887081,-0.153398,-0.0301038,-0.0179268,0.109958
46,5.51004,0.0145159,0.291958,0.310019,0.12782,-0.0548548,-0.21597,0.269484,-0.177891,0.0697777,-0.125315,-0.0682379,-0.0259863,-0.0557745,-0.175608,-0.00177306,-0.0245995,0.0903479,-0.0434492,0.00108662,-0.00710919,0.161684,0.0745295,0.0655595,0.277954,-0.192423,-0.25578,0.0775111,0.142512,0.101195,0.048936,0.137617,0.0643309,-0.0706226,0.0202177,-0.113875,-0.0491853,0.0213983,-0.125876,-0.0342951,0.120481,0.147056,-0.0127816,-0.107897,0.103226,-0.121424,0.0655369,0.154515,0.0551364,-0.0686607,-0.355016,-0.162223
47,-3.36941,0.18041,0.125222,0.0274324,-0.248158,-0.115796,-0.163742,-0.0230971,0.188147,-0.192394,0.0142734,-0.120514,-0.081779,0.0149022,-0.100194,-0.0869984,0.118597,0.202641,-0.0673142,-0.0332952,0.13492,0.161502,0.0197857,0.00723915,0.0533382,0.000418701,0.113823,0.121971,-0.296718,-0.0999446,0.194345,-0.0491525,0.0105953,0.253431,0.280246,0.143454,-0.182128,-0.0460452,0.259291,0.203033,-0.0936317,0.0610788,-0.121466,-0.239344,-0.00116205,-0.0993724,0.0447321,0.0621225,-0.181537,0.145106,-0.0313626,0.012658
48,2.84506,0.213758,0.232889,-0.147363,-0.248703,0.0341768,0.0439007,0.155084,0.0629321,-0.148979,-0.0595925,0.327101,-0.0197774,0.104635,-0.104678,-0.141765,-0.0968796,-0.190223,0.230039,-0.280384,0.18783,0.117532,-0.102405,-0.00196542,-0.0735608,0.00188863,-0.152791,-0.0643302,0.0580036,-0.0247674,0.131911,-0.0809628,-0.0315575,-0.111624,-0.174087,0.138181,-0.00871897,0.0320032,-0.119191,-0.0228572,0.082268,-0.280202,-0.0581555,0.0737074,-0.189544,-0.137389,0.188759,-0.134852,-0.0880385,-0.0952871,-0.119799,-0.0126138
49,-1.00879,-0.0712904,-0.0240089,0.0709832,-0.0139013,-0.202141,0.231761,0.0802664,-0.102908,-0.276931,0.212551,0.0473966,-0.0663503,-0.12778,-0.0123377,0.181369,-0.0575765,0.0796051,-0.049242,0.143541,0.157364,-0.0402806,-0.0319306,0.0651246,0.0420426,-0.196839,0.239964,-0.00797354,0.185996,-0.0484516,0.0743865,0.224123,0.114452,-0.082632,-0.18418,0.00611308,-0.253241,0.0884557,0.170384,-0.0386899,0.0122177,-0.331563,-0.0265263,-0.13289,-0.010391,-0.03097,0.0714821,-0.0136429,0.313649,0.231246,0.0167516,-0.0332499
50,0.370256,-0.1701,0.174339,-0.106017,-0.184585,-0.290747,-0.152988,-0.0596037,0.161824,0.151038,0.31095,-0.10288,0.0204882,0.110846,-0.087274,0.0274178,-0.00442251,-0.0948748,-0.0184429,-0.153533,-0.0207812,-0.181495,-0.214991,0.19059,0.0298071,-0.143147,-0.200121,0.114549,0.0323333,0.0484212,-0.0141168,-0.171952,0.0533186,-0.0151737,-0.175265,-0.0944562,-0.129626,-0.259257,0.00372501,0.305391,-0.00746926,0.023519,0.176115,0.0343105,0.103035,0.159525,0.0249189,0.0795717,0.167779,-0.10477,0.122508,0.000692794
