Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45
20,-36.1607,0.0460327,-0.0886766,0.16595,-0.119549,-0.17844,0.217958,-0.121822,0.240869,-0.113037,0.232345,-0.0288357,0.0266139,0.00749751,0.136384,-0.10605,-0.026706,0.0960777,0.0595143,-0.128728,-0.0722854,-0.194383,-0.19348,0.191105,-0.0661965,-0.24527,0.215112,0.047737,-0.112793,0.194844,0.137525,0.281912,-0.0832429,-0.113366,-0.00420948,0.0915793,-0.0146971,0.103434,0.229727,-0.13649,-0.00603527,0.295036,0.0450891,-0.0503409,-0.229229,-0.166837,-0.0778058
21,-35.3989,-0.0501111,-0.244387,-0.239713,0.2133,0.04144,0.0694762,0.149478,-0.0688351,-0.043851,0.017311,0.109554,0.162581,0.00927694,-0.0758476,0.155434,0.178107,-0.130613,-0.110789,0.148013,-0.0986031,-0.083728,0.00527243,-0.285314,-0.0273641,-0.0021229,-0.00189733,0.156685,0.0491868,-0.285728,-0.0366867,0.300011,0.222857,-0.12498,-0.239419,0.0254628,0.0738898,-0.118571,-0.126013,-0.255785,0.0323887,0.259513,0.091501,-0.0435108,-0.179162,-0.109034,-0.0441229
22,-30.9649,0.225092,0.146289,-0.340522,-0.0492686,-0.236948,-0.115929,0.254765,0.0934584,0.172316,0.2985,-0.0820632,-0.00871427,-0.0815371,0.0740822,0.13501,-0.115506,0.115734,0.0827417,-0.0260953,-0.0949418,-0.00111499,0.0250159,0.0521714,-0.00686644,-0.0930678,0.102592,0.0121458,0.109986,-0.0572132,0.0262543,-0.123015,0.192947,0.0216384,-0.0601773,-0.0907053,-0.14689,0.233701,0.00730483,-0.254073,0.199047,-0.103911,-0.216514,-0.113033,-0.0943839,0.175226,0.270423
23,29.3902,0.125925,0.0207709,0.228586,-0.0779268,-0.0901318,0.0259188,0.0416031,-0.450999,0.0192764,0.0345782,-0.0850377,0.21826,0.0780762,-0.0517083,0.125174,0.039032,0.190159,-0.172563,-0.299917,-0.245859,-0.151981,0.17354,-0.183874,0.029734,-0.0141874,0.0967031,-0.233586,0.098131,-0.0865451,-0.0792186,0.00537192,-0.0113304,0.111998,-0.200525,0.0316951,-0.00975558,0.154054,0.169137,0.244691,-0.182185,0.126859,-0.0296079,-0.0180751,-0.0149628,-0.0254133,0.140453
24,-27.7778,0.0907301,0.146974,-0.0970481,0.00512988,-0.0611855,0.0790367,0.191003,-0.106079,-0.185531,-0.30633,0.0824712,0.139307,0.0784771,0.0264697,0.0573924,-0.262992,-0.0109915,-0.0597376,-0.226087,0.134488,0.16001,-0.0438353,0.0783214,0.106673,0.168712,0.0687648,0.143542,-0.139983,0.0229674,0.0313352,0.202866,0.107835,-0.155903,0.0619146,-0.00756048,-0.268353,0.208382,0.026909,-0.111106,-0.250417,-0.0108121,0.171674,0.125868,-0.0561501,0.333615,-0.210484
25,26.5923,0.340294,0.0181561,-0.0351062,0.0537152,0.0959535,-0.113751,-0.17893,-0.00210125,-0.135008,0.0218363,-0.126354,-0.352718,0.00759113,0.151111,-0.016646,0.231232,0.0603755,-0.151724,0.316094,-0.068457,-0.178623,0.0873118,-0.0409003,-0.228946,0.239283,0.0746798,-0.129585,-0.134772,-0.0173277,0.224455,-0.0387503,0.0946564,-0.0655015,0.0383528,0.233298,-0.120651,0.157019,-0.108498,0.0360988,-0.153898,0.14765,0.052596,0.0651771,-0.00546571,0.201977,0.0158751
26,-25.164,-0.183342,0.220393,0.0789856,-0.144094,0.185102,0.193527,-0.0671799,0.177473,-0.2768,0.115962,-0.198925,-0.0687079,-0.0913242,0.316059,0.0534714,-0.124218,-0.120051,-0.304821,-0.164756,0.162123,0.041166,-0.183343,-0.121889,0.0510833,0.0333322,-0.14137,0.0317419,0.0152153,-0.159026,-0.100562,-0.0433478,0.0381363,-0.0592619,-0.164608,-0.0359724,0.0813281,0.0410924,-0.242994,0.086481,-0.0896543,0.0225492,-0.0988103,-0.0872082,-0.151858,0.0253847,0.302078
27,25.0538,0.111034,-0.0521421,-0.137242,0.24338,-0.242074,-0.043913,-0.0461712,-0.0281716,-0.248506,-0.113993,0.0963704,-0.157502,-0.157806,-0.0479173,0.20415,0.0718042,0.123966,-0.0576826,-0.0720957,0.0232609,0.0866164,-0.169818,-0.0150599,0.364869,0.101226,-0.192587,0.0383117,-0.0706814,-0.00364642,0.3321,0.0812009,-0.125798,0.253705,0.10351,-0.0323648,0.013243,-0.0169853,0.100323,0.0730485,0.01588,0.031517,-0.182633,0.188516,-0.0933178,-0.260079,0.203519
28,23.2551,-0.350802,0.0359748,-0.128558,0.0445876,-0.1087,-0.0072628,0.0551792,-0.0223169,-0.0850175,0.00489769,-0.415701,-0.0150654,-0.351895,-0.0355221,-0.0529056,0.0803377,0.0789572,-0.0285201,0.0950554,-0.05895,-0.0301517,0.0851641,0.0776228,-0.145556,0.0520298,-0.0912097,0.136573,0.0943028,-0.171065,0.167604,0.106072,-0.201296,0.135414,-0.192606,0.0088676,0.00524071,0.100414,0.287186,0.0887695,0.00440329,-0.210816,0.173734,-0.107113,-0.0744637,0.155916,-0.229137
29,21.3439,0.13016,0.0505704,0.349187,0.161673,0.0553681,0.00741167,0.0488259,0.0241289,0.390122,0.105522,-0.0896898,-0.0626765,0.268592,0.131549,0.297858,-0.114146,0.186943,-0.104948,0.073731,0.0514403,-0.0831575,-0.110392,0.0360149,-0.0443214,0.164713,-0.334839,0.341492,0.102075,-0.0539763,0.11393,-0.0290565,-0.0536895,-0.117328,-0.0361726,-0.175226,-0.00882168,-0.0599377,0.132281,0.00668849,0.0507931,0.0516141,0.017748,0.0467539,-0.0641888,0.0210712,-0.135035
30,-20.4153,-0.0593043,0.0334184,-0.0973682,-0.011132,0.202343,-0.167401,0.0666762,0.214791,0.0970811,-0.0690299,0.0776563,0.0579496,0.200188,0.0397675,0.00256857,-0.0973372,-0.0462284,-0.237771,0.04768,0.0302453,0.179276,0.315408,0.3276,0.0344627,-0.00110562,-0.112873,-0.188452,-0.0296378,-0.0384184,-0.0314984,0.163212,-0.0741633,0.340101,-0.0757011,0.0391159,0.138861,0.295277,0.0107973,0.0566444,0.207368,0.334022,0.0197146,0.0357613,-0.115993,-0.0243686,-0.052461
31,18.9842,0.0542545,-0.165191,-0.00210873,-0.0535089,0.0707993,-0.299094,0.113149,-0.0973891,0.0478659,0.0897943,0.178787,0.07762,-0.136737,0.0940188,0.188563,0.1199,-0.0154569,0.15951,-0.0567594,0.255157,0.0937262,-0.22526,0.0719367,-0.00933741,-0.187376,-0.166219,0.0223218,0.0719025,0.1254,0.136214,-0.0647664,-0.103759,-0.126743,-0.21999,0.278366,0.281661,0.283045,-0.0553764,0.00966713,-0.220083,-0.00304112,0.224516,-0.105001,0.157647,0.0463039,0.0803605
32,-17.249,0.090074,0.028674,-0.133807,0.0275028,-0.0126524,0.108661,0.166757,0.0300952,0.123842,-0.0641428,0.3533,-0.0180359,-0.0676711,0.138569,-0.344277,-0.00898642,0.106129,-0.175578,0.104439,0.138917,-0.120444,0.0288125,0.019091,-0.0288604,0.073507,0.0738785,0.018789,0.225128,0.195852,0.125499,0.158066,-0.104227,-0.105376,-0.400981,-0.0747014,-0.123938,-0.0461355,-0.0861745,0.29914,-0.054203,-0.146133,-0.268843,-0.0336573,-0.0111367,-0.0904537,-0.0785894
33,16.7143,0.059908,-0.171147,0.111071,-0.0946624,0.150468,0.0189347,0.481701,0.0678256,-0.296151,0.0205451,-0.0235446,0.0311107,0.0551588,0.0578653,-0.158548,0.253353,-0.0151411,0.186486,-0.00549026,0.197289,-0.0535401,0.0181016,-0.107527,-0.0480289,-0.0724626,-0.255558,-0.102821,0.187049,-0.0520471,0.030579,-0.0282449,0.0029076,0.020166,0.259708,-0.139262,-0.183704,-0.0563209,0.220682,0.104759,0.0621144,0.223017,-0.119261,-0.0568539,-0.0163307,0.181864,0.0315233
34,-15.2008,0.154443,-0.067369,-0.0382224,-0.0191932,-0.0510057,-0.166545,-0.0525612,-0.0173514,-0.0496988,0.2293,0.0444604,0.0968996,-0.194228,-0.0215529,0.192537,-0.2346,-0.315366,-0.0992939,0.151202,-0.0716091,0.0455309,0.151701,0.0818813,-0.000204169,-0.0784829,-0.24973,-0.215936,0.0224652,0.112772,-0.12767,0.0509969,-0.0868691,-0.255403,0.0765372,0.0610278,-0.283202,-0.207056,0.0930707,0.215521,-0.0479514,-0.123253,0.157184,0.0343189,-0.335096,-0.0839863,0.00537002
35,14.0076,-0.00013473,0.115135,0.0840729,0.0694007,-0.292709,-0.0105045,0.0950156,0.141125,-0.073975,-0.0611007,-0.112075,0.27373,0.0458603,0.282431,-0.0288105,0.226053,-0.0115255,0.044093,-0.00569683,-0.195295,0.174567,0.0512165,0.173965,-0.00422584,0.0791044,-0.0258058,-0.0208887,-0.024145,-0.128629,0.0924663,0.0296247,0.0754409,-0.274317,-0.0377282,-0.0162674,-0.129192,-0.000520204,-0.17155,0.209001,0.24719,0.0309307,0.23538,0.0874919,0.371123,-0.211204,0.110451
36,13.5496,-0.131632,0.0957522,-0.0475475,0.230059,0.0189736,0.000960482,-0.287006,0.0550941,0.109883,-0.14633,0.0937306,0.23226,0.0238703,0.43774,0.00926985,-0.0381965,0.0980975,0.301858,0.0545416,0.0187407,-0.0442343,0.110254,-0.0774492,-0.0570853,-0.28663,-0.00429546,-0.0697266,0.240216,-0.1084,0.125971,-0.0195355,0.0528545,0.227574,0.0602755,0.0202396,-0.119801,-0.121294,-0.0409181,-0.018587,-0.239424,0.0207105,0.0445559,0.190698,-0.172028,0.142587,0.081745
37,12.1533,0.0816928,-0.161935,0.0150219,0.0714542,0.100909,-0.0812928,-0.0266086,-0.0380357,0.115542,0.260849,-0.0179,-0.00534979,-0.128795,0.13958,-0.0463647,0.0138114,0.0636436,-0.0415584,-0.0899597,0.165146,0.335776,-0.041507,-0.351947,-0.286665,-0.139214,0.0786041,0.0626862,-0.357804,-0.0554184,-0.0877287,0.163272,-0.0524595,0.195314,0.031372,-0.218628,-0.234121,0.17536,-0.0303186,0.0984872,0.0285841,-0.0786733,-0.00572753,0.157247,0.100826,-0.154678,-0.119831
38,-11.094,0.183673,0.268111,0.0620153,-0.0307135,0.165528,-0.0280081,0.0518796,0.240726,0.210172,-0.1285,-0.0727594,0.249994,-0.380178,-0.147654,0.142253,0.178631,-0.0643289,-0.0741345,-0.0557688,0.207509,0.0246233,0.0751735,-0.0265804,0.0541335,-0.0518409,0.256801,0.144181,-0.168521,0.00670507,0.124726,-0.13472,0.222925,-0.000106947,-0.00735657,0.115892,0.0714525,-0.227671,0.196693,0.195622,-0.00299267,0.166682,-0.0804797,0.0168316,-0.0597069,0.0118129,-0.0347235
39,-9.49661,-0.112076,0.0358576,0.139015,-0.0181535,-0.285775,-0.173576,-0.0128811,0.182221,0.0951096,-0.09335,0.23953,-0.251789,0.0365828,0.0817771,-0.0245395,-0.0299012,0.0143468,0.225816,-0.0977132,0.226604,-0.00388274,0.137118,-0.301023,-0.0212277,0.327248,0.146033,-0.0899004,-0.0410458,-0.18048,-0.153122,0.105739,-0.0154374,-0.114886,-0.0214906,0.0799939,0.125219,0.0447106,0.221045,0.0989341,0.145473,-0.0350994,0.190449,-0.104266,-0.229419,0.0163254,0.163872
40,7.7966,-0.0494874,0.0655409,-0.28965,0.0309821,-0.0194982,-0.167761,-0.0958897,0.191115,-0.141113,0.21621,0.122315,0.165474,0.0878114,-0.125918,-0.0416451,-0.0204865,0.0885978,0.150337,-0.118159,-0.125294,-0.206569,-0.076567,-0.0335999,-0.0335166,0.130333,-0.0834099,-0.0634942,-0.252397,-0.043651,0.00801752,-0.272425,-0.114116,-0.122747,-0.161202,-0.409217,0.178919,-0.0270537,-0.0155872,0.189401,-0.138641,0.194487,0.0337247,0.160839,-0.0266309,0.151551,-0.150156
41,-6.15703,-0.129624,0.0244675,-0.00530625,-0.00810921,0.112631,-0.0579556,-0.0445594,-0.0488036,0.144527,0.105293,-0.108454,-0.0227528,0.139306,-0.0524133,-0.0568025,0.202189,-0.336624,-0.0352922,-0.197085,0.0498707,0.0168393,-0.142451,-0.0302704,0.0591791,0.0512767,0.136439,-0.235181,0.265946,-0.0759626,0.288448,-0.00548963,0.130909,-0.212004,0.0803817,-0.0473171,0.0693603,0.244354,0.0624432,-0.0226187,0.0771781,-0.192949,-0.114155,0.400845,-0.186387,-0.101346,-0.181079
42,5.51082,0.119994,-0.0129554,-0.102069,0.104421,0.140218,0.188456,-0.0166923,0.186111,0.134455,-0.00212369,-0.0669193,0.0905384,-0.0519394,-0.19571,-0.0819689,-0.0419691,0.190142,0.106846,-0.183354,-0.127259,0.0112376,0.0874254,-0.14371,-0.0179831,0.09339,-0.166258,-0.0288229,0.104683,0.0769895,0.185757,0.109403,0.11439,-0.0307929,0.348628,-0.0195278,0.102268,0.216408,-0.297462,0.202041,-0.0982746,-0.10517,0.181455,-0.375737,-0.165367,-0.147275,-0.0262121
43,-3.23191,-0.172887,-0.0104732,0.10861,0.280078,0.200388,-0.300957,0.106216,0.0880121,-0.0684977,-0.0415348,-0.0692746,0.264331,-0.0168413,0.191363,-0.0367375,0.0557057,0.0586148,-0.115435,0.0995779,-0.148268,-0.154553,-0.144587,-0.062166,0.050755,0.230729,0.0396814,-0.10965,-0.131262,0.441221,-0.135786,0.110211,0.185906,0.0453588,0.0386,-0.0883417,0.0488076,0.0575682,0.201018,-0.161532,-0.0304106,-0.219175,-0.0324677,-0.0809641,-0.0141907,-0.0379174,0.148401
44,2.83991,0.055417,0.162303,-0.0974679,0.121624,0.196653,-0.0778496,0.254157,-0.0309785,-0.123784,-0.0270246,-0.18522,0.0781,0.236122,0.0133525,-0.0436042,-0.234393,0.13519,0.247813,0.148139,-0.0834288,-0.0306541,-0.0829175,-0.0835644,-0.00271389,-0.103478,0.0849903,0.0835989,-0.174999,-0.19623,-0.0807035,0.0291798,-0.213998,-0.146828,0.0315059,0.4326,0.118768,0.0222781,0.00429274,0.18117,0.0443404,-0.12185,-0.246482,0.11958,-0.109648,-0.183002,-0.0406164
