Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69
20,57.8521,-0.0327095,-0.0258374,0.131292,0.146511,0.0384713,-0.202454,0.018462,-0.00337642,0.143508,-0.254281,0.0813851,0.0106638,-0.103092,-0.106537,-0.0185447,-0.168026,0.0593528,-0.093361,-0.0677435,0.125382,-0.169142,-0.0850166,-0.0102465,-0.147271,0.0218731,0.0425678,0.0229157,-0.085502,-0.00891687,-0.0423415,0.0320094,0.0600468,0.00618616,-0.11459,-0.106762,0.164557,-0.259499,-0.124413,0.0708209,-0.0542978,-0.0301266,-0.267512,0.100692,-0.151245,-0.00974211,0.0367804,-0.0196346,0.123738,0.0633616,0.033655,-0.110454,0.110996,0.125256,-0.04139,0.0379027,-0.0220443,0.114282,-0.10106,-0.368796,0.0836825,0.0415138,0.139412,0.244046,0.0146787,0.274346,0.0258823,0.059372,0.0796238,-0.0225497,0.14074
21,56.2629,-0.148709,0.0204994,0.0158137,0.0755004,0.103122,0.0135248,-0.111683,-0.0796638,-0.144764,-0.0695514,-0.246997,-0.0478919,0.140364,0.0228819,-0.102195,0.141684,-0.0359716,0.0422063,-0.0438287,-0.262837,-0.238237,-0.0401198,-0.146591,-0.214613,-0.044213,0.119871,-0.13954,0.0452625,0.109626,-0.0364442,-0.0636502,0.103019,0.0364605,0.0451117,-0.147789,0.0461276,0.164977,0.187826,0.15353,0.141005,0.118331,-0.0163223,-0.0230143,-0.0755391,0.0160525,-0.043295,-0.0613537,0.225943,0.0434138,0.090555,0.054552,-0.245575,-0.0322344,-0.104006,-0.130325,0.0810913,0.259577,0.0910986,-0.132516,0.197176,0.123926,-0.153229,-0.145041,-0.0274276,0.00320006,0.0884392,0.0921197,-0.0677134,0.0138518,0.0532251
22,-53.5706,0.182622,0.0881,-0.0655355,0.00745134,0.073896,-0.0911084,0.0275024,-0.167009,-0.113557,0.00461282,0.213352,0.161733,-0.0526224,0.0836976,-0.132281,-0.0932695,-0.0765596,-0.199678,0.0120399,-0.0826296,-0.0319636,0.091944,-0.0689375,-0.202666,0.0499222,0.168725,-0.0779817,-0.252765,-0.126457,0.0180997,-0.0115734,-0.0965244,0.0333508,0.250266,0.154964,-0.116749,-0.0902944,-0.0591392,0.147992,-0.00495676,-0.00734565,-0.0593444,0.18277,-0.138493,0.132444,0.0628757,0.100836,0.187605,-0.0267379,-0.246146,-0.10149,0.00806246,-0.0355181,0.0245325,-0.123497,0.185389,-0.222957,0.0222006,0.139111,0.0758741,-0.0817905,-0.123511,-0.138224,-0.104977,0.0415249,0.0550455,-0.0558375,0.0569599,0.192914,-0.0016891
23,52.5728,-0.24916,0.000882275,0.272927,0.00423549,0.194312,0.0374121,-0.1631,-0.13601,-0.0858715,-0.0116955,-0.0695774,0.0861414,-0.0265079,0.192188,-0.0136109,0.0860082,0.00026134,0.0010531,-0.121506,0.094726,0.117655,0.196849,-0.258517,-0.0494987,-0.0197307,0.0101856,0.344568,-0.0129989,0.104572,0.0194257,-0.0175909,-0.191921,0.173339,0.132244,0.100576,-0.0220745,-0.00448628,-0.174372,0.0629389,-0.0414336,-0.0340165,0.0870016,-0.012357,-0.134598,-0.0837074,0.0698578,-0.20797,-0.0481293,-0.0580342,0.0360246,0.0537289,0.0131612,-0.129294,0.0383398,0.183707,0.128311,-0.0166901,-0.0516317,-0.121253,0.0633752,-0.0268669,0.144341,0.00133303,0.181027,-0.0774309,-0.19008,0.0858056,0.015765,0.0726967,-0.121958
24,-52.3228,0.27235,-0.155861,-0.00118461,0.0443046,0.0473732,-0.156891,0.0673199,-0.146329,0.023792,-0.0795252,-0.0574818,0.0993479,0.00487155,0.101882,-0.0342514,-0.0348871,0.105155,0.159688,-0.00981186,-0.123594,-0.0189917,-0.161297,-0.0213786,0.0644957,0.0680364,0.0169898,0.0614847,0.0739698,-0.0716037,0.206738,-0.293417,0.128381,0.0347355,-0.107286,-0.136638,0.0536206,-0.01057,-0.114361,0.170257,-0.253355,0.137525,0.237571,-0.0176939,-0.187322,-0.118879,-0.167586,0.129768,-0.0941878,0.0846434,0.00567072,0.127141,-0.0335999,-0.227909,-0.0049069,-0.0738929,0.0745222,-0.102839,-0.112478,-0.032656,0.0186508,0.0535021,-0.0638148,-0.0124774,0.0973533,0.0517335,-0.114289,-0.268642,0.0828816,-0.145325,-0.0498259
25,50.9493,-0.123832,0.0852958,0.0409659,-0.0565491,-0.0138821,-0.139483,-0.0494541,-0.18575,0.19331,-0.127272,0.0442226,0.150532,-0.0254317,0.0878851,-0.00501309,0.149858,-0.212591,-0.0403874,-0.0134693,0.152072,-0.00920453,0.165429,0.160163,-0.2934,0.0279503,-0.086653,-0.193075,0.0305031,-0.0315859,0.0361113,-0.00535616,-0.174044,-0.0263658,-0.071747,-0.0309817,0.0831983,0.138365,-0.0673462,-0.190684,0.0580565,0.0573365,0.124291,-0.0988741,-0.019965,-0.0945066,-0.027899,0.103471,-0.158518,0.184011,0.157105,-0.229881,-0.0628818,-0.0192055,-0.0280851,-0.248455,0.187239,0.020342,0.054631,-0.00750659,-0.187517,0.0887418,0.187203,-0.0253034,-0.0533531,-0.10428,0.135467,-0.0731173,0.158562,-0.0775332,-0.0530498
26,-49.0083,0.0764263,0.0326539,-0.2222,0.13005,-0.077896,-0.042253,-0.161285,0.107778,-0.0890651,-0.136019,-0.102123,0.0817227,-0.0348388,-0.087128,-0.111472,0.0106765,0.0122469,0.00314671,-0.0797131,-0.0251221,-0.246698,-0.134944,-0.0672554,0.164949,-0.140363,-0.174009,-0.0556177,0.152171,0.0184166,-0.148936,-0.0573885,0.0332854,-0.0354989,0.148976,0.0854346,0.100396,-0.0887392,-0.0203955,-0.113779,0.227145,-0.0284031,0.0332088,-0.124113,-0.235247,-0.0832743,0.17621,0.0709536,-0.126693,-0.279557,-0.0481141,-0.173632,0.235924,-0.0859718,-0.145745,-0.0355283,0.0749927,-0.155927,-0.0465813,-0.0233374,0.0831857,0.0329572,0.171547,-0.212591,0.082999,-0.0308864,0.0188184,0.0427028,-0.0059241,-0.0690799,-0.153857
27,47.4466,-0.0426567,0.211741,0.0608222,-0.0778925,-0.0139463,0.0223992,0.0405755,0.122384,-0.00867841,0.0260576,-0.183613,-0.242625,-0.126739,0.0876549,-0.0605754,-0.00819234,0.142297,-0.158867,-0.00724038,-0.13127,0.0275201,0.170405,-0.0652101,0.106845,-0.0246193,0.0584082,0.0862182,-0.0665571,-0.1337,0.0842903,0.10652,0.0981363,0.0543716,-0.218436,-0.247066,-0.0476307,-0.0154961,0.00714436,-0.0354953,-0.0589328,0.232098,0.135788,0.0122137,-0.129056,-0.0314238,-0.113078,0.104217,-0.0512377,-0.260903,-0.0382973,-0.158734,0.103423,0.0493613,0.169847,0.049984,0.243828,-0.0585823,0.290297,-0.000821663,-0.0924395,0.0383945,0.00883831,-0.000593167,-0.135638,0.1564,0.067561,0.177304,0.155271,-0.0098598,-0.0213436
28,-46.8497,0.20033,0.143502,0.0574921,-0.00296272,-0.11408,0.0801957,-0.00355439,-0.0522987,-0.102645,0.0633207,0.129885,0.0119104,-0.0616804,0.0121289,-0.0379102,0.0680667,-0.0644975,0.0385204,-0.186814,-0.0983443,0.124508,0.0577532,-0.34116,0.0438444,0.00954365,0.00886875,-0.00344765,-0.142979,-0.00288993,0.0807927,-0.0894057,0.0506208,-0.15896,-0.107772,-0.0109977,0.136823,0.0304533,-0.202319,-0.211505,0.111647,-0.252693,-0.153735,-0.0260433,0.168798,-0.00586466,0.127211,0.0242431,0.0479356,-0.0263106,-0.0663618,0.115993,-0.0296483,0.0244721,0.0653639,-0.119674,0.0703437,0.0117774,0.141816,-0.13775,0.0615889,0.34793,-0.0549057,0.076072,-0.125564,-0.0656637,-0.123276,-0.0647101,-0.0299082,-0.312498,-0.0458548
29,45.6262,-0.115152,-0.0900951,-0.0913455,0.097323,0.122821,-0.0462092,0.0918708,-0.223429,-0.105641,-0.024857,-0.0829177,-0.068972,0.0780839,0.0818197,-0.109703,-0.132463,0.124974,-0.00632188,0.074974,-0.139294,0.21092,0.0451293,0.0224932,-0.00318641,-0.00289495,0.0534303,-0.177796,0.0814154,-0.220823,-0.0203258,0.28972,0.103994,-0.0940513,-0.0889412,0.261445,-0.035405,-0.117635,-0.277199,-0.124775,0.0482057,0.140601,-0.00254808,-0.12593,-0.23074,-0.0198417,0.0785329,0.0274662,-0.160583,0.0930665,0.112442,0.252049,0.0320127,0.19642,-0.00318949,-0.0232988,-0.0807498,0.105964,-0.0168282,-0.0307035,0.148107,-0.049291,0.0369739,-0.0619947,-0.202051,-0.0966644,-0.0421585,0.0126264,-0.0538853,0.00754164,-0.0342386
30,-44.0362,0.00625026,-0.127271,0.0116056,-0.071886,0.0673176,0.0485847,0.0917959,-0.0675911,0.130556,-0.055144,0.167875,-0.047851,0.122614,-0.189659,-0.155552,0.085502,-0.168219,-0.100036,0.100348,-0.187628,0.0525784,0.106216,-0.151811,-0.0388389,0.1008,-0.0961335,0.162851,0.167115,-0.13588,0.00215417,0.00391755,0.116081,0.00747559,-0.136602,-0.00968704,0.168732,-0.0242272,0.0779198,0.209306,0.118306,-0.0266592,0.0335213,0.186163,0.149527,0.0297004,-0.0281885,0.00412296,-0.0928343,-0.03335,0.029729,-0.127215,0.213588,0.0881209,-0.203255,0.243667,0.284738,0.205417,-0.131089,0.160358,0.0198232,0.0468003,0.0800034,-0.060471,-0.114816,-0.0692939,-0.0480215,-0.164044,-0.12767,0.0382998,-0.0241153
31,-43.6431,0.0568901,0.233777,0.144347,-0.0506615,-0.312878,0.078301,-0.176813,-0.125394,0.0793668,-0.145566,0.0162552,-0.118693,0.0631185,-0.148723,-0.00672703,-0.0769617,-0.0128348,-0.0581835,-0.123998,-0.219869,0.144971,0.204604,0.233984,0.0752248,0.0908658,-0.0549038,-0.0641823,0.0917416,0.0259599,-0.0314689,-0.0447724,0.0368896,0.154556,0.104524,-0.058399,-0.0857791,-0.207337,-0.115181,0.135874,0.109984,-0.15129,0.0341745,-0.0331246,-0.116182,-0.100653,-0.0693932,0.160992,0.00150721,0.114428,0.126844,-0.134309,-0.176404,-0.0595309,-0.0509948,0.0996021,-0.140272,-0.059881,-0.0844355,0.11844,0.138274,0.0931794,-0.123948,0.0283811,0.0481691,-0.0658725,-0.176138,0.179466,0.0423365,0.0057374,0.0892735
32,43.3899,-0.157766,-0.0717401,0.202636,0.0459681,-0.186266,-0.0521065,0.120228,0.138965,0.0549555,0.179546,0.115912,0.0121571,0.06302,-0.284676,0.154461,-0.118262,-0.103342,0.0771098,-0.0546553,-0.174722,-0.114452,0.11113,-0.213572,0.039322,0.0283936,0.16639,-0.217323,-0.0909302,-0.100173,0.0272261,-0.132079,-0.0755279,-0.0364015,-0.0293631,-0.00710176,-0.0251317,-0.0592938,-0.0379424,-0.105325,-0.110697,0.0378537,0.237266,-0.0611019,-0.117058,0.183652,-0.00112534,-0.164908,0.00581115,-0.0975711,0.175494,-0.0749711,0.127623,0.00471022,0.0832375,-0.138667,-0.0747929,0.0362308,-0.239246,-0.0955123,-0.0811554,0.0587174,-0.102912,-0.054791,0.021386,-0.0593082,0.00479924,0.0237539,0.0058311,0.196626,-0.217718
33,41.0151,0.00405886,0.0100103,-0.0163057,0.157014,-0.0523315,0.0455044,0.00661598,-0.140295,0.00507296,0.200073,0.13275,-0.15219,-0.222192,0.182925,0.183806,0.162176,-0.0577472,-0.142711,0.163075,-0.212657,0.129821,-0.260659,-0.0462427,0.0389623,0.0585485,-0.0215552,0.0331039,-0.0636151,0.278588,-0.230353,0.0564446,-0.0328355,-0.0856639,-0.0107259,0.117659,-0.0344209,0.00536884,0.0159779,0.229131,0.101128,0.0814145,-0.0421036,0.0175895,-0.199482,-0.0154706,-0.0531956,-0.0650368,-0.0401844,0.137901,0.194883,-0.159303,0.208347,-0.0910363,0.112628,-0.0717762,-0.0108838,0.0134117,-0.0242501,0.0672974,-0.0371027,0.101012,-0.0484826,0.162144,0.0411666,0.0424745,0.139179,0.00967446,-0.0312263,-0.149724,-0.109175
34,-39.8564,-0.0693029,0.251956,0.00543077,0.184774,-0.0605071,-0.0315995,0.326166,-0.0401775,0.00845158,-0.106676,0.0166217,0.0350628,-0.117165,-0.0710234,-0.0878846,0.103403,-0.156555,0.117391,0.149438,0.123093,0.0694955,-0.152107,-0.249837,0.038933,-0.0200564,-0.0843213,-0.206168,-0.0659186,-0.181711,-0.0769102,-0.130928,-0.186775,0.146397,-0.218474,-0.0477327,-0.25221,0.014512,0.00459138,0.119023,0.141652,0.0241315,-0.0354241,0.0106003,0.0729229,-0.158099,0.0452266,0.0583222,-0.0995705,-0.109943,-0.0229125,0.105577,-0.169626,-0.0742123,-0.0879705,0.121981,0.0218187,0.00259627,-0.0641349,-0.00941007,0.0980347,-0.249954,-0.0635696,0.101251,0.0581524,-0.0190165,0.0498196,0.137979,0.0441271,-0.0628289,-0.0415206
35,38.6368,-0.195259,-0.185054,-0.145129,-0.152692,-0.109497,-0.0354984,0.119414,-0.103621,-0.152977,-0.128663,-0.0354531,-0.232264,0.00521456,-0.0442368,-0.0989974,-0.228015,-0.0269442,-0.2441,-0.0864279,-0.0665936,-0.0385255,0.0368954,-0.0787473,-0.0378796,0.0174886,-0.0105093,0.00508473,-0.246313,0.0909209,-0.238264,0.0977871,-0.0785685,-0.00604039,0.00632234,-0.0834951,-0.00410904,0.0956,0.017864,0.0288593,-0.0777126,-0.0966813,0.156773,-0.0732723,0.0805321,0.0884539,-0.247571,0.0224396,-0.0468278,-0.0187852,-0.223299,-0.0631907,-0.051701,-0.19893,-0.0740164,-0.0132762,-0.141606,-0.0243374,-0.0807644,-0.142516,0.0153975,-0.133261,0.165206,0.0177594,-0.0440856,-0.17491,-0.0395941,-0.0987025,0.00163949,-0.2854,0.00289905
36,-37.6376,-0.0909921,-0.241854,0.143638,-0.105109,-0.10492,-0.18396,0.0855854,0.0794824,0.137595,0.00234388,-0.189876,0.0204292,0.0369011,-0.013956,0.182786,0.109587,-0.0268753,-0.136514,-0.126153,-0.00822109,0.0241046,0.0219198,-0.191111,0.217951,-0.140004,-0.244381,-0.000986976,-0.078927,-0.105799,-0.0728374,0.0574949,-0.0683017,0.077486,0.034185,0.0400829,0.112381,-0.00445522,0.0696273,0.0977249,-0.0222397,-0.0919362,0.0510215,0.20177,-0.206278,-0.235162,0.0835193,0.00469881,0.0301846,0.198242,-0.185754,0.13066,-0.116098,0.169591,-0.114072,-0.254084,0.00541355,-0.0962557,0.0623732,0.188562,-0.0605901,0.0458604,-0.0164457,0.0237893,-0.10197,0.0999588,0.0273608,0.0902285,-0.140668,0.00474899,0.0352427
37,36.7124,0.188595,0.133553,-0.0634631,-0.145373,0.148191,-0.0308402,-0.0775646,-0.0113693,-0.138592,0.00569742,0.0870563,-0.192366,0.219811,-0.121894,0.0730872,0.0480497,-0.138756,0.0547974,0.130122,0.114034,-0.0315969,-0.0480264,-0.0259849,0.143373,0.139305,-0.0821511,0.195147,0.0683319,-0.0601173,-0.243987,0.00219846,-0.00511883,-0.0315124,-0.0709617,-0.0412412,-0.0344819,0.0809454,-0.20509,-0.0279038,-0.203366,-0.0104575,0.117571,-0.0724762,-0.0241472,-0.0426462,0.24216,0.133789,0.152846,0.207136,0.0112797,-0.10605,-0.0357998,-0.201794,0.0440021,-0.100377,0.0751844,0.0893266,-0.0523327,-0.217586,-0.0710021,-0.128798,-0.0215957,-0.0719116,-0.199116,0.0689185,0.043313,0.213161,-0.157145,0.106348,-0.0277803
38,36.1922,0.108024,0.106162,-0.00538894,-0.324476,0.0719992,-0.0283408,0.110454,0.00303916,-0.043161,0.145199,0.0988999,0.00267312,-0.140814,-0.0643702,-0.0140036,0.217156,0.148133,0.0599581,-0.231855,-0.206477,0.0700701,0.00812567,-0.079769,-0.238999,-0.0734834,-0.0362939,-0.16979,0.230874,-0.0135661,-0.169225,0.146833,-0.0787978,-0.141499,0.0486943,0.0400684,0.0560399,-0.0270034,-0.0859165,-0.0270122,-0.201184,0.0703649,0.0445656,-0.0227636,-0.0587837,-0.108896,0.032258,0.0857207,0.0573649,-0.131726,-0.151914,-0.0721799,-0.104312,0.122917,-0.0190338,0.105682,-0.0434219,0.130445,-0.116483,-0.0161249,-0.0940247,-0.0831348,-0.00607994,0.0347537,0.37506,0.0896701,0.0662888,-0.0401835,-0.0627935,-0.0538313,0.0911876
39,-35.1505,0.169455,-0.011956,0.0352217,-0.0780328,0.00341054,-0.033785,-0.00761248,0.0372549,0.0151412,-0.097573,0.0351872,0.187012,0.0513566,0.138218,-0.231592,-0.0691267,0.183221,-0.0616254,0.00700528,-0.0202004,0.13384,-0.0138763,0.0995358,-0.0454243,0.05767,-0.00055479,0.0430156,0.0318104,-0.0963631,-0.261842,-0.0172216,-0.239812,0.143532,-0.129455,-0.111903,0.0878371,0.121958,-0.0216468,-0.03888,0.221717,-0.264361,0.240778,0.0141855,-0.0256505,-0.065569,-0.0782977,-0.300594,0.0898337,-0.13351,0.171117,0.0871591,0.0936977,0.0303015,0.126435,-0.00833683,-0.155374,0.0211492,-0.0544031,-0.000877689,-0.0285729,0.00873218,-0.158156,-0.130211,-0.107037,0.248095,0.183104,-0.0459954,-0.0512647,-0.0353316,0.02783
40,-32.0243,-0.0492142,0.142557,0.132637,-0.0266755,-0.324367,-0.00993385,-0.0498475,0.0749329,-0.104928,0.0486717,-0.0813421,0.0563314,-0.175857,0.0864628,-0.0337326,-0.00842304,-0.109816,-0.173595,0.0295857,-0.116722,-0.207141,-0.137509,0.13674,0.100117,0.152563,-0.0832989,0.117122,0.0112523,0.0270736,0.072477,0.0485981,-0.101389,-0.0682893,-0.0479693,0.283102,0.00938323,0.0953937,-0.140073,0.0859955,0.0396166,0.0501892,0.0543889,0.0523697,0.0630368,0.114426,0.0217444,0.0297825,-0.164065,-0.101311,0.00496489,0.228315,-0.0903648,0.0180247,-0.101109,-0.0585822,0.149956,0.145426,-0.0976796,-0.215488,-0.197451,-0.0405115,-0.0427035,-0.130204,-0.0150221,0.0988836,-0.103315,-0.102844,0.0327308,0.10542,0.327684
41,31.28,-0.204225,-0.00684925,-0.00744421,-0.0354033,-0.220149,-0.0555409,-0.0480918,0.0960008,0.100154,-0.2742,-0.104589,0.113168,0.185836,0.0976075,0.00373833,0.251821,-0.0330828,0.0447393,0.100844,-0.0792264,0.183285,-0.246177,-0.0325779,-0.0418226,0.122509,0.125707,0.143366,0.0424316,-0.113391,0.121975,0.0965608,-0.111705,-0.160323,-0.00126195,-0.00445044,-0.144879,-0.309781,-0.0318319,-0.145872,-0.156803,0.0110122,-0.030627,0.178028,0.0117885,0.0817794,-0.00984209,-0.0415155,0.16517,-0.0907481,0.00580388,-0.171371,0.0679689,-0.105113,0.0200078,-0.0772505,-0.0647688,0.0156911,0.135704,-0.00551299,0.034458,-0.0812117,-0.0725984,-0.147361,0.0520316,-0.101887,-0.000885864,-0.0450817,-0.166797,-0.192984,0.0489865
42,-31.1436,-0.0807452,0.0731507,-0.0387927,-0.171948,0.132816,0.00995522,0.0418014,-0.0660775,0.237584,-0.234615,0.0444283,0.20174,-0.140262,0.0330017,0.352953,-0.168441,0.147173,0.0148519,0.21293,-0.199048,0.0675543,-0.0983585,-0.134358,-0.0122324,0.0172192,-0.163155,0.0108264,0.0407425,-0.025013,-0.00475502,0.0767006,0.130731,0.00530711,0.211084,-0.0677398,-0.0368586,0.118101,0.0140327,0.0105058,0.0245147,-0.0678854,-0.032599,-0.234644,0.134904,-0.0375507,0.0154294,-0.083584,0.023014,-0.0689142,-0.138121,-0.0244835,0.111338,-0.0143857,-0.00319975,-0.132199,0.0510185,0.156103,-0.0596529,-0.0285903,-0.0165013,-0.0337244,-0.164193,-0.0862814,-0.0914132,-0.010441,-0.204884,0.131056,0.265503,0.00757058,0.020322
43,-30.027,0.0650334,0.0392502,0.157903,-0.105834,-0.130545,-0.101713,0.0132799,0.13286,-0.0785254,-0.0803026,-0.0697947,-0.224099,-0.0764684,0.149108,0.0542705,-0.0483815,-0.113657,-0.0545493,0.187098,0.113013,0.0893612,0.0146843,0.133836,-0.15593,-0.126766,-0.178493,-0.0906799,0.00906903,-0.263991,-0.140474,-0.111394,0.101203,0.0405814,0.145242,0.0759238,0.0351991,0.184186,0.0958374,-0.0561131,-0.25931,0.0234423,-0.127231,0.0486921,-0.0510412,0.071045,0.0717538,-0.201299,-0.174035,0.0199589,0.00486235,-0.0824605,0.00922451,0.0259213,-0.00299229,0.169721,0.0722881,-0.0733412,0.00375346,-0.156817,0.283532,0.19377,-0.223103,-0.0618045,0.0610737,-0.0396949,0.0108016,-0.130005,-0.0725521,-0.0417579,-0.102806
44,28.9709,0.00460003,0.0552834,0.11792,0.003732,0.0730101,-0.25555,0.0971826,-0.103919,0.0182832,-0.0188041,-0.178735,-0.0908902,-0.0362384,-0.067551,0.072074,0.0514759,0.0278814,0.090646,-0.0547949,0.0666079,0.0174334,-0.131336,0.0102764,-0.141277,-0.0729879,0.215585,0.229547,-0.264444,-0.0192873,-0.147033,-0.116241,0.145868,0.109417,0.0859515,0.159625,-0.0942467,0.118595,-0.0396123,-0.0900025,0.0825104,0.129468,0.146475,0.0290148,0.187544,-0.13348,0.113368,0.249047,0.0136448,-0.177075,0.102612,-0.109793,0.112414,0.097821,-0.00870156,0.0207286,-0.21533,0.0319365,-0.16669,0.175029,-0.0168365,0.240842,0.0391239,-0.0685924,-0.0683279,-0.0426741,-0.032011,-0.0107884,-0.049322,-0.00257617,0.209335
45,-26.6279,-0.0304956,0.0984084,0.0901284,0.0876782,-0.142075,0.0843841,-0.194476,-0.141457,0.179324,0.106704,-0.0734724,0.0301158,0.00886902,-0.0906761,0.181603,-0.142163,-0.119048,-0.084513,-0.109266,-0.0350408,0.0879864,-0.246268,-0.0067016,-0.183657,-0.185518,0.222368,-0.0325396,0.22102,-0.193768,-0.034624,-0.0157991,0.0160948,-0.205595,-0.0472124,-0.0394984,-0.00130239,0.222054,0.0201755,0.0525623,0.0661752,-0.0214634,0.0308641,0.0290057,0.060337,-0.0735406,-0.131594,0.0168846,0.0643304,0.0801269,-0.155455,0.112919,0.0397919,-0.0332315,0.179422,0.147887,0.0528129,-0.227132,-0.0334128,-0.05889,0.0521103,-0.0952431,0.271974,-0.114082,-0.0983108,0.157014,-0.0782052,0.0644995,-0.157763,0.0205305,-0.0611472
46,26.112,-0.293956,-0.011485,-0.170983,0.0206583,0.0569477,-0.0236842,-0.114124,0.0165312,-0.149119,-0.0751458,0.142791,-0.104575,-0.123603,-0.00143628,-0.120134,-0.0419745,-0.0408757,-0.106246,0.0638034,0.124377,0.126979,-0.0107226,-0.0225129,-0.0019865,-0.167772,0.0290111,0.164818,0.157295,-0.152679,0.151106,-0.0622766,0.118482,-0.120308,-0.0392201,0.0627859,-0.0123295,0.0886872,0.118946,0.0750655,0.0764492,-0.138085,0.214712,-0.0399695,-0.0513183,0.104833,0.0888377,0.158673,0.235655,0.00889527,0.145569,-0.0317646,-0.0991409,0.248496,-0.0814822,-0.111195,0.0188453,-0.183567,-0.164938,-0.053009,-0.169096,-0.00259516,-0.248395,0.13212,0.151634,0.093111,-0.0937329,0.0216891,0.0661497,-0.151111,-0.0800134
47,-25.3215,0.0807688,0.116675,-0.00277667,0.0229611,0.172914,0.136889,0.0335874,0.10142,0.0824077,0.116284,-0.149794,-0.213329,-0.0234187,-0.0596236,0.0689699,-0.0738086,-0.0867328,0.0934274,0.0804043,0.110544,0.0898659,0.0138159,0.0340688,-0.184057,0.182293,-0.0265861,-0.0967688,0.03038,0.148047,0.0488911,-0.117689,-0.0801312,-0.10846,0.211265,-0.0448224,0.0803739,-0.205294,-0.0421763,0.0690782,0.119908,0.0268342,0.264767,0.0830757,-0.0324964,-0.234126,-0.08599,-0.143603,0.0277791,-0.119746,-0.0460711,0.0418408,0.126433,0.20604,-0.142916,-0.140317,0.0791598,-0.184803,0.0460756,-0.226759,0.0142168,-0.127761,-0.0909568,0.0985643,-0.142004,-0.18621,-0.063648,-0.0779166,-0.116626,-0.0641534,0.17727
48,24.184,-0.300447,0.0599042,-0.126037,0.102055,0.200751,0.0672972,0.0248901,0.175497,0.185309,-0.0073664,0.12195,-0.0634599,0.0205142,-0.0158633,-0.061171,0.0380558,0.0116589,0.0264154,-0.27484,-0.156099,-0.00253138,-0.114834,0.145914,-0.0268745,0.132,0.0560772,0.10192,-0.0370173,0.0692902,0.067068,-0.0867351,-0.203448,-0.0474801,-0.11622,0.139066,-0.0455865,0.0564611,0.0893487,-0.0291485,-0.13944,-0.176897,0.0774339,-0.165402,-0.0302225,-0.114454,0.0823453,0.125755,-0.260594,0.0786791,-0.241625,-0.0507083,0.0408982,-0.0290496,-0.0244444,0.0386442,-0.00335365,-0.00327992,0.0399573,-0.0253291,0.274275,0.140886,-0.208407,0.0311336,-0.125684,0.154208,0.0854917,-0.0575639,-0.0124585,0.127532,-0.00620017
49,-23.2445,-0.10533,0.222375,0.121496,-0.0125475,-0.0358971,0.0711758,-0.0396704,-0.118264,-0.149989,0.156187,0.0445973,0.0459652,0.232346,-0.0349843,0.0484609,-0.301043,0.0861201,0.0337035,-0.145192,0.0517064,0.0395599,-0.266788,-0.0257446,-0.0305679,-0.12418,-0.200865,0.0916247,0.0635026,0.0770966,-0.0175418,-0.108207,-0.00487027,0.00463901,-0.10644,0.0101417,0.121993,0.0959122,0.00136355,-0.0771393,-0.134671,-0.0549803,0.000735707,0.277562,-0.149878,0.0376065,0.0375482,0.0262168,0.0117734,-0.0953922,0.0836344,-0.10644,0.0136334,0.0898323,-0.0045297,-0.106573,0.0270248,0.175534,0.0848235,0.201781,0.159048,-0.215806,-0.0144613,0.072605,-0.0629965,-0.183143,0.0902729,-0.116992,0.278036,-0.0306685,0.0580359
