Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61
32,35.1792,-0.133909,0.0265155,-0.0576004,0.0426737,0.290801,-0.0201702,0.109745,0.0132739,-0.0719159,-0.00662592,0.147314,-0.128051,0.0332415,-0.119282,0.0813758,0.00128673,-0.0158125,-0.0868313,-0.0711237,0.0451122,-0.132214,-0.0864443,0.141283,-0.105359,0.0383849,-0.224898,0.301421,0.139752,-0.0351754,0.155113,0.0179223,0.0183271,0.270733,0.153131,0.297036,0.0762048,0.0441637,-0.0423283,0.0279826,-0.163546,-0.250543,0.117226,0.0640515,-0.390289,-0.0150631,0.00770888,0.0182291,0.044986,-0.0183009,-0.0183049,0.212369,-0.013756,-0.01992,0.0611833,-0.0910804,-0.0487013,0.0937897,-0.0872449,-0.0971734,0.0636215,0.0464078,-0.0633504
33,-32.4658,-0.0721061,-0.162507,0.196837,0.0817342,-0.119237,-0.242151,-0.0874504,-0.147041,0.0410914,-0.0671181,-0.0575512,-0.0391323,0.0214568,-0.0278489,0.199676,-0.0662794,-0.0468824,0.128991,-0.0699241,0.0418095,-0.0248051,0.045927,-0.104116,-0.079056,0.203749,-0.15299,0.171636,-0.214884,-0.173256,-0.143706,-0.117879,0.237437,-0.127521,0.0129383,0.0737194,-0.215538,-0.0339901,-0.145662,0.125238,0.0206336,0.212204,-0.0402257,0.0563789,-0.171773,0.113008,0.0155577,0.177574,0.0238047,-0.317754,0.0297586,-0.0107179,-0.00403956,-0.0611237,-0.16168,-0.142541,0.164965,-0.000559433,0.17396,-0.0790099,0.0504517,0.0839321,0.0280848
34,30.4151,-0.00426462,0.164413,-0.447226,-0.0604563,-0.0152536,-0.160095,-0.0112774,-0.079475,0.0278872,-0.00577386,0.00712375,0.0346213,-0.0533477,-0.103598,-0.128426,0.034778,-0.275993,-0.0930166,-0.074033,0.0189751,-0.0561655,-0.0631393,-0.183043,0.129326,0.0875343,-0.148973,0.0414223,0.157398,0.0415285,0.0221498,-0.127723,0.163606,-0.0874558,-0.0117923,-0.0511234,-0.0539478,0.201562,0.149007,-0.0107372,-0.036689,-0.0486086,-0.0798305,-0.193562,0.241382,-0.0244695,0.0802418,-0.00839966,-0.0459655,-0.144073,0.11099,0.0700163,0.124917,0.240863,0.0570902,-0.150485,0.114181,-0.026812,0.0211592,-0.321635,0.0522836,0.0257787,-0.0641461
35,29.8198,-0.035692,-0.0559349,-0.0357934,0.14285,0.0617954,0.109298,-0.0734683,-0.0540637,0.158352,0.0379126,0.211195,0.179638,0.164012,0.319036,-0.0251255,0.240758,0.0621322,-0.0684575,-0.0997489,-0.204704,0.0338478,0.0729466,0.00157376,0.144186,0.102058,-0.165956,0.0596901,-0.0284329,-0.101355,0.198108,-0.0132718,0.078365,-0.258684,0.213236,-0.0122776,-0.0167198,-0.18937,0.117438,0.0216444,0.0222223,-0.178635,0.0416353,-0.0132331,-0.0561906,-0.0726662,0.00260053,-0.103987,-0.0427148,-0.0189064,0.0404538,-0.200635,0.0796634,-0.113342,0.0515276,0.0962572,-0.174833,-0.0970983,0.169859,-0.137806,-0.125436,0.2232,0.168077
36,-29.0114,0.0976956,0.0204054,0.0806469,-0.0729243,0.100709,-0.0465266,0.0557354,-0.0103856,0.152821,0.0863014,-0.366378,-0.0940727,-0.0333104,-0.00795972,0.0227638,0.139467,-0.0445068,-0.121779,-0.0545789,0.170823,0.0557584,-0.0371343,-0.265826,0.177469,-0.163698,-0.0818249,0.0676427,-0.0849226,0.0212953,-0.0540605,0.142103,-0.0775074,-0.0387547,0.0198147,0.171246,0.0542143,0.0759959,0.0677854,-0.224271,-0.0981421,-0.0769837,0.147073,0.187202,-0.0626004,0.373021,0.0778452,-0.0935806,0.111486,-0.140327,-0.0521437,-0.129047,0.105698,0.0634471,-0.0550499,0.144443,-0.172447,-0.175459,0.135046,-0.044801,-0.109503,-0.155382,-0.0690454
37,-25.8085,0.0650402,-0.0165758,0.0429082,0.0991886,-0.00441681,-0.0858327,0.0923325,0.113567,0.110454,-0.0516823,0.0786249,0.0385037,-0.272969,-0.121272,-0.0955898,0.299556,0.217558,0.0816391,0.0624198,-0.127515,-0.129683,-0.0183773,0.0912823,-0.143231,-0.0987287,0.0960347,-0.100503,0.0799803,-0.0953592,-0.186452,-0.269983,-0.113383,0.0274222,0.0210967,-0.064351,-0.0175317,-0.090438,0.0222934,-0.157963,-0.143624,0.0636478,0.0353287,-0.160397,-0.0581501,0.168599,0.217431,0.0472773,0.143531,-0.221724,-0.239148,-0.0488682,0.0787136,0.0910766,0.114493,0.042477,-0.00151439,0.164177,-0.149252,-0.144823,-0.0777425,0.197144,0.114211
38,24.5968,0.0862625,0.00733248,-0.199078,-0.180553,0.0811947,-0.053508,0.173876,0.118833,0.0227522,0.0446638,0.172555,-0.138715,-0.30351,0.0718705,0.0319236,0.0673572,0.128466,0.116557,0.102083,0.0743606,0.111784,0.141286,-0.0448363,0.0299418,0.129784,-0.0991939,-0.0488382,-0.242916,-0.0729801,0.317323,-0.0066813,-0.07421,-0.117332,-0.122949,-0.0360544,-0.111898,0.263127,-0.243282,-0.00201017,0.0390076,0.124165,0.0988882,-0.0529674,-0.0602449,-0.076068,0.0756638,-0.0921489,0.0770776,0.025701,0.0951781,-0.0195175,0.0968718,-0.0910731,-0.135524,0.150927,-0.139869,0.118895,0.0319579,0.0536018,0.0958234,0.135848,-0.258186
39,-24.1089,-0.203522,-0.0765897,-0.00650958,0.0354338,0.206042,0.0888835,-0.0269087,0.205338,0.153011,0.00438772,-0.00988735,0.0334156,0.0454533,-0.102322,-0.152395,0.102274,-0.0723007,0.115417,0.250851,-0.075606,-0.0161273,0.0301974,-0.143178,-0.198787,0.136981,-0.0812178,-0.0163848,0.154532,-0.0402045,-0.183979,-0.102607,0.0116848,0.00333481,0.194434,-0.212256,0.316934,0.186985,0.121858,-0.0677826,0.0949275,0.0905124,0.00611494,0.158625,0.0472544,0.0746511,-0.0889482,0.0435522,0.0366186,0.0231127,0.0412128,0.133877,-0.0172516,-0.171877,-0.169222,0.0168375,-0.00303341,-0.225608,0.163459,0.102183,0.205877,0.149837,-0.111309
40,23.1937,-0.0100826,0.0701837,-0.167605,-0.109951,0.00644413,0.242396,-0.00815298,-0.107871,0.0419285,-0.373231,0.106466,0.056141,-0.0348664,0.0658388,-0.0759657,-0.156966,0.023534,-0.00994073,-0.112337,-0.0701528,0.216067,0.0055166,-0.140814,0.185888,0.109465,0.00688853,-0.0443621,0.0878904,0.0316072,0.0385401,0.113278,0.0612677,0.256392,-0.0553814,-0.196997,0.035267,0.0650257,-0.0400253,0.0694569,0.0832511,0.0703587,0.313402,0.128949,-0.0968924,0.162199,0.151038,0.116587,0.184065,-0.155667,-0.0840336,0.0325923,-0.158685,-0.0216622,-0.0208131,-0.0587158,0.12755,0.00326789,-0.0294558,0.0902335,-0.229949,0.112459,0.166674
41,-22.896,-0.288038,-0.0917531,0.0890608,0.180401,0.121612,-0.0536589,0.133588,-0.239973,-0.0880755,-0.173419,0.0668621,-0.0728602,0.284705,0.0934499,0.085137,0.0472721,0.0802083,0.158306,-0.121781,-0.103234,0.0459085,0.137564,-0.0288435,0.00638087,-0.239599,-0.188162,-0.0006523,-0.120831,0.0106953,-0.13166,0.0945022,-0.206946,-0.00566405,-0.045957,-0.0497934,-0.0169649,0.32378,0.139224,0.0418013,-0.126796,0.0226639,0.116787,-0.0939978,0.292803,-0.0626943,0.113335,0.122587,-0.0044544,-0.043168,-0.0087307,-0.0321793,0.0197526,0.0320728,-0.0475852,0.045578,-0.13923,0.113983,-0.164155,-0.0104115,0.112729,-0.0611088,-0.0232581
42,21.5168,0.00614951,0.054052,0.0391221,0.0247994,0.0323082,-0.0792029,0.185759,0.230553,-0.258995,0.177538,0.0326717,0.178643,0.025046,0.0863483,-0.0748317,0.119777,-0.051366,-0.0166262,0.101842,0.121038,0.109554,-0.0328246,-0.0316324,0.160936,0.0314848,-0.103116,0.0153795,0.0185313,-0.190473,-0.179129,-0.0926271,0.169121,0.101642,-0.198407,-0.00592614,-0.189526,0.188984,0.0102526,0.00316488,-0.250546,-0.253311,-0.0476686,0.0303093,-0.00743428,-0.0529221,0.0125721,0.1992,0.0460104,0.241313,-0.0888922,-0.123448,-0.0370198,-0.00207804,-0.225303,0.0487519,0.153114,-0.0524913,0.0510147,0.148628,-0.103096,0.066935,0.237334
43,20.8606,-0.0452772,0.0636354,0.157766,-0.119629,0.0552445,-0.245087,-0.104656,0.0702903,0.160119,-0.0811255,0.00565726,-0.0116454,0.129399,-0.00880654,-0.119614,0.0104464,0.0857399,-0.0953725,0.142691,-0.00504489,-0.132931,-0.129354,0.325621,0.0395022,0.248886,-0.0433281,-0.162592,-0.0616161,-0.0672083,-0.0493248,0.332116,0.0897057,-0.0044616,0.0252381,-0.192507,-0.00636519,-0.013209,0.0151229,-0.0543889,-0.0839281,0.00573135,0.332187,-0.142636,-0.0305767,-0.091274,-0.00928591,-0.0872048,-2.98983e-05,-0.0109143,0.0132577,0.0583686,0.236165,0.25805,-0.193352,-0.0957793,-0.0144382,0.0533653,0.0973692,0.0411062,-0.0159931,-0.167468,0.0537152
44,-20.3236,-0.124347,0.0141271,0.0415283,0.103212,-0.229007,-0.0155791,0.00968161,0.00874526,-0.0121741,0.0829995,-0.0122493,-0.240327,-0.237039,0.142063,0.193066,-0.0198549,-0.0043976,0.130462,-0.192989,-0.0875163,-0.0504183,0.156155,-0.0319235,0.229445,0.0212328,0.0233983,0.0189446,0.302717,0.0660141,-0.194348,0.113817,-0.0919996,-0.0152541,-0.0174415,-0.118717,0.165493,-0.00822398,-0.150717,-0.105855,0.0461174,-0.239169,-0.0544037,-0.174988,-0.165242,-0.0665469,0.082087,-0.0552007,-0.0216759,0.00902773,-0.0012521,-0.107157,-0.0139365,0.160218,-0.122361,-0.274716,-0.097778,-0.102124,0.109544,0.176473,0.108138,0.143285,-0.0831389
45,-17.952,0.0833635,-0.0159203,0.0557137,-0.214547,-0.0129399,-0.0716987,0.239101,0.0537921,0.0471209,-0.254819,-0.0875837,-0.0718666,-0.0429271,0.0980348,-0.022228,0.0280905,-0.0242495,0.00804163,-0.0278511,-0.0540991,-0.025128,0.0267471,-0.0609608,-0.0629846,-0.0789657,-0.224361,0.216393,0.0930265,0.348643,-0.104995,-0.0671235,0.200288,0.0525167,-0.0982355,-0.0482728,0.133639,-0.162199,-0.0343384,0.0522212,0.0700404,0.158819,0.0113469,-0.12085,-0.0138929,-0.00939613,-0.181133,0.139978,0.0913953,0.309258,-0.0215352,-0.16766,0.300727,-0.147454,0.0268307,-0.0177193,-0.123822,0.150585,0.0708723,-0.110838,0.0351026,-0.0339661,0.138162
46,16.9799,-0.129445,-0.10881,-0.100862,0.0173988,-0.186035,0.22105,-0.0177957,-0.00738544,-0.0245062,-0.0254371,-0.17313,0.0850447,-0.0223714,-0.0973321,0.223749,0.0504474,0.11844,-0.0872855,-0.21051,0.0657803,-0.204702,-0.318068,0.112847,-0.0105926,0.000903682,-0.132671,0.00684146,-0.0145883,-0.0591648,0.1243,-0.126948,0.111015,0.206424,0.240044,-0.0640971,0.0192086,0.180949,-0.0846053,-0.0325627,0.0275491,0.0869073,0.0601706,-0.097656,0.149704,0.0997126,-0.156511,-0.0817713,-0.152612,0.0540367,-0.0720645,-0.280966,0.0407404,0.103858,-0.0976683,0.202822,0.109777,0.105459,0.048441,0.173165,-0.0138365,0.128826,-0.0903028
47,15.6692,0.0707121,-0.100378,-0.0430255,-0.0870625,0.243388,-0.0450518,0.14789,0.0111174,0.0116417,0.0759775,0.184444,0.019588,-0.0610878,0.123487,0.191053,-0.127603,-0.101452,0.27014,0.0189785,-0.0619218,-0.0954556,-0.259018,0.103609,0.09396,-0.181964,0.111928,-0.121831,0.145123,0.0563489,-0.0648923,0.12967,0.105662,-0.182745,0.10959,0.0827795,-0.127522,0.128009,0.116468,-0.0190447,0.30866,0.0475576,-0.132253,0.174982,-0.0439301,0.13157,-0.0999069,0.171687,-0.0972439,-0.0311236,-0.0515573,0.144174,0.0796095,0.21015,-0.0901556,0.0556705,-0.123376,0.128068,0.0369499,0.0196534,-0.186699,0.0912197,0.0685248
48,-14.7496,-0.097959,0.213886,-0.102624,-0.0131968,-0.0236623,-0.136251,0.295647,-0.168485,0.0780994,0.225156,-0.00915359,-0.0525541,0.206271,0.142419,-0.0105329,0.00559176,0.127849,-0.0393865,-0.0217051,-0.118744,-0.173648,0.0425791,0.0306307,-0.208972,0.202009,-0.0091285,-0.07108,0.103636,0.110821,0.0137385,-0.185695,-0.0551106,-0.00366427,0.0503927,0.108678,-0.0995192,-0.0273644,-0.0705006,-0.123658,0.146235,-0.0276048,0.0149579,-0.0699233,0.128767,0.244946,0.0932327,-0.0227588,0.196252,0.0463161,0.235036,0.0116156,-0.119235,-0.130074,-0.0511538,-0.102715,0.0757477,0.0498301,0.0467357,0.241312,-0.258205,-0.16348,-0.00174332
49,-13.1927,0.0705018,-0.267679,-0.069518,0.0831089,-0.0206666,0.0597437,0.13588,0.0526162,-0.0797479,-0.156422,0.162163,-0.095144,-0.136444,-0.0517311,-0.0960159,0.00800011,0.20981,0.18786,-0.15075,0.240962,0.0281403,0.0827622,0.0341326,-0.000474897,-0.0327479,0.126871,-0.0734156,0.108752,-0.0564775,-0.0526938,-0.114466,0.0663988,-0.0255447,0.107728,0.104871,0.095526,-0.0957678,0.202811,0.159205,-0.19699,-0.0198286,0.0939539,0.0784251,0.0969671,-0.0644555,-0.214843,-0.16182,0.119688,-0.0302115,0.260522,-0.0770033,-0.0442391,0.0476054,-0.248835,-0.108324,0.0410667,-0.0385091,0.110782,-0.148867,-0.217309,-0.229368,-0.102117
50,-11.717,0.247398,-0.192645,-0.119926,0.0928812,-0.0227068,-0.0527704,0.175304,0.0217527,-0.361357,0.0126584,-0.124253,0.0478611,0.0796625,0.192389,0.113899,0.0422252,0.0215787,-0.150493,0.0477697,0.0601135,0.0855144,-0.0468158,0.00117797,0.00187758,0.0804336,-0.0227139,-0.237109,-0.129894,-0.0828653,-0.0697799,-0.0380839,0.0721105,0.103506,0.0738114,-0.0130106,0.199085,-0.0237134,0.279054,0.0730903,0.0932692,0.0504898,0.0518414,-0.00842865,-0.100766,0.0330262,0.214097,-0.0214691,-0.0629543,-0.0995169,0.0161128,0.0681245,0.22913,-0.083816,0.253827,-0.250232,-0.0415745,0.0912392,0.0967601,0.194435,0.107106,0.038509,-0.11746
51,11.3663,0.154662,-0.194238,0.0190588,-0.0388874,0.0541824,0.107862,-0.150385,0.12627,-0.144012,0.161337,-0.170599,0.0642429,0.175797,0.0342152,-0.0145506,0.150097,0.0623721,0.0440496,-0.0200743,-0.0476092,-0.150735,-0.000922236,0.0976039,0.0931656,0.0568206,-0.0875848,0.28813,0.0582329,-0.00293711,0.16449,0.0396709,-0.169839,-0.091187,-0.249667,-0.320446,0.107608,0.0707325,-0.0185649,0.259656,-0.0241519,0.0438506,-0.176891,-0.0934662,-0.0249907,0.264385,-0.113638,0.0016662,0.192964,-0.0883677,0.0686409,0.13689,-0.040378,0.0851697,-0.0662563,-0.130137,-0.0630859,0.0785783,-0.134967,-0.028986,-0.174366,0.0107334,-0.0470887
52,-10.5364,0.0766609,0.0326877,0.0834148,-0.0315477,0.292459,0.103924,0.130152,0.101505,-0.00975476,0.0542042,0.0417262,-0.0270851,-0.0241707,-0.0468028,0.303874,0.0158529,-0.152124,-0.160509,-0.0824006,0.0242159,-0.196692,0.113378,-0.207331,-0.0600012,-0.215075,0.0219965,-0.00505165,0.0420315,-0.304254,-0.0360846,-0.0188975,-0.17284,0.0764869,0.0187389,-0.180353,-0.141772,-0.0875991,-0.143245,0.110753,0.17662,0.0701408,0.197885,-0.178182,0.138586,-0.171949,-0.0478548,-0.148739,0.039854,0.00816401,-0.0874404,0.115747,0.0713591,-0.0640517,0.0344623,-0.0985453,0.140483,-0.12482,0.195036,-0.0759908,-0.100509,-0.0841272,0.122522
53,7.37605,-0.195898,0.119916,0.105095,0.157733,0.0274583,-0.22064,0.0860222,0.0753013,0.165681,-0.143172,-0.144913,0.217217,-0.197588,-0.124765,0.0425093,-0.0943189,0.168153,-0.231447,-0.0777368,-0.0139234,-0.0372848,-0.16867,-0.150945,0.0484865,-0.101215,0.0895477,-0.157234,0.0117765,-0.000440362,0.26256,0.0188731,-0.173501,-0.0557398,-0.138006,0.000780621,0.139017,-0.0206984,0.118514,0.225335,0.00623949,-0.139105,-0.114835,-0.0702992,-0.0625752,-0.0739094,-0.0449277,0.327689,-0.032791,-0.083728,0.216338,0.0537233,0.0842668,-0.13456,-0.100878,0.0119445,-0.0168253,0.0367929,0.0975331,0.0738422,-0.0655811,0.0667146,-0.0108337
54,-7.04166,0.0957117,-0.0762685,0.109488,0.0810275,0.00475652,0.169744,0.0287047,-0.104633,0.0376625,-0.031989,0.0354902,-0.133396,0.0342811,-0.0958975,-0.286986,-0.128061,-0.0403729,-0.220065,0.07702,0.0569907,-0.21976,-0.04189,-0.112463,0.329067,0.0827717,0.0353542,0.0610804,0.00211273,-0.101937,-0.160446,-0.224951,0.068424,0.0515417,-0.0686317,0.0711395,-0.166065,0.000896391,0.123085,-0.0688536,0.170438,0.0117161,0.0350513,-0.215585,-0.0342621,-0.0846867,-0.108155,-0.0276801,-0.0241678,-0.124138,0.00407301,0.0883052,-0.126592,-0.128738,-0.153449,0.0661126,-0.395693,0.187479,-0.0561248,0.14063,0.069767,0.013005,-0.0122124
55,-6.7558,-0.0174159,0.241408,-0.00958441,-0.161552,0.0431761,0.0882361,0.0998259,0.0802654,-0.0262819,0.0128934,-0.097341,-0.0478747,0.0544049,0.250114,-0.0652835,-0.110815,0.249653,0.0331861,-0.0335642,0.0923722,-0.0139584,0.0766157,-0.0514876,-0.229417,-0.0561126,-0.0220178,-0.0745154,0.104837,-0.0800927,0.0177438,0.146375,0.131729,0.0552669,0.0461405,-0.204895,-0.121275,0.0766442,0.211329,0.0532562,-0.0281891,-0.0136227,-0.212741,-0.21129,-0.243017,0.055595,-0.0528026,0.00762998,-0.146418,-0.201019,-0.151664,-0.11753,-0.285402,-0.0292909,0.00618187,0.10646,-0.0236816,0.0604209,0.177348,-0.199611,0.15204,-0.170843,-0.0555813
56,-4.99288,0.074278,0.0799892,0.0577804,-0.013673,0.00456622,-0.134564,-0.0573215,-0.0610223,0.107932,0.242591,-0.109935,0.158158,-0.00417955,0.127224,0.0843731,-0.11893,-0.197239,0.0770833,-0.207736,0.243555,0.0775661,0.0535856,0.101965,-0.0688644,0.0606502,-0.203287,-0.236045,0.13715,0.0495335,0.0417912,-0.22652,-0.0888071,0.126683,-0.0101409,-0.0613027,0.0794549,-0.211274,0.105403,0.201124,0.0954191,0.0123016,0.151873,0.119773,0.0323545,-0.0752759,0.10165,-0.0492005,0.167281,0.00526585,-0.119861,0.0238002,-0.0708993,0.0766301,-0.28211,0.160709,-0.144225,0.074844,-0.18673,-0.109129,0.176196,0.0884265,0.0150402
57,-4.2307,0.124192,-0.0198943,0.0552828,0.229481,-0.0471269,0.154418,0.0824378,0.245086,0.135749,0.0343491,-0.0813978,-0.153949,0.0394086,-0.00534777,0.0135435,-0.297787,0.0796079,-0.116725,-0.0433032,-0.194024,0.0198622,-0.00866873,0.267437,-0.0771844,-0.0536945,-0.231799,-0.0776374,-0.0794806,0.0202966,0.00431085,-0.196039,0.112259,-0.0042523,-0.293501,-0.056545,0.0475689,0.136192,-0.0736475,-0.15797,0.0647551,-0.0610522,0.0730877,0.206067,0.086165,-0.0747594,0.11655,0.0729203,-0.178898,-0.0228003,-0.0178706,0.00521325,-0.0524735,0.00691688,0.0106445,-0.117595,-0.0759895,-0.121138,0.0917916,-0.280267,-0.196961,-0.00746219,-0.11501
58,3.63238,-0.279382,-0.0441806,-0.0650801,0.210655,0.0225194,0.120763,0.033342,0.109311,0.151384,-0.0474446,-0.0351355,0.0566391,-0.0595619,0.169725,0.011419,0.0229375,-0.229079,-0.175371,-0.021432,0.270377,0.120622,0.296294,0.228337,0.00598379,0.0610444,0.147813,0.119979,0.0413633,-0.0522517,-0.0739352,0.0120605,-0.000655854,0.0962266,-0.00918334,-0.10914,-0.128409,-0.0862037,-0.0520377,-0.0725141,-0.0632975,0.101434,-0.113152,0.0735787,0.0551378,0.087816,-0.0112593,0.149354,0.0776913,0.0209454,0.116951,0.117158,0.0875014,0.186379,0.211689,0.1569,-0.080838,0.271043,0.233995,0.0439098,-0.0525757,-0.0349842,-0.118609
59,2.86761,0.0589472,0.00448004,-0.0480284,-0.0545833,-0.0301132,0.0616661,0.110741,0.0917354,0.140687,-0.0792348,-0.154774,-0.0956024,0.243289,-0.0663923,-0.147063,-0.0691782,0.299394,-0.0706954,-0.184751,0.233764,0.126359,0.140197,0.0999113,0.097368,-0.0392313,0.0770615,0.0191434,0.0287426,-0.12896,0.0372896,-0.0689062,0.0406402,-0.21803,0.245441,0.14522,0.121591,0.161052,-0.209015,0.0657626,0.164434,-0.0163361,-0.210627,-0.0399328,0.0416477,-0.064777,0.135583,0.0389208,0.118385,0.053752,-0.176451,0.206422,0.165911,0.0875524,-0.0443353,-0.0421067,0.0657457,-0.0657342,-0.0566195,0.0294963,0.120098,0.0424372,0.264287
60,-1.34531,0.0924172,-0.0119999,0.0167362,-0.0166037,0.0385629,0.107052,0.0191415,-0.026812,-0.0276247,0.0596599,-0.00775855,0.170078,-0.161991,0.144241,-0.0690719,0.0965099,-0.0639217,0.245804,-0.0239202,0.0850012,-0.279423,-0.00214927,0.106963,0.0416461,0.0949868,0.181539,0.146139,-0.0745082,0.0183677,0.0963779,0.00374199,0.0358562,0.160654,-0.0157757,0.101069,0.240389,0.059347,-0.179081,0.0360494,0.00736111,0.00532417,0.113686,-0.0604234,0.166034,0.0280482,0.293363,0.230689,-0.257215,-0.114393,0.151628,0.00424534,-0.0597039,-0.0691489,-0.0171736,0.0459572,-0.127608,-0.111966,0.123351,-0.0789617,0.159075,-0.24728,0.271918
61,-0.138008,0.0067486,0.238236,0.0455022,-0.288662,-0.169083,-0.0298922,-0.161804,0.100042,-0.0513472,-0.0725401,0.0939088,-0.0140786,0.0404568,-0.113905,0.104911,0.124981,0.000957227,0.0512276,-0.0498511,0.124977,-0.0135381,-0.00302106,0.13774,0.159046,-0.163737,-0.262882,-0.0564799,0.121593,-0.266846,-0.0174002,0.0402839,-0.076224,0.0915953,0.139028,-0.0775755,-0.0055819,-0.0476064,0.0398632,-0.238563,-0.0345367,0.168769,-0.212361,0.205714,0.0745293,-0.0816679,0.0926536,0.0850237,-0.0172544,-0.0750909,0.261942,-0.0130652,0.00252552,-0.281927,0.0111329,-0.163322,-0.173114,0.0957639,-0.0507719,0.00785754,-0.104185,-0.028032,0.0431433
