Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61
20,-51.3199,0.0443264,-0.128769,-0.109207,-0.0526554,0.0185944,-0.0446891,-0.119844,0.0277011,0.30648,0.179611,0.109601,-0.0530811,0.177196,-0.0614158,0.36037,-0.0704532,0.0695661,-0.0306952,0.191393,0.24566,-0.0887341,0.0649185,0.115855,0.176943,-0.0811019,0.162559,-0.0191774,0.0437642,0.217171,0.0596407,-0.0556745,0.0871177,-0.0213975,-0.0883287,0.0228277,0.0550347,0.175265,0.205495,-0.0537626,-0.15619,0.0972709,0.141038,-0.157038,-0.0425916,-0.0722712,-0.0184476,0.136269,0.195034,-0.0151486,-0.0255599,-0.168695,-0.15808,-0.170195,0.163629,-0.0932326,0.0714006,-0.0524834,0.0581886,0.00291312,0.0644944,0.0983722,0.0899851
21,47.8386,-0.107895,0.172053,-0.134732,-0.00267068,-0.0709722,0.177433,-0.0143376,0.0220002,0.142614,0.25657,0.121991,-0.0124985,0.12163,-0.166837,0.131713,0.128407,0.10614,0.0577659,0.0162528,-0.131678,0.31937,-0.16073,-0.099902,-0.0158287,-0.135194,0.0792909,-0.0971111,-0.0570863,-0.155567,-0.116607,-0.0313073,0.274417,0.0650907,-0.0796746,0.0356062,0.0377187,-0.158842,-0.180471,0.270694,-0.0873488,0.00956025,0.111663,-0.114093,0.027713,0.198536,-0.0820335,0.100596,-0.0207449,0.0332983,0.0561698,0.0794382,0.0635108,0.0818124,0.00893058,-0.129548,-0.317607,0.0119939,-0.01161,0.000618831,0.112474,-0.116282,-0.060009
22,46.7462,0.0994412,-0.275021,-0.0849809,-0.0395733,0.00456909,0.00271486,-0.291618,-0.00641704,0.0615049,0.115293,0.00726922,0.0212027,-0.104034,-0.0730626,-0.101466,0.0279123,-0.0579173,-0.0904762,-0.198413,0.0657585,0.25123,0.0281131,0.075993,-0.372513,-0.159319,-0.0341087,0.0924378,0.172644,-0.0251164,-0.11539,0.152165,0.0711428,-0.0890416,-0.0775494,0.01516,-0.0886588,0.128081,0.0492284,-0.0922213,0.197934,-0.204099,0.155493,-0.242296,-0.0485699,0.0239591,0.124971,0.0675968,-0.0975888,-0.037135,0.15428,-0.0157262,0.105377,-0.246096,-0.101406,0.0702969,0.0616046,0.112574,-0.0681535,0.119973,-0.0801091,-0.0522072,0.0482381
23,-45.9581,0.0241141,-0.00563577,0.104741,-0.228183,0.0354517,0.124173,-0.106921,0.146658,-0.2174,-0.00707923,0.224081,0.166052,0.0995644,-0.0348627,0.0288991,-0.266122,-0.0652021,-0.133637,-0.082461,-0.0589295,0.0362988,-0.00565712,-0.109866,-0.0841933,-0.155401,-0.0329401,0.000446052,-0.177873,0.273086,-0.0027917,-0.248393,-0.093965,-0.20189,0.179972,-0.0508027,0.0940898,-0.0695353,-0.080717,-0.17439,-0.268901,-0.0235844,0.0151118,-0.139537,-0.0657947,0.0534276,0.150254,0.0355783,0.0510787,-0.0738621,0.0984976,0.0886069,-0.0408643,0.20524,-0.15283,0.0163705,-0.0418894,0.104737,0.236899,0.101832,0.0376914,0.0039485,0.0187152
24,45.3024,-0.0691013,-0.229216,0.0889942,-0.0495655,-0.103217,-0.0711149,0.195955,0.322704,0.0105563,0.0198428,-0.0891756,-0.0511264,0.106585,-0.0516451,-0.0206972,-0.0460014,-0.0848639,0.0426887,0.292094,0.0902131,0.141475,0.0468447,-0.0899796,0.0926854,0.0221962,-0.0783249,-0.0631043,-0.0290711,0.172931,0.0471472,0.102339,-0.0842338,0.150756,0.352975,-0.0409075,-0.152033,-0.126983,-0.165036,0.0917508,0.141006,-0.216938,0.0679494,-0.160282,0.121934,0.0718349,0.0153953,0.0872813,-0.134986,-0.160787,0.159196,-0.101726,-0.129002,0.015265,0.0472511,-0.0344048,-0.00252879,0.017175,-0.214458,-0.175789,-0.0855977,0.101431,-0.000611622
25,-44.7245,-0.0597906,-0.163947,0.147269,0.0464478,-0.166179,-0.17058,0.0111079,0.189339,0.153899,0.0324371,0.159677,-0.152441,-0.0584439,-0.0649772,-0.0594437,0.0501998,-0.119598,0.0242765,-0.168699,-0.13802,0.0932982,-0.149335,-0.0438313,-0.0134939,-0.0284106,0.0364132,0.124993,-0.107982,0.0633924,0.23129,0.0298638,0.0707849,0.275249,0.0844624,-0.0495113,-0.139874,0.0771201,0.277221,0.113413,0.0275385,0.14345,-0.212558,-0.076895,0.0388061,0.0226054,0.327619,-0.17896,0.114826,0.185463,-0.12227,0.119087,-0.0927544,0.0163286,-0.0227958,-0.0190526,-0.10997,-0.119973,0.151071,0.0847349,-0.0473078,-0.115773,0.0673142
26,44.4691,-0.0264657,-0.00237525,-0.157698,-0.0544557,-0.12205,-0.0238358,-0.0576925,0.0538254,-0.0554716,0.143647,-0.0568312,0.157979,-0.0838647,-0.030446,-0.0627886,-0.0419319,0.179792,0.105565,-0.198551,0.0251855,0.0160843,-0.118944,-0.0274356,-0.10493,0.145766,0.0382422,0.0879863,-0.307674,0.0759702,-0.169682,0.123054,-0.25707,0.139932,0.0384788,0.0188312,-0.129937,0.0655752,0.0678558,-0.157134,0.139914,-0.166106,0.0771071,0.0783895,0.124634,-0.119977,-0.293588,0.082365,0.242955,0.00256685,-0.089674,0.0956929,-0.0455426,-0.0352335,0.115634,-0.194682,-0.184035,0.0577262,0.219207,-0.16608,0.0703861,0.121001,0.127668
27,40.4933,0.0283815,-0.20424,-0.0527508,-0.164577,-0.144001,0.00978042,0.178688,-0.0495106,0.104146,0.124615,-0.080135,-0.0498194,-0.0808763,0.0679613,-0.0753124,-0.0956314,0.00560561,-0.1923,-0.161125,-0.138882,-0.127212,0.0743525,-0.0320502,-0.0643666,-0.00984224,0.00524124,-0.0921306,0.0279979,-0.142952,-0.0804792,0.049865,-0.118374,-0.0419435,0.0547127,-0.061915,-0.140356,0.0839673,0.075748,0.0485238,-0.245605,0.228358,0.133938,0.104125,-0.19907,0.0998991,-0.0737499,0.0663044,-0.157281,0.228094,0.344106,0.100403,-0.0789468,0.128255,0.103592,0.0251812,-0.0456294,-0.168415,-0.17348,-0.0504201,0.146563,0.16257,0.234042
28,-40.1338,0.124103,0.135695,0.314673,0.0453087,0.0894205,0.106847,-0.140405,0.0723931,0.0434063,0.120698,-0.081811,-0.0336034,-0.146164,0.119079,0.0653287,0.165227,0.2295,-0.0409311,-0.0554994,-0.164591,0.0546551,0.128556,-0.0902539,0.163849,-0.0256414,0.0461857,0.0128867,0.0886882,0.242655,0.0715926,-0.0630052,0.193269,0.0932117,0.106637,0.00733819,-0.201986,0.12162,0.0931706,0.00621662,-0.031238,-0.0645667,0.10433,0.193365,0.173074,0.0277129,-0.0596951,-0.0876984,-0.0565074,-0.0429823,0.157464,0.223326,0.0756133,-0.0305479,-0.0202182,-0.0939587,0.252771,0.280402,-0.022837,-0.0120408,0.234189,0.0173172,0.0209976
29,-38.7392,-0.167199,0.0598131,-0.111323,0.0295623,0.300854,-0.0721289,-0.134328,0.232802,-0.129057,-0.109909,-0.101371,-0.0786103,0.0242335,0.0092238,0.194144,0.159292,-0.00282252,-0.211367,-0.132346,-0.0252381,0.163446,-0.0733611,-0.0190469,0.00312615,0.280326,0.258647,-0.00582797,-0.0245589,0.1105,-0.137187,-0.0929407,-0.107704,-0.0813293,-0.0153421,0.0814326,0.0108687,0.0738014,-0.00930521,-0.0181094,0.0825832,0.219335,-0.0351784,0.0256286,-0.0824208,-0.00733053,0.075224,-0.117242,-0.191036,0.100693,0.0229995,-0.209243,-0.159039,-0.0262329,-0.182515,-0.1359,-0.13324,0.115523,-0.149828,-0.170563,-0.0479635,-0.0567637,0.161929
30,-37.3366,-0.0355339,-0.187695,-0.205728,-0.106313,-0.00883407,-0.0773815,-0.00162523,-0.0415388,0.279593,0.0287959,0.015375,0.295529,-0.0228861,0.132859,0.0198457,0.111472,0.0962702,-0.0315282,-0.000325089,-0.0163176,-0.0556965,0.22322,-0.126799,0.0850489,-0.104922,-0.0504984,0.0526919,-0.181772,0.034663,0.00429985,-0.113254,-0.00540404,0.132499,0.0633381,-0.0527577,0.0138789,-0.0771176,0.00665508,-0.165835,-0.00555434,0.00531869,-0.0553552,0.0372696,-0.140886,-0.0944893,-0.0740506,0.0969015,-0.291758,0.0727994,-0.262287,0.161217,-0.0207506,0.0331142,-0.194933,-0.237995,0.0604268,0.0134867,-0.201148,0.0869745,-0.133907,-0.251306,-0.183786
31,35.962,0.0693626,0.13008,-0.213858,0.17714,0.00118083,-0.232389,0.0478799,0.15429,0.0688914,0.0273976,-0.13306,0.0265066,0.008337,0.0991459,-0.14335,-0.14211,-0.0948576,0.0964026,0.0737217,-0.124806,0.120527,0.0456343,0.113915,0.0533797,-0.297959,-0.0622911,0.185915,-0.0379011,-0.10757,0.0347666,0.090817,-0.0486137,0.0285745,-0.0137698,0.185794,0.174635,-0.0748687,-0.00881536,-0.00216791,-0.0903044,0.216978,0.10647,-0.0902204,0.0832954,0.0631239,-0.170484,-0.268587,-0.142268,-0.128844,0.00228686,0.024466,-0.195233,-0.0379793,-0.110287,-0.0746109,0.085486,0.207437,0.133225,0.164598,0.0242201,0.191474,0.192365
