Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56
25,38.0578,-0.0147325,0.100201,0.230428,-0.0881741,-0.0149113,0.0764695,0.0426738,-0.215373,0.243075,0.0711,-0.0443606,-0.119956,0.129061,-0.14661,-0.0648152,-0.0237757,-0.0818008,0.168232,0.0353694,-0.0348589,0.148119,-0.239241,-0.016503,-0.0404681,0.162952,0.114967,0.160103,-0.0720183,-0.0311687,-0.0532025,-0.0992201,0.139991,-0.0513336,-0.207051,-0.279463,0.0955229,-0.0540686,0.179104,-0.0652052,0.135372,0.137883,-0.081457,-0.130128,-0.0687489,0.0831878,-0.179122,-0.103551,0.109086,-0.0151792,0.137158,-0.0157787,-0.212603,0.0827086,-0.116132,0.351925,0.0425867,-0.138105
26,-37.0396,0.0785069,-0.123481,-0.194547,0.0843453,0.0201403,-0.0285689,0.103968,-0.0425487,-0.0192378,0.346031,0.0892925,-0.0103625,0.163752,0.0449196,0.0846957,0.0157486,-0.0736194,0.114517,0.129229,0.131338,0.114499,-0.114862,0.0570097,-0.0865763,-0.171516,0.317236,0.1716,0.0466154,0.221655,-0.170951,-0.0176386,0.156305,0.109276,0.0716651,0.0565907,0.020439,-0.0967876,-0.0867747,-0.0634182,-0.171577,-0.182532,-0.133975,0.0688865,-0.0480606,0.00215198,0.0131468,-0.0318094,-0.171947,0.0208797,-0.065624,0.0754211,0.244947,0.299073,-0.144036,0.0814817,0.197706,0.120644
27,-35.6872,0.00187426,0.0259492,-0.263473,-0.17204,0.0328868,0.082109,0.0730376,0.0975028,0.150313,-0.038035,0.107528,-0.181438,0.11448,-0.180075,0.292595,-0.232515,-0.322851,-0.0929717,-0.0972999,0.0570505,-0.0582538,-0.0491055,-0.140198,0.0632881,0.0819474,-0.0815865,-0.0986829,-0.122754,0.0638102,-0.0748883,-0.102109,0.158848,-0.116518,-0.0630393,-0.085291,-0.157708,0.08594,-0.051101,0.223458,-0.116232,-0.0523905,-0.0294094,0.106423,0.185806,0.09702,-0.0614504,-0.111212,0.0742621,-0.119562,-0.0552456,0.0239089,0.119076,-0.271168,-0.224483,-0.0159959,-0.110088,0.115171
28,-33.5111,-0.329762,-0.11345,-0.0408196,-0.0273105,0.0140116,0.0748957,-0.0352178,0.169416,-0.0557255,-0.0444185,0.0508288,0.087341,0.109068,-0.174513,-0.0441356,0.106901,0.0524802,-0.115325,-0.0506434,0.0539339,-0.107443,0.058598,-0.224372,0.20342,-0.00379003,0.0082062,0.077608,0.154916,-0.0282985,-0.205215,0.263191,0.0449379,0.190087,-0.108111,-0.0401343,0.263832,0.0894409,0.147303,-0.106553,-0.0186754,0.0683458,-0.0675637,0.279077,-0.115432,0.0344702,-0.364669,-0.0854243,0.139739,-0.0442031,0.0521875,-0.0681912,0.219302,0.0378822,0.103524,-0.0357021,0.0119862,-0.0616774
29,31.4106,0.126683,0.103683,-0.16642,0.0818774,-0.14538,-0.0189151,-0.0859911,0.214172,0.0661445,-0.131535,0.0642437,-0.113466,0.0775128,0.249296,0.221783,0.103973,0.0276171,0.202053,0.106548,-0.154778,0.0438526,-0.204138,0.256578,-0.108395,0.0431133,0.0507292,-0.000444731,-0.101131,-0.248414,-0.147054,0.135088,0.168405,-0.164691,-0.0934901,-0.0294993,0.190758,0.0812255,0.201044,-0.0107316,0.0290524,0.061246,-0.0192259,0.100252,-0.0606614,0.184455,0.09824,0.0197088,0.0430347,-0.00987303,-0.213039,0.0715508,0.0735929,-0.0147635,0.145174,-0.239953,0.00998163,-0.186227
30,30.2212,0.0561988,-0.0637449,-0.102102,0.0838075,0.244894,-0.308616,0.0755311,-0.0131198,-0.014127,-0.0798593,-0.120426,-0.25971,-0.260897,-0.0569609,-0.376703,0.0242789,-0.00876391,-0.00100934,-0.102707,-0.0405471,-0.14467,-0.13853,0.0722173,0.109735,0.112688,0.137029,-0.00494017,-0.0572812,0.197485,-0.124559,0.0674092,0.104449,-0.0856246,0.166112,-0.191021,0.0794007,-0.128941,-0.0129882,0.11858,0.0946661,0.00102921,0.130215,-0.0201634,-0.0115118,0.224797,-0.0568991,-0.00346641,-0.0694475,-0.15462,0.0921102,-0.0785529,0.0545478,-0.104179,0.0369556,-0.188607,0.22765,0.0520676
31,-29.9494,0.0755258,0.231044,-0.180075,-0.145509,0.207978,-0.0742752,-0.197492,-0.0201372,0.0882146,0.0488876,-0.169422,-0.0300286,-0.0944485,0.0728985,0.0514831,-0.228286,0.0152305,0.0353209,-0.113524,0.0715163,-0.100272,-0.238059,0.20336,-0.0559641,-0.214297,-0.204581,0.0308313,0.26105,0.00289773,0.0507254,0.0071404,-0.177048,0.053937,0.0321876,0.142738,0.174363,-0.198149,0.131384,0.00808428,0.0249994,-0.0237372,-0.229012,0.0717254,0.0840617,-0.0381756,-0.196836,0.234078,0.181613,0.166453,0.0366064,0.00771202,0.0437099,-0.0879547,-0.0619909,0.120997,0.0704352,0.0384274
32,-28.8128,0.086965,0.20638,0.122737,-0.184985,-0.0894336,0.0388614,-0.0211855,0.135702,-0.0162259,0.278645,-0.0856469,-0.122959,0.0568716,-0.09905,-0.225956,0.128434,-0.109808,-0.0612498,-0.103595,-0.131671,-0.202654,0.360606,0.108319,0.00592436,0.0926414,-0.0380927,-0.023695,-0.206797,-0.0884254,-0.082371,0.154907,0.00532674,-0.0398276,0.0967979,0.0907591,-0.0376386,-0.238491,0.083017,-0.277255,-0.162366,-0.12129,-0.144549,0.106506,0.086512,0.154002,0.099833,0.0622261,0.0753574,-0.146299,-0.101609,0.176498,-0.0263238,0.0147849,-0.0865078,0.115985,-0.0101061,-0.0487897
33,27.0433,-0.0852317,0.0387378,0.0331389,-0.0513345,-0.169732,-0.0626412,0.18006,-0.0474412,0.0783201,-0.159606,-0.0635244,0.053518,0.145141,-0.232476,0.0940864,0.114376,0.22978,0.284869,-0.103274,0.0163475,0.0237729,-0.0753001,-0.0634704,-0.0499591,-0.12357,-0.0151302,-0.023732,-0.110449,0.122972,-0.0814614,0.21341,-0.0429016,-0.0557494,0.214803,-0.23436,0.0437798,-0.0413165,-0.00797776,0.117407,-0.0771744,0.0292678,-0.205944,0.00708677,0.0386807,-0.310287,0.243071,0.251634,0.166173,-0.181348,0.145134,0.127351,0.0341464,-0.0577385,0.0744276,-0.0376754,0.000436158,0.170762
34,26.2893,0.0192624,-0.0123374,-0.00991883,0.109558,0.161459,0.0415094,0.15401,0.05822,0.303304,0.0389781,-0.419407,-0.0816219,0.0278755,0.102896,0.0927197,0.00213056,-0.0250632,0.143658,-0.225125,-0.0181448,-0.0175304,-0.0905721,-0.161095,0.0866308,0.0801593,0.018474,-0.112824,0.0966805,-0.118852,-0.0133359,0.141046,0.215103,0.15539,0.184228,0.213456,-0.235396,0.222543,0.00168788,-0.151152,-0.0750759,-0.0972018,0.156323,-0.110552,-0.109392,-0.173637,-0.146668,0.0197359,-0.0112689,-0.032898,-0.121591,0.133831,-0.111314,0.0194114,0.0959156,0.0313761,0.0590596,-0.0730569
