Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91
20,74.3277,-0.170522,0.0592624,-0.00389581,0.15014,-0.236011,-0.127913,-0.0853697,-0.304185,0.0322652,0.142334,0.0548989,-0.229076,-0.0549008,-0.0480245,-0.0434679,0.0755731,-0.0131292,-0.0470014,0.0373077,0.0184956,0.0903095,0.0351691,-0.1626,-0.00412549,0.125205,0.0562584,-0.0744372,-0.00546022,-0.0484403,0.0377158,0.102106,0.124686,-0.0868946,-0.0202189,0.165083,-0.0627479,0.143504,0.0276728,-0.0527774,-0.138031,-0.0616081,-0.104577,-0.151276,0.195767,-0.00592001,0.0754127,0.0288549,-0.177274,-0.11872,-0.0311115,-0.0451976,0.0105923,-0.00510828,-0.0997114,0.0916437,0.0536611,-0.169344,-0.0902233,-0.0678015,0.249132,0.0883782,-0.0689837,-0.00163223,-0.0919016,0.201954,-0.0523019,-0.0703142,0.0648957,-0.04225,0.150833,-0.0232872,-0.156081,0.0658183,-0.0433946,-0.0893453,0.0128526,-0.0779372,0.0853825,0.0140631,0.0783922,0.151997,-0.056292,0.0726787,-0.0765217,-0.0708097,-0.0309249,0.0681531,0.0594527,-0.0623201,-0.0326063,0.135117,-0.137711
21,72.9524,0.0127202,-0.013017,-0.227881,-0.0772528,0.0900224,0.135757,-0.0567255,-0.12571,0.158921,0.03567,0.0168105,-0.0101113,0.0261051,-0.0696596,-0.105117,-0.157709,0.00302345,0.092079,-0.0797905,-0.230398,0.0138542,0.0468354,-0.106885,0.0443222,0.0467538,0.0308401,-0.0865046,0.0273864,0.157166,-0.0558679,-0.0428068,-0.0156539,-0.0203655,0.156509,-0.0871927,0.151531,0.0374464,-0.181384,0.0569295,0.186853,0.149445,0.0418665,-0.0994281,-0.0574097,0.15313,-0.117233,0.0117724,-0.0795541,-0.0384124,0.134883,0.0535795,-0.0341667,0.004675,-0.025869,-0.0441034,-0.0218626,-0.0271463,0.132135,-0.0137469,0.156562,0.00853072,-0.0354044,0.0991187,-0.0764544,-0.0260912,-0.0721152,0.0917699,0.125599,-0.00118197,-0.0738933,0.0868073,-0.0768087,0.238594,-0.0196517,0.0265898,-0.0454739,-0.174307,-0.00266825,0.0827886,-0.0511649,-0.0690747,0.102771,0.0158346,-0.241697,-0.0627009,-0.0531715,0.047126,0.0948427,0.267011,0.128211,-0.216071,-0.178804
22,-71.7619,-0.107118,-0.159321,0.0412409,-0.0225905,0.225637,-0.0235661,0.0542264,-0.0129856,0.0686387,-0.152338,-0.0418768,-0.141294,-0.122293,-0.128746,-0.00749704,0.00975295,0.111543,0.0388402,0.0220631,-0.192551,0.0293897,-0.0344664,0.0347667,0.0132784,0.15653,0.0225485,0.121206,-0.0230098,0.0639034,-0.0873805,-0.0309826,0.202455,-0.251741,0.0222429,0.212275,0.0696866,-0.0615337,-0.0151511,0.169078,-0.0939456,-0.0184358,-0.0306963,-0.030389,-0.0354925,-0.0692595,-0.000663765,-0.202041,-0.117171,-0.197255,0.00219751,-0.200751,-0.160394,-0.00997066,0.113174,0.0502174,0.0470627,0.020517,0.095966,0.0508824,0.0231312,-0.0965734,0.0624293,-0.0574629,0.109345,-0.270063,-0.0677616,-0.102618,0.0257249,-0.0165704,-0.0289763,-0.135459,0.0393313,-0.187813,-0.175228,0.00371204,-0.0992352,0.174126,0.00628921,0.00888403,-0.104209,0.128633,-0.086735,0.0550391,0.0523419,-0.0678451,-0.0315458,0.0726974,0.021495,0.1329,-0.0797068,-0.0395694,0.02664
23,70.9027,0.121765,-0.214737,0.121604,-0.038963,0.0704608,-0.122422,-0.0782678,-0.0723117,-0.179651,0.094254,-0.0643148,0.0259267,0.116861,-0.00829817,-0.080398,-0.0691079,0.0482072,0.0515195,0.115002,-0.106354,-0.0694792,0.0187987,-0.0115279,0.0798144,-0.203296,-0.037467,-0.0182171,0.0789514,-0.003556,0.0334425,0.00125826,-0.152373,-0.183997,-0.0780129,0.129539,-0.0578254,-0.0794842,-0.127945,0.183508,-0.0226841,0.185461,0.0314331,-0.0386938,-0.0359774,-0.0672167,0.203834,-0.0770114,-0.197209,0.106679,-0.0987753,0.0822903,-0.0328966,0.11162,-0.0714023,-0.0944655,0.0938044,-0.0405842,0.091426,-0.0530034,-0.0517964,0.135463,-0.0241575,0.159453,-0.133889,0.00229421,-0.0122199,0.0134046,-0.115524,0.0728341,0.125594,0.0438759,-0.100048,0.0302714,0.18241,-0.277864,0.0664961,0.0344771,0.0218677,0.0647468,-0.0515423,-0.0987241,-0.24006,0.15616,0.0311355,0.0395095,-0.0103518,-0.000531617,-0.0774824,0.0952438,0.124615,0.0243611,0.144859
24,-69.6959,-0.0766082,-0.0667285,-0.265468,0.0933232,-0.187409,0.105549,-0.0636348,0.0715244,0.112085,0.00647876,0.105789,-0.0987483,0.00208438,-0.183626,-0.0366338,0.197775,-0.025652,-0.0699509,0.0716786,0.041416,-0.0120203,-0.0233988,0.0982005,0.00140396,0.00990921,-0.0470171,0.0639085,0.0471327,0.0183237,-0.0804229,-0.153803,0.257771,-0.0955776,0.0683413,0.109883,0.0901715,-0.052778,-0.167985,-0.145268,0.0304368,-0.0408364,-0.0438165,0.0383864,-0.0494878,-0.0729279,0.112381,0.0724823,-0.03823,0.210546,0.0316763,-0.0283625,-0.0810692,0.0350894,-0.0940552,0.0595963,-0.204365,4.93025e-05,0.0710452,-0.0290522,-0.150928,-0.00121201,0.0485648,0.00526305,-0.0613853,0.0132215,0.116658,-0.0959544,-0.166405,-0.0608734,-0.161004,-0.05518,-0.272692,-0.135181,0.261747,-0.029066,0.114434,0.0161269,-0.053067,0.0272488,-0.0694866,-0.0665954,0.189231,0.120007,-0.0145481,-0.0422181,0.019386,-0.03278,-0.0464449,-0.0765115,0.0325752,-0.129247,0.0773167
25,-68.9902,0.0813995,0.16858,0.0284545,-0.139512,-0.0305898,0.0969121,0.0939596,-0.0415651,0.0303482,-0.0594099,-0.0117509,-0.00590276,-0.0337018,-0.0893759,-0.0152786,-0.0949071,0.162037,-0.143721,-0.132407,0.145567,-0.0338963,-0.141228,-0.0363287,0.162317,0.0681419,-0.00508638,-0.0385519,0.102968,-0.0315348,0.168525,-0.012159,0.0194737,0.141513,-0.00870215,-0.0271424,0.0841218,-0.118236,0.195051,-0.058165,-0.0166614,0.0458724,0.107956,-0.0699135,0.0622176,-0.115844,-0.0368222,-0.0678419,-0.103662,-0.0149077,-0.0543007,-0.0557168,0.188409,0.0816305,0.254893,-0.146986,0.0983607,0.080538,0.0245431,0.0754419,0.251504,0.0378215,0.184232,-0.0669775,-0.00988002,-0.168399,-0.0878773,-0.180505,-0.0563157,-0.101378,0.0960057,0.00440191,-0.183332,0.0560924,0.208013,-0.135596,0.115441,-0.00939347,-0.118629,0.0931293,-0.0246383,0.0554905,0.0193382,-0.0483465,-0.0264859,-0.0980005,0.0490751,0.125108,-0.122944,-0.100159,0.0382016,-0.181858,0.049529
26,67.7369,-0.244982,-0.0896415,-0.0787055,-0.0165333,-0.121679,-0.0398272,-0.161819,0.108938,-0.0168434,0.0134256,0.112829,0.133521,-0.0692282,0.0794296,0.0723084,0.0749134,0.175104,0.0339656,-0.107445,0.0266696,-0.0352812,0.0201396,-0.016359,0.156708,-0.139837,0.265429,0.00793402,-0.115192,-0.0580844,-0.118677,-0.119341,0.0375838,0.0460898,-0.0240505,0.121806,-0.0252689,0.139797,0.133215,0.217851,0.120925,-0.127538,-0.0223258,0.219425,0.0260216,-0.000240195,-0.171172,-0.0913251,0.0116461,-0.189913,-0.0360403,0.0588413,0.110457,-0.0709143,0.0363775,0.00134805,-0.0609294,0.151678,0.00156334,0.0568951,-0.0122577,0.210699,-0.17943,0.0221247,-0.123656,0.0103161,-0.100662,-0.121757,0.100678,-0.0809385,-0.05521,0.0368906,-0.00901307,0.0704841,0.0337607,-0.000754744,0.0490585,0.100714,-0.0295991,0.0614948,-0.161368,-0.196587,-0.0626354,0.0747039,-0.0526725,0.0589319,-0.113357,0.110174,0.0885217,-0.1035,0.0867993,0.00594951,0.0848373
27,-65.504,-0.255896,-0.0203495,0.0666028,0.020622,0.0907906,-0.189897,-0.0485242,-0.242909,-0.115434,0.0988894,-0.0714926,0.0931288,-0.062616,-0.0352268,0.0570693,-0.0737087,-0.0627194,-0.0587645,0.133781,0.0215369,0.111614,0.0170928,0.140289,0.150639,-0.0431089,-0.0630877,-0.187203,0.105053,0.00777947,-0.124548,0.111868,-0.0298999,0.0305153,0.155321,0.0969548,-0.0105325,-0.155181,0.170962,0.0665759,-0.0804013,-0.0845088,0.176999,0.0384255,0.0240782,-0.00441063,-0.0859048,0.0126063,0.0566303,-0.0175145,0.0827344,0.17028,-0.0462037,0.0177636,0.164387,0.0781749,-0.281386,0.00582801,0.071682,-0.105472,-0.103564,0.0529445,0.313891,-0.0163866,-0.0716499,0.103391,0.108021,0.036861,-0.120158,-0.00807018,-0.105836,-0.0632662,0.0219183,0.126025,-0.135443,0.0335675,-0.00969718,-0.0547869,0.035067,0.0221561,0.00875122,0.112558,0.0695085,0.0185324,0.0661365,0.00119596,0.110436,0.0761776,0.0231311,0.0273772,0.137114,-0.140463,0.0463996
28,65.0035,-0.0375601,-0.0865561,0.123406,0.18068,-0.183712,0.0839052,-0.0854541,0.167739,0.0877598,-0.0671609,-0.0813913,-0.0760134,0.0416853,-0.0512913,-0.059047,-0.136504,-0.0141157,-0.00483959,-0.0170363,-0.0721637,0.0396979,0.144922,0.024128,-0.150697,-0.0789547,0.0328894,-0.0362203,-0.126194,0.129685,0.139113,0.223124,0.0445654,0.0268705,-0.0179248,0.165167,-0.0315415,0.00709649,0.162664,-0.101992,0.059649,0.0381782,-0.00915676,0.0605961,0.0740515,-0.0328861,-0.134443,0.140884,0.141364,0.0697525,0.0824968,-0.0527228,-0.124023,0.293235,-0.00168239,0.152692,0.0249851,0.0600375,0.127827,0.0543801,0.0781096,-0.143708,0.0839633,-0.0708698,-0.129144,-0.0501443,-0.101188,-0.0410108,0.0849295,0.234288,0.0788148,-0.0284,0.159612,-0.0323117,-0.057899,-0.182009,0.0978409,0.0394653,-0.0324249,-0.00701464,0.0993624,-0.187415,0.0841326,0.100367,-0.0908338,0.0455884,0.048433,0.173291,-0.0986501,0.0339204,0.118365,-0.0368861,0.0653592
29,-63.1291,-0.0197503,0.120327,0.0388071,-0.30857,-0.189651,-0.00109067,0.103235,0.0412771,-0.0941187,-0.00341218,-0.113849,-0.0366759,0.0108604,-0.181747,-0.0100345,0.0242008,-0.240167,0.0385756,-0.0234453,-0.184444,-0.066348,0.0148624,-0.0338772,-0.0935513,-0.103367,0.0132852,0.197024,0.0321903,-0.0988949,0.122339,0.0173132,0.151521,0.0339441,-0.102739,0.00550504,-0.0497227,-0.0147318,-0.0416941,0.125801,-0.0165363,-0.273497,0.103271,-0.108437,-0.129356,0.0203201,0.0362513,0.0401076,-0.0838509,0.00386927,0.0935741,0.130789,-0.0420775,0.066179,0.0645144,0.012517,-0.17183,-0.110344,0.143872,0.0364837,0.105022,0.177856,-0.12498,0.084883,-0.0092705,-0.0857195,-0.188793,0.102461,0.0554175,-0.216142,-0.0137174,0.0424761,0.0748958,-0.0510429,-0.0827302,0.00878624,-0.0705482,0.0451078,0.150486,0.00470809,0.146047,-0.0238738,0.0994189,-0.0778877,0.015929,-0.0150943,0.0825957,-0.0407384,-0.125801,-0.0933398,0.143507,0.00501273,0.108581
30,-62.0363,-0.0869979,-0.00515206,0.0765478,0.0893367,-0.0267253,0.127206,0.126768,0.0773027,0.0161675,-0.0293619,0.0678343,-0.215741,0.101785,-0.0412924,0.0105567,0.101541,-0.0846194,0.0508257,0.0542765,0.139133,-0.0586866,-0.0453429,0.105535,-0.0671799,0.10344,0.114404,-0.0948418,-0.0242633,-0.0272588,-0.130644,0.00924399,-0.176859,0.0713529,-0.0659096,0.145972,0.232374,0.0292118,-0.103371,-0.072842,-0.0434176,0.000882651,0.205056,-0.00651587,-0.0722901,0.131433,0.108551,0.0409779,-0.0682624,-0.057906,-0.0128931,0.234821,-0.0254589,-0.135116,0.139981,0.258264,0.167917,0.120282,0.176567,0.0642279,0.0162311,0.127191,0.134545,-0.0456009,0.0865648,0.0354348,-0.107565,-0.059618,-0.120502,-0.065835,-0.0364151,0.0227397,0.0314975,0.145695,0.0127107,-0.0788022,0.0248429,0.183253,-0.0671186,0.0797193,0.111528,-0.0488841,-0.0806096,-0.0823708,-0.143529,0.161889,-0.0960484,-0.167859,-0.0287483,0.115289,-0.0478186,0.110936,-0.0723483
31,61.7543,-0.109724,-0.05319,0.0666188,0.207117,0.172711,-0.0249529,-0.0594093,0.0221877,-0.0399078,-0.0652774,0.177612,-0.0459541,0.124113,0.0262582,-0.130722,0.121255,0.0359767,0.0483905,-0.0961042,0.0764641,0.0323845,0.0102925,-0.0191979,-0.258379,-0.10972,-0.0170525,0.0418391,0.159285,0.0101548,0.331494,0.190832,-0.0318862,-0.0268318,-0.0447013,-0.0288152,0.273342,0.00842852,-0.0471752,-0.00264621,0.0746578,-0.113395,-0.189704,0.0529766,-0.0481741,0.0282124,0.116891,0.108738,0.0623808,-0.145845,-0.0516688,0.0225916,0.0733704,-0.0368801,0.0453697,-0.119767,-0.12659,-0.0192048,0.0728891,-0.0356943,0.11638,-0.100002,0.00923886,0.154195,0.0356429,0.0453974,0.114621,0.0196759,-0.0228678,-0.200307,-0.0366631,-0.00546268,-0.0141006,0.126853,-0.181206,-0.0010819,0.00933242,0.0480112,-0.118405,-0.0536329,-0.150399,-0.0255755,-0.152667,0.0109307,0.0371821,-0.153574,0.0246478,-0.0417643,-0.00666,-0.0908064,0.0919436,-0.157961,0.10377
32,-58.9621,-0.0118522,-0.152886,0.00834322,-0.0226309,-0.04499,-0.115469,0.1744,-0.0341759,-0.0365355,-0.0153802,-0.213802,-0.0196244,-0.0710136,0.169075,0.00786547,0.190302,-0.0595406,0.0657982,0.0575096,-0.166769,0.0831624,-0.106646,0.0394918,-0.0142742,0.0610044,0.00365519,-0.0564023,0.117071,-0.0705927,0.0890174,-0.0140714,-0.0835485,0.141331,-0.115673,0.0995085,0.0509098,0.0133133,0.117538,0.0535431,0.0441399,0.21698,-0.0875384,-0.236969,-0.0384221,-0.0473963,-0.0941425,0.0429539,-0.0373057,0.0160198,0.118092,-0.0728827,0.116165,-0.0476103,-0.0824933,0.0329466,0.00510289,-0.0725147,-0.202636,-0.0271802,-0.0370377,-0.187024,0.0353705,-0.130874,0.217993,0.047386,-0.00128085,0.0632545,-0.0643899,-0.168994,-0.161748,-0.0654639,-0.0222557,0.00171512,0.0652386,-0.000898627,-0.074632,0.115461,0.066262,0.0828688,-0.0199469,-0.210357,0.0400976,0.112402,-0.260945,0.103197,-0.125916,0.118765,0.0294356,-0.141624,0.170004,-0.058806,0.0506747
33,58.3391,0.0381513,0.0997132,-0.0421808,-0.00129507,-0.0223487,0.056238,-0.0747066,-0.100985,-0.131192,0.0226056,0.0388227,0.0217839,0.006546,0.0446042,-0.171004,0.174565,-0.0415194,0.0639725,-0.0857507,-0.0876174,-0.279455,0.228528,0.100502,0.193117,0.105064,0.119359,0.173469,0.0916671,0.17917,-0.000212396,-0.0777415,-0.0138687,0.0151189,-0.0298699,0.0420218,0.127802,-0.0503774,0.0650927,-0.103736,-0.137593,0.0787952,-0.0282008,0.111293,0.121768,-0.121823,-0.160273,-0.0314383,0.0470303,0.167392,0.114777,0.0503928,-0.0287551,0.0274143,0.0444761,0.212416,0.00736375,0.0336288,-0.0679843,-0.153639,0.0620096,-0.133121,0.122725,0.178613,0.0710101,0.0248738,-0.0828477,0.133531,0.00614795,-0.110107,0.148406,0.357567,-0.0196832,-0.133225,-0.0639759,0.0268745,-0.0171597,0.0278824,0.0161981,0.0203384,-0.115261,0.0227436,-0.119673,-0.0432285,0.0784756,0.0241473,-0.0277915,0.0487746,0.0490402,-0.0220404,-0.00579907,0.0336349,0.0150401
34,57.9601,0.0750342,0.00684961,-0.0779157,-0.155912,-0.225448,0.0837023,-0.0634977,-0.0106401,-0.0569301,0.0990742,0.0703502,-0.00649643,-0.0258437,0.0935413,-0.115865,0.0839809,0.147798,-0.117639,-0.0343166,-0.243592,0.150574,-0.0299292,0.106878,0.0615715,0.0911558,0.242405,-0.233094,0.0762793,0.0825851,0.146645,-0.00809203,-0.163691,-0.10611,0.0103351,-0.124474,-0.0271906,-0.0116961,0.0971944,0.108868,0.187889,-0.106068,0.0844414,-0.0886114,-0.0431936,0.0377532,0.20199,0.0188458,0.145654,0.141973,-0.0439344,-0.043599,-0.118708,0.0704537,-0.110961,-0.0396155,-0.0304138,0.159138,0.188682,0.116299,0.0301423,-0.0771074,0.0518406,-0.0096449,0.0513682,0.139063,0.0974093,-0.120952,0.0136769,0.00226717,-0.102921,-0.0488765,-0.0256336,-0.140638,-0.0848549,-0.0319161,-0.0307579,0.132301,0.0631366,0.0436896,0.0410965,0.177441,-0.135706,-0.183458,0.0444834,-0.00873222,-0.0497176,0.0462034,0.0951321,-0.0354358,-0.0202804,0.0534885,-0.0267168
35,-56.1307,0.180572,0.0504731,0.0438959,-0.12414,-0.114231,-0.0353445,0.0941519,-0.134791,0.078476,0.0209202,-0.0459065,-0.0781954,0.00700687,0.0949471,0.172542,0.103545,0.0138725,0.242932,-0.141716,-0.0250862,0.0314921,-0.0201622,0.126195,-0.0219384,0.0171441,-0.022602,-0.0722949,0.0445942,0.21802,-0.0593142,0.0939621,0.22642,-0.00826032,-0.109236,0.0201451,0.232893,0.0232437,-0.0820708,-0.0601663,0.115381,-0.023585,0.0213074,0.110335,0.0825684,-0.16773,-0.183396,-0.00200975,-0.0982135,0.0737435,0.0264778,-0.0572605,0.0967694,-0.00254997,0.176094,-0.214115,-0.129195,-0.0435954,-0.020069,0.164743,-0.0617202,0.0960063,0.0565738,0.0313662,-0.0533753,0.0365945,0.18012,-0.0550492,-0.043773,0.171182,-0.00863678,-0.0354939,0.0840517,0.0753116,-0.0533908,-0.0398657,0.0920682,0.0422629,0.14449,-0.0171023,0.0887655,-0.0541113,-0.129912,0.0875712,-0.0361362,-0.133986,0.00405547,-0.153213,0.138477,0.0431775,0.0385256,0.246344,0.0388973
36,55.6468,-0.101179,0.170193,0.0281907,-0.073701,-0.0317115,-0.0548016,0.00762907,0.00351452,-0.063047,-0.14481,0.0442364,-0.152693,-0.0286132,0.0419335,-0.0191134,-0.0814772,0.0757691,0.0265116,-0.155988,-0.236376,-0.0084559,-0.029544,-0.00463825,0.16247,-0.0539953,-0.0373564,-0.0383723,0.00526052,-0.0173184,0.0109251,0.134866,0.000797202,0.202889,0.0167529,0.00975277,0.130138,-0.0158119,0.00458283,-0.0613254,0.0088309,0.10013,0.0127509,0.0580869,0.0896038,-0.226617,0.0688176,-0.0464506,0.0530591,-0.0841619,0.00447623,-0.107273,-0.28071,-0.208829,-0.116072,0.0072056,-0.0839049,0.0987369,0.104196,0.0247823,0.00529659,0.0720901,-0.153756,-0.0782526,0.0470506,0.00852743,0.125967,0.141588,-0.0820729,-0.0916827,0.151803,-0.160633,-0.0731228,0.0281101,0.0454689,-0.119269,-0.0917843,-0.133309,-0.142862,-0.174921,0.0156042,-0.108083,0.0468651,0.0899505,0.189273,0.290925,0.0074356,-0.11176,-0.0586624,-0.0133425,0.0693447,-0.00731446,-0.153961
37,53.7886,-0.0960692,-0.177655,-0.0778205,-0.218561,0.126703,0.235158,-0.0135101,0.103352,-0.155549,-0.0364273,0.114833,-0.0564051,0.092821,0.129285,-0.040399,0.0693876,-0.102559,-0.134328,0.013815,0.0325446,-0.0367137,0.140692,0.00864427,-0.0661085,0.130729,0.0144858,0.0304748,-0.00891329,-0.104047,-0.0383197,0.120766,-0.0762401,-0.0397946,0.0971092,0.151856,0.0897475,0.038192,0.130329,0.0504328,-0.18326,0.0408469,0.130897,-0.0729059,-0.016332,-0.118527,-0.0644564,0.0849896,0.0397477,-0.00656853,-0.0975763,-0.225917,0.107992,-0.155556,-0.178184,-0.110237,-0.114281,0.118671,-0.00236339,0.158854,-0.0679111,0.00914932,0.0440954,0.0903818,-0.0246919,0.081533,-0.0651139,-0.0518338,0.044344,0.0364,0.041106,0.106392,0.0872146,0.171407,0.127511,-0.05775,-0.0629459,-0.0476075,0.263801,-0.118071,0.106158,0.0396907,0.103231,0.145536,0.0347595,-0.208494,0.00272921,0.0121838,-0.117196,0.0335672,-0.0502025,-0.0356001,-0.0496221
38,-53.5264,-0.165142,0.092998,-0.102871,-0.128921,0.118243,-0.0204417,0.000983874,-0.0600897,0.154058,0.0569011,0.0402615,-0.039497,0.0952165,-0.0529155,0.160838,0.0735544,-0.0113033,0.193418,0.0314832,0.0800072,0.0909161,-0.150899,0.0533819,0.0553418,0.108917,0.088782,0.131663,0.0382939,-0.0606352,0.0838773,0.0623812,-0.0671617,-0.045093,-0.17485,0.122131,-0.188182,-0.16791,-0.228618,-0.0555643,0.151509,0.00430056,0.110894,-0.00646461,0.160592,-0.048903,-0.0308779,-0.0664262,0.221822,-0.0142341,-0.0238032,0.00598569,0.138965,-0.0699086,-0.0211071,0.0350515,-0.0291376,-0.163949,0.111168,-0.0189705,-0.0618981,-0.165743,0.0389035,0.0558111,-0.0775401,0.0621125,0.0192677,0.130673,0.234065,0.0781916,-0.008687,-0.00414309,-0.00158637,0.032933,0.121351,-0.126036,-0.0729336,0.126051,-0.0842062,0.0797558,0.0736087,-0.109242,-0.0660706,-0.0899419,0.20884,-0.0431459,-0.0733736,0.204891,-0.144222,-0.0195068,-0.0164398,-0.0290105,-0.137183
39,-50.4654,-0.145161,0.0206145,-0.0344375,-0.0502765,-0.132203,-0.00713583,0.00755285,0.126135,-0.048811,-0.0571439,-0.0892824,-0.0103833,0.165094,0.107051,0.112175,-0.00700871,0.106326,-0.0681685,-0.0460521,0.105015,-0.306529,-0.132685,0.0711044,-0.101992,-0.26137,-0.114337,-0.0537644,0.0377861,0.111411,0.00184213,-0.089906,-0.0189239,-0.0252784,0.0628649,0.0355175,-0.054774,0.153321,-0.0723958,0.01191,-0.103658,0.111539,-0.103806,-0.0949568,0.016443,-0.124833,0.158076,-0.0836656,-0.0653883,-0.0563936,0.096925,-0.0307641,-0.0192041,-0.082106,0.0627185,0.034092,-0.122618,0.0670973,0.101288,-0.0681562,0.0612664,0.0525644,0.147625,-0.0302523,0.10219,0.00708655,0.0849477,0.0799631,0.165993,0.0143064,-0.17857,0.0556519,0.0939423,-0.100006,-0.00183946,-0.110671,-0.0996025,-0.232414,-0.153735,0.0104145,0.149116,0.0805079,-0.0103588,-0.0776661,-0.0837579,-0.180024,-0.102145,0.251971,0.113405,0.0513147,-0.00423331,0.147897,0.0103213
40,49.2687,-0.110806,0.0365091,0.00198716,0.0661367,-0.10209,-0.0250154,0.0918519,0.126449,-0.0902757,0.063973,-0.165601,-0.0640832,0.0529143,-0.133819,-0.0886098,-0.0841477,0.0262078,0.0372778,-0.0444994,0.0805761,0.0141083,0.181552,-0.0439489,-0.147818,-0.0846933,0.131016,-0.144185,-0.108405,0.0188511,-0.13865,0.0871517,-0.0842162,-0.098729,0.22699,-0.0630789,0.079701,-0.00506125,0.0204045,-0.0282053,0.0408048,-0.163262,0.0668287,0.0420188,-0.0920149,-0.018192,-0.0244912,-0.190271,-0.0294325,0.197634,0.102019,0.0103154,0.143996,-0.0673748,0.0417662,-0.0440418,0.0202255,-0.100431,-0.105237,0.00520959,0.0186729,-0.1513,-0.10947,-0.171133,0.0620429,-0.162081,0.244978,0.195792,0.0547374,-0.181867,0.128327,-0.0534274,0.00370879,0.055715,0.129935,-0.136086,0.042892,0.0915121,0.142621,0.130126,-0.176794,0.111624,-0.00224335,0.0333943,0.123904,-0.0618012,-0.163444,0.0567012,-0.0753881,0.0451874,0.0561074,0.0744641,-0.0988055
41,-48.1299,-0.0704078,-0.0232829,0.126199,-0.0945542,-0.0533425,-0.0452708,0.0985924,-0.0322966,0.0152101,0.0592819,-0.0345217,0.125473,-0.275593,-0.007866,-0.0169786,0.0648637,0.119489,0.251614,-0.133216,0.0748337,0.00894445,0.137249,-0.265343,-0.0598285,0.0717551,-0.0767558,0.0884622,0.217726,-0.0752923,0.0423781,-0.150001,-0.0120061,-0.122011,0.161832,0.00604031,-0.0640312,0.0804121,0.161002,-0.13316,-0.0456328,0.184862,0.0984745,0.021409,-0.0491488,0.00294463,0.208615,0.0388491,-0.0573744,-0.0642474,0.0454247,0.0239289,-0.0177586,-0.024846,-0.0722134,0.188877,-0.0365143,0.0081069,0.156087,0.16832,-0.124814,-0.134748,-0.00275454,-0.0449187,0.0167515,-0.0472742,0.101016,-0.0865622,0.195976,-0.00573374,-0.0273758,0.0892809,-0.011441,0.139308,-0.0472965,-0.0642741,0.200431,-0.0439867,-0.0128422,0.077962,0.0468656,-0.141367,0.044131,-0.0640353,0.127341,-0.0350889,0.102112,-0.141784,0.0916114,-0.0126954,0.0214651,0.0201201,0.0662272
42,-47.5936,-0.0846291,0.0775517,-0.0360175,-0.0153527,0.16019,0.103223,-0.140422,-0.0388054,-0.319484,0.031256,0.0560084,-0.0938414,-0.0602777,0.0673793,0.121688,-0.0277302,0.108241,0.125492,0.0457002,-0.221548,-0.0877652,0.00245908,0.129741,-0.0922841,-0.030589,0.0591842,0.00437152,-0.0714512,-0.116778,-0.168928,-0.122219,0.154068,0.160082,0.0441002,-0.100999,-0.0301798,0.0373539,-0.0177124,-0.16741,-0.261666,-0.0187374,0.030282,-0.0422723,-0.11987,0.00467394,0.0501439,0.197251,-0.1011,0.06376,0.122881,0.0412526,0.058331,0.136125,0.0708391,-0.176189,-0.067157,-0.0968501,0.0348209,0.00685119,-0.0167707,-0.202905,-0.147063,-0.146887,-0.0818789,0.106315,-0.0327871,-0.114496,0.0356373,0.112433,0.0483252,-0.0753127,0.0067085,0.0728985,-0.025825,-0.104007,-0.0239381,0.119635,-0.166632,0.0322796,-0.026883,-0.0186534,-0.186492,-0.125731,-0.10372,-0.00946183,0.0108312,0.0418362,-0.0440343,-0.0726409,-0.0551733,-0.0978454,-0.0583962
