Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86
20,-65.8488,0.0273241,0.114036,-0.0432656,0.132119,-0.155451,0.0154265,-0.111074,-0.0433352,0.120182,0.0225697,0.0623674,0.0526171,0.0599338,0.211014,-0.255426,-0.223932,0.0645434,-0.0205044,0.182435,0.0181602,0.0812181,-0.176603,-0.00333575,0.0663404,-0.21344,-0.0932866,0.0690464,-0.0179357,0.0654145,-0.110477,-0.132312,0.094775,-0.124015,-0.129349,-0.016667,0.0755927,0.0810929,0.193141,-0.0876223,0.0916504,-0.180475,-0.0671027,-0.103228,-0.0119969,0.132293,0.0387705,-0.0296138,-0.101588,-0.130404,0.101785,-0.0394201,-0.064161,0.0857495,0.067601,-0.112908,0.0812614,-0.0581196,-0.0638398,0.139448,0.217627,-0.0992165,-0.142635,-0.136732,-0.0888818,0.029192,0.0354447,0.14142,0.0481896,-0.0765533,0.0970042,-0.0108781,0.0823675,-0.0294558,-0.0241532,-0.0838503,-0.122854,0.244262,0.0289095,0.0146845,0.136186,0.153524,-0.0525711,-0.0113972,-0.00306891,-0.0190629,-0.112391,0.00832002
21,65.8103,-0.0921778,-0.225413,0.0372617,0.065491,-0.0661232,0.0400097,-0.188733,0.0354543,-0.0799205,0.0330962,0.0995363,-0.134068,0.248895,-0.0346344,0.00235618,-0.130227,0.0488086,-0.0724026,0.0387736,-0.131624,-0.145358,0.108602,0.120674,-0.058118,0.140794,-0.0602736,-0.235902,0.0416048,0.0445693,0.0363224,-0.0920303,-0.0448142,-0.0908854,-0.00469496,0.103972,-0.122716,-0.0587762,-0.00253548,0.0414715,0.0784244,0.0186868,-0.00103379,-0.00323945,-0.0536099,0.106233,0.0383707,0.174363,-0.205673,0.122958,0.146337,-0.0366658,0.118708,-0.00630407,0.0143916,0.0632937,0.00647761,0.107439,-0.00918741,-0.0898569,-0.0749044,0.0848487,0.105545,0.124403,-0.041389,0.00845528,0.0194315,-0.0194356,0.0469442,-0.255546,0.116092,0.0833453,-0.175391,0.0689097,-0.265612,-0.192181,0.0636977,0.234903,0.0998105,-0.147627,0.0344346,-0.0595851,0.0160391,-0.105603,0.106124,0.00127921,0.00119785,-0.0575436
22,68.9202,0.145805,0.0284434,-0.0322765,-0.0319811,0.0605624,-0.0700489,-0.0444691,0.0195778,-0.0258296,0.0386337,-0.000125329,-0.0676267,0.0977459,-0.019062,0.0432976,0.180373,-0.0962145,0.00298373,0.00844906,0.0341616,0.0872553,-0.053926,0.0597053,-0.0888569,0.248946,0.111273,0.0982506,-0.00901454,0.225089,-0.128018,0.158991,-0.036195,0.0858891,0.00358138,0.0975123,-0.028356,0.0363791,-0.0549866,0.218042,0.168472,0.178078,0.179213,0.0309753,0.0315056,0.118723,0.0202175,0.000370302,-0.00167311,-0.0673359,0.0780553,-0.15781,-0.158308,0.232704,0.110226,-0.0703351,0.0938111,0.0110899,0.130192,0.0627009,-0.0669062,-0.163289,0.0203563,-0.209166,-0.15752,-0.0181608,0.0457058,0.113058,-0.166529,-0.0216174,0.0343902,0.117256,-0.0403225,0.00586948,0.159282,-0.0772738,-0.0265496,0.116205,0.0605891,0.0135198,0.16802,-0.105102,0.270237,-0.0445662,-0.0829189,-0.176177,-0.00673749,0.0445062
23,66.8856,-0.0605927,-0.128522,-0.0491414,-0.0309739,-0.0494757,-0.0351953,-0.25074,0.21275,0.163888,-0.0762806,0.0597233,-0.142682,-0.0507603,0.0853958,0.0949521,0.022991,-0.127234,-0.0389336,-0.117084,0.0353965,-0.100607,-0.210245,-0.114758,-0.08897,-0.157575,0.123972,-0.0505816,0.178503,-0.0539307,-0.0817828,0.0587499,-0.0657544,-0.102252,0.00143841,0.0546146,0.165658,0.11624,0.2183,0.105986,-0.151078,0.091753,-0.0734126,0.124366,-0.0387254,0.121209,0.217726,-0.166278,0.0123583,0.0282957,0.11306,0.145229,0.0435937,-0.141961,0.104494,-0.0181771,0.111578,0.177313,0.0505241,0.01153,-0.0815131,0.0743029,-0.156534,-0.0758796,0.158269,-0.0522528,0.0592775,0.0476504,0.0987332,0.002526,-0.175356,0.0193701,-0.107147,0.0180801,0.0662589,-0.0934804,-0.0398197,-0.086466,0.144125,0.00382709,-0.0594857,-0.0573346,0.100711,0.120655,-0.0815591,0.0157764,0.0814456,0.0220273
24,-65.9894,-0.0579029,0.0748114,-0.0767945,-0.187902,-0.143908,-0.0105896,-0.0845461,0.114533,0.0304117,-0.00127917,-0.0478945,0.0752201,0.111039,0.16943,0.0687862,0.0586931,-0.115971,-0.0059668,-0.112691,-0.0916649,-0.196988,0.0091339,-0.127429,0.0881212,-0.0925433,-0.157125,-0.126582,-0.00471805,0.0591583,0.200992,-0.0754395,0.103476,-0.0765751,-0.0641704,0.0896536,-0.101972,-0.138093,0.0113077,0.055835,0.218015,0.0226634,-0.0312938,-0.0861847,0.00374315,-0.0651423,-0.0863894,-0.0220914,-0.0372336,-0.00383897,-0.0931039,-0.076427,-0.143533,-0.124279,-0.0338863,0.108385,0.0396623,-0.0809631,-0.0800616,0.0733958,-0.0278988,-0.0633004,0.0272206,0.153119,0.0180559,-0.0148821,0.149612,0.127232,-0.0492722,0.440915,0.148461,-0.036442,-0.143747,0.0412322,0.0864159,-0.186137,-0.00373172,-0.0737436,-0.00132722,-0.0522767,0.0517516,-0.111742,0.0119221,0.0427531,-0.127382,-0.072532,-0.192057,0.0544017
25,-65.7087,-0.0238185,-0.143004,0.0607083,-0.0745308,-0.00932513,0.0347625,0.095285,0.0658117,0.0806676,0.157274,-0.176255,-0.0316474,-0.159467,0.118181,0.0131597,0.0362684,-0.0476331,-0.00986364,0.0452705,-0.0619097,0.0617387,0.091565,0.0900976,-0.0251036,-0.0917557,-0.156801,0.189695,0.144171,-0.00282837,0.0498691,-0.103519,0.0616053,-0.0765962,0.129258,-0.154947,0.00388097,-0.0148385,0.0115258,-0.105652,-0.00776553,0.118237,0.175525,0.0657541,-0.0405603,0.26047,-0.162147,0.0394217,-0.252682,-0.0471167,0.0812313,-0.00297705,0.0513283,0.0339958,0.130743,-0.0330825,0.0339805,0.103797,0.0103206,-0.00180751,0.0886188,0.00292968,0.237764,-0.0603848,0.175941,0.176439,0.0526384,-0.0488176,-0.0696756,0.10924,0.103622,0.0584608,-0.0127868,-0.0568794,0.100087,-0.0782045,0.0108351,-0.255321,0.159471,-0.0460095,0.013064,0.251149,0.0844569,-0.140197,0.142848,-0.00772576,0.1025,-0.0627583
26,62.7537,0.108428,0.240238,-0.220854,-0.119485,0.139013,-0.1338,0.119997,-0.0658009,0.00787282,-0.110387,-0.0808067,-0.0231089,-0.0446994,0.119012,0.00438383,0.0265255,-0.0470424,0.0167796,-0.173025,0.0263925,-0.10005,-0.011432,-0.0377793,-0.0473737,0.0357379,-0.182335,-0.0295404,-0.0102409,-0.0253468,-0.0449863,-0.12143,0.0587192,-0.0233664,0.208944,-0.129632,0.0977237,0.0815016,-0.130838,-0.0190503,0.0246494,0.172212,-0.0150281,-0.0381984,0.0809354,0.152172,-0.037401,0.00748942,0.072464,-0.00412308,-0.026689,0.185696,-0.102404,-0.0168115,-0.0959587,0.0672084,-0.0940422,0.0662575,-0.0505549,-0.0144046,-0.0968032,0.234762,-0.0986305,0.0723003,0.0323015,-0.109031,0.0744903,0.0772791,-5.11001e-05,-0.19046,0.139441,0.0885632,-0.086767,0.055915,0.0454719,0.0852112,-0.101063,0.278991,0.229322,0.0397541,-0.0139839,0.101192,-0.0753204,-0.166922,0.0225496,0.0515273,-0.0175615,0.237014
27,-61.0662,-0.258391,-0.0141901,0.00074048,0.154792,-0.108076,-0.125356,0.174065,0.0643462,-0.118104,0.138468,0.0715906,-0.0677219,-0.0733006,-0.0601664,0.154517,-0.0187909,-0.227821,-0.0236856,-0.113728,0.227668,-0.0100698,-0.0273649,0.0501659,0.0542255,0.0745252,-0.172373,-0.00650072,0.0145762,0.131559,-0.211786,-0.0594587,0.107109,-0.0330094,0.0232005,-0.0935677,-0.0930249,-0.0457419,0.243047,0.0645912,-0.0120625,-0.0164837,-0.111091,0.0350754,-0.086681,0.12096,-0.0794711,0.0509353,-0.00274099,0.0734257,0.0737055,-0.148689,-0.10267,-0.0686749,-0.10157,0.154836,-0.0736734,0.0993965,-0.0374298,0.0600829,0.212444,-0.146308,-0.0572447,0.0458824,0.12382,0.00530895,-0.0859613,-0.0809281,-0.0890977,-0.00833083,-0.0062174,-0.0681908,-0.0205022,-0.100358,-0.0334932,0.186494,-0.0760053,0.102236,-0.076865,0.159626,-0.135956,-0.216998,0.12784,-0.0488083,0.0772655,0.0105513,-0.0400498,0.0531326
28,-60.1496,-0.0612979,0.0457252,-0.0196284,-0.0286525,-0.064296,-0.17954,-0.103803,0.194295,0.120608,-0.0510417,0.130507,-0.118891,0.0169056,0.109583,0.0847173,-0.0356094,0.130225,-0.0128397,0.0427424,0.0656865,0.175844,0.0471505,0.252024,0.157758,0.0358804,0.012438,-0.137754,0.0270965,0.0869361,-0.0678267,0.0234332,0.15327,-0.143784,-0.0705814,-0.185817,-0.100512,-0.12972,-0.15901,0.011383,0.0303738,0.079949,-0.0512405,-0.0302029,0.078831,0.0141373,-0.0608083,-0.179328,0.202369,-0.207696,-0.234916,-0.0100264,0.136949,0.0129354,-0.0742449,0.110649,-0.142567,-0.0512664,-0.151973,0.047813,-0.0680394,-0.0554885,0.121163,-0.063452,-0.0387561,-0.0689323,-0.0647648,-0.0625925,0.0822707,-0.0418933,-0.197345,0.187728,-0.0902903,-0.0811294,-0.0657384,-0.138724,-0.170637,-0.0637773,0.0376577,0.069076,0.0272533,0.101891,0.0124451,0.0329899,0.0344344,-0.105406,0.123631,-0.0753276
29,59.734,-0.0690668,0.127316,-0.046604,-0.0392986,-0.0352686,0.196989,-0.111513,0.150185,-0.000353007,-0.0256735,-0.345259,0.0109655,-0.0589916,-0.000917918,0.152379,0.0643576,-0.0601395,0.0739571,-0.0111554,0.116497,0.0817399,-0.188103,0.0238335,0.158927,0.0398982,-0.0441176,0.0554901,-0.153534,0.0646635,0.0494209,0.0313903,-0.165104,-0.163467,-0.0348209,0.112009,-0.0203205,-0.151037,0.0219245,0.130093,-0.211794,-0.0635411,0.0701388,-0.0135243,-0.0573968,0.0437325,0.0877235,0.118178,0.00562929,0.00371952,0.0029971,-0.00259662,-0.139139,0.0613428,-0.00408148,-0.0782541,-0.181093,0.0615562,-0.0449173,0.0185782,-0.0765151,-0.0914803,-0.0231499,-0.0354639,-0.00381455,0.125025,-0.124965,0.00285231,0.229805,0.07906,0.126864,0.227294,-0.0935773,0.141887,-0.0231938,0.0745725,0.14408,0.168895,-0.0808022,0.0332232,-0.037233,0.0947145,-0.195177,-0.0587328,0.0167091,-0.0186718,0.148442,-0.151293
30,58.3069,0.12131,0.0344309,-0.0602623,0.0361466,0.0352126,0.0421013,0.0233195,-0.257497,-0.0177139,-0.0259902,0.118564,0.0557066,0.0937206,-0.0164555,0.0997596,0.061925,0.214753,-0.146132,-0.00672074,0.0101996,0.041362,0.125712,-0.00613194,-0.0903121,0.0482992,-0.0576942,-0.18135,-0.131835,0.212718,0.0464786,0.0391405,-0.107759,-0.164111,-0.0882031,-0.113355,0.036881,0.145768,0.196929,0.0331718,-0.164189,0.00860778,0.106685,-0.0071706,0.0558337,0.107004,0.15021,-0.0974797,-0.0589679,-0.0137746,-0.232324,-0.0592162,-0.114893,-0.164361,0.0994771,-0.112728,-0.199805,-0.0145263,-0.116009,0.0371371,0.122734,-0.118042,-0.0687715,0.103491,-0.0321531,0.0399002,0.248595,0.0630074,-0.0158427,-0.0820474,0.0429911,-0.0657163,-0.125882,0.0392987,0.142702,-0.071761,0.131448,-0.171596,-0.0275924,0.0426493,-0.153278,0.00436103,0.0953992,-0.0925473,0.098595,0.0802206,0.0870466,-0.0361364
31,-54.8972,0.00291591,-0.0109655,-0.0888665,0.0293408,-0.0964073,-0.0877046,0.0648309,-0.134678,0.0751897,-0.0956761,-0.0788146,0.00889989,0.0681635,0.147693,-0.0412086,-0.0375229,0.101685,-0.153558,-0.0321279,-0.0758504,-0.136183,0.0735696,0.0447582,-0.098625,0.0190947,0.0619955,-0.0754869,0.0287672,-0.0384298,-0.0685418,-0.0180003,-0.131258,0.0366881,-0.0768779,0.114844,-0.161958,-0.169549,-0.0346023,0.153505,0.110227,-0.0193612,-0.158226,0.0171365,0.0565009,0.14718,0.0348119,-0.0490815,-0.100888,-0.111881,0.0442637,0.0264194,0.243166,0.080988,0.21369,0.0927482,-0.0299193,0.207274,-0.096395,0.0070921,0.163083,0.0981927,-0.0624801,-0.0372186,-0.159926,0.00608831,-0.154732,-0.0104479,0.0774965,0.166298,-0.0249381,0.0758901,0.0238286,0.049059,0.143019,0.343268,0.13926,-0.133984,-0.106262,0.0910219,0.074821,-0.0126038,-0.0673539,-0.0508877,0.0351541,-0.080051,0.10499,0.253533
32,54.7518,0.0724318,0.0339054,0.0831549,0.243355,0.181605,0.0482312,0.0279511,0.0425203,-0.0354317,-0.00101961,-0.174194,0.0815468,0.117688,-0.062068,0.198354,-0.016327,0.0597572,-0.106229,-0.0184443,-0.00372145,-0.0437359,0.026887,-0.0131875,0.0667917,0.0937458,0.0687885,-0.128852,0.118371,-0.10263,0.050976,-0.0596789,0.0936692,-0.00592544,-0.0340077,-0.126957,0.00930985,-0.133114,-0.0564599,0.0142341,-0.080184,0.126678,-0.160471,-0.143288,0.148041,0.141544,0.147508,-0.109776,-0.139798,0.0239536,-0.100473,-0.0483598,0.154169,0.0711713,-0.15735,-0.090732,0.121247,0.10488,0.230608,0.0976028,-0.0312673,0.0179297,-0.0474806,-0.166751,0.0360114,0.101027,-0.00642023,0.123608,-0.112283,0.14487,0.11327,-0.0269451,0.0588533,-0.146815,-0.0817746,-0.140509,0.0349628,0.133731,-0.111711,0.186991,-0.207662,0.164118,0.0333703,0.0958082,-0.0912643,0.102826,-0.110377,0.0367113
33,-53.4665,-0.0137946,-0.0282371,0.173753,-0.0687309,-0.248708,-0.141207,-0.109219,-0.0956113,-0.0353321,0.123986,0.0149096,0.107051,0.0192578,0.00717742,0.0268981,0.157253,0.140402,0.00300517,0.034558,-0.108052,0.0724717,0.138348,-0.0416326,-0.167349,-0.034687,0.0293815,0.0955831,0.0601205,0.0414835,-0.095122,0.265709,0.0343396,-0.143922,-0.0733603,-0.00744426,0.112277,-0.0480083,-0.175646,-0.0231148,-0.110002,0.0461109,0.130061,0.130859,-0.136405,0.0491288,0.0467935,0.184455,-0.0652402,0.0455174,-0.0798466,-0.0331666,0.123482,-0.0902078,-0.0961011,0.122008,-0.0176494,0.0571537,0.051421,0.0386496,0.0350289,0.0129845,-0.228836,0.0414065,0.0814735,-0.198099,-0.120761,0.0728321,0.0327671,0.0692474,0.265801,-0.0427418,0.0388902,0.0101049,0.0691933,0.0314568,-0.30773,0.106153,-0.0603638,-0.0406426,-0.132526,0.0760339,-0.0941922,0.0358569,-0.0689724,-0.136902,0.0230403,-0.0147002
34,51.9558,-0.102875,0.169034,0.0407068,-0.087837,-0.0761298,-0.0795262,0.0133457,0.0274922,0.113015,-0.00438833,0.108826,0.100523,-0.0978842,-0.186245,-0.132008,-0.0152551,-0.104473,-0.234977,0.110977,-0.0210055,0.0949319,0.0411193,0.0366134,-0.0436871,0.0910781,-0.193823,-0.0232793,0.0796064,-0.0505772,0.237437,0.0200906,0.0490464,0.0417286,0.151156,-0.260108,-0.0580977,-0.184954,0.0780242,0.0246556,-0.13304,-0.0369896,0.0890255,-0.0791212,0.0549555,0.0710204,0.163438,0.0899003,-0.070019,0.0601901,0.0319973,0.0361063,0.0650901,0.0119801,0.0346162,-0.13643,0.113581,-0.167766,0.0127742,-0.118685,-0.132083,-0.0664839,-0.136286,0.075379,-0.0326239,0.0187742,-0.18656,0.0777248,0.238767,0.0296105,-0.162006,-0.0422988,-0.010149,-0.140075,0.170485,-0.0615355,0.102476,0.107925,-0.0114077,-0.106653,0.0580751,-0.116748,0.111728,-0.0889081,-0.0625489,-0.0936371,0.0423535,0.138023
35,-51.3502,0.0836426,-0.098303,-0.118396,-0.112859,-0.0166618,0.0122612,0.0964733,0.0693626,0.0806651,0.00807001,-0.00718493,-0.0541378,-0.0777758,0.0638477,0.0885597,-0.126958,0.0137157,0.105484,0.245383,-0.169292,-0.126735,-0.158487,0.172613,0.0326399,0.114963,0.0763331,-0.0705208,0.112249,0.0909376,0.0267226,0.200588,0.000904355,0.153428,-0.0809961,-0.147912,0.0142521,0.0264358,-0.143765,-0.033456,-0.225,0.106826,-0.00962412,-0.17043,0.133042,0.0460953,0.0089033,-0.014566,0.0715662,0.0871162,0.123621,0.0931827,-0.0735834,0.182264,0.175957,0.00951121,0.100278,-0.0755272,-0.112336,0.188289,0.150416,0.0699426,-0.12596,0.18852,0.167491,-0.0969576,0.0360325,-0.0247217,-0.011946,0.0836948,0.0560462,-0.10531,-0.131397,0.00308504,-0.0558068,0.0868543,0.0154139,0.0334357,-0.126681,0.048167,0.0122063,-0.0972406,-0.00775211,-0.0791269,0.124962,-0.015392,-0.151747,-0.205065
36,51.0647,0.124892,0.100311,0.0586753,0.187866,-0.00988762,-0.143338,0.0247957,-0.149039,-0.048812,-0.0438225,-0.0650072,0.0661315,0.17266,0.07845,0.0733124,0.113104,0.0861096,0.0571441,0.0613957,0.0681393,-0.23233,-0.0184791,0.0576787,0.053819,-0.135244,-0.00119414,0.22568,0.0117899,0.182129,0.0134362,-0.131768,0.142146,-0.101707,0.145086,-0.0643137,0.0584801,-0.0119211,0.096411,0.19303,-0.0441488,-0.0839177,0.202761,-0.0236752,0.194815,-0.124632,0.0923741,0.0247082,0.0279332,0.0737086,0.141717,0.0661573,0.114153,0.040876,0.130471,0.170324,-0.0756548,-0.0789839,0.0200251,-0.00555939,0.0328602,0.0407771,0.0428685,0.105,0.135104,-0.0472085,-0.0151569,-0.0360503,-0.0282069,0.0476673,-0.0937257,0.0287067,0.0131561,-0.104817,-0.251695,0.0196645,0.0943082,-0.018388,0.0542761,-0.0256654,0.0338735,-0.00550602,0.0425139,-0.0201941,-0.343312,-0.0881075,0.160375,-0.0983342
37,48.5044,-0.0312616,-0.222614,0.0929491,0.0242123,0.138932,-0.0919328,-0.0311018,0.0803335,-0.181544,-0.00650495,0.0976303,-0.0474767,0.0654166,0.0624862,0.0256249,-0.119086,0.0294558,-0.0212594,-0.119768,-0.146942,0.0108802,-0.161935,-0.0275743,-0.0593922,0.0066914,-0.020749,-0.00384142,-0.0319758,0.0889044,0.140877,-0.0151574,0.0455074,-0.0869763,0.144583,-0.0911975,0.258401,-0.241494,-0.00893018,0.00250528,-0.0668601,-0.122583,0.117836,-0.0627346,-0.166935,-0.0494399,0.155595,0.0325406,0.0137782,-0.220212,0.0256722,0.0535737,-0.0451188,0.126316,0.0147409,-0.151685,-0.133316,-0.138198,0.00845133,-0.0158115,0.0333451,0.119625,-0.0122522,-0.00967334,-0.0839316,0.0511612,0.109665,-0.16038,-0.032817,0.0732023,0.108495,0.141819,0.194705,0.0196216,-0.034985,0.0559002,-0.0485118,-0.0914369,0.120523,0.21212,-0.0768954,-0.203792,-0.0412557,0.0518026,0.117997,-0.186013,-0.115942,0.155742
38,-47.7627,-0.0541417,-0.0783008,-0.0977956,-0.0336583,-0.0306596,-0.0554503,0.23986,0.0246106,-0.0271084,0.0768624,-0.112654,-0.0668955,-0.0141578,0.095021,-0.113751,-0.0626666,-0.0933656,0.012505,-0.0493477,0.0268728,0.0961678,-0.0353712,-0.0782451,0.0430544,0.0372558,0.00462463,-0.0597311,0.219133,-0.0280663,-0.145006,0.244322,-0.12564,-0.161729,0.123534,-0.0555003,-0.0326889,-0.0244735,0.0352769,-0.0238903,0.0509389,-0.0916354,0.0847053,0.0644398,0.0549716,0.0346836,0.238555,0.00774324,0.12081,0.228425,-0.234011,-0.156068,0.0635947,0.0337171,-0.100171,-0.15435,-0.0596001,0.108335,-0.0291914,0.132817,0.200866,0.166508,0.120116,0.177943,-0.119498,-0.0566514,0.00468569,0.00691811,-0.0500751,0.0304772,-0.023495,0.0941052,0.185275,0.00682858,-0.0449674,-0.163742,0.116848,0.00520893,0.0427428,-0.127189,0.220162,-0.0151355,-0.0676732,0.0242594,-0.172665,0.109649,-0.0429734,-0.0131852
39,-46.4059,-0.0344668,-0.187941,0.107782,-0.011697,-0.0322683,0.00121092,0.152174,0.0338786,0.0451639,-0.148959,0.0058939,0.26786,-0.0349504,-0.0535735,0.11114,-0.0772472,0.0985279,-0.123521,-0.0917803,-0.0368115,0.0216765,-0.15254,-0.00520959,-0.0565232,-0.19944,0.130436,-0.059276,0.0611415,0.0565881,-0.210658,-0.14394,0.138564,0.124955,-0.0576602,-0.0761426,-0.130706,-0.0408788,-0.00876129,0.148659,0.0697424,0.135332,0.251841,0.117486,-0.138623,0.00421649,-0.0735819,-0.0348998,-0.060707,-0.0168198,-0.115319,0.0259995,-0.0303964,-0.096335,0.0357889,-0.168031,-0.0881687,-0.139438,0.0694242,0.115948,-0.0759519,-0.0439159,0.0338411,0.105258,0.193105,-0.0313199,-0.0973337,-0.00921504,-0.0363122,-0.0988947,-0.0799061,-0.0117818,-0.0970705,0.185539,0.0122227,0.0277562,0.188998,0.185914,-0.0728775,0.00578641,0.159264,0.124914,-0.0797807,0.127773,0.0373325,-0.0518179,-0.12123,0.106937
40,46.2276,0.0813347,-0.0211051,-0.0775014,-0.0253743,0.127658,-0.00778881,-0.0427072,0.152152,0.0414686,-0.0774736,-0.108532,0.00200064,-0.117627,-0.269092,-0.0616556,0.139776,0.187741,0.078251,0.00866268,0.0560415,-0.0153588,0.210779,-0.316812,-0.134159,-0.0277187,0.0921552,0.0208766,0.223105,0.0467617,0.0515996,0.0808126,-0.0396009,-0.0214239,-0.0200659,-0.197751,-0.107967,-0.00898351,0.0978994,0.0319771,0.105133,-0.235075,-0.0160391,-0.198889,-0.0919402,0.124416,-0.0768926,-0.0456231,-0.0265832,-0.0157155,0.0205093,-0.0453977,-0.00102553,0.100619,0.0977304,0.15242,-0.127645,-0.0441747,-0.160826,-0.161145,0.160618,0.0781673,0.0485432,-0.0975625,0.109468,0.122557,-0.0264435,0.0831679,-0.014758,-0.0729761,-0.035962,0.0798494,-0.136138,0.0970958,0.00250455,-0.0199321,-0.0867919,0.114609,0.0327241,0.0779923,-0.000772922,-0.10623,-0.0669455,0.147115,-0.0687601,-0.0538937,-0.135634,-0.088329
41,43.5582,0.0727803,0.199194,0.0846093,0.0633507,-0.0339608,-0.0317376,-0.0656297,0.118939,-0.169409,0.0593763,0.0648166,0.0174034,-0.189855,0.0477918,-0.0523029,0.00163735,-0.0234791,0.115935,0.135094,0.147133,0.0701184,0.00126895,-0.174659,-0.0244986,0.0486483,0.0628746,-0.212659,0.0733139,-0.104522,-0.216407,0.0293786,0.147269,0.0477829,0.0880203,0.110565,0.0444231,-0.185157,-0.15041,0.13518,-0.0214225,0.0826792,0.0316193,-0.0764479,-0.0761135,-0.0871103,0.189419,-0.0368744,-0.226911,-0.0356167,-0.0435872,0.115522,-0.0243132,-0.0103305,0.160067,0.0975382,-0.0604646,0.0118259,0.014999,0.0144088,-0.0135325,-0.139186,0.0465528,0.228115,-0.0461185,0.252513,0.232774,0.0821101,0.0642141,-0.0810364,0.0507122,-0.0277195,-0.0354674,-0.158893,-0.0805677,0.187265,-0.0804238,-0.108227,0.00670118,-0.116534,0.121972,0.0611156,0.0216888,0.037602,0.0379844,0.0939494,-0.0188777,0.0216975
42,-43.2973,-0.0484387,0.0344799,-0.141658,-0.131853,-0.180757,0.015175,-0.0117157,-0.0943812,0.162953,0.0478681,0.13958,-0.0768665,-0.0876398,0.0924591,0.18198,0.143232,-0.00660936,0.195617,0.0114772,0.100164,0.00379875,0.0537746,-0.0735866,0.00107959,0.0754468,0.149305,0.126782,0.0393501,0.12444,0.0540186,-0.188983,-0.218317,-0.12286,-0.163448,-0.113437,-0.0849317,-0.0226666,0.0251254,-0.0364118,0.07257,0.122698,0.00136057,0.126348,0.0811458,-0.128302,0.103884,-0.088899,-0.190865,0.0940396,-0.0421199,-0.0488483,0.061508,0.115609,-0.0563748,-0.19939,0.165322,-0.213821,0.014657,-0.0243282,-0.00866755,0.00554995,0.0919777,-0.00421936,0.0568191,0.0532635,-0.0336911,0.0524936,0.0403327,-0.123944,0.0591265,0.0853264,0.0406501,-0.129642,-0.200244,0.134564,-0.00781284,-0.0518548,0.0628926,-0.015089,-0.155052,-0.0830029,-0.17748,-0.00766721,0.0411968,-0.0322057,-0.154099,0.210115
43,-41.7542,-0.0124119,0.0248764,-0.0671771,0.051278,0.102627,-0.132875,-0.0433856,0.0435526,0.128842,0.157074,-0.238288,-0.152728,0.0799194,-0.117063,0.00976238,-0.0774642,0.0173535,-0.0116112,0.0255901,0.128501,0.0706169,0.105472,-0.130079,0.0127198,0.0913315,-0.0376082,-0.103391,-0.127469,0.248397,-0.177725,-0.056203,0.143425,-0.161126,-0.168166,-0.0440864,-0.0663773,0.0484815,-0.0290253,-0.0233097,0.054892,-0.100661,0.0544531,0.0789386,-0.109132,0.113919,-0.0769273,-0.0441481,0.0981157,-0.00690041,0.0564353,0.325326,0.128787,0.0702176,-0.0914562,-0.12606,0.244541,-0.114608,0.036997,-0.115099,-0.130403,0.106209,-0.0873445,0.148274,0.052806,0.0160825,0.123536,-0.0480375,0.0332945,0.0890691,0.131104,-0.130938,0.151101,0.120807,0.00609554,0.0331753,0.0731042,-0.0820849,-0.140084,-0.0242014,0.126394,-0.0632662,0.061661,0.0562038,0.0272703,0.00160576,0.127155,0.000712749
