Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79
20,65.1789,-0.0624329,0.194651,-0.250892,-0.0551298,0.0230485,-0.214736,0.0429496,-0.11402,-0.113126,0.0819124,0.255131,0.104404,-0.00841506,-0.0314664,0.0849559,-0.167077,-0.073321,-0.12764,0.0373394,-0.0774455,0.144604,0.0403414,0.0577573,-0.11417,0.10363,0.0831775,-0.0967064,0.0214163,0.13658,0.141843,0.220905,0.0419712,0.0833487,-0.0818955,0.194945,0.126019,0.11313,0.115651,-0.00490338,-0.00403641,-0.125341,-0.00139954,-0.0298706,0.0151696,-0.0688843,0.107855,0.041654,-0.0372037,0.0459239,0.0431892,0.0330208,0.1261,0.0207059,-0.0366188,0.247723,-0.047565,-0.0160297,-0.00386745,0.0528406,-0.255447,0.0910974,-0.227175,-0.00867691,0.0625263,-0.189356,0.0335038,0.102604,-0.0472132,-0.0307037,-0.048754,0.070761,-0.191728,0.101012,0.00525402,-0.135932,0.122625,0.00616636,0.0364021,0.157731,0.0284422
21,-64.0103,-0.0741424,-0.0678994,-0.140257,0.0254806,-0.0509421,0.0339549,-0.206933,0.234874,0.00162817,-0.104292,-0.0294509,-0.0217997,-0.0306694,0.0388207,-0.153557,0.0787789,-0.0779114,-0.163792,0.0577637,-0.191735,0.045863,-0.0280587,0.156014,0.185981,0.037808,0.074477,-0.0314662,0.0335484,0.0995271,-0.0592124,0.248167,0.116304,-0.230904,0.0246192,-0.102067,-0.00657069,0.0640661,-0.184916,-0.0304876,-0.0270992,0.00799183,-0.0363341,0.0378474,-0.158143,0.13436,0.0253167,-0.070433,-0.03504,0.0703527,0.0917086,0.110626,-0.0857638,-0.0803479,-0.128985,0.0741489,0.156108,-0.014051,0.0230218,0.226696,0.0326774,0.228385,0.0497355,0.0880564,-0.0512692,-0.086688,-0.0659648,0.0190707,-0.201524,-0.162094,-0.00959798,0.09266,-0.0689616,-0.0297571,-0.0565468,0.0440075,-0.272705,-0.0563655,0.0758384,-0.0668461,-0.208428
22,62.6495,-0.144448,0.103129,0.149961,0.0096497,0.0184453,0.0325237,-0.0950075,-0.113148,-0.00145534,0.00368142,0.140921,0.00597501,-0.00677891,0.142534,-0.0130082,0.142333,-0.0043188,0.159902,-0.0652572,-0.0486535,-0.0194709,0.103918,0.0305912,-0.216224,0.0200718,-0.0157194,-0.0939803,-0.0677511,-0.0337529,0.0989714,0.147137,0.0124528,0.00175106,-0.00654625,0.153547,0.00588589,0.0250493,-0.120117,0.0165226,0.171096,-0.129158,-0.164568,-0.0559553,0.11361,0.235265,-0.0458707,-0.193434,0.0345319,0.217713,0.0111654,0.136196,-0.144471,-0.0775244,0.102168,-0.040795,-0.164588,0.097808,-0.139663,0.122176,0.203022,0.0319207,0.00531328,-0.0976568,-0.120818,0.0312609,-0.0841035,-0.118715,0.138535,0.0248595,-0.281065,0.0613002,0.0776527,-0.191864,0.0254005,-0.131765,-0.0409794,0.220634,0.0699964,0.128728,-0.00653635
23,-61.5044,-0.0276337,-0.00812273,-0.0217827,-0.166616,-0.268291,0.0356745,0.0841842,0.00355671,0.0328711,0.123784,0.0823118,0.0472696,-0.0536624,-0.0966583,0.113463,0.0677791,0.0703059,-0.0457457,-0.0659037,-0.209273,-0.00935998,0.0848633,-0.104613,0.076081,-0.0126507,-0.00992291,0.0296711,0.0599268,-0.119328,-0.0476601,-0.0341441,0.0806596,0.0726596,0.0218245,0.15818,-0.00455221,-0.189029,-0.14272,0.16591,-0.02726,-0.063895,-0.0545363,-0.0274897,-0.135602,-0.120536,-0.13255,0.0440101,0.157133,0.0163856,-0.0110521,-0.055377,-0.292108,-0.0509645,0.248803,0.00940302,-0.131215,-0.241249,0.0469329,0.0539237,-0.0255028,0.071132,0.057543,0.174188,0.158573,0.0664248,-0.18312,0.221057,-0.0823641,-0.0222467,-0.0248819,-0.222289,-0.164248,-0.0246558,0.195081,0.0312448,-0.0789593,0.0286074,-0.0506458,0.0918516,0.00852679
24,61.0257,0.0735223,0.116518,0.0399754,-0.0288206,-0.0381291,-0.136592,-0.13564,0.215929,-0.0549377,0.0615884,-0.111187,-0.0747834,-0.00506128,0.0299893,0.149496,-0.0669724,-0.0691443,0.0877308,-0.117739,0.0292573,0.117802,-0.177248,-0.0535921,0.127376,-0.126568,0.174217,-0.0917237,-0.0195975,-0.198482,0.18029,0.00375916,-0.265472,-0.0763216,0.287557,0.0247449,0.0485615,-0.0241495,0.172406,0.0581194,-0.125387,0.164328,-0.212368,0.0939084,-0.00699765,0.0809689,-0.119132,-0.021682,-0.0560167,-0.0388303,0.085573,0.140963,0.0372193,-0.110621,-0.0431587,0.166,0.078074,0.0289543,-0.265791,-0.0618753,-0.0532716,-0.0456461,0.0555001,-0.0130837,-0.00506777,0.0518499,-0.18548,0.113621,0.103969,-0.148591,-0.0527992,-0.0237428,-0.0871119,-0.114655,-0.00836019,0.0749166,0.0679204,-0.0592583,-0.0179461,0.0965183,0.117459
25,59.8183,-0.0652665,-0.0277937,0.0299131,-0.160737,-0.103885,-0.000630855,-0.0798368,0.022485,0.0598122,-0.0171576,0.0748432,0.177108,-0.00145932,-0.155679,0.15389,-0.0177019,-0.0378083,-0.00786146,0.0201551,0.0362159,0.0379195,-0.162998,0.0350207,0.25424,0.173491,-0.229559,-0.0155775,0.201175,0.0262919,0.0511627,-0.132344,-0.12314,0.0457297,-0.114563,-0.0149032,-0.0101389,0.0315552,0.0532533,-0.167,0.000440763,-0.204911,-0.0635872,-0.174376,-0.114993,0.0312127,-0.0888607,-0.0322681,-0.0905128,0.058137,0.181298,0.0641763,-0.0252601,0.0263674,-0.132895,0.0334575,-0.0524912,0.197209,-0.0150902,-0.0569714,0.130142,-0.123961,-0.276455,0.136199,-0.178698,0.0306598,-0.104775,-0.0176795,-0.068391,0.0721307,-0.161493,-0.171022,0.151077,0.141642,-0.0862163,0.0710062,-0.0880274,0.00948985,-0.208309,-0.0280923,0.0157584
26,-58.4044,0.0117539,-0.112321,0.0725776,0.159295,-0.0633548,0.106464,0.0960962,0.022941,0.029923,-0.0774606,0.123818,-0.119602,0.00976538,0.226195,0.132512,0.00133743,-0.0747417,-0.0310264,-0.177378,0.227985,0.289508,-0.0459957,0.0310636,0.0632587,0.110643,0.00723393,-0.143144,0.0651878,0.00520032,0.0654117,-0.124975,0.0956294,0.0163717,-0.0418211,-0.0126245,-0.184463,-0.00236364,0.0250132,-0.031171,-0.082451,-0.048343,-0.186135,0.0780965,-0.0742973,0.0312109,0.102091,0.221895,0.00355322,-0.0255049,0.0508194,0.0185119,-0.0257805,-0.0721952,-0.0753753,0.0794267,0.04885,0.0245029,0.243072,0.180273,-0.0776697,-0.103751,0.171439,0.0245271,0.0354669,0.244782,0.0984219,0.0737108,-0.104855,0.10337,-0.253673,0.0894116,-0.0248716,0.0473475,0.196115,-0.161831,0.103861,0.0314504,0.0850272,-0.0501313,-0.0561043
27,-56.1602,-0.0280008,-0.0269944,0.160872,-0.0680651,0.023879,-0.108218,-0.0356089,0.0810312,-0.0422245,-0.128755,-0.0509643,-0.0115308,-0.0122454,-0.106136,0.00366179,0.0468971,-0.18362,-0.0343482,0.0775454,-0.00136836,0.133329,-0.0100817,0.0053405,-0.141594,-0.0416198,-0.151999,0.177089,0.0490387,0.274247,0.0597333,0.00894049,-0.0449561,-0.101134,-0.188865,0.149815,0.0467114,-0.0833797,-0.107967,0.0878985,-0.0381436,-0.0601481,-0.060243,0.226256,-0.0345163,-0.160804,-0.0912584,0.0930691,-0.0721147,0.015036,-0.0652533,-0.0986831,0.157735,-0.0899148,-0.0768644,0.0127321,-0.123103,0.0803734,-0.0822208,-0.00430751,0.0809679,-0.128843,0.128906,-0.00433335,0.184735,0.0428872,-0.105326,0.118005,-0.22388,-0.188557,0.102075,0.156248,0.105263,-0.154603,-0.0490442,0.0355341,0.0506874,0.343355,-0.105939,-0.0564106,0.111109
28,54.8019,0.0980374,-0.0282827,-0.160551,-0.0183097,0.194788,-0.00926095,0.327546,0.163017,0.0939104,-0.0129344,0.0285981,-0.10363,-0.0484828,0.0040752,0.0420995,0.0963341,-0.0544137,-0.0158815,-0.115527,-0.101357,-0.0345721,0.0244855,-0.0843849,-0.0230146,0.0245677,0.255222,0.085409,0.11471,-0.0259547,-0.071691,0.170535,-0.266575,0.0700583,-0.118536,-0.100333,0.100648,-0.031997,0.0358392,-0.206993,0.0207723,0.0226061,0.161764,-0.122678,-0.222713,-0.00799455,-0.115254,-0.00696203,-0.00813037,-0.0713101,0.0786894,0.0109331,0.00187696,0.209507,0.117304,0.138253,0.0569494,0.0450565,0.0596451,-0.0961213,0.0701437,0.137166,0.0698866,-0.00254999,-0.0535579,0.122781,-0.001242,-0.13661,-0.0821549,-0.117971,-0.116208,-0.0438254,0.148426,-0.120051,0.103563,-0.086983,0.0997084,0.254913,0.0234922,0.0383139,-0.0205672
29,53.078,0.22916,-0.2183,0.116312,0.0377081,0.159349,-0.0328938,-0.0861279,-0.0134294,-0.0711004,0.0224831,0.0760298,-0.0211898,-0.0743599,0.0464679,0.00804486,-0.258062,-0.0224621,-0.00874639,-0.0353302,-0.110972,0.00688207,0.0427243,0.0111589,0.119368,0.0925952,0.142093,0.21774,-0.105329,-0.0768823,0.0172361,0.273375,0.0681177,0.322418,-0.118887,-0.0261652,-0.310003,0.00220101,0.0121025,0.0128195,0.0988889,0.0296047,-0.1002,-0.0247986,-0.0544811,-0.103381,0.0770445,0.0486433,-0.0928219,0.269141,-0.0323767,0.0802575,-0.0332263,0.102,-0.0737749,-0.126004,0.0349605,-0.0186048,-0.127409,-0.124587,-0.0268406,-0.0744155,0.0531329,0.0971494,-0.0905445,0.0544307,-0.0374382,0.159998,0.126745,0.0404445,0.0377935,0.0992127,-0.0781777,0.0474065,0.0164024,0.0978473,-0.148034,0.118586,-0.0780495,-0.0126917,0.0468154
30,-51.9592,-0.157848,-0.142716,0.0195069,0.0647737,-0.117718,-0.0582395,0.0430507,0.206185,-0.0718171,-0.0218171,-0.0729653,-0.0936665,0.214684,-0.0611631,-0.0389166,-0.15081,-0.112839,-0.0516284,0.0786473,-0.0360674,-0.0360732,0.137308,0.0966939,-0.152326,-0.335263,-0.0763659,-0.0336428,0.0542154,-0.103544,0.104665,0.0335061,-0.0164835,-0.136979,-0.0275819,-0.0259885,0.0649489,0.00211675,0.0107926,-0.165061,0.0258474,0.106267,-0.12705,-0.0281913,0.140913,-0.13732,0.133086,0.0892993,0.0586937,0.153581,0.0749862,0.00452633,-0.2113,0.0948792,0.0566492,0.16432,-0.0479371,-0.0496634,-0.0414186,-0.0453657,0.0312511,0.000162935,-0.0416471,0.191911,0.00872032,0.215749,0.161667,-0.111806,-0.00185698,0.106762,0.0162354,-0.0262828,0.0320484,0.287401,-0.147925,0.0740706,-0.0212199,0.141936,0.0932613,0.155371,0.0447077
31,51.0353,0.0450217,0.231135,0.105899,0.0822353,-0.00338846,0.215734,-0.130405,0.161582,-0.105759,0.0138628,-0.212679,-0.0616865,-0.134438,-0.101537,0.0595447,-0.146358,0.0328705,-0.0293615,-0.258508,0.105972,0.0335324,0.0941266,-0.0950966,-0.190309,-0.00111114,0.0843264,-0.0577368,0.0961488,0.121984,0.0537313,0.0276663,-0.0228094,-0.0741584,-0.00456763,-0.020431,-0.263019,0.045392,-0.138128,-0.183234,0.153697,-0.0936379,0.0610745,-0.0688057,0.0274841,0.0523462,0.133746,-0.144908,0.0687666,0.0182644,0.143221,-0.200405,0.0789221,0.0568889,0.0260373,0.0802543,-0.0400555,-0.00627003,-0.00574457,0.144737,-0.0140975,-0.0180267,-0.0071774,0.0836624,-0.0727273,-0.0343546,-0.0382476,0.160011,0.0245818,-0.0476726,0.266626,-0.248536,-0.0100547,-0.000206361,-0.00117697,-0.179607,0.0515235,0.00306415,-0.136521,0.00705612,-0.0240723
32,-50.6757,0.14474,0.00508343,-0.0468927,0.0669888,0.119424,-0.201299,-0.032201,-0.0443649,0.167599,0.0313832,-0.0259401,-0.186335,-0.0484728,-0.0143734,-0.231212,0.140144,-0.0750365,0.0419581,-0.173681,-0.0678125,0.00953243,0.00596459,0.0513333,0.146761,-0.0740909,0.0480129,0.0742582,-0.208379,0.0825667,0.0153344,0.0419841,-0.0219042,-0.107661,0.000776488,0.130006,-0.0309396,0.106053,0.0319436,-0.000480229,-0.00362601,-0.30561,-0.269236,-0.0661981,0.0449713,0.0179143,0.00685125,-0.171407,0.0985649,0.0140859,0.0774232,-0.146057,0.147597,-0.023283,0.00915692,0.0478797,-0.0759451,-0.191602,0.106342,-0.162943,0.165182,0.101624,0.0211713,0.0687193,0.11401,0.109768,0.0329912,-0.101369,-0.132252,0.133435,-0.0628794,-0.0338164,-0.0585174,0.113428,-0.0185915,0.0129023,0.0634719,-0.201723,-0.157855,-0.0760603,0.209952
33,48.7579,-0.075454,0.0184965,0.0330096,0.112071,0.0628171,0.00363818,0.0810378,0.0555062,-0.0166043,0.0267899,-0.00579635,0.165808,0.10045,0.0945749,0.00578371,0.192817,0.0580062,-0.202286,-0.0793921,0.11257,-0.129156,0.190906,-0.00503889,0.178124,-0.0785667,-0.009188,-0.0209028,-0.101867,-0.0795032,-0.287072,-0.124993,0.10454,-0.00701927,0.05779,-0.0749869,-0.113634,0.104657,0.0616402,0.00658939,-0.0262783,-0.125973,0.0327439,0.0546279,-0.0328023,-0.204206,0.165465,0.0864278,-0.153393,0.0135678,0.271857,0.254847,0.12575,-0.0369632,0.0773274,0.128194,-0.211841,-0.118042,-0.0133492,0.00450866,-0.00569316,-0.0288186,-0.0104448,-0.00693268,-0.0914956,-0.0244464,-0.168259,0.00801512,-0.0108812,0.032875,0.0886478,0.103229,-0.00830632,-0.241388,-0.172969,-0.00524031,0.0535594,0.0733208,-0.0777553,0.206053,0.0470031
34,45.8839,-0.129536,0.00609202,0.0485379,0.0689318,0.238375,-0.0440511,0.0309952,-0.00781949,0.0903157,-0.0388482,-0.0297792,0.123299,-0.110757,0.0272177,0.0211319,-0.0644393,-0.149751,0.126449,0.0315959,0.0977111,-0.0583242,0.0213087,-0.0381464,0.220987,-0.0057008,-0.140085,-0.0654656,-0.0171935,-0.174183,0.010265,-0.0964386,-0.0585641,0.0793937,0.199794,0.0444422,0.0402749,-0.14611,-0.0775126,-0.186617,0.046826,-0.0787869,-0.141923,-0.0240252,0.16096,-0.151389,-0.0460553,-0.214954,-0.0298602,0.00194285,0.000104266,-0.359909,0.0187872,0.122895,-0.0201842,0.0392169,0.0583502,0.0455241,0.152574,0.0758113,-0.275929,0.111366,0.0317474,0.0394043,0.0826308,-0.0937232,-0.0958622,-0.00586092,-0.00391724,-0.040712,0.0210704,0.212617,0.030361,-0.0282296,0.0887084,0.031296,-0.231971,0.140095,0.0635016,0.14689,-0.0944927
35,-44.8798,0.00014138,0.222382,0.0737331,0.0249363,0.0740607,0.191722,-0.117184,-0.142597,0.17263,-0.159305,0.146819,-0.295314,0.0113066,-0.0650082,0.0460972,-0.0891196,0.0890778,0.0465962,0.0668909,0.0408389,-0.0150062,0.0929315,0.0747377,-0.0553138,0.00608824,-0.0208417,0.0447315,-0.118343,-0.0500103,-0.181185,0.0290519,0.042337,-0.0369102,-0.000200066,0.0377343,0.0555814,-0.164506,0.160961,-0.000394458,-0.0175969,-0.0133149,-0.0481225,-0.0130922,-0.0140965,-0.140608,-0.0273751,1.24575e-05,0.0918265,-0.166594,-0.00313082,0.201894,-0.0099382,-0.147442,-0.0710552,-0.0557295,0.235208,0.199344,-0.0132041,0.0224786,0.0928539,0.168874,-0.135663,0.191185,-0.102162,0.0888861,0.0155087,0.0539031,-0.151381,-0.0387891,0.179641,0.0661239,0.0223544,0.0721126,0.181094,0.00474695,0.004621,0.0390459,-0.100284,0.287584,0.0944331
36,-44.6733,-0.070937,-0.1206,-0.072839,-0.250682,0.0475527,0.0687704,0.209993,0.147603,-0.0889434,-0.0357599,0.0496272,0.0880967,-0.258413,-0.00744029,0.0873659,0.0118941,-0.0506553,0.0559952,-0.123596,0.117668,-0.0319688,0.0611141,-0.0755208,-0.0250422,0.0124737,-0.0487585,0.117173,-0.169343,0.0770811,-0.0166485,0.268932,0.182193,-0.00594455,0.236016,-0.082902,-0.043864,0.0625239,-0.0763305,-0.00504329,-0.1554,-0.0237174,0.0311529,0.232556,0.135673,0.00105016,-0.0523219,-0.129644,-0.115431,0.0110678,-0.160027,0.0594897,0.121201,-0.0852844,0.102938,-0.0179918,0.0738375,0.136708,0.0960155,0.0962213,0.0505923,-0.0721772,-0.0748128,0.00523891,0.0598708,0.134245,0.0895323,0.0255686,-0.0241463,0.0192175,-0.119741,-0.206798,0.0975021,0.12051,-0.117485,0.154813,0.0620238,-0.088263,-0.0490863,0.233655,-0.0227452
37,44.4903,-0.0693877,-0.0389842,-0.000347783,0.085559,0.14829,-0.0904244,-0.0857391,0.0646028,-0.0940668,-0.0244074,-0.030602,0.0143232,0.070462,-0.157154,0.0543563,-0.128873,0.123186,-0.0341395,0.164744,-0.00906384,-0.0447314,0.28421,0.0217909,-0.201768,0.23526,-0.0814811,-0.103464,0.0321248,-0.0087001,-0.0327799,-0.0212782,-0.0818739,-0.0824555,0.145019,0.0361831,0.0629884,0.0174172,0.0993626,-0.171316,-0.0402594,0.0721847,0.0100821,-0.119281,-0.219755,-0.00879734,0.0760698,-0.214384,-0.225103,0.075228,0.00708651,0.087429,0.0411554,-0.0915819,0.111596,-0.140378,0.082881,-0.176285,0.057424,0.00924103,0.0834497,-0.0616146,0.103175,-0.0731469,0.25585,0.172711,-0.219983,0.0980533,0.00446325,0.0487985,-0.131735,0.113736,0.0486725,0.113638,0.128597,0.0302476,0.0954333,-0.112682,-0.107207,-0.0993689,-0.0716683
38,-44.3563,-0.0901898,0.217892,0.0817065,-0.0391434,0.22453,0.0250095,0.149828,0.166272,0.178895,-0.089428,0.0718736,0.108602,0.121117,0.0241832,-0.0147063,-0.0899772,-0.163784,-0.232888,0.116928,0.051333,0.0794213,0.187591,-0.07212,0.1775,0.0311762,-0.126437,0.0324982,-0.12698,0.0510784,0.143087,-0.00294273,-0.148836,-0.0568284,-0.0626187,-0.0910631,-0.170579,-0.0220294,-0.103009,-0.0343511,-0.177526,0.0697407,-0.0985596,-0.184059,0.0437488,-0.0163896,0.112989,0.0151618,0.0612476,-0.0930158,-0.388688,0.0925751,-0.118028,-0.0578663,0.0507884,0.0185039,-0.117458,-0.0609619,-0.133739,-0.031053,0.0824566,0.00201563,-0.00261859,-0.100936,-0.0900311,-0.0765409,0.0932769,0.00334531,0.0214335,-0.0959305,-0.0194632,-0.127853,-0.0801754,-0.0465111,0.0924739,-0.106078,-0.0557642,-0.111969,-0.0203399,-0.0737738,0.0549629
39,43.4859,0.103244,-0.147667,0.0921673,-0.0332537,0.0180755,0.0594492,0.0277253,0.130753,0.144992,-0.0809115,-0.0816606,-0.0847661,0.134775,-0.0833634,-0.00702281,0.0319612,0.150116,0.000319241,0.0326328,0.0118784,0.0478726,0.011928,-0.137996,-0.0976055,-0.0333741,0.00846761,-0.0983823,-0.014969,-0.00879049,0.118895,-0.0150495,0.124647,-0.0238063,0.0851845,-0.316485,-0.0487624,0.00825994,0.0513809,0.279485,0.166511,-0.0631262,-0.0351567,0.078946,0.0998909,-0.129678,-0.144069,-0.149869,-0.166479,0.00967921,-0.0350694,0.077509,-0.105099,0.0983484,-0.131971,0.11148,0.0209392,-0.0810379,0.0756945,-0.15737,0.0201686,0.0608331,-0.131568,0.0386486,0.0953083,-0.350118,-0.049967,0.0912904,-0.0710431,-0.0325143,-0.213566,0.0223637,0.0607358,0.125281,0.0344066,-0.306265,0.0457771,0.0960489,-0.0770834,0.00186198,0.00716604
40,-41.0453,0.192816,-0.00504403,0.0703844,0.144362,-0.136748,0.102271,0.153758,-0.00564868,-0.0247976,0.0845126,0.0592648,0.141417,0.135239,-0.124162,0.114888,-0.17176,-0.0231131,0.155748,0.00343084,0.0140468,-0.0109713,0.200705,0.287194,0.157912,-0.129213,-0.0599455,-0.0351624,-0.155606,0.17089,-0.0100724,0.145691,-0.0915431,-0.121373,0.0340751,-0.0991642,-0.0357568,0.0252865,0.0392738,0.0557105,0.10355,0.004949,0.0264836,-0.110805,0.0672161,0.0675807,-0.185748,0.179093,0.235418,0.0435823,-0.0141579,-0.0058373,0.198372,-0.0130105,0.0651317,-0.0109174,-0.0137676,0.069799,0.214913,0.0292577,0.0328166,0.0713917,-0.0189807,-0.0288134,-0.0070921,-0.0396434,-0.324534,0.100391,0.0654176,-0.102425,-0.0500026,0.0276285,0.133107,0.0479416,-0.0295215,0.032496,0.0280322,-0.0247031,0.201677,-0.0716691,0.0472631
41,36.6285,0.0229023,0.0356978,-0.0608192,0.0815796,-0.0901736,-0.0275028,0.144017,0.0616,0.145737,-0.236471,-0.156349,0.0618471,-0.241686,0.109995,0.135612,-0.0556291,0.173539,0.00811907,-0.0375728,-0.033027,-0.038207,-0.154978,-0.0357978,0.00376956,-0.129912,-0.184585,-0.106967,-0.22005,-0.0762936,0.000865792,0.0929553,0.194208,-0.106166,-0.0892772,0.170033,0.0596844,0.121355,-0.0890129,0.0106783,0.181013,0.0875248,0.0647346,-0.200145,-0.1832,-0.0247227,0.0568518,-0.0268412,0.075031,-0.0273472,-0.183846,-0.0051495,-0.0417067,0.0321438,-0.0503085,0.19436,0.0827288,0.0729849,-0.101946,-0.0995127,-0.0477858,-0.181893,0.0701261,-0.115279,-0.0770158,0.0327656,-0.246896,-0.0751745,-0.0988342,0.132729,0.0126962,0.120288,-0.128795,0.0932386,-0.021732,0.0272554,0.0945911,0.0548711,-0.106373,-0.00452088,-0.05024
42,-36.6238,-0.184519,0.0994852,-0.095718,0.0837094,-0.0462555,-0.0634837,-0.0606421,0.00287244,-0.00221755,-0.0218295,0.00813565,-0.000553151,0.0332888,0.00105347,0.0246309,0.173106,0.171308,-0.0144701,-0.0291377,-0.0226709,-0.149638,-0.0952878,0.231299,0.0754567,-0.0867971,-0.11507,0.00812312,0.0242319,0.00926022,-0.0324019,0.148017,0.180039,0.205122,-0.252381,-0.203651,-0.114714,-0.0800479,0.0165632,-0.270725,-0.0567848,0.138273,-0.0633758,0.107317,0.134072,0.113791,-0.142455,-0.0161646,0.0325298,-0.0164425,-0.0208539,-0.0445958,0.0483288,-0.0514486,-0.0811326,0.0819425,-0.126879,0.0112482,-0.139129,-0.187006,-0.103239,0.0103134,0.0612364,0.0531933,0.254295,0.12886,-0.0500467,0.0539171,0.132589,-0.170387,-0.0159702,-0.000486122,0.113358,0.00870857,0.150635,-0.192244,0.0667936,-0.158121,-0.124861,0.0544902,-0.0743048
43,38.3014,-0.159767,-0.000395111,0.0298555,0.196756,-0.250912,-0.197518,-0.0120066,-0.0455211,0.227633,0.00118818,-0.0484515,0.00572822,0.000504646,0.158077,0.0969499,0.104994,-0.133695,-0.20315,-0.0116646,-0.208758,0.161332,0.0449324,-0.0351682,-0.148853,-0.029927,0.196269,-0.182563,-0.0476669,0.0347537,-0.0497684,0.0534405,-0.0527017,0.05288,0.0465057,-0.0610623,-0.0263853,-0.0584297,-0.139043,0.0350274,-0.020292,0.00169331,0.0899886,-0.101496,0.103604,0.0433638,0.0022198,-0.146956,-0.061812,-0.177487,-0.0752134,0.0835833,0.0942825,0.249289,-0.0994603,-0.157331,-0.0566416,0.0640826,0.179616,0.00140909,-0.0071018,-0.176586,-0.0991102,0.0907282,-0.0246153,0.0679491,-0.00690265,0.178524,0.103834,-0.0468388,0.0395986,0.0677887,0.145499,0.0173119,0.0427347,0.20419,-0.0794951,-0.0436232,-0.0726136,0.0434501,0.163964
44,-38.1647,-0.119832,-0.0866587,-0.0885772,0.0420125,-0.160186,-0.159083,-0.0951217,0.0652727,-0.0744636,-0.220517,0.168144,0.065256,0.0692144,-0.242872,-0.171608,0.139197,0.0647015,0.0359322,0.0200452,0.151838,0.0428959,-0.0788449,-0.0902414,-0.225409,0.10484,-0.0418239,-0.0814041,-0.0849255,0.0252086,-0.0949353,0.124057,-0.184473,0.249307,0.0179182,-0.0956969,-0.0724147,0.0544314,0.119046,0.00690422,-0.0188427,-0.127459,-0.158371,-0.0132182,0.034248,-0.00837644,0.0623353,0.0924602,0.10087,-0.0705846,-0.124669,-0.0920236,-0.0352337,-0.0650273,0.114669,0.156681,0.240202,-0.0823282,0.149017,-0.0719302,0.0231703,-0.111063,0.243439,0.0489164,-0.228675,-0.0969657,-0.136398,-0.0412438,0.0488014,-0.0198128,0.0905887,-0.0788606,0.00796947,-0.0779653,-0.0585354,0.0143208,-0.111657,-0.00238885,0.0124907,0.0570351,0.0134005
45,-37.1876,-0.0189843,-0.248037,0.14704,-0.134596,0.108062,-0.00307969,0.0784819,-0.0179606,0.127587,-0.10245,0.155097,-0.155659,0.115579,0.130772,0.0891305,0.0561016,-0.106347,-0.0941597,-0.0389642,-0.0868353,-0.146351,-0.220519,0.0194734,-0.0424666,-0.120819,0.0883552,-0.182103,-0.0637087,0.114842,0.112059,-0.05197,-0.0380261,0.0270705,0.060466,0.089589,0.0463028,-0.0125662,0.0385834,-0.0728062,-0.0520534,-0.0176447,0.0742873,-0.173942,0.090433,-0.0417835,0.0897131,0.0108942,0.0105564,0.296678,0.114921,0.0516184,-0.0218087,-0.179402,0.212909,-0.173944,0.0100711,0.198631,0.114882,-0.0769048,-0.107839,-0.0689095,0.0728258,-0.0140195,0.0560446,-0.1156,-0.0975122,0.0198699,-0.0807453,-0.199678,0.208272,-0.0902521,-0.0385313,0.0237415,-0.0546317,-0.119042,0.0531097,-0.143733,-0.103549,-0.012991,-0.153415
