Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52
20,-40.9739,-0.0852387,-0.00849302,0.107717,-0.0370438,-0.0197435,-0.0308271,-0.151058,-0.051644,0.0972581,-0.0258509,0.101307,0.0638931,-0.051827,0.026194,0.0999583,0.0362954,0.00776967,-0.344664,-0.0306539,-0.00610154,0.301543,-0.0647166,-0.124898,0.0260963,0.0790712,-0.0619733,0.196526,0.0801154,-0.0895727,-0.165023,0.0782054,0.358483,0.153758,0.0724379,0.136205,0.123433,0.102496,-0.0746467,0.149192,-0.0798716,-0.0456544,-0.0798702,0.0978733,-0.387506,-0.102193,-0.00242968,0.00232406,-0.0888643,-0.370147,0.0722904,0.0360663,0.0598704,0.128054
21,38.9346,-0.0293014,0.138499,-0.112808,-0.0258313,-0.158344,-0.0580582,-0.00846746,0.0633168,-0.0647002,-0.0134858,0.248533,-0.229952,-0.257958,-0.281713,-0.0386242,-0.120805,-0.0140313,0.0454705,0.193003,-0.124635,-0.120571,-0.0233593,-0.0856662,0.0985035,0.014898,0.328666,-0.188862,-0.0378517,-0.0308049,-0.0545525,0.190469,-0.00227057,0.0523319,-0.198634,0.0369088,-0.0107331,0.0565193,0.040841,0.0847461,-0.0734526,-0.00207776,0.290199,0.0303819,-0.124344,-0.246985,-0.301817,0.0403348,-0.105802,0.0250503,0.135881,0.0335622,0.154659,-0.0976858
22,-38.2651,-0.0915783,-0.0936964,0.0722833,-0.0228007,0.11553,0.038132,-0.0596814,-0.159595,0.0145316,-0.0311123,0.170657,-0.095051,0.0734091,-0.227828,0.187646,0.259249,0.0818164,0.258977,-0.0974303,0.037895,0.215963,0.0958693,-0.00425592,-0.100567,0.268575,0.0666341,-0.123734,0.161802,0.159193,0.0667363,-0.131876,0.0416669,0.0768817,-0.27125,-0.36121,0.0430689,0.142589,0.107517,0.190681,-0.106874,0.131287,-0.13596,0.0407822,-0.0432321,0.0449584,0.0584169,0.198578,0.15003,0.0795868,0.0408868,-0.0682821,0.0525061,0.0549455
23,-36.5869,0.0087538,0.210419,-0.018941,0.0704138,-0.120811,0.0266509,-0.125959,-0.245341,-0.017702,-0.174471,0.00825178,-0.0271255,0.113693,0.00205351,-0.16932,-0.0133888,0.223791,0.201733,-0.12909,-0.131261,0.0578121,-0.0321878,0.157081,-0.165909,-0.172235,0.0933602,-0.0875558,-0.0412141,-0.141315,-0.0660055,0.0353396,0.102313,-0.0100169,0.0156241,0.0539306,0.249702,0.0132635,0.131443,-0.17425,-0.242079,-0.0508805,-0.0474345,-0.289845,-0.0203245,0.0708264,-0.120023,0.0802928,0.050444,-0.0770975,-0.224367,0.379249,-0.0678997,0.161764
24,36.0627,-0.106525,-0.0205115,0.0997745,-0.0877214,-0.145747,0.0199028,0.0260739,-0.207077,0.0545528,0.0798677,-0.0315488,-0.145126,0.129734,0.277741,0.105591,0.0212559,-0.274501,-0.174448,0.10221,0.0775459,0.0897407,0.0454241,-0.0263161,-0.215515,0.0753701,0.150322,0.064138,0.034753,-0.0920956,0.146306,0.260671,-0.158305,0.168932,-0.0833664,-0.330782,0.0746899,-0.147792,0.113026,-0.214416,0.021353,-0.309831,0.121567,-0.186777,0.0196127,-0.0380081,0.0816243,-0.0791012,-0.0676487,0.022552,0.136833,0.0167055,0.122439,0.0372317
25,-35.5271,-0.0641327,0.0521766,-0.0577699,0.111953,0.269881,0.0485518,-0.0922067,-0.377332,-0.0396214,0.163542,-0.146228,0.0928709,0.0436419,0.0844947,-0.233429,0.063193,-0.000882084,-0.109651,0.109784,0.0145551,-0.0752816,0.156691,-0.0905909,0.362799,-0.110318,0.0373048,-0.0524182,-0.256581,0.000723676,-0.0453174,-0.0369201,-0.155669,0.180619,-0.0535002,-0.152325,-0.037929,-0.033675,-0.0551717,0.264819,-0.130553,0.105455,0.0359145,0.00942465,-0.195229,0.0327695,0.0697039,-0.0623124,-0.18706,0.163551,-0.116552,0.0899425,0.0892161,0.134006
26,34.3004,-0.00805097,-0.102285,0.0265755,-0.246696,0.0996134,0.12533,-0.143386,-0.161092,0.0464664,0.194515,0.13959,-0.0483621,-0.443165,-0.0359721,0.200852,0.00581166,-0.000838006,0.0530397,0.124733,0.116038,0.0385602,0.171894,0.0281813,-0.0976163,-0.239889,0.0285382,-0.00918904,0.139898,-0.196566,-0.0316673,-0.215082,-0.11062,0.0304596,0.16993,0.0161237,-0.0368066,-0.0353367,0.0472227,0.0382823,0.0616001,-0.0724025,-0.139569,0.0421283,0.191473,-0.215883,0.100986,0.0877296,-0.169227,-0.0475572,-0.149516,0.235617,-0.132147,-0.111736
27,-30.595,-0.0838547,0.0116557,-0.0195369,0.199093,0.12539,-0.0336211,0.155385,-0.00898539,-0.0494394,0.15924,0.0209402,-0.0665647,-0.184025,-0.168656,-0.118427,-0.121452,-0.0871535,-0.0209069,0.0233043,0.0153239,-0.0527535,0.0481756,-0.140607,-0.108342,-0.0803069,0.0138952,0.0695393,0.0621115,0.310637,0.109499,-0.15914,0.0191136,-0.0570949,-0.0431448,0.0129502,0.137663,0.187415,-0.0531785,0.164426,0.0932812,-0.369141,0.276949,-0.278241,-0.0112869,0.170673,0.160496,0.0326169,0.0981161,-0.273818,-0.172118,-0.0697345,-0.118911,0.124173
28,-30.2284,-0.131695,0.0312507,-0.109012,0.0827642,-0.129197,0.100672,0.257359,0.0815152,0.229315,-0.240089,0.0315634,-0.0246617,0.0383357,-0.152632,-0.041934,0.101533,0.0432426,-0.102118,0.00650279,-0.0534511,0.1106,0.0497696,-0.0590241,0.0596783,-0.348213,0.299001,0.0179791,0.0912527,-0.138448,-0.0123353,-0.113057,-0.15954,-0.0792805,0.0510179,-0.105176,0.103775,-0.0512371,0.104294,0.197489,0.0874287,-0.149856,-0.295382,0.147186,-0.0741845,0.137009,-0.0233678,-0.361375,0.114336,0.0361467,0.0603984,-0.0683823,-0.019805,0.00418686
29,-28.3824,-0.220197,0.0784282,-0.0587073,0.124644,0.252762,0.10609,-0.00647966,0.292785,0.350433,-0.02884,0.027883,-0.0639689,0.103422,0.0468174,-0.0175323,0.0271882,0.176369,-0.0553053,-0.0238917,-0.0770879,-0.178168,0.0991568,0.0179947,-0.151944,0.17129,0.102269,0.118197,0.136068,0.0246389,-0.13524,-0.197283,-0.0239826,0.265275,0.14165,0.00961843,0.0135302,-0.0880172,0.0185167,-0.000385583,0.0933413,0.116742,0.116018,-0.168172,0.11325,0.158753,-0.108739,0.109855,-0.318793,0.000781736,0.125007,0.135925,0.15985,-0.0245476
30,28.348,0.0793593,0.293967,0.0543998,-0.137855,-0.11599,0.0171701,0.174939,0.110694,-0.24147,0.0489764,-0.281355,0.21403,-0.0364859,0.0436704,-0.00505703,0.0542725,0.172211,-0.0545428,0.0944338,-0.0423657,0.229625,-0.00592535,0.0212925,-0.0591552,0.00990335,-0.0476968,-0.100119,0.205984,-0.0315151,0.0459074,-0.0918266,-0.0141232,0.329281,-0.0414563,-0.0624625,0.0733621,0.339169,0.0777,0.0396966,0.0635384,0.0806608,0.276256,0.17325,0.124909,0.0358229,0.0674627,-0.213631,-0.00702119,0.0376936,-0.0168765,0.178182,0.0277968,-0.0995467
31,-27.5515,-0.20844,0.0582243,0.10721,-0.102121,-0.0795529,0.24871,0.17237,0.179117,-0.327532,0.247819,-0.0788389,0.0542273,0.115748,-0.0665577,-0.0526709,-0.148152,0.131501,0.0432445,0.08533,0.153338,-0.208649,0.1205,-0.13768,0.0291677,0.102339,-0.128849,0.0166502,0.146242,-0.0829476,0.0687259,-0.0271774,0.0387852,-0.127724,-0.142895,-0.0963537,0.0893948,-0.172232,-0.158484,0.047882,-0.224038,-0.0745947,-0.327701,-0.0509862,0.0310772,-0.0525054,-0.192757,-0.053071,-0.0552718,-0.183165,0.0375588,0.0892784,0.138322,0.06942
32,25.2182,0.0448857,0.0900489,0.168711,0.316439,-0.00663528,-0.0327037,0.126584,-0.106668,0.129452,0.205572,0.036606,-0.0983976,-0.0782555,0.0619769,0.182058,-0.00840123,0.285303,-0.2155,0.061025,-0.128008,0.0460552,0.0975763,-0.110235,-0.0701745,-0.116538,-0.0132695,0.181597,0.0690149,0.167315,-0.226387,0.170014,-0.0388933,-0.24353,-0.369561,-0.0123565,-0.122934,-0.0528422,-0.0206283,-0.158953,-2.59111e-05,0.265313,-0.0125045,0.00921069,0.0845745,-0.0427586,0.0994234,-0.105406,0.0767775,0.00572979,-0.0308391,0.157162,-0.0570778,-0.0814821
33,22.631,-0.22076,0.187299,0.031508,0.111044,0.167393,-0.0958029,-0.112176,0.0631569,0.0706473,-0.0503121,0.0513115,0.232374,0.00412143,0.20847,-0.134376,0.0811343,-0.0117894,0.09145,0.0241119,0.138127,-0.172812,0.243577,0.0994165,0.0614021,0.152404,0.197055,-0.0108215,0.149928,-0.274557,0.0706063,0.145921,-0.199955,-0.0262323,-0.19171,0.097429,0.0695825,0.109387,-0.0130408,-0.106343,0.169377,0.0115307,0.0184822,0.194703,-0.0870751,-0.134691,0.0197782,0.122237,0.224744,-0.243916,-0.111184,-0.104256,-0.207056,-0.00761544
34,-21.5169,0.0824811,0.0242248,0.0656939,-0.0457809,-0.154205,-0.317017,-0.0244619,0.122165,0.15785,-0.0489327,-0.0541785,0.194861,-0.0286982,-0.137366,-0.143777,0.00824581,-0.301368,0.186863,0.236674,-0.285877,-0.212768,0.157393,0.0521377,0.0467668,0.0370801,-0.163676,0.253631,0.190908,0.0505112,-0.225912,-0.00172997,0.137027,-0.00552053,0.00605162,-0.290741,-0.00933454,-0.0179689,0.128161,-0.000296633,-0.064515,-0.0622497,-0.100298,0.0227787,-0.0600797,-0.0797871,0.120116,-0.0190481,-0.0339443,0.066133,-0.17604,0.1029,0.0765055,0.0154584
35,19.9887,-0.17511,-0.0803546,0.0349609,-0.158326,0.10483,-0.0415804,-0.0591419,-0.170956,0.104719,0.0790773,-0.221734,-0.281234,0.072774,0.130325,0.0364842,-0.173854,-0.00638748,0.0478274,0.0573907,-0.0636919,-0.0785613,0.152731,0.153578,0.107983,0.106439,-0.0451424,-0.359188,0.0999105,0.269973,-0.30488,-0.0220658,0.0523441,0.030081,0.140192,0.129237,0.00382691,0.0859224,0.156244,-0.036861,0.0394188,-0.0514759,-0.0878133,-0.00145483,-0.0178211,-0.046919,-0.108662,-0.303125,0.255238,-0.158091,0.0437315,-0.0348223,0.0533081,-0.106379
36,-19.8838,0.0394059,-0.138066,-0.0400173,-0.135367,-0.121787,-0.0257766,0.0455397,0.104916,0.105521,0.170253,-0.211284,-0.0148651,0.296843,-0.219183,0.209939,-0.0580631,0.0999481,-0.0841828,0.236091,0.00383165,0.173977,0.0256534,0.0563261,0.124382,0.049933,0.139485,0.0269203,-0.0181637,-0.0382057,0.00103657,-0.0545935,-0.166129,-0.0596413,0.122454,-0.128704,-0.0894237,0.0864095,-0.160505,-0.110143,0.178641,0.0717644,0.0637914,-0.190143,-0.295101,-0.0259573,-0.239034,0.187479,0.021927,0.00681298,-0.2506,0.055165,-0.266224,0.0424592
37,-19.2593,0.207462,0.0109533,-0.0764308,-0.0487365,0.213874,0.0567483,-0.0348834,0.00861554,-0.0780579,-0.0703388,-0.153348,0.020592,-0.283481,0.130767,-0.116062,-0.129559,-0.00801014,-0.179298,0.0205284,-0.236579,0.0359587,-0.0416549,-0.193064,-0.0945784,0.162864,0.0943284,-0.0678627,0.114907,0.0830463,-0.0118372,0.203972,-0.142907,-0.208074,0.279087,-0.298758,0.331021,-0.0540784,-0.0218677,0.0596906,-0.0365309,0.144179,-0.0989644,0.0835693,0.00564466,0.121123,-0.134376,0.199414,0.0992931,-0.00879031,0.104875,0.0234543,-0.121124,-0.031035
