Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93,Eigenvector_94,Eigenvector_95,Eigenvector_96
20,79.0331,0.00450445,0.0698458,-0.115343,-0.00807497,-0.0753231,0.00477784,0.176067,0.0127591,0.205354,-0.133544,0.21707,-0.154972,0.0573571,-0.115398,-0.0376516,-0.056224,0.212681,-0.0997964,-0.0997102,0.0411574,-0.00713794,0.0570381,0.146091,-0.0279196,0.199158,0.0295073,-0.14018,-0.027987,-0.0331106,0.115222,-0.0517223,0.0429998,-0.141019,-0.00479318,0.0136865,0.00553602,-0.00181077,0.0704356,-0.0236429,0.0685456,-0.0811767,0.184598,-0.0233708,-0.0164859,-0.0195337,0.143541,-0.0822144,0.281541,0.00600498,-0.0683615,0.204671,-0.0428322,0.0068632,-0.136884,0.00909998,-0.0042256,-0.0288711,-0.0394046,0.024947,0.155785,0.0513462,0.0471928,-0.027852,0.0038994,-0.174792,-0.205269,-0.231826,-0.0164591,-0.0704349,-0.019366,0.138916,-0.0555229,-0.0220231,-0.0831222,-0.0879319,-0.0513307,0.0893958,0.161946,-0.016191,-0.0496955,0.0126733,0.0556315,-0.0504071,0.0503819,-0.0178412,-0.127338,-0.0646766,-0.0478587,-0.187173,0.0329961,-0.0434792,0.038472,0.168722,0.0572649,0.0308707,-0.0925286,0.141805
21,-77.9976,0.147714,-0.0445019,-0.0485557,-0.0104363,0.0100696,0.0165012,-0.0916223,-0.0534071,0.0573255,-0.0121583,0.154123,-0.110232,0.0332813,-0.0020208,-0.0948792,-0.0903558,-0.0158672,-0.0355551,-0.103145,-0.0226031,-0.0471365,-0.080715,0.139882,0.0675526,-0.0282951,-0.0323672,0.0873417,0.0181527,-0.0436855,-0.110718,-0.0278348,0.114562,0.0344251,0.215977,-0.137997,-0.0359219,-0.0412632,0.0118264,0.0667316,-0.0868408,0.0983066,0.111303,0.0927039,-0.0299005,0.0482065,-0.116662,0.112948,-0.0155188,0.0833571,-0.17644,-0.142523,0.113867,-0.198925,-0.056225,0.150348,0.0883855,0.111656,0.000712115,-0.0470007,0.00955996,-0.0767134,0.0844701,0.0739755,0.176478,-0.196647,0.0625518,-0.129789,-0.255915,0.247568,0.0457101,-0.059849,-0.0125765,-0.0342823,-0.0711714,0.167518,0.212588,0.0690249,0.131537,0.132065,0.0594793,-0.0698598,0.0199348,0.18677,-0.0606245,0.0543001,0.0833354,0.075336,0.00709143,0.0784734,0.0501544,0.0880312,0.0691288,-0.0572048,-0.0553876,-0.179188,0.0467203,0.18394
22,76.5,0.0181093,-0.0599332,0.0219355,0.0838562,0.0358015,-0.0797099,-0.180065,0.058726,0.0559637,-0.111531,0.102644,0.17252,0.0355203,-0.0667429,-0.0731688,0.00584565,0.0338354,0.0581066,-0.109512,0.00602447,-0.0616504,-0.0349206,0.0651305,-0.1861,0.0878872,0.00711021,0.0418568,-0.111342,-0.00960269,0.00607811,-0.0198734,-0.102847,-0.0706414,-0.085108,0.0596563,0.0411137,-0.0649085,0.0272493,-0.0698371,-0.00299416,0.0791197,-0.0835034,-0.0318905,-0.0229406,-0.163134,-0.154969,0.0562944,-0.0846644,0.134532,-0.138825,0.125812,0.0539567,0.0614863,0.0560087,-0.0934886,0.103944,0.0720214,0.112764,-0.0313381,-0.127152,0.276725,0.0927679,-0.0574755,0.0328668,0.00813904,-0.0384241,-0.0548798,-0.0894385,-0.0346685,0.014581,0.0572404,0.0868521,-0.0497287,0.133003,-0.143351,-0.071845,0.0221898,0.0270825,-0.138471,0.0882209,-0.175039,0.0322352,0.197977,-0.304915,0.0451258,0.185127,-0.0737629,-0.115925,-0.0629085,-0.265164,-0.279742,-0.0105206,-0.0341512,0.0136779,-0.0291072,-0.0273066,-0.0299244
23,-74.6405,0.0620072,-0.135486,-0.12384,-0.0982169,-0.00501629,0.0967367,-0.0112852,0.073745,0.0381119,-0.079354,-0.00169695,0.203612,-0.0164249,-0.166474,-0.208785,0.0859132,-0.174985,-0.266299,0.115701,0.148918,0.0892078,0.0226205,0.163174,-0.00241967,0.0306937,0.106439,-0.0969789,-0.0629964,0.0965527,-0.0504785,0.017962,0.0568953,0.00686881,0.127058,-0.039309,0.0291669,-0.0462932,-0.0614578,0.167757,0.112487,0.0371616,-0.0442926,0.037704,0.139969,-0.0116821,0.0762021,0.114031,-0.0315764,0.0439252,0.0133064,0.127522,0.135377,-0.00891954,0.000959775,0.0159675,-0.125159,0.0945472,0.141027,-0.036612,-0.0192808,0.0548655,0.0688801,0.133005,0.0577544,0.0657457,-0.0465067,0.00681847,0.0265336,-0.0510731,0.233988,0.0303887,-0.00335886,-0.0282919,0.140171,0.0167415,0.00411699,0.0281473,0.0649088,-0.0501844,0.0827309,0.0363733,-0.0285008,-0.232398,0.0277878,-0.108836,-0.135433,0.00446472,-0.0806028,0.0269063,-0.118121,0.238495,-0.158337,-0.133486,-0.223023,0.0219727,-0.114242,-0.0531511
24,73.5415,-0.197395,-0.161953,0.00676536,-0.0255626,0.0548886,0.119657,-0.0145019,0.0460094,-0.0668005,0.0420032,0.128968,-0.0520015,0.159871,0.00672963,-0.17999,-0.0185033,-0.0606336,-0.169635,-0.0382587,0.0581413,0.114991,0.0774157,-0.00129023,0.147263,-0.00369582,-0.309292,-0.127432,0.104611,-0.0252343,0.0319801,0.212151,-0.0326925,0.0980472,-0.132502,0.0162383,-0.00637149,-0.0954111,0.210079,0.0334698,-0.00705447,0.214342,0.181037,0.095357,0.100445,-0.0303165,0.112827,0.0261288,-0.0183965,0.00717827,-0.16789,-0.0458623,-0.0571961,-0.149964,0.0513247,-0.217463,0.173153,0.00686583,0.0454417,0.0616828,0.061337,-0.0796856,-0.0231487,0.0700304,0.0533005,0.252771,-0.00382513,-0.0293578,0.0302889,-0.120234,-0.0175262,-0.0172838,0.0634498,0.0590055,0.0207489,-0.0364997,-0.128028,-0.0141309,-0.0457438,-0.0425122,0.0346586,0.0364763,0.0275662,0.0323181,0.0405678,0.172225,0.10514,-0.0274424,-0.0587698,-0.00471315,0.116195,-0.0504412,0.0713378,0.100253,-0.0878224,-0.0246963,0.16117,0.00765809
25,71.2332,-0.0817014,0.000972346,-0.0128646,0.00842047,0.0986242,0.109148,0.0654826,0.279399,0.188799,0.0431108,-0.100666,-0.00467486,0.0540749,0.0324448,-0.0706226,0.144414,0.0175114,0.10294,0.0558921,-0.130132,-0.0331629,-0.0427642,0.214076,0.118531,-0.0858173,0.111776,-0.0431465,-0.0621201,-0.076637,-0.0521572,-0.135904,0.000241962,-0.0181327,0.0430338,-0.0494687,-0.330689,0.0188448,0.0287821,-0.101684,-0.00799938,-0.0347219,-0.094776,0.124671,-0.119518,-0.0385416,0.178248,0.0572687,-0.0812138,-0.0894275,0.0917249,-0.00532353,0.0398467,0.111043,-0.0112189,-0.105356,0.163177,-0.0949163,-0.0272798,-0.0337449,0.0949348,-0.0631326,-0.0432309,0.0666809,0.103514,-0.0590049,0.00662381,-0.0783353,-0.109047,-0.0120443,0.049181,-0.166057,-0.0392009,0.103259,0.158434,-0.0307384,-0.0971842,-0.0855431,0.0672022,-0.116894,0.019242,0.219195,-0.150568,0.0481672,0.0385978,-0.0555254,-0.0490297,-0.118569,-0.0558567,0.138428,-0.114695,-0.117717,0.210775,-0.118697,0.0707232,-0.00246372,0.0754904,0.097557
26,71.0076,-0.0439256,-0.0184734,-0.0170958,0.0442749,0.147527,-0.156806,0.0421688,-0.0409828,-0.089344,-0.105954,-0.0461021,-0.122966,0.106245,-0.00852998,-0.21936,0.0120272,0.152475,0.00229906,-0.0140092,-0.0102579,0.0830238,0.103424,-0.0176667,-0.0733016,0.0456579,-0.117784,-0.112013,-0.10437,-0.108109,-0.117076,0.0459544,-0.0614565,-0.0609075,0.0584604,0.0633487,0.103865,0.0777538,-0.0963625,-0.0318294,0.109435,0.0716384,0.0234035,0.0253964,-0.0307536,-0.229359,-0.211299,-0.0741647,0.0128692,0.000937474,-0.108859,0.211161,0.103588,0.175109,0.123011,0.0811786,0.103021,0.00578632,-0.00233222,-0.0276061,0.070431,-0.139915,-0.136609,0.0602586,0.0446902,-0.0324461,0.103432,0.106882,0.0226065,0.117577,-0.0298607,0.01736,-0.058644,-0.113368,0.044688,0.04704,0.0775692,-0.146289,-0.12273,0.0293128,-0.0298986,0.247986,-0.199022,-0.0550246,-0.0490838,0.162582,-0.0296988,-0.101461,0.0900171,-0.11122,0.0531866,0.15794,0.0524738,-0.120873,0.141873,-0.147266,-0.178078,-0.071503
27,-70.8836,-0.00456722,-0.0862568,-0.108883,0.164836,0.0401351,0.115636,0.130076,0.0975794,-0.128171,-0.0804007,-0.15562,0.168892,0.000204046,0.145639,0.000585563,-0.110905,0.0380385,0.0174581,0.220411,0.0232358,-0.151861,0.0442279,0.116338,0.054839,0.0390273,-0.0877446,0.0357546,-0.0189209,0.0430648,0.259725,-0.175503,-0.0577652,-0.160674,0.00301227,-0.0553321,-0.0735151,0.0973055,-0.095437,0.0973473,0.121188,0.0840885,0.0197961,-0.0476762,-0.184127,0.0616593,-0.0846165,-0.160867,-0.0918525,-0.0506469,-0.210041,-0.108633,-0.0133671,-0.00619638,-0.0310349,-0.201747,0.0623048,0.165384,-0.10834,0.0284581,0.0425386,0.1226,0.0326687,0.0925159,0.0307986,0.0237181,0.0427047,0.0412875,0.0498963,0.0442251,-0.117783,-0.00901647,0.131807,0.0724232,-0.0141098,0.0360732,0.0226905,-0.0348274,0.213067,0.0868252,0.0159914,-0.0696788,0.127391,0.0445524,0.0198248,0.0687813,-0.180718,-0.00158023,0.189994,-0.128887,0.00933594,0.0495642,0.0506817,0.00653894,-0.115079,-0.0571967,-0.0832111,-0.122509
28,-68.3999,0.364704,-0.0592063,-0.0200823,-0.00463858,0.0345038,-0.136026,0.0772067,0.11536,-0.0210303,0.0928946,0.063536,-0.0481872,0.0173951,0.173364,-0.0507526,-0.04388,0.121277,-0.0345066,-0.0146999,0.0404469,0.086477,0.1139,-0.167248,0.0325348,-0.065516,-0.0760335,0.264925,-0.0831191,-0.012745,-0.104213,-0.0201595,0.00408861,0.139277,-0.175156,-0.0604116,-0.10328,-0.039627,-0.204937,-0.0744718,0.101853,-0.0816791,0.0129334,-0.0137709,-0.036353,-0.0464847,-0.104521,0.0781791,0.114675,-0.101687,-0.254873,0.042761,-0.0861856,-0.0959729,0.068281,0.0429675,0.0497762,-0.0557285,0.0464627,-0.0715673,0.196081,0.114229,0.150455,0.0603614,-0.0223123,-0.0201801,0.0564504,0.00467255,0.160159,-0.0256028,0.183562,-0.0469989,-0.0163845,0.114575,0.0173432,0.0211041,-0.29832,0.048615,0.0654349,-0.117368,-0.109682,-0.0608566,-0.0861658,-0.0336546,0.0311673,-0.0829069,-0.0138465,0.0427709,0.0155684,0.143026,0.0249862,0.0273057,-0.0573377,0.0222781,-0.0184639,0.000736276,-0.0100319,0.0461863
29,-66.9012,0.160994,-0.0601616,-0.0127647,-0.193706,0.110782,-0.113964,-0.0584584,0.0403008,-0.0640098,0.143982,-0.0963857,-0.00170703,-0.0412181,0.098688,-0.148469,-0.0972483,-0.0539849,-0.0777421,-0.0560697,0.0368923,0.0458049,-0.203653,0.0905586,-0.141146,-0.0892058,-0.0238656,-0.0361572,0.0280736,0.0856813,-0.053136,-0.182233,0.0266598,-0.0781081,0.0248667,-0.0712715,-0.0478112,-0.0799083,0.148026,-0.112634,-0.0875612,-0.13152,0.0495143,0.000794239,0.137891,-0.0589264,-0.0215754,-0.0384302,-0.04791,-0.0766397,0.0264521,0.138648,-0.22036,0.131069,0.123624,-0.00177624,0.0324465,0.0794155,-0.0199206,0.0847575,-0.0730098,0.0602802,-0.226338,0.0716445,-0.0943981,-0.0320711,0.123766,0.226448,-0.128314,-0.0308703,0.0185146,0.0420229,0.00157903,-0.13132,-0.0956452,0.0522446,0.00435563,0.138078,0.138397,-0.0671029,0.082608,0.0481241,0.0653015,-0.112097,0.0863692,0.0758678,-0.0554343,-0.0178709,0.153769,-0.124486,-0.0929957,-0.0870378,0.0483185,0.234711,-0.116199,-0.0369832,0.143756,0.17442
30,66.5191,-0.112771,0.000288321,-0.216236,-0.118111,0.0264081,0.094892,-0.0107429,0.179336,-0.220026,0.10527,0.0243094,0.0300854,-0.2257,-0.129752,0.00928144,0.00986667,0.120934,0.0771829,-0.150567,0.00591103,-0.0619413,0.0175234,0.0515123,-0.0950661,-0.00122208,0.0351748,-0.0119156,0.217279,-0.0484481,0.116096,0.118417,-0.11834,-0.0167037,0.0265096,0.0418456,-0.107003,-0.0264657,-0.00347144,-0.0960227,-0.242547,-0.157627,0.229313,-0.0519199,0.00752304,-0.00587936,-0.095979,-0.0207882,0.04674,-0.0871514,-0.118024,-0.0243068,0.225724,-0.0599134,0.193981,-0.166414,-0.127739,-0.0510858,0.0526335,0.0811367,0.0985347,0.0274059,-0.056727,0.0632301,-0.0725583,-0.0344573,-0.0631812,0.0119124,0.0924547,0.149072,-0.0683418,0.0606146,-0.0586084,-0.0586309,0.0184547,0.106878,0.0788993,0.0530273,0.110029,-0.0585608,-0.0707112,0.130433,-0.0299619,0.00962432,-0.0632407,-0.0518332,0.12824,-0.0217448,0.00295032,0.225629,-0.0442389,-0.00569953,-0.104887,-0.0484064,-0.0529662,0.122508,-0.127857,-0.0349815
31,-64.3319,-0.134199,-0.0683579,0.10583,0.00312786,-0.00624966,-0.164472,-0.137002,0.11884,0.0174148,-0.136164,-0.0255569,0.00755849,0.0379351,-0.158166,0.0377188,-0.0398801,0.224757,-0.0596922,-0.163279,-0.0464801,0.129389,-0.130287,-0.146489,-0.0465024,-0.224143,0.138481,0.000741716,-0.0508767,0.284392,0.117473,-0.0220313,-0.0102116,-0.107203,-0.0594867,-0.00466198,0.00840556,-0.219881,-0.082239,0.0247293,0.0888656,-0.199486,-0.032869,0.0567665,-0.139758,-0.0218564,0.0834208,-0.0489975,-0.122089,0.00446448,0.00110984,-0.105348,0.0437606,-0.0962661,0.0454826,-0.0350891,0.0269068,0.135268,-0.0204852,-0.0426177,0.0348531,-0.096782,0.112495,0.00989935,0.240169,-0.0925059,-0.0113243,0.0944719,0.0969108,-0.0211244,0.01754,0.0488349,0.134209,-0.0842171,0.136057,0.0331725,0.0209077,0.0760113,0.0650261,0.0525135,0.0199465,0.0967877,-0.127866,0.0427161,0.0970217,-0.0219776,0.0888727,0.0699541,-0.1144,-0.135433,0.185904,0.0793177,0.079038,0.132719,-0.0384846,0.0746324,0.0621451,-0.0941144
32,62.7859,-0.0229429,0.152387,-0.0396265,-0.196512,-0.0510768,-0.0334978,-0.0318915,-0.0570832,-0.0649456,0.0618486,0.048887,-0.109682,-0.272334,0.100882,-0.156452,-0.11305,-0.193937,-0.0246741,-0.0222596,-0.102873,0.228499,0.0303177,-0.0318688,0.0528921,-0.130903,0.037126,0.0711544,-0.201549,-0.134479,0.068246,-0.0677224,-0.0960219,-0.136843,0.100495,-0.214802,-0.0508821,0.00608836,-0.0175966,0.131807,0.0431351,0.0361386,0.105814,-0.0400535,0.0476658,0.138704,-0.0174307,-0.0295475,-0.0685358,0.0919925,-0.0271345,0.158654,0.111243,0.188477,-0.252336,-0.0690605,0.088596,-0.0522769,-0.0806415,0.0439523,-0.0396243,-0.0668903,0.000747267,-0.15883,0.0358093,0.17261,0.0297264,0.0297874,0.0957108,0.0118525,0.00486034,0.0822804,0.0472117,0.035094,-0.000872712,-0.173084,0.0163373,-0.0283225,0.179182,-0.0433638,-0.146348,-0.0382201,-0.147004,0.118203,-0.0291779,-0.0121611,0.122077,0.115697,-0.0809117,0.00156852,0.0704003,-0.0401606,0.0648082,-0.00486912,-0.0407473,0.0679325,-0.0867438,-0.0327203
33,-62.7747,0.0724819,-0.108179,0.0181911,0.0203575,-0.0401082,-0.0102823,-0.0543825,0.0513781,-0.0119845,-0.0107638,0.00109952,0.0124524,-0.223138,0.0834121,0.183476,0.138823,0.0926533,-0.0231101,-0.0311152,0.1196,0.0189785,-0.0892448,0.0560394,0.0987815,-0.00512697,0.0190184,-0.134951,0.224145,-0.184045,-0.0140563,0.103675,-0.0929042,0.0256519,0.0363624,-0.0842436,0.116132,0.00139197,0.026425,-0.0237789,0.360035,-0.0341347,-0.056337,0.0574371,0.0763899,0.110297,-0.135879,0.115089,-0.106743,0.0412649,-0.150206,-0.123044,0.0117246,0.206591,0.0342191,-0.0374482,0.159233,-0.0658069,0.0633981,-0.246162,0.00599338,-0.11893,-0.0530802,-0.0477193,0.0401485,-0.112324,0.0811782,-0.0223196,-0.0407654,-0.0453224,-0.0832596,0.0369621,-0.0192878,0.144087,-0.112249,-0.0150362,-0.0014042,0.0787306,0.0468646,0.107549,-0.0594942,0.13586,0.0951365,-0.109258,-0.0121045,-0.0114722,-0.0170762,0.0291222,-0.228507,-0.0474744,-0.199844,0.00898022,-0.0496868,0.210261,0.0343179,0.0181007,-0.00645755,-0.0452279
34,-62.5108,-0.0421105,-0.0607118,0.0983757,-0.149718,-0.0662726,0.0657373,-0.0467562,0.0349071,0.0306967,0.0134456,-0.00656222,0.0226028,0.0634214,-0.0627835,-0.00585015,-0.0398393,0.0782686,-0.0531413,0.20095,-0.0765673,0.11146,-0.13453,-0.0347921,-0.095765,-0.19398,-0.233537,-0.178373,0.0127896,-0.116353,-0.0465401,-0.0850312,-0.0698405,0.0850276,-0.0608817,-0.020275,0.0706595,0.029543,0.000659022,0.0588666,0.0559397,0.055963,-0.000655853,0.207386,-0.0661929,0.180936,-0.0452222,0.0869502,0.0599974,-0.168824,-0.0565691,0.169,0.0372074,-0.0660111,0.107368,0.000566044,-0.0141143,0.0663413,-0.0576341,-0.0780854,-0.104158,0.0302145,-0.0462627,-0.0172771,-0.0139407,-0.223734,-0.108819,-0.0812931,0.266922,0.0642678,-0.202129,-0.211026,0.0178138,-0.0957636,-0.0714118,-0.0299124,0.136184,-0.105889,0.0318156,-0.142847,0.153851,-0.230479,-0.0651684,-0.0844526,8.71398e-05,-0.196253,-0.00743495,0.0877197,0.0261968,0.00675584,-0.00939863,-0.108658,0.0272962,-0.0488042,0.0710621,0.066487,-0.0653446,0.0702163
35,61.8806,0.031018,-0.00663077,-0.00851558,-0.0265809,0.00970329,0.0773307,-0.0945076,-0.0524537,-0.0336206,-0.0194561,-0.0393533,-0.088121,0.0944906,-0.0923871,0.153429,-0.106471,-0.0829271,-0.0927742,0.126552,0.0101448,0.0990249,0.0537493,0.0357947,-0.128297,-0.0529851,-0.114109,-0.0726422,-0.038558,0.143366,0.0752464,0.0186005,-0.0983599,-0.0131124,-0.0479941,0.00347131,-0.207291,0.0796612,-0.0728242,-0.00804703,0.0541797,-0.0265548,-0.13015,-0.0181667,0.0059491,0.0657003,0.086595,-0.00215379,0.237264,0.0556018,0.0300479,-0.071103,0.0694749,-0.0674879,0.142512,0.0302037,0.014164,0.108093,0.101218,-0.302487,0.0368983,-0.0869092,-0.226657,0.067224,-0.178568,-0.0574037,-0.0462328,0.012862,-0.135647,-0.0489568,0.131456,0.310163,0.0371673,0.0822997,-0.116022,-0.0969881,0.0488388,-0.159233,0.166655,-0.012656,-0.160456,-0.0446387,-0.15239,0.190573,-0.0662234,0.0867984,0.0629556,-0.0229981,0.0731226,0.0319447,-0.108846,0.0792887,-0.0154521,-0.041965,0.0769587,0.0365538,0.183069,-0.0517809
36,-61.0949,0.0711127,0.057026,0.0914118,-0.131635,0.0682326,0.057466,0.054981,0.114584,-0.0576457,-0.0733881,0.0521238,0.253564,0.00891688,-0.0665208,0.0105269,-0.0683228,0.0730378,0.0975963,-0.0110295,0.130275,0.00109277,-0.0230727,0.261544,-0.168252,-0.137428,0.0382642,-0.0509648,0.173039,0.00907055,-0.0705988,0.0625205,0.136265,-0.0817199,-0.127623,-0.0336282,0.106155,-0.0140104,-0.0327286,0.0498338,0.083255,0.12657,-0.0345096,-0.0820335,0.0128597,0.12108,-0.0340576,-0.0958338,-0.0240628,0.0805576,0.00437218,0.00525424,-0.00676331,-0.0683391,-0.171379,0.288453,0.0538717,-0.0761619,-0.14979,0.0565092,0.341366,0.083805,-0.138801,-0.117148,-0.0791909,0.0788179,-0.0304805,-0.0569991,0.0352127,-0.0352949,1.71988e-05,-5.99426e-06,0.134549,0.00359419,0.0364886,0.0868789,-0.0110953,-0.0654487,-0.0760975,-0.0676014,-0.0264504,0.100986,-0.0728051,0.0508707,0.19336,-0.00724807,0.228959,0.119467,0.0780354,0.0019603,-0.0653839,-0.0836415,-0.00295785,-0.0551265,-0.00875405,-0.155841,0.0633448,-0.0647876
37,60.1224,-0.166546,0.110786,0.0294719,-0.053659,0.0449402,-0.090131,-0.179869,-0.0531005,0.0459713,-0.030672,0.0735513,0.122431,-0.0544961,0.174616,-0.0210568,0.014077,-0.0125217,0.129123,0.154035,0.0821823,-0.0135927,-0.0204143,0.0248562,0.0638077,0.148043,-0.24807,-0.00411721,-0.0550119,-0.00649924,-0.0744827,0.0177131,0.00463269,-0.168158,-0.176324,-0.00241454,0.0256031,-0.0196603,-0.153269,-0.150221,0.140818,-0.0386589,0.23385,-0.0201826,0.165624,0.107469,0.067132,0.116103,-0.0612468,-0.146649,0.186241,-0.119079,-0.105307,-0.0295233,-0.105092,0.00339971,-0.0481652,0.0649279,0.0995366,-0.0279046,0.0744493,-0.165182,0.0900105,-0.0635307,-0.0229143,-0.121479,0.0299269,0.0277691,0.028377,0.247861,0.109118,0.157017,0.129879,-0.187417,0.144514,0.063094,-0.0383174,-0.00505358,0.108128,-0.0899373,0.0634398,0.0539991,0.0576628,0.0787639,0.0215198,0.0235839,-0.12953,-0.15357,-0.0582292,0.0598954,0.0183219,-0.0918245,-0.120155,-0.0671283,0.0209081,-0.0295336,-0.0211164,0.0313257
38,57.1564,0.0877264,-0.069666,-0.0167615,-0.094449,-0.0524762,0.279045,0.023072,-0.0856101,0.151593,0.0206189,-0.0119147,-0.0649043,0.0613444,-0.00391353,-0.0305318,-0.16236,0.0146282,0.082884,0.0551017,0.101566,0.0828355,-0.00690125,0.0157386,-0.186265,0.0125741,-0.051937,0.145652,0.0944821,0.108891,0.111324,0.0948371,-0.0387907,-0.0165721,-0.0146278,0.133059,-0.230454,-0.0615476,0.00880667,-0.0952138,-0.0105166,-0.159468,0.0585759,0.194705,0.0789627,-0.0098037,-0.0832669,0.273142,-0.0153806,-0.033838,-0.0167248,-0.0182841,-0.0887414,0.0509028,-0.0631877,0.0285329,0.0410649,-0.0296487,-0.167732,0.0693584,0.0670018,0.0858674,-0.03071,-0.199945,0.197543,0.0829372,0.0232815,0.0962423,0.018254,0.0702926,0.128882,0.0308048,-0.102342,0.0204524,0.106007,-0.144145,0.128181,-0.0713522,-0.0611095,0.138381,0.109712,-0.0163457,0.134079,-0.104334,-0.0346424,0.133845,-0.0534026,0.110115,-0.0258959,0.00763149,-0.0535858,0.0585937,0.0882382,0.0220485,0.19992,0.00691865,-0.134344,-0.204629
39,-56.0569,0.145248,-0.0585892,0.0239719,0.125616,-0.0726448,-0.0488637,-0.247219,-0.0237797,-0.128597,-0.0482288,0.00122861,-0.172764,-0.0733746,-0.0713713,-0.0669675,0.238689,-0.0891169,-0.0585423,0.113132,-0.0159066,0.0446901,-0.211877,0.0564052,0.00528868,0.0349181,0.136656,-0.0623958,-0.0469229,0.118943,-0.0427457,0.035094,0.119627,0.1228,-0.0481865,0.0392557,-0.0906673,0.138038,-0.0181599,-0.0648484,-0.00761401,0.0385342,0.209354,0.0731276,-0.145473,0.00326274,0.0598175,-0.00542172,0.194643,-0.099789,-0.0630788,-0.112083,0.0404228,0.104189,-0.0545433,-0.0330579,0.139301,0.0253828,0.122625,0.0463857,0.101764,0.0424728,-0.0731947,-0.237977,-0.0390148,0.0924503,-0.0685042,0.0849612,-0.0726859,-0.138648,-0.00853812,-0.0488937,0.0195902,-0.178557,-0.0761145,0.237021,-0.0729938,-0.0436993,0.0422027,0.0925868,-0.0304011,-0.113489,0.0198216,-0.0189627,0.0658445,-0.0776507,0.0101779,-0.0669781,-0.010435,-0.0287164,0.0558812,-0.153767,0.0975838,-0.0676178,-0.0374154,-0.0554139,-0.180789,-0.22197
40,-55.3774,-0.0403753,-0.102828,0.0289032,0.17032,0.177007,0.0532922,0.0260253,-0.007747,0.0442428,-0.073707,0.102274,0.0499713,-0.0551275,0.0688677,-0.0676937,0.0553824,-0.0415121,-0.107389,0.0111476,-0.15157,0.141256,-0.181608,0.0874011,-0.0236215,0.0138172,-0.0594782,0.111994,0.180552,0.0154004,-0.207746,-0.132681,-0.0712759,-0.141314,0.112596,0.0662535,0.100185,0.0542979,0.111453,0.124925,-0.237881,-0.0965191,-0.150841,-0.0542096,-0.00634357,0.125125,0.0283211,0.061781,-0.0195396,-0.12011,-0.0816922,0.0617697,-0.0683867,-0.0259509,0.0862596,0.0304853,-0.0986077,-0.193833,-0.0428889,-0.136084,0.0729565,-0.00944881,0.0121036,-0.124698,0.104277,0.00795608,-0.18251,0.0561519,0.0157826,0.17613,0.0510686,0.0975849,0.280344,0.0454306,-0.164856,-0.0774284,-0.193214,-0.0144247,-0.113048,0.0251828,-0.106535,0.0114487,0.0420665,0.0375789,-0.0946996,-0.00683872,-0.0274444,-0.173671,0.0267735,0.00865334,0.0816226,0.105066,0.0847923,0.0420181,-0.052739,0.0488346,-0.084453,-0.0846584
