Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62
31,-38.4561,-0.158228,-0.136439,-0.0177393,-0.00179969,-0.0833957,0.118389,0.173364,-0.180382,-0.0482513,-0.134673,0.102891,0.256002,-0.0919793,-0.312332,0.0771229,-0.10757,0.191012,-0.0463882,0.0250288,0.117949,0.0936215,-0.0443942,0.0260313,-0.0994867,0.0729308,0.210845,0.0115209,-0.0712346,-0.057518,-0.116188,0.0855017,0.145846,0.170637,-0.116042,-0.104696,0.0815896,-0.184303,-0.0748892,-0.129052,-0.288718,0.17645,0.14581,0.17758,-0.00713919,-0.183573,-0.0487938,0.100857,-0.00480326,0.150504,-0.0300746,-0.0071931,-0.0939799,0.019341,-0.011474,0.0632361,0.146002,-0.116413,0.0674073,0.181012,-0.0126215,0.0061803,-0.162977,-0.107534
32,37.373,-0.221156,0.037323,0.147303,0.316785,-0.076788,0.0971435,-0.134162,-0.0860004,-0.0824059,0.168337,0.0970842,-0.145228,-0.125122,-0.0759881,-0.172102,-0.00623687,-0.0861199,0.0347204,-0.264572,0.110283,0.0614068,0.0765549,0.117726,-0.106823,0.210288,-0.077626,-0.0823996,-0.139672,0.0986082,-0.00319935,-0.00365049,0.145029,-0.0596799,0.13951,0.248956,0.252694,0.116918,-0.0193173,0.021405,0.0310689,-0.0464404,0.0773493,0.118581,-0.047827,0.0681189,0.0836385,-0.162672,-0.169558,0.0872804,-0.133288,-0.0689801,-0.067264,0.054717,-0.00633681,0.000363875,0.134309,0.0220512,0.0818711,0.105165,-0.0974926,-0.246706,0.131365,0.14107
33,-35.2053,-0.111016,-0.0181771,-0.154497,-0.251684,-0.051991,0.166017,-0.104545,-0.0488087,0.117774,0.0528387,-0.0702701,-0.00541437,0.150082,0.243677,-0.153963,0.0825707,-0.0761215,0.0297055,0.145237,-0.194882,-0.107774,-0.233884,-0.0231635,-0.0592514,0.0866767,0.191895,0.0433166,-0.0338238,0.124843,-0.0438944,0.218175,0.0384159,-0.130255,0.00335649,-0.0278089,0.266722,0.0633434,-0.0186842,-0.0158966,-0.165623,0.242654,0.0778331,0.0793296,0.122641,0.236788,-0.0963678,0.00992001,-0.0894171,0.0216839,-0.020727,-0.105178,-0.217049,-0.215834,0.0408184,-0.107518,0.0291158,0.104186,-0.185047,-0.107824,-0.0281856,-0.114526,-0.0365593,-0.00893259
34,33.5956,0.106942,-0.249256,0.107532,0.0594061,-0.188508,-0.0203107,0.275553,0.0525688,0.071005,0.19711,-0.0712798,0.0752245,0.0276135,0.33508,-0.217939,0.0718722,0.179199,-0.0578194,0.0156935,-0.0933531,-0.0810466,-0.0869662,0.047379,-0.217344,-0.00591288,0.139835,-0.129961,0.099067,-0.201243,0.0474508,-0.177429,-0.0644582,-0.110543,-0.183386,0.000386561,-0.0432949,0.0464518,-0.00602097,-0.0650792,-0.031572,-0.0747594,0.192231,-0.104081,-0.0625785,-0.144529,0.0437826,0.174381,-0.181087,-0.152307,0.0211487,0.0066884,0.0907817,0.0171565,-0.0402361,-0.0421936,0.106371,-0.0380374,0.0948956,0.165358,-0.0863235,-0.106764,0.0951292,0.180474
35,-33.1788,0.0651077,-0.0534371,-0.0188384,-0.180121,0.0857282,0.104437,-0.116185,-0.122652,-0.0840785,0.189593,-0.201574,0.144144,-0.0144436,-0.23034,0.0687444,-0.083864,0.11285,-0.0816493,0.00485189,-0.0287839,-0.122934,-0.275348,0.0578809,0.123734,0.0211757,0.0232272,0.0823176,-0.150885,0.0516042,0.199078,-0.128974,-0.0614165,0.102324,0.0107198,-0.190235,-0.106578,0.13162,-0.121976,0.28282,0.0486848,-0.34342,0.0639315,0.0789371,0.0212956,0.10543,-0.101638,-0.0267641,-0.174398,0.0559535,0.0860271,-0.0955929,0.00861313,0.00986974,0.0774743,0.0967856,-0.0754534,-0.097287,-0.0200293,0.117776,-0.213697,-0.188275,0.124267,-0.0748953
36,32.7944,0.122773,-0.154268,0.00274126,-0.0334951,-0.164132,-0.0831093,-0.0377652,-0.224236,-0.0770194,-0.0700509,0.045039,0.0338812,-0.0462281,0.00738238,0.00604141,-0.290094,-0.103363,-0.114518,0.0955547,-0.0780269,-0.0148757,0.267069,-0.201337,0.125987,0.166504,0.232426,0.054294,-0.0194722,0.0328459,-0.226346,0.00530349,0.164389,-0.04978,-0.188739,-0.0190105,-0.00209414,0.260736,0.0843912,0.0224956,-0.0399343,-0.0437685,0.00334637,-0.089968,-0.0961987,0.0690957,-0.230748,-0.193812,0.121587,-0.0831601,-0.128826,0.0506492,0.0952649,-0.0558029,0.0820481,0.123359,-0.0919809,-0.0779823,0.00170772,-0.0873599,-0.122729,0.0714838,0.159971,0.262999
37,-29.1234,-0.107925,-0.265171,0.0902794,-0.0764256,-0.00144984,-0.113569,0.152826,-0.11513,-0.0122179,-0.0388102,-0.158889,0.00589071,-0.00870475,0.120308,0.124336,-0.190068,0.173544,0.125681,-0.0210204,0.179815,-0.112987,-0.0368638,-0.0220404,0.0671503,-0.0850804,-0.119628,-0.0649537,0.0559292,0.11724,0.0915308,-0.0874468,0.03997,-0.19644,-0.0448496,-0.0186225,0.159284,-0.128644,0.0561623,-0.00706904,0.107411,0.202778,-0.330555,0.150025,-0.0254059,0.132868,0.0555139,0.110271,0.0310822,0.233069,-0.0523335,-0.035326,0.0635912,0.129635,0.335249,0.014838,-0.123915,0.0640005,-0.0713291,0.119764,0.139893,-0.0704938,0.177546,0.108023
38,28.5354,0.0368185,0.166778,0.0432092,0.100685,0.114693,0.0224991,0.129548,-0.0452152,0.0572108,0.0409249,0.15423,-0.0273105,-0.0372157,0.0729707,0.150373,-0.117662,-0.26083,-0.0864917,0.0736136,-0.0452725,0.275478,-0.185515,-0.0119447,-0.0931687,-0.0659226,0.123156,-0.268744,-0.232404,-0.0977339,0.0416557,-0.0113177,0.114087,-0.151181,0.00926547,-0.18579,-0.0706525,0.026715,-0.0934267,0.114375,0.106658,0.026947,0.102831,-0.0253023,0.00855863,0.0414484,-0.0126016,0.0130485,0.0100214,0.00764363,-0.214848,0.166376,0.196855,-0.153798,0.319127,-0.224787,0.0479294,-0.0935371,0.0187141,0.0371381,0.170499,-0.0766976,0.042756,-0.180711
39,27.1117,-0.260896,-0.130569,0.0868586,0.0670388,0.0591059,0.262914,0.00396884,-0.0510467,0.103404,-0.120786,0.0123684,-0.00561551,0.0135166,0.0989997,0.0843858,0.0159409,0.0650402,-0.0168189,0.213377,0.157382,-0.0653507,-0.101385,0.0476374,-0.112119,0.0225696,0.0349607,0.0499421,0.172028,0.0287914,0.132779,0.292196,0.00022834,0.0598029,-0.0290337,0.114234,-0.163012,0.14183,0.102097,0.0553441,0.208406,-0.120293,0.023679,-0.216685,-0.25914,-0.0268982,-0.222246,-0.118555,0.0652595,0.111596,0.0396598,0.334584,-0.150084,0.0827719,-0.0888041,-0.00606626,-0.0213126,0.0169253,-0.00830635,0.0499658,0.168076,-0.168663,-0.000416206,-0.0316784
40,-27.0343,0.288357,-0.0999996,0.0055674,7.80907e-05,-0.0632418,0.0155221,-0.143197,0.169708,-0.00128977,-0.0142391,-0.0610278,0.108035,-0.00313505,-0.0960505,0.0272941,0.0690993,-0.220472,-0.0527319,-0.14977,-0.0232668,-0.0603609,-0.0867661,-0.120091,-0.120195,-0.118856,-0.0573584,0.172312,0.138171,-0.171502,-0.0201192,0.0236646,0.116909,-0.0788263,-0.160156,0.0441069,-0.0898994,0.123603,-0.0141865,0.0642792,-0.104297,-0.038178,-0.000408977,0.0355016,-0.166417,-0.223345,0.248908,-0.109143,0.00796009,0.286205,-0.294139,-0.0344417,-0.133445,-0.0266016,0.134127,0.0444619,-0.0485178,0.194725,-0.25093,0.075604,0.05148,-0.14175,-0.176414,0.0273292
41,-25.7084,0.0548185,0.154579,0.131353,-0.0932769,-0.0577069,0.02368,-0.0308748,-0.175073,0.205499,0.0548186,0.00425519,-0.0794426,-0.0237686,-0.0843974,0.027995,-0.0375454,-0.0778539,0.249845,-0.107782,-0.115647,-0.147964,-0.157042,-0.0526532,0.0199769,-0.0594635,0.0479887,-0.122817,-0.225816,-0.223156,-0.201417,0.183595,0.0329687,0.0369697,0.210826,-0.0332554,-0.0812193,0.0509069,0.306777,-0.0201457,-0.165279,-0.125121,-0.047552,0.0217133,-0.106035,-0.115094,-0.110529,0.184404,0.0451765,0.0978785,0.135663,-0.0768599,0.0311324,0.21267,-0.0753153,-0.187883,-0.0625493,0.178495,-0.0113115,0.153281,0.0589583,0.111282,0.131499,0.165024
42,25.2277,0.0772697,0.187243,0.122461,-0.145204,0.0314889,-0.0153883,0.112148,-0.171517,0.00597879,-0.117301,-0.057639,-0.132111,-0.10842,0.0883976,0.0965674,-0.123377,-0.12446,-0.210044,-0.162561,0.226633,-0.209118,-0.135582,-0.000456623,0.087971,-0.00667721,0.00661191,-0.0264787,0.0521337,0.113158,0.0667096,-0.172061,0.098608,-0.0145397,-0.160761,-0.11455,0.131219,0.0561249,0.22502,-0.26717,0.0712695,-0.14561,-0.0223838,0.132892,-0.0558359,-0.0634291,0.0334985,-0.00868221,-0.19697,0.0456188,0.0830088,0.080722,0.0535055,-0.174843,-0.262817,-0.0519817,0.249101,-0.0212194,-0.102023,-0.199132,0.0621125,-0.0396382,-0.14687,-0.0155376
43,23.3705,0.0800463,-0.0544519,0.0897671,-0.134463,0.0758246,0.134117,0.0694439,0.251041,0.0925122,0.0553531,-0.298987,0.0561537,-0.156088,0.0624441,-0.111733,0.0237506,-0.121192,0.034411,0.119794,0.301161,0.05821,0.0511736,0.163844,0.14093,0.278436,0.0534062,-0.0205734,-0.162201,-0.0257008,-0.0868708,0.131804,-0.144846,0.204099,-0.0499323,0.0957347,0.0480218,0.0813461,0.104696,-0.0343189,0.0609747,-0.0170962,-0.125316,0.00215687,0.215802,-0.244537,-0.00300283,-0.0310032,0.121429,0.0513292,-0.0919096,-0.160015,0.102965,-0.233667,0.0798707,-0.100404,-0.110727,-0.0786368,0.164983,0.0538562,0.0676477,-0.0636735,-0.0623075,0.0672137
44,-23.2627,0.0882719,-0.0596064,-0.238146,0.061056,0.0762209,0.00731674,0.0283999,-0.0679433,-0.105753,-0.026731,-0.0975427,0.0963389,0.0826311,-0.047389,0.13402,0.0502883,-0.0056898,0.0322013,-0.0306586,-0.155095,0.252138,-0.183839,0.0923236,-0.151563,0.140857,-0.030164,-0.017447,0.0271776,0.28736,0.0858617,0.00722196,-0.179421,-0.160625,0.0323128,0.193808,0.132254,0.21727,0.237435,-0.0371153,-0.099297,-0.0378485,-0.172707,0.116039,-0.257896,-0.0923926,0.036999,0.136961,0.0245728,-0.00850302,-0.060238,0.154895,0.131266,-0.00654152,-0.0371097,-0.134291,-0.0941857,-0.127281,0.0730291,0.0512197,-0.248031,0.196717,-0.151337,0.00303598
45,-20.8558,-0.174638,-0.116254,-0.0660446,-0.0764461,0.173639,0.107067,0.00584296,0.0204996,0.0783865,-0.192495,0.231163,0.0563177,-0.215382,0.181423,-0.117261,0.0749837,-0.0694274,0.187659,0.0617977,0.0594185,-0.173886,-0.051822,0.0325375,0.220844,-0.051261,-0.0348279,0.13021,-0.170412,-0.143196,0.0604377,0.00724429,-0.0161764,-0.164179,-0.0723697,0.0243587,-0.0374384,-0.020755,0.0380952,0.247602,0.0293026,0.130356,0.0315936,0.0161587,-0.19193,-0.113475,0.0869667,-0.094733,-0.033205,0.0160441,-0.102814,-0.144937,0.260854,0.12237,-0.0303521,0.0322988,0.235299,-0.0874541,-0.0350033,-0.103929,-0.312878,0.142178,-0.00921737,-0.0830141
46,20.7919,0.135848,-0.125503,-0.184992,-0.127632,0.127802,0.0949049,-0.0473786,0.115217,-0.1793,0.0565046,-0.0421795,-0.0348264,0.00878674,0.0825246,-0.0341571,-0.0185249,-0.0630584,0.127936,0.107758,0.097274,0.0993357,0.0461896,0.0527137,0.206268,-0.0464709,-0.0627698,-0.041468,0.0324139,0.109439,0.0661203,-0.0962961,0.0363965,0.115317,0.334178,-0.153109,0.122191,-0.0912612,-0.0986295,-0.195847,-0.257439,-0.0387629,0.205587,-0.0482235,-0.336663,-0.118863,-0.149025,-0.0300569,-0.137074,-0.101421,-0.166458,0.0324309,0.0649643,0.165724,0.0404782,0.0102952,0.0533116,-0.004559,-0.0433439,-0.0822575,0.260918,-0.0958513,0.0575664,0.164528
47,-18.0735,-0.00590707,0.127776,0.0446535,-0.244257,-0.169155,-0.0056045,-0.0230452,0.0401932,0.0727848,-0.194505,-0.0372613,-0.0622978,-0.0995045,0.0834443,0.0318332,0.138108,-0.149559,-0.114209,-0.14389,-0.030498,0.0855882,0.0992108,-0.110563,0.201311,-0.070689,0.00769768,-0.129968,0.151389,0.025803,-0.0386878,0.213011,-0.256054,-0.0880739,-0.0325565,-0.0312163,0.141757,0.0443919,-0.351122,-0.0392502,0.0837647,-0.102633,0.0890542,0.0341763,-0.0539298,0.0553087,-0.0740754,0.239274,-0.0815474,0.285437,-0.144268,0.0992658,-0.039879,0.0948276,-0.0582207,0.108381,0.00560232,-0.0599547,0.257608,0.16472,-0.118115,0.062352,0.0969547,-0.00121494
48,17.8128,-0.120144,-0.171348,-0.149301,-0.171499,-0.203033,-0.183957,0.215605,-0.158346,0.181239,0.0305377,0.151489,-0.27081,-0.0289638,-0.0865969,0.18456,0.0522124,-0.0490334,0.160925,-0.17239,0.0072429,0.204109,-0.138115,0.0383248,0.13945,0.0840053,-0.0851489,0.217152,0.0515622,-0.00471031,-0.047295,-0.0236539,-0.0357963,0.167962,-0.0917311,0.0667375,-0.103062,-0.0261261,-0.0773165,0.0535115,0.082819,0.012936,0.127784,-0.160884,-0.0148867,0.0548646,0.0957428,-0.0440648,-0.140472,-0.0411535,-0.00658049,-0.0973765,-0.0417511,-0.0120444,0.0235074,-0.26431,-0.16817,-0.154178,-0.0269248,-0.0751556,0.0219698,-0.141726,-0.177076,0.19062
49,-16.495,-0.104053,0.216297,0.0423596,0.0801721,-0.0851069,0.129588,-0.014599,0.0612877,0.022418,0.299734,0.138707,0.181455,0.222746,0.0681254,0.0953035,0.11424,0.188889,0.0373046,-0.0975298,0.0181018,-0.0750517,0.197893,-0.0960977,0.218868,0.0995214,-0.012945,0.269034,-0.0196469,0.101235,-0.073962,0.0966933,0.117023,-0.345265,0.0051903,-0.0693345,-0.0218957,-0.0502719,0.0488847,-0.0778816,-0.0422923,-0.127256,-0.016559,-0.129196,-0.0365522,-0.19355,-0.0164318,0.10634,-0.145232,0.161826,0.0693707,-0.0164947,0.0994738,-0.134273,0.116405,-0.0269559,-0.0963364,-0.26778,-0.0180033,-0.0312274,0.116473,-0.00806161,-0.0225478,-0.0707096
50,13.7904,-0.133848,-0.00324504,0.180581,-0.347206,0.147595,-0.0425679,0.251175,-0.0204043,-0.0299349,0.0771844,0.0545227,0.192368,-0.0509228,-0.0989445,0.0213787,-0.0146825,0.00259821,-0.105585,-0.0935052,-0.0254903,-0.00692172,0.1363,-0.206396,-0.101342,-0.298356,0.105686,0.00594829,-0.157531,0.103054,-0.0592303,-0.0218015,-0.201802,-0.0729392,0.289165,0.208833,0.0959065,0.157542,0.123355,0.095929,0.0275611,0.144933,0.143316,-0.0563552,0.052628,-0.123594,0.152381,-0.0941267,-0.0552272,-0.122993,0.0119664,0.124373,-0.00689785,-0.0113674,-0.0327291,0.160647,-0.144466,0.0266842,0.000469225,-0.0586362,0.0393483,-0.174848,-0.0667814,0.0219081
51,-12.9829,0.0227684,0.00144554,-0.132519,0.0938044,-0.154856,-0.236971,0.0518308,-0.162422,-0.140255,1.04826e-06,-0.183508,0.132646,-0.0288657,-0.0846507,-0.0106863,0.256992,-0.0327998,-0.114084,0.246252,0.10353,-0.00727511,-0.0478677,0.0351278,0.0473542,0.00390679,-0.121434,-0.183731,0.00169493,-0.0089588,-0.304351,0.0772184,0.0232127,0.0292141,0.211603,0.0100552,-0.0263277,-0.0189114,-0.0164517,0.181966,-0.00773302,0.0673479,-0.123194,-0.298648,-0.0240429,0.0103932,0.0789851,0.0215909,-0.150913,0.24236,0.172867,0.0961686,0.128216,-0.1216,0.0379638,0.033743,0.286158,0.0343567,-0.101865,-0.103876,-0.0791736,-0.0966778,-0.0203729,0.0926406
52,12.2127,0.00519165,0.0875621,-0.247737,0.117012,0.080997,-0.186805,0.128241,0.223243,-0.00440117,0.138727,0.253142,0.119786,-0.0504991,0.014283,-0.00398352,-0.0781396,-0.00583174,-0.160911,-0.115511,0.183484,-0.0310778,-0.179706,0.183703,0.126392,-0.174229,0.139556,0.00281823,-0.0856066,0.114944,0.0210146,0.183944,0.0458753,-0.0393971,-0.111241,-0.0177977,0.0197788,0.106122,-0.0507405,-0.129261,-0.00122583,-0.0610887,-0.00724104,-0.0442459,-0.045929,-0.00853015,-0.0518344,0.14379,0.27492,0.00556669,0.174658,-0.0661096,-0.13294,0.11896,0.143245,0.0507668,0.00337178,0.219137,0.124254,-0.195417,-0.17456,-0.18026,0.00132435,0.18371
53,-11.3351,0.23266,-0.0539643,0.0422658,0.0570364,-0.128672,0.170944,0.0955843,0.00753781,0.144514,0.0260818,0.0320593,0.0904016,-0.0744168,0.214222,0.168892,0.0646843,0.0924188,0.114541,-0.040295,0.0418891,0.387215,-0.136434,-0.107433,0.101831,-0.106629,-0.0912317,0.055991,0.105762,0.0813034,-0.248066,-0.0561478,0.0101947,-0.0114301,-0.031151,0.0300079,0.0663975,-0.0242504,0.134539,0.0352757,-0.143183,-0.0580036,-0.0145379,0.0791981,0.0709983,0.106728,-0.0499164,-0.238845,0.115083,0.0299346,0.106043,-0.0861571,0.099425,0.0620204,-0.185563,0.126284,0.0461248,0.110262,0.0736603,-0.038907,-0.0367532,-0.251991,0.197883,-0.303824
54,11.196,0.0281264,0.07032,0.0773868,-0.0496851,-0.238269,-0.161492,-0.228772,0.17174,-0.145548,-0.167539,0.00990335,0.108638,-0.109784,-0.0399195,-0.109231,-0.0155191,0.140922,0.0637078,-0.0928489,-0.0901166,-0.078674,-0.244352,-0.142091,0.0354913,0.0178889,-0.0698152,0.0980272,-0.0763185,0.0144175,0.150423,0.0091731,0.0802807,0.134858,-0.110644,0.0628761,0.238031,-0.12993,0.267177,0.138837,-0.0679263,0.00129738,0.0335864,-0.24271,0.168576,-0.0176948,-0.0647848,0.102112,-0.0133352,-0.0745574,-0.183737,0.267735,0.0401675,0.106943,0.104665,-0.10019,0.0404473,-0.0660914,0.228544,-0.15294,0.0799692,-0.106528,0.0313384,-0.063169
55,-6.59042,0.0383266,0.194544,0.127817,-0.0317516,0.124333,0.19867,0.0915809,-0.049077,-0.0194511,-0.0883879,-0.0959949,-0.0795828,0.180496,0.0500865,0.105891,0.00817141,-0.0111586,0.0245044,-0.0933103,-0.00852301,0.0684527,0.0944503,0.160186,0.0362229,0.0538226,-0.0464816,0.352497,0.034391,-0.14592,-0.0310685,-0.0748823,-0.0184694,0.220646,-0.0236538,-0.102559,0.191541,0.15496,0.0722364,0.0748878,-0.0634807,0.126559,0.113941,-0.149733,-0.134794,0.171014,0.249192,0.198233,0.198338,-0.0751177,0.120322,0.141389,-0.00395544,-0.0858917,0.238228,0.108956,0.232918,0.0315971,-0.00332954,0.147815,-0.0757648,-0.0103507,0.118696,0.103277
56,6.26691,0.0851212,-0.101533,0.0488362,-0.0260211,-0.0449468,-0.162557,0.0544867,0.0578474,0.133547,0.0446833,-0.0297803,-0.186755,0.0782316,0.00427209,0.0044392,-0.0765545,0.140132,0.148881,-0.0278163,0.0286416,-0.0949252,0.0611204,-0.139195,0.0996749,0.189405,0.0980234,-0.182061,-0.110629,0.068731,0.106667,-0.188367,-0.0114189,-0.00353845,0.0752122,0.225192,-0.0851157,0.332546,-0.0789038,0.0628489,-0.162065,-0.0168879,0.0683978,-0.10201,-0.112367,0.0576795,-0.0297811,0.0942351,0.140506,0.160108,0.0543926,-0.107961,-0.17086,0.0302023,0.131179,0.0923006,0.26677,-0.0222618,0.0834821,-0.0994446,0.146196,0.0655457,-0.209415,-0.351229
57,-5.42062,0.0180175,0.0371338,-0.112658,-0.0564892,0.149464,-0.00893079,0.221134,-0.140217,-0.118914,-0.0276791,0.274469,-0.0688543,0.195984,-0.162474,-0.230424,0.246609,0.0758422,-0.111908,0.0224033,0.18959,-0.0233322,-0.0523535,-0.258786,-0.0421244,0.127791,-0.0927678,0.00560629,0.0235659,-0.216861,0.0916804,0.102302,-0.313653,0.00753044,-0.106735,-0.0254496,0.00781578,0.070077,0.102206,-0.126697,-0.206597,-0.173554,-0.190461,0.0311036,0.0488141,0.159123,-0.00778018,-0.163042,-0.0356694,-0.00710646,-0.154219,-0.0556008,0.0260767,0.00559504,0.12359,-0.0316371,0.0644327,0.0253188,0.0333257,0.00520098,0.108865,-0.0191081,0.172192,-0.0155148
58,3.55665,-0.0582759,-0.0968267,-0.0338018,0.125047,-0.0611477,0.0247134,0.0360173,0.00492435,-0.0638284,-0.198327,0.0610539,0.246568,0.226455,0.0192105,-0.102739,0.0616973,-0.0930722,0.307981,-0.222465,0.258394,-0.0718114,-0.242264,-0.0524916,0.0965172,0.1144,0.0745866,-0.155798,-0.0868269,0.0737633,-0.16425,-0.200613,-0.0849327,-0.0364952,0.0274842,-0.0741063,0.0916652,-0.00700644,-0.113432,0.0235416,0.145687,-0.151723,0.207109,-0.0723044,0.0683668,0.00645873,0.0765586,-0.0257772,0.139972,-0.0389079,0.00650733,0.170264,-0.084413,-0.161106,-0.088682,0.0930271,-0.175782,0.0684418,-0.194227,0.0526736,0.0503277,0.219416,0.0647166,0.0325186
59,-2.47495,0.0282237,0.145416,-0.0744985,-0.147711,0.033163,0.0487683,-0.176113,-0.0699702,0.151335,0.145663,0.0618471,0.26577,-0.0366143,0.0741841,-0.0404267,0.0156556,-0.136293,0.040888,0.0182806,0.229371,0.164949,0.0407975,0.0557654,-0.0263396,-0.00909256,0.0948715,-0.0353058,0.0448297,-0.132633,-0.0013128,-0.224339,0.029256,0.0848259,-0.0432208,0.320323,-0.215055,-0.0214624,0.0620812,-0.0785718,-0.0324683,0.0461109,-0.130844,0.0480972,0.10878,0.185938,-0.0345619,0.265406,-0.0636441,0.0140234,-0.115008,0.146371,-0.158934,0.205787,-0.00664499,0.0709714,0.0566367,-0.291947,-0.242111,-0.104798,-0.0351383,-0.0239775,0.105702,0.0730642
60,2.18199,-0.184545,0.153677,-0.0133813,-0.121513,0.0349222,0.0177079,-0.0279621,0.13957,0.0158127,-0.101255,-0.0979784,0.0529906,0.0343781,-0.120566,0.15797,-0.203171,0.147347,0.0463534,0.176441,-0.163797,0.146994,-0.0991709,0.140971,0.00725956,0.260428,-0.0723693,-0.094505,-0.0848398,-0.134954,-0.187895,-0.0422581,-0.125347,-0.237575,-0.140986,0.0395312,-0.102446,-0.0826208,0.123393,-0.203128,0.119831,-0.114417,0.117529,-0.104807,-0.0677058,0.0852813,0.16374,-0.0198219,-0.200639,-0.0219443,-0.162741,-0.114911,-0.0474295,0.0795527,0.0343503,0.274095,0.035003,0.254557,0.0610816,-0.149454,0.051586,-0.0224863,-0.0173392,0.0588456
61,-1.46017,0.177591,0.0328827,0.0419767,-0.00149475,-0.0723597,0.133624,0.0544408,-0.0114216,0.0278517,0.18699,-0.101993,-0.246761,0.0729484,-0.162333,0.061615,0.199245,0.0997535,-0.0252827,0.0598871,0.0331472,-0.123656,-0.145349,0.028548,0.125371,0.0104526,-0.0549483,-0.0929029,-0.208022,-0.0686711,-0.0340583,-0.0177906,0.0332163,-0.0832086,-0.14513,0.0486245,-0.076827,-0.0937679,-0.0967809,0.0500227,-0.0158823,0.319737,0.0020365,0.209138,-0.182623,-0.12314,0.0842352,-0.107406,0.0645331,-0.0309457,-0.0287655,0.312042,-0.199723,-0.0583978,-0.079453,0.102872,-0.127518,-0.10984,0.184737,-0.26583,-0.0321942,0.0464591,0.22627,0.0732121
62,-0.981578,-0.230433,-0.200404,-0.110345,-0.047886,0.0179673,0.0634718,-0.126981,-0.0629272,-0.0197469,0.0741261,-0.0415964,-0.102151,-0.214238,0.0535119,0.0624669,0.201755,-0.0822982,-0.0890613,-0.156494,-0.165792,-0.0252185,0.0249521,0.0341649,0.0965478,-0.0115039,-0.260474,-0.13954,-0.24147,-0.0633004,-0.0844922,-0.0705457,-0.0100055,-0.130408,-0.153905,-0.15534,0.00421272,0.0725557,0.00752431,-0.165904,-0.150442,-0.0546954,-0.191588,-0.148214,0.093907,-0.0375559,-0.072938,0.0550265,0.225139,-0.228959,0.0205514,0.151071,-0.0600946,0.00601434,-0.0102435,0.21072,0.0284628,-0.0917694,-0.133956,0.217755,0.0731096,-0.167827,-0.173874,-0.0509839
