Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55
23,41.6707,0.160841,-0.0747047,-0.00710261,-0.0399764,-0.00931606,0.106939,-0.231325,0.118836,0.132929,0.277438,-0.0618766,0.0047043,-0.0134037,-0.0292564,-0.0426976,0.224973,-0.0213025,0.332802,0.106611,0.121928,0.111468,0.0728925,-0.108594,0.144704,-0.129956,0.0834862,-0.0808356,0.125451,-0.138389,-0.0660398,-0.0114247,-0.10596,0.0158384,-0.0943782,0.0586196,0.202767,-0.128317,0.127781,0.167193,-0.0852262,-0.0623315,0.187573,0.0355945,-0.130822,0.13649,0.00690493,0.102684,0.204949,0.0747989,-0.0485811,-0.112656,0.0267895,0.118144,0.0412997,0.372673,-0.201392
24,-40.5122,0.137433,-0.0937502,0.061431,-0.0177461,-0.0635045,-0.0700801,0.0371773,-0.0184655,0.140745,0.266008,-0.140535,0.103645,-0.0658813,0.11398,0.107109,0.0960894,0.149165,-0.0550513,-0.0275542,-0.100412,0.0865668,0.114548,-0.199924,-0.220129,0.135525,-0.104845,0.172,-0.013833,0.335773,0.141788,-0.204695,-0.224149,-0.156352,-0.0018772,0.0907592,-0.159745,0.123931,0.0292286,-0.0568928,0.0780361,-0.0730419,0.107875,-0.0414376,0.141268,0.0150228,0.105576,-0.00890734,0.216519,0.0999687,0.108535,-0.124583,0.0351844,-0.290222,0.223577,0.0310092,0.121438
25,-38.6196,-0.0926931,-0.0606549,-0.0595332,0.16627,0.184691,0.0597534,0.125733,-0.0196551,0.275497,0.105103,0.0624338,0.0330618,0.143235,0.0245662,0.207344,0.322136,0.0312902,-0.0724617,0.106773,0.032605,0.052413,-0.168795,-0.0248841,-0.0819188,0.0913827,0.193874,0.111086,-0.0498103,0.0134051,-0.150434,0.0712281,0.00656755,-0.0679273,-0.149058,-0.119499,-0.00809963,-0.273947,0.0478387,0.163899,-0.274273,0.204175,0.0918479,0.2143,0.140203,-0.162878,-0.0682384,-0.101123,0.0358812,0.00524538,0.0410101,-0.10504,-0.0199773,0.0558497,-0.0839337,-0.29454,0.0884921
26,-37.0498,-0.1661,-0.22657,-0.0942334,-0.239638,-0.00857602,-0.0410179,-0.143349,0.12646,0.056202,-0.0963626,0.165903,-0.0955387,0.151039,0.105029,-0.226318,-0.0569304,-0.0383173,-0.285979,0.03029,0.00501204,0.0344748,0.113022,-0.212817,0.033356,-0.114473,-0.157464,-0.234842,-0.126585,-0.0401406,-0.115933,0.0941413,-0.0897289,-0.146253,0.111138,-0.20096,-0.0286061,0.0282471,-0.0183908,-0.253206,-0.214444,-0.0749117,0.147442,0.185743,0.000272368,0.131467,0.0599893,0.194227,0.200445,-0.00779422,0.0424856,-0.157127,-0.0210248,0.00879325,0.00545389,-0.138274,0.0207991
27,36.6414,-0.142569,0.0391843,0.1044,-0.0986252,-0.0610905,-0.136013,0.109754,0.200161,-0.0193869,-0.084002,-0.211428,-0.257189,0.00336015,0.0989605,-0.000886933,0.0947762,-0.198225,0.156885,-0.0193206,0.160072,-0.135814,-0.240361,-0.05962,0.0331208,0.00533699,0.249614,-0.0634037,-0.0810541,-0.0364766,0.0713103,-0.15428,0.120827,0.0282827,-0.166906,0.115601,-0.213046,0.092771,0.117294,-0.0611174,0.228361,-0.0237289,0.0451113,0.120754,-0.0616247,-0.019786,0.048149,0.132047,0.131001,0.10821,-0.166545,-0.187031,-0.334018,-0.148145,-0.0686594,-0.139904,-0.0376049
28,35.5326,-0.0619061,-0.0715289,0.0102323,0.0146131,-0.0667964,0.270923,0.336959,-0.0621492,0.181755,0.121123,0.111525,-0.238434,-0.0381711,0.00438022,-0.113149,-0.145018,-0.0641237,0.162561,-0.0243916,-0.0161399,-0.131349,-0.0460904,-0.152058,0.354314,0.09851,0.0413993,-0.0868051,-0.264934,0.191662,0.0947036,0.205055,-0.19696,-0.0737664,-0.00408641,0.0577898,0.292023,-0.0772438,-0.107405,-0.0078853,0.0999692,-0.0568089,-0.0430499,-0.131329,-0.00169658,0.00364091,0.0782139,-0.147595,0.0538331,0.076947,0.0880642,0.0385266,0.0179821,-0.0869107,-0.13788,-0.0246623,0.103023
29,33.7577,-0.0986459,-0.179219,0.26318,-0.102914,0.0634301,-0.0581659,-0.163433,-0.0782554,0.0881817,-0.0310645,0.0754165,0.0763723,-0.234114,-0.0494835,0.051845,-0.0523957,0.106102,0.123421,-0.0405862,0.0185627,0.018917,0.0888749,-0.00124307,0.145249,0.00840013,0.13324,-0.0937673,0.18272,0.0693951,0.159517,0.057847,0.222222,-0.148975,0.0840228,-0.195913,-0.00339904,0.171456,0.114353,0.0247465,0.0545222,0.152511,0.311324,0.0399368,0.0877619,0.195893,-0.00743637,-0.285098,-0.0632442,0.275379,0.0449634,0.228765,-0.0981687,0.0460289,0.000901249,-0.202356,-0.0669535
30,-31.8025,-0.0950946,-0.0842347,0.201046,-0.0750861,-0.137248,0.0367399,-0.0581734,-0.161924,0.329382,-0.106167,0.100385,0.394526,-0.107053,-0.00721113,-0.0384833,-0.147376,-0.0918367,-0.172897,-0.0293653,0.137819,-0.084342,-0.0897528,-0.152286,-0.0941901,0.0300443,0.150052,-0.0364208,0.0481759,-0.134285,0.0167689,-0.110845,0.013696,0.00188318,-0.0161373,0.331033,0.0291575,-0.157086,-0.137368,0.149196,0.114439,-0.222482,0.0389551,0.0801486,-0.0938154,-0.0316627,0.261058,0.0844352,-0.106293,-0.132784,0.133198,-0.0435846,-0.0115339,0.134853,0.0214735,-0.0691778,-0.0167612
31,29.3043,0.246343,0.118861,-0.325612,-0.0421729,-0.0127267,-0.0807708,-0.0584011,0.0103892,0.0440626,0.0296327,-0.166958,0.223038,0.188408,0.0867096,-0.0110138,-0.140605,-0.0871637,0.0474799,-0.285905,0.0142976,0.012851,-0.0446756,-0.079351,0.0168762,0.296643,0.227729,-0.128823,0.110841,0.108759,-0.182821,-0.000485576,-0.176153,0.0246245,0.0784956,-0.0567886,0.0643918,0.0722843,-0.0871544,-0.0498027,-0.0576261,-0.0264911,0.0836107,0.028427,0.0584481,0.150546,-0.0224448,-0.129458,-0.00284711,-0.194344,-0.0793231,0.150608,-0.173382,-0.122743,-0.194347,-0.116806,-0.265278
32,-27.8188,-0.0158866,-0.0915804,0.0875417,0.0542078,-0.146509,0.0154948,-0.0971739,0.0916719,0.21002,-0.154556,-0.117134,0.0720532,-0.0385201,0.0124159,-0.177643,-0.0280685,0.0890642,-0.0862931,0.0151037,-0.0418293,0.0282936,-0.0240967,0.113329,0.0250851,0.0837334,0.0334111,0.0541552,-0.00872866,0.150234,0.309056,-0.000624409,0.0884599,0.207027,0.026818,-0.06099,0.0859484,-0.309625,-0.0897988,-0.0993776,0.0305006,0.0204233,-0.0939797,0.174473,0.00896121,0.186786,-0.455162,-0.0991865,0.211674,-0.203596,-0.162544,0.00324772,-0.146684,-0.0137617,0.101482,0.135226,0.164272
33,27.1813,0.197463,-0.067662,0.0955983,0.0170046,-0.0229105,-0.130818,0.0491584,-0.0372992,-0.0948459,-0.0358352,-0.0919244,-0.0116964,-0.00140473,0.0649239,0.199243,-0.161278,0.145932,-0.07759,0.0479646,-0.201095,0.177925,0.124817,0.0162027,0.271925,-0.224068,-0.0123015,-0.196731,0.0503091,0.193377,-0.161795,-0.0425572,0.0640438,-0.156243,0.0659353,0.0488942,-0.0274698,-0.198365,0.00192723,0.16703,0.113006,0.0569495,0.0277773,0.196423,-0.43024,-0.271094,-0.043174,-0.0144739,0.0385732,-0.118052,0.053377,-0.0461957,-0.0946779,-0.167534,-0.0901678,-0.0582733,0.00527829
34,-26.9124,0.160717,-0.12194,-0.00709412,0.0690333,-0.125734,-0.14792,0.00116789,0.138883,0.157218,0.0244655,0.0961315,0.00387325,0.037312,-0.0914049,-0.211512,-0.00592473,0.102117,-0.0300989,-0.0175501,0.121487,-0.0701904,-0.0415231,-0.169177,0.01369,-0.017095,-0.0685276,0.113865,0.188831,-0.0416645,0.0244695,-0.145821,0.0346241,-0.208005,-0.258809,-0.189093,0.237125,0.0791171,0.0942569,-0.208581,0.0854069,0.327737,-0.370718,0.0878848,-0.0946967,-0.0797609,0.168692,-0.13765,-0.222727,-0.0655083,-0.0244458,-0.127446,-0.0137,-0.0529445,0.0248602,0.0347807,-0.0954547
35,25.4728,-0.260976,-0.0530249,0.0543826,-0.0281505,-0.00361374,0.0605073,-0.0599334,-0.276176,-0.0512853,-0.05356,-0.0746722,0.021795,0.0984801,0.0735362,-0.0554717,0.0344238,0.0676193,0.123737,-0.14536,0.0846953,0.108503,0.101324,0.105399,-0.021853,-0.0114402,0.160723,0.00238259,-0.139301,-0.205176,0.087677,-0.0139112,-0.333256,-0.258197,-0.0267425,0.024642,-0.235943,-0.073034,-0.0166337,-0.135141,0.0861481,0.243493,-0.208666,-0.000976294,-0.0965545,-0.156757,-0.0402128,-0.0813487,0.292656,-0.0639687,0.0574446,0.214457,0.0523457,0.10278,0.104622,0.0348073,-0.241338
