Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55
36,22.2575,-0.00224781,0.169514,-0.0431821,-3.48969e-05,-0.148748,0.0660934,-0.10249,-0.04488,0.096725,0.0749504,0.192121,-0.166536,-0.200818,0.347564,-0.0366604,-0.0667913,0.128202,0.178037,-0.0456273,-0.117099,0.00211582,-0.260934,-0.0772105,-0.0106203,-0.0106416,-0.0616783,-0.00897433,-0.175039,-0.15081,-0.178816,-0.261289,0.0998971,-0.0300739,-0.0818323,-0.220852,-0.141257,-0.0322083,0.101398,-0.00011041,0.0277267,-0.217349,0.0802493,-0.0232612,-0.0469065,0.045109,-0.218124,-0.196652,-0.122351,-0.215256,0.205964,-0.0249119,0.109255,-0.0206865,0.139973,-0.0364652,-0.0858678
37,-21.1465,-0.029699,-0.117663,0.223749,0.0777872,0.154342,-0.119779,0.18907,0.0723893,-0.0121465,-0.128866,-0.172909,0.00163872,-0.161286,0.107092,0.0777683,0.254711,0.0608105,0.0337048,0.00367958,-0.199673,-0.0373012,-0.177507,-0.0794654,-0.0306572,-0.16541,0.0250881,-0.217034,0.038568,0.176012,0.011552,0.0949988,-0.254838,0.113446,0.0417332,-0.0746546,0.0433994,0.02723,-0.116496,-0.0427319,-0.0110585,-0.0516323,-0.0960073,-0.0552549,-0.0434849,0.210506,0.106297,0.000694673,-0.138703,-0.182761,-0.221366,-0.0641689,0.237893,0.181792,0.184147,-0.148772,-0.257279
38,19.8816,0.00226467,-0.0299352,0.089338,0.362722,0.00400953,0.0219672,-0.0126174,-0.262354,-0.106283,-0.0918953,0.0853184,-0.0634166,-0.0453294,0.212552,-0.132021,0.147518,-0.167924,0.117835,0.0898313,-0.00852443,0.0812273,0.185046,-0.140321,0.0615996,0.142129,-0.0538801,0.119438,0.183416,-0.112015,0.038845,0.0204181,-0.00560205,-0.0749613,0.14956,0.29469,0.12086,0.11466,0.27782,-0.124056,-0.206727,-0.189229,-0.0930573,0.169491,-0.0976665,0.0620204,-0.0975759,0.00743628,-0.0379011,-0.0692418,-0.136399,0.0256329,-0.014042,-0.155966,-0.0308739,-0.214425,0.0391834
39,18.2933,0.113545,0.0207025,0.225652,-0.0782513,-0.23175,-0.0885872,-0.0748273,-0.11122,-0.146711,-0.371143,-0.0767204,0.0678143,0.136723,0.00651043,-0.136736,0.0139143,0.0204673,0.300035,0.153197,0.162654,0.12682,0.020871,-0.0486479,-0.0877844,0.0639315,-0.0265659,0.136786,-0.158125,0.24383,-0.171793,0.00393882,-0.162723,-0.0262102,0.03743,-0.189492,0.063228,0.125131,-0.0403176,0.230906,-0.0526887,-0.0683086,-0.0600175,-0.0106751,0.0798102,-0.0540152,-0.0241389,-0.0781074,-0.00186676,0.0544927,0.112356,-0.222721,-0.104017,0.259949,-0.115101,-0.0276267,0.120321
40,-17.9344,0.12522,-0.171035,-0.0080005,-0.110452,0.360593,0.137419,-0.232819,0.0399352,-0.0910764,0.000662794,0.0249444,-0.266413,-0.0844585,-0.053599,0.0966013,0.00480128,0.116284,0.191878,0.0082777,0.0449312,-0.155199,0.0305956,-0.048347,-0.164325,0.407356,-0.187936,-0.011057,-0.0646525,-0.0163079,-0.0602073,-0.101778,0.0626859,0.0813107,0.12532,0.0890514,-0.0146073,-0.0895847,-0.28812,0.00791259,0.0863369,0.0351063,-0.136196,0.294877,-0.166921,0.0378696,0.153195,-0.0743526,0.0235455,-0.00416263,0.017615,0.0194849,-0.0326799,0.0833469,0.0320446,-0.0568752,0.0269666
41,17.1857,0.0993115,0.12603,0.12657,-0.14062,0.0385779,0.114962,0.102046,-0.0693712,0.0507831,-0.0463384,-0.0796854,0.106558,0.114975,0.0724028,0.0963735,0.108181,-0.163473,0.0123213,-0.405276,-0.135037,-0.0439238,-0.120288,-0.095959,-0.081914,-0.0596651,-0.145105,0.0523344,-0.0587073,0.0798207,-0.111236,0.249692,0.207033,-0.141674,0.126335,0.0948812,0.0945578,-0.0798258,0.0929935,-0.223938,0.00935295,-0.0302776,-0.078721,0.204702,-0.00452023,-0.0679491,-0.169801,-0.00741595,-0.111691,0.304982,0.115839,-0.0834638,-0.107624,0.136746,0.185773,0.201552,-0.130965
42,15.6415,-0.115146,0.102791,-0.00412545,-0.0229015,0.163834,-0.350224,0.0436912,-0.0997419,0.0873415,-0.0197135,0.13502,0.0728691,-0.144041,0.0446714,0.177515,-0.330982,-0.0713884,0.122988,0.0240369,0.083057,-0.300565,-0.0242184,-0.132726,0.0211853,-0.0717038,-0.278751,0.164324,0.0655453,0.0322612,-0.237835,0.0185396,-0.10513,-0.0211672,0.0272083,0.0306396,0.00519654,-0.202125,0.174029,0.0343426,-0.0257881,0.120987,-0.0149746,-0.122301,0.0701424,0.0658616,-0.0243853,-0.0513064,0.282981,-0.0172459,-0.29129,-0.00974155,-0.0758746,0.0792276,0.0292193,0.0503728,0.0298965
43,-15.4655,-0.132137,0.0218366,-0.111599,0.0884258,-0.00420393,0.0740695,0.062658,-0.046015,-0.0268828,-0.0945383,0.103276,0.0535952,-0.0160375,-0.0984403,0.0366098,-0.045024,-0.0688586,0.0473843,0.101618,-0.369011,-0.0596663,0.0461183,0.0532684,0.137282,0.0329063,0.045631,-0.124761,0.0853181,0.169978,-0.097694,-0.471075,-0.0833047,0.0535261,-0.226942,-0.0368769,0.167035,0.0811161,-0.00651736,-0.0421486,-0.062331,-0.0726615,-0.105524,0.208963,0.173983,-0.0582746,0.000799778,0.215028,0.0922174,0.183203,0.0772753,0.217435,-0.186514,0.205482,0.170053,0.0169137,-0.046361
44,-13.461,0.134912,-0.101711,-0.0202377,-0.156592,-0.0509586,-0.0369101,0.215089,0.195301,-0.0221705,-0.0843414,0.359677,-0.0810426,-0.0566529,-0.12026,-0.0676325,0.00870248,-0.340536,0.0292621,0.108306,-0.137661,-7.31364e-05,0.1521,0.0230672,-0.265204,0.152338,0.191523,-0.0594494,0.0792859,0.0586895,0.0674682,-0.153577,-0.108661,-0.1102,0.243345,0.0235851,-0.0961921,-0.173761,0.141453,0.00413319,0.146996,0.0760272,0.123611,-0.0263233,0.00772645,-0.135939,-0.20574,-0.0812296,-0.0665172,-0.000591265,-0.0654592,-0.0901233,0.200505,0.0744261,-0.0765475,0.0699598,-0.148839
45,12.3236,-0.0335715,0.0852742,-0.152226,0.0436149,-0.00642504,-0.181967,0.0109861,-0.0194981,0.14585,0.150487,-0.105158,-0.0300785,-0.19099,-0.253833,0.0234104,0.0733572,0.081227,0.0516166,0.0326198,0.150074,-0.197114,0.153018,-0.122407,-0.0994834,-0.17586,0.112004,-0.0856857,-0.15842,0.0809258,-0.0852981,0.00672269,-0.0773225,-0.0172243,0.15941,0.140705,-0.0185009,0.158121,0.0634803,0.00998058,0.0519861,0.128132,-0.169693,0.105589,-0.0855201,0.223641,-0.369402,0.226219,-0.124654,-0.0506005,0.346165,0.049852,0.0077807,0.0806973,-0.0984247,-0.117432,0.0701811
46,-11.306,0.112983,0.0769381,-0.0580149,0.299706,0.210371,-0.272072,0.0232454,0.0489478,0.258593,-0.156213,-0.123832,0.00809673,0.244771,0.153405,-0.157358,-0.0155134,-0.00312253,0.111852,-0.0254212,-0.0355585,-0.205336,0.184024,0.258197,-0.122972,-0.102097,-0.0367851,-0.0925514,-0.0838154,-0.0915478,0.139284,-0.103472,0.0328636,-0.132126,-0.0257078,-0.116701,0.0187861,-0.170866,-0.0438247,0.0106307,0.0818695,-0.247274,0.0422423,-0.00233789,-0.0858861,0.0925745,0.114199,-0.0617973,0.0204614,0.292347,0.120298,0.0357375,0.169413,-0.0203573,-0.123198,-0.0151918,0.0262002
47,8.9689,0.037843,-0.0705125,0.0928874,0.0870464,-0.0546239,0.156858,-0.154188,0.056369,0.108304,-0.167489,-0.0943747,0.127396,-0.201782,0.117983,0.143001,0.0176626,0.0360901,0.000527685,0.284643,0.010315,-0.140018,-0.192007,0.146984,-0.0364787,0.0570529,0.157279,-0.050658,0.0164523,-0.0457373,-0.316153,0.0889698,0.0536206,-0.133902,0.217721,-0.0977812,0.142181,0.114105,-0.0211909,-0.227508,0.145103,0.0248442,-0.102659,0.0143559,0.17242,-0.132759,-0.000127858,0.166521,0.175056,0.0568254,-0.00378376,0.0597554,0.209278,-0.272152,-0.165578,0.162637,0.00254894
48,-8.63101,0.124096,0.310116,-0.13836,0.19424,0.0283546,0.271099,-0.0737362,0.105728,0.0492614,-0.215952,0.0632054,-0.119626,-0.11389,0.0914137,0.00974127,-0.185908,0.242313,-0.143318,0.107787,0.0975763,-0.196357,0.0206578,0.0448139,0.0342143,-0.055839,0.0960187,0.0990652,0.0332572,0.0713722,0.188241,0.118544,-0.239379,-0.237444,0.0422174,0.0907926,-0.0946236,0.102622,-0.0510297,0.0778384,-0.0686221,0.0816067,0.213413,0.149917,0.00303588,-0.0404737,-0.00201733,0.0583436,-0.133574,0.0557212,-0.12558,-0.177174,-0.150193,0.106687,0.171377,0.0550646,-0.161696
49,8.12137,0.0725437,0.0471646,0.00427763,0.112594,0.130883,0.0133918,0.185725,0.125779,-0.0605488,-0.254676,0.201556,0.175971,0.089395,0.100738,0.0933951,0.124178,0.125616,0.0852551,-0.0666214,-0.101147,0.119,-0.156475,-0.185407,0.0559341,-0.0196552,-0.0743694,-0.0364162,-0.13305,-0.142506,0.156312,-0.0753723,-0.0552489,0.0655331,0.118219,0.0466581,-0.0669848,0.0674481,0.186258,-0.00610875,0.10435,0.264288,0.127537,0.118354,0.0295494,0.2256,0.198722,0.0537821,0.0438307,-0.182857,0.171736,0.134507,-0.090856,0.0244908,-0.215353,0.292474,0.210753
50,-6.61266,-0.0783152,-0.0330891,0.046282,0.0168393,0.0496971,0.135164,-0.0862052,-0.025282,-0.123159,0.21036,-0.0828189,-0.03639,0.132865,0.117675,-0.0828249,-0.389586,-0.00241398,0.0514683,-0.136324,-0.124298,-0.0254987,-0.243851,0.100186,-0.294853,-0.0429813,0.195362,0.0161673,0.0270117,0.140645,0.166157,-0.0363856,0.0707395,-0.00332407,0.117367,-0.0584398,0.254264,0.0864626,0.302401,0.154156,-0.0871585,0.15449,-0.0330047,0.0629683,-0.160255,0.052409,0.0939253,0.177528,0.141009,-0.0454108,0.013733,-0.0967431,0.195242,0.112237,-0.00494458,-0.110859,0.104643
51,5.14516,-0.247232,0.273971,-0.0871103,0.0909281,-0.103159,0.104146,-0.10014,0.0985308,-0.114775,0.000406795,0.0583239,0.0509888,-0.0524718,0.0856157,-0.172147,0.176282,-0.123277,-0.0724861,-0.0493855,-0.0851985,0.0289484,0.0919986,-0.172474,0.0362477,-0.0738992,-0.123033,0.304608,0.127814,0.187183,-0.0556971,0.0546279,0.109219,0.0502986,0.0056192,-0.080492,0.0156486,-0.0970283,-0.182368,0.205008,0.356626,0.122081,0.00699913,0.149176,-0.0326339,0.132642,0.0739332,0.0433826,0.180176,0.0632062,0.0547692,0.0257515,0.192933,-0.0488739,-0.162774,-0.149332,-0.224882
52,-4.73194,-0.206124,0.000439254,0.0775362,-0.056448,0.129328,0.128439,0.00838874,0.249935,0.0849424,0.0030451,0.18184,0.0396154,0.0816263,0.116081,0.116491,-0.0143853,0.0189769,-0.0564653,-0.0561727,0.145197,0.125502,-0.0549437,-0.00669641,-0.0485579,-5.69514e-06,0.0218537,-0.0447358,0.133588,0.252218,-0.0517448,-0.0799309,0.0398964,-0.285747,-0.136007,0.0843328,-0.188238,0.172275,-0.0914561,0.141469,-0.184147,-0.203831,-0.312355,-0.0715975,-0.192677,0.176599,-0.157931,-0.06958,-0.0279372,0.0802999,-0.152297,0.135967,0.0506429,0.014854,-0.23723,0.204729,0.0796437
53,2.27192,0.134163,-0.0723764,0.220541,-0.0707945,0.0700413,-0.0562644,0.0107935,0.176594,0.0153355,-0.0648665,0.0260462,0.0776716,0.193685,0.0307425,0.0589127,-0.0720954,0.0543212,-0.054848,0.0293098,0.150504,-0.0479804,-0.0256999,-0.075334,0.323111,0.211601,-0.0192581,0.28887,-0.257264,0.018035,0.0885624,-0.147455,0.0464811,0.0714509,0.0799981,-0.0482007,-0.00756011,-0.0746755,0.089847,0.0837849,-0.143332,0.0380387,-0.0126458,-0.122306,-0.0658175,-0.0034754,-0.133105,0.37006,-0.0920038,0.0853501,0.037963,0.20399,0.177292,-0.107014,0.127169,-0.127785,-0.302066
54,-2.08624,0.123056,0.178274,-0.0236037,-0.0626303,0.0356686,0.0825017,0.24663,-0.276857,0.0991721,0.0755111,-0.143899,-0.0637377,-0.189804,0.0167665,-0.165575,0.011474,-0.0779831,-0.128376,0.224459,0.100397,0.262143,-0.165646,0.0975085,-0.018544,0.0137672,-0.114284,-0.0424901,0.0287746,0.00585262,0.0237822,-0.266561,0.147512,-0.113302,0.277734,-0.0776799,-0.0555017,-0.14975,-0.111668,-0.0517875,-0.177445,0.16954,-0.0938183,-0.146851,-0.0664036,0.240401,0.133607,0.0685864,0.0477842,0.133391,0.00692485,-0.0533074,-0.178846,0.0524872,-0.0959837,0.00537467,-0.146909
55,-0.335991,-0.186202,-0.0152361,0.0674217,0.103623,-0.109647,0.111369,-0.0566303,0.0967153,0.153054,0.139698,0.0245229,-0.0721122,0.239352,0.00162112,0.271108,-0.0333232,0.0441926,0.267987,0.0105608,-0.0758741,-0.064701,0.19711,-0.0638807,0.019054,-0.179748,0.0751072,0.196261,0.155847,0.0583568,0.0977345,-0.0879863,0.101726,0.0481305,0.364734,-0.149883,-0.0946023,-0.0796035,-0.128215,-0.261908,-0.0454302,-0.101326,-0.0495103,-0.145352,0.0526352,-0.0871677,0.144659,0.0776176,-0.106584,-0.209975,0.0350508,-0.0878212,-0.217031,0.116558,-0.113542,-0.0147237,-0.060884
