Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80
25,56.4918,-0.0891336,0.128247,0.0443125,0.0358974,0.0238877,-0.116811,0.186522,0.00913943,-0.148327,-0.00250643,0.0698586,-0.004751,0.0866452,-0.091157,-0.0959613,0.0869427,0.0544059,-0.0950415,0.0339377,0.00344369,-0.0353139,-0.0688664,-0.116535,-0.0357357,0.119789,-0.00103698,0.0446968,-0.145889,0.0848547,0.0766979,-0.0576639,0.0551028,-0.186411,-0.181272,0.0390672,-0.241733,-0.0393066,0.0845306,-0.000529934,-0.169748,-0.207509,0.00337494,-0.0252328,-0.120377,0.170862,0.016022,-0.103938,-0.154016,0.0896186,0.0850949,-0.0142294,-0.023168,0.103165,-0.246418,0.228939,0.00826067,0.24747,-0.0307102,0.0186883,0.180666,0.230118,-0.0436671,-0.154115,-0.155089,0.0153438,0.0327283,-0.069602,0.0824564,0.116859,0.104059,0.0376858,0.00957866,-0.133504,0.0220102,-0.0204638,-0.0757012,0.0210389,-0.0106097,-0.0578686,-0.0524505,0.278726
26,-55.7341,-0.0579035,0.178461,-0.00308643,-0.000156263,-0.17895,-0.0383399,0.207308,-0.0395472,0.0762536,0.00533168,0.154773,0.124645,-0.0724713,0.158307,0.117179,-0.00114514,-0.0347061,0.0594911,-0.165472,-0.147204,-0.0551408,-0.148956,-0.0143181,0.0172007,0.0366771,-0.0194496,-0.0165824,-0.122746,-0.126699,-0.0686678,-0.131118,-0.1256,-0.117129,0.171002,-0.112476,-0.139571,0.148706,0.0399851,0.0505029,0.156505,-0.0348222,-0.256709,-0.1226,-0.103897,-0.239228,-0.143757,0.118682,0.0512828,-0.0723671,-0.0588716,-0.036129,-0.115187,-0.00255951,0.0191386,-0.0713908,-0.0640903,-0.195092,-0.00856681,-0.0316795,0.0598771,0.108248,0.139096,0.143644,-0.038158,-0.034632,-0.0620354,-0.146099,0.00167303,0.0473829,-0.117504,-0.0127867,-0.0984597,0.139715,-0.0641724,0.00106609,-0.0751502,0.125811,-0.00932216,-0.147041,0.0237119,0.291946
27,54.785,-0.0139057,-0.18108,-0.187572,0.104623,0.0843088,-0.02185,0.0380619,-0.0910468,-0.0202031,0.125397,0.0832252,0.0167411,0.0370693,-0.151857,0.0223234,-0.118589,-0.0712299,0.0436958,-0.110956,0.0963852,-0.00502684,0.107506,-0.0264858,0.102709,-0.156383,-0.172193,-0.130682,-0.00996009,-0.0560787,-0.312989,-0.0413671,-0.0731593,-0.0049806,0.168868,0.0945623,0.113178,0.151704,-0.046583,-0.033541,-0.263694,-0.167243,0.0146132,0.0586393,-0.264332,0.0645826,0.0892373,0.0147639,-0.172112,-0.0393785,-0.025079,-0.117007,0.0890056,-0.0528114,0.183473,0.126206,0.171764,-0.0351779,0.0844018,-0.0196391,-0.0511344,0.0547627,-0.0137592,0.0215528,-0.0165576,0.147449,0.0843747,0.0332115,0.160307,-0.030974,-0.173526,-0.00715306,-0.180992,-0.0956895,-0.0843211,-0.0353198,0.00793259,0.0496947,0.141112,-0.133554,-0.147189,0.0280561
28,53.5465,0.175794,0.135535,0.0622464,0.338224,0.113123,0.191246,0.0215484,-0.00681294,0.0304961,0.0629482,-0.0429422,0.0340176,-0.0142693,-0.0816642,0.215862,0.0258941,0.0687177,-0.0333217,-0.199495,0.112402,-0.0819225,0.093363,-0.0702165,-0.181902,0.128308,0.134495,0.0789529,0.0256938,-0.143972,-0.104172,-0.0150521,-0.0464766,0.127176,-0.100471,-0.155482,0.106693,-0.0256296,-0.153347,0.00495765,-0.0575981,0.11778,0.000734198,-0.0786092,-0.089517,0.130539,0.00113668,-0.0737309,0.0578565,0.021452,0.0667011,-0.0203029,-0.165035,-0.0785555,-0.0357157,0.123093,0.0227283,-0.224649,-0.178335,0.0906863,0.0974117,0.111894,0.092196,-0.150097,0.211949,-0.154312,-0.0649518,-0.082018,0.0419354,0.122547,0.0499831,-0.143272,0.00875119,-0.180204,0.0308104,-0.0993974,0.0679623,0.0620022,-0.0440007,-0.0984915,0.019552,-0.0873878
29,-52.8002,0.173196,-0.0194041,-0.0884963,-0.0484445,0.149979,-0.0714935,0.318331,-0.111516,0.0328462,-0.0219543,0.126261,-0.105625,-0.0461949,0.0228345,0.119036,-0.135983,0.126252,-0.00362011,-0.0818985,0.0242683,-0.107493,-0.0245536,-0.0976549,-0.17657,-0.0018146,-0.24331,-0.0852001,-0.0213177,0.0210639,0.0027482,-0.0574209,-0.00915406,0.0976188,-0.212224,-0.00132303,-0.120604,-0.182968,0.0930826,-0.216057,0.121514,-0.0359763,-0.0384008,-0.0816482,-0.0501186,0.138605,0.018426,0.105135,0.127498,0.104499,0.125313,0.0801025,0.161629,-0.115077,0.163607,-0.0175003,-0.0523822,0.0284591,0.0210214,0.076001,-0.01876,-0.0595126,0.0823144,0.228542,0.0998051,0.169658,-0.0610631,0.098124,-0.0069515,-0.153044,-0.0309291,-0.00822832,0.0764509,-0.0789637,0.150262,0.0346836,-0.0163807,0.0834455,-0.154796,0.228585,-0.0570761,0.0663702
30,-51.3967,-0.0530605,-0.00688658,0.0235713,0.256706,-0.110809,0.15638,-0.00973378,-0.24992,-0.0324038,-0.0337451,-0.00580622,-0.0746834,-0.0860345,-0.0702933,0.0451714,0.165654,-0.160047,0.00288676,0.0160285,0.114158,0.00242947,0.0102032,0.0234049,-0.139562,-0.00331669,-0.0511851,0.0364612,-0.112575,0.0153341,-0.000388758,-0.0209757,-0.131581,0.127679,-0.0851846,-0.00758002,-0.163798,-0.0740704,0.208824,0.0508403,-0.12648,0.00399194,-0.144447,0.0585873,0.1361,-0.062116,0.021802,0.0479574,0.108749,0.0446688,0.0040135,-0.0136523,-0.232686,0.0217482,0.153146,-0.128217,0.0637547,0.241182,0.0546509,-0.090351,0.114743,-0.172618,-0.279853,-0.0723855,-0.00739539,0.0101098,-0.113353,-0.0880581,-0.0337408,0.0107389,-0.136193,0.226008,-0.271767,0.0544437,0.0158571,-0.111945,0.0131684,0.0981896,-0.0208396,0.0674806,-0.0765153,-0.100839
31,49.9762,0.0309064,0.151909,0.12462,-0.0920886,0.00517217,-0.177943,-0.036273,-0.16714,0.0242723,-0.151158,0.219618,-0.102572,-0.249689,0.188067,-0.0433917,0.167954,0.0194317,-0.0762704,-0.0501298,0.134093,0.188065,0.216622,0.0446109,0.137432,-0.0939135,0.0599387,0.17037,0.028944,0.0438634,-0.108319,0.0147099,-0.0251657,-0.0756297,0.121118,-0.119195,-0.08143,-0.15642,0.13584,-0.144158,-0.167275,0.0101327,0.208613,-0.0749082,-0.0220772,-0.0358893,-0.0292814,-0.068444,0.00443635,-0.00635283,0.126859,-0.00891433,0.135417,0.0582086,-0.0812196,-0.0459658,-0.038496,-0.0914665,-0.0312332,0.312727,0.0178861,0.0557572,-0.00273479,0.0439115,0.0518152,-0.0608884,0.133014,-0.0109983,-0.0176618,0.0242723,-0.184508,-0.0604427,-0.207266,0.0141628,-0.0278863,-0.0147678,0.0576208,-0.101264,-0.122397,-0.0230192,-0.00388469,-0.0905734
32,-49.56,-0.0760389,0.0757686,0.100805,-0.0753765,-0.00717884,-0.100429,-0.0742851,0.0316372,-0.14769,-0.0795787,0.196706,0.143869,0.0027666,0.0369349,-0.210999,-0.00937389,0.0776667,0.0736151,-0.274549,0.0202931,-0.222113,0.0631621,-0.0911835,6.62112e-05,0.214242,0.0582913,0.050247,-0.0233735,-0.0532073,-0.150784,-0.151381,-0.123099,-0.167839,-0.148297,-0.0500595,0.201206,0.0365162,-0.115453,0.172782,-0.204292,-0.0961621,-0.0737242,0.047457,-0.116518,-0.0514798,-0.0256523,-0.0173476,0.122481,0.077259,-0.0148723,0.0681232,0.0372147,-0.078955,0.0887686,-0.142036,-0.0109236,0.148703,-0.0836625,0.036129,-0.0388973,-0.205802,0.0874931,0.0239375,-0.0350369,0.0738697,0.0183729,-0.107664,0.0269346,-0.04723,0.0221508,0.184769,0.117405,0.0422535,0.174643,-0.0400681,2.21934e-05,-0.187618,0.089415,0.0811571,0.129168,-0.171975
33,49.4265,-0.193553,-0.0319932,-0.0263697,0.0899139,0.0931903,0.125334,0.0755659,-0.126788,-0.181895,-0.0754562,0.0675702,0.183469,-0.175473,0.119621,0.149049,0.0528172,0.205696,0.0545316,0.129225,-0.162185,-0.00657422,0.0323656,0.119057,0.220653,0.00122192,-0.0257608,-0.0589838,0.131635,0.0780162,-0.088891,-0.155773,-0.0436233,0.0590042,-0.0373869,0.0964133,0.13598,-0.0667701,0.103271,-0.0892396,-0.0710785,-0.043746,-0.00328747,0.0739069,0.156177,0.0487725,-0.0352063,0.163029,0.0726045,-0.270269,0.06652,-0.0585787,-0.0793554,-0.114369,-0.11403,0.110999,-0.145419,0.0716732,-0.145986,-0.120478,-0.0967847,0.102487,-0.0439834,0.0927935,-0.131069,-0.0100344,-0.00709773,-0.0155141,0.256532,-0.00904568,0.123569,-0.0353228,0.0286619,-0.0773586,-0.0616928,-0.0720706,0.125611,0.120027,-0.0523306,0.0597324,0.203553,-0.0754016
34,-47.3868,-0.0397142,-0.194314,-0.176313,0.0905918,0.0211108,-0.0376604,-0.0589203,-0.0595683,-0.0287321,0.0122522,-0.034745,-0.116581,-0.181423,0.182473,-0.0621227,0.0818738,-0.105431,-0.167092,-0.0152883,0.0922222,-0.125361,0.0199309,-0.0993309,-0.0044796,-0.0818733,0.0685717,-0.179339,-0.122278,-0.0732124,0.0641182,0.00848118,0.119388,0.119707,0.0886701,0.259256,0.0487377,-0.131075,0.0468453,0.0580143,-0.0115049,-0.0379946,-0.193118,-0.142099,-0.246939,-0.113721,0.0824892,-0.130046,0.0781058,-0.0439538,0.102557,0.298055,-0.217067,0.011055,-0.106102,0.00983039,-0.0966351,-0.0876077,0.0287446,0.0652588,-0.162302,0.00935828,0.104583,-0.0409954,-0.128674,-0.145198,0.224583,0.0959245,-0.0116325,0.0914206,0.0592627,0.0455873,0.0338117,-0.0141244,0.160614,0.00521077,-0.107574,0.0684354,0.043585,0.0656716,0.0635387,-0.0218476
35,46.836,0.0740736,0.119211,0.0658533,0.0125177,0.00376492,0.0238472,0.0370379,0.0110615,-0.102602,0.182157,-0.0699107,-0.155152,-0.0842505,-0.0669917,-0.0816505,-0.0188185,0.155345,-0.0483633,0.100931,-0.148023,0.178173,-0.187173,-0.16596,-0.0707902,0.0455075,-0.0353134,0.0368787,0.0865548,0.0862542,-0.11259,0.0259344,0.0939114,-0.0848156,0.230152,0.0369266,0.14103,0.227704,0.271068,0.028876,-0.0633621,0.113158,-0.09238,0.0643123,0.0588723,-0.0421044,0.143844,0.119081,0.0779377,0.152532,0.250102,0.0999195,-0.0599335,-0.0209021,0.113396,-0.0104284,-0.0745004,0.0777335,-0.044092,0.0608459,-0.0269402,-0.170741,0.0151196,-0.0624916,0.133152,-0.0808897,0.0947769,-0.0735898,0.240722,-0.0718035,-0.0293695,-0.0764088,0.103687,-0.0437429,-0.00646932,-0.048632,-0.245252,-0.0963727,-0.114098,-0.1639,-0.0482912,0.0167578
36,-46.3072,0.141838,0.0786661,0.0459195,0.0562419,0.171681,0.209734,-0.019945,0.0550072,-0.029581,0.026403,0.149155,0.19116,-0.00546166,-0.191335,-0.0906145,0.136853,-0.0279727,0.0903611,0.225077,0.038546,-0.0358693,0.0276686,0.0641104,-0.0192345,-0.0510542,-0.0697691,-0.104671,-0.0754662,0.157895,0.0315454,-0.164055,-0.146636,0.0920378,-0.0313541,0.0832824,0.0453015,-0.103937,-0.19565,0.000139362,-0.0622066,0.0235418,0.00602546,-0.0807344,0.0020535,-0.106335,0.0215981,-0.0444506,0.153186,-0.0297037,0.104295,-0.00887097,0.0979442,0.184494,0.183798,-0.10498,-0.115889,-0.110767,0.177243,0.0998955,-0.0132504,0.0215706,0.0380905,-0.263154,-0.1278,0.0453469,0.0134794,-0.0605102,0.130534,-0.0043253,0.0695476,-0.176252,-0.0790268,0.236054,0.0375937,0.173794,-0.0498633,-0.133836,-0.109916,0.02378,0.00745751,0.212594
37,45.6145,0.250412,0.0661478,-0.152922,0.0452464,-0.141454,0.134233,-0.0659431,-0.0393946,-0.0825949,-0.188469,-0.128712,-0.0182212,0.0788512,-0.116017,-0.0656955,-0.150936,0.234775,-0.00633567,0.162888,0.210703,0.166282,0.0307238,-0.0451198,0.035692,0.189506,-0.0719431,0.0905366,0.115079,-0.0786287,-0.0286799,-0.075557,-0.0554666,-0.0845301,0.0644683,-0.017167,-0.127613,-0.0389166,-0.0107507,0.0438942,0.00578888,-0.0315707,-0.181064,-0.138201,0.0121618,0.124882,-0.0436488,0.151591,0.0309143,0.0665463,-0.0724869,-0.161989,-0.0991531,-0.113562,-0.0613757,-0.0817804,0.104507,-0.0380832,-0.0695363,0.12655,-0.305327,0.126092,0.0941225,0.0170933,-0.240675,-0.0501132,0.158626,0.015529,-0.0654114,0.00397732,0.0123886,0.0960115,-0.0579281,0.0790579,-0.111654,-0.0461345,-0.0743001,-0.0805594,0.0520229,0.170113,-0.0853483,-0.00681339
38,-44.5644,-0.0571575,-0.0860346,0.047179,-0.00944913,-0.166409,-0.0433633,0.0133027,-0.0203532,0.000836879,0.216929,-0.184557,0.0718869,0.133423,0.129717,0.124078,0.0312368,-0.0975013,0.0556042,-0.152499,-0.0877032,0.140266,0.201597,-0.154615,-0.00495909,-0.0218171,-0.0621743,0.125698,-0.0425992,-0.00755896,-0.0151804,-0.0821812,0.11677,-0.0348049,-0.0323209,-0.0759364,-0.0513754,-0.0126542,-0.0772727,-0.0418322,0.076448,0.00448405,0.0740057,-0.288072,0.022779,-0.0835113,-0.108176,0.0464414,0.0388095,0.0134409,0.0550865,0.202102,-0.0805749,0.10926,0.102413,-0.0572248,0.0643373,-0.0177055,-0.115163,-0.0329129,-0.0336807,0.065511,-0.142415,-0.13093,-0.151507,0.2639,0.00980021,0.119218,0.339407,0.111686,-0.0538164,-0.02782,0.113156,-0.0219294,-0.123083,-0.0860252,0.0787089,-0.211216,-0.0706034,0.197939,-0.0725305,-0.0345446
39,42.7547,-0.0766972,0.0960881,-0.104971,0.0541712,0.0219478,-0.223448,0.0936614,-0.105243,-0.219174,0.0363952,-0.13722,0.0311268,-0.0477962,0.0170904,0.016888,0.0488827,0.0992238,0.194067,-0.0339136,0.0896111,-0.0176787,-0.0517381,0.117539,-0.201874,0.090911,-0.00663688,0.239665,-0.0635511,0.138342,0.0246556,-0.152811,-0.0206031,0.138314,0.182107,0.186462,0.0594775,0.0928816,-0.210354,-0.110611,0.0243152,0.123925,0.0804939,0.122291,-0.0431471,0.0837402,-0.0449472,-0.0149898,-0.354769,-0.014207,-0.0490711,0.0598648,-0.0714367,0.00349683,-0.0451838,-0.117036,0.0454842,-0.170344,-0.00792831,-0.0107037,0.0828758,-0.174696,-0.134273,0.164614,-0.0378712,-0.00132973,0.0566234,0.00814932,-0.0439018,0.09327,0.122744,-0.0500721,-0.127146,0.0444602,0.0889691,-0.016779,-0.167086,-0.0457474,-0.108246,0.150448,0.0419131,0.0493952
40,-42.2108,0.0606601,0.0450677,-0.0780516,0.117279,0.0195614,-0.0365655,0.0260556,0.0136283,-0.0604958,-0.0331182,0.101906,-0.0172635,-0.162596,0.00174237,0.111589,-0.108816,0.0375795,0.241401,0.111269,-0.129915,0.278207,-0.104984,-0.060778,-0.0475668,0.134092,0.217658,0.114789,0.0417777,0.0716522,-0.0789138,-0.0485567,0.179554,0.00875248,-0.096826,-0.0389305,-0.109427,-0.0312447,-0.0929812,-0.0473003,0.0203661,-0.030273,-0.0274866,0.0395135,-0.116516,-0.00530185,0.0730643,-0.199973,0.310997,0.0353728,-0.201957,0.0768828,0.105377,-0.093535,0.00637175,0.072952,0.0258963,-0.0922886,0.114323,-0.167944,0.139805,0.0150996,-0.201552,-0.00250894,-0.150003,0.0761419,0.223397,0.108992,-0.000511308,-0.0354046,-0.166059,-0.0182124,0.061641,0.0790396,0.140035,0.0578883,0.010742,0.0699493,0.155213,-0.15753,0.00995722,-0.108308
41,40.6711,-0.0729354,-0.0380141,-0.0760723,0.0483711,-0.00359568,0.10421,-0.0342801,-0.0899596,-0.110844,0.141322,0.236118,-0.058281,-0.161562,0.0526416,-0.167267,-0.165312,0.0172519,-0.131042,0.0734481,0.0811144,-0.181093,-0.0460638,0.142332,-0.157518,0.0454093,0.0703383,-0.0193124,-0.0403692,0.0423466,-0.0601759,-0.108991,0.124998,-0.13652,0.0683229,-0.102031,0.0394849,-0.0666906,-0.0849352,0.0215753,0.2509,0.18113,0.0294883,-0.0606414,0.124432,0.0103018,0.00164316,0.0482753,-0.133461,0.119232,0.248334,-0.166323,-0.00684198,0.229747,0.174076,0.0849346,0.0293106,-0.00592848,-0.189727,-0.123219,0.125279,0.106934,0.08058,0.00215698,-0.106576,0.13002,0.158116,0.15476,-0.0840551,0.0499026,-0.00742413,0.162181,0.0144325,0.0568595,-0.0736217,0.0397668,0.105794,0.0501485,0.014008,-0.120575,-0.0305256,-0.148446
42,38.922,0.0638763,0.036093,-0.10857,0.0456938,-0.0595189,-0.0460042,-0.109022,-0.0881184,0.121422,-0.11011,0.00127503,0.0364203,0.0254739,0.181113,-0.0881886,-0.0826988,-0.068246,0.0945949,0.0506518,0.167294,-0.0110586,-0.0450197,0.127064,-0.0641266,-0.109834,0.0167438,0.0911821,-0.165617,0.0520368,0.191953,0.0173754,-0.214643,-0.0645228,-0.121718,-0.0102501,0.150601,0.145089,0.0851219,0.0978497,-0.0298424,0.03299,0.0565926,0.041056,-0.0831792,0.043822,-0.122979,-0.0707351,0.0692625,0.0571601,-0.0238679,0.0171847,-0.0349456,-0.0788097,-0.050085,0.207809,-0.293859,-0.0352176,-0.126624,-0.0838168,0.0242497,0.111909,0.0373599,-0.0720607,-0.0621182,0.200614,-0.102933,0.133545,0.0859892,-0.28111,-0.034097,-0.1499,-0.0369657,0.00971705,-0.0942168,-0.140201,-0.339894,0.0168659,-0.0628377,-0.019725,-0.120627,-0.153085
43,38.1024,-0.0217631,0.160923,0.0084272,0.029468,-0.147694,-0.0576179,-0.125177,0.100902,-0.166903,-0.0719353,-0.0057221,0.299082,0.0410275,0.185482,-0.154937,-0.18236,-0.0413111,-0.055325,-0.00433419,0.0201696,0.0605412,0.0453937,-0.135228,-0.0405978,0.00483781,-0.180135,-0.0617713,-0.0913004,0.134093,0.0373405,-0.0177467,0.161184,0.120768,0.000965677,0.00730651,0.0836627,-0.135881,0.0564647,-0.0716708,0.0700795,0.0753954,-0.0406653,-0.0711852,-0.122178,-0.0700383,0.111639,-0.0215605,-0.00631971,0.00918043,0.116595,-0.0909441,0.176421,-0.141511,0.0327352,0.0619369,0.0680694,-0.125603,-0.0318274,-0.0831856,0.0176235,0.0454376,-0.185439,0.000402558,-0.00238596,-0.382469,-0.302236,0.0415242,0.106822,-0.105961,0.0286863,0.142064,-0.133716,-0.0547716,0.0529399,0.0512094,0.0476116,-0.041128,0.052238,-0.035929,-0.160398,-0.00517867
44,-37.9409,0.118452,0.119347,0.0973735,-0.0865631,-0.114724,0.282634,0.132446,-0.0576317,0.028316,-0.168439,-0.0889077,-0.0197596,-0.0177862,-0.133445,-0.0286545,-0.167944,-0.206877,-0.0318206,0.00087415,-0.11058,-0.148069,0.129185,-0.150208,-0.0116799,0.0574466,0.167663,-0.0639203,0.0898026,0.154256,-0.0560478,0.160171,0.012388,-0.0669335,0.147535,0.0397209,0.070951,-0.0276719,-0.11028,-0.0862628,0.0367101,-0.204154,0.0396522,0.014911,0.0271326,0.0960125,-0.0551825,-0.150547,-0.0773196,0.0602034,0.0190197,0.148082,-0.0912063,0.0515698,0.0162632,0.00456812,-0.0604356,0.0177793,0.0989235,0.133009,0.0359249,0.0984796,-0.0737598,0.296817,-0.0301556,0.0308798,-0.108308,0.155984,0.187133,-0.0384451,0.125787,0.107225,-0.122466,0.195968,0.0288302,-0.172828,-0.0445292,0.0311298,-0.0679392,-0.128928,0.124083,-0.0655336
45,-35.5727,-0.0374782,-0.0341165,-0.14149,0.00140322,0.269993,-0.0490847,-0.0278663,0.0847488,-0.00375391,0.066521,0.00422942,0.069007,-0.112903,-0.07483,-0.0980547,0.0369612,0.0526392,0.0431386,-0.0447971,0.0114391,0.0110859,-0.119788,-0.0599511,0.101068,-0.0650379,-0.0307424,0.116865,-0.155603,0.203069,-0.187303,0.129325,0.152725,-0.0266556,-0.122861,-0.226591,-0.0437849,-0.244916,0.002032,0.0779839,0.205021,-0.142657,-0.0295573,0.2017,0.0963794,-0.0328063,-0.1735,-0.0143616,0.00321057,-0.130034,-0.0198246,0.0409215,-0.268616,0.00712641,-0.132151,-0.0945844,0.230225,-0.115436,0.0959233,0.0751364,-0.0884171,-0.0642126,0.18846,-0.025885,0.00675006,0.0729042,-0.138191,0.0017652,0.128758,-0.070624,0.0235602,0.061153,-0.0974675,-0.0700762,-0.054774,0.0225815,-0.162085,-0.0543252,-0.0338736,-0.0932782,-0.134907,-0.0946846
46,34.7536,-0.179079,0.0187051,-0.00906251,-0.0206645,0.0754011,-0.00278522,0.0599875,0.0139064,-0.153768,0.142453,-0.0615459,-0.187708,-0.0392181,0.161504,0.170917,-0.289669,-0.0961601,0.00645052,0.160404,0.13156,0.0902363,0.0350893,0.109436,-0.237331,0.0891934,0.0723488,-0.13328,-0.0974988,-0.134678,0.130134,-0.156075,-0.0470508,-0.170287,-0.136969,-0.0834137,0.00821707,0.0996133,-0.0620847,0.00846809,-0.07541,-0.214585,-0.0877725,0.0177035,0.0598738,-0.061889,0.0412374,0.164681,0.0156284,-0.221391,-0.0520136,-0.00621293,0.0929028,0.145981,-0.0362721,-0.0266884,0.0719247,-0.0460513,0.197465,0.285929,-0.042504,-0.0159971,-0.0545439,-0.067248,0.0573219,-0.139979,-0.0954939,0.0934519,0.0281281,-0.0837804,0.0162023,0.0046079,-0.0153903,-0.0760432,-0.0363858,-0.0400437,-0.0143331,-0.140343,-0.0613501,-0.0913516,0.122648,-0.103727
47,33.2985,0.2357,-0.16724,0.120928,0.196613,0.0412558,-0.138308,0.00472062,-0.141954,-0.169429,-0.267688,0.00310204,-0.0673184,0.0240951,0.0302762,-0.167881,-0.0618289,-0.0715902,-0.131977,-0.109412,-0.13396,-0.0264888,-0.240579,0.0758551,-0.0109563,-0.0791825,0.119677,0.286514,0.0250749,-0.0866413,-0.0969166,0.0573095,-0.0131312,0.00841534,-0.0448394,0.123145,-0.127279,0.0685301,-0.0878037,-0.116977,0.0316771,-0.155798,-0.038918,-0.0501952,0.0415104,-0.0907533,0.236496,-0.00429051,-0.0742098,-0.156225,0.0166105,-0.0742835,-0.036459,0.135709,0.149842,-0.0248274,-0.0665643,0.00392473,0.0485383,-0.094289,-0.136417,0.0370585,0.0602443,-0.012343,-0.109242,-0.0380814,-0.263029,0.00624378,0.00676179,0.0261201,-0.0621099,-0.174707,0.139317,-0.0584773,-0.0160257,-0.00723127,0.077971,-0.12249,-0.0625413,-0.0381936,-0.00988351,-0.0553538
48,-33.1483,-0.0215695,0.00117771,-0.0260675,-0.109448,-0.145249,0.0284503,-0.018177,-0.138664,-0.00111145,-0.0181922,0.152746,0.119875,-0.151382,-0.212508,-0.0117379,-0.0108103,0.0475689,-0.136754,-0.124684,-0.0440419,0.0403139,-0.0541448,-0.192831,-0.300196,-0.186688,-0.0543289,-0.0621065,-0.00648621,0.0893605,0.112942,-0.0119172,0.138801,-0.111962,-0.0204918,0.167045,0.0250907,0.0760224,-0.223827,-0.0659367,-0.146555,-0.00201198,0.190084,-0.0204297,0.147489,-0.104984,-0.245861,0.214752,0.0563894,-0.00705353,-0.128108,-0.00823248,-0.0989017,0.00476667,-0.0769706,-0.0749045,-0.00307308,0.084954,0.099128,-0.0112468,0.0308352,0.124511,0.0702798,0.00794984,-0.0204691,-0.204577,0.0646575,-0.074108,-0.00476575,-0.0544316,-0.0878253,-0.206742,0.0543474,-0.0816613,0.0334841,0.0140105,-0.0126122,0.115754,0.123901,0.0866101,-0.152867,-0.178916
49,-30.8619,0.05022,0.0226388,0.171957,-0.252319,0.0559493,-0.113337,-0.0719557,-0.31147,-0.0415705,0.0550801,-0.270438,-0.0127075,-0.0918045,0.0976007,0.0751686,-0.0512811,-0.0874486,-0.0980629,0.149661,0.0789561,-0.0678418,-0.00418598,-0.0679164,0.0906643,-0.0383829,0.126283,0.147879,0.0596468,0.0101376,-0.197893,-0.0431358,0.0369306,-0.0318474,-0.210728,0.0666655,0.189511,0.0627055,-0.0964382,-0.0361246,0.0134243,-0.0932007,-0.115151,0.0431951,-0.0282669,0.100769,-0.0904934,0.0617929,0.0924972,-0.0654118,-0.00646758,0.0496754,-0.064052,-0.0851803,0.145822,0.0100038,0.0432983,0.0642344,-0.0784915,-0.136008,0.112527,0.179114,0.0527081,-0.117094,0.210461,-0.0860935,0.0776038,0.0250685,-0.062586,-0.0305036,0.0234116,0.0830995,-0.114458,0.147203,-0.0386297,0.284442,-0.0270444,0.0220292,0.00151944,0.0720848,-0.107961,0.198646
50,-30.0019,0.0174748,-0.0130273,-0.230653,-0.0860417,-0.0852505,0.284052,0.0296861,-0.160009,-0.0967066,-0.096611,-0.0905748,-0.0251214,-0.000864321,0.0438677,0.0843679,0.139446,-0.175009,-0.0344512,0.00609816,-0.099648,-0.0683455,-0.17459,-0.172803,0.126604,0.0235412,-0.0216445,-0.0534517,-0.0303705,-0.0565616,-0.14525,0.0490343,-0.126408,-0.093069,-0.121214,-0.0143565,0.0247916,0.0903808,-0.0864053,-0.0522979,0.0173018,-0.00910944,0.158438,-0.0642186,0.0655202,-0.0827402,0.0716618,0.110491,-0.0674023,0.0548374,0.166031,-0.0522448,0.187797,-0.0960625,-0.312269,-0.0503092,0.151865,-0.137699,-0.189923,0.0518958,0.0789357,-0.233533,-0.0594494,-0.174994,-0.143142,0.0602221,-0.0626564,0.129687,-0.110214,-0.0323231,-0.113449,-0.05089,-0.0101235,-0.0382965,0.163659,0.137948,-0.107419,-0.00145175,-0.0318552,-0.0464611,0.0616519,0.00463229
