Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84
10,-79.3753,0.0631703,0.214304,0.00212811,-0.0216871,0.102542,-0.0595638,-0.267661,0.157554,-0.0405402,-0.0621708,-0.0546513,-0.0892043,-0.209375,0.0390681,-0.00909056,-0.151982,-0.0287524,0.171569,0.136625,0.0648064,-0.0379376,0.103879,0.135153,-0.113503,0.0282686,-0.0359403,0.0856764,0.042331,0.0890994,-0.041399,0.0300569,0.101095,0.0288819,0.124255,-0.073971,0.0168017,0.162389,0.187457,-0.131878,0.0196227,0.0446402,-0.0838237,0.207535,-0.0330023,-0.0700763,0.0199577,0.0980703,0.120902,0.247185,0.109761,0.0723458,-0.0709674,-0.00843573,0.0670276,0.076068,0.0547733,-0.0164309,-0.0321017,0.0998778,0.0138063,-0.0899942,0.22934,0.124858,-0.0281905,0.113536,0.180287,-0.133886,0.0472312,0.116594,0.161385,0.0176667,0.0656052,-0.147974,0.0734577,-0.135393,-0.0481165,0.118858,-0.0514608,-0.136931,0.180162,0.0902399,0.117341,0.0389302,0.0177158,0.0821608
11,78.9749,-0.00296321,0.106694,-0.0742717,-0.142789,-0.127901,-0.0827583,-0.0655379,-0.0415057,-0.0242539,0.0750727,0.124031,0.106025,-0.0083367,0.0366539,-0.102116,0.267366,0.0415867,-0.0398924,0.0685154,-0.105066,-0.0680824,-0.0257613,0.0149336,-0.0476376,0.0759021,0.108775,0.0718553,0.0184745,0.113705,-0.114163,-0.149135,-0.0392143,0.0290518,0.0455199,-0.14467,-0.167799,-0.014497,-0.107903,-0.211343,-0.0679366,-0.0372943,-0.122044,-0.0580135,-0.0225745,0.0536538,0.0542913,-0.214244,-0.0428194,0.141318,-0.145217,0.0498514,-0.0721218,0.0971498,-0.000966185,-0.103397,-0.0317505,0.163349,0.242665,-0.00322893,-0.0643927,-0.0683382,0.0254404,0.136936,0.0533883,0.0966012,0.0841353,0.170057,-0.157828,0.0618023,-0.139365,-0.0746527,-0.140316,-0.085739,0.126361,-0.150654,0.216835,-0.18866,-0.0997959,0.111452,0.213971,0.0643555,-0.0905148,-0.0952488,0.0501656,-0.0691084
12,-78.7117,-0.11716,-0.0154193,-0.102104,-0.0603216,0.100971,0.00827185,0.0712798,-0.0162289,0.00297124,0.20476,0.0382854,-0.179517,0.0773993,0.149104,-0.0478205,0.0280114,-0.0819332,0.130077,0.118185,-0.0975749,-0.0286405,0.0653896,-0.107234,-0.00391987,0.153649,-0.102193,-0.00460463,-0.188048,0.289407,0.134585,-0.070863,-0.138219,0.197108,0.0275574,0.0684824,0.00996334,0.0745532,0.0262169,-0.0475962,-0.0289324,0.0430492,0.154818,0.0401036,0.0374139,0.0214187,0.11875,0.00219739,0.180277,-0.0405759,-0.0168392,0.050185,-0.173819,-0.175731,0.0814191,-0.1461,-0.0755397,0.123905,-0.00907753,-0.256732,0.0916377,0.0591693,0.00506178,0.18478,0.113581,-0.112336,0.038683,-0.0150975,0.0370419,-0.0787311,0.00622358,-0.0837499,-0.0973461,0.0193378,-0.219984,-0.0660027,-0.186529,0.0445919,-0.143088,0.106331,-0.127523,-0.0357849,0.194065,-0.0636629,-0.0389766,-0.0139278
13,77.1175,0.101564,-0.0389448,-0.024523,-0.0630819,-0.192228,-0.0459089,-0.0789254,0.0779441,0.193641,0.0897243,-0.0884671,-0.0014762,0.116351,0.221494,0.113006,0.177163,0.0906906,-0.184115,-0.0886495,-0.11288,-0.0969874,-0.0231322,0.0422867,-0.140748,-0.011564,-0.0955419,-0.0599201,-0.224602,0.0746671,0.00663332,-0.0330605,0.0165752,0.0758615,0.0465583,0.250863,-0.0132634,-0.109893,0.090499,0.090478,0.0230024,-0.21999,0.0500253,-0.0979772,0.0904237,-0.218848,-0.0157408,0.0761306,-0.0962464,-0.060502,-0.0674335,0.0109694,0.12593,-0.103016,0.0393694,-0.141244,0.184805,0.168456,-0.193775,0.149281,-0.0503414,-0.140126,0.0877165,0.0135648,-0.111994,0.140008,-0.0370722,-0.0196822,0.0352502,0.015173,-0.00756544,-0.0509401,-0.00880927,-0.0640234,-0.0884818,-0.121095,0.0784849,0.0670264,-0.0273652,-0.2075,0.0908754,-0.00722168,0.025813,0.19545,-0.0174323,0.0175025
14,-74.7138,0.0358114,-0.0711039,0.0636383,0.00713783,-0.00187445,0.149571,-0.0230181,0.00749022,-0.0585639,0.063092,-0.0255872,-0.0314851,0.00515264,-0.0892355,-0.0246865,-0.0102891,0.408927,-0.152643,-0.067797,0.03265,-0.102524,0.0670189,0.0403128,-0.164126,0.0123324,-0.00898619,-0.0210244,0.106577,0.00793703,0.104443,-0.236127,-0.00552512,-0.069563,-0.00707688,-0.0559071,-0.0561119,0.070026,0.050489,-0.0922708,0.0960373,-0.0350298,0.0562547,0.10854,-0.123596,0.0745726,0.151837,0.155561,-0.206225,0.0396052,-0.0284076,0.134451,-0.114486,-0.125938,-0.205677,0.103951,-0.021103,-0.0814545,0.10565,0.0831094,0.188824,0.0482903,0.182831,-0.0489033,-0.0665089,0.0246556,0.0376819,0.343063,0.0604178,-0.186589,0.023738,0.0473915,-0.0519018,0.0938109,-0.112075,0.0311545,-0.12555,-0.0950456,-0.0954959,-0.00689262,-0.0700429,0.0427696,0.0835166,0.164957,0.0176065,0.00555352
15,74.596,0.117447,-0.00574137,0.196525,0.218944,0.108539,-0.0278016,0.0766889,0.0661753,-0.032346,-0.102712,-0.132907,0.202667,-0.0253891,0.0641127,0.106488,0.0212142,0.0851406,0.0340348,0.0564897,-0.039781,0.152976,0.00197789,0.0237437,0.0487318,0.122742,-0.138606,0.0989167,-0.0906933,0.0867546,0.0270095,-0.0164693,0.114895,0.0850381,-0.178804,-0.0768197,-0.1153,-0.00126486,0.190277,-0.0547925,-0.0467678,-0.0827921,0.0693796,-0.0974643,-0.198974,-0.0839082,0.0488692,0.0538176,-0.143052,-0.15971,0.32042,0.0266319,0.148117,-0.0264876,0.0969091,-0.0660782,-0.0983019,0.111234,0.167555,0.0794613,-0.025121,0.151054,-0.139875,0.175529,0.0901034,0.0617171,0.146251,-0.0119229,-0.069433,0.102264,0.175898,-0.0255907,-0.139562,0.052981,-0.0200679,-0.0110635,0.0720058,-0.135596,-0.00845732,-0.0836613,-0.165906,0.100354,-0.0773841,-0.0681408,0.0142312,-0.0727685
16,71.5054,-0.0260099,0.264243,0.0793599,0.173956,-0.164813,0.128457,-0.25383,-0.129231,-0.227143,0.0243543,-0.13796,0.151064,0.150698,0.0783922,0.0223159,0.0283881,-0.234024,0.101014,-0.0450674,0.105823,-0.0301254,-0.0543762,-0.0116285,0.0227452,0.110531,-0.128155,0.00962909,0.0805067,0.0113127,0.0555964,1.2292e-05,-0.165912,0.0437087,-0.0483736,0.0294679,0.131579,-0.181383,0.0443579,0.00653364,-0.0576617,-0.0623003,-0.12512,-0.06824,-0.0218872,-0.0414463,0.062381,-0.00136854,0.0303092,0.145326,-0.100262,0.181601,0.0765702,-0.157411,-0.075929,-0.0833091,-0.0493332,0.0866662,-0.00638284,-0.056495,-0.0879134,0.103654,0.16393,-0.0880648,-0.0680403,-0.105647,-0.0354105,0.0715952,0.130169,-0.0978592,0.00655273,0.0167591,-0.0837711,-0.0284524,0.13791,0.278022,-0.0220119,-0.0850949,-0.0106153,-0.0774179,-0.0256383,0.0861762,-0.0331223,-0.0560955,-0.207594,0.0849157
17,-71.0218,0.13266,-0.0294397,0.123857,0.0324228,-0.0392616,0.211747,0.0252053,0.00664086,-0.0368175,-0.076799,0.0153,0.0411317,0.242257,-0.134708,-0.00123171,0.0666099,0.0436457,0.02984,-0.0405299,-0.154253,-0.147483,0.0605786,0.127162,0.178909,0.0810715,-0.188956,-0.0268528,-0.0122423,-0.0833612,-0.19543,0.14925,0.00665432,0.0810429,-0.00743182,0.117305,-0.105838,0.117152,0.25697,-0.160379,-0.0375071,0.00704571,0.106997,0.0740556,0.219361,-0.0621722,-0.0701842,0.046476,0.167266,-0.000745343,-0.115131,-0.189614,-0.105701,0.121043,-0.100481,0.0303307,-0.00695372,0.124595,0.00161555,-0.249537,-0.0223738,-0.113373,0.0245477,-0.00389677,0.0663933,-0.00189664,0.11459,0.0730532,0.0197616,-0.0268703,0.0363098,0.14975,0.0168737,0.114141,0.12416,0.0641475,-0.049695,-0.0827412,0.127658,0.00787627,0.0361211,0.115873,-0.00973123,0.0976099,0.252436,-0.0222151
18,70.0376,0.0964107,-0.0915072,-0.237658,-0.0339228,-0.142721,-0.148205,0.031921,-0.000608132,-0.0201955,0.0238415,0.0262714,0.00876077,0.0555472,-0.134227,0.11805,0.0788774,0.0744324,0.106519,-0.0289925,-0.105912,-0.0553656,-0.181408,-0.00612546,0.0320705,-0.142986,-0.206465,-0.0816011,-0.0935825,0.0678005,0.00463413,0.310801,0.0370029,-0.0172155,0.00508183,0.0734018,0.10306,-0.0810466,0.157449,0.0617585,0.0220585,0.0109556,-0.2283,-0.0332917,-0.0874265,0.148838,0.1641,-0.125206,0.0142018,0.0908101,0.206785,0.15472,-0.153211,2.89082e-05,-0.195403,0.0827761,-0.0991222,-0.0301783,0.0529322,-0.0145109,0.0038536,-0.136985,0.0542716,-0.125021,-0.0517555,0.141036,0.0179512,0.00729135,-0.160956,-0.0777732,0.165821,-0.235395,0.0577651,0.0314491,0.0206311,-0.0186263,0.0227662,0.0536421,0.0461592,0.0702451,-0.130386,0.0476547,0.119588,-0.0913507,-0.0470212,-0.145905
19,68.436,0.117696,-0.00138398,0.0482002,-0.180288,-0.0640459,0.209866,-0.116016,-0.0203884,0.05796,-0.051386,-0.0845915,-0.00278589,-0.0419044,-0.224766,0.0493667,0.158406,-0.0385178,-0.123561,0.0149379,0.106589,0.00797532,-0.0803751,-0.103484,-0.0458439,0.0513741,0.193047,-0.167371,0.188171,0.106371,0.0683598,-0.086024,-0.229694,0.00759452,-0.0345654,0.202479,-0.0423647,0.310969,-0.0563222,-0.0400864,-0.0971554,-0.0117106,0.00594519,-0.0698409,-0.0670994,0.09756,0.0403021,0.0282038,0.114677,0.0632856,-0.00412156,0.104909,0.2104,0.0572674,-0.0349191,-0.0294721,0.01633,0.0493692,0.0646753,-0.0287202,-0.0731511,0.0210303,-0.0916689,-0.14377,0.0978756,0.0516633,0.0555304,-0.272145,-0.104763,0.0733749,0.222641,0.025241,-0.0178183,-0.0615808,-0.201049,0.0991582,0.103371,0.0229627,-0.0171756,-0.0399274,-0.0669378,0.0575861,0.161711,0.0404761,0.0792544,-0.0839331
20,-67.4124,-0.0176527,0.130801,0.00273146,0.273018,-0.079353,0.00547268,0.103334,0.0500665,0.203189,0.113334,-0.0414152,-0.183457,-0.0149051,-0.12501,-0.112078,-0.0406878,0.0523055,-0.0808143,-0.0282348,-0.0303253,0.0461714,0.0585029,-0.00601952,-0.104173,0.111356,0.0481785,0.179832,0.0900793,0.103047,0.178651,0.0927062,0.0307676,-0.173506,-0.00104356,0.189499,-0.0209066,0.0405254,-0.0143645,-0.116894,0.0259281,0.122502,0.0448055,-0.280893,0.214695,0.19562,0.0649772,0.0848932,-0.131971,0.200163,0.149221,-0.0926061,0.037776,-0.121402,0.00444795,0.0114968,0.029858,-0.0223492,-0.0599639,-0.0921915,-0.318034,-0.0782711,-0.0185112,0.0109622,0.0150378,0.000993706,0.0623482,0.00374856,-0.0345968,-0.145448,0.0327362,-0.0482476,-0.0321147,0.015888,0.16007,-0.0577266,-0.0552392,0.0241236,-0.106378,-0.037297,0.00924056,-0.0741476,-0.169374,-0.103223,0.0839916,0.0750411
21,-66.0456,0.0460394,0.112875,0.162101,-0.0721019,0.0106053,0.130609,0.0395138,-0.0419118,-0.013669,-0.0347922,0.120548,-0.0793335,0.112718,0.0267223,0.172841,0.00852919,0.164181,-0.107501,-0.179793,0.0788821,-0.0758266,0.0746021,-0.0742445,-0.11144,-0.044338,-0.0378054,0.224037,0.139146,0.00688402,0.0838926,0.0132412,0.0337076,0.138916,0.0508875,-0.103893,-0.0267841,-0.00750165,0.0743235,0.0285474,-0.162498,-0.0324192,0.0581761,0.214725,0.0203749,-0.146042,0.0960967,-0.0955577,0.0783562,0.0175795,0.14733,-0.217156,0.02542,-0.232758,-0.0977843,-0.0418777,0.142253,-0.0922649,-0.0272382,-0.0942598,-0.00550124,-0.0194239,-0.189325,-0.0820561,-0.0736503,-0.049201,-0.0270869,-0.0178246,-0.0760955,0.120924,-0.0449689,-0.12964,0.0395829,-0.107935,0.0921676,0.0708921,0.141721,0.222647,-0.152008,0.231771,0.0559835,0.109173,-0.0377093,-0.0950757,-0.180398,-0.144426
22,-65.8752,-0.290976,0.110163,-0.0566428,-0.0417446,-0.0418403,-0.083898,-0.00936466,-0.104194,-0.0908468,-0.0305154,0.110622,0.0234525,0.0567792,-0.0425318,0.057792,-0.0562093,0.10528,0.215467,-0.000689777,0.111451,-0.139339,-0.0017739,0.326287,0.041941,0.0467892,-0.0194319,-0.103226,0.217426,0.122228,-0.0220396,0.17448,-0.0410168,0.130176,-0.180155,0.135707,-0.0497559,0.170637,-0.194952,0.139474,-0.0385281,0.0944597,0.13055,-0.0734619,-0.130529,-0.033022,0.0383846,-0.068016,-0.045851,-0.0393408,0.0928881,-0.0393749,0.0182183,-0.0708069,0.0449166,-0.0761091,0.0430251,0.149495,-0.0527822,0.0954343,0.0144555,-0.101374,-0.155226,0.082973,-0.207797,0.0726355,0.0540196,0.100512,0.0321905,-0.0365541,0.000984485,0.117665,0.261339,0.113359,0.00201378,-0.042826,0.0784402,-0.123676,-0.159257,-0.0394865,-0.00964761,-0.0599023,-0.0021341,0.0867187,0.00141626,0.0253253
23,63.9965,0.0156443,0.0857096,0.103166,-0.0458345,-0.0794735,0.0239987,-0.0261818,-0.153234,-0.108962,0.0358833,-0.0487577,-0.0243974,0.0096651,-0.0656122,-0.100187,0.0618604,0.00999962,-0.0236142,-0.0618278,-0.132608,-0.041783,0.0169927,-0.0929024,0.182307,-0.119674,0.018092,0.110975,0.0237392,0.163097,0.209996,-0.0311227,0.0545695,0.0159032,0.0599791,-0.0816781,-0.0452813,-0.153693,-0.0186723,0.00231494,-0.153326,-0.180215,-0.0113053,-0.00587796,-0.109256,0.121316,0.00071694,0.00656143,0.157517,-0.0946257,0.0110521,0.0556482,0.0216234,-0.030621,-0.0679744,0.0773573,-0.0775397,-0.0699328,0.19604,-0.0136229,-0.156091,-0.19717,-0.0823378,0.0943928,0.100396,-0.0604922,-0.154805,0.122481,0.229146,0.100811,0.152028,0.209318,0.252699,-0.046077,-0.0146751,-0.311478,0.00475936,0.169967,0.122767,-0.155677,-0.0800198,-0.101325,-0.0389784,0.102788,0.0122249,0.0812083
24,63.5698,-0.0568364,0.166643,-0.0450165,0.023025,-0.111072,0.0951278,0.24781,-0.0764317,-0.070648,-0.265567,-0.0628956,-0.0714211,0.095123,-0.0438933,-0.0763999,-0.0818815,0.0195356,0.0383347,-0.125845,-0.165222,0.193909,0.121904,0.00535312,-0.243933,0.176702,0.00571056,0.0177829,-0.0892535,-0.189661,0.0487519,-0.0231301,0.0138076,-0.0925875,0.101037,-0.0533364,0.00114948,-0.142554,-0.0306743,-0.0018677,0.158881,0.000890636,-0.09419,0.0754266,-0.224752,0.0918226,-0.1918,-0.210819,0.17414,0.0316206,0.0858678,0.022481,0.0705284,0.00584547,-0.0262175,-0.109124,0.159626,0.135386,-0.0657362,-0.118864,0.0398322,0.00340623,0.0273381,0.0275019,0.0862934,0.169387,-0.00245938,-0.0421757,-0.0155847,-0.184477,0.0556402,0.129184,0.0657217,-0.00338029,-0.13649,-0.0159611,0.0118205,-0.0581052,-0.103912,-0.0968557,0.0838115,-0.0314353,0.0801124,0.0404804,0.000231645,-0.184712
25,-63.229,0.0926097,-0.0462201,0.200203,0.0523624,-0.0292231,0.00774015,-0.0930734,0.139325,0.118187,-0.240119,0.115258,0.0999052,-0.10152,0.0960884,-0.218462,0.118713,0.0862642,-0.0340045,-0.130036,-0.1013,-0.0615263,0.115056,0.0513603,-0.159151,0.0328244,-0.126502,-0.139964,0.00243144,0.037233,0.119896,0.0387167,0.0133339,0.0919994,-0.0335573,0.2058,0.0644099,-0.0256016,-0.15923,0.203389,-0.0393664,0.15197,-0.0998164,0.111105,-0.125878,0.0350548,0.221692,0.0672893,0.136253,0.0106421,-0.117751,-0.0568006,0.0823759,0.226199,0.0702756,0.110226,-0.102222,-0.01513,0.0149996,-0.122481,0.0632187,0.127839,0.00510624,0.165887,0.0556211,-0.180317,0.0223057,0.0524488,-0.0448736,-0.104942,0.0677371,-0.227998,0.0939523,0.0139189,0.0822017,-0.0159582,0.0142467,0.0308604,0.0415848,-0.0559823,0.108478,-0.105859,-0.124954,-0.0156235,-0.105446,0.0114109
26,-61.2064,-0.0160312,-0.0883644,-0.21804,0.15727,-0.224462,0.0155823,0.154418,0.138239,-0.112097,0.0302486,-0.07029,-0.0723657,0.066169,-0.0970756,-0.0414452,-0.0416009,-0.0938868,-0.16939,-0.0924761,-0.0197928,-0.122448,0.088051,-0.0947088,0.0704978,0.0463915,0.113266,-0.0186201,-0.0605493,-0.0618428,0.0074768,0.186937,-0.0753104,0.209446,0.146643,0.0270143,-0.0299931,0.137385,-0.143578,-0.0394857,-0.0264838,0.0332399,0.0079932,0.131836,-0.100375,-0.130634,-0.177182,-0.0515936,-0.121588,0.125853,-0.0206299,-0.0771428,0.0553841,-0.0875981,-0.17925,-0.0972163,-0.0337668,-0.119262,0.0599568,0.112347,0.137441,0.137172,0.100558,0.22507,-0.0798737,-0.149386,0.219087,-0.0453951,0.050401,0.0298072,0.130532,-0.0154552,-0.0453101,-0.135192,0.0501863,-0.0970043,0.161623,-0.0306814,0.125612,-0.00697069,-0.183853,-0.0417196,-0.0782773,-0.000486174,-0.0301428,0.116099
27,60.8892,0.159685,-0.112229,-0.0815325,-0.0515073,-0.0466253,0.0770783,0.0760334,0.0195615,-0.0191439,0.0189787,-0.171148,0.138666,0.0403346,0.131006,0.143698,-0.0682089,0.000921745,0.118378,-0.168401,0.026709,-0.0517942,-0.0807376,0.093079,-0.0788326,0.295486,-0.0149821,0.0533724,0.0525395,0.0580653,0.0489707,-0.0809361,-0.188543,-0.186257,-0.0438661,-0.241213,0.019832,0.114448,-0.078104,0.035561,-0.291776,0.0444754,-0.0365287,-0.220847,0.0331439,-0.138679,0.0287367,-0.126171,0.0652649,0.166465,0.137602,-0.0648398,-0.0184647,0.162209,0.0479652,0.0562847,-0.0414976,0.0148698,-0.151569,0.00590755,0.194907,-0.0159605,0.0689625,-0.103407,0.0439802,-0.0057492,0.0566733,0.103478,0.0669397,0.0171433,-0.0665224,-0.0393369,-0.0203242,0.0228998,0.00295173,-0.179331,-0.0991658,0.206013,0.116559,0.0205376,-0.0567459,-0.180644,-0.0924851,0.0673625,0.0697949,-0.0338571
28,57.2134,0.00894289,-0.082657,0.0481728,-0.0611214,0.135046,-0.00421167,0.182805,-0.0448454,-0.102946,-0.0588179,-0.0641287,0.18962,-0.0398271,0.0116272,0.0838007,-0.0950851,-0.0782578,-0.125191,0.137574,-0.0185991,0.0540187,0.0523967,0.017836,-0.129414,-0.0735303,-0.0329222,0.0611349,0.0440551,0.178405,-0.122294,-0.0565436,-0.139312,0.0265635,0.209529,0.170082,0.0886513,-0.129281,0.0253191,-0.0699244,0.149226,0.106811,0.00114877,-0.036291,0.015495,-0.120322,0.129367,-0.0968191,0.0235651,0.0812859,-0.0457836,-0.0941795,-0.0153141,-0.112566,-0.00126597,0.051579,-0.228586,-0.149875,0.0947878,-0.112677,0.0365803,-0.24501,0.113094,0.000510717,-0.117546,0.052179,-0.000915964,-0.055625,0.03687,0.209217,0.0671831,0.0478503,6.67063e-05,0.0672009,-0.0701785,0.173253,0.104669,-0.086557,-0.158128,-0.101846,-0.0284563,-0.304945,-0.220067,0.101929,0.0452637,-0.113348
29,-56.3848,-0.102647,0.112556,-0.031065,0.0103297,0.308454,0.132841,-0.0333996,-0.139051,-0.00347863,-0.134046,-0.0627109,-0.0153317,0.0503197,0.0308335,-0.0101073,0.111506,-0.125364,-0.105945,-0.0676929,-0.0610248,0.0169061,-0.190272,-0.0761723,0.0113812,-0.0334081,0.0619099,-0.00518615,0.0625455,0.0609931,-0.145338,0.0856607,0.274508,-0.177993,-0.06215,0.0612361,-0.0537399,0.0538962,0.0534452,0.0382226,-0.238447,0.0719901,0.0757453,0.0708679,-0.0189377,-0.0443118,-0.145815,0.0447814,-0.240784,0.134126,-0.0161984,0.0463247,-0.167824,0.0406862,-0.0248659,-0.0225004,-0.0500767,0.0678543,0.0240415,-0.0768536,0.00717917,-0.0420987,0.0876979,0.103048,-0.0296971,-0.223773,-0.0643428,-0.0490505,-0.110974,-0.156984,-0.0598722,-0.0777244,-0.0533342,-0.0238006,0.024964,-0.0908881,0.108374,0.0720159,-0.0902445,-0.191522,-0.0931499,-0.106615,0.107497,0.206051,-0.135589,-0.220911
30,-54.6134,0.0385063,-0.134274,0.0810507,0.109828,-0.060699,0.0967266,-0.0539409,0.146111,0.133788,0.160065,0.287237,0.034788,0.0296194,-0.126048,-0.0759579,-0.192202,0.0285438,0.00747201,0.197776,-0.171771,-0.0412317,-0.108897,-0.126541,-0.120177,0.0139473,-0.0633312,0.05817,0.0244101,0.0570722,-0.0488582,0.133856,-0.0314007,-0.293229,0.0589041,-0.044425,0.12245,-0.114999,0.0159369,-0.090034,-0.14313,-0.104667,0.00224177,0.053517,-0.11909,-0.112095,0.0669041,0.00363536,0.167788,0.0545679,0.10578,0.0608959,0.0751754,-0.00342027,0.152294,-0.188166,0.00588893,0.0812787,0.0891549,0.144425,0.0279683,0.00720777,-0.118897,-0.0147299,-0.109807,-0.192916,0.0436818,-0.0289822,-0.00256701,-0.0885823,-0.0863921,0.106613,0.0852344,-0.100614,0.0350283,0.11826,0.0807259,-0.136468,0.0253378,0.112499,-0.0024601,-0.106083,0.139429,0.23025,0.0482503,0.0366281
31,53.8253,-0.13074,0.0498315,-0.038746,0.0504346,-0.0555706,-0.0257031,-0.17218,0.0303765,0.282815,0.0230368,0.00385903,0.213169,-0.117032,-0.0200218,0.143831,-0.0173971,-0.152203,-0.140024,0.0504638,-0.0263856,-0.030647,0.192521,0.249993,-0.159587,0.0497851,0.109447,0.0373893,0.0805253,-0.0481208,0.00438435,0.0737179,-0.081741,0.100136,-0.0915315,0.0344957,-0.079756,-0.201063,0.0770025,-0.117615,-0.0476725,0.085346,-0.000596866,0.147489,0.120761,-0.00462169,-0.222515,0.0358803,0.101818,-0.106177,0.164232,0.0942623,-0.0112026,0.0411434,-0.21625,0.0821192,-0.150619,0.0414828,0.136931,0.0142296,0.0912071,-0.162075,-0.119783,-0.0973381,0.109782,-0.0297148,0.0175455,-0.025288,0.0682575,-0.200347,-0.128806,-0.0393351,-0.0867615,0.0347688,-0.200216,-0.0962906,0.0431195,0.0586897,0.00320301,0.0641766,-0.0931093,-0.011244,-0.028136,-0.0209579,-0.108988,0.0923287
32,53.0548,-0.0225773,0.0621369,0.00288577,-0.248016,-0.0746687,-0.0554842,0.0573958,-0.0404013,0.142846,0.00900178,-0.00320693,-0.102155,0.109794,-0.0906677,-0.126682,-0.0773456,0.178622,0.0520695,0.0581504,0.230926,-0.12661,0.201742,-0.215393,0.0256107,0.0721575,0.017786,0.0426042,-0.126589,0.0087387,-0.241235,0.0360695,-0.205118,-0.135491,-0.132095,-0.0492396,0.0805175,-0.0840509,0.184233,-0.100035,-0.100601,0.195912,0.0258321,-2.95458e-05,-0.230951,-0.0475184,-0.0862949,0.231852,-0.0490336,-0.0717217,-0.0652638,-0.0261362,0.0595148,0.0855039,-0.00229688,0.0175181,-0.197148,0.0945186,-0.182787,-0.00140132,-0.120454,-0.0809622,0.0196026,0.06888,-0.0145436,0.0796216,-0.0249379,0.0994061,-0.031584,0.0176642,0.0381012,0.0125137,0.0142312,-0.102252,-0.0176188,0.016354,0.0541235,0.0175484,0.0774995,-0.0740959,-0.0620014,-0.0337301,-0.0907764,-0.138267,-0.228388,-0.0630498
33,-51.367,-0.137212,-0.057545,-0.0181432,0.131918,0.00827002,0.0765055,0.0366663,-0.0443312,0.0253418,0.0851666,0.0374955,-0.313257,-0.101607,0.00345385,-0.0130253,-0.0412564,-0.0972441,0.050112,-0.168924,0.242954,0.0243054,-0.0609948,0.0621748,-0.147781,-0.015213,-0.124419,0.148968,0.075719,-0.141072,0.0059327,0.038568,-0.170518,0.12088,-0.000190259,0.158683,0.0148138,-0.176871,0.0426408,-0.11657,-0.128218,0.0276011,-0.0264521,0.126444,0.0702539,0.0902868,0.183027,-0.100814,-0.0799424,-0.180915,-0.0178071,0.0623925,-0.105135,0.25262,0.13338,-0.0540089,0.117717,0.10899,0.055778,0.148846,-0.00901788,0.00751007,0.178727,-0.0370959,0.192022,-0.0260086,-0.0269697,0.0507439,-0.0240565,0.213333,0.0946099,0.0122856,-0.0244079,0.0141545,-0.00113962,-0.0519832,0.0876115,-0.0466425,0.030079,0.00838856,-0.13827,0.0502893,-0.107588,0.198758,0.0443868,-0.147655
34,49.9765,-0.0325079,-0.131256,0.0520219,0.0471018,-0.0277381,-0.0684001,-0.0458841,-0.280492,-0.0409302,0.0439827,-0.00463837,0.0957949,-0.00214119,-0.119093,0.0894173,0.123929,0.0732107,0.0150191,-0.174984,0.00294244,0.0826256,-0.0491117,0.0187304,0.0748077,0.204527,-0.0325595,0.219696,0.0534552,-0.0751873,0.164956,0.114972,0.111568,-0.22304,-0.0132754,0.105768,-0.0660977,-0.0644395,0.0939725,0.118639,0.110972,0.177467,-0.0216338,0.0566843,-0.0673793,-0.0407995,-0.061935,0.144595,0.0588562,0.0127143,-0.155034,-0.0411304,0.0307405,0.0457769,0.00178084,-0.0929134,0.0130986,0.0982992,0.0707162,0.0448648,0.0917438,-0.100445,0.168827,0.0575874,-0.0776872,-0.110265,0.042,-0.0218816,-0.10461,0.285931,-0.0531748,-0.0797809,0.028974,-0.160508,-0.237497,-0.00128338,-0.0571761,-0.0195507,-0.111556,0.0895498,0.0237478,-0.0569087,0.117587,-0.188054,0.122141,0.244385
