Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77
20,-63.1076,-0.115367,-0.0726772,-0.0357472,0.095639,-0.0102691,0.0582174,-0.00891764,-0.00998971,0.00158784,-0.109566,0.173588,-0.308568,0.192306,0.0131685,0.129267,-0.110168,0.086261,0.0293374,0.0876823,-0.0247174,-0.0799714,-0.0721786,0.0491661,-0.13216,0.153687,-0.0226342,-0.0910784,-0.181553,-0.0111029,-0.0511129,-0.175445,-0.0177229,0.00761272,0.111447,-0.0940425,-0.0301357,-0.107083,-0.100606,-0.147074,-0.151028,-0.22251,0.0552364,0.133593,-0.190218,0.0584856,0.000440852,-0.0550716,-0.0138612,0.0323485,0.0919921,-0.0810769,-0.0826976,-0.0712012,0.0103386,-0.0726709,-0.0968914,0.0620606,0.218534,0.0850269,0.122383,-0.0486728,-0.0342537,-0.0782384,0.0102452,0.137287,0.0244568,0.0893117,-0.0940569,-0.123082,-0.135586,0.113212,0.0197618,0.0598552,-0.102577,-0.291152,0.0134257,-0.127916,-0.300618
21,-62.1356,-0.120986,-0.0767765,0.0982427,-0.0262431,-0.00387103,-0.153972,0.218979,0.262117,-0.0248699,0.221368,0.137549,0.0326393,-0.0400574,0.022596,-0.124862,-0.0596343,-0.0370827,-0.0580707,-0.088126,-0.0087034,-0.0278956,0.140953,0.122271,0.142719,-0.0197601,0.00342389,0.0550936,-0.0120193,0.126193,-0.0532135,0.0757679,-0.18792,-0.0237816,-0.0303052,-0.0418344,0.00539287,0.167758,-0.188157,0.100706,0.0172328,-0.241864,-0.102768,0.16761,-0.178522,-0.20444,0.103947,-0.00824698,-0.0839899,0.16183,0.0223972,-0.0225625,-0.00264303,-0.0695649,-0.151359,-0.109121,-0.0774859,-0.132067,0.0788034,-0.0357885,0.079642,-0.0142154,-0.108978,0.00498997,0.123566,-0.0916956,-0.107363,0.0657625,0.0766188,0.10922,-0.0318616,0.0694886,0.189117,0.131281,0.192616,-0.0286097,-0.152502,-0.137438,0.165697
22,60.7204,-0.129677,-0.106995,0.109132,0.162483,0.127777,-0.165397,0.0738261,-0.228712,-0.0619787,0.0841068,-0.0849685,-0.0473559,-0.0834323,0.0615296,0.0799998,0.163802,-0.187437,-0.110292,-0.00250604,0.151484,-0.111138,-0.0264416,0.082926,0.11296,0.0612136,-0.0733629,-0.200098,-0.0721121,-0.190061,-0.0181101,-0.0199287,-0.0701063,-0.0270925,-0.0840253,0.164984,-0.0304949,-0.0311453,0.251032,-0.238476,-0.0175465,-0.169281,0.193798,-0.231376,-0.0199118,-0.0525174,-0.0630886,0.060388,-0.242288,0.0118552,0.0121053,-0.0340841,0.0603154,0.112143,0.0197129,0.0164144,-0.129223,0.0470812,0.0231573,-0.0592282,-0.0415928,0.0492936,0.0423384,0.124187,0.0255312,-0.121009,-0.159186,0.0812241,-0.0576892,-0.149962,0.0442095,0.111089,0.137116,-0.0425648,0.174756,-0.0431137,0.0253898,0.129921,0.04099
23,60.339,-0.035222,0.0635843,-0.0318193,-0.0864931,-0.108647,-0.115166,-0.0917212,0.101095,0.0914307,-0.0149714,-0.000159232,-0.06097,0.210334,-0.00525437,-0.0357369,-0.164214,0.0756975,0.195609,-0.222567,0.014357,-0.0939401,0.263597,-0.128043,0.109399,-0.160324,0.0663749,0.0336438,0.213171,-0.0863696,0.0914798,-0.0901439,0.0975188,0.0604235,-0.0876433,-0.110148,-0.0720843,-0.232621,0.149082,-0.155011,0.184699,-0.0475949,0.0111994,-0.0806381,-0.19611,0.126025,-0.0650886,0.0730199,-0.0138146,-0.0966117,0.00741235,0.202353,-0.276089,0.0720908,0.106865,-0.0119541,-0.15362,-0.014987,-0.048472,-0.0485522,-0.00626025,0.0704608,-0.0159094,0.0684854,0.129391,-0.0444745,-0.158402,0.0742995,-0.0401548,0.0063125,-0.0450344,0.176527,-0.0893647,0.0780628,-0.0437832,0.0353196,0.000142827,-0.0978626,0.135009
24,-57.8627,-0.0474139,-0.166412,0.0808629,-0.00951074,0.164254,-0.00821895,-0.0871151,0.00766944,0.0113753,0.0795483,-0.183045,-0.0644054,-0.0890478,-0.0265852,0.00936159,0.0176854,0.0718573,0.193508,-0.0927461,-0.00350373,0.126626,-0.0736969,0.135366,-0.0837329,0.00752694,0.0963067,0.0877933,-0.0946599,0.030904,-0.24308,-0.0652045,-0.11252,-0.0608111,0.165509,0.250683,0.136594,-0.123832,0.0561463,0.23169,-0.00506995,-0.0284775,0.215422,0.189845,0.0515087,0.158249,-0.0894408,0.0421727,-0.0742027,-0.118324,-0.249816,0.218095,-0.11151,-0.0395491,0.116548,0.00380122,0.0595063,-0.118033,-0.145982,-0.0344897,0.0396553,0.0465533,0.0248424,-0.164816,0.108632,-0.0268428,-0.118922,0.10638,-0.163485,0.143762,0.0670465,-0.0699517,0.0518334,0.141328,0.080842,-0.0582383,0.0458124,-0.0783519,-0.0702304
25,56.1288,-0.0352013,-0.0601748,0.0286249,-0.0694394,-0.144945,-0.0556485,0.0572809,-0.0110241,0.101855,-0.158765,-0.0365675,-0.241078,0.012865,0.146748,-0.0122974,0.100528,0.0595146,-0.156334,0.131206,-0.0105288,0.0509793,-0.0143138,-0.110697,0.0519019,-0.0296403,0.0351091,0.16372,-0.121297,0.0747555,0.130279,0.00925472,0.0981029,-0.0750592,0.203831,-0.154635,0.0667988,-0.0484031,0.232357,0.100087,-0.248072,-0.0734248,-0.0571608,0.0580598,-0.0284075,0.148638,-0.0327263,-0.0757559,-0.0430377,0.0761639,0.157577,-0.108341,-0.0137774,-0.0763738,0.0776777,0.11435,-0.124471,-0.226689,-0.147922,-0.0342898,-0.194228,-0.0571323,-0.264642,-0.0188109,-0.0257082,-0.148459,-0.00158468,0.144028,-0.167447,0.0586372,0.00422007,-0.0526355,0.125766,-0.0265032,-0.0322359,0.178837,-0.0630148,0.164966,0.147462
26,-54.3377,-0.0761135,-0.0681998,-0.11031,0.0687105,-0.0605287,-0.0153442,-0.0580417,0.327957,0.0264032,-0.00947237,-0.0454726,0.158959,0.157022,0.0538864,-0.110696,-0.0857534,-0.167568,0.0554536,-0.0795876,0.0488827,-0.16302,0.202021,0.205596,0.0631534,0.241478,0.00177821,0.0595164,0.0473997,-0.037233,0.122597,-0.203139,0.0242059,-0.147071,0.103243,0.156144,0.0689957,-0.0655968,-0.0493091,-0.129164,-0.0736945,0.000918014,0.0236618,0.017735,0.163263,0.0492516,0.125427,-0.02004,-0.18295,0.0612178,-0.0671564,-0.169689,-0.12249,-0.0557731,0.15723,0.274786,0.213222,0.119956,-0.013673,0.0496482,-0.0726249,0.013759,-0.084358,-0.0579207,-0.0405774,-0.00367525,0.197678,-0.0304299,-0.0140369,-0.0875234,0.0221691,-0.0702833,-0.0480855,-0.0318097,0.117327,0.0370221,-0.146604,0.0864213,-0.024714
27,52.4464,-0.225329,-0.0506737,-0.1852,0.201981,-0.116614,0.0501443,-0.141056,0.0432601,-0.0584037,0.0679252,-0.179696,0.0464137,0.14352,-0.126036,-0.00174158,-0.0262678,-0.017314,-0.120601,0.00968132,0.0460449,0.0978969,-0.091449,-0.0670718,0.0305835,-0.072697,-0.121105,-0.107353,0.0026385,0.0766305,-0.0693471,0.0809758,-0.0583087,0.193316,-0.146034,-0.0115546,0.288663,-0.150996,-0.175217,0.0287527,-0.0823734,-0.0296268,0.140292,-0.0127062,-0.0983512,-0.00813514,0.0437554,0.304189,-0.105909,-0.0492376,0.10593,-0.0505993,0.106183,-0.08469,0.0648792,-0.061204,-0.0612463,-0.0742084,-0.0789036,-0.172257,-0.0866142,-0.238062,-0.159987,-0.125593,0.0239179,0.0470131,0.0495384,-0.114621,0.0784515,-0.116582,0.0959282,0.0684037,-0.111558,0.0544574,-0.0347025,0.21246,0.0573574,-0.107121,0.0159206
28,-52.3955,-0.0700177,0.0564397,-0.158106,-0.087707,-0.0166824,0.15995,0.00264142,0.136012,0.246155,-0.0205714,-0.0729143,0.181657,-0.136443,-0.0172319,-0.122312,-0.00644643,-0.0648804,-0.0517329,0.289257,0.240357,-0.131434,-0.0880055,0.0685149,-0.047311,-0.181521,-0.112761,0.0625496,-0.076717,-0.101831,-0.0555918,-0.131677,0.132463,0.14319,0.0163814,0.147558,-0.127766,-0.071564,-0.104941,-0.0505912,-0.119725,-0.0294641,-0.00504346,-0.000499544,0.0351422,-0.078454,-0.0157319,-0.0720243,-0.00503014,-0.0458971,-0.107165,0.146751,-0.021393,-0.0118078,-0.15106,0.12143,-0.046253,-0.0847189,0.120571,0.0124548,0.0326861,-0.182275,-0.10496,0.0583534,-0.0578547,0.0695037,-0.177717,0.0531735,-0.0956008,0.0734862,0.0957503,0.115125,-0.0711486,0.0799327,-0.150432,-0.237378,0.0381375,0.0937189,0.256221
29,51.8226,-0.135195,0.0178648,-0.0292113,-0.0211484,0.0353478,0.0279189,-0.134545,-0.120583,0.00796369,-0.0749927,-0.0456554,0.0672903,-0.0382115,-0.255254,-0.110163,0.0471751,-0.187711,-0.121959,0.221198,-0.207306,0.195289,0.0578497,-0.0297494,0.0740251,-0.123315,-0.0101035,0.204952,-0.0529325,0.0293173,0.0118755,-0.0929888,0.0916499,0.0530018,-0.201273,0.0690399,-0.0836428,0.0137983,0.0303681,-0.0356663,-0.0761913,-0.0295908,-0.0395158,-0.075147,0.0264548,-0.176111,-0.106569,-0.18788,-0.0293025,-0.0316623,0.069088,-0.0365913,-0.216631,0.089606,0.273467,0.0788432,-0.000963761,-0.0749359,-0.0598363,-0.0161593,0.177044,0.0628595,-0.110674,0.124243,0.162971,0.0762982,0.0504869,-0.0749169,0.095163,0.0669264,-0.1279,-0.0425914,0.174227,0.134136,0.131378,0.00862757,-0.0534313,-0.126007,-0.247723
30,-51.6783,-0.00966996,-0.175849,-0.0823135,0.0301098,-0.0345747,0.0776418,0.0721453,0.151019,0.0318104,-0.238918,-0.0585865,-0.0145238,-0.0331139,0.077201,-0.144064,0.0146608,0.046818,-0.115419,-0.000991084,0.153905,-0.0568924,0.105489,0.085139,0.082833,-0.224168,-0.199005,0.0312364,-0.132989,-0.105829,-0.0633857,0.265769,-0.110121,-0.139161,0.136475,-0.054341,0.0937537,0.0870315,0.256591,0.169307,0.0933378,0.122948,0.115179,-0.051538,0.0973321,-0.054927,0.0780349,-0.0326498,0.0394292,0.06969,-0.0134223,0.0851894,-0.1091,0.244885,0.0593414,-0.0697229,-0.0672368,-0.0118847,0.23234,0.0871291,0.0126812,-0.0270525,0.0301361,0.00707767,-0.085986,0.103494,0.0684361,0.00312116,-0.0334411,-0.119673,-0.0951216,0.0944661,-0.133932,-0.0413808,0.0629682,0.0962356,-0.0254027,-0.283749,-0.135979
31,-49.4195,0.0648984,0.0419147,0.0423026,-0.0514955,0.117023,0.0675034,0.126928,0.183502,0.105365,-0.0948272,0.0787693,0.0830674,0.077024,-0.0653039,-0.0656957,-0.0886362,0.0307556,-0.0154419,0.0574691,-0.129799,-0.0766132,-0.035605,-0.211736,-0.1253,0.288951,-0.0297737,0.0627031,-0.08333,0.0138532,-0.151201,0.0637067,-0.144594,0.240402,-0.178661,0.033794,0.100069,0.0161303,0.0174004,0.0992442,0.00105586,-0.00386732,0.18014,-0.0933897,0.0932287,0.0731672,-0.138187,-0.12565,0.0229235,0.153012,0.0972015,-0.0731957,-0.0165027,0.0451985,-0.127511,0.260918,-0.301103,0.0666215,-0.0807923,-0.0634591,-0.178264,0.104662,0.189612,0.0642895,0.10505,-0.0063103,-0.0205064,0.167159,0.0198923,-0.0213699,0.109033,0.0123961,-0.162376,0.150403,0.0652313,0.0371962,-0.0933779,-0.0216019,-0.0479143
32,49.3709,-0.0725057,0.0482088,0.179381,0.0155527,0.212462,0.0653965,-0.155149,0.03895,-0.0506753,-0.0755031,-0.226652,-0.0596629,-0.109957,0.0329094,-0.000846217,-0.0200019,0.00296436,-0.0898358,-0.0616907,0.177099,0.00894572,0.18808,0.086041,0.0153757,0.246661,0.0904218,0.0495792,-0.0781991,0.0249455,0.153216,0.0481465,0.118641,0.0614224,-0.269297,-0.0138481,0.0250756,0.176902,-0.0634144,-0.0826683,-0.0609294,-0.0895599,-0.0275093,0.103423,-0.165816,0.166125,0.0282461,-0.147313,0.0883693,0.169675,-0.154376,0.132564,0.0612015,0.228348,0.0270453,-0.0720016,-0.0488705,-0.0551243,0.149309,-0.186193,-0.0645448,0.155302,-0.141712,-0.117111,-0.0349832,0.130462,0.0144921,-0.130741,-0.0485346,0.0833316,0.114286,0.0247554,-0.03069,-0.0658122,-0.208933,0.102019,-0.00156316,0.0138268,-0.0377713
33,-47.3406,-0.130388,-0.0101311,0.016572,-0.112452,0.121657,0.137429,0.0620061,-0.1264,-0.0702068,0.0544546,-0.139482,-0.078125,0.195066,0.161904,-0.175258,0.00777125,-0.103839,0.0313438,-0.0257629,0.203414,-0.0414204,0.0744362,-0.202215,0.101804,0.000137559,0.0807359,-0.10619,-0.104403,0.0279725,0.0835343,0.123523,0.0407095,-0.0165497,-0.130199,-0.0950804,0.0733114,0.118467,-0.0570415,-0.0389677,-0.079708,0.250579,0.0826056,0.128428,0.117066,0.121939,-0.060668,0.130306,-0.0315374,-0.0839623,0.0351843,0.0767975,0.169495,-0.234299,-0.0137607,0.188174,0.0309785,0.125191,0.0972817,0.241444,0.16976,0.00466456,-0.0828942,0.200556,0.125658,-0.16638,-0.0727881,-0.0163862,-0.0540686,0.17095,-0.0866721,-0.0104935,0.0280035,0.094996,-0.0229641,-0.0606715,-0.109735,-0.116128,-0.0840433
34,46.3561,-0.100357,0.153668,0.116432,0.108531,0.0907243,0.0437495,-0.239117,0.1178,-0.137541,0.0869349,-0.0968022,-0.020559,0.0727297,-0.0510236,0.063633,0.152443,-0.0064475,0.127606,-0.12672,0.193675,-0.103442,0.0241909,-0.137999,0.0692322,-0.111811,-0.0453946,0.141604,-0.0259212,0.0978422,0.100111,-0.245226,0.107297,-0.0110858,0.202094,0.0972174,0.00995416,0.120559,0.0756548,0.309729,0.0246636,-0.0948733,-0.0574263,-0.0414509,-0.100049,-0.145537,-0.0771387,0.0215812,0.0324331,0.221744,0.15959,-0.00829903,0.202823,0.06741,0.00933232,0.101278,-0.176945,0.112977,-0.154156,0.110778,0.155944,-0.0380771,0.0926769,0.0761514,0.00388275,0.103491,0.0812214,0.0538676,0.0085757,-0.147696,0.00915346,-0.0989156,-0.0169398,0.000788383,-0.027592,-0.0970015,0.123861,-0.0644376,0.0621688
35,-45.9471,0.0479392,0.210147,-0.145437,-0.160904,0.131133,0.0912757,0.115037,0.0606421,0.0914765,-0.268823,-0.154966,-0.200927,-0.0417202,-0.100408,0.112651,0.197071,-0.108002,-0.0433144,-0.181715,0.0664612,0.153113,0.227105,0.054022,0.00601965,0.0376457,0.0283542,0.0944631,0.0772074,-0.0389471,-0.0494746,0.0889038,-0.120538,0.252142,0.110821,-0.00389572,0.0810442,-0.123383,0.0190852,-0.0916376,0.0537617,-0.0154123,-0.082467,0.17007,0.106498,-0.101083,0.129872,0.00636862,-0.00335476,-0.0480675,0.227439,0.000131725,0.059805,-0.178347,0.0452543,0.0642631,0.00230415,-0.0323078,0.0745207,-0.072041,0.103624,0.129914,0.0690494,-0.100276,-0.0528008,-0.0291511,-0.0521869,-0.0970814,0.0509042,-0.0930797,0.111185,0.0940671,0.0788355,-0.0521364,0.187453,-0.1548,0.169563,0.0589986,0.0335726
36,44.7213,-0.010511,0.0493421,-0.00396464,0.0160122,0.160039,-0.0981601,0.0374299,0.0730247,0.000800149,0.0768337,0.149277,0.160356,0.271532,-0.154661,0.250662,0.0974097,-0.0671593,-0.0589114,0.121614,0.070102,0.0601518,0.168069,0.192313,-0.0437792,0.170568,-0.202701,0.0682924,-0.0402331,0.0389187,-0.0564986,0.153895,0.11335,-0.0191284,-0.0837894,-0.0371017,-0.0850451,0.0359011,0.084592,0.191147,-0.0221511,0.0169614,-0.072194,0.0893242,0.0345904,-0.0553771,-0.238914,0.182626,-0.00666884,-0.200199,0.18487,0.0189915,0.0181214,0.0888934,0.0590436,-0.0484078,0.184771,0.0663793,0.0252146,0.119676,-0.132852,0.12751,-0.0723554,-0.109234,-0.0458887,0.0524811,-0.167447,0.112289,-0.152865,0.00862473,-0.197554,0.0586106,-0.0303597,0.0807359,-0.12965,0.0576909,0.0323426,0.0545757,0.0960092
37,44.2168,-0.0545033,-0.128307,-0.111802,-0.254716,-0.273379,0.0774755,0.0445286,-0.0491758,-0.0678667,0.0812829,0.0118866,-0.118573,-0.0882368,0.0103494,0.0823353,-0.045899,-0.074492,-0.283658,-0.0450027,-0.0532024,-0.096326,0.105278,-0.0662071,0.116682,0.216634,-0.208724,0.00336757,0.0822335,0.0783923,0.075006,-0.0561148,-0.126227,-0.00997662,-0.0162577,0.164476,-0.162328,-0.0461071,-0.115877,0.168997,-0.0517539,0.130513,-0.0183718,-0.0131984,-0.0592863,-0.107065,-0.14824,0.194348,-0.0136961,0.00503738,-0.165866,0.122566,-0.173305,-0.108053,0.0334398,-0.0189519,-0.241468,0.0164554,0.0588649,0.0484384,0.0667608,0.17096,0.0703915,0.0188498,-0.054147,0.00260099,0.0303628,-0.0632607,-0.155894,-0.0743087,0.127054,-0.193595,0.0644033,-0.0930657,-0.116831,0.0385063,0.123091,0.0125763,-0.0424292
38,-44.1154,-0.156813,0.0563547,-0.0179885,0.138995,0.0867547,0.0331822,0.209438,0.0502366,0.196951,0.0586189,0.000172655,0.0182013,-0.0465115,0.034825,0.165366,-0.155873,-0.0734535,0.072633,-0.0936383,0.0439243,-0.118949,-0.0212101,-0.163749,0.150488,-0.193997,-0.0330415,-0.135017,-0.104898,0.131202,-0.132666,-0.0140654,0.0379692,0.0854789,-0.0400913,0.0385698,-0.303919,-0.0765892,0.070336,0.00112247,-0.0367618,0.00751669,-0.0589358,0.0148561,0.127957,0.0610171,0.031102,0.187822,0.151246,0.092426,-0.0076103,-0.156182,0.0190608,0.122255,-0.0983791,0.0407505,0.143111,-0.250315,-0.0978172,-0.0954154,0.187384,0.269746,-0.131432,-0.120011,0.00645795,-0.0623796,0.1927,0.0716223,-0.0755889,0.0188874,0.05849,0.00838374,-0.090683,-0.0383584,0.00816399,0.0446886,0.000762129,0.0433334,-0.204593
39,42.4062,0.0166085,-0.0744417,-0.129453,0.0258974,0.0694329,-0.246351,0.143587,-0.057601,0.0163652,-0.00137554,0.0697901,-0.0225317,-0.00800678,0.137307,0.0713632,-0.0915263,0.132097,-0.0675263,0.0191429,0.265455,0.117647,-0.0694029,0.0657728,0.0460517,-0.161484,0.00676791,-0.0448035,0.0965049,0.0603383,0.0737687,-0.081447,-0.0131128,0.198118,0.00521025,0.0441379,0.0669087,0.198473,-0.215786,-0.0234669,-0.0863137,-0.0460995,-0.18833,-0.173304,0.325766,0.170262,0.0348458,-0.0961668,-0.146867,0.0441607,0.0292778,0.117768,-0.0807533,-0.037371,0.0721843,0.0221111,-0.116562,0.0527571,-0.211963,0.110002,-0.153461,0.174269,0.0316804,-0.135489,0.157459,0.166876,-0.0120031,-0.0715037,-0.0140391,-0.0753247,-0.105243,0.00764346,0.0810875,-0.0319727,-0.0759886,-0.0465873,0.0731079,-0.175426,-0.0051311
40,-39.7455,0.0308941,0.00408458,-0.0631393,0.135903,-0.224662,0.108094,0.0483598,0.0695428,-0.110809,0.179349,-0.10979,-0.0171148,0.105074,0.0854598,-0.0811132,0.124221,0.0567677,0.0992719,-0.0926413,0.209744,0.0149679,-0.0755645,0.107297,-0.0927269,0.106375,-0.171161,0.0358419,-0.160798,-0.0361143,-0.0353182,-0.124018,-0.0487695,-0.0465205,-0.163588,-0.274366,-0.128527,-0.0436327,0.181904,0.017055,-0.00552492,0.162086,-0.137834,0.133958,0.163308,-0.076963,0.0568584,-0.169127,0.0677174,-0.144773,-0.0489972,-0.0277265,-0.0842581,0.0233168,-0.0442624,-0.0325565,-0.0578213,0.00267877,-0.0743364,-0.206315,-0.050031,0.0563295,-0.0501401,-0.00695517,0.187204,-0.0404136,-0.132728,0.0792702,0.273277,-0.15483,0.13288,-0.118831,0.155849,0.0817769,-0.086305,-0.0581799,0.0830399,0.0123802,-0.0879159
41,-38.8886,0.222172,0.105261,-0.0921217,-0.0334426,0.0282465,-0.114058,-0.0127256,0.0259908,-0.111602,-0.0222487,0.143189,-0.0411235,-0.16547,0.0407597,-0.0551446,0.0798929,-0.11496,0.104867,0.0354691,-0.12089,0.0528921,0.0747763,0.138599,0.214391,-0.136245,-0.087124,-0.160566,0.0229751,0.20523,0.00291863,-0.122462,0.00501643,0.106066,-0.0860394,0.0130401,0.212197,-0.129956,-0.0280201,-0.0974006,-0.0287361,0.0883232,-0.0376741,0.181554,0.0641132,0.135422,0.0111316,0.0822764,0.0712062,-0.043679,-0.00126856,0.000917114,0.124477,0.339955,0.0549823,0.0445519,-0.158921,0.00306772,0.140449,0.0983192,0.0765081,-0.122051,0.0527973,-0.0421185,-0.0101775,-0.024363,0.019367,0.159803,-0.101621,-0.172494,0.0845109,-0.165951,0.132533,0.223805,-0.124783,0.0197023,-0.198988,0.0856988,-0.0114164
42,38.2971,-0.0228759,-0.0232005,0.224884,-0.138775,0.0420552,0.201499,0.0294943,0.11243,-0.119776,0.157371,0.19842,0.219683,-0.0174013,0.00375336,-0.13351,-0.0982349,-0.00699809,-0.0963737,-0.123719,-0.0486074,0.00940962,-0.025635,0.077864,-0.00636566,-0.0850408,0.28689,-0.0180133,0.0428067,-0.129247,-0.0118964,0.0375285,-0.0278742,0.0761346,0.0718352,-0.140447,0.0240567,-0.0441199,0.0519349,0.030124,-0.201283,0.158397,0.0826374,-0.141077,0.0623719,0.0478509,-0.128589,0.0444172,0.021919,0.0343933,0.176663,0.186068,-0.020497,-0.0177735,0.0695838,-0.107029,-0.0540049,0.0832196,-0.0672212,0.00407714,0.0920598,0.00336977,-0.253401,-0.118074,-0.14271,0.175286,0.014955,0.059579,-0.0143834,-0.199884,0.166319,0.153737,0.180732,-0.0298296,0.0552201,-0.0737467,0.0202037,0.17699,-0.120962
43,36.3122,0.0724746,0.0243259,0.167693,-0.0705739,-0.00350058,0.1654,0.0760944,-0.147137,0.132549,-0.181421,0.0919316,0.153776,0.0717768,-0.126495,0.0123842,-0.0825805,-0.136592,0.13816,-0.0914041,0.0892811,0.0265169,-0.0933231,-0.154244,0.100365,0.0726292,-0.185251,0.00201955,-0.0845253,-0.0783769,0.11854,0.0535727,0.055256,-0.259372,-0.025111,-0.0205252,0.211968,-0.0885808,-0.213846,-0.0989445,0.0830079,-0.0444211,-0.0185834,0.201519,0.13418,0.00658652,0.0068787,0.0705488,-0.0905538,0.19548,-0.0764851,-0.00199542,-0.110406,0.0753796,-0.108796,-0.00807423,-0.0500011,-0.0759404,-0.231817,-0.13829,0.0953778,-0.0486542,-0.00672345,0.0307481,-0.15388,0.137135,-0.216385,0.0380096,-0.0419948,-0.110197,-0.197641,-0.0347474,0.18155,-0.0611777,0.0164486,0.0679458,0.113055,-0.0280045,0.0103771
44,35.1792,-0.154122,0.0418775,-0.0642667,0.0665434,-0.120559,-0.0741269,-0.0874263,-0.00951172,0.250616,-0.00350705,-0.0255599,0.135043,-0.134577,-0.1214,0.0686856,-0.116001,0.363405,0.152993,-0.0917438,-0.0154135,-0.0302311,0.0457209,0.0812221,0.0448654,0.0476716,-0.204879,0.0749939,-0.00856929,-0.109601,0.190749,0.0405946,-0.109603,-0.0873908,-0.0697823,0.0193119,0.137748,0.0419704,0.0442998,-0.156099,-0.254571,0.198383,-0.120796,-0.107406,-0.0899862,0.00202229,-0.0840563,0.02551,-0.0253688,0.120608,0.157962,0.114603,0.202567,-0.0173917,0.00884785,-0.0509119,0.0225076,-0.100516,0.0961803,0.107921,-0.00510827,0.00815423,0.137403,-0.0548807,0.00950132,-0.0574179,-0.0451663,0.0773342,0.00337289,0.184377,0.0418624,-0.114041,0.0636294,0.12562,0.169231,-0.0548158,0.103995,0.0941146,-0.171906
45,-33.1517,0.0819684,-0.114808,0.0444047,0.00355217,-0.0617111,0.0268776,0.0935355,0.0872367,-0.0418637,-0.228512,0.0246463,0.0051252,0.0388249,0.23125,0.156299,0.0502549,-0.186733,-0.0265605,-0.039214,-0.0619781,0.0474303,-0.108518,-0.109756,-0.00639031,0.0294438,-0.0502342,-0.0146214,-0.000968189,-0.289559,0.0294228,-0.144826,-0.0680061,-0.0830101,-0.242129,0.102095,-0.0574463,0.124841,-0.0305358,0.107884,-0.149041,0.124236,-0.0659558,0.0271537,-0.137342,0.109251,0.136567,0.103613,0.060724,-0.0407088,0.164937,0.0647316,0.0401277,0.0665182,0.20936,-0.142027,0.143285,-0.0255354,-0.149352,-0.149359,0.0145219,-0.0253813,0.0859774,0.0635467,-0.00827182,0.0858684,0.159826,0.0545841,-0.0618148,0.0831998,0.104963,0.0280031,-0.0195687,0.185557,0.0715266,-0.237838,-0.0630043,-0.167931,0.239473
46,31.5878,-0.063579,0.0781613,-0.012243,-0.0686026,0.0465277,-0.129231,0.100425,-0.303747,0.0942145,-0.0875482,-0.0478945,0.204841,0.192179,-0.076606,-0.00960426,0.0639582,-0.0268711,0.0957523,-0.0953469,0.0941372,-0.0641074,-0.0503973,0.113612,0.0136128,0.016121,-0.0361881,0.0567141,-0.0305959,-0.030496,-0.186956,0.0176529,0.0302336,0.0814174,-0.00587381,-0.0556615,-0.0258267,-0.0964082,0.0547782,0.083749,-0.0839517,0.13867,-0.101737,-0.0117555,-0.199757,0.0174073,-0.00453918,-0.189575,-0.0302924,0.0605487,-0.175243,0.0037645,-0.0518637,-0.0546893,-0.126328,-0.038773,-0.166846,0.194146,-0.0111623,-0.00457099,0.0305022,-0.0451639,-0.0221017,-0.182101,-0.131222,-0.205258,0.413459,-0.15619,-0.116346,-0.0517094,-0.0306747,0.0638741,0.165813,0.179308,0.0196069,0.050228,-0.0521462,-0.0849455,0.117288
