Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81
20,65.992,0.0365696,0.12085,0.041353,-0.237667,0.131719,-0.0289448,-0.1103,0.147514,0.088639,0.0351676,0.0700302,0.06561,-0.0140709,-0.148248,0.221896,0.194856,-0.0510717,-0.00531741,-0.04795,0.203968,-0.023571,-0.0294726,0.159762,0.0266442,0.204786,-0.0278776,0.203398,0.12158,-0.152987,-0.0697032,0.24557,0.0541128,0.067487,-0.0524396,-0.136479,0.0829997,-0.0859351,0.0385213,0.115299,-0.178177,-0.0182267,-0.12659,-0.085707,0.168961,0.117297,0.0374459,-0.11906,0.0607658,-0.0621565,-0.0339286,0.103228,-0.00203376,-0.0778456,-0.108848,-0.0239252,-0.0649146,0.0132444,0.0149115,0.0269462,0.00859722,-0.0330504,0.152931,0.193412,-0.0097181,0.123302,0.195373,-0.0767867,0.0526362,0.117586,-0.129971,-0.216871,-0.0677941,0.0467584,-0.0764807,-0.132978,-0.117083,-0.0443493,0.0432044,0.0638391,-0.101026,-0.0591008,-0.0502069
21,-65.1128,-0.089662,0.0131392,-0.0807043,0.0939231,0.0711027,-0.1015,0.0624409,-0.0363929,0.084254,0.105927,-0.0114107,0.170966,-0.0096825,-0.0156467,0.0958577,-0.0786444,0.0344984,0.123046,-0.0973727,-0.048827,-0.134864,0.0397153,0.153314,-0.159333,0.148625,-0.0521772,-0.0963607,-0.0621803,-0.179793,-0.0435466,0.0480259,0.0971704,0.0145133,0.227202,-0.120013,-0.102763,0.0410999,0.0678887,0.0624312,0.0308595,-0.126223,0.00879313,-0.0650962,-0.159259,-0.0824796,0.311791,0.0985716,-0.157946,-0.127799,0.153801,-0.049616,0.0953527,-0.0618045,-0.160489,-0.0668764,0.0391362,0.172145,-0.168492,-0.00756961,-0.0316817,-0.0119263,-0.145679,-0.0351705,0.17438,0.0267746,0.0990124,0.104465,0.109848,-0.126988,-0.256604,-0.00302354,0.0932363,-0.0372686,-0.0446351,0.068225,0.193193,0.0276655,-0.0228962,-0.184822,0.0861599,0.0619991,-0.154902
22,-63.9401,0.0666012,-0.105875,0.055216,-0.186737,-0.110681,0.0475365,0.0200287,-0.0604689,-0.115888,0.0977297,-0.0747354,0.182711,0.203731,-0.148608,0.0535336,-0.0311869,-0.0966683,-0.0434863,-0.0932601,-0.103699,0.0668655,-0.0673851,0.0516428,-0.0168338,-0.125823,-0.110638,-0.279101,0.026967,0.0796044,-0.0690594,-0.0378539,-0.139394,-0.0515227,-0.0115075,-0.0753101,0.0037324,-0.0778433,0.295624,0.0410571,-0.171736,0.0106562,0.194371,-0.0159639,0.00247892,-0.0109582,0.014536,4.2922e-05,-0.115458,-0.0967187,-0.0324704,-0.0678919,0.005225,0.285028,0.123181,-0.123941,-0.0917198,0.0419565,-0.0529214,0.0955831,-0.0144235,0.149412,-0.000561366,-0.106871,0.020627,0.0218018,0.107917,-0.013737,0.132473,-0.0614513,0.0826894,-0.253899,-0.0176723,0.181546,0.0463998,0.0253535,-0.0351685,0.204288,0.0574025,0.123578,-0.190812,0.0974135,0.0224173
23,63.4732,0.0176534,-0.176058,0.0566962,0.0994465,-0.0075062,-0.0602013,0.151236,-0.0809319,-0.0634901,-0.00865795,0.158932,0.0128212,-0.00596216,0.276605,-0.039292,0.0529715,-0.0333641,0.0098377,-0.0437219,0.0219795,0.0223609,-0.0400223,0.120669,-0.212715,-0.00584297,0.0104117,0.111647,0.0824855,0.0775661,0.161918,-0.169687,-0.0978053,0.0944324,-0.0375345,-0.0210393,-0.138643,-0.138237,-0.021822,0.198644,0.118941,0.23323,-0.105182,-0.0283918,0.0712504,0.0629373,0.0552924,0.143725,-0.094182,0.00577802,-0.120041,-0.106587,0.0462016,-0.0118389,-0.0353296,0.0768265,0.0180766,0.161986,0.297738,-0.105017,-0.125806,-0.0150184,0.0680934,-0.143141,0.0733911,0.143217,0.182605,-0.0363942,-0.162532,-0.00439417,-0.136602,-0.0639386,0.000301244,-0.0683179,-0.00891728,-0.150523,0.0518417,0.0963393,-0.06899,0.235848,-0.156436,0.01796,-0.0922851
24,-62.1304,0.23534,-0.174627,0.0490939,-0.109469,-0.0562244,-0.158534,0.0420761,-0.00428501,0.146836,0.172575,0.0422933,-0.113972,-0.19375,0.0270958,-0.146708,-0.0412408,0.174263,-0.14009,-0.0280999,0.107979,0.102046,-0.0614498,-0.0294763,-0.131968,-0.0783779,-0.0345192,0.043573,-0.130885,-0.0315108,-0.217789,-0.0272304,0.0576692,0.0161681,0.0244994,-0.0576556,0.0525243,0.0220512,0.00850392,-0.166715,0.203802,-0.0560474,-0.108228,0.0503787,-0.181492,0.0458304,0.0304261,0.0467003,-0.06785,0.0554791,-0.301754,-0.0185009,-0.105537,-0.104518,0.0381356,-0.0856164,-0.0317264,-0.00331043,-0.098291,0.0301179,0.139598,0.00604906,0.0591008,-0.0512794,0.0637531,-0.0169569,-0.0254109,0.240561,-0.0912001,0.0978089,-0.0128378,-0.284105,-0.0131612,0.164569,-0.051659,-0.146222,-0.0251604,-0.0433378,0.184441,-0.0718048,0.0391739,0.108777,-0.0270808
25,-60.48,0.260372,0.00237404,0.0416738,-0.0945705,-0.0592102,-0.0405254,0.00508611,-0.179016,0.217293,0.0675994,-0.00231653,0.0509717,0.201146,0.176207,0.075729,-0.0213964,0.134639,0.124668,-0.228756,-0.00228275,-0.104226,-0.0208307,0.0124591,-0.0625169,-0.0371344,0.00422293,0.027228,-0.166373,-0.108159,0.201405,-0.167194,-0.0105671,0.047798,-0.00352685,-0.108235,-0.0562797,0.065089,0.0211634,0.0770473,-0.0371499,-0.00926426,0.0922182,-0.0796593,-0.0129861,0.0644373,-0.162399,-0.182843,0.173011,0.0340446,0.0271159,-0.128836,-0.00437034,0.0246859,0.0197395,0.0170287,0.159969,-0.0514588,-0.134159,0.130813,-0.0745953,0.0996693,0.208219,0.0908213,0.0390549,0.103758,-0.249759,0.0551617,0.0145941,0.0765923,-0.0927243,-0.132467,-0.0140595,-0.276688,0.0237876,0.108898,-0.0209074,0.0122302,-0.0841271,-0.0185772,0.0348005,-0.176722,0.112713
26,58.3025,-0.253519,0.171829,-0.0763188,0.0639397,-0.0256414,0.293999,-0.106117,0.138384,0.0596099,0.219569,-0.070773,0.000617559,0.0882865,0.00214023,-0.0565328,0.0531778,-0.0730486,-0.116071,-0.0958226,-0.0521732,-0.0987083,0.0086044,-0.10957,0.0300713,0.137646,0.0914388,0.0755839,0.0483665,0.0399202,0.0629914,-0.140683,0.040777,0.0493049,0.0247986,-0.157636,-0.00705217,0.0745989,-0.010425,-0.0363644,-0.104481,0.00657271,-0.13083,-0.149679,-0.139447,-0.109254,-0.142371,0.141086,-0.0199357,0.175284,-0.0684814,-0.196474,0.125064,-0.0365251,-0.138539,-0.0874438,0.0850624,0.00451345,-0.0210614,0.147258,0.0504891,0.0649003,-0.16458,-0.0147825,-0.101068,0.0395831,-0.0693088,-0.0125829,-0.163523,0.0371221,0.0422378,-0.152325,-0.0563401,0.0156829,0.117016,-0.247773,0.0724289,0.231251,0.176905,0.0582008,0.0793227,-0.0723422,-0.0208449
27,56.4089,0.07269,0.0940433,0.0562699,0.071537,0.0664487,-0.182231,-0.0809131,0.0991393,-0.049158,0.0353672,-0.299621,0.0413663,-0.106308,0.0811621,0.0825112,0.0245477,0.00494765,-0.127872,0.283908,-0.0597066,0.0236999,0.0825534,-0.00159731,-0.0732275,-0.134076,-0.0113433,-0.0137826,0.0827822,0.019046,0.072198,0.0267214,-0.117249,-0.0576554,-0.108898,0.10377,-0.0627753,-0.11514,0.109719,-0.108755,-0.0884495,0.175733,-0.0934959,-0.00624065,0.102357,-0.151939,-0.0377092,-0.172289,-0.00587938,-0.0672428,0.0287651,-0.0516735,-0.00233188,-0.135745,0.0458751,-0.219495,0.13618,0.135663,0.0206609,0.130867,0.0425626,0.14633,0.0576972,0.106859,-0.00157859,0.202905,-0.109009,0.0525781,-0.233123,-0.14234,-0.0453998,-0.0192096,0.163699,0.0656347,-0.0988319,0.0915321,0.0248589,0.0829826,0.0118022,-0.194716,-0.0385797,-0.128486,-0.224931
28,-55.5609,-0.0312309,-0.067324,0.0509127,-0.223732,0.131376,0.0223066,-0.0463383,0.0404679,0.0551883,-0.15244,0.0369663,-0.0616605,-0.134769,0.0688614,-0.0159979,-0.0756737,-0.0627754,-0.150979,-0.0538608,-0.279824,-0.0669773,-0.00495017,-0.00345106,-0.0461093,-0.0252485,-0.0889462,-0.134324,-0.00480841,0.0812373,-0.0289549,0.141002,0.117245,0.124962,0.166374,-0.0337958,-0.0958827,0.0834955,0.0809392,0.0338266,-0.0569309,0.0710952,-0.102491,-0.143575,-0.0593224,-0.166597,-0.0680773,-0.102397,-0.195273,-0.000682706,-0.0768118,-0.224423,-0.157673,-0.111665,0.0037587,-0.0892463,-0.0226136,-0.0565661,0.0751224,-0.0577821,-0.0194126,0.0155839,0.0313094,0.217014,-0.0747441,-0.129178,0.190432,-0.0182129,-0.0995931,0.0781311,-0.0138141,0.042509,0.132387,-0.245884,0.0533297,0.240479,-0.155808,-0.025527,0.0377155,0.188846,0.135428,0.137286,0.088002
29,55.4703,-0.0147819,-0.0487096,-0.0769765,0.0489963,0.107958,0.0495209,0.073034,-0.0651779,0.0696625,-0.0559531,0.0481652,0.124684,0.160234,0.0724408,-0.103901,0.0308874,0.088154,-0.0430771,0.0117614,-0.0740398,0.106848,-0.126648,0.0172642,-0.0850372,0.0252696,-0.0932629,-0.104014,-0.0775922,-0.0851659,-0.205889,0.0182483,-0.104966,-0.120929,0.098221,-0.243255,0.103436,0.152078,-0.0842465,-0.0684396,0.190781,0.0186288,-0.126196,0.0518132,0.0874872,-0.110869,-0.123075,-0.152851,0.106953,-0.052142,-0.163177,0.145089,0.150158,0.113563,-0.202571,-0.0638981,-0.175536,-0.0504678,-0.0690392,-0.125639,0.0485205,-0.118192,-0.0241698,0.166265,-0.154102,0.295852,-0.0358098,-0.00423998,-0.0157447,-0.0235254,0.106497,0.195293,0.0488755,0.000207179,-0.0143919,0.0795785,0.0190965,0.198325,-0.0550963,0.129865,-0.0881796,-0.0481024,-0.185123
30,54.6154,-0.0896737,0.140065,0.0367038,0.0717226,-0.0342813,-0.0740648,-0.00627651,0.00250331,-0.0224504,-0.28868,-0.00464432,0.113652,-0.140756,-0.0315687,0.261459,0.105699,0.00968342,0.0663,-0.161969,-0.0188013,-0.0826096,-0.0545362,-0.0902462,-0.15123,-0.0992379,-0.0611889,0.0273445,-0.200724,0.230364,-0.0355863,0.00545824,-0.00494868,0.0491606,0.102038,0.132173,-0.0163026,-0.0896679,0.00976885,0.128258,-0.04221,0.0452371,-0.0266826,0.197581,0.0641123,0.154236,-0.00987845,0.142136,-0.0683706,0.101436,-0.06999,-0.0253793,0.207958,-0.0824875,-0.191104,0.0117221,0.0741063,-0.137216,-0.217652,-0.00613599,0.216895,-0.0450347,0.0559781,-0.0193489,-0.186731,0.0546903,0.0501732,0.194947,-0.0896432,-0.095116,0.0526487,-0.0637657,0.0458742,0.0540933,0.121115,0.0610221,-0.0526187,0.0466884,-0.0136391,-0.0779341,-0.175416,-0.00576402,0.186881
31,-54.0149,0.0359237,-0.145231,-0.128476,-0.0950047,0.171043,0.0720608,-0.0318674,-0.069889,-0.129318,0.0517498,-0.0436023,-0.00159263,0.00146895,0.0820567,0.167946,0.191833,-0.0914114,0.0132765,0.136724,0.118539,-0.0910161,0.0782695,-0.0557997,-0.26645,0.0307913,-0.0333974,0.0133151,-0.0318665,-0.0576118,-0.0907458,0.0262886,-0.0355669,-0.118421,0.0100815,-0.0415509,0.0246386,-0.101471,-0.164961,0.0237533,0.0405655,0.0667198,0.119852,0.00695081,0.17188,0.0704802,-0.0256009,0.102097,-0.0563622,0.0152137,-0.0196469,-0.0398303,-0.253103,-0.0893815,0.00202741,-0.0814529,0.00352126,-0.204756,-0.0234895,0.147558,0.0171045,-0.128911,-0.196641,-0.139607,0.0268084,0.0600204,-0.220626,-0.120576,0.213732,-0.0905579,0.0661289,-0.112189,0.310936,-0.126771,0.173099,-0.043399,-0.00471403,-0.0212603,0.0626511,0.118451,0.151015,0.0529146,-0.0329497
32,-51.9987,-0.0806746,0.154296,0.0228206,0.101701,0.0162422,0.140124,-0.104906,-0.106499,0.052762,-0.18066,-0.137115,0.12018,0.0178875,-0.0298574,-0.14747,0.0952903,0.126329,0.0894213,0.0171575,0.0438117,0.151577,-0.0919713,-0.130478,0.0577882,-0.00665621,-0.117997,0.166939,0.0590611,-0.143973,-0.0301434,-0.0424403,-0.0424322,0.00565246,-0.136456,0.048222,0.0971645,-0.0727866,-0.0350544,-0.00188586,0.122006,0.0147612,-0.0120502,-0.135268,0.00214831,0.130084,-0.0871542,0.213576,-0.10734,-0.0570996,-0.0357858,-0.0750412,-0.133111,-0.0366706,0.0191267,-0.0748863,-0.00331464,-0.0895814,0.00504822,-0.0700032,-0.0533098,0.210052,0.245678,0.144408,0.183162,0.0739842,0.118698,-0.0140233,0.118367,0.0612434,-0.07905,0.00432048,0.120778,0.117883,0.026126,0.146068,0.203552,0.245595,-0.0616264,-0.0519165,0.179654,0.225794,0.139638
33,50.3317,0.0462049,0.0752494,-0.150243,0.0150487,0.132666,0.111158,-0.202863,0.0597062,-0.102132,0.041565,-0.0279777,0.139869,-0.282537,-0.0447288,-0.0826861,0.139358,-0.0990342,-0.0407584,0.0279995,0.0746075,-0.062861,0.0254172,-0.0539938,-0.0420769,-0.0685099,-0.0162006,-0.0267195,-0.0559422,-0.0477424,0.10556,-0.151982,-0.0475268,-0.0349823,-0.0108864,0.0056233,-0.0857083,0.0937518,0.0274474,-0.124822,0.123487,0.0894632,0.0666235,0.0192786,-0.148402,0.0851062,-0.0906913,-0.145777,-0.0328054,0.0761438,-0.0189915,-0.0443537,-0.0780442,0.390099,-0.114849,-0.0478404,-0.171392,-0.097346,0.0389561,-0.0545506,0.0746657,0.0423025,-0.0147713,-0.0480084,-0.0830535,-0.0123871,0.20488,0.0387847,0.0183993,0.0392892,-0.227189,-0.110768,-0.0133259,-0.0743611,-0.0259767,0.0666364,0.225236,-0.294583,-0.112167,-0.011458,-0.0730885,-0.199756,-0.00632475
34,-49.4936,-0.0104244,-0.0371495,0.159346,0.135192,-0.199501,-0.0554252,0.16584,0.145323,0.0625361,0.11196,-0.215987,-0.0288395,0.139841,-0.131404,-0.120583,0.00827524,-0.0567204,-0.0545432,0.0966174,0.0336658,0.054044,-0.0402553,0.041701,-0.163247,-0.0788226,0.15731,0.141172,0.0516013,-0.105008,-0.245073,0.150897,-0.251716,0.0259079,0.0749259,0.146992,-0.0140279,-0.0889703,0.0150213,0.122035,-0.0164224,-0.158787,0.0181657,0.0871874,-0.0829626,-0.0311452,-0.192691,0.0716088,0.0912019,0.141389,0.0176308,-0.11516,0.0237866,0.0676612,-0.0773143,0.0332099,-0.0358723,-0.175698,-0.0440131,0.004014,-0.262417,-0.0961921,-0.0847508,-0.0142864,-0.122628,-0.0346069,0.133556,-0.0310533,-0.0240348,0.036383,-0.261589,-0.0421333,0.0839781,-0.188384,-0.0465334,0.117066,-0.0994151,-0.0048459,0.0214034,-0.0472417,-0.019731,-0.00358549,0.0266892
35,48.7791,0.0439107,0.0526309,0.295115,0.205741,-0.212942,-0.122854,0.0536838,0.100466,-0.255874,-0.0321408,-0.0433516,0.0768268,-0.0435077,0.0673924,-0.0779287,0.00627359,0.0620297,-0.126918,-0.149928,-0.102099,-0.0509715,0.0882373,0.0125119,0.0182459,-0.0234117,-0.111572,0.079664,0.0790983,-0.124511,-0.0966284,-0.00306655,0.0593553,-0.0484597,0.0129539,-0.238034,-0.00941476,-0.0309245,-0.015411,-0.121773,0.108898,0.00954433,0.111147,-0.0527884,0.0273867,0.0646597,0.173634,-0.00586582,-0.0796086,0.0765643,0.0173043,0.0179051,0.0489082,0.0160583,-0.0759922,-0.0636409,0.120844,0.0398839,0.0648942,0.206711,-0.0740088,-0.178972,0.0553826,0.291453,-0.0935319,-0.134581,0.00095259,-0.135035,0.0703,-0.00743623,0.252968,-0.119758,0.113012,-0.0204839,-0.0144959,-0.0635705,0.185214,-0.129471,-0.0987647,0.0797913,-0.0270644,-0.0912275,0.119897
36,47.3047,-0.0986301,-0.117737,0.065984,-0.032917,0.00493584,0.0788292,-0.122776,0.0186957,-0.115185,0.00121969,-0.036493,-0.0618585,0.0322888,0.157718,-0.050841,-0.111532,0.00404047,0.270805,0.157986,0.0845334,0.0650072,-0.102657,-0.071961,-0.210479,-0.00860064,0.0657078,-0.118657,0.21905,-0.0157025,-0.0304135,0.00285066,-0.0173022,-0.10334,0.0669491,0.00204848,0.110891,0.132381,0.0253418,-0.107505,-0.0620941,0.0182948,0.17567,0.0911203,-0.10345,-0.00490587,-0.0734497,0.0453327,-0.103001,0.0257288,0.169823,0.234566,0.170136,-0.197129,0.0136586,0.0892456,-0.157205,0.176865,0.0865014,0.1413,0.234631,-0.00882846,0.129095,0.0824602,-0.0720845,0.0391079,0.111244,0.137528,0.0022279,0.0453972,-0.0893164,-0.195565,-0.0343476,-0.173228,-0.0311975,-0.0107393,-0.076147,0.0876686,-0.0696997,0.0650659,0.158999,-0.104916,0.151721
37,-46.7892,0.0394417,-0.165605,-0.15177,0.106202,0.0557412,-0.158637,0.230717,0.180974,-0.172353,0.00935465,-0.092491,0.054696,0.172341,-0.00848676,0.0230457,-0.10849,-0.0287354,0.0306297,0.0280438,-0.00360737,0.0201481,0.148359,0.114111,0.0201486,0.187986,0.0886043,-0.0453187,-0.124237,0.0362864,0.205,0.103908,0.160046,0.0662954,-0.295288,-0.11038,0.219009,-0.0330763,0.0294246,-0.107639,-0.0227953,-0.0615483,-0.00304319,-0.0820142,0.0182778,-0.00393402,-0.162682,0.0258021,-0.22023,-0.0850207,-0.0257311,-0.0826211,-0.0438773,0.0256604,-0.164712,-0.000415526,0.00855178,-0.163919,0.005258,-0.0331698,0.174619,-0.129083,0.151673,-0.0985025,-0.140826,-0.137848,-0.0991102,0.0666591,-0.0695711,0.0894431,-0.170722,-0.00502914,0.0170266,0.104849,-0.112928,0.0948507,0.0497995,0.0918782,-0.0844934,0.0652236,0.007309,0.0155894,0.0690753
38,-44.3812,0.0968784,-0.0538246,0.00500097,-0.11198,0.102092,-0.0041476,-0.101232,0.0854428,-0.11953,0.0798957,-0.13272,0.0397345,0.00685887,-0.0630732,-0.18024,-0.0645547,0.124654,0.0247796,-0.150945,-0.0836682,-0.200448,0.0898428,0.0584932,0.0551781,0.040568,0.0716942,0.0687469,-0.0863241,0.197807,-0.183667,0.150536,-0.16024,0.0439972,0.0966557,0.0670254,0.0885424,-0.0224163,-0.195713,-0.102911,-0.0955337,0.0157505,0.052881,0.0119426,-0.00812887,0.0230904,-0.0314836,-0.00619573,-0.158627,-0.0218213,-0.0606442,0.0406165,-0.0415431,-0.00852865,0.0214237,-0.0621035,-0.000864653,0.101646,0.0228296,0.0555101,-0.0898396,0.0291641,-0.00795263,0.0681569,0.267336,0.149876,-0.0702578,0.111434,-0.0307036,-0.038779,-0.214402,0.274941,-0.0231062,0.0786804,0.245305,-0.2004,-0.00161892,0.00106178,-0.165789,0.119701,-0.118064,-0.160064,0.224674
39,-43.8386,-0.0703464,0.0237901,0.0578308,-0.0372349,0.139357,-0.0356737,0.169318,-0.0572047,0.0626504,0.0907103,-0.0361955,0.113902,-0.000276257,-0.0451797,0.143475,-0.0479686,-0.159146,-0.0455167,-0.0853323,-0.123135,0.136017,0.16602,-0.208493,-0.000610747,-0.0222997,0.129649,0.0974953,0.179934,0.130823,-0.142152,-0.121941,0.0977259,0.0154153,0.0693613,0.0584341,-0.187286,0.265596,0.0560374,-0.128589,0.221946,0.0324133,-0.00229394,0.00693399,0.173505,0.226154,-0.00442084,-0.0144735,-0.184711,0.0420487,0.0335952,0.02763,-0.104271,-0.056053,-0.116103,-0.0322827,0.00820864,-0.0213937,-0.0249917,0.197373,-0.111634,0.0823629,-0.024236,-0.0747111,-0.00726686,0.0751963,-0.0459489,-0.0187295,0.127873,0.20219,-0.0466295,0.0656843,-0.145807,0.0459492,-0.205509,0.0047043,-0.203847,0.088118,-0.186304,-0.062984,-0.031408,-0.0183386,-0.0343787
40,-42.8386,0.153774,-0.0434881,0.168269,-0.0308708,0.105147,-0.0805761,-0.138357,0.0284829,0.0942968,-0.159826,0.030851,-0.0638365,-0.0811449,-0.143592,-0.00102105,-0.115194,-0.082546,0.191249,-0.0743698,-0.069638,0.147177,-0.192941,-0.129948,-0.0851733,0.138694,0.224585,-0.175252,-0.00382661,0.123997,-0.0231371,-0.0567003,-0.0413737,0.0317759,-0.0351792,-0.181631,-0.0231268,-0.249707,-0.0669637,-0.0619229,-0.0462914,-0.0551282,-0.192071,0.00107406,-0.0462797,0.056985,0.154943,-0.0234303,-0.0631309,-0.0128083,0.0911118,-0.0731495,0.113388,0.115821,0.0954194,-0.120031,-0.0754637,-0.16274,0.0646115,0.128177,-0.138211,-0.0511816,0.02722,-0.0744877,-0.191645,0.186153,-0.100362,-0.187459,-0.0939136,-0.051477,-0.0541913,0.0322877,-0.0733996,0.0224482,-0.00542074,-0.0969726,0.12314,-0.0665426,-0.0717496,-0.0869862,0.238929,0.076855,0.0143507
41,42.7726,-0.0206196,-0.00168115,-0.166164,-0.0196904,0.116597,0.0451522,0.0367752,0.0866941,0.000736708,0.211346,0.167034,0.0502398,-0.0517727,-0.159286,0.140774,-0.110204,0.0365201,-0.0556625,0.024741,-0.148213,0.0898882,-0.197345,-0.0189081,-0.0801454,0.0717728,0.0869535,-0.0528413,-0.107891,-0.0650568,-0.100805,-0.191655,-0.0163868,0.203911,-0.0550428,0.0889828,0.0125171,0.040624,-0.326897,-0.0992202,-0.127671,-0.0669235,0.230289,-0.0141554,0.0887818,-0.0889417,-0.03751,0.114868,-0.0781353,0.055654,-0.0237345,0.0143359,0.0461555,-0.0126052,0.134211,0.20935,0.139399,0.0322282,-0.000619645,0.058054,-0.0570277,-0.0420789,0.127497,0.0876289,0.0779028,0.129521,0.148587,-0.119304,-0.15403,0.0602699,0.14389,-0.0651671,0.216357,0.0373294,-0.14716,0.166784,0.0858948,-0.0728513,0.034728,-0.0606494,-0.148231,-0.0388107,0.00849839
42,41.9384,0.0811281,0.0489687,-0.152037,-0.0210631,-0.201763,0.0589873,0.03133,-0.0830671,0.027519,0.0725771,-0.106199,0.099682,0.0791228,-0.0320978,-0.10902,-0.0510101,0.0757512,-0.0507704,0.102009,0.143421,-0.048908,-0.0691927,-0.316691,-0.0433959,0.0146536,-0.129729,-0.0359848,0.161792,-0.00533915,-0.121874,0.0874043,0.0161674,0.091477,0.0802816,0.0306092,-0.0843914,0.00432011,-0.0891799,0.0553561,-0.25686,0.143701,0.0603705,-0.181869,-0.0229535,0.141516,0.184516,-0.0824378,0.000459921,-0.0743976,0.0168004,-0.134533,0.138131,0.016785,-0.113763,-0.102995,0.0503556,-0.16083,0.181317,0.0256265,0.16989,-0.287926,0.119327,-0.130497,0.142628,0.0111856,-0.0535728,0.111325,-0.112579,0.131269,0.0725559,0.0942572,-0.126829,-0.052062,0.0026099,0.105211,-0.0073863,-0.104863,-0.0803039,0.0161631,-0.0439265,0.108113,-0.137638
43,38.7825,0.0488959,0.0823839,-0.191005,0.10358,0.0450793,-0.0233355,0.0738547,0.0204513,0.0481648,-0.254916,-0.121509,-0.120839,-0.0681596,-0.0203747,0.0841024,-0.102776,0.134783,0.132377,0.00292592,-0.0259004,0.130081,-0.0318715,-0.0257222,0.0179576,0.128235,0.160125,-0.00241819,0.125781,-0.230944,-0.0393672,-0.0120983,-0.0134891,-0.0441726,0.0210602,0.0987594,0.0960772,0.136753,0.0520785,0.142326,-0.00294602,0.0901088,-0.000401118,0.0567015,-0.169329,0.144446,0.0426955,-0.0880248,-0.0428852,-0.0480231,0.0123817,-0.00468786,-0.0415781,0.205848,-0.0669624,-0.226762,0.189159,0.237602,-0.0930229,0.0113287,-0.0903166,0.00140237,-0.0696326,-0.11966,0.000212837,0.0336993,-0.0431289,-0.0139649,-0.101668,0.124022,0.0805948,-0.00816646,0.207047,0.0697235,-0.0342054,-0.0398008,-0.119749,-0.0875593,0.207772,0.31664,-0.0443953,-0.0706281,0.151187
44,-38.567,0.0204673,-0.0231278,0.0209325,0.136648,-0.00108638,0.0441501,0.114969,-0.13312,-0.0220953,-0.0966054,-0.0824038,-0.0562267,-0.0505526,-0.243334,0.0133514,0.0281146,0.215495,-0.140455,-0.126753,0.0577994,-0.0458084,0.00135215,0.100389,-0.0435792,-0.0573268,0.0919707,0.0427293,0.0852282,-0.0980333,0.146193,0.0995626,0.0211734,0.0537206,0.0366336,0.0339849,0.0467494,0.319084,-0.0767094,-0.103651,-0.208879,0.0737371,0.0657009,0.178381,0.14764,-0.187784,0.174677,-0.000258797,-0.0965062,0.312928,0.0311597,-0.19141,-0.0799017,0.00299012,0.0793225,-0.0595546,-0.161664,0.0344732,0.0314075,-0.194217,0.0410772,0.0410808,0.17437,-0.0599217,-0.131678,0.165014,-0.0990824,-0.0491055,0.119273,-0.101487,-0.0270611,-0.105896,-0.0467011,-0.0485795,0.0103083,-0.116088,-0.0102297,0.0247019,-0.0881951,0.00452499,0.0609025,0.0973728,-0.0796624
45,-37.5176,0.079776,-0.105857,-0.138971,0.0288287,-0.151535,0.125283,-0.0151379,0.0607553,0.0859876,0.052728,0.11375,-0.105944,0.0932738,-0.162736,-0.0706906,0.13319,0.0423475,0.0460322,0.139062,0.204421,-0.06843,0.16941,0.0169156,0.094268,-0.202296,-0.0322486,0.00425186,-0.153754,0.183006,0.0622855,-0.0907438,0.0386502,0.0496223,0.113413,-0.162392,0.165213,-0.0373227,-0.129551,0.170188,0.0199523,-0.00716297,-0.0621424,0.0217811,-0.0157395,0.00793199,0.0887342,-0.0115243,-0.190182,0.0577816,0.141188,0.203538,-0.103195,-0.0639048,-0.0494253,-0.354967,-0.002935,0.0850725,-0.0511338,0.0830228,-0.100162,0.115681,-0.0167717,-0.0118218,-0.0908183,0.0307848,0.123494,-0.0791053,-0.147879,0.0381259,0.101367,0.00733288,0.0364358,-0.184688,-0.1935,0.0695218,0.0071377,0.0705553,-0.130527,-0.0722853,-0.100744,0.0757607,0.0895378
