Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82
20,-66.4988,-0.119897,0.129568,0.21281,-0.193795,0.254732,-0.292836,0.0383869,0.142073,0.0456814,0.0466717,0.104417,-0.160924,0.111907,-0.174784,0.219366,-0.100186,-0.0254007,-0.0591916,0.0340498,-0.146702,0.0709962,0.00285731,0.105967,-0.0543182,-0.124394,0.0257625,0.00760694,0.0402157,0.178862,0.218969,-0.050551,0.0856244,0.116192,-0.0296095,-0.0271506,0.0208411,0.0578919,-0.066105,-0.0178555,-0.0267388,0.0327457,0.162386,0.149197,-0.024061,-0.156988,-0.0204071,-0.0889003,0.116013,-0.0248039,-0.183049,-0.00379177,0.0392235,0.0960809,0.0192658,0.0994077,-0.158567,0.0639112,0.157995,-0.0173116,-0.0652287,-0.105431,0.00430213,0.0110113,0.133323,-0.122204,0.108494,-0.144244,0.149807,0.0264404,0.191679,0.0850931,-0.0394524,-0.0578449,0.0875646,-0.0216462,0.0259948,-0.0914471,-0.0528899,-0.0501217,-0.0780905,0.0204242,0.00292907,0.0721982
21,65.0792,0.135572,0.164146,-0.0323616,-0.109704,-0.114417,-0.12447,-0.0779757,-0.0663093,0.0726058,-0.113579,-0.0556354,0.07496,-0.113086,-0.0614791,0.0640735,-0.0449333,0.195311,0.00510458,-0.0192744,-0.024094,0.178648,0.215673,-0.0125057,-0.0277691,0.101627,0.0495749,0.00920596,0.0398756,0.000407212,-0.0752433,0.0228827,0.113756,0.112038,-0.300321,-0.0797576,-0.0457352,-0.173738,0.109225,-0.051332,0.0804884,-0.069519,-0.163959,-0.00712004,0.0880246,-0.212598,-0.239549,0.163017,0.140474,-0.0541402,-0.121287,-0.0331584,-0.0649017,0.0560048,0.0941504,-0.0196436,0.0358644,-0.0612972,-0.0261717,-0.097541,0.00558037,0.12068,-0.0544633,0.0755239,-0.0658332,-0.06393,-0.0466254,-0.0753062,-0.13557,-0.129859,-0.190194,0.141402,0.0848874,0.17306,-0.0997186,-0.0526196,0.0824593,-0.212662,-0.114832,-0.189865,0.0135533,0.0788617,-0.0133871,0.104025
22,-64.3098,0.248755,0.105194,-0.236372,0.0572371,-0.0838848,-0.167915,-0.078924,0.154502,-0.220574,-0.017572,-0.0671189,-0.0538436,0.0657815,-0.0205208,0.0473764,0.0760962,0.105057,-0.124875,0.0134653,-0.0987187,-0.00318053,-0.126035,0.130875,-0.00787579,0.0746934,-0.035238,-0.0539647,0.0459812,0.0519991,0.00855283,0.120823,-0.145115,0.125406,-0.0618847,0.101528,-0.215774,-0.0446211,-0.170016,0.0522192,0.0830377,0.0720509,-0.0378632,0.188145,0.106224,-0.138409,0.109027,0.127472,-0.205034,0.240278,-0.0108599,0.108633,0.06577,-0.0140643,0.0710927,-0.190313,-0.061743,-0.0188043,-0.0659895,-0.151234,-0.0437797,0.0337582,-0.0617123,-0.0797086,0.0830425,-0.112283,-0.0307098,-0.128077,0.16059,0.0733898,-0.0443627,-0.191067,0.0967364,-0.078592,-0.0186357,0.0341912,-0.0642924,0.133317,0.104967,-0.0960421,0.105024,-0.0562684,0.0880079,-0.0788742
23,63.437,0.146483,-0.00550054,-0.0107443,0.00811792,0.0496683,-0.0512983,0.178505,0.108417,-0.061166,-0.014998,-0.102509,0.177536,0.0929303,-0.13383,0.0756545,-0.052399,-0.123513,-0.0961103,0.0649353,-0.0929921,0.0119067,0.134487,0.257154,0.115403,-0.0406173,-0.00296453,-0.00590006,0.109922,-0.10338,-0.0485426,-0.111454,-0.0933352,0.00157166,-0.133334,0.0169198,-0.0740785,0.0694561,0.0746861,-0.0348225,-0.0513619,0.173758,-0.0909229,-0.178271,-0.0239525,0.0199729,0.11916,0.128471,-0.0340928,-0.0921195,-0.210494,0.00298605,-0.154293,-0.0723605,-0.0176298,-0.0154941,-0.0208404,0.0696265,-0.139907,0.20027,0.275245,-0.129671,-0.151077,0.0940185,0.224145,0.216268,0.0557764,0.171039,0.0779086,-0.08499,-0.030204,-0.0267403,0.0267875,-0.0341252,-0.105675,-0.056812,-0.141776,0.0190439,-0.200628,0.144792,-0.0613673,0.0775931,0.0328519,-0.00399508
24,62.998,0.113342,-0.0990809,-0.168624,-0.00275232,-0.00642479,0.192242,0.0185936,0.140119,-0.111777,-0.0462328,0.0688088,0.050797,-0.0105818,-0.213574,-0.0653595,-0.0197451,-0.0143966,-0.0996621,-0.0476257,-0.104684,-0.14725,0.101674,-0.0813837,0.0539487,-0.00719388,0.0414122,-0.218413,-0.0416872,0.0708845,0.166051,0.134557,-0.247808,0.0791518,-0.00844292,0.0420881,-0.0533593,0.0507039,0.126773,-0.0845411,-0.033795,0.129326,-0.0108981,-0.121219,-0.16786,-0.0700733,-0.1219,-0.0333437,0.0827446,-0.152404,0.0768283,0.00154514,-0.014157,0.116594,-0.112742,0.0141505,0.041006,-0.236509,0.000723199,-0.0742963,0.031483,-0.0729259,0.145281,-0.0689469,-0.013001,-0.0290833,0.11964,-0.0772556,-0.0363849,0.0108326,-0.0266739,0.09211,-0.0462361,-0.241733,0.0599053,0.247163,0.124761,-0.147493,0.14801,-0.0120611,0.0300146,0.273592,0.0582013,0.138454
25,-62.5814,-0.070573,0.144225,-0.041446,-0.122135,-0.147458,0.0598467,0.0151866,0.0257297,-0.0217159,-0.0246127,0.0702855,-0.129954,-0.0501569,-0.125604,-0.252814,-0.0695703,-0.0438065,0.0369548,-0.0592933,-0.125775,-0.156561,0.12679,0.0299214,-0.120417,-0.198481,-0.000692754,-0.0930282,-0.0717942,-0.121534,0.0385585,0.0734527,0.0490549,0.00633252,0.0433768,-0.00141141,0.120011,0.0343498,0.08928,-0.140895,0.0545255,0.0501152,0.0312697,-0.0665655,0.0263624,-0.0762171,-0.148851,-0.00554642,-0.0624166,0.246002,-0.0120622,0.0189099,-0.237566,-0.205473,-0.0462645,0.0511966,-0.0994586,0.0853262,0.0279886,-0.00320863,-0.188237,0.0526134,-0.0417152,-0.0799425,0.205791,-0.086036,0.0550851,0.172691,-0.0158247,0.231752,-0.111477,-0.188025,0.153118,0.165993,0.0924478,0.141532,-0.0456523,-0.0908505,-0.130721,0.0168609,-0.0826768,-0.00445388,-0.196315,-0.104744
26,-59.4758,-0.123021,0.141537,-0.156535,0.147277,-0.0624473,0.00709311,0.173188,0.239505,-0.106683,0.0356397,0.0879338,0.210237,0.0792872,-0.0120759,-0.0230344,-0.130876,-0.014731,-0.0129073,0.132435,0.0630154,-0.119299,-0.0429244,-0.0853742,0.0516668,0.128972,0.108408,0.195614,0.0291341,-0.12771,0.00819456,-0.136957,0.118368,-0.0176623,0.0195119,-0.0633933,0.0625822,-0.0662282,-0.165102,-0.110504,0.00238876,0.0121067,0.0342542,0.0874992,0.0701773,0.0393863,-0.0469636,-0.0845237,-0.0723227,-0.0406511,0.08409,-0.0449599,-0.0997575,0.204266,-0.112145,0.144448,-0.214235,-0.0306193,-0.163476,0.00509601,-0.10094,-0.0529071,-0.129315,-0.223463,-0.0163582,0.0414808,-0.088308,-0.0159338,-0.000706534,-0.0838082,-0.124784,0.100664,-0.0306609,0.0427072,0.157003,0.113084,0.0867533,-0.0506142,-0.156185,-0.170528,-0.0773993,-0.0921721,0.283207,-0.0352979
27,-58.3101,0.0668325,-0.135666,-0.156749,-0.123499,0.135498,-0.0917546,-0.0469087,-0.00392288,0.0329244,0.0828975,0.0179877,0.17579,-0.00435617,0.0624377,0.0480329,0.0088183,0.0569749,0.340617,-0.0230347,0.124579,0.0139473,-0.0223262,-0.00394889,-0.0705425,-0.114671,-0.0887737,-0.0295349,0.126764,-0.0154786,0.0355809,0.048111,-0.0746063,-0.0388209,0.0300166,0.0109744,-0.0363401,0.201564,0.0351803,0.0796177,0.105854,0.149862,0.0957191,-0.040375,0.152106,-0.177834,0.0608901,0.198086,0.129911,-0.00464869,0.0166278,-0.0429553,-0.0517499,0.055831,-0.134609,0.0507567,0.00502051,-0.0830539,-0.144162,-0.172867,-0.217796,0.216524,-0.122004,0.110393,0.0322674,0.21687,-0.00181648,-0.0931848,-0.149853,0.0834252,0.215461,0.00155079,0.0351957,0.0496569,0.115947,0.0707698,0.129904,0.15252,-0.109979,0.134345,-0.156327,0.00764757,0.0756583,0.0224082
28,58.0905,-0.0829956,0.0413821,-0.125237,0.251991,-0.0490919,0.037983,-0.099338,-0.0119145,0.11536,-0.0579007,-0.0922723,0.0632876,-0.03865,0.24708,0.132631,-0.161885,0.0344208,-0.0788848,0.159479,-0.0603877,0.0327083,0.158832,0.0549465,-0.0183578,-0.0594975,-0.07265,-0.0404045,0.0682645,0.119474,0.275391,0.0227521,-0.00794333,0.160683,0.0798743,0.079073,0.0391151,-0.0864086,-0.00406609,-0.147397,0.158484,-0.0832116,-0.0282981,-0.0878345,-0.0693791,0.0246508,0.197146,0.1329,-0.0717065,0.214404,-0.0375268,-0.128219,-0.230559,0.0478856,-0.0864294,0.160288,-0.0199484,-0.0286483,0.0657141,-0.0737908,0.051831,0.0229144,-0.0560988,0.189725,-0.101102,-0.15548,0.0892121,0.21827,-0.105193,-0.0270926,0.104582,0.0824491,-0.112299,-0.0847032,0.150585,-0.136078,-0.0436001,0.00556764,0.134382,-0.0505055,-0.0178821,0.0198907,0.00271725,-0.0671272
29,56.0749,0.0618989,-0.0751701,0.144366,0.131812,0.0150404,0.0332657,0.0215523,0.133371,-0.0582062,-0.261839,-0.0985321,-0.257265,0.0470703,0.0966137,0.12507,-0.177589,-0.0979415,0.0644891,0.0624486,0.000935922,-0.175258,0.108193,-0.010724,0.119381,0.0337726,0.0249995,0.0782574,-0.199737,0.0432344,0.00304748,-0.158516,-0.0183965,0.176453,0.0327966,-0.0598512,0.21435,-0.0846869,0.0224573,0.201056,-0.0318711,-0.0754212,-0.0333334,0.0414791,-0.0952876,-0.162576,0.0237737,0.132968,0.0452138,0.112808,0.0876423,0.193274,-0.0406623,-0.11443,-0.246969,-0.144656,0.0876575,-0.073971,-0.13974,-0.0387147,0.0305836,-0.00816108,-0.107495,-0.0789773,-0.0812123,0.0403488,0.0593163,-0.153357,0.0129832,-0.00321382,0.0435041,-0.0729867,-0.062005,0.113317,-0.158129,0.0249824,0.147345,-0.0635567,-0.0275628,0.121478,-0.165108,-0.0942051,-0.0248798,0.104891
30,-54.7752,-0.00279121,-0.249641,0.106468,-0.0953942,-0.129487,-0.125648,-0.0150548,-0.061907,-0.161923,0.165201,-0.0860286,0.0123763,-0.0729172,-0.129398,0.180814,-0.0303412,-0.0583144,-0.0436814,0.102207,0.102934,-0.00642844,0.0352159,-0.0300447,0.171853,0.0256712,-0.0381238,-0.131817,-0.0797013,-0.0800259,-0.219737,-0.0445449,0.0632127,0.187325,0.241184,-0.0465618,0.0524601,-0.0192927,0.0675121,-0.0139817,-0.0211556,0.12212,-0.0635874,-0.0467775,0.137233,-0.0488625,0.000854087,0.0227845,-0.0464767,-0.154639,-0.127297,-0.0576157,-0.187186,-0.0828061,0.0848633,0.154414,-0.0259096,-0.0210631,0.133485,-0.0939134,0.0121346,0.108122,0.0184867,0.0142557,-0.00744031,-0.229257,0.0519723,0.0771706,0.125388,0.102876,-0.15691,0.110496,0.054875,-0.0198147,0.00651929,0.0724697,0.189289,0.112435,0.167241,0.103602,0.0231054,-0.254921,0.167658,0.00926367
31,-52.4424,-0.0225209,0.149901,-0.195942,0.0665886,-0.0013797,0.000876,0.0868622,0.0748933,0.0174611,-0.114101,0.0893086,0.0446254,-0.0594742,0.0493193,0.145816,-0.134388,-0.0150772,0.104146,0.231177,0.046122,0.150999,0.0198358,0.0269691,-0.221591,-0.0645497,0.252918,-0.052898,-0.199588,0.217544,-0.109304,-0.106242,-0.232091,0.0293959,0.0629254,0.064177,0.0896058,-0.0026007,0.00710992,0.103828,0.0616176,0.173581,0.0394889,-0.114949,0.0165696,0.0707804,-0.12495,-0.083521,-0.00338911,-0.146314,0.00398681,0.0287335,0.0220545,-0.044026,0.21838,-0.0977007,-0.0403478,-0.0704217,0.0212346,0.162572,0.0332728,-0.0940026,0.0875193,0.10558,0.134427,-0.0884098,-0.0930271,-0.130406,-0.244357,0.00527758,0.0451916,-3.42434e-05,0.0846791,0.141388,0.0128265,0.0822921,-0.0519857,0.074808,0.129977,0.0353182,-0.0329008,-0.151387,-0.0375117,-0.172628
32,51.4448,0.0546654,0.0666233,-0.128758,-0.0824088,-0.0657938,0.0443528,-0.0688051,-0.10983,0.00946192,-0.0315565,-0.201353,0.112505,-0.0590585,0.016407,-0.0395383,-0.224733,-0.0118913,-0.125652,0.11295,0.0469783,0.0693228,-0.103357,0.0869921,-0.0875985,0.24352,0.0586169,0.0812808,-0.0279131,-0.0700906,0.0293479,-0.00307956,0.116015,0.00123676,0.205101,-0.142781,-0.128045,0.293897,-0.0128351,-0.0228596,-0.024909,-0.0208432,0.011436,0.178894,-0.15264,-0.143742,0.0879602,-0.221902,0.181524,0.0232486,-0.11993,-0.153227,-0.0064394,-0.191484,0.110379,-0.0776217,0.0228026,-0.154628,-0.162369,0.0621465,0.0505993,0.053616,0.134137,-0.13423,-0.0711878,-0.0948455,0.162811,0.0418609,-0.0609819,0.0471052,0.132936,-0.163338,0.0614426,0.0528424,0.0561,-0.0472373,-0.040831,-0.101128,-0.0598227,0.0982676,-0.0475604,0.0464404,0.0712491,0.153022
33,50.359,-0.097375,-0.0245295,-0.0831494,0.149338,0.0277003,0.0461468,0.174938,-0.274543,-0.159629,-0.0798222,-0.0636947,-0.000919245,0.225299,-0.151036,0.0717341,0.0243614,0.2555,0.00149834,-0.128707,-0.0541932,0.222835,-0.2184,0.0365417,-0.138061,0.183336,0.136189,0.0310396,0.0670158,-0.00882315,-0.0655576,0.104089,-0.0363975,-0.04683,-0.000579469,0.0404019,0.123867,-0.0114334,0.167978,-0.108832,0.0861587,-0.0228322,-0.0160952,-0.0276389,-0.0990121,0.0370371,0.0113708,0.0720688,0.0925905,0.0556497,-0.0633787,0.0725748,0.015185,0.031913,-0.329629,0.0627662,-0.197326,0.09795,0.118111,0.00451401,-0.0125365,-0.0538369,-0.102743,0.00674341,-0.0218252,-0.00849054,0.0411252,-0.0843395,-0.0338373,0.0832402,-0.0726035,0.0216064,0.125085,-0.00958345,-0.00493723,0.00748075,-0.101024,-0.0813933,0.134323,0.205274,-0.0517558,-0.1542,-0.00756334,0.147067
34,-49.9544,0.200226,-0.0472635,0.0259419,0.119969,-0.0255039,-0.119575,0.0121738,0.0845117,-0.0628216,0.00943012,-0.12275,0.0889323,0.1401,-0.184248,-0.0560715,-0.0647557,-0.0862463,0.090511,-0.0585024,-0.0989295,0.0127671,-0.0329555,0.00424887,-0.101984,-0.0374852,-0.0750535,0.0265303,-0.190201,0.140969,-0.257513,-0.0621339,0.122131,-0.0700334,0.0357773,0.231374,-0.0589303,-0.142484,-0.059619,-0.0817592,-0.0285438,-0.311125,0.125916,-0.0696195,-0.136659,-0.0166874,-0.136663,0.00828614,0.036315,-0.129784,0.0215594,-0.0517217,-0.0766967,0.0988491,-0.0138956,-0.00359384,-0.109423,-0.092342,0.161409,0.00781954,-0.0607201,0.110782,0.00899459,0.192403,-0.107763,-0.0652878,-0.0646674,0.142191,-0.0137668,0.0204158,0.150995,-0.341543,-0.136595,0.0199043,-0.0212134,0.0551982,-0.0212294,0.0861894,-0.101868,-0.00746862,-0.0274109,0.125533,0.132173,0.0360458
35,-49.571,0.022035,0.0490382,0.00460343,-0.036292,-0.0942904,-0.0376412,0.0200493,-0.113045,-0.258452,-0.0626544,0.142865,0.0971338,-0.125678,-0.0254033,-0.134758,-0.16924,-0.0714492,0.0954806,-0.142893,-0.141507,-0.0336349,-0.081193,0.23511,0.166504,-0.0233612,0.0965453,0.10681,-0.188807,-0.114228,0.0873831,0.0697596,0.00843231,0.0201774,-0.139647,-0.205021,0.0732895,0.0848069,-0.00918763,0.201961,-0.00146016,-0.131951,-0.154999,-0.0266161,-0.033154,0.114991,0.124602,-0.0834618,0.0844003,-0.041061,0.0227372,-0.0828961,0.0502098,0.041791,0.0688238,0.0848887,-0.0290871,-0.000417749,-0.00975257,-0.197824,0.00689229,-0.00716672,-0.204628,0.156825,0.208261,-0.091893,-0.245221,0.0642821,-0.0960689,0.03187,0.197997,0.00753659,-0.0956553,-0.109001,-0.013352,0.015402,0.064078,0.00161652,0.154786,-0.0850905,0.0689562,-0.0734776,-0.0695406,0.0991011
36,48.18,-0.121038,0.115316,-0.187508,0.0957422,-0.0905667,0.115408,0.0299221,0.0988417,0.0873848,0.0776918,0.0149735,0.088734,0.183802,0.113383,0.0156624,0.023301,0.00146779,-0.0208295,0.099443,-0.0249586,0.0731728,0.0320371,0.155882,0.195746,-0.165991,0.00963867,-0.0893151,-0.0132396,0.0762517,-0.26777,-0.000287094,0.168301,0.0493939,-0.165773,0.011002,0.175028,0.181521,-0.0384167,0.106305,-0.0653433,0.0209751,0.0426507,0.147573,-0.0142745,-0.154351,-0.182056,-0.125733,0.088954,-0.0655607,-0.0782297,0.0141871,-0.0776914,-0.0385943,-0.0538573,0.135829,0.136122,0.0446608,0.0837816,-0.178085,0.0871672,0.0694812,-0.149996,-0.164436,-0.217344,0.061168,-0.0322834,-0.0822507,0.0488417,0.132283,0.0183952,0.0213432,0.0151756,-0.124429,-0.0262474,-0.0112658,-0.163349,0.112963,0.0958625,0.0876299,0.122612,0.160858,-0.165128,-0.089209
37,46.2485,-0.249529,0.0679767,-0.0194561,0.0327741,0.13748,-0.168498,-0.00262563,0.147351,0.206637,-0.0548697,-0.0618134,0.00269166,0.232273,0.0612617,-0.0467682,0.0582299,-0.0638687,-0.159851,-0.0318529,0.0991026,0.0413647,-0.0838185,0.150307,-0.0391158,0.0815406,0.0025518,-0.0860577,-0.242782,-0.114351,-0.046308,0.0436759,-0.277964,0.0517966,0.06639,-0.198475,-0.0604699,0.115142,0.153902,0.013026,0.00675803,-0.180616,-0.0784869,-0.0329496,0.00430366,-0.108665,0.118106,0.0828072,-0.135521,-0.123954,0.0256685,-0.18116,0.00807169,0.119251,-0.0911114,-0.11789,-0.0818617,-0.0695161,0.0588574,-0.0118061,-0.117254,0.074759,0.0464347,-0.0270155,-0.00335888,-0.0703017,-0.129998,0.104647,0.0138569,-0.0625443,-0.17878,0.0330547,0.0542546,0.0222598,0.0048108,-0.00128088,0.183576,0.130009,-0.132296,0.0313747,0.0614764,0.0929728,-0.230096,0.0192651
38,-46.0875,-0.0488903,-0.190949,-0.222385,-0.0190254,-0.00226462,0.0244661,-0.0312096,0.144688,0.113418,0.137806,0.0215992,-0.0407092,-0.0968548,-0.0718753,-0.0487071,0.0100754,-0.0899442,-0.0114883,-0.113615,0.0823641,0.0523857,0.288673,-0.151843,0.00286378,0.222593,0.160084,0.146472,-0.000427467,-0.011735,-0.176195,-0.00367076,-0.204006,-0.0843365,-0.128706,0.130646,0.119289,-0.0388233,-0.10656,0.0879737,-0.108938,-0.0273107,0.023926,0.113656,-0.0049686,0.052759,0.136065,0.0880661,0.145251,0.0890454,-0.271832,-0.107397,0.0270958,-0.142062,-0.0685319,-0.0580795,-0.0898894,0.212631,0.0564705,0.147455,-0.0933936,0.0508342,-0.114091,-0.0339379,0.0921992,-0.108777,0.0698226,-0.0421419,-0.0263349,0.049454,0.0420576,-0.0669991,-0.143007,-0.0822712,0.117261,-0.103066,0.187867,-0.0452671,0.094027,-0.0710288,0.0641014,0.0841329,-0.0550759,0.000990833
39,45.547,0.0716857,-0.0771412,0.0372514,0.0267935,-0.0918034,0.130978,-0.0102509,-0.0494514,0.133483,-0.0824591,-0.102167,-0.157421,0.11786,-0.038789,-0.230126,-0.0151997,-0.0372492,0.0559217,0.113994,0.0942729,-0.0144328,-0.0420639,0.0275229,-0.0370448,0.117342,0.0588365,0.00271308,0.120635,-0.0588904,-0.0360117,0.139419,0.0766494,-0.0114048,0.0347986,-0.0739011,-0.0381004,-0.0275765,0.021962,0.041456,0.0440306,-0.022589,0.128233,0.12245,0.273096,-0.068127,-0.0417941,0.17914,-0.0197611,-0.19247,-0.102584,0.0452655,-0.0725605,0.0949236,0.0100902,0.131037,-0.0485071,-0.0526772,-0.084387,-0.119491,0.271964,-0.392057,0.094476,0.126556,0.0637578,-0.068132,-0.0765611,-0.0983011,0.0211286,0.0834837,0.00585205,-0.148561,-0.117583,-0.0145027,0.203881,-0.0302863,0.0688444,0.077322,0.0539472,-0.114846,-0.218238,0.0212441,-0.180102,-0.0375516
40,-42.6978,-0.189758,-0.104398,0.090577,0.0150459,-0.105937,0.013382,-0.0051336,0.129953,0.097698,-0.0920677,-0.161979,0.10179,-0.0994774,-0.0248161,-0.00827795,0.0185818,-0.0417846,0.00117494,-0.304581,-0.0248501,0.0429989,-0.167989,0.0970015,-0.0497422,0.176386,-0.0639852,-0.124398,0.134625,0.162612,0.0569123,-0.143232,-0.0703079,0.126664,-0.00572586,-0.042751,0.0481307,-0.097036,0.10225,0.048788,-0.0578429,0.168033,-0.111167,0.11927,-0.17704,0.0385705,-0.148959,-0.0302213,-0.0799651,-0.154966,0.103981,-0.117354,0.115271,-0.0518898,-0.0406338,0.172343,0.0667838,0.0968434,-0.149297,-0.173783,-0.0712164,-0.0306219,-0.109951,0.0615933,0.126796,-0.0956346,0.218104,-0.0573722,-0.100537,0.0966396,-0.033062,-0.138938,-0.109447,0.12094,-0.046821,-0.0851267,-0.0706739,0.0757426,-0.0876556,-0.0786178,0.0199275,0.0285317,0.115086,-0.227222
41,-41.3962,-0.0424508,0.0344336,0.0443083,0.0272623,0.305741,0.0454043,-0.108433,-0.064136,0.0791874,-0.0484102,0.127764,0.0531547,-0.0974421,-0.113731,0.0962631,-0.0440421,0.0820876,0.0196103,0.205223,0.221748,-0.141204,-0.0898226,0.103185,0.0381522,0.0932279,0.151725,0.152029,0.0604264,-0.0759593,-0.0433925,0.0590017,-0.160741,0.0813402,-0.0308968,0.108279,-0.0686541,-0.0208372,0.00654094,-0.0727246,0.00279371,-0.0849898,0.109468,-0.040839,-0.0952476,-0.117139,-0.167247,-0.108061,0.0945048,-0.0300859,0.224799,0.119956,-0.024179,-0.0187894,-0.058252,0.0774901,0.1734,0.0910045,-0.0313372,-0.0423792,0.149389,0.25686,-0.0751485,0.100199,0.181478,-0.0188245,-0.0159951,0.141921,0.153322,0.101362,-0.140978,-0.183283,0.0895531,-0.159006,0.0312663,-0.176515,0.0409944,-0.067578,0.0685335,-0.132207,-0.0556285,-0.0341078,0.00917304,-0.0713107
42,41.3496,-0.0197886,0.273747,-0.0591791,0.052863,-0.090972,-0.125435,-0.134049,-0.00423258,-0.116178,0.0455766,0.0227505,-0.0415505,0.157762,-0.0567745,-0.0210861,0.00271441,0.0456967,-0.0350539,0.00379099,0.097533,-0.0591479,-0.0930283,0.01744,-0.0824435,-0.0825235,0.0100721,0.108404,1.92041e-05,-0.0975104,-0.0523041,-0.173428,0.080314,-0.192491,0.0656467,-0.0340628,0.0863298,-0.121174,0.0190691,0.180467,-0.135329,0.0814371,-0.0172472,-0.0677915,0.209273,-0.115668,0.153523,0.207123,0.122747,-0.0796112,0.126603,-0.0104957,0.0494875,-0.112231,-0.124976,0.112968,0.199707,-0.143712,0.110472,0.0428585,-0.157614,-0.141375,0.12483,0.0473255,0.108057,-0.0842159,0.222691,0.101241,-0.136411,-0.0165329,-0.000281736,-0.000638785,0.0536486,-0.214459,-0.110692,-0.129321,0.00413269,-0.158593,0.0533687,0.00648159,0.0866057,0.142655,0.108986,-0.134407
43,-38.5647,-0.0245325,0.00264579,0.00307648,-0.0420111,-0.159714,-0.0236711,0.00473141,0.0472744,-0.186316,-0.0473033,0.10686,-0.127042,-0.143345,0.165788,-0.0524633,0.0382353,0.225826,0.0645874,0.135778,0.140751,0.0771877,0.0398419,0.257772,0.0510906,0.0433663,0.118023,-0.145012,0.189047,-0.0470248,-0.0483323,-0.0635212,-0.0367133,0.0267692,0.0522349,0.086875,-0.0616861,-0.0143325,0.172705,0.0399312,0.0354026,-0.0910712,0.202743,-0.0697092,-0.0671821,-0.0379791,-0.0492076,-0.127954,-0.00596534,0.11358,0.119063,-0.175956,-0.0976065,-0.0266478,0.0385748,0.0599091,0.0912683,0.129428,0.0674666,0.139244,-0.196566,-0.282654,-0.0880936,0.0819498,-0.0340184,0.00855166,-0.00903271,-0.116726,0.133045,-0.136263,-0.0240349,-0.0909874,-0.12704,0.00307089,-0.0278262,0.0268593,0.170005,0.105083,-0.129545,0.0925237,0.127441,0.120421,0.0706508,0.197937
44,38.2865,0.168398,0.00498357,0.102449,0.080505,-0.125989,-0.0162814,0.0217708,0.126433,0.072805,0.165117,0.172208,-0.195784,0.0171699,0.0408114,-0.072628,0.246875,0.052056,-0.053912,-0.0541923,0.0109649,0.00841138,-0.0623697,0.0325709,0.0502775,0.115125,0.129726,-0.0677326,0.0232388,0.216045,0.175231,-0.219177,0.0989865,-0.0748242,-0.000816095,-2.23017e-05,0.0221817,0.182077,-0.0602851,0.0169816,-0.0107306,-0.0470207,-0.14641,-0.0657253,-0.107739,-0.0914324,0.0224002,0.0647522,0.346125,-0.0564736,0.117747,-0.0375998,-0.0783033,-0.0944763,0.0083932,-0.0213198,-0.241581,-0.0863064,-0.172738,0.0925516,0.0315408,0.0154389,-0.0938346,0.193223,-0.112599,0.0350231,-0.00682191,0.141926,0.0819221,0.0400961,-0.118616,0.0288799,0.220755,0.0235857,0.100728,0.039153,0.0417343,0.119236,0.119553,-0.0834606,0.000220039,-0.0547523,-0.0322516,-0.075947
