Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48
20,38.3612,-0.115156,0.113125,6.22659e-05,0.081952,-0.145789,0.00800931,0.0468674,0.149546,-0.266149,0.0884691,-0.0344259,-0.00788617,-0.00298135,-0.149918,-0.174761,-0.383932,-0.042286,0.128648,-0.0622923,-0.18151,0.132839,-0.247373,-0.0866351,0.145957,-0.022531,-0.114438,0.18594,-0.124331,0.000380516,0.084695,0.0235945,0.157238,0.154764,-0.0482203,-0.13107,0.0613632,-0.0292239,0.0325886,0.417422,-0.231652,-0.120699,-0.0632985,-0.148283,-0.0640798,-0.193112,0.109356,-0.0324952,-0.0612193,-0.0796141
21,-38.2716,0.0723471,-0.134952,-0.024396,-0.0252327,0.0252005,-0.031791,-0.181439,0.221333,-0.161816,0.0673063,-0.0498913,0.204957,0.0557373,0.0144083,-0.0101887,0.0662755,0.140229,0.289921,-0.234415,0.160977,0.149457,0.091279,0.0262601,0.0637223,-0.0473185,0.176785,-0.13815,-0.184675,0.15653,0.161015,-0.023564,-0.0331476,-0.0283482,0.252867,-0.0725651,0.148635,0.172694,0.179296,-0.100037,-0.0846573,0.0298907,-0.173361,0.201191,0.22693,-0.18221,-0.0216384,0.185789,0.206059,-0.212517
22,-37.1891,-0.223711,-0.0536243,-0.0341661,0.0498417,-0.296133,-0.141043,0.208305,0.0233308,0.0322719,-0.0914039,-0.193945,0.132839,-0.212701,0.14996,0.0054451,0.0736563,0.18405,-0.0457403,-0.122079,-0.0855029,0.0302817,0.243576,0.203456,0.143667,-0.156685,-0.0212669,-0.00885633,-0.268992,0.161368,-0.0781616,-0.0347493,-0.100593,0.230986,0.179064,0.155117,-0.196792,-0.112358,-0.00115456,-0.0546002,0.0299559,-0.235746,0.118459,-0.111601,-0.161636,-0.00692497,0.117491,0.131677,0.0104024,0.168779
23,33.1087,-0.0814375,-0.0468379,-0.166041,0.147561,-0.2438,0.282015,0.165701,-0.176142,-0.00397777,-0.181024,-0.00217962,-0.101519,0.253575,-0.0245744,-0.0291481,0.0618538,-0.287997,-0.0387861,0.123278,-0.0267709,0.169485,0.0615964,0.141568,0.197872,0.289892,0.0214682,-0.0819823,-0.0365545,-0.00540237,-0.218322,0.262736,-0.112145,-0.168544,-0.0424562,0.0322331,0.0327774,0.164836,0.024415,-0.00413958,-0.0265856,-0.19254,-0.154785,0.00584095,-0.0236332,-0.066845,-0.0021132,0.140723,0.212389,-0.161087
24,-32.4114,-0.127481,0.0555008,0.0280356,-0.120661,0.0560911,0.0771537,-0.0495166,0.0446017,-0.117332,0.0653501,-0.160686,0.180556,-0.065819,-0.148811,0.0816755,0.00334681,-0.0346117,0.0804803,0.114812,0.087876,0.0026717,0.0101777,-0.00577232,-0.173397,0.191557,-0.0189475,-0.219043,-0.289091,0.236464,-0.261962,0.0327359,0.237837,-0.225889,-0.124855,-0.209549,-0.108299,-0.205695,0.00709897,-0.0958216,-0.0810999,-0.126218,-0.244276,-0.076197,0.145255,0.0807549,-0.0496898,-0.16592,-0.0842811,0.325715
25,31.7837,-0.123057,0.105764,-0.105481,0.0047924,-0.00772854,0.160995,-0.189428,-0.156008,0.0204666,-0.0720191,-0.284836,-0.103273,-0.175941,-0.101672,0.177315,0.024271,-0.0706003,0.198676,0.0195933,0.0033299,0.0795276,0.176528,0.101707,-0.161574,0.120136,0.0119561,0.14126,0.227248,-0.0516874,0.243023,0.0153514,0.0845184,0.369664,-0.19522,0.176953,-0.156045,-0.0975467,0.218496,-0.104059,0.0473342,-0.109177,-0.171256,0.108678,0.124218,-0.158108,0.00192415,-0.109506,-0.0931936,-0.128875
26,-29.0583,0.0877447,0.122748,0.162699,0.167269,0.0337405,-0.22995,-0.158713,0.246239,-0.0107455,-0.0615751,0.130798,-0.0639418,-0.0423836,-0.179166,-0.0523659,0.181217,-0.0957268,-0.0974884,-0.0694533,0.110497,0.151639,-0.132986,0.0933448,-0.0657211,0.0634038,0.205647,-0.0649775,0.0840856,0.215021,-0.252077,-0.083976,0.266385,0.0675388,-0.300124,0.249332,-0.0925944,0.00788075,-0.0400704,0.0596165,0.134498,-0.0242434,0.11108,0.0469616,-0.152305,-0.218614,0.131259,0.181696,0.168825,0.00194052
27,28.5037,-0.0193402,-0.205661,0.117774,-0.0731832,-0.0747955,-0.00792743,0.174997,-0.0518592,-0.135964,-0.0274303,0.120752,0.0428738,-0.126978,-0.0628548,0.0697192,0.113405,0.00796569,-0.160395,-0.136099,0.208652,0.113862,-0.0503066,0.130051,0.165449,0.11474,-0.111673,-0.12096,0.0759553,-0.286027,0.104884,-0.227917,-0.178197,0.0416116,-0.221552,-0.344299,-0.24656,-0.0030186,0.138067,0.123877,-0.00843267,0.0508127,0.0885995,0.116428,0.12812,-0.20151,0.0393494,-0.16581,0.210994,0.190507
28,26.2783,-0.0637565,-0.243427,0.0851828,0.161158,0.0757655,0.0905343,-0.19329,0.0672409,-0.0752356,0.00528229,0.12723,0.346837,-0.0825245,-0.106725,0.143355,-0.0770266,0.191768,-0.144492,0.27119,-0.0652634,-0.066764,0.0984582,0.114521,0.0392146,-0.177099,0.222473,0.256268,0.259992,-0.156334,-0.197617,0.090449,-0.016728,-0.0399443,0.0595202,-0.0339034,0.128599,0.0587251,-0.0292539,-0.100076,-0.0999103,-0.215794,-0.0917173,-0.136093,-0.0746642,-0.219081,-0.0213836,-0.161716,0.0828535,0.0525416
29,-26.2525,-0.087148,-0.0023629,0.136914,-0.208403,0.00137925,-0.0679857,0.0514419,-0.159144,-0.208243,-0.121418,0.102955,-0.0792334,-0.12423,-0.222248,0.0761303,0.102832,-0.173768,-0.00586464,-0.03088,-0.24229,-0.158329,-0.326142,0.13851,-0.270627,-0.0757777,0.171556,-0.111515,-0.0409277,0.0441128,0.0086591,-0.00952069,-0.301851,0.153913,0.0750479,0.0700505,0.0424209,0.29782,0.0628534,-0.0794885,-0.143677,0.0140859,-0.0988304,-0.205479,0.110083,-0.0278693,-0.0366418,0.196193,-0.100818,0.12028
30,-24.3903,0.0494146,-0.46763,0.0304335,0.0831341,-0.119987,-0.00913584,-0.0731301,0.259134,-0.157878,-0.229001,-0.103138,0.147364,0.0115003,0.138303,-0.129662,0.176768,-0.210871,0.0444548,0.250321,0.0517682,0.00661906,-0.120176,-0.0590312,-0.215751,-0.0207852,-0.0538465,-0.0556221,-0.0268468,-0.170705,0.0991889,0.0224846,0.0539831,-0.0559193,0.105674,0.236591,-0.255695,-0.0536684,-0.0312801,0.247583,0.0067319,0.00751835,-0.00161151,0.00243365,0.10243,0.159364,0.0581293,-0.0442704,-0.163759,-0.11053
31,23.3679,0.0958041,0.0748406,0.22557,0.0149314,0.124403,0.298211,-0.0619872,0.0718456,0.170728,-0.0827814,0.0616073,-0.00463631,-0.230199,0.156995,-0.0865705,0.0279618,-0.0232356,0.218577,-0.228204,0.0163164,0.137638,0.0677706,0.151296,-0.0982721,0.163986,0.0384089,0.109924,-0.0202703,-0.298645,-0.194566,0.0244438,0.123535,0.112668,0.0906684,-0.143578,-0.0576529,0.0412092,-0.102282,-0.0587345,-0.254197,0.105457,0.0316088,-0.254453,0.0122982,0.254291,0.243683,0.125029,0.107906,-0.0323549
32,-21.4542,0.109308,-0.302149,-0.128562,-0.22616,0.0666539,-0.0496755,-0.0562555,0.00861494,0.056774,0.165823,-0.16548,-0.206862,-0.202333,-0.0319755,0.248288,-0.123069,0.18346,-0.0323933,0.0391756,0.140313,0.224445,-0.120073,0.0445644,0.0825718,0.262026,-0.0268455,-0.0843477,-0.139751,0.0418247,-0.10192,0.106805,-0.0819909,0.0862382,0.0157975,0.243989,0.214776,0.232169,-0.197207,0.104882,0.0711573,0.050822,0.0669917,-0.126844,-0.0327865,-0.0255973,0.157021,-0.265069,-0.0289092,-0.0248829
33,21.1585,0.258052,0.0470201,0.21985,0.0562815,-0.154123,-0.0556403,0.0172466,0.0812593,-0.169714,0.0417006,-0.0146092,-0.19966,0.193494,0.0566123,0.0792359,0.083182,0.0211391,0.185978,0.0157132,-0.0594577,0.0631963,0.232169,0.0792411,0.0180337,-0.154723,0.0931052,0.149691,-0.156293,-0.0161239,-0.18626,0.24357,-0.275412,-0.039176,-0.185252,-0.0744838,-0.113356,-0.0890933,-0.08686,-0.0809498,-0.0448372,0.279821,-0.00498869,0.0386696,0.0469226,-0.242271,0.0942989,-0.13736,-0.34899,0.00510214
34,-20.1217,0.121681,0.0244949,0.0456383,0.10508,-0.273156,0.140025,-0.012858,-0.0290122,0.281184,0.0137619,0.236639,-0.0715886,-0.137955,-0.25017,0.118782,0.0920924,0.080443,0.0626862,-0.092376,0.165866,0.0343743,0.12049,-0.217306,-0.089217,-0.029608,0.0202164,-0.150075,-0.0509769,-0.0625218,0.180248,-0.19462,-0.105351,-0.333887,0.0239335,0.179458,0.0999322,-0.115637,0.172396,0.111289,-0.161766,-0.160241,-0.0830113,-0.220621,-0.140435,-0.115995,0.0845943,0.0159808,-0.211192,-0.0150694
35,17.8631,0.0424792,-0.0332407,0.252668,0.0477933,-0.0171505,-0.0543973,-0.0703382,0.0764083,-0.0353095,0.114101,0.00972417,0.0429357,-0.186226,-0.182839,-0.196063,-0.104716,0.0838987,-0.0916373,0.00780026,-0.140047,-0.0665102,0.152281,0.077431,-0.153282,0.0959395,-0.205272,-0.152368,-0.0550036,0.0593127,-0.0310019,0.283189,-0.226706,0.00552397,-0.195743,0.0804185,0.0932042,-0.0479941,0.270819,-0.0190491,-0.207466,-0.0969947,0.256651,0.213785,-0.0657349,0.264433,-0.140852,-0.113848,0.144447,-0.23642
36,-15.8309,-0.171943,-0.161122,0.0687276,0.144856,0.403515,0.160578,0.0129864,-0.210567,0.0483041,-0.166152,-0.126519,-0.122147,-0.08142,0.0866208,-0.277232,0.14699,0.0900095,0.166996,0.181833,0.0870979,0.00142145,-0.0746495,-0.10402,-0.052161,-0.0856842,-0.0443512,-0.0201345,-0.0985569,0.180031,-0.0898349,-0.202417,-0.250199,0.0274104,-0.128506,-0.149738,0.216878,-0.133181,-0.0979498,0.0682081,-0.0301577,-0.144075,0.104307,0.107333,-0.0421603,-0.203405,0.169195,0.077782,-0.0746107,-0.0823713
37,15.0956,0.276841,-0.0898929,0.321948,-0.14012,0.173794,0.0492889,0.0525354,-0.170956,-0.165383,0.249449,-0.0818525,-0.0298239,0.145975,-0.0474323,0.0306398,-0.0667988,-0.0100978,-0.154466,0.0121787,-0.219822,0.0344972,0.196012,0.112879,-0.117016,0.0308352,-0.320666,-0.0363871,0.0142357,-0.0333051,0.0737166,-0.182706,0.092138,-0.0771929,0.160799,0.120917,-0.113152,-0.0526604,-0.158824,0.00835154,0.0817921,-0.17907,-0.252975,0.0604846,-0.108981,-0.136115,0.181985,0.202557,0.0880581,-0.0550498
38,-13.3698,0.242087,0.125323,0.015724,-0.0071265,0.0245299,-0.0157771,-0.0462605,0.285287,0.0748051,-0.283355,-0.137972,0.0245257,-0.00499376,-0.105396,-0.0576809,-0.0113732,-0.115232,0.202526,-0.0109746,0.0499834,-0.0473936,-0.0597149,0.103179,0.195736,-0.11275,-0.160632,-0.22148,0.106235,-0.0366348,0.149796,-0.0425786,-0.140374,0.0982363,-0.058173,-0.0865563,0.0348765,0.175955,-0.287108,-0.156638,-0.0516975,-0.216102,-0.214474,0.095729,-0.353966,0.0783569,-0.116634,-0.190188,-0.0288872,0.137159
39,13.3022,0.0427814,-0.00941609,0.0432845,0.0164162,-0.0202393,0.0184231,0.0287567,0.0844087,0.207528,-0.15471,-0.0608349,0.0688405,-0.20978,0.194402,0.175277,-0.0899357,-0.149773,-0.177808,-0.0830773,-0.0947738,-0.182146,0.152153,-0.133086,-0.17284,-0.104016,0.0265299,-0.147235,0.0575473,0.173855,0.147207,0.348352,-0.0638693,0.0294441,-0.108596,-0.153175,0.151097,-0.0771644,-0.115662,0.328358,0.0809925,0.161999,-0.23181,-0.00584245,0.064626,-0.155175,0.17754,0.0620105,0.247112,0.0783539
40,-11.4292,0.193311,-0.19124,0.221745,0.043152,-0.117016,0.150744,-0.0258284,0.0150057,0.0449638,-0.16479,-0.213567,-0.137035,0.174052,0.0975176,0.00932812,-0.318753,0.221807,-0.0268776,-0.194461,0.0373491,-0.127676,-0.350389,-0.184149,0.0236403,0.0728805,0.165242,0.0932,-0.0308036,-0.027719,-0.0652686,-0.0246753,-0.126363,0.0387502,-0.102917,0.140662,-0.0532224,-0.277873,0.125193,-0.183462,0.0957909,-0.092131,-0.106427,-0.04702,0.0522903,0.0355769,-0.142771,0.0876527,0.190355,0.123956
41,10.9642,0.0586301,-0.0604498,0.093123,0.161737,0.00973957,-0.0572142,-0.0557047,-0.128723,-0.0552218,0.164288,0.0122552,-0.207601,-0.196891,0.118393,-0.142275,-0.165049,-0.134745,0.070379,-0.0750773,0.067613,-0.198433,0.124784,0.0115135,0.151332,-0.0360454,0.224116,-0.0576443,0.176359,0.33532,-0.0484171,-0.150779,-0.0733496,-0.114571,0.0617551,-0.0915487,-0.362847,0.185608,-0.0386624,0.0990162,0.0721917,-0.125169,-0.0929495,-0.222506,0.111891,0.118192,-0.0579303,-0.242192,0.0354047,-0.223208
