Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92
17,76.0861,0.0657474,-0.0991452,0.020634,0.0176544,-0.148033,0.0159561,-0.16548,-0.0179047,-0.0901062,-0.00649387,-0.0595811,-0.0565389,-0.0652187,-0.0138538,-0.0929874,0.0186093,0.0724419,0.125241,0.0553463,0.0530466,0.0536433,-0.0267452,0.00657463,-0.11293,-0.184833,0.0730977,0.118714,-0.093107,0.171181,0.112843,0.0600838,-0.0698062,-0.245172,0.0511181,-0.144824,0.0563311,0.0667248,0.065886,-0.0115102,0.0356227,0.210577,-0.000254394,-0.114377,-0.198771,-0.169557,-0.0468406,0.171057,-0.0717689,-0.043287,0.0897632,0.0470879,-0.086573,-0.130828,-0.0823003,-0.0282767,0.097341,-0.0076215,0.0839706,-0.268251,-0.0663634,0.124554,-0.0638674,-0.114845,-0.0862665,-0.199424,-0.0994479,0.11368,-0.012545,-0.00521862,-0.0565437,-0.130255,-0.0124498,0.0385535,0.028465,-0.0388474,-0.112916,0.195363,0.0614789,0.020384,-0.0849604,-0.178123,-0.139033,0.138208,-0.0947305,0.146414,-0.0572998,-0.127323,-0.11453,0.0809203,-0.0654231,0.0551093,-0.0386343,-0.127615
18,-75.855,0.0602583,0.0789605,-0.160588,0.00458403,0.0467759,-0.223609,0.197588,0.10873,-0.171994,0.056108,-0.108662,-0.0398867,0.129228,0.22968,-0.102419,-0.0216678,-0.0951308,0.167852,-0.0518896,0.0186131,0.0906823,-0.0149292,0.0371537,0.0712628,0.119136,0.0205839,0.144166,0.0268345,-0.0783608,0.172774,-0.0508932,0.029543,-0.121589,0.121059,0.0369823,-0.089246,0.0470819,0.0361848,0.0364412,-0.0867341,0.00748749,-0.0079416,0.0389564,0.0781721,0.00582532,-0.0845634,-0.0885766,-0.0116894,-0.0960061,0.105398,0.103217,-0.112387,-0.0436312,-0.224104,0.199805,-0.0365167,0.0779355,-0.0418544,0.0925414,-0.054474,0.0992497,-0.056193,0.0472088,-0.125361,-0.0471183,0.0156124,-0.164847,0.0996472,0.0688242,-0.23655,-0.0450866,0.0399089,-0.0433961,0.201781,0.114341,-0.048648,0.102212,-0.0929916,-0.133871,0.0728517,0.0914577,0.0405889,0.0226383,0.0155695,0.0621924,0.0316424,-0.156005,0.164789,0.0278048,-0.0516503,0.141804,0.0581709,0.210506
19,75.5636,-0.0697152,0.112683,-0.0175734,-0.146557,-0.0482177,0.0221222,-0.0454641,-0.0260794,-0.113494,0.00592163,0.135527,0.0359667,-0.0672521,0.0839554,0.122865,-0.0863694,-0.0238989,-0.158285,0.0530351,0.00318184,-0.189416,-0.0561293,-0.129928,0.00226845,0.0336355,0.107389,-0.0675293,0.0407323,0.0772526,0.0202022,0.130834,-0.184718,-0.102428,0.0244696,-0.0400644,-0.0698168,-0.0769593,-0.106019,-0.0878165,0.0965243,0.00584306,0.0197593,-0.00757509,0.00300444,0.0259578,-0.00943078,-0.128383,-0.166817,-0.0610364,-0.206709,0.000265714,0.0015105,-0.0137578,0.10646,-0.0935877,-0.228363,0.130624,0.281218,0.186535,-0.0331832,0.095151,0.0340859,0.0654601,-0.027498,0.00444585,-0.0320098,-0.0723124,-0.1616,0.187925,0.011382,-0.2089,0.0509155,-0.151968,0.132482,0.0262627,0.159219,0.181717,0.019415,0.00969964,-0.0787424,0.0352543,0.00685105,-0.00125618,0.0807723,-0.109971,0.111674,-0.139052,-0.0692723,0.036689,-0.119346,0.210226,0.0713157,-0.148954
20,-74.831,-0.11044,-0.0887291,0.0241041,-0.191877,0.0485256,-0.0928913,0.161514,-0.115926,0.00968244,0.0845913,-0.170725,-0.267189,-0.0343229,-0.138014,0.0168065,0.152159,0.0511436,-0.0462756,0.0342632,-0.0284202,-0.0293981,0.0152064,0.0741594,0.0430528,-0.0084055,-0.0206093,0.187008,0.00900874,-0.0239464,-0.0350504,0.0623782,-0.0979233,-0.0788609,-0.133571,0.138101,0.114227,0.0576058,0.00254386,0.167603,-0.0829653,-0.0197655,-0.067195,-0.0891277,0.0152568,-0.0966194,-0.24711,-0.0666113,-0.15451,-0.074408,-0.146915,0.12902,-0.0531591,0.0816071,-0.0228244,-0.0193993,-0.145695,-0.0366008,0.0338422,-0.0225961,-0.144274,-0.0558395,0.0551954,-0.146967,-0.0741469,0.0672758,-0.218876,-0.0429815,-0.199466,-0.12338,0.0474241,0.134818,0.00874243,-0.0721596,0.104661,0.220879,-0.0727856,0.0261447,0.0301391,0.0992523,0.0833701,0.13381,-0.0194994,-0.102548,-0.0721385,0.0204478,0.038396,0.19178,-0.151927,0.0411187,-0.0252362,-0.12721,-0.0528692,0.0185539
21,73.1232,-0.0308573,-0.0616515,-0.0217083,-0.165038,-0.0689316,-0.0728928,-0.0308696,-0.143961,-0.140923,0.0339032,-0.0649353,0.272547,0.181265,-0.0565285,-0.109829,-0.012364,-0.047344,0.0819176,-0.0139306,-0.0966047,-0.0917654,0.141479,-0.178181,-0.0297576,0.0381696,-0.185607,-0.0508439,0.157589,0.203659,-0.0523967,0.136164,-0.148644,0.143224,0.00517924,-0.0743916,-0.0429591,0.0458655,-0.125249,0.120739,-0.0621119,0.043192,-0.113703,-0.0885016,-0.0993874,-0.136726,-0.00340451,-0.119797,-0.0315726,0.0800526,0.107271,0.124684,0.0153179,0.0689521,-0.162548,-0.0298865,0.0305291,-0.051983,-0.0648628,-0.00341297,-0.197963,0.112014,-0.0168645,-0.00694934,0.265392,0.0522633,0.0340876,-0.0840096,-0.128599,-0.0611059,-0.0134871,0.0192777,0.0926541,0.139643,0.0532184,-0.0505262,-0.00385658,0.0267219,-0.0824821,0.140982,0.0154162,-0.13511,0.0371894,0.0245457,0.168679,-0.0438239,-0.121947,0.0663361,0.198214,-0.148285,0.0736529,0.0293826,0.0267895,-0.049003
22,72.2451,-0.0176687,0.0648215,0.1339,-0.166091,-0.0723251,0.021366,0.029447,0.213694,0.0660314,0.0874968,-0.0226857,0.0665186,0.135704,-0.00466794,-0.0748036,-0.0617407,-0.0309135,-0.0025309,-0.216617,-0.0915676,-0.0641701,-0.0111936,0.0614089,0.0719049,-0.0473252,-0.100759,0.0846476,0.194059,0.0703606,0.21062,0.136365,-0.040851,-0.0190561,-0.158841,-0.0254062,-0.0449098,0.0266457,0.0283317,0.11576,0.137359,-0.0746119,0.0252667,-0.245869,-0.0164345,0.141642,0.0571743,0.133788,0.00476122,-0.0333637,-0.0110748,-0.141866,-0.0448288,-0.156353,0.0772312,0.065153,-0.122691,-0.104004,0.0301856,-0.0759588,-0.149329,0.0258357,0.121221,-0.00581328,-0.0216726,-0.185314,0.109491,-0.0462065,0.0038533,-0.0792642,-0.139099,-0.0379642,0.0414218,-0.0402404,-0.220137,-0.162437,0.125876,-0.100767,-0.0325839,-0.00196788,0.072889,0.166238,0.149737,0.0213593,-0.149259,0.127661,0.186365,0.0522519,-0.136608,-0.0387939,0.139896,0.0666752,0.0211128,0.0213612
23,70.187,-0.0777122,-0.0878082,-0.0203759,-0.169699,-0.0795676,0.0703617,-0.0303588,0.119402,-0.0777305,0.102291,-0.0150371,-0.00248063,-0.109598,0.00969666,0.0655812,-0.0977491,0.0498496,-0.00755554,-0.163432,0.199572,-0.0137509,-0.11628,0.172717,0.016975,0.162493,0.020993,0.125341,-0.00969172,0.0270234,0.0321663,-0.114888,-0.0108112,0.0484761,0.0564174,0.0483952,-0.015426,-0.0104073,-0.186043,0.0675942,-0.181084,0.0458572,0.0923767,-0.0122378,-0.152765,-0.0105714,-0.136659,-0.0431035,-0.0644079,0.0448236,-0.0859615,-0.191394,0.139998,0.0729597,-0.161125,-0.0146024,0.125581,0.181388,-0.274208,-0.0309911,-0.0239475,-0.0543424,-0.0507073,-0.0193047,-0.0832704,0.00708993,0.0872731,0.0756267,0.107281,0.103372,-0.0546773,0.105994,-0.0482396,-0.180501,0.0124356,-0.0174934,0.20105,0.00604326,0.13701,0.255512,-0.148188,0.0486038,0.0985172,0.0867902,0.103562,0.0105497,-0.130157,-0.0200443,-0.0166151,0.0329897,0.171879,0.0749035,-0.0725206,-0.146858
24,70.1031,-0.157437,-0.080762,0.0488914,0.02651,-0.0305122,-0.0792286,-0.00710123,-0.1221,-0.184879,0.084977,0.194177,-0.0335792,-0.0533356,0.133215,-0.0222135,0.0570411,0.0415961,-0.00177428,-0.14629,0.152152,-0.12936,0.131741,0.210706,0.0525708,0.0181872,-0.202597,0.0246925,-0.0715168,0.0749312,0.193699,0.0780827,-0.0689536,-0.0323491,0.0750952,-0.168436,0.0470546,-0.120007,-0.166136,-0.187983,-0.0929331,-0.0016426,-0.0701757,0.243563,-0.0420137,-0.0838237,-0.0614394,0.142994,0.0554555,0.147712,-0.212964,-0.166922,-0.15248,-0.0596454,-0.0360189,0.0271043,-0.0646074,-0.0160091,0.0958481,-0.0167862,-0.019579,-0.131797,-0.0367276,-0.13206,0.103767,0.14278,-0.00420953,-0.100359,-0.0138105,-0.0315511,0.0130702,0.0198154,0.00415998,0.0974321,-0.133637,-0.067085,-0.0343453,-0.0187409,-0.18124,-0.160511,-0.0255517,0.0109545,0.042226,-0.104828,-0.0867327,0.0112462,-0.0370302,-0.0744266,0.031529,0.068703,-0.0392122,-0.130294,-0.105638,0.117634
25,-70.0663,-0.0115112,0.170484,0.14325,0.0896604,-0.176565,-0.0193184,0.022704,-0.0601202,-0.0350788,0.0452192,-0.143122,-0.0579288,-0.0596141,0.0330176,0.0279298,0.123131,0.0196243,-0.161778,-0.154068,-0.0232064,0.10913,-0.0489954,-0.000149567,-0.0465711,0.0316847,0.100467,0.0416942,-0.0833081,-0.039862,-0.0860289,-0.108996,-0.110774,0.130147,0.0102056,0.0689823,-0.0897156,0.0733493,-0.141332,0.042999,-0.157416,-0.0789715,0.0856832,0.0455383,0.0219902,0.0879546,0.0790727,0.0476525,-0.0452378,-0.179775,-0.0176196,0.0353117,0.0422985,0.0578152,-0.191424,-0.0555492,-0.0115682,-0.0431083,-0.0694701,-0.204909,0.0421643,-0.081739,-0.0107077,-0.0452612,0.15615,-0.101094,0.125937,0.0781584,-0.0505574,0.0244871,0.076955,-0.118803,0.156462,0.085441,0.00814578,0.119149,0.0307624,0.0589822,-0.367967,-0.182394,-0.0741685,-0.0564058,0.0228223,-0.0619785,-0.264647,-0.0789168,0.0459197,0.0919713,-0.0123966,-0.065602,-0.0242162,0.176081,0.111813,-0.192011
26,-68.3025,-0.0634451,0.0772549,-0.0322137,0.184824,-0.0118265,-0.0279309,0.207602,-0.138869,0.0542397,0.0787187,-0.110186,-0.0190974,0.109523,0.0530193,0.116918,0.0400216,0.107255,0.0659515,-0.124286,0.0287633,-0.0690684,-0.0177274,0.0374455,-0.0972034,-0.0362183,-0.154008,0.0930651,-0.160832,0.0870073,-0.125755,-0.0844777,-0.16409,0.0900321,-0.026207,0.0387515,0.0402073,-0.104553,-0.159108,-0.0183471,-0.0399249,0.110388,-0.157313,-0.0558469,-0.057926,0.082656,-0.0137375,-0.0807682,-0.0333967,0.0984501,0.267914,-0.0359164,-0.0450982,-0.0331583,0.102925,0.0125426,0.0159807,-0.14518,0.103352,0.000386532,0.00620684,0.00799904,0.0756012,0.0370681,-0.191393,0.0766052,0.0376008,0.0532416,0.0524387,0.00726289,0.117243,-0.243434,-0.0475291,-0.0278223,0.117203,-0.10401,-0.0457735,-0.179446,0.173993,0.170094,-0.0543511,-0.0839852,0.0302593,-0.244827,-0.104451,0.000745898,0.102092,-0.0978905,-0.00595605,0.0364701,0.0922981,0.243797,-0.0663781,0.107505
27,-65.9608,-0.0321534,0.0713202,-0.100859,0.123913,0.0616462,0.0026787,0.0651735,0.185942,0.0313506,0.0484329,-0.0548491,-0.0412894,0.0466074,-0.0290204,0.0620826,0.0455845,-0.0850529,-0.195965,-0.0610518,0.0211546,0.126762,-0.0277143,0.0593278,-0.0303724,-0.0535743,-0.0137909,-0.189098,0.0658762,0.0713575,-0.0318656,-0.20388,-0.0850021,0.189088,0.00643561,-0.110486,0.0237865,-0.104082,0.0939938,0.00148665,0.118903,0.00372192,0.0417441,-0.0758063,0.20303,0.0284796,-0.206791,-0.0197235,-0.0847995,0.0640413,-0.00448289,-0.0024902,0.0369499,-0.163549,0.0125362,-0.192067,0.076422,0.160133,0.0831047,-0.179594,-0.315334,-0.126621,-0.150013,0.00968726,0.076679,-0.0320936,-0.0597427,-0.161012,0.0930888,0.00112269,0.0567324,-0.026111,0.0968795,-0.0687713,0.0488324,-0.160657,-0.0334934,0.221454,0.0178442,0.0086355,0.206413,-0.00354451,0.0211178,-0.136193,-0.00286688,0.0336926,-0.240168,-0.0865039,-0.0228612,-0.0151465,-0.0158675,-0.0581566,-0.071418,0.00949908
28,64.5593,0.0715605,-0.115226,-0.0697786,0.0103663,-0.151083,0.0985852,0.0805906,-0.0195771,-0.0480786,0.00336467,-0.0271048,-0.138299,0.190559,0.0660539,0.0740615,-0.139306,0.0327618,-0.071561,0.141609,0.0355902,0.0190755,0.0997402,0.0637321,-0.0114262,0.063236,-0.103757,-0.118362,-0.043285,0.0682279,-0.138679,0.17189,-0.0706825,-0.00714841,-0.123406,0.111438,-0.0784188,-0.117666,0.0669743,-0.0150771,0.160423,-0.0669539,0.049623,0.0710814,0.00939977,0.0271097,-0.0412525,0.0262737,-0.0355698,-0.079647,0.010452,-0.121342,0.101861,0.00926418,-0.100162,0.0773145,0.111376,-0.0443853,0.00248234,0.0671509,0.0575825,0.102496,0.10134,-0.200907,-0.185299,-0.223202,-0.167424,0.0345112,-0.113898,0.192067,-0.130803,0.222124,0.169625,-0.00139663,-0.00649794,-0.0572223,0.109359,-0.178661,0.0141255,-0.130633,0.0232731,-0.171796,0.128404,-0.124857,-0.134782,-0.0418261,-0.233089,-0.0269465,0.108334,-0.0481317,-0.123858,0.00758123,-0.0385381,-0.0421849
29,63.7459,0.0623215,-0.289015,-0.0494521,0.00257914,-0.0197696,-0.0387916,-0.157675,-0.119058,-0.0829895,-0.0291475,-0.0998051,-0.0866775,-0.155653,-0.0618952,-0.00241036,0.04152,0.00573548,-0.00362436,0.00141299,0.0819805,0.00313133,-0.0856525,0.0359335,0.0511818,0.0408154,0.103913,-0.142913,0.0454627,0.017942,-0.0821118,-0.0269148,-0.326216,0.106972,-0.159254,-0.0225329,-0.0681353,-0.0129883,0.0653368,0.0491558,-0.10037,0.00141216,-0.0774403,0.0434211,0.050969,-0.0213732,-0.0982759,0.0809605,-0.107987,0.0603486,-0.0729382,0.194017,-0.197924,-0.0179906,0.0685222,0.0766345,0.114651,0.187078,-0.141084,-0.0199505,0.149963,0.116371,0.157436,0.133252,0.0410624,-0.0916247,0.128096,0.0311123,0.0129772,0.0581465,-0.0418143,-0.113598,-0.0303772,0.0404667,-0.0320612,-0.158029,-0.0297829,-0.103267,0.0576137,-0.139565,0.254107,0.148396,0.0925999,0.0847354,-0.0087395,-0.0943093,0.192358,-0.0708599,0.0351789,-0.0871158,0.0256124,0.0213313,-0.178025,0.0457228
30,-63.5414,0.0177038,-0.023835,0.0819778,-0.0531024,0.0346807,-0.068866,0.190933,-0.00614634,0.0264521,0.122508,-0.10877,0.0935435,-0.0785531,-0.120796,0.164857,-0.0199298,-0.177225,0.23068,0.22155,-0.0096386,-0.0457653,0.0724112,-0.0818789,0.0734462,-0.123282,0.020926,-0.0177077,-0.0582313,-0.198467,0.053878,0.124545,-0.0198794,-0.000646222,0.185915,-0.118552,0.00882628,-0.129736,-0.100038,-0.0945225,0.0270569,0.116161,0.0785977,0.0652749,0.0497876,0.0244989,0.0518439,-0.0616446,-0.108854,0.0951723,0.0528098,0.0214306,0.0594248,0.0351493,0.012906,-0.0323072,0.0221306,0.130847,-0.00319045,-0.123128,0.0972273,-0.186778,-0.0850574,-0.0804558,0.0445416,-0.124963,-0.185996,0.102587,-0.027526,0.169837,0.0589884,-0.00885302,0.198656,0.145237,0.0717793,-0.140734,0.0597898,-0.0710024,-0.0903502,0.0382657,0.0822371,0.116939,0.18663,0.173287,-0.0132016,0.08773,0.0485232,0.136546,-0.125139,0.107634,0.165499,0.0899114,0.0163969,0.123623
31,-61.9895,0.169524,-0.063495,-0.00929932,0.0179163,0.108037,-0.0252435,0.122924,0.0639019,-0.123626,0.132833,0.242104,-0.0737536,0.0895163,-0.191696,0.0131633,0.04788,0.00803363,-0.222642,-0.0534771,-0.1013,-0.0461112,0.07352,0.1485,-0.00580026,0.000765094,0.104682,-0.0890707,-0.1028,0.166054,-0.086129,0.0401564,0.0947952,-0.0573658,0.0801654,0.139641,-0.201955,0.00840317,-0.135247,0.174175,0.112067,0.103299,0.0360661,0.0694597,-0.0750354,-0.0507076,-0.0529116,0.0108712,0.0462534,0.133385,0.022223,-0.0307319,-0.0359925,0.0798444,-0.0372065,-0.136253,-0.00486265,0.00447032,-0.0248185,-0.0912751,0.197941,0.0275531,-0.11858,0.199803,0.0785544,-0.143669,0.0513424,-0.218681,-0.179394,-0.00584842,-0.0827519,-0.0752504,0.0721232,-0.00387714,0.0948426,0.0257158,-0.151644,-0.0940088,0.115283,0.022193,-0.0826055,0.0693708,-0.0567296,0.0589335,-0.144045,0.11044,0.0639951,-0.0612275,0.0122535,0.0270359,0.161914,-0.130898,0.157616,0.0439491
32,61.0376,-0.0352539,0.0911893,-0.175968,-0.0399249,0.117866,-0.124852,-0.0547443,-0.202008,-0.0234236,-0.138793,0.210753,0.0652285,0.057459,-0.138445,-0.0163397,-0.13081,0.0348836,0.184236,-0.037236,-0.120405,0.134417,0.122583,0.17236,-0.00931941,0.140871,0.0559539,0.0353528,-0.00541268,-0.0100857,-0.071445,-0.121049,-0.0844453,0.0114288,-0.09436,-0.196516,0.01829,-0.0963007,0.00629772,0.000565247,-0.0758248,-0.109332,0.22965,-0.0577946,0.0123863,0.143137,0.0139247,-0.0758416,-0.0768759,0.119095,-0.0341121,0.0221296,-0.0598977,-0.0544495,-0.0511017,-0.0250814,-0.146329,0.158749,0.035856,-0.0641604,0.00592927,0.151967,0.0368396,0.0205505,-0.0923429,-0.0189923,0.0275346,-0.0152962,0.0297142,0.0838897,0.134797,0.188191,-0.167391,0.0113142,0.0246877,-0.00502202,-0.0021676,0.0620539,-0.0244469,0.087659,0.00324243,-0.256995,0.111818,0.0500384,-0.259915,0.178668,0.109708,0.125463,-0.0485463,-0.0582309,-0.0434618,-0.0325045,0.125033,-0.00190046
33,-59.8257,-0.14549,-0.0594812,-0.148458,0.0922743,0.097987,-0.0862567,0.0241514,-0.050978,-0.0165266,-0.110319,-0.1298,-0.0658206,0.0909384,-0.205176,0.0794485,-0.166927,0.0414905,0.0829746,-0.0554106,-0.115681,0.138909,0.0388991,-0.0565439,0.00255682,-0.0614284,0.0912274,0.082282,-0.188748,0.117229,0.0374156,0.069797,0.0831516,-0.0914617,-0.106504,0.0605247,0.145724,0.0119861,-0.0595054,-0.0106017,0.164145,0.0912843,0.0408117,-0.166932,0.154196,-0.0635011,0.0387207,0.0936248,0.113387,-0.0859343,-0.0505047,-0.142949,-0.260566,0.0928052,-0.0731766,-0.121895,0.108551,0.133548,0.0578193,0.160248,0.00496019,-0.172693,0.0877014,0.0308958,0.0982093,0.0472867,0.0945433,-0.00216719,-0.0207818,0.0253721,0.0540085,-0.0803427,0.128314,0.0504454,-0.1784,0.215354,0.167984,0.0979351,-0.00720709,0.031119,-0.0276956,0.0200675,0.124586,0.0652279,-0.0342745,-0.0529436,-0.0219812,-0.111691,0.204762,0.00464831,0.125619,0.0502883,-0.145619,-0.0288003
34,57.8393,0.164124,0.0650909,-0.164961,-0.270326,0.019546,-0.0685575,0.0271822,0.0265905,0.0660061,-0.0833309,-0.112783,0.0276034,0.153089,-0.0166544,-0.067053,-0.0511182,-0.0654035,-0.109965,0.00457353,-0.113793,-0.0358148,0.0598549,0.02491,0.0101992,0.0841756,-0.0847409,0.0361629,0.0343064,-0.204958,-0.0971822,-0.041595,0.0338183,-0.0783649,0.0142319,-0.0202136,-0.039706,-0.085056,-0.0735894,-0.266288,0.122886,0.107677,0.0241134,0.136349,-0.149122,-0.0755384,-0.0463364,0.0947184,0.114952,-0.0651541,-0.172842,-0.0195052,0.0679234,0.0491401,0.109646,-0.0154162,0.140331,-0.0190253,-0.0422518,-0.0386276,-0.0316793,0.036745,-0.147506,0.0351358,0.118912,0.102489,0.0673807,0.08748,-0.01494,0.074718,-0.179926,-0.128207,-0.116913,0.034762,0.0283321,0.0817716,-0.0676569,0.0570904,0.0495206,0.0365744,0.147839,-0.019497,-0.111314,-0.139208,-0.199708,0.0833168,0.0690608,0.147543,-0.0476395,-0.120938,0.0344518,0.166961,-0.321414,-0.0762739
35,57.0014,-0.138408,-0.181199,0.225423,0.203666,-0.0468747,-0.102852,-0.0120713,-0.0605464,0.0456896,-0.089985,-0.00803484,0.117831,0.0606157,-0.0704058,0.125678,0.0169464,-0.0905083,-0.0646002,0.0279478,0.113902,0.0673496,-0.0369121,-0.00129344,-0.0875652,0.141626,-0.0965232,0.205098,0.083828,-0.130692,-0.0201507,-0.127481,0.0165473,-0.0163809,0.0803974,-0.0747238,0.0497104,0.0666796,0.119944,-0.000308501,0.0453484,-0.0509869,0.0117215,-0.0698554,-0.0278962,0.117641,0.00140073,-0.021996,-0.0151507,0.0621568,-0.051821,0.106942,-0.0779847,0.355731,0.104022,0.0160056,-0.140079,-0.00354837,0.0752036,0.0703946,0.00194394,-0.0492489,-0.110962,-0.0846002,0.170647,-0.123533,-0.0659516,-0.0944604,-0.0119141,0.0152522,-0.337152,0.101419,-0.0473918,0.0484123,0.00486377,-0.0628283,0.000826384,-0.0403822,0.0725617,0.0646668,0.041851,-0.0848145,-0.0540026,-0.0377184,-0.128038,-0.0417245,0.00629125,-0.304972,-0.0579282,-0.00371758,0.110781,0.0467884,0.0224086,-0.145715
36,-55.8377,-0.0222969,-0.107367,-0.0434055,-0.0831303,-0.211758,-0.0307615,0.0981781,0.132948,-0.0791005,-0.00609236,-0.0854421,-0.0728476,-0.100096,-0.0498227,-0.0561288,0.0914663,0.0747977,0.19496,-0.000318386,-0.0459495,-0.049445,0.227822,-0.00919337,-0.0285011,-0.0227735,0.00392746,-0.0697199,-0.241104,0.0840349,-0.0109134,-0.027447,-0.0550032,0.0479689,0.00941969,-0.0973758,-0.0680631,0.121775,-0.242296,-0.0770395,0.0443072,0.060231,0.187749,-0.133443,0.0700979,0.20664,0.20094,-0.0796469,-0.0703864,-0.101172,-0.0722617,0.0541156,0.0472675,0.0730191,0.180784,-0.0257275,0.0665553,-0.0188036,-0.0966202,0.230666,-0.115554,-0.0956153,0.0689108,-0.0449479,0.0937425,-0.126295,0.0734194,-0.0822488,0.132989,-0.0247963,-0.125134,-0.114769,-0.176567,-0.164891,0.110223,-0.0174743,-0.122298,-0.0757577,-0.0198245,-0.0875526,0.0340046,-0.0533784,-0.0486667,-0.0471216,0.0452188,0.0517632,-0.0807094,0.0392228,-0.0576267,0.0548184,-0.101012,-0.235448,0.0121652,-0.0288563
37,53.904,-0.171906,-0.0392057,-0.0233902,0.0148793,0.145332,-0.0602259,0.00301489,-0.0526982,0.164637,-0.0539459,-0.0477647,-0.0621159,0.0526032,0.0461809,-0.0503445,-0.0511006,0.257564,-0.0261021,-0.00317713,-0.0182654,-0.00898758,0.248148,-0.0279338,0.0720575,-0.0597136,0.039659,-0.0154386,0.0393125,0.114583,-0.12262,-0.128479,0.135683,-0.0516627,-0.0745875,0.00198649,-0.0196667,-0.0419825,-0.0186616,0.110168,0.0111028,0.116179,0.237277,-0.0417236,-0.173209,-0.112048,-0.19908,0.0716165,-0.0866018,-0.066161,0.00451846,-0.0209837,0.100968,0.0551813,0.077801,-0.0160575,-0.128124,0.0430396,-0.114188,0.00640275,0.103259,0.0279293,-0.11388,-0.10451,0.010019,0.0132065,-0.0116209,-0.154981,0.196012,-0.0795736,-0.0324394,-0.0661418,0.0763865,0.247078,0.0743463,-0.181657,0.235127,-0.0738992,-0.0932706,-0.173751,-0.0281829,0.055462,-0.083757,-0.0364853,0.216436,0.0193047,0.106736,-0.0161909,-0.111332,-0.0277379,-0.135455,0.160207,0.0126042,0.0301462
38,-53.6544,-0.00223805,0.132801,0.0836963,-0.0929214,-0.138655,0.0136924,-0.0917647,0.0163228,0.0106479,-0.0263328,-0.042756,-0.0387754,0.0728963,-0.194523,-0.0169825,-0.0118166,-0.0061351,-0.0300807,-0.148386,0.162049,-0.0170264,0.20904,0.182668,0.0310464,0.169388,0.0712944,0.109316,-0.12254,-0.174909,-0.0315914,0.014618,-0.0536008,0.0689804,-0.106795,-0.0378142,-0.0785118,0.168993,0.0239126,0.0853006,0.121975,-0.0653131,-0.0784621,-0.0677213,0.00738734,-0.0929236,0.107312,0.0348042,-0.0419536,-0.0859441,0.194295,0.087024,-0.0117332,-0.140962,0.00899551,-0.0497212,-0.0433886,0.0573864,0.0421377,0.147981,0.0719242,0.0722086,-0.286462,0.0214975,0.044775,0.217417,-0.0887935,0.144956,-0.137485,0.0821611,0.0349078,-0.093156,-0.0474045,0.0477493,0.0066006,-0.146141,0.145998,0.000548869,0.00986596,0.00043144,-0.0259245,0.0985003,-0.035182,0.145312,-0.0923688,-0.106346,-0.226252,-0.0938291,-0.0701466,-0.0148349,-0.082031,-0.058958,-0.0126502,0.261825
