Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74
20,61.6234,-0.0275674,0.028388,-0.0512735,0.0788878,-0.03266,0.113109,-0.0610044,0.13035,0.056568,-0.148718,-0.119951,0.0309853,0.0135716,-0.0750728,-0.0374448,-0.00406054,0.154802,0.281456,0.117377,0.0655759,-0.0157891,-0.165277,0.0613129,0.0061284,0.0897137,0.0626113,0.07005,-0.0763435,-0.135018,0.0201867,0.0877446,-0.245153,0.139157,-0.064515,-0.0558908,-0.0229893,-0.0812376,-0.124321,-0.0584878,0.00615414,0.0258024,0.0262443,0.123013,-0.0441344,0.0457775,0.199236,0.0954298,-0.285727,0.00750516,0.163192,0.0537919,0.0233812,0.129323,0.0147722,0.0847144,0.154953,-0.099462,0.0778362,0.0742338,-0.217352,-0.0880617,0.000220891,-0.148452,0.209237,-0.17409,0.070457,0.0107967,0.127869,-0.128123,-0.187004,0.206636,-0.141198,-0.0752374,0.184724,-0.124898
21,-60.6389,0.11083,0.0830567,0.142672,0.0756417,-0.126459,-0.0666043,0.113442,-0.0736711,0.0713813,0.0525331,0.00701752,-0.122404,-0.0842301,0.0582839,-0.127626,-0.0761504,-0.0734043,-0.218423,-0.0740965,0.0884275,0.16507,0.0472299,-0.298382,0.0396141,-0.115818,-0.0565626,0.0745428,0.00217907,-0.115408,0.0190097,0.248844,-0.0811193,0.0629011,0.030222,-0.0988319,0.0351372,-0.123784,-0.125629,-0.00920608,-0.15612,-0.149482,-0.198605,-0.0951981,0.122125,-0.109427,0.0134079,-0.153628,-0.135936,0.0188095,-0.0325257,0.0189169,0.0415808,-0.0713509,-0.019165,-0.186699,0.165311,-0.0433568,-0.1082,0.145286,0.0111295,-0.0838983,0.00485915,-0.149366,0.0830435,-0.109324,0.0972567,-0.133983,-0.0942795,0.0230252,-0.239804,-0.185946,0.165696,-0.164902,-0.0780563,-0.120156
22,-58.7811,0.0441656,0.202864,0.061645,0.0323762,0.177069,-0.024691,-0.125472,0.160696,0.210848,-0.116532,0.170138,-0.0213945,-0.0102391,-0.130686,0.0937838,0.108321,-0.0211417,-0.115503,-0.116387,-0.0352342,0.00614488,0.194861,-0.0410633,-0.141636,0.0722802,0.0628428,-0.0201735,0.139388,-0.0631553,-0.0141239,0.0387645,0.100336,0.243637,0.0685244,0.178826,-0.0666809,0.311095,-0.224125,0.00119607,-0.180798,0.169498,0.0243691,0.00816131,0.125558,-0.0723676,0.082529,0.0313698,0.0797612,0.126857,-0.00430317,-0.0681209,0.102106,0.151538,-0.172726,-0.0730852,0.00896135,-0.0641202,0.150922,-0.131979,-0.0612534,-0.0146677,0.0423781,-0.0255225,-0.08113,0.0906953,0.16001,-0.109216,0.179412,-0.0456385,-0.0105634,0.106364,0.154743,-0.0805163,0.0294619,0.0780106
23,-56.925,0.0512645,-0.00582876,-0.0895229,0.00204678,-0.158824,0.162548,-0.276715,-0.0943989,0.107158,-0.00968946,0.10837,0.21899,0.181603,0.0338419,-0.0663553,-0.135666,-0.0329708,0.122088,0.0324555,0.135734,0.00405449,0.120841,-0.0536361,-0.0492021,0.115658,0.0192235,0.00864339,-0.0765453,0.031037,0.0406499,0.175513,-0.00717758,-0.0674617,0.047844,-0.0186172,0.0302719,0.0958704,-0.127382,0.0503439,-0.1962,-0.00505177,0.00313556,0.00574383,0.178175,-0.164426,-0.229442,0.254043,0.098581,0.0378303,0.266012,0.16233,-0.00570388,0.0400579,0.0449761,-0.011012,0.0288858,0.219225,-0.0522925,0.00867064,0.176145,0.0799963,-0.0582648,-0.0727522,-0.0827127,0.0824539,-0.153907,-0.0268383,-0.182593,0.0173921,0.0630544,-0.00814924,-0.0810278,-0.0163858,0.136064,-0.232204
24,55.6173,-0.0553188,0.09039,-0.0524896,0.0900604,0.0254399,-0.0573624,0.0302405,0.268912,0.040482,-0.00557382,-0.0709126,0.110199,0.0269662,-0.149127,0.0117766,-0.095917,-0.102599,-0.00931671,-0.0161939,-0.0291438,-0.0462024,0.0981457,-0.0202461,0.143765,0.00786269,0.0373006,0.00394598,-0.150201,-0.0305786,-0.256422,0.103162,-0.0314209,-0.00209143,0.00921142,-0.130808,-0.151857,-0.23188,-0.0639283,0.13118,-0.0984238,-0.0646952,-0.0285868,0.102991,0.0238103,-0.0201762,0.0153231,0.0200699,0.174764,-0.00720455,-0.177058,-0.165863,-0.131632,-0.132984,-0.168329,0.115586,0.0320997,-0.265389,0.0168031,-0.0608026,0.102301,0.139335,-0.00778311,0.0353796,-0.0114869,0.230393,0.177474,0.087455,-0.0903186,0.0409196,-0.115534,-0.014121,-0.0971484,0.313752,0.112685,-0.226568
25,-54.4867,-0.272583,-0.0214643,-0.0640222,0.105221,-0.107099,0.0247107,0.145146,0.0923999,0.121562,-0.137049,-0.0132129,-0.00833387,-0.0477485,0.174361,-0.0329825,0.125215,0.0188385,0.0761186,0.0314685,-0.00878021,-0.0943752,0.0857365,0.101013,0.139181,0.0187906,-0.000587411,0.1111,-0.234106,0.275708,0.0163202,-0.10711,0.236939,0.112129,0.0312834,0.0917862,-0.0509992,-0.165443,0.0682771,0.0326698,-0.166125,0.108732,-0.00906535,0.0966916,0.130127,-0.0986883,-0.0521417,0.0718893,0.0168174,0.15638,-0.008301,-0.171567,0.0724831,-0.0933455,0.0800834,0.0390845,0.0396254,0.0220468,-0.123029,-0.162286,-0.0946591,-0.0746735,0.0375039,-0.177156,0.169321,0.00876313,-0.102965,-0.193227,0.113793,0.0423356,0.0433484,-0.137197,-0.0742888,-0.181941,-0.242212,-0.0563407
26,53.7616,0.210733,0.154116,-0.206922,0.00635026,0.0443596,-0.0247638,-0.0822791,0.0633643,-0.0739104,-0.181003,-0.107945,-0.171753,-0.0968537,0.226953,0.102046,0.0427978,-0.17291,-0.0912329,-0.0346412,0.123249,-0.00663905,-0.188947,0.0173432,-0.12905,-0.0419697,-0.0380367,-0.00233665,-0.0732178,0.110752,-0.0306943,0.0286314,-0.0473526,0.161681,0.0197317,0.160019,0.0133271,-0.108746,-0.100547,-0.0880333,-0.116978,-0.0896373,0.0202413,-0.0124502,-0.212345,-0.125664,-0.0488691,0.015112,0.16198,-0.0596043,-0.0812361,0.170108,0.0425592,0.067799,0.287697,0.12017,0.0229605,-0.0380868,0.07461,0.0426298,0.0402267,-0.240047,-0.0235904,0.0463063,-0.0695205,0.0415952,-0.13284,-0.144563,0.00745144,0.025801,-0.0406433,0.163981,0.0701069,0.273472,-0.124658,-0.11537
27,51.9061,0.0354865,0.209307,-0.0464825,0.0179483,0.19104,-0.0796887,0.0882028,0.0120508,-0.104987,0.0719504,-0.023226,-0.119106,-0.0291001,0.00750419,0.0943907,-0.264912,0.124734,0.0620744,0.25018,0.135336,0.24635,-0.014263,0.0061779,-0.148334,0.111983,0.115104,0.044602,0.168225,-0.26545,0.0351799,-0.0579493,0.0951089,0.0155912,-0.0697584,0.121172,-0.176197,-0.16004,-0.0388271,-0.0750268,0.0649991,-0.00402547,0.0779841,0.0947084,0.0826568,-0.111727,-0.103745,0.0030458,0.0442677,0.00335982,0.0574949,-0.123084,-0.0654628,-0.167303,-0.0121919,-0.00803347,-0.2041,-0.00960547,-0.0572937,0.0539129,-0.17282,0.0446617,-0.0217781,-0.252258,-0.0348781,0.0791962,-0.10981,0.12075,-0.0454207,0.10754,0.181973,0.0590591,0.0636513,-0.109411,-0.125019,-0.146725
28,-51.8652,0.0303602,-0.171893,-0.307934,0.105068,-0.078661,-0.338001,0.0059511,-0.0360832,-0.0320279,-0.0616039,-0.0324525,0.169927,-0.0163411,-0.073129,0.207673,-0.0548877,-0.0580695,-0.0210434,-0.0113851,-0.0535202,0.160538,-0.0325035,-0.0606029,-0.0108986,-0.0865166,-0.179187,0.229891,-0.0349668,0.145774,-0.0384272,0.0370701,-0.24918,0.110243,-0.113777,0.0152386,-0.162559,0.0848085,-0.0815324,-0.0754528,0.0729645,0.0112978,0.0586033,0.0278558,0.0389799,-0.162231,0.0875332,-0.157047,-0.0515134,-0.0385939,0.0505279,0.151438,0.00611942,0.0609717,-0.0252687,-0.0395004,-0.24311,-0.0377212,-0.0352788,-0.118722,0.0402224,0.188118,0.0963618,-0.0298201,0.134127,0.156863,-0.0811656,-0.116328,-0.00306887,0.087492,-0.00119344,-0.0788428,-0.0700408,-0.130117,0.105735,0.169556
29,50.5478,-0.179714,0.0691995,0.0724715,0.307597,0.00566387,0.104593,0.0283231,-0.0180549,-0.106272,-0.174533,-0.18624,0.0468444,0.063536,-0.0592633,-0.0337738,-0.0925519,0.175185,-0.0877122,-0.158123,-0.137743,-0.057895,-0.0493756,-0.065406,-0.119336,-0.0356468,-0.0892107,0.0382979,-0.0715714,0.0644689,-0.109425,0.078453,0.0352606,-0.0234327,-0.116792,0.07784,0.134722,0.218919,0.108267,-0.051259,0.0678654,-0.0122075,0.078041,-0.19592,-0.0177867,0.102429,-0.0147462,0.0317815,-0.101907,0.109393,0.166238,-0.00682814,0.116269,-0.0593815,0.073229,0.0663819,-0.0243102,-0.21467,-0.238924,0.172791,-0.0312691,0.0709019,-0.12113,0.00308266,-0.129586,0.163581,-0.0557526,0.0227826,0.142084,0.260297,0.00511227,0.0271876,0.224983,0.0367105,0.0569698,-0.157657
30,-49.1587,-0.0631778,-0.0742631,-0.02905,0.189611,0.112114,0.0714023,0.165528,-0.0649707,0.0368709,0.154533,-0.134459,-0.00488689,-0.0423643,-0.0600322,-0.0982855,0.0109787,0.193708,-0.181043,-0.0517256,0.345415,-0.156149,0.0417194,-0.23738,0.0963725,0.126664,-0.0733421,0.0224124,0.049925,0.00450573,-0.00957753,-0.0878849,-0.119878,-0.120439,0.10085,0.115199,-0.122319,-0.0725704,-0.060699,-0.0295518,0.0934106,0.0743921,-0.082979,0.0243135,0.0313833,-0.0992618,0.202011,0.0841773,0.379827,0.139279,0.0495612,0.163177,0.0582912,-0.0284816,0.105588,0.0517529,0.0172016,0.0723724,-0.0533819,-0.104674,-0.162916,-0.00732863,-0.119375,0.00902675,-0.117312,-0.0608412,-0.0424484,0.0613729,0.0639136,-0.0615891,-0.124263,-0.0355092,-0.0667837,0.0380993,0.141232,0.165798
31,48.7607,-0.000307145,-0.0213943,0.138744,0.0790802,0.120475,-0.164321,0.0731631,-0.129636,-0.054387,-0.125918,0.177488,0.0634259,-0.0370734,0.037341,0.0114232,0.133438,-0.00295844,-0.00347497,-0.166694,0.0249453,0.0977845,0.238451,0.242936,0.212237,0.0464226,0.15463,-0.0504684,0.081024,-0.0580891,-0.0420298,-0.0337786,-0.172966,-0.0408183,0.0577726,0.0643058,-0.175806,0.0109716,0.202993,-0.125724,-0.03451,-0.21318,0.120373,0.14676,-0.153961,-0.000365609,-0.0266245,0.0520747,0.0662786,0.0669707,0.000494057,0.18622,0.0291864,-0.0404994,0.0314529,0.0213413,0.247344,0.0432294,-0.124114,0.218139,0.140472,-0.00665781,0.118964,-0.0891567,-0.00157783,0.238837,-0.0139792,0.062046,0.0551086,-0.0194151,-0.117063,0.162841,-0.046845,-0.183895,-0.036954,-0.0234953
32,-47.1059,0.0935297,-0.233848,-0.0345764,0.0873408,0.222963,0.0455038,-0.076238,-0.167001,0.00278047,-0.251997,-0.0354414,-0.0658353,0.198103,0.195512,0.133716,0.0148273,0.0401926,0.0877401,0.0766537,0.102539,-0.0277101,-0.0978934,-0.0695525,0.246371,-0.0476157,0.0398001,0.0443752,0.0203104,0.0357355,-0.00772441,0.0791462,0.134159,-0.0548114,0.194239,0.117894,-0.0893501,0.0517811,-0.131883,0.109647,-0.144556,0.116295,0.140646,0.0488,0.0251912,-0.0177233,0.0231486,-0.0422901,-0.141781,-0.0164198,-0.271077,-0.04494,-0.149732,0.0720017,-0.0866139,-0.143013,-0.0184246,-0.139895,0.0196304,0.21319,-0.0693854,0.072459,-0.23339,0.16097,-0.106668,-0.0403449,-0.0970349,0.13688,-0.0401934,0.071212,-0.0947063,-0.0986974,-0.0469893,-0.114818,-0.00141244,0.00481237
33,44.1572,-0.0106477,0.0692572,0.140816,0.0541957,-0.0190314,-0.136931,-0.195665,0.231301,-0.000969467,0.132151,0.0889077,0.0655167,0.152721,0.11063,-0.0943664,0.206956,-0.07851,0.00830069,0.130232,0.000758478,-0.000673204,-0.158022,-0.0471336,-0.042955,0.00500051,0.112884,-0.10345,-0.00661824,0.0921046,-0.154727,-0.0532748,-0.0597378,-0.220373,-0.0964491,0.0799744,-0.10297,0.0545266,-0.00906457,-0.211573,-0.00843748,-0.111658,0.0435564,-0.153706,0.0405002,-0.288749,0.0958132,-0.0319327,-0.208579,0.0423865,-0.122695,0.0199276,-0.0496428,0.028873,0.122672,0.172837,0.091176,-0.12911,-0.0729159,-0.153914,0.106785,0.0479069,-0.109049,-0.236197,-0.213721,-0.130365,0.0336455,0.143321,0.0420021,-0.0591045,0.0908084,-0.146379,-0.0107391,-0.0580977,-0.0104458,0.0819407
34,-43.4805,-0.10317,-0.0489264,0.00859091,-0.0749997,-0.0559966,-0.0477592,0.124718,-0.238223,-0.108394,0.111692,-0.0298442,0.324353,0.0310014,-0.0275577,0.133576,-0.00399845,-0.0345351,-0.150296,0.131438,-0.0450413,0.157628,-0.077856,0.0923301,-0.112618,0.057166,0.0455093,-0.115221,-0.128976,0.0912303,0.00671208,0.092948,0.163108,0.144969,-0.28544,0.21687,0.0950469,0.0349839,-0.169711,-0.0833226,0.0700538,0.0410649,0.0712866,0.20747,0.0787114,0.0718637,0.0471507,0.0912542,0.142499,0.00186472,-0.17055,-0.0827032,0.0211006,0.0713482,-0.0181622,0.116976,0.147152,0.0023143,-0.122834,0.0596678,-0.00254881,0.0584215,0.055553,0.0177837,-0.130772,-0.218273,0.0539678,0.00196938,-0.136406,-0.107479,-0.274056,0.0375128,0.0810661,-0.0209616,-0.0232937,-0.0512049
35,42.8397,0.220886,0.158697,-0.115844,-0.0401303,0.140765,0.0517947,-0.240037,0.0916221,-0.068487,0.0293469,-0.0564847,-0.0156089,0.120582,-0.178683,0.0809449,0.0433034,-0.0610789,0.058942,-0.0121123,0.147529,-0.101601,0.133129,0.136473,-0.103476,0.116224,0.0185333,0.0964597,-0.0121872,0.104825,-0.0366676,-0.0351891,0.119004,0.188386,0.08857,-0.166835,0.107872,-0.0715582,0.00397071,0.154916,0.184943,-0.250358,0.0529698,0.0538136,-0.0332896,-0.00280563,0.0268219,0.0513308,0.039402,0.0205928,0.111412,0.0656,0.0419992,-0.0442097,-0.005279,-0.00800148,0.00066743,-0.155876,-0.383372,-0.00135559,-0.00258003,-0.0141354,-0.0585174,0.105821,0.0376035,-0.148963,0.104785,0.0365546,-0.0635748,0.0826436,-0.117531,-0.165365,-0.0134815,-0.186977,-0.151204,0.217981
36,-40.915,-0.0986772,0.0332716,0.140142,-0.113649,0.0615841,-0.0560052,0.00387369,0.212392,0.0675101,-0.158508,0.000380684,0.126728,-0.248146,0.0565144,0.0846502,0.153775,0.278865,0.0505595,-0.0240251,0.0795197,0.0766501,0.0419533,0.0275047,0.0583052,0.176228,-0.106003,-0.17125,0.0913672,-0.0375139,-0.185051,0.00140712,-0.141845,0.023947,0.0847793,0.0978403,0.0512032,0.0536645,0.00995019,0.0133836,0.000291461,-0.0548292,-0.0245648,0.0357512,-0.0088466,-0.0673042,-0.322242,-0.0349905,-0.078328,0.0359137,-0.0449365,-0.0249952,0.0929674,-0.0218375,-0.00721751,0.140663,-0.2192,0.0204686,-0.0398657,0.100372,-0.0119457,0.0457597,-0.077277,0.0991978,0.187429,-0.180853,-0.135056,-0.0991908,-0.259474,-0.0780034,-0.0794282,-0.188501,0.16285,0.112094,0.13894,0.0634529
37,40.2874,-0.171678,0.00255121,0.215733,0.0638176,-0.0864859,-0.176725,-0.0547357,-0.0915941,0.0175902,0.124325,-0.0176449,0.0615657,-0.0195969,0.0438733,0.040238,-0.105034,0.0110854,0.328639,-0.013588,0.179435,-0.025483,-0.159884,-0.130414,-0.204552,0.0417434,-0.161234,0.181633,-0.0459777,0.0134179,-0.0377807,-0.0178659,0.108947,-0.018199,0.193773,0.0660799,-0.0411094,0.00785038,0.0945444,0.249357,0.112093,-0.0850155,-0.0197197,0.150904,-0.0252093,-0.177165,0.168894,0.0834067,-0.0330109,-0.0965331,-0.15591,0.0023297,0.23422,0.0813499,-0.157521,0.0441372,0.127074,0.0341779,0.0304701,0.144105,0.135061,-0.0653398,0.00528305,0.0306908,0.0470636,0.153081,0.0681341,-0.0474878,-0.0048273,-0.0900776,0.141441,0.084814,0.202705,0.0650934,-0.0658679,0.064817
38,-37.9569,-0.0625132,0.24108,-0.0731898,0.195855,0.0587973,-0.0248014,-0.19537,-0.051248,0.0338847,0.0852799,-0.0789717,-0.18282,0.0171867,-0.00309957,-0.0395348,0.285068,0.0725392,0.192349,0.249404,-0.0677642,0.0639192,0.0664958,-0.042905,0.210907,-0.115099,0.0746789,0.0758988,0.068616,0.125354,0.0818003,0.201022,0.0411915,-0.0512076,-0.0414304,0.0112419,0.186344,0.0189917,0.0977134,-0.199433,0.180165,0.0611092,0.0367032,0.0481284,0.15665,0.0776903,-0.0125889,-0.171083,0.185777,-0.06372,-0.00679481,0.127743,0.25416,0.0377493,-0.0592962,0.0362429,0.00123073,0.0637884,0.187729,0.0554678,-0.049615,0.0966752,0.00600025,-0.0125094,0.028316,0.124568,0.093167,0.00161704,-0.176465,0.0288544,-0.105244,-0.0844503,-0.0209946,0.0812278,-0.0778847,-0.0573524
39,37.9482,-0.11864,-0.110512,-0.00716406,-0.0759568,0.0127402,-0.230653,-0.424953,-0.00193614,-0.200146,0.0606299,-0.125358,-0.0662409,-0.150667,0.0108648,-0.0800335,-0.029122,-0.122679,0.107777,-0.103955,0.150936,0.108941,0.0541098,-0.14073,0.0763328,-0.0201252,-0.0258884,-0.248816,-0.0339568,0.0450074,0.128343,-0.0801664,-0.0762728,0.070171,-0.230586,0.0379619,-0.0649537,-0.093697,0.0564194,0.0690208,-0.0469893,0.257053,0.0838382,-0.0370383,0.0660442,0.0693314,-0.0864882,0.0380328,0.097487,0.153526,0.0900169,-0.058537,-0.156053,0.0621226,0.0102886,-0.0289307,0.0156817,-0.00732756,-0.0735036,0.156499,-0.0165562,-0.154047,-0.0202314,0.0313954,0.115809,0.062974,0.163961,0.101403,0.200288,-0.0383975,-0.00781332,-0.168609,0.116474,0.0170399,0.0319437,-0.0188839
40,35.8165,0.0669248,0.0442541,-0.0444026,-0.00154001,-0.122897,0.0576839,-0.0578781,0.108402,0.21841,0.147226,0.048336,0.117618,-0.0655807,0.262821,0.072262,-0.0361753,-0.100832,-0.175127,-0.0592415,0.036939,-0.0776169,-0.110984,0.00947522,0.147445,0.0845906,-0.0117084,0.250645,0.105962,-0.111023,-0.03899,-0.13297,-0.00806595,0.0368811,-0.22806,-0.067717,-0.0926471,0.0821367,0.0808528,0.011416,0.219071,-0.0288537,0.14813,-0.258405,0.0200552,0.106889,-0.107429,0.297216,0.0573102,-0.0622112,-0.0936614,0.0307575,0.0399307,0.0192627,-0.132909,-0.00324727,-0.067645,-0.0594369,0.0823703,0.179249,-0.109626,0.0707213,-0.179257,-0.00151318,0.0479641,0.0885325,0.0109663,-0.106827,0.0742809,-0.215961,-0.108658,-0.0518205,-0.0561052,-0.0776488,-0.159952,-0.0938615
41,-34.7902,0.125768,-0.0718306,0.0125188,0.016699,0.0930879,-0.0831196,0.00701259,-0.091557,0.0534463,-0.0171077,0.00710432,-0.0630163,0.0453702,0.180421,0.044784,0.115733,0.178719,0.046237,0.00342137,0.100088,-0.146349,-0.0332648,0.0916524,-0.142104,-0.282419,0.152354,0.192522,-0.006714,-0.222637,-0.0385547,-0.13597,-0.0664683,0.0933913,-0.14679,0.0745033,0.0534162,0.0157138,0.0547458,0.220379,0.0163998,0.0637808,-0.0417763,-0.011719,-0.126503,0.0804094,0.0983699,0.0595016,-0.0670458,0.325644,0.0401616,-0.00881365,-0.108063,0.0228103,-0.0511014,0.141872,-0.0499999,0.221278,0.0163785,-0.13077,0.161285,0.053776,0.0986364,-0.134304,-0.0777038,0.0155286,0.155909,-0.0675705,-0.164573,0.16344,-0.147303,-0.215281,0.0480479,0.102785,0.0400217,-0.10772
42,33.7569,-0.0670723,0.138633,0.0171232,-0.0199324,-0.179652,-0.0173998,-0.116368,-0.0670391,-0.120086,-0.0906709,0.142195,-0.0410685,-0.00045674,-0.148712,-0.0458663,-0.0439794,0.137074,-0.259284,0.0121456,0.0283162,0.0185325,-0.0483856,0.0363987,0.0994452,-0.264167,0.0510515,0.0524277,0.134042,-0.0245896,-0.0499092,0.0911747,0.0512567,-0.174901,-0.104684,0.0374089,0.0155815,0.205721,-0.00931654,0.0738399,-0.0290894,-0.0085968,0.0193974,0.213851,-0.0791144,-0.216374,0.120336,0.0729887,0.0585079,0.0472261,0.119878,-0.0972525,-0.213939,0.0313479,-0.0448354,0.134908,0.0873279,-0.0529393,-0.0289885,0.116154,-0.120234,-0.0832889,-0.211894,0.0417699,0.269637,-0.0265801,0.0161941,-0.173833,-0.118395,0.0314227,0.148275,0.0332829,-0.194131,0.134629,-0.163872,0.14631
43,-33.6617,-0.025198,0.084713,0.151804,0.104563,0.0912908,0.00253847,-0.00276229,-0.100171,-0.0744873,0.168967,0.0532327,-0.151609,-0.0942451,0.290796,-0.096948,0.147471,-0.112138,-0.152469,-0.0183119,-0.0729421,0.0424375,-0.147375,0.0522573,-0.185359,0.196003,0.0617559,0.0469015,-0.200361,0.0735636,-0.0119615,-0.00983991,-0.128206,0.022797,0.00288197,-0.0855531,-0.0422474,0.0223575,-0.0296502,0.069921,-0.0337707,-0.127667,0.0797445,0.115809,0.190269,0.147765,0.0534708,-0.0715468,0.0633164,0.0958242,0.199319,-0.102172,-0.095309,0.119353,-0.245682,0.0374996,0.00144989,-0.131997,0.0905159,-0.102717,0.0227503,-0.126846,-0.105872,0.105737,0.141197,0.102867,-0.296635,0.105554,-0.151375,0.0926314,-0.0244847,0.0306986,-0.0371766,-0.0883595,0.166889,0.0639996
44,30.9445,-0.125903,-0.125954,0.00794192,-0.128764,-0.0301671,-0.0929832,-0.0576751,0.0361053,-0.125302,-0.0160022,-0.121183,-0.269452,0.198427,-0.130823,0.0993336,0.0396101,0.202512,-0.119139,-0.0676648,0.0905679,-0.0426404,-0.12311,0.00128316,0.0458753,0.0185699,0.0543917,-0.064007,-0.245315,-0.166888,-0.0739199,0.0295088,0.125218,0.114147,0.063564,-0.216758,-0.182179,0.0785062,-0.115253,-0.157664,0.130341,-0.0473638,0.0171166,-0.137735,0.221475,0.0817626,-0.0751967,-0.0353905,0.0222594,0.230677,-0.169686,0.150118,0.00753715,-0.016214,0.0756337,0.0525175,0.0432833,0.0767635,0.0042481,-0.0496263,0.152118,0.0612437,-0.0407439,0.0746452,0.124796,0.0304036,0.0339907,-0.137756,-0.124872,-0.124825,0.141212,0.219581,0.0329436,-0.119923,-0.0623263,-0.0746196
45,-30.8673,-0.0857004,-0.0951449,-0.217336,-0.0321912,0.159342,0.109115,0.0585704,0.163621,0.0838171,0.200258,0.0782426,0.0359507,-0.118521,-0.12634,-0.00241148,0.0513086,0.0475762,-0.0254175,-0.261741,0.027087,0.0805818,-0.129406,0.0520469,-0.0154757,0.0250619,0.0832375,0.0140709,0.144538,0.105698,0.204915,0.0984468,-0.00930888,-0.063203,0.118522,-0.0629598,0.028889,0.105651,0.17642,0.0323346,0.139052,0.202216,0.10464,0.0284821,0.0193901,-0.141688,0.0821443,-0.0804939,-0.0899459,-0.040058,-0.156656,0.0974388,-0.154174,0.162311,-0.0647361,-0.0065347,0.0326408,-0.0466746,-0.238762,-0.122046,-0.0113404,-0.24168,0.0244374,-0.0556568,-0.00467033,0.0393691,-0.0593331,-0.0131698,-0.205244,0.0154492,-0.0228055,0.00796739,0.0709715,-0.00353822,-0.0202535,-0.360207
46,30.4927,-0.0492634,-0.0147832,0.000491818,-0.00369717,-0.0202419,0.0531823,0.0208052,0.0904211,-0.0440626,-0.0437408,0.0922506,0.00491092,0.267468,-0.0842678,0.228385,-0.136488,0.00214996,-0.127238,0.0461011,0.0879849,0.00507922,0.0865244,0.0369797,-0.0916481,0.00144978,0.0318232,-0.159402,-0.0782341,0.0294358,0.0492796,-0.157412,0.01946,-0.241179,0.0844483,0.0915236,-0.141489,-0.0531138,-0.0715277,0.0465308,0.0779033,-0.157529,0.208911,-0.08463,-0.0554974,0.0863182,0.0751935,-0.293238,0.0346599,-0.0262263,0.164223,-0.00195059,0.181545,0.209066,-0.140912,-0.00506479,0.0825566,0.0902936,0.109057,0.0564205,-0.0211157,-0.0553225,0.0580079,-0.0435085,0.143544,-0.0514176,-0.106331,-0.112264,0.163105,-0.0463862,-0.103376,-0.326533,0.00291244,0.142839,-0.0518469,-0.226131
47,-28.9312,0.150266,0.00518494,0.153363,0.0459024,-0.0664509,0.222655,-0.0308769,0.0041257,-0.0354891,-0.105738,-0.0924451,0.072725,-0.287015,-0.156251,0.161745,-0.0330146,0.110543,-0.075333,0.028374,0.0463116,-0.074249,-0.0238357,0.0542445,0.0448619,-0.167163,0.119547,0.165971,0.0691928,0.28142,0.199755,0.0049278,-0.184972,0.0342611,0.0546799,-0.0388753,-0.0639817,-0.207592,-0.173981,-0.147675,0.0891134,0.027366,0.136822,0.0470657,0.0602797,0.0635041,-0.0262561,0.0826968,-0.0102204,0.0576666,0.00330178,-0.0384834,-0.0785536,-0.0976671,-0.139694,0.0591195,0.175173,-0.041652,0.124185,0.0095428,0.228836,0.0558805,-0.00127189,-0.0144893,-0.101772,-0.0368197,-0.0542727,0.017445,0.0211228,-0.0868485,0.279619,-0.131971,0.240976,-0.0476186,0.00511967,0.0272782
