Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90
20,-74.8287,0.0378579,0.00831624,-0.0571623,-0.181663,-0.0517762,-0.00964424,0.0550075,0.113255,-0.038188,0.0159427,0.0218454,-0.139361,-0.101895,-0.233162,-0.0329328,-0.0383874,0.162451,-0.0786209,0.0185229,-0.0302957,0.102163,0.211015,-0.0935879,0.100237,-0.0984512,0.137295,-0.0627622,0.0231817,0.0423991,0.112749,0.0310375,0.0168911,-0.207339,0.0337394,-0.171959,-0.219183,-0.0456018,0.0889913,0.0260047,-0.0110511,-0.0559237,0.0110836,0.115291,-0.0483613,-0.0951148,-0.0940722,0.0241392,0.0817581,0.079675,0.0474943,-0.0394765,0.0821925,-0.0253641,0.134291,0.12103,0.149841,-0.0240776,-0.00979486,0.000111906,-0.18136,-0.157394,-0.118541,-0.0274515,0.0640866,-0.135902,0.0235195,-0.204105,0.221088,0.274714,-0.0384573,-0.0252585,-0.0100424,-0.119888,-0.0389124,-0.0364977,0.100959,-0.051722,0.0974288,-0.273639,-0.0502526,0.0329348,0.0214584,-0.00406605,0.164579,-0.0489546,0.0673662,0.112332,-0.0363345,-0.121338,0.0116372,-0.0562687
21,70.3611,-0.0424731,0.114626,-0.0378032,0.126759,-0.0258937,-0.000787126,0.0483482,-0.0145866,0.234394,-0.0214107,-0.0310758,-0.119011,0.0534109,0.0755807,-0.10894,-0.101921,0.111872,-0.0762761,-0.0633522,0.127597,0.0712588,-0.0122538,-0.00211652,-0.23411,0.118976,0.0858976,0.101242,0.23966,-0.134722,0.0910966,0.0340399,-0.0706389,0.0900744,0.0908937,-0.012099,0.0309815,0.0965886,-0.169509,0.196016,0.10726,-0.130138,-0.117899,0.164325,0.0824505,0.0886367,-0.193028,0.110952,-0.108121,0.0179095,0.10536,0.096349,0.0587395,-0.059535,-0.0432636,-0.151326,0.057202,-0.0187333,-0.0275278,0.00755994,-0.102076,0.053088,0.0773767,-0.0289418,0.0467934,-0.06487,-0.0597762,0.0736285,0.0327645,0.123221,0.0254814,0.199527,-0.185244,-0.0408055,-0.16564,-0.0979124,-0.0425213,0.15502,-0.199252,-0.032087,-0.0711498,0.144187,0.00306245,-0.0184694,0.0711615,-0.201385,-0.0617189,-0.0813968,-0.102724,0.0968368,0.00691565,-0.11131
22,-70.0464,-0.0670602,0.145625,0.0250993,0.0925001,-0.149909,-0.129739,-0.0767152,0.0510806,-0.0174004,0.123808,-0.0107802,0.167178,0.114242,-0.0115686,0.0669383,0.0356674,0.141131,0.185741,0.0973958,-0.0680532,-0.105989,-0.0114554,-0.1633,-0.03332,0.0753618,0.0805983,-0.13321,0.0759298,0.131464,-0.0728407,-0.100647,-0.0162785,-0.0826548,0.0877137,-0.0707139,-0.14171,0.0901813,0.14279,-0.040258,-0.125762,0.0297432,0.0549353,0.0633685,0.0637196,0.118349,-0.0203534,-0.0944188,0.00480363,-0.0180247,0.0255466,0.00770266,-0.0854408,-0.0462597,-0.0623859,-0.18132,0.0304038,0.149231,0.0845285,0.0532499,-0.0877183,0.22035,-0.0912775,0.327736,0.225067,-0.0289782,-0.168553,0.160443,0.0210027,0.11672,-0.182701,0.00905367,-0.130027,0.149276,0.0326162,0.141648,0.0292791,0.0861307,-0.0064117,0.00985018,0.0232822,-0.134913,0.0110158,-0.0924236,0.0246697,0.0369807,-0.0892132,0.0476653,-0.0484572,-0.156596,0.117899,0.0522129
23,67.8182,0.233759,-0.035,0.10441,0.0391172,0.158566,-0.20561,0.0343978,-0.142652,-0.0514511,-0.0206161,-0.134513,-0.100369,0.0505203,-0.0611402,-0.00758265,0.0855333,-0.117889,0.0377404,0.125916,0.0749917,0.0818696,-0.0134907,-0.0632782,-0.0205839,0.0648726,-0.217425,0.187167,0.0391698,0.0995563,-0.0652347,-0.195665,-0.0752838,-0.0282987,-0.0340914,-0.158301,-0.00889017,0.171456,-0.0128228,-0.088828,-0.0984648,0.0502356,-0.0817127,0.0481897,-0.144666,0.0149411,0.161102,0.165528,0.0581338,-0.0449802,0.137974,0.000352281,-0.0140107,0.198205,0.00193175,0.0707604,-0.014645,-0.209091,0.0961789,0.0344956,-0.0836867,0.0307334,-0.0561302,0.116728,-0.0999271,0.0409601,0.0146282,-0.000751093,0.154572,-0.180062,-0.179337,-0.00626229,-0.0649429,-0.0408028,-0.00223978,-0.00551167,-0.0743116,0.0610017,-0.0598026,-0.030244,-0.0589383,0.084321,-0.104173,-0.151081,0.0372545,-0.0921952,0.164554,0.148789,-0.256035,0.0287871,0.0263354,-0.0690654
24,-67.7395,-0.0211557,0.145355,0.0707457,0.24065,-0.00396402,-0.196584,-0.0523062,0.171529,0.0446657,-0.0316867,0.0588013,-0.00283132,-0.033556,0.0329291,-0.0356387,-0.168341,0.0469542,-0.171268,0.156524,-0.176072,-0.123631,0.0970796,0.0190676,0.0936276,-0.114021,0.121771,0.0782016,0.0429009,0.0570156,-0.08764,0.153414,0.0028404,0.102834,-0.0923129,0.0211219,-0.168213,0.182764,-0.129298,-0.109086,0.177356,-0.0546509,-0.0562009,-0.0470176,0.0223009,-0.132993,0.0886855,-0.0800556,-0.195131,-0.0281158,0.0871085,0.218671,0.0549311,0.0665983,0.0906704,-0.0316879,-0.00725981,-0.0651806,0.0685437,-0.0873952,0.108086,0.0158223,-0.0802321,0.0147135,0.0773107,0.103014,0.0527469,-0.119586,-0.176886,-0.00615762,-0.055911,-0.00339848,0.212562,0.257876,0.0615701,-0.0310838,-0.0191039,-0.00613944,0.162143,-0.0495963,-0.152308,0.133097,-0.00793195,-0.0455106,0.0519342,0.0234139,0.0414175,0.0118961,-0.107388,0.00447179,-0.0845889,-0.0798731
25,-66.1341,0.0106039,-0.130207,-0.101284,-0.0214711,-0.0174038,-0.393876,-0.0294498,0.0350234,-0.122486,0.0655045,0.106276,-0.0269649,-0.120899,-0.0560662,-0.0212843,-0.0634505,-0.0353606,-0.129612,-0.0588593,0.00820954,-0.185729,0.00568535,-0.0222107,0.0582663,0.0790334,0.125632,0.168859,-0.0487828,0.0501313,0.0699153,-0.00243414,-0.173418,-0.0967421,0.164623,-0.0675766,0.281275,-0.223094,0.0136724,0.0730718,0.0696902,0.205081,-0.00999027,-0.0746883,0.12451,-0.075834,-0.00115002,-0.109482,0.0222528,0.0892346,0.0847284,-0.0591598,-0.0243701,0.123708,-0.047913,-0.0926515,0.0803083,0.00839331,-0.185466,-0.0485686,-0.0924276,0.00805514,-0.106249,0.146643,-0.168852,0.0261564,-0.15696,-0.0368399,0.00582743,-0.00536656,0.088418,-0.0112708,0.0994283,0.0562063,-0.0340063,0.0773201,-0.00689786,0.109923,0.00450161,-0.0769003,0.0698974,-0.0884724,-0.0908052,0.0753771,-0.0715268,-0.116181,-0.0732293,-0.195486,-0.0878882,0.0914927,0.0132581,-0.110974
26,65.8166,0.154702,-0.0508129,-0.146768,-0.00480312,-0.117545,0.0511172,-0.0190378,0.00850092,0.179888,-0.0221252,0.0692361,-0.0507312,0.0570536,0.0248892,0.010037,0.063827,-0.0818216,0.166684,-0.103564,-0.0912183,0.0695687,0.112515,-0.110396,-0.0333401,0.0273246,-0.0523998,0.11457,-0.0672379,-0.139829,-0.128458,0.00716226,-0.0475479,-0.0457789,-0.062542,0.0495975,-0.0595859,0.0374505,0.0794992,0.0997598,0.0628532,-0.0353985,0.124539,0.0390247,-0.000356465,-0.168491,0.0774397,0.0382736,0.0599031,0.167783,-0.01153,-0.0455106,0.0113145,0.156628,-0.0423422,0.0804242,-0.214833,0.225435,-0.0741334,-0.0695251,-0.117812,0.206261,0.128668,0.0341854,-0.0669405,0.0247247,0.0215398,-0.0631858,-0.00865176,0.0333772,0.107169,0.0807502,0.0362869,-0.0076031,-0.135586,0.10755,-0.126614,0.163632,0.268745,0.0256253,-0.433573,-0.0124478,0.0664667,0.0232727,-0.115011,-0.0241351,0.0281678,-0.023078,-0.011261,-0.125514,0.0832921,0.00760224
27,63.2363,-0.00527437,-0.0887759,0.00132116,0.129614,0.0363169,-0.057021,0.157396,0.149531,-0.0412901,0.138774,0.240917,-0.151908,0.120484,-0.0929521,0.00603229,-0.0916311,-0.0711911,0.0663443,-0.0239559,-0.00589895,0.0213459,0.125201,-0.0708763,-0.0725049,0.0165372,0.126988,-0.0967317,0.00017207,0.0313235,-0.0244197,-0.0509221,0.196962,-0.111868,-0.139502,-0.0180095,0.0557564,-0.182191,-0.0320176,-0.0792947,-0.170128,-0.0572992,0.0705722,0.0842192,-0.00704981,0.114125,-0.11579,0.12682,0.0149762,-0.0621864,-0.00874665,0.0318291,-0.0556852,0.167681,0.192923,-0.0863102,-0.220196,-0.11601,-0.130254,0.0553636,0.121223,-0.0920325,0.0357819,-0.0282911,-0.0929182,0.0149042,0.0633342,0.240682,-0.0186486,-0.0476558,0.0242895,-0.0700411,-0.00663627,0.242068,-0.023808,-0.186517,0.176504,-0.00722255,-0.0107411,0.100726,-0.0992721,-0.0349295,0.00803398,0.00884094,0.048217,-0.284239,-0.000144814,0.0453176,0.070505,-0.0622471,0.110266,0.043267
28,-62.6779,-0.0964552,-0.149747,-0.0462668,-0.00907348,-0.0552285,0.0246102,0.0592637,0.167151,-0.0559878,0.199773,-0.177878,-0.0229507,-0.0412205,0.107187,-0.0232243,0.010205,-0.0683558,0.0414488,0.044606,-0.156654,0.0403839,0.0502003,0.0090973,0.0629013,-0.125789,-0.152168,0.0690238,0.165065,0.0539186,0.00429334,0.0168995,0.0971288,-0.0793284,0.0200557,-0.0866129,0.0494035,0.113388,-0.0152273,-0.102431,0.117078,-0.212953,-0.0385116,-0.0715362,0.15272,-0.0188557,0.0722847,0.20458,-0.128714,-0.166381,0.182133,-0.157807,-0.0879865,-0.0792513,0.124239,-0.0436825,-0.0848274,0.0228215,0.0465175,-0.0358486,0.00970422,0.0442111,0.137831,0.14148,-0.0897587,0.147314,-0.21237,0.0644623,0.173006,0.00323504,0.091474,-0.0566614,0.0343131,-0.0510082,-0.261636,-0.0534048,0.0253425,-0.0933462,-0.0590308,-0.0897637,0.00478733,-0.0444512,-0.11306,0.187262,0.0377884,0.220803,-0.0211998,-0.0924197,0.125583,-0.0554833,-0.0305556,-0.0963381
29,62.4793,-0.167846,0.135164,0.144669,-0.0216454,-0.134433,0.0676558,-0.0791491,-0.149633,0.143531,-0.15528,-0.121633,-0.107075,0.0210746,-0.0184827,0.0355156,-0.169855,0.0915719,0.156731,-0.105819,0.0807968,0.072112,-0.160859,0.052588,0.146343,-0.197304,-0.0185326,0.020572,-0.0295067,0.145752,0.208372,0.0179192,-0.151032,-0.0910154,0.0606853,-0.00476336,-0.0804728,-0.173405,-0.113529,-0.0155021,0.0767459,-0.0921331,0.176626,-0.126725,-0.102386,-0.0454668,0.177846,0.131057,-0.0517184,0.0204884,0.106667,0.0229242,-0.0999397,0.0216648,0.138004,-0.0235855,-0.0492888,0.0403047,-0.0510744,0.110956,0.069432,-0.00196237,0.0418902,0.11518,-0.174191,-0.0409179,-0.00712635,-0.0973964,-0.036334,0.00279183,-0.0580769,-0.0610883,-0.0520416,0.176691,0.0688319,0.15112,0.0522892,0.117868,-0.16932,-0.141309,-0.0613645,-0.00273487,-0.0382399,-0.118027,-0.103188,-0.144822,0.0753103,-0.0294717,0.190077,0.0292323,0.0428944,0.0570821
30,61.4069,-0.0703287,0.0657054,-0.0659896,0.0505244,-0.0647394,0.0166263,0.0176439,-0.22278,-0.159608,-0.178832,-0.00470642,0.176123,0.0276707,0.0625174,0.0119622,-0.100708,0.0352597,0.0747826,-0.0582909,-0.0166194,0.166724,0.142825,0.0694721,-0.144782,-0.0783557,-0.00425643,0.106669,-0.0397916,-0.115953,-0.0231484,0.045163,-0.151044,0.112104,0.125295,0.0974481,-0.0655465,0.0881343,-0.0117061,-0.066851,0.115106,0.0662912,0.162572,-0.0454685,0.169835,0.203116,-0.0806379,0.15688,-0.020996,0.0601271,-0.0925207,-0.136811,-0.0599539,0.134422,0.228207,0.0474703,-0.067623,-0.0467113,-0.205206,-0.0612391,-0.214275,-0.0605563,-0.199019,0.0781081,0.142617,-0.0525155,-0.0110576,0.065577,0.0579145,-0.0810424,0.0161487,-0.14472,0.0699448,0.0222749,0.092197,-0.101471,0.0375841,-0.0207159,0.0807761,0.0740679,0.0623194,0.163337,-0.195086,0.0844924,0.111724,0.0533474,0.0266531,-0.0769498,-0.0765483,-0.131764,-0.0309561,0.0889378
31,-61.3011,0.0979507,-0.0798797,-0.139621,-0.136154,-0.150507,-0.157132,0.062127,-0.0975101,0.132704,-0.037985,-0.0568873,0.144704,-0.158749,0.208929,0.150852,-0.0429704,0.138952,-0.107388,0.0938531,0.0518712,-0.118289,0.145341,0.042273,0.0112936,-0.152833,-0.19263,-0.0013399,0.0813446,0.0384643,-0.0184213,0.0729938,0.112152,-0.0257376,0.0587957,0.216387,-0.0129155,0.0155234,0.171207,0.0220013,-0.102402,-0.0225892,0.0754563,0.183558,-0.0777947,0.0219277,-0.0338454,-0.0783822,0.00681715,-0.142172,0.12836,-0.0747761,0.0336834,0.0837684,0.0640261,0.0577097,-0.102539,-0.103281,0.185088,0.0203714,0.012698,-0.219873,0.0356437,-0.0753675,-0.0325985,-0.111141,-0.141552,0.057369,-0.120657,-0.0519152,0.116226,0.168679,-0.0539514,0.079393,0.00319477,0.200368,-0.0180669,0.0392358,0.0226661,0.0124482,0.0897801,0.12592,-0.0554827,-0.0117827,-0.0874767,-0.206568,-0.101507,0.0564761,0.0313941,-0.154372,-0.0596382,-0.0257734
32,-59.8027,-0.0116442,-0.0636574,-0.0961833,-0.0502084,-0.0185259,0.18886,-0.199429,0.126155,-0.00606853,-0.166531,0.017204,-0.230245,0.197753,0.0297209,0.0735086,0.114972,0.0286945,-0.119735,0.0372184,0.0237285,-0.147945,-0.152768,0.130549,0.0630894,-0.0207308,0.0987881,-0.206767,-0.00921127,0.020404,-0.15611,-0.0549748,-0.102543,-0.0185513,0.171372,0.04944,0.0348125,0.185654,0.120702,-0.00703702,0.0639809,-0.106237,0.0786691,0.0293114,0.197045,-0.0385203,-0.0625548,0.0988193,0.037847,-0.0586789,0.000886929,-0.173502,-0.117236,0.000683054,0.0299738,0.0840155,-0.01145,-0.162872,-0.093367,0.107131,0.0384166,0.028822,0.056577,0.0742074,0.0827701,0.235669,-0.00988819,-0.0277149,0.00843569,0.0106982,0.169155,-0.014003,-0.00680617,0.0278116,0.0826704,0.0140962,0.064533,0.10246,0.119762,-0.0363079,0.136427,-0.031238,0.111048,-0.0623278,-0.0596987,-0.202566,0.135878,0.114055,-0.187999,0.0509627,-0.0428912,-0.14981
33,59.0387,-0.0359825,-0.0940856,-0.139852,-0.157555,0.188162,-0.00980811,-0.0095543,-0.0844676,-0.157788,-0.0420036,0.0165899,0.0976535,-0.00689975,0.0580927,0.0216896,0.0564345,-0.0558099,-0.0150495,-0.124996,0.0968394,-0.0688139,-0.0097176,-0.143693,0.0196371,-0.13663,-0.00255766,0.117078,0.048338,0.0632047,0.173772,-0.0172413,0.0406458,0.106374,-0.0941235,0.0631727,0.108809,0.116156,-0.0716073,-0.178732,0.0659818,-0.213142,-0.0985344,-0.0485857,0.0166657,-0.117968,0.0990682,-0.0718188,0.141603,0.0473162,-0.233216,-0.0484128,-0.0799936,-0.0414426,0.00349689,-0.169427,0.0980839,0.115818,-0.0641716,-0.132164,-0.0209287,-0.175857,0.00516308,0.108681,0.058075,0.033046,-0.0386002,-0.0166294,0.00581542,0.217983,-0.00943348,0.150293,-0.24831,0.206881,0.058325,-0.104037,0.0941373,-0.0671364,0.0122426,0.161272,-0.167438,0.027917,-0.0627498,-0.165908,-0.0823878,-0.035042,0.0929105,0.0936788,0.00370996,-0.0483796,-0.00423302,-0.173539
34,-58.0136,-0.106876,-0.0778055,0.041194,-0.155317,0.197863,0.0834098,0.115398,0.0217521,0.131915,0.0540093,0.063014,0.0584603,0.0837074,0.047658,-0.192422,-0.183123,0.228022,0.0154884,-0.0286708,-0.183884,-0.176855,-0.0754047,0.0120826,-0.0658088,0.0220632,0.0625504,0.0383311,0.0438997,0.179704,-0.0765161,-0.0164883,-0.0857089,-0.0331705,-0.0621583,0.0930485,0.0875599,-0.0321799,0.0875128,-0.0924919,0.0996866,0.0114967,-0.00222226,-0.118011,0.0373783,-0.101654,0.0680413,0.0695518,-0.100387,-0.0537891,-0.129365,-0.0454701,-0.100126,0.0873726,-0.019419,0.181473,0.0535873,-0.0684547,0.246448,0.12254,-0.230106,0.125914,-0.0511487,-0.146671,-0.0853289,-0.0732311,0.10425,0.042315,-0.0277443,0.141825,-0.0156891,-0.104125,0.0382541,-0.105335,-0.0558193,-0.079894,-0.0623099,0.135412,0.00801197,0.168523,-0.00320739,-0.0674302,-0.248741,-0.0861256,0.0402958,-0.0833001,-0.172581,0.112655,0.0126905,-0.0200461,0.0951637,-0.0122363
35,-56.5554,0.0797571,-0.166779,-0.0775676,-0.0898394,0.0201711,0.118079,0.142856,-0.0214853,-0.0106555,0.0949372,0.0934854,0.266196,0.0248414,-0.118911,-0.00983396,-0.00468988,0.156322,0.0617616,-0.0722993,0.0444901,0.0231897,-0.143506,0.227077,-9.96327e-05,0.105015,-0.0143563,0.0290237,0.000131127,-0.223363,-0.0109946,0.180114,0.0417121,-0.124034,-0.0480414,-0.118453,-0.0587393,0.0465116,-0.00873318,-0.114031,-0.108216,-0.0466074,0.084996,-0.046637,-0.0862121,-0.0831608,0.08393,-0.0926832,-0.253079,-0.0946195,0.000761957,-0.0746123,-0.131663,-0.0269071,-0.0213732,0.0125813,0.163236,-0.0909581,-0.166249,-0.043222,-0.0315462,-0.0826257,0.0948548,-0.0539195,0.176176,0.0487403,-0.0591507,0.017119,-0.0102061,-0.177811,-0.140416,-0.0741023,-0.013209,0.119341,0.0337811,0.0326516,-0.0498222,0.0896708,-0.134219,-0.203594,-0.225867,-0.112595,0.0556537,0.0350626,-0.0183743,-0.0914919,-0.101261,-0.0582582,-0.193577,-0.00588286,-0.110121,-0.0515442
36,54.9196,0.0778797,0.0981067,0.105066,-0.191073,-0.00021493,0.0973668,0.0393183,-0.191762,-0.0111545,0.11346,-0.164446,0.0631305,0.0100079,0.00503372,-0.160135,0.00380945,0.0123929,-0.097379,-0.0718086,0.230548,-0.129577,0.164698,-0.159688,0.0635907,0.201737,-0.0331713,-0.171056,0.171116,0.00941428,0.0281324,-0.161941,0.0460992,-0.165355,0.0265763,0.0317025,-0.0778426,-0.0201473,-0.039071,-0.157197,0.113649,0.0371224,0.0712887,0.0402088,0.0489195,-0.0440733,0.0830465,0.0749032,-0.230631,0.0686247,-0.137368,0.1444,0.181071,0.00668902,-0.0943098,0.0566721,-0.140344,-0.159752,-0.113996,0.07796,-0.0232994,-0.067368,-0.126605,-0.0338768,-0.0411836,0.210141,-0.110158,0.111318,-0.0504254,0.0948283,0.131459,0.0991639,0.134861,0.068985,0.0800101,0.0683303,0.0265256,0.0664735,-0.00325911,0.0244945,-0.0456159,-0.0395174,0.0785144,0.0360459,0.0502536,0.122012,0.113751,-0.160633,0.000626195,-0.0206096,0.0548991,0.000204943
37,-53.1061,-0.241697,0.0647152,-0.166709,-0.146796,-0.0812895,-0.0529408,-0.15983,-0.147282,0.0380324,0.113756,-0.121969,0.0723848,0.00280168,-0.151576,0.071931,-0.0237701,0.0124598,-0.149615,0.0872211,0.0237383,0.0670911,-0.184822,-0.0196807,-0.0828505,-0.0995822,0.00364939,-0.130573,-0.0650343,-0.011776,-0.130646,0.119469,0.0239709,-0.064756,-0.180588,-0.00482522,-0.177825,-0.0684311,0.0391668,0.0333164,0.0263727,0.0899926,0.0490672,-0.032823,-0.00125337,-0.101808,-0.115103,0.00226164,0.0588125,-0.0784557,-0.0696011,0.0393338,0.115289,0.0807642,-0.0642503,0.0714955,-0.102135,-0.0817804,0.0309628,-0.313477,-0.00581919,0.016771,-0.0412879,0.168323,-0.11885,-0.0650014,0.0808131,0.105015,0.0336881,-0.032955,0.0281412,-0.00072544,0.0460088,0.0487212,-0.224296,-0.244771,0.0828117,0.12252,-0.188139,0.0290986,0.0177987,0.0569294,0.0361643,-0.00250878,-0.224765,0.105624,0.0212724,0.0665451,-0.154005,0.0706849,0.0790795,-0.08195
38,-52.3651,0.0365248,0.0289797,-0.146109,0.0480072,0.0084246,0.094543,-0.0573725,-0.0545588,0.0979151,0.0155622,-0.131527,0.0183668,-0.0341449,0.0685564,0.0240091,0.0329899,4.07493e-05,-0.0352121,0.191189,0.0111041,0.0138935,0.126873,0.146047,0.0576151,0.213459,0.118748,0.00819854,0.154447,-0.062814,0.170251,0.285846,-0.0104118,-0.000131945,-0.0977168,-0.101822,-0.108313,-0.104458,0.105288,-0.0680735,-0.0720775,0.125363,0.0368039,-0.0399995,0.13072,0.199754,0.0781325,-0.106522,0.216816,-0.0380269,-0.0762088,-0.0206871,-0.0597272,0.0642052,0.132551,0.0157144,-0.0317734,0.133288,0.182263,0.179221,-0.114047,0.0865244,-0.0459192,-0.0495238,-0.158663,0.240998,0.125653,-0.0324708,0.195854,-0.0332615,-0.015505,0.167368,-0.044365,0.158026,0.0647078,-0.0280708,0.0864886,-0.0258587,0.00347299,0.0306395,-0.0810454,-0.067465,-0.0942146,0.0200931,0.00375308,-0.00127706,0.0215754,-0.0506786,0.0230252,0.225058,-0.117851,-0.0583655
39,51.7888,-0.00303818,0.0122029,0.0517569,-0.000412236,0.0663122,-0.139473,-0.190481,-0.233422,0.0103013,0.0357338,-0.0812783,-0.152431,-0.104574,-0.0521024,0.105201,0.097886,-0.0361711,-0.0824694,0.0283436,-0.199853,-0.142732,0.00925455,0.157937,-0.109578,-0.0588632,-0.168963,-0.0421579,0.137561,0.0425997,-0.0410598,-0.0146472,0.0791335,0.175233,0.0513584,-0.110163,-0.0292168,-0.128517,-0.140106,-0.0344313,-0.116641,0.098307,0.0190058,0.029995,-0.0652245,-0.00898895,0.115455,-0.0344503,0.0703872,-0.0634429,-0.106025,-0.138574,-0.0125736,-0.0817977,0.0923375,0.0960183,0.0935366,0.0983853,-0.155467,0.190029,0.0927358,-0.00177371,0.119764,-0.164826,0.140685,0.0080338,-0.0604814,0.136874,0.0212822,0.206072,-0.00950591,-0.138656,0.0331474,0.0640203,-0.071847,-0.147669,-0.0276772,0.265458,0.115038,-0.0656176,-0.0821179,0.154255,0.0809322,-0.05049,0.0851896,0.0506204,-0.105873,-0.14073,0.00262115,-0.0387385,0.143742,-0.0106307
40,-51.4293,0.0101493,0.0157423,0.083852,-0.0534162,0.208854,-0.110941,0.00145495,-0.0427579,0.202553,0.276374,0.288524,0.0898524,-0.0429146,0.00691989,0.127182,-0.0575541,-0.0668112,0.0410519,-0.0121171,0.0457364,0.0127426,-0.219396,0.0580858,0.114729,-0.142919,0.0260501,0.0208784,0.00739181,0.0817222,-0.06474,-0.0827666,0.0541037,-0.105237,0.126364,-0.0657924,-0.0694359,0.0593655,-0.0861457,0.131112,0.08156,0.0441025,0.0224012,0.00281579,0.110543,0.0935576,-0.0937939,-0.112717,-0.000897834,-0.037096,-0.113734,-0.0552811,-0.0492145,0.0568017,-0.0267855,0.0168384,-0.174847,-0.0130119,0.021777,0.0744863,-0.105754,0.0822846,-0.148984,-0.180361,0.0148655,0.0434349,-0.063081,-0.0857021,-0.00144937,-0.0467406,0.0791286,-0.0471384,-0.271284,0.0299133,-0.130661,0.0349147,0.0870683,0.00134034,0.0179463,-0.0546971,-0.0369889,0.155019,0.0536968,-0.0643298,0.0473922,0.131488,0.260255,-0.0797995,0.051772,-0.0323413,-0.271169,0.0772578
41,49.2286,-0.0463652,0.0596779,0.129473,0.0560021,-0.0933819,0.153819,0.0902294,-0.120141,0.127187,0.0274431,0.15643,-0.065524,0.135153,-0.0292026,0.100221,-0.00144191,-0.0425175,-0.371172,-0.028105,0.0843213,-0.0284416,-0.0103621,-0.243004,-0.0645573,0.0580192,-0.133751,-0.0270717,-0.0781792,-0.0834088,-0.0800942,0.059947,0.047837,-0.0336989,0.0789097,-0.143881,0.0989251,0.069341,-0.00982947,-0.0024974,-0.0246957,-0.076173,0.0148057,-0.240548,-0.0533766,0.159787,-0.0850438,-0.234521,-0.0410613,-0.181921,-0.0133562,0.0526063,-0.0470985,0.0296646,-0.0205274,0.0423896,0.140875,0.115879,-0.0114264,0.146607,-0.0619298,-0.0523195,0.056126,0.14898,-0.16056,0.0418873,-0.0382115,-0.201063,0.0565873,-0.0963085,0.0408194,-0.0124804,0.0223181,0.0141492,0.0798262,-0.054898,0.0107087,0.0116808,0.0265817,-0.00793317,-0.0514728,0.141122,-0.146877,0.0986349,-0.0142332,0.0431915,-0.0392845,0.0665312,0.0461232,-0.250789,0.17439,-0.0756106
42,-49.0087,0.152501,0.0920316,-0.0718748,-0.0704715,-0.0511947,0.049168,-0.107286,-0.151872,-0.147348,-0.156702,-0.0154423,-0.0422933,0.0187239,-0.13617,-0.114933,0.110144,-0.0586215,0.0992594,0.158069,0.028452,-0.12368,-0.00309116,-0.12501,-0.172419,0.166859,0.0663793,-0.0426018,-0.100093,-0.0154051,0.126948,0.0374426,0.0724294,-0.151316,0.0211126,-0.0604112,0.246457,0.065579,-0.0459369,0.12605,-0.06677,0.0176071,0.0691157,-0.164083,0.185868,-0.038447,0.0165297,-0.0392853,-0.191319,-0.204832,0.0120257,0.0193007,-0.0831899,0.0177007,0.0652885,0.0280004,-0.117632,0.0366639,0.175225,-0.132639,-0.00485507,0.03785,0.14744,-0.0945881,0.0879165,-0.248125,-0.0046338,0.0412298,-0.0637881,0.119903,-0.0272725,-0.0794361,0.102754,0.12709,-0.150039,0.107389,0.0786181,-0.0764299,0.0389141,-0.0942232,-0.0157972,0.18166,-0.067057,-0.094545,0.0596036,-0.00785956,0.128782,0.0425462,0.0967236,0.0946107,-0.144469,-0.0171446
