Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85
20,69.2814,-0.0467224,0.0675429,0.0148151,0.119254,-0.113394,0.0562678,0.0159846,0.0721084,-0.00911721,-0.0383707,-0.169045,-0.0244041,0.0521995,0.110693,0.138315,-0.146785,0.0454237,-0.0235148,0.0919875,-0.0834687,-0.112408,-0.263764,-0.016859,0.0784415,0.125987,-0.226458,0.0291073,-0.235015,-0.0267579,-0.0607135,-0.008528,0.0536055,0.0827455,-0.0215021,0.107085,-0.156716,-0.0792363,-0.156369,0.00862551,0.00329007,-0.20831,0.140984,0.107177,-0.145201,0.0713846,-0.0245768,-0.104179,-0.109784,-0.0296821,-0.0712247,-0.121255,0.0372827,0.0544733,0.131984,-0.0396106,-0.0471686,-0.145004,0.082982,-0.00176818,0.0297706,0.0269292,-0.167347,-0.00191418,0.0985433,0.0885304,-0.106551,-0.0723361,-0.114554,-0.046118,-0.160843,0.0367651,-0.208275,0.136513,0.111094,-0.166551,-0.183906,-0.145854,0.160529,-0.180621,0.158954,-0.00325394,-0.103451,0.0234268,0.0290122,-0.0281571,-0.0311144
21,-68.0903,-0.159213,-0.0189144,0.0487307,0.00908921,-0.10485,0.170762,0.0449183,-0.0289991,-0.083386,-0.136685,0.0718966,0.115469,0.0870275,-0.0537873,0.0103793,-0.0688149,-2.07862e-05,0.0779687,0.0240575,0.0107827,-0.241854,0.084477,0.0651183,0.179293,0.143406,0.254994,-0.0650467,0.053204,0.0736111,0.0797911,0.0489597,0.0675874,0.194701,-0.0993134,0.154751,0.00938572,-0.0293118,0.0728554,0.163366,-0.0502072,-0.0360699,-0.023637,0.0737344,0.257563,0.126959,0.0517145,0.045875,-0.0781017,0.0434922,0.0457123,0.0397287,0.154459,0.028034,-0.00689735,-0.0533075,-0.0262961,0.119002,-0.125898,-0.0391609,-0.241838,0.055714,0.185433,-0.0940493,-0.0808535,-0.000805363,-0.101211,-0.254301,-0.0530021,0.145161,-0.0683926,0.0356469,-0.142241,0.0272116,-0.218847,0.0126885,-0.0724358,-0.104335,-0.192452,-0.104609,-0.00776273,0.0929557,-0.099645,-0.0887632,0.0121541,-0.00453656,0.0110311
22,67.7919,-0.021449,-0.110678,0.108935,-0.0969398,0.0184411,0.143515,0.0735284,-0.132282,0.0166179,-0.158389,-0.0860487,-0.12774,0.00487788,-0.125347,0.0730743,-0.019865,0.282822,0.0220478,-0.00794712,0.107474,0.0294458,0.00525997,0.206336,-0.0122398,0.129836,-0.0474523,-0.00757167,0.146738,-0.124157,-0.034487,0.130593,0.148412,-0.0134505,0.0398947,0.0977394,0.0851881,0.107149,-0.0595409,-0.169167,0.00697145,-0.0872364,-0.124848,0.0277112,-0.185555,0.150841,-0.0475583,0.0957215,-0.045346,-0.213707,-0.0944249,-0.139974,0.0284056,0.0108614,-0.0468343,-0.0917646,-0.0373405,0.185417,-0.130987,0.0531897,-0.00225982,0.00705581,-0.167294,0.0909315,-0.0934623,0.0205839,-0.129212,-0.0493224,-0.223494,-0.0875925,0.149852,-0.12043,-0.0113565,-0.0502924,0.140895,0.248875,0.20134,0.0426112,-0.0436274,0.0149977,0.103635,0.0740102,0.0357949,0.0389683,-0.0321309,-0.103849,-0.0470277
23,66.0691,0.127795,-0.0160127,-0.0607521,-0.22042,0.217171,0.0929796,0.0520069,-0.03415,-0.136321,0.0770819,-0.0323402,-0.033889,0.0688206,-0.0736585,0.0445573,-0.0627544,-0.0742865,-0.126385,-0.0991946,0.122156,-0.061872,0.0102852,-0.0336618,-0.167407,-0.196107,-0.0239793,-0.0152168,0.146818,-0.0808352,0.0640129,-0.0855348,-0.0220134,0.221869,-0.150097,0.0313432,0.0768575,0.0367923,-0.168696,0.127507,0.0360389,0.113291,0.183569,-0.0453139,-0.00431727,0.0907316,-0.289097,-0.0473887,-0.0142605,0.207748,-0.21489,0.0360071,-0.0412635,-0.0430567,-0.0195193,0.124387,-0.00305465,-0.0872608,-0.0941202,-0.183312,0.115703,-0.0537785,0.0869432,-0.00609849,-0.0295934,0.0169441,0.0361102,-0.115179,-0.124153,-0.111227,-0.0707204,0.0280667,0.0169936,0.206683,0.086909,0.0873332,0.0266404,-0.0614503,0.0642057,-0.0570596,-0.00808271,0.24865,-0.107693,-0.0512479,-0.125114,-0.0375637,0.0680713
24,-63.703,-0.0968411,0.147816,-0.0836592,-0.0860831,0.281353,-0.0937222,0.0369892,0.0668681,0.114336,0.094015,-0.101972,-0.161345,-0.207939,0.080986,-0.0718134,-0.0235144,0.185567,0.248595,0.0149829,0.0299423,-0.0962445,-0.117976,0.0124128,-0.0307315,-0.18707,0.0924205,-0.0635704,-0.00802397,0.018558,0.0852189,-0.00834213,0.0481735,-0.0813568,0.226516,0.161599,0.12482,-0.0443291,0.0583643,-0.0897656,-0.0771706,-0.0190774,0.105036,-0.0585657,-0.0705652,-0.1498,-0.0928875,-0.0860299,0.032956,0.0720031,0.0771945,-0.00954709,0.15705,0.0433839,-0.0695159,-0.0670963,0.123048,0.0181802,-0.102788,-0.0290471,-0.165757,0.166693,-0.0619211,-0.0234773,-0.186083,-0.0458371,-0.0285216,0.136928,0.0545654,0.0273867,-0.0849577,0.0900721,-0.187371,0.133045,-0.00500588,0.13277,-0.173866,-0.00195553,-0.0505111,-0.115958,-0.17041,0.0350698,0.00164178,0.153984,-0.00554781,-0.0474347,-0.0844828
25,63.5189,0.130137,-0.0386135,-0.34799,0.0531039,0.0753103,-0.046279,0.11582,0.0318454,-0.110151,0.0774547,-0.0755083,0.0612613,0.076395,-0.00522436,0.0941342,0.0527384,0.107284,-0.0278114,-0.0328376,-0.0250183,-0.0446094,-0.00719469,-0.0157568,0.0670704,0.0412578,0.0234514,-0.0127645,0.285219,-0.0488741,-0.0909681,0.189921,-0.0270165,-0.090895,0.0894582,-0.0201375,-0.256191,-0.0181384,0.10348,-0.0111026,0.0741272,-0.0843231,-0.0522874,0.043053,0.0312652,0.0777639,-0.153099,-0.228267,-0.100919,-0.045738,0.193113,0.15101,-0.0479753,-0.0122728,0.173504,-0.0331424,0.171866,-0.181234,-0.14962,0.107526,-0.128182,-0.0447498,0.0504562,0.0205614,0.0866694,0.0735553,-0.0813847,0.160814,-0.129456,0.0924322,0.065214,0.0843763,0.0466646,-0.0838141,0.113195,0.010913,0.0463012,-0.109074,-0.0499393,-0.0649322,-0.0297758,0.133661,0.0971576,-0.141384,0.0489357,0.210435,0.03877
26,-63.3239,0.0916424,0.104011,0.0736608,-0.0776578,0.0523183,-0.113485,-0.0318468,-0.000101831,0.126693,0.0689088,0.0688295,-0.289004,0.0868275,0.0581283,-0.102955,0.00893882,0.0136224,-0.0701263,0.111773,0.0169456,0.230914,-0.0915345,-0.0978508,0.0473785,0.0978322,0.166888,0.062748,0.0771657,-0.0558944,-0.0235597,0.171907,0.0662697,-0.0930895,-0.212953,-0.069939,-0.0974498,-0.0493566,-0.169665,0.0933533,-0.183378,0.0349218,0.0346961,0.141531,0.0615128,0.128175,0.0481504,-0.0471277,-0.176043,0.103939,0.116666,-0.107536,0.219197,-0.036236,0.0311869,0.0509473,-0.00474861,-0.0903197,0.0277858,-0.100765,0.0159708,0.242354,0.0192591,0.0570743,0.0937654,-0.0256861,-0.155513,-0.0298267,0.115972,-0.0263565,0.068998,-0.116002,0.190314,-0.126952,-0.00259397,0.0677745,-0.0026625,0.08564,-0.0115536,-0.169436,-0.0711868,0.0803031,-0.126555,0.111542,0.131021,-0.110434,0.15987
27,62.3682,-0.0918228,0.0718689,-0.209257,-0.189704,-0.125825,-0.026011,0.0307014,-0.0186264,-0.00220756,-0.046129,-0.086533,0.118136,0.0820693,-0.0406128,0.106742,-0.0687274,0.115272,0.0395978,-0.174843,-0.0491686,-0.047633,-0.100176,-0.00290028,0.136223,-0.00719798,0.0255123,-0.139963,-0.0264906,-0.0628639,-0.130623,0.162274,-0.158686,0.0739195,-0.149871,0.300341,0.096175,-0.063724,0.0801677,-0.184243,-0.0588178,0.0102393,0.0280509,-0.0415713,0.0193475,-0.0219679,0.0860294,-0.0338716,0.00837576,0.106375,0.0365639,-0.271536,-0.0132817,0.0613797,-0.0877904,0.040161,-0.136112,-0.0532006,-0.0614088,-0.165283,0.126171,-0.0922058,0.0849601,-0.109398,0.0774975,-0.0922226,-0.106193,0.160058,0.0900648,-0.0758252,0.145123,-0.16336,0.0111397,0.0568431,0.00252416,-0.194255,0.100717,0.0253512,0.0358143,0.12576,-0.245612,-0.0955399,0.0389556,0.0484045,-0.0597859,0.0490592,0.15542
28,-61.1441,-0.131252,-0.058898,0.0744698,-0.0171618,0.085578,-0.262354,-0.127192,0.0473472,-0.0272991,-0.147765,0.0707695,0.0115561,0.053843,-0.143334,-0.129713,-0.0473207,0.0103215,0.100852,0.0996514,-0.13041,-0.138417,-0.0940058,0.10975,-0.0841828,-0.0954935,-0.152971,0.10609,0.0173982,0.0697023,0.181407,-9.98818e-05,0.184547,-0.0826021,0.0911314,0.118248,-0.070109,0.0303284,-0.155129,0.0460757,0.0999678,0.144722,-0.158995,0.161971,0.154061,0.0787763,0.0851316,0.0315029,0.0954343,0.0430089,0.104418,0.0789415,-0.0568728,-0.176008,0.0902913,-0.0217248,0.0347377,0.0606298,0.0503785,0.0364141,0.101221,0.0752535,0.112604,-0.0445917,0.0934353,-0.13197,-0.087779,0.118214,-0.211133,-0.184766,0.201168,-0.13002,0.0650188,0.227471,0.00212325,-0.14311,-0.021982,-0.0498892,0.024158,-0.141433,-0.087455,0.00515131,0.0514453,-0.0875552,-0.114525,0.033022,-0.0165213
29,59.1886,-0.104955,-0.0139661,0.146281,0.215034,0.128298,-0.0555316,-0.068286,-0.0912336,-0.0261998,0.0841072,0.0274963,-0.109239,-0.0183642,0.225899,0.00821236,0.0453099,0.00430714,-0.18586,0.00399535,0.020578,-0.253041,-0.0868276,0.0630522,0.146328,-0.0213055,-0.145645,0.00818756,-0.0480205,0.0200064,-0.0384502,0.0612508,-0.158979,0.00400509,-0.146256,0.0306289,0.082232,-0.00420974,0.125862,0.019406,0.0690186,-0.0466586,0.144646,0.139354,0.0590497,-0.11227,0.116343,-0.0271109,0.0494533,-0.157832,-0.0486458,0.17251,-0.0230051,-0.0110769,0.00693355,0.266888,-0.13315,-0.10435,-0.0522168,0.168411,0.0925977,0.00253131,0.192671,0.00775187,-0.109177,0.0648563,-0.0332084,0.0902866,-0.0173384,0.00306342,0.193116,-0.0674112,-0.100125,-0.11826,0.0120028,0.137479,0.124969,-0.0121657,-0.0444671,-0.0197855,-0.0625638,0.230904,-0.0710706,0.248972,-0.114181,0.00383218,-0.0432706
30,-58.4484,0.0368662,-0.142334,0.0805024,0.215101,-0.18105,0.125517,0.162331,-0.181238,-0.244589,0.0517994,-0.0353336,-0.152874,0.171037,0.198288,-0.0789292,0.0568402,-0.0302528,0.0139291,-0.0362066,0.0161139,0.0968121,-0.031354,0.0351372,-0.153722,-0.0688454,0.114907,0.0055051,-0.115474,-0.0875749,-0.0239197,0.194054,0.10179,0.113768,0.236657,0.100659,-0.105653,-0.156374,0.0488576,0.0559919,-0.0900984,0.0909505,-0.0425964,-0.0728146,0.0502135,-0.141946,-0.0334518,0.0109698,-0.0801977,0.116097,0.0914163,0.000817928,-0.0800708,-0.146295,0.142398,0.179246,0.0576411,0.151826,0.0752252,-0.208165,0.10312,-0.0271949,-0.0284889,-0.000947002,0.0680156,-0.096385,0.00391069,0.0632743,-0.0430069,0.0930186,-0.0242926,-0.0631752,-0.113789,0.129452,0.137111,0.0575195,0.0615505,0.0583223,-0.175026,0.0264921,-0.0435815,-0.0762207,-0.0319217,0.118099,0.00222272,0.0200019,-0.131006
31,57.8586,-0.0324499,0.0820656,-0.0282821,0.155566,-0.0478138,0.0771596,0.208519,0.23133,0.0989466,-0.0257613,0.0742853,-0.152963,0.0360593,-0.0944861,-0.169192,0.019568,-0.150915,0.23725,0.0587445,-0.0837826,-0.0828125,0.0111452,0.0751369,0.198468,-0.117149,-0.0372965,-0.198044,0.0264973,-0.0110979,0.00613603,0.0567773,-0.0799502,0.0949629,-0.0872066,-0.0025487,-0.0595601,0.207791,-0.0794626,0.0348576,0.19551,0.0663115,-0.0304825,0.0798813,-0.0882205,0.158016,-0.0784924,-0.00592637,-0.0269772,0.0243639,-0.017373,0.105548,0.0401802,-0.0947903,0.0617075,-0.0401612,-0.110104,-0.227543,0.0373893,0.00397631,0.228685,-0.00276116,-0.214375,0.0392698,-0.0611592,-0.104537,-0.0224468,-0.0788223,0.148545,0.0263778,-0.0477722,0.0705108,-0.134091,0.00511434,0.0421691,0.0954628,0.195421,0.102099,-0.161236,0.0675649,-0.169182,-0.0904657,0.102995,-0.0980976,0.0224394,-0.0534827,-0.0588818
32,-56.5611,-0.0342175,0.166908,-0.195618,0.0204228,0.0878366,0.0917373,0.0507988,-0.0474891,0.112444,-0.0653102,0.0396697,-0.0521642,0.0781619,-0.152397,0.0681804,0.00718212,-0.0343225,-0.0561286,0.103482,-0.112273,-0.0486435,0.106064,0.17945,-0.0631626,-0.179525,0.14909,0.0298689,-0.0256679,0.0292424,-0.0142917,0.0164158,-0.0154075,0.113052,0.032455,-0.091295,-0.256424,-0.295289,-0.0912967,-0.141214,-0.0500049,0.0621093,0.155494,0.26585,-0.0763479,0.0762534,-0.059682,0.0793998,0.0838405,-0.25287,0.0502434,0.0129614,0.0524316,0.0548127,-0.192345,0.131348,0.169071,0.00775039,0.143209,0.0717281,-0.0430318,-0.200288,0.0909751,-0.0411813,-0.0376555,0.0432546,-0.042664,0.0559981,0.0848163,0.00415202,0.0094956,-0.0514299,0.0556724,0.139221,-0.0449351,0.0533459,0.048468,-0.0213611,-0.0479063,0.0478342,0.120773,-0.202727,-0.148384,0.0659929,-0.0942083,-0.101591,0.0292711
33,52.8408,-0.121938,-0.117151,0.0394389,-0.0683172,-0.152899,-0.194804,0.0488262,-0.0053722,-0.0757542,0.00790518,0.0147653,0.00808244,-0.0444947,-0.0172372,-0.0739273,0.0528173,0.250055,-0.109979,-0.164663,-0.0670502,0.0056284,-0.113803,0.0440431,-0.205984,-0.155662,-0.0685197,-0.0752326,0.0473279,-0.0535939,-0.226983,0.100766,0.0643262,0.071254,-0.1165,-0.0538084,0.0812916,0.0154892,-0.0292732,0.166321,0.0251629,0.0380374,0.0407955,-0.00744278,0.0804549,0.139277,-0.0437059,0.00154853,0.267393,-0.129267,0.121617,-0.0262292,0.00198065,-0.170269,0.115413,-0.0338292,-0.0546872,-0.0752925,0.0225545,0.0227677,-0.0112069,-0.0913663,0.0713095,0.0514006,-0.108692,0.113788,-0.120872,0.0602094,0.118112,0.0586539,-0.0938155,0.100481,-0.0431339,-0.0350097,-0.0245833,0.0283238,-0.26503,-0.0763305,-0.0752918,0.159334,0.0653654,-0.0265625,0.0677337,-0.0367764,0.192146,-0.336568,0.046735
34,-51.1823,0.0637076,-0.0646689,-0.0181884,-0.0443056,-0.0942648,0.068324,-0.00160817,0.0305075,0.221522,-0.0421866,-0.258171,-0.0314075,0.160422,-0.0361511,-0.00570923,0.0704653,0.0984816,-0.114449,0.058265,0.205906,-0.0855704,0.0902296,-0.0330909,-0.0290593,0.0499985,-0.044658,0.00687514,-0.0210191,-0.0723737,0.117508,0.031102,0.0717144,-0.127638,0.0250629,0.0436221,-0.0532368,0.0476052,0.174478,-0.0327562,-0.0509808,0.0667507,0.200893,0.0278194,0.0366356,0.181901,0.183158,0.0410474,-0.146042,0.22693,0.00644012,0.130318,-0.168672,-0.109144,-0.0378424,-0.0376539,-0.0641875,-0.146196,-0.140479,0.132494,0.032276,0.0544717,0.0561737,0.213605,-0.210856,-0.188443,0.188484,0.155363,-0.00507811,0.0561503,0.0224218,-0.0261333,-0.017008,0.0792361,-0.0095481,-0.0328916,-0.0959916,-0.0623556,-0.00186734,0.0918412,0.0686616,-0.199562,-0.225266,-0.0664308,0.0111094,-0.114174,-0.0159842
35,51.0464,0.0215762,-0.0754626,-0.0564845,0.0820703,0.0290708,0.00742871,0.117447,-0.125967,0.0134169,-0.0641956,0.0204037,-0.004113,-0.159697,0.0172478,0.0286779,-0.00458287,0.0957659,-0.157991,-0.0480218,-0.113,-0.0471242,-0.222834,-0.125891,0.0667671,-0.176403,-0.0441496,0.0785398,-0.0167333,-0.126826,0.0911466,-0.189231,0.137851,0.109051,0.0498273,-0.144734,0.0133244,0.0575246,0.127656,0.0310959,-0.172169,-0.00325628,-0.145624,-0.034544,-0.00660506,0.097389,0.0322375,-0.23909,-0.0689073,0.0415895,0.109554,0.0203825,0.0346466,-0.0585182,-0.188551,-0.010108,-0.124796,0.0704172,-0.00833958,0.0276165,0.120681,0.0418909,-0.0484789,-0.0748648,0.082342,-0.00139405,-0.0977467,-0.111611,-0.00866711,0.134257,0.260162,0.303884,-0.0537952,0.114045,-0.166003,0.129019,0.165747,0.019228,0.150343,0.0198802,0.00961889,-0.197411,-0.123281,-0.0263859,0.013227,0.0468949,0.161235
36,-50.5987,-0.0926685,-0.0942017,-0.00836081,-0.00812993,-0.00181159,-0.207718,-0.215177,0.058079,0.011723,-0.0219524,0.0277214,-0.027704,0.0354099,0.02932,0.0960264,-0.0661598,-0.0601882,0.120877,-0.00433937,0.0818482,0.190517,-0.0832427,-0.0819029,-0.00417577,0.179491,0.0975881,-0.0646745,-0.0305117,-0.0979506,-0.0412678,-0.0464348,0.0615634,0.0459985,-0.00754004,-0.169441,-0.0215286,-0.0216605,-0.145211,-0.0667776,-0.00388977,-0.104715,0.0853704,0.0878895,0.124139,-0.0366877,-0.123777,-0.0376438,0.0279289,0.0538062,-0.0169021,-0.0708914,0.0241731,0.00842813,-0.0181496,-0.0857849,-0.0271336,0.0964303,-0.157311,0.112751,0.322379,-0.101119,0.102499,-0.00193243,-0.358142,0.0157122,-0.122312,0.113938,-0.084232,0.267934,-0.147644,0.146955,0.0470992,0.137232,-0.0153414,-0.134258,0.215603,0.0105293,-0.15324,-0.0278013,0.0742553,-0.0205351,0.0419447,0.093371,-0.0674107,0.121888,-0.0407872
37,-49.0904,-0.195743,0.0817092,-0.0267749,-0.0187677,-0.0649264,0.0787992,-0.0641074,-0.115725,0.00446219,0.229531,-0.0177641,-0.0168662,0.122964,0.0272541,-0.150107,0.0384106,0.0334048,-0.0766589,0.166427,0.0532719,-0.00169047,-0.180807,0.16007,-0.0765505,-0.0641932,0.0631569,0.187306,-0.0689125,0.171803,0.00913236,0.0062303,-0.0475524,-0.0156215,-0.0135645,0.223713,-0.0245005,-0.00512598,0.01206,-0.0996552,-0.0163273,-0.0463846,0.0326957,-0.018473,0.0561724,0.171689,-0.0405367,0.0393334,-0.0192033,0.0264668,-0.0663617,0.097333,0.115422,-0.0100279,-0.00731376,-0.161824,-0.0759937,0.18067,-0.0821758,0.183604,0.0622453,-0.204379,0.0350009,0.164907,0.230905,-0.0541084,0.146585,-0.0326224,-0.0125996,0.018399,-0.202857,0.303623,0.153836,-0.0439787,0.0725752,0.0192138,0.0846228,0.0285176,0.0782459,0.0144983,-0.170038,0.0518088,0.151636,0.080506,0.0326947,-0.00401857,0.150251
38,47.9461,0.185052,0.0329968,-0.074967,-0.199445,-0.0684906,-0.0673191,-0.125392,-0.0309876,0.0099089,-0.0872579,-0.0852574,0.00356068,-0.0168295,0.0470206,0.162032,-0.122324,-0.0582431,-0.0138554,0.0144194,-0.0604671,0.0164126,0.113008,0.107406,-0.0609533,-0.02211,-0.102401,-0.0964771,-0.00852367,-0.0656207,0.101444,-0.0930891,-0.0346934,-0.013589,-0.180918,0.137857,-0.0792552,0.0461353,-0.0968002,0.284966,-0.0682082,-0.109097,-0.00448152,-0.0257888,0.0661994,-0.217466,0.175012,0.0945816,-0.0669851,-0.0694877,0.0491494,0.155107,0.0781087,0.0413756,-0.010473,-0.0977071,-0.0604509,0.0922832,-0.0179626,0.0210092,-0.0898952,-0.084352,-0.0710052,0.0735333,0.115465,0.0799582,-0.0630498,0.0558664,0.208095,0.0920763,0.169816,0.198876,0.0662152,0.160404,0.307783,0.095849,0.0933493,-0.0836657,-0.131751,-0.0450219,-0.127664,-0.0591088,-0.0342306,0.0133582,0.0396715,-0.0875291,-0.237405
39,-47.4458,0.0329419,0.130059,0.0206913,-0.123097,-0.00430343,0.138485,-0.0950212,-0.171056,-0.0712296,0.0738443,-0.0899502,-0.035255,-0.0263874,-0.139251,-0.0380975,-0.157452,-0.015506,0.191835,-0.0126515,0.0687257,-0.152607,0.0794601,-0.200511,0.0388679,-0.0402192,-0.0207415,0.221586,-0.115263,-0.016773,-0.0678286,0.100884,0.0742849,4.97772e-05,0.0734364,0.0263306,-0.0959039,-0.0328958,-0.0601614,0.0537503,0.17358,-0.038265,-0.0485326,-0.0145831,0.189605,0.162379,-0.0452968,0.0492673,0.123902,0.0946386,0.225968,-0.11163,0.0437678,-0.0194275,0.107251,0.00494156,-0.0309583,-0.0981917,-0.104949,-0.0680654,0.0639424,0.00927843,0.0416311,-0.013116,-0.068581,0.228526,0.0493796,-0.0120761,0.138368,-0.016266,0.109909,0.105993,0.0109231,-0.218016,0.00676809,0.0788013,0.0385287,0.119899,0.237342,0.0675281,0.094923,-0.099853,-0.0163663,0.117583,-0.192108,0.0280019,-0.28813
40,46.675,0.13196,-0.0940098,-0.0471134,0.105771,0.0119222,-0.0166309,-0.0260914,0.00402016,0.121144,0.00361375,-0.160209,0.168544,-0.052924,0.0901511,-0.113413,0.0293671,0.00526874,-0.0829342,-0.0368529,0.0566108,-0.155434,-0.07781,0.0945995,0.146438,-0.0311079,0.0414329,0.13457,0.10418,0.0877594,0.0147449,0.0370053,0.030065,0.100852,0.0586873,-0.13693,-0.0402187,-0.163562,-0.260149,0.24006,0.152716,-0.0395417,-0.039545,-0.27391,0.0157158,0.0429933,-0.0874388,0.0635931,-0.0522869,0.0292068,0.0961401,-0.133632,0.00569625,0.0642074,-0.123853,0.0933984,-0.280526,0.0254873,-0.0677968,0.108117,-0.146753,-0.0835675,-0.0502074,-0.0729395,-0.102561,-0.162394,0.0276891,0.147023,0.0692286,-0.172375,-0.0858319,-0.139836,0.0553929,0.0916637,-0.0409772,0.0296053,0.128212,0.0282445,-0.0238282,-0.143229,0.0472088,-0.0682094,0.128628,0.116504,0.222112,0.0160165,-0.00777846
41,-44.2226,0.0926657,0.0200231,0.0303421,-0.0499565,0.080057,0.105601,-0.0940537,-0.0190471,-0.139227,-0.0724553,0.128151,0.0199213,-0.194722,-0.019618,0.166769,0.180538,0.205962,-0.00795285,0.251843,0.0133382,-0.0737639,-0.0961363,0.0787397,0.0555117,0.133389,0.00195594,-0.0583965,0.0535584,-0.150883,-0.0292832,0.0358358,-0.0309164,0.0979556,0.114674,-0.050356,-0.151657,-0.0881855,0.0388688,0.224883,0.0193574,-0.0572081,0.00789133,0.0393487,0.0693819,-0.0826774,0.079337,-0.0771421,0.156637,0.179797,-0.0664582,-0.0112366,0.130428,-0.20641,-0.1977,-0.153108,0.0409959,0.0259842,0.0753452,-0.0526145,0.142713,-0.171941,-0.123167,0.189007,0.0302485,-0.0208935,0.160099,0.1205,0.151272,-0.0140045,-0.0474157,-0.1722,-0.131247,-0.128161,-0.0544381,-0.0436191,-0.0130537,0.0659641,0.00632993,-0.084713,-0.0265743,0.0998148,0.0349454,-0.104287,-0.163469,-0.0266216,0.106174
42,44.201,0.0308516,-0.0716652,-0.0249381,-0.0591145,0.0400371,-0.0431093,0.138374,0.0330911,0.197874,-0.00962214,0.0359945,-0.0228198,-0.0383369,0.121252,0.157727,-0.0141897,0.139458,-0.0873434,-0.0240714,0.190828,-0.147687,-0.0664904,-0.0644087,-0.233195,0.171722,0.067242,-0.11355,-0.0536593,0.131574,-0.0616011,-0.101628,0.0782331,0.304065,-0.0524043,0.129188,-0.0762934,-0.0235644,-0.00960635,-0.0361451,0.0690803,0.107142,-0.307931,-0.00905665,-0.0120973,0.0410299,0.0177247,-0.0643568,-0.162999,-0.0197374,-0.00846369,0.015991,0.202746,-0.00155428,0.101861,0.137627,0.0887231,-0.0701667,0.200676,0.184259,0.0498168,0.0650308,-0.094198,-0.116158,-0.0939892,0.045497,0.197189,0.0290516,0.0202979,-0.00898667,0.0306502,0.0448833,0.226465,-0.000325777,-0.0695923,-0.126669,-0.0447214,0.0750455,-0.0534615,0.0993898,-0.0940116,0.0605455,0.0521308,0.0311564,-0.105188,-0.0221181,-0.149429
43,-43.2122,-0.049894,0.102374,0.00158072,0.215395,-0.176535,0.0972045,0.117478,-0.0579408,-0.0251225,-0.0246242,0.105087,0.157759,0.168711,-0.0961839,0.18134,-0.0741156,0.114449,-0.0355744,-0.0696285,0.300261,0.162165,-0.0507125,-0.00337105,-0.0816783,-0.0285026,-0.175,0.184661,0.171802,0.0146822,0.119857,-0.13863,-0.071612,-0.118661,-0.040455,0.0210261,0.12643,-0.0472733,-0.035248,0.0141191,-0.027465,0.117021,0.0486839,0.00324255,-0.0275806,-0.0575463,0.0397627,-0.0465332,0.136759,0.0136453,-0.0043307,-0.0835095,0.00407156,-0.123122,-0.0149108,-0.0538881,0.110254,-0.235056,0.00861621,0.0422475,-0.0783186,-0.00714285,-0.0371418,-0.046291,-0.0219346,0.0593559,-0.0723833,-0.0196931,0.0286579,-0.0180083,-0.0381809,0.0600711,0.00441047,-0.042248,-0.121799,0.000187373,0.091962,0.0750577,-0.163588,-0.378686,-0.176117,-0.14898,0.0546262,0.10779,-0.107565,-0.067136,-0.0802739
