Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93,Eigenvector_94,Eigenvector_95,Eigenvector_96,Eigenvector_97,Eigenvector_98,Eigenvector_99
10,-92.7725,0.105748,-0.00604899,0.13028,0.148369,-0.100648,-0.103607,0.0295469,0.103684,0.11402,0.132217,-0.0189344,0.0809122,0.0476252,-0.0812725,-0.0151836,-0.0800408,0.00718185,0.0962863,0.0997621,0.00124751,0.0811142,-0.0276633,0.157704,-0.0159721,-0.0799127,-0.0733549,-0.00344836,-0.0352808,0.0973821,-0.164392,0.0941887,0.00776762,-0.164173,0.0715935,-0.171035,0.0415529,-0.0495459,-0.0812034,-0.0335101,-0.0198692,-0.085983,0.102738,0.0191982,0.00810338,-0.0862115,0.192471,0.0607346,-0.112795,-0.00707791,-0.141143,-0.054107,-0.082992,-0.11012,-0.0103368,-0.279078,-0.0668544,-0.0453229,-0.0748332,-0.192333,0.153346,0.0270928,0.0801799,0.0951588,0.00899262,0.0537369,-0.134799,0.0744329,0.0103079,-0.00563012,-0.0619786,0.152689,0.152073,-0.0184083,0.154165,0.129326,0.0407089,0.107993,0.0853147,0.023828,0.02168,0.0337517,0.097849,-0.0449774,0.152858,0.00930139,0.00105993,0.00576403,0.0906472,0.0329087,0.189734,0.115365,0.0162756,-0.00016195,0.224185,0.143649,-0.0905313,-0.139926,0.0130411,-0.216895,0.109564
11,90.8448,-0.107657,0.0759409,-0.160272,0.0543414,-0.113808,0.055043,-0.0679193,-0.00753112,-0.032541,-0.02916,-0.137759,0.0674666,0.0574296,0.0942783,-0.132164,-0.0725349,0.00455805,-0.170951,0.0229709,0.0538269,0.228,0.0823352,0.0949912,-0.195954,0.0185391,-0.0547932,-0.0164981,0.0185038,-0.0856496,-0.0668764,0.0282661,0.030684,0.0449961,-0.0447891,0.134653,-0.0325244,0.112254,-0.00113079,0.0380814,-0.0243679,-0.0490175,0.0281375,-0.179923,0.0788878,-0.0246022,-0.096725,-0.182724,0.025996,0.0732046,-0.109028,-0.0420394,-0.0705872,0.0801239,0.0520884,-0.0518075,-0.0116696,0.192036,0.113059,-0.121599,-0.120725,-0.104979,0.141262,-0.05856,-0.146523,-0.0588494,0.0302814,-0.0639871,-0.130182,0.202226,0.0223127,-0.000929229,-0.0867632,-0.125428,0.144933,0.148084,0.0245611,0.0380709,-0.0892268,0.219379,0.147174,0.167043,0.0867622,-0.0817059,0.0625867,-0.0817034,-0.0083875,0.107276,0.0357647,0.0460642,0.00853408,-0.0220266,-0.214966,0.134847,0.042391,0.0622909,0.0316965,0.0323731,-0.148094,-0.0286922,-0.2149
12,-90.0894,0.0965809,0.211244,-0.0893796,0.0480015,-0.0440858,0.0618409,0.164328,-0.204846,-0.0780143,0.00875164,-0.0272217,-0.125395,0.088035,0.0350133,0.132216,-0.053174,-0.0256326,0.0923541,0.0717042,0.157811,0.00499961,0.0525619,0.0150014,-0.0830881,0.128988,0.0474875,-0.0994984,-0.0622622,-0.109075,-0.0269559,-0.150391,-0.0225405,-0.115524,0.0348029,0.0698789,-0.125606,-0.133088,-0.0751843,-0.205438,-0.109871,-0.0251688,-0.062773,0.145715,0.0463503,-0.0207261,-0.00939305,0.0738865,0.0430912,0.121027,-0.120813,-0.0345734,0.0606128,0.0107299,0.026896,0.169307,0.0387964,0.0203509,-0.0255268,-0.0934697,0.154497,-0.0163229,0.00109941,0.00995338,-0.0426609,-0.00843207,0.104467,0.194299,-0.0483033,0.0286609,0.0600807,0.277764,-0.197925,0.133809,-0.0176716,0.0861093,0.0756046,0.00479265,-0.0241844,0.127388,-0.0400578,0.115099,-0.120365,0.162703,-0.134746,0.0132953,0.0180605,0.0604987,0.0206142,0.116057,-0.0752343,-0.0214536,0.081782,-0.141856,-0.0318316,-0.104013,-0.221127,-0.132783,0.0078177,-0.127711,-0.0470527
13,86.7952,-0.0298529,-0.150607,0.148754,-0.00531404,-0.0478065,0.05583,-0.0511317,-0.182512,-0.0670277,0.0882949,0.126408,0.0458352,-0.031068,0.0307789,0.0480975,-0.157486,-0.0301978,-0.0265993,-0.00541566,-0.0113312,0.0573558,0.0190518,-0.0282553,0.000664121,0.0479983,-0.0452089,-0.00360603,-0.0568073,-0.105578,-0.181305,-0.0796644,-0.0317713,-0.0904671,-0.0485203,0.058667,0.209465,-0.179363,-0.0333182,-0.0693029,0.0922503,-0.0555629,-0.0470814,-0.111393,-0.0459853,0.13703,0.0481091,0.0616294,0.217623,0.0467581,0.0952931,0.0737106,0.0402343,0.055174,0.0342259,0.0115756,-0.0299138,0.18117,0.0611144,-0.123489,0.0367831,0.260766,-0.0752248,-0.184717,-0.112734,-0.038542,0.0377999,0.0565284,0.0394287,0.0097458,0.0340379,-0.0337505,0.0741124,0.0317671,-0.00360757,0.0790971,0.117494,-0.0975165,-0.108968,-0.23878,0.162873,-0.00647435,-0.109556,0.0767528,0.202003,0.141083,-0.0395521,-0.0795687,-0.13415,-0.0111564,-0.159634,-0.15864,0.0493747,0.137508,0.181029,0.165274,-0.015585,0.105716,0.0243442,-0.0655953,4.09969e-05
14,86.1377,0.038566,0.068505,-0.00453376,-0.0925434,0.0350694,0.0839526,-0.102051,0.0529645,-0.168621,0.0276875,-0.00817562,-0.00760685,-0.210556,0.0404303,-0.0809874,-0.0149315,0.0835375,-0.0911502,0.233756,0.0645786,0.0292599,0.115952,0.0223316,0.132249,0.00511968,0.0640032,0.0493225,0.0259365,0.196431,0.0515481,-0.0484995,-0.143557,-0.0180639,0.148845,0.171462,0.0319557,-0.0475397,-0.086644,-0.155968,-0.0727574,-0.121165,0.0977864,0.0403865,0.0196456,-0.152893,-0.0169564,0.00470199,0.068626,0.0706486,-0.0705438,0.182215,-0.0308464,0.15385,0.0828067,0.0237902,0.00619486,-0.0871691,-0.111921,-0.00766997,-0.0240492,-0.141816,0.069381,-0.176727,-0.0970067,0.0718596,-0.00690338,-0.252475,-0.121589,-0.0111131,-0.130871,0.0339441,0.0363575,0.123777,-0.0718806,-0.0387335,0.109331,0.092802,0.260935,-0.108509,-0.0315957,0.0653891,0.134425,-0.0520124,0.0591386,-0.0230974,0.0824929,0.141644,-0.0926207,0.0789368,-0.140216,0.0290414,0.0297301,0.0652214,0.107033,0.0100409,0.00545197,-0.0160021,0.184515,0.111724,0.116908
15,-85.0027,-0.0461811,-0.007065,-0.116456,0.0187819,-0.106139,-0.113823,0.048813,0.01901,-0.168209,0.087341,0.0156435,0.088612,-0.149677,0.0199215,0.0522902,0.270153,-0.0305945,-0.200044,-0.0801189,-0.0893182,-0.0234584,0.0171814,0.0698777,-0.01294,-0.0460004,-0.0246546,0.0540327,0.122672,-0.00722179,0.0470606,0.128041,0.164584,-0.154951,-0.270912,-0.0766003,-0.214717,0.0822242,-0.0182436,-0.0913478,0.0930888,0.0816462,-0.00165385,-0.102243,0.0473282,-0.0120375,-0.0491297,0.00454195,-0.0245187,0.1642,0.00126949,0.0110303,0.0973921,0.150556,0.0677835,-0.00861797,0.0661874,0.0371044,-0.177752,-0.0380968,-0.0434969,0.0489902,-0.113031,0.0384332,-0.0447138,-0.107362,-0.0574002,0.0843729,-0.156127,-0.120081,-0.141801,0.14803,0.169719,0.036183,0.0453278,-0.138677,-0.0966679,-0.0369895,0.0337718,-0.0369338,0.0475691,-0.164723,-0.0903921,0.0334343,0.105894,0.0536113,0.233783,0.0519514,0.112772,7.63889e-05,-0.137173,-0.0541106,0.0576806,0.0875515,0.0500957,-0.098954,-0.083613,-0.0914696,-0.0835207,-0.0965871,-0.0228178
16,84.2427,0.233906,-0.116454,-0.0359242,-0.040452,0.177288,-0.0882622,-0.233182,0.0720442,-0.0769991,0.00197331,0.0999636,-0.124996,0.0262456,-0.138593,0.0518641,0.140322,0.0365714,-0.075633,0.0769487,-0.126601,0.210396,-0.0926575,0.0868681,0.0221145,-0.0554187,-0.0568763,0.157623,-0.121754,0.0723699,0.119959,0.0117589,0.0946446,-0.00130507,-0.103289,-0.0396942,0.0409518,-0.14482,-0.0798296,0.0490935,0.0288922,-0.0289204,-0.0490308,0.0879886,-0.0701357,0.0308186,0.0857725,-0.103613,0.191858,-0.0927356,-0.194985,0.157413,0.0159848,-0.0748134,-0.136773,0.0364846,-0.119992,-0.0164473,0.109626,0.0600485,-0.0626456,0.135268,0.0123715,0.0413381,-0.0831618,-0.187907,0.0591646,0.105595,-0.0366971,-0.0598197,0.152901,-0.0293457,-0.0306702,-0.0893377,-0.0637038,0.061459,-0.111223,-0.0595888,0.0488319,0.107422,-0.129874,0.0588538,0.0702717,0.151125,0.0369816,-0.0896674,0.0721623,0.0759362,-0.0191954,0.254737,-0.0194369,0.019263,-0.160121,0.0221072,0.021116,-0.098605,-0.0910313,0.045408,0.0664434,-0.0618252,-0.0405121
17,-82.0099,-0.0412627,0.0823641,0.158028,0.0948469,-0.0949383,-0.0619089,-0.022332,0.040753,0.107327,-0.0294959,0.0597936,-0.049265,-0.0451024,-0.144479,0.104616,0.0516067,-0.130748,0.0410406,-0.0695548,0.176001,0.0159938,0.143391,-0.164442,-0.0161737,0.0584796,0.0660251,-0.175283,-0.160039,-0.00423951,-0.00420063,0.0394345,-0.0875909,-0.0970056,-0.10725,-0.0638516,-0.00782824,0.172486,-0.0590893,-0.178222,0.0141017,-0.372594,-0.101445,-0.166161,-8.37875e-05,-0.0299085,-0.184165,0.0185916,0.0617176,-0.00351487,-0.0503123,0.120198,0.0609299,0.0830159,-0.147192,-0.225742,0.136081,-0.0217743,0.0428616,0.124042,0.0741831,0.0214598,0.0123103,-0.0616713,0.177686,0.0103538,0.155861,-0.103962,0.0625242,-0.077392,0.0277574,-0.0579213,0.103358,-0.148149,0.0821361,0.0622373,0.029039,-0.0459147,-0.0913076,0.0576595,-0.11786,-0.0450769,0.0391214,0.0497202,-0.00213776,0.0999539,0.0534051,0.138193,-0.00798124,0.05496,0.0344576,0.0102851,-0.0640675,0.126196,-0.103655,-0.153343,0.0105337,0.0128207,0.0987357,0.00273105,-0.000591232
18,81.797,0.0119692,-0.167739,0.138815,0.0654986,0.0398947,0.0535463,0.00960595,-0.0953425,-0.161538,0.0415509,0.0108048,0.118242,-0.10099,0.0259491,-0.0410665,0.288324,0.083145,-0.0193248,-0.0902076,0.0853443,0.0717946,-0.0659486,0.0137165,-0.0612498,0.0179952,0.101266,-0.122225,-0.130927,-0.025455,-0.123344,0.143131,0.0815086,0.0893759,0.000482274,-0.0265029,-0.00883574,-0.0838333,0.193709,0.0904565,-0.112746,-0.0397571,-0.00581375,0.00629301,0.00405457,-0.0986865,0.0960812,0.0219444,-0.0925207,0.0186253,-0.141929,0.0314435,0.0121642,-0.0187393,-0.113372,-0.0151494,0.104463,-0.110925,0.0803248,0.271634,-0.0836495,-0.0420506,-0.0415497,-0.128612,0.168005,0.042527,-0.276912,-0.0813196,-0.0602129,0.127534,0.084992,-0.0165766,-0.0430212,0.138471,-0.0880812,0.102981,0.0901036,-0.0445328,-0.113158,0.0387485,0.120897,0.262293,-0.114909,-0.0526294,-0.0432082,0.0048238,-0.00962525,-0.120146,0.00458445,0.0637373,-0.0877815,0.0463155,0.133807,0.137984,0.0506512,-0.0405456,-0.0641655,-0.152093,-0.0253305,-0.0448033,0.0189729
19,79.2047,-0.0406238,0.0928953,-0.0913571,0.0409858,0.0541372,0.125631,0.15555,0.0396542,-0.0787997,-0.323787,0.0689494,-0.115807,0.132692,0.0645067,-0.0852146,0.132489,0.0349618,0.091076,0.0601756,-0.0151705,0.0663257,0.0253377,-0.0139772,0.0392215,-0.0540727,-0.118579,-0.0870907,-0.0182572,0.0397647,-0.052553,0.0943818,-0.173714,-0.000239852,-0.0211173,-0.0715873,-0.105433,-0.0811579,0.0707676,0.0352303,0.0365512,-0.0455593,0.160579,-0.0348895,-0.0586132,-0.0315946,0.038456,0.115049,0.122366,-0.109906,0.0537087,0.0601614,-0.133639,0.15487,0.0864773,-0.153913,-0.176371,-0.209635,0.0590468,-0.0408292,0.179407,-0.0249482,-0.0519102,0.106147,-0.102378,-0.0415884,0.107557,0.0570018,-0.0409699,-0.00121038,-0.0145613,-0.154101,-0.022969,-0.0281145,0.118646,-0.0890107,0.108188,0.0938107,-0.152314,-0.0467334,0.0454073,0.0588153,-0.062891,0.119714,-0.00611948,-0.107203,0.152426,-0.201036,0.0524326,-0.0113775,-0.185202,0.0823663,0.0151972,0.109084,0.110659,-0.161935,0.116622,0.0762116,-0.12681,-0.042903,0.0745448
20,-78.5227,-0.0430868,0.238558,0.00660559,0.0888838,-0.031479,0.0479117,0.114128,0.00395284,-0.0825981,-0.121683,-0.0559948,-0.0882164,0.0528641,-0.105665,0.0587056,0.0566779,0.0999039,-0.0203722,-0.180038,-0.127614,-0.0499169,-0.0174545,0.0893855,-0.0210122,0.0379627,-0.0702308,-0.0445441,-0.128305,0.0875236,0.0258107,0.180095,0.0748362,0.150162,0.0362894,0.0233325,0.0338963,0.0656542,-0.0766375,-0.0846022,-0.0291328,-0.0307819,-0.346203,0.171744,0.0206897,-0.079407,0.0199292,-0.101192,-0.0128582,-0.0846952,0.115737,0.0739782,-0.0949031,0.028014,0.0615784,-0.0716288,-0.0624657,0.0754989,-0.00825926,-0.122638,-0.0553891,-0.0647236,-0.0277724,-0.133946,-0.0169115,-0.0849768,-0.18087,0.0308421,-0.00718198,-0.0163294,0.0306243,-0.19261,-0.0373396,0.123977,0.0178985,0.108115,0.176398,-0.133053,0.138194,0.0169223,-0.263404,-0.0572463,0.0343225,-0.100083,0.178027,0.155943,0.0167078,-0.0348476,0.0736061,0.00502291,-0.122382,-0.0288569,0.0511544,-0.0986719,-0.0742282,0.162893,-0.0195386,0.100958,-0.0617926,-0.129539,-0.0242403
21,-77.948,-0.152929,-0.101493,-0.0830791,-0.0346763,0.0450726,0.0282971,0.000154866,0.0286811,0.00330789,-0.00231296,-0.0860606,-0.104283,-0.132557,-0.0861353,-0.0773925,-0.0396702,0.217631,-0.0792147,0.13913,-0.00648001,0.0997056,0.0803504,0.0869223,0.117764,-0.0371508,-0.102043,0.0256194,0.116761,0.0530666,-0.0779263,-0.0662482,-0.129638,-0.00142521,-0.0090443,-0.119429,0.138856,0.0491815,-0.0468872,-0.00744111,0.0167366,0.110114,-0.133812,-0.0747849,-0.0954588,-0.155714,0.150847,0.128756,-0.0601974,0.159948,0.0411608,0.00831749,0.0740648,-0.0249325,-0.299964,-0.0536727,0.0821568,0.00581631,-0.0460783,-0.176607,-0.0933402,-0.0140905,0.0548704,-0.132367,0.170743,0.0352682,0.10046,0.0946253,0.0499699,-0.209738,-0.193306,0.0094427,-0.0307218,-0.0332134,-0.0875992,0.128205,0.145072,-0.14566,-0.0959093,0.167432,-0.0784607,-0.00884323,-0.105403,0.0773297,-0.103192,-0.100166,-0.0916554,-0.0675819,0.0938093,0.0114936,-0.049527,-0.0474044,0.0586187,-0.0506647,0.0644139,-0.111614,0.154125,-0.0182064,-0.102111,0.0364998,-0.14901
22,77.2523,-0.104977,-0.137988,-0.138467,0.12551,0.120316,0.0219242,0.206,0.000990439,0.0359538,0.0526919,0.0112077,-0.0205563,-0.0170841,-0.0467458,-0.257451,0.0249232,-0.169945,0.0732892,0.183369,-0.0238085,-0.196429,-0.0616428,-0.0436018,0.174178,-0.0519153,-0.0489796,0.0554825,-0.121736,-0.0477755,0.0662823,0.0878749,-0.00565,-0.166578,-0.133754,0.207091,0.0548367,-0.0259,-0.0333824,-0.0987304,0.11494,-0.0090964,0.0945514,0.0222828,-0.00909212,0.0122615,-0.0619614,-0.191562,0.120071,0.112918,-0.0642677,-0.256082,-0.00146471,-0.102022,-0.167078,-0.0688783,0.140305,-0.0627678,0.0803729,0.0590979,-0.0513176,-0.0522893,-0.0340814,0.143241,0.129736,-0.0167051,-0.00377139,-0.0167036,-0.219913,-0.0251367,0.0559029,-0.0233324,-0.141609,0.0148084,0.0246704,0.0870926,0.089554,0.0320193,0.0378083,-0.0424845,-0.139609,-0.0162628,0.152285,0.0575853,-0.00300299,0.0158003,-0.0194533,-0.0790991,-0.0373124,-0.0792098,-0.134856,-0.118228,0.00648166,0.0495335,-0.00120054,0.202055,-0.0326785,0.0149794,-0.000574425,-0.0870512,0.00271058
23,-75.6244,0.0223595,-0.0607247,-0.0601306,-0.0230033,-0.0722996,-0.211203,-0.0876804,0.141723,-0.0451846,0.0227965,0.212462,-0.126314,0.100531,0.0527498,-0.152008,-0.00358078,0.127987,-0.0766386,0.0378768,-0.0103272,0.0390076,0.185657,0.106866,-0.175409,0.159072,-0.0543479,0.00944982,0.106546,-0.187918,-0.175262,-0.133853,-0.0304896,-0.101867,0.100193,0.00826529,0.00853818,0.206255,-0.109469,0.0331738,0.049311,0.0719473,-0.141359,0.181827,0.116493,-0.105424,0.223849,0.0219258,0.0308752,0.00592308,0.00227729,-0.19204,0.0677105,0.154317,0.0292412,-0.0435528,0.0342422,-0.189825,0.0070674,0.183086,0.157391,0.0700975,-0.0218149,0.114237,0.0687073,-0.085989,0.00175328,-0.195406,0.045435,0.170063,0.0348134,-0.0455609,0.052781,0.0101752,-0.0722583,0.057441,-0.0135732,-0.025831,-0.0611686,-0.0874043,-0.0125829,-0.0818899,0.0116725,0.0368194,0.01155,-0.00703543,0.0603538,0.0523209,-0.037629,0.0714995,-0.127555,-0.0185519,0.0096565,-0.023202,-0.161768,0.135035,0.0270653,0.00266457,-0.00899393,-0.0239385,0.00440212
24,74.2875,0.0264148,-0.103696,0.0947829,-0.0216948,0.0138155,0.129515,0.00102631,0.174556,0.069895,-0.0217959,0.0887995,0.0887561,-0.100688,0.0238078,-0.0259209,0.00713788,0.208558,0.0626559,-0.104008,-0.0703337,-0.0556209,-0.130513,0.0740937,-0.0244629,0.059259,0.154199,-0.0417982,-0.0106428,0.126744,-0.0264497,-0.208215,0.0795845,0.0402026,0.0362734,-0.0584417,-0.0315,-0.160147,0.131808,-0.0777219,0.145922,-0.100851,-0.0160932,-0.0313154,0.135355,-0.0663166,-0.0435057,0.0891135,0.066902,0.192242,-0.0079466,-0.089379,-0.0404326,0.0696674,-0.049865,-0.202184,-0.0280227,0.0940422,-0.145217,-0.0618572,0.146018,-0.166842,0.0446116,0.0960808,-0.0358808,-0.0298258,-0.120749,0.00916357,-0.0828014,0.0607819,-0.0632415,0.0649928,-0.242487,-0.0309321,0.00688775,-0.0331685,-0.212,-0.086029,-0.0840478,-0.0417218,-0.119033,-0.0275097,-0.0943646,-0.0843643,0.0542997,-0.0116285,-0.0894168,-0.0161514,-0.223536,-0.045349,-0.100223,-0.00955222,-0.215223,-0.0345773,-0.0780269,-0.129218,-0.00309423,0.175178,0.0783961,-0.143246,-0.0916814
25,71.9043,-0.052635,0.0653226,0.0463001,0.10238,-0.159373,0.0275827,0.0963969,0.00632244,0.170539,-0.0197536,-0.0611605,0.0713466,0.0268278,-0.18682,0.107201,0.0678435,0.0666561,-0.0788861,-0.0204084,-0.0794248,0.0497575,0.081333,0.142391,0.0684802,0.0204695,-0.0251535,0.00080204,0.150783,-0.0695035,-0.068915,-0.0489889,0.0955574,0.22597,-0.0317371,-0.158572,-0.015666,-0.259292,-0.0977564,-0.00832252,-0.0132767,0.0890028,0.0704424,0.10879,0.15761,-0.154653,-0.0163783,-0.0543339,0.0979398,0.0164721,-0.0133474,0.0220055,0.0666675,-0.014304,0.0441331,0.0183664,0.0369701,-0.0961928,0.0185662,0.0752004,-0.226623,0.110457,0.140846,0.0754543,-0.0275421,0.160579,0.23535,0.00682274,-0.0233087,-0.0452412,-0.045811,-0.0244913,-0.0186927,-0.138123,-0.0897443,0.0464964,0.108192,-0.0114418,-0.0677232,-0.0522083,0.0110351,0.0656563,0.122185,-0.0296896,-0.108851,0.0758526,0.108424,0.0213584,-0.149463,-0.251276,-0.0749323,0.0840797,-0.00621999,0.172944,-0.0813907,0.0468965,-0.246509,0.0612285,0.00306298,-0.000723878,0.1286
26,-71.8584,-0.139856,0.0311262,-0.140094,0.146621,0.0356961,-0.0496535,-0.120911,-0.0519657,0.0313677,0.161739,0.154298,-0.205881,0.0227719,-0.019706,-0.00067331,-0.11146,-0.127347,0.0514926,-0.0267462,-0.176892,0.10942,-0.140234,0.0560732,0.127905,-0.131329,0.293522,0.000902035,0.103787,0.0437619,0.0297654,0.177302,0.0203175,-0.0634533,-0.120361,-0.096618,-0.0451931,0.0864648,-0.024793,-0.0459283,0.0429753,-0.00175132,0.0620711,0.164771,0.135298,0.133011,0.0754062,0.0875946,-0.128673,-0.0086852,-0.0612523,0.0066447,-0.126496,0.180021,0.0748567,-0.0097178,0.0770927,0.117297,0.0336589,-0.102345,0.0303124,-0.125687,-0.000232967,-0.0941018,-0.016199,0.0900734,-0.0223149,0.0725346,-0.0339224,0.0959259,0.0226633,-0.0054187,0.0290201,-0.105117,-0.0594002,0.0647445,0.098694,-0.132406,-0.220209,-0.122739,-0.0103386,0.146135,0.158746,-0.0385137,-0.0229119,-0.0587322,-0.0466215,0.0218244,-0.16289,0.109086,-0.016795,-0.0103524,0.168381,-0.0512423,-0.0780798,-0.124617,0.023231,0.0284966,-0.0113192,0.119963,0.0923226
27,70.6064,-0.0444969,-0.0808265,0.187223,0.101949,0.00684857,0.0279003,0.137974,0.196083,-0.0584298,0.0201769,-0.209145,0.0564494,-0.102666,0.23663,0.128664,-0.0535811,-0.0303782,0.0698278,0.17439,0.0549722,0.0660725,-0.0213766,0.00282975,-0.0921781,0.0476487,-0.144902,0.0439175,0.0427218,0.0158285,0.0478324,-0.130263,0.22924,0.0178145,0.0188526,0.0522447,-0.109777,4.88815e-05,0.00964328,-0.110713,0.097735,0.0393993,0.0222123,-0.079564,0.180492,0.20516,0.251684,-0.0884348,0.048833,-0.172639,-0.180452,0.0295385,0.0557786,0.038211,-0.0452037,-0.0296459,0.0872141,-0.0417628,-0.0141292,-0.0751249,0.0117456,-0.114122,-0.0794672,-0.143611,0.0589737,-0.144235,0.087423,0.0604301,0.0395502,-0.0534862,0.00643018,-0.177213,-0.0989634,0.0874214,-0.00484913,-0.109777,0.0397117,-0.0742497,-0.127828,-0.158946,-0.102863,0.0351791,0.0883429,0.0497356,-0.0452561,0.130354,-0.00107098,0.108778,0.0553643,0.0160419,0.0628973,0.175153,0.00584045,-0.00513033,-0.0180907,0.00693391,0.0479507,-0.0459717,-0.13523,0.116658,0.0456197
28,-70.4631,0.0188529,-0.0403463,0.0423132,0.0698827,0.194543,0.0772884,0.033405,0.00602189,-0.1443,-0.0710388,-0.142884,-0.136426,-0.00702954,0.0191336,-0.0148251,-0.0479319,-0.0611143,0.0247005,-0.141344,-0.130543,0.23248,0.0511237,-0.0807261,0.220592,-0.00651795,0.0258065,-0.0347273,0.0266782,-0.0338788,-0.0106488,0.051725,-0.0710356,0.0412303,0.28085,-0.114047,0.0392836,-0.0179629,0.0352973,-0.0656632,0.160599,-0.0268445,0.061493,-0.10989,0.0898107,-0.07116,0.00843206,-0.0117882,0.0626554,-0.120127,0.0914896,-0.175752,-0.0321676,0.115281,0.016131,0.124782,0.0655214,-0.162459,-0.0468968,-0.0237657,-0.0902992,-0.0220559,-0.0583254,0.188456,0.0256716,0.026016,0.0658702,0.0151431,-0.195953,-0.053088,0.105157,0.048791,0.0997193,-0.087182,0.0309095,0.0551572,-0.110206,-0.113638,-0.0075669,0.134885,0.0909074,0.0047446,-0.201982,-0.0756897,0.168869,0.273001,-0.100919,0.208857,-0.00406597,0.0519096,0.00776571,0.0165968,0.0134758,-0.0572637,0.0106995,0.0794554,-0.0308941,-0.156427,0.0775701,0.0488797,-0.066281
29,-68.5843,-0.0847575,-0.0689735,0.0198942,-0.106674,0.124039,-0.0765997,-0.0150065,0.0469522,-0.185715,0.0386721,-0.0976332,0.027939,-0.0663696,0.0511001,-0.0703383,-0.0984072,-0.0581658,0.03273,-0.00135,0.0282397,0.0980087,-0.0170956,0.060815,-0.208035,0.00946438,-0.0735009,-0.000818107,-0.0553277,-0.0943317,-0.258513,0.135225,-0.131201,-0.056025,-0.0845194,-0.175644,0.040574,-0.106542,0.0174291,-0.0622579,-0.0896335,-0.032205,-0.0506793,-0.0714957,-0.174322,-0.0706743,-0.0728316,-0.0712598,-0.059527,0.103555,0.0971023,0.0401549,0.108128,-0.104437,0.143972,0.00976279,0.0279225,-0.0349994,0.0375893,0.0869751,0.00338258,-0.294762,-0.0525167,0.0699728,-0.19516,-0.106619,0.012044,0.149172,-0.00708594,-0.132085,0.120779,0.111423,0.0199039,-0.0873512,-0.0534062,-0.0844346,0.0772696,-0.00772665,-0.0685047,-0.0750654,-0.2413,-0.0138848,0.0116472,-0.0319013,0.0402585,-0.116705,0.0696073,0.00114663,-0.168028,-0.0849442,0.106213,0.192498,0.139606,0.0236707,-0.153732,0.119224,-0.0230555,0.0666712,0.121526,0.0997508,-0.0768121
30,68.289,-0.0299985,0.109796,-0.0989778,0.094606,-0.154347,-0.0917112,-0.191466,-0.223738,0.0440668,-0.193162,-0.126133,0.0414871,0.0156539,0.129788,0.0269692,-0.123347,0.0605389,0.0889068,0.0735287,-0.0297684,0.0183586,-0.127234,0.0330306,0.137249,0.0734292,0.0673492,0.0660795,0.0527748,-0.130929,-0.0188294,-0.0456357,0.0792087,0.0199816,-0.0793055,0.0210622,0.11045,-0.111793,-0.0789623,-0.0886699,0.0312871,0.107148,-0.0731643,-0.0466986,0.0315536,0.053215,0.0204293,-0.00359767,-0.159256,-0.0885734,0.0200865,-0.0590836,0.112255,-0.0614042,0.126999,-0.044543,-0.0100832,-0.190826,-0.0459512,0.140734,-0.137485,-0.0905568,-0.020957,0.0280427,0.205798,0.0461297,-0.0115248,0.0450468,0.015136,0.00238307,0.057134,0.125527,0.0459739,0.170798,0.174487,0.0210332,-0.00494009,-0.0335322,0.0240453,-0.0759869,-0.127254,0.0330106,-0.0364027,0.0503424,0.194807,-0.103801,-0.0562705,0.0129025,0.0796726,0.0928154,-0.0486878,0.0109033,-0.148696,0.255926,0.0194079,-0.165909,0.195065,0.120208,0.178317,-0.0858769,0.0157114
