Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76,Eigenvector_77,Eigenvector_78,Eigenvector_79,Eigenvector_80,Eigenvector_81,Eigenvector_82,Eigenvector_83,Eigenvector_84,Eigenvector_85,Eigenvector_86,Eigenvector_87,Eigenvector_88,Eigenvector_89,Eigenvector_90,Eigenvector_91,Eigenvector_92,Eigenvector_93,Eigenvector_94,Eigenvector_95
20,-77.2237,-0.152843,0.0476094,-0.00737476,0.024599,-0.0185983,-0.126187,0.180343,-0.0155358,-0.0215951,0.0463572,-0.0300338,-0.13642,0.00428268,-0.0104509,0.25352,0.0643859,-0.0742354,-0.0101679,0.0621951,-0.112286,0.0333553,-0.231897,0.00223267,-0.0604278,-0.0137726,-0.0306478,-0.0797233,-0.218467,-0.18304,-0.197,-0.11611,-0.00182566,-0.0419071,0.19454,0.116213,-0.0730001,0.0138118,-0.00887317,-0.00253847,-0.0333364,0.106049,-0.0256179,0.00373112,0.0727457,-0.0833143,0.00145034,-0.177936,-0.126693,0.0855247,-0.0280791,0.00801643,-0.226135,-0.0568904,0.00550722,-0.0358104,0.16035,0.0651298,0.0257455,0.0380198,-0.0578454,-0.119421,-0.110897,0.110906,0.146214,0.0795015,0.153306,0.0157291,0.162232,0.0350938,-0.173684,0.103442,-0.099238,0.0212584,-0.0678796,0.172518,-0.0649029,0.0294123,0.128279,0.0246682,-0.00400392,0.00817763,0.0194825,0.129795,-0.0528601,-0.0797914,-0.115266,0.152033,-0.0105759,-0.0541515,-0.216184,0.0905735,0.0760085,-0.136305,-0.026069,-0.0992171,-0.0117612
21,75.623,0.017335,0.0294462,0.0819646,-0.149878,-0.161707,-0.080722,-0.130633,-0.0333167,-0.0415221,0.153086,-0.00788701,0.0930816,-0.0404208,0.279563,-0.0160834,0.0472011,0.0566469,-0.124697,-0.0576294,0.0234841,-0.0854998,-0.121485,-0.04438,-0.0311327,-0.0367249,0.0808813,-0.137102,0.171592,0.165132,-0.0284111,-0.15187,-0.0762575,0.00944908,-0.038166,-0.0789649,0.24933,-0.0836754,-0.187954,-0.169261,0.0597069,0.0414986,-0.112156,0.106921,0.0358968,0.0685163,0.0160721,0.00713575,-0.177064,-0.161355,-0.130397,-0.062978,-0.19664,-0.202634,-0.131722,-0.12427,0.124513,0.0336267,-0.107198,0.036385,0.0631316,-0.0139855,-0.0540528,0.0342974,0.0214188,0.0603674,-0.144606,0.0270015,-0.0426826,-0.0320141,0.00201119,0.0408526,0.0509616,0.0899672,0.0570456,-0.0894541,-0.0751429,0.0931913,-0.144615,0.119111,0.0214979,0.128286,-0.0922017,0.0870639,-0.0826844,0.0869599,0.0961877,0.131871,0.0985338,0.0632255,-0.109615,0.0655671,-0.135889,0.0251008,-0.0385463,0.0565151,0.0855663
22,-73.3231,0.03306,-0.23517,0.19253,0.115051,-0.142112,-0.0485181,0.187501,0.0334153,0.0411118,0.210141,0.103041,0.14825,-0.0710014,0.0288818,0.00445696,-0.0916351,-0.0151736,0.150651,-0.0450941,0.0652108,0.00629767,-0.025558,0.176756,0.0363436,-0.203159,0.0534857,-0.238758,0.00127789,0.0016868,-0.046216,0.0316787,0.0481348,-0.0181057,0.108962,0.0186666,-0.0690153,0.0227515,0.017009,0.0167086,0.178317,-0.0303353,0.191378,-0.0495078,-0.0242819,-0.0588804,0.0850477,-0.17761,-0.0537494,0.0601682,0.0615705,0.212141,-0.0481381,0.132153,-0.116439,-0.0837688,-0.158363,-0.145989,-0.0608269,0.105359,0.0858506,0.00978258,-0.0142743,-0.0287037,-0.0707268,-0.0892659,-0.155992,0.107364,-0.0774494,-0.0299472,5.59309e-05,0.0300087,-0.0643259,0.000498895,0.0621827,-0.0934225,-0.0541547,-0.04622,-0.0372033,0.163666,-0.121296,-0.191155,0.0110269,0.066971,0.0126983,-0.116021,0.0668184,-0.0657655,-0.154886,-0.153026,-0.0895463,-0.106791,-0.0688361,-0.0220242,-0.0907884,0.0946638,-0.0129798
23,72.2338,-0.0423927,-0.00462334,-0.0732792,0.130957,-0.150319,-0.0390731,-0.00779113,0.0406496,-0.173013,-0.00819425,0.0387444,-0.114301,0.00225682,-0.107798,-0.134299,-0.0413989,-0.155688,-0.101044,0.0190949,0.101487,0.0488641,-0.0994668,0.0750479,-0.0341783,-0.13376,0.155652,0.0140512,0.148066,0.0550986,-0.00421864,-0.0777668,0.212694,-0.144507,-0.0540225,0.0697042,0.000774714,0.185274,-0.0414282,0.0439219,0.0411953,0.143169,0.0747313,-0.0271444,-0.205089,-0.158418,-0.0979141,0.137197,-0.0684796,-0.0856631,0.130798,-0.060142,-0.0357177,0.00879349,0.0169621,-0.0617129,-0.102661,0.0603959,-0.0696709,-0.114263,-0.0068667,0.0775668,-0.0544356,0.191933,-0.0539901,0.108592,0.0826858,-0.188504,-0.166902,-0.0132545,0.0211057,0.107035,0.146317,-0.136932,-0.0867682,-0.0198701,0.0853692,0.0385913,0.0556807,-0.23935,-0.0915923,0.0729521,-0.172721,0.0526131,-0.0878536,-0.128683,-0.148736,-0.0825901,0.0743338,0.0322169,-0.192781,-0.0601742,-0.048446,0.0357103,-0.0690739,0.12118,0.00291416
24,-72.2302,0.0478792,-0.0736476,0.0336884,0.171578,0.159586,-0.14452,0.116542,-0.0588652,0.0957296,-0.224257,0.0963158,-0.00972969,-0.0492295,0.124647,0.0724192,-0.0266727,-0.112112,-0.128588,-0.0483708,-0.00210161,-0.125006,0.0813604,0.00786453,0.101335,-0.0114492,-0.102696,0.0587552,-0.0184142,-0.0252898,-0.106589,0.128829,0.10304,-0.133941,0.00510047,-0.0130194,-0.113536,-0.0361647,-0.0812814,-0.0634935,-0.0949015,-0.0579047,0.0742518,-0.208501,-0.107851,0.00725903,-0.149561,0.138094,-0.0284159,-0.26978,-0.084983,0.0912506,-0.00772122,-0.0523602,-0.102211,-0.10367,0.0594809,0.098835,-0.0105716,-0.0316226,0.0938814,-0.0593742,0.0370165,-0.0350023,0.012835,-0.0880982,-0.0173694,0.0121226,-0.0455947,-0.171992,-0.110593,0.0176272,-0.179138,0.228638,0.025454,-0.0946146,0.0853821,-0.187564,0.0411772,0.182773,-0.0624871,0.0304021,-0.130941,-0.164757,-0.000630807,0.00476992,-0.107689,-0.0969418,0.183453,0.0072101,-0.116744,0.120318,-0.0206937,0.0133627,0.176741,-0.000853265,-0.00467436
25,71.521,0.169942,-0.012593,0.10635,0.0208449,0.0615665,0.0579785,-0.0535238,-0.186335,-0.0148269,-0.138764,0.101362,0.0545972,-0.109737,0.113231,-0.18339,-0.185902,0.0495509,-0.0655381,-0.15161,-0.0180123,-0.191449,0.0219001,0.0163495,-0.0658426,-0.198139,0.0958085,-0.12646,-0.0186075,-0.0745634,-0.0330467,-0.0416531,-0.0398669,0.0242541,0.141357,0.167287,-0.00765061,0.0876769,-0.0147797,0.0270756,-0.224503,-0.0751926,-0.0476546,-0.00554944,0.0241655,-0.148194,-0.0526276,-0.0935753,0.122988,0.128867,0.105432,-0.0648445,-0.0479039,0.0120417,0.112202,0.159215,0.058931,0.101496,0.0612688,-0.0143727,0.0242184,0.130289,-0.0117996,0.0881943,0.083594,0.0726263,-0.0203684,0.0768018,0.0792359,0.0734737,-0.14375,0.104712,0.0197559,-0.0514156,0.148684,-0.0116583,-0.0805505,0.0105559,-0.124063,-0.0576907,0.0105668,0.107893,-0.0876348,-0.0337136,0.069342,0.0269254,0.109214,-0.0812339,0.227899,-0.0604643,0.0714791,-0.149427,-0.151828,-0.183272,-0.0471833,-0.173586,-0.180778
26,69.2531,-0.110181,0.0329124,0.0246946,-0.00591586,0.10396,0.0986352,-0.200759,-0.00962878,-0.0119688,0.100336,-0.0741673,0.0453427,0.0375625,-0.240554,-0.144557,-0.123473,-0.0275374,0.0560152,-0.0335732,0.0435027,-0.0913735,0.014765,0.0548767,-0.0180514,0.148889,0.0328349,-0.120255,0.0622911,-0.00227551,0.27372,0.0892171,0.0713447,0.222719,0.0950683,0.0201002,0.0468683,-0.0391538,0.0309337,0.0564265,-0.032415,0.240631,0.0562728,-0.0035205,0.012858,-0.0438649,0.00898045,0.0426026,0.00400813,-0.00448879,-0.108732,0.0234403,0.0980559,0.0672903,-0.0177461,-0.0749729,-6.6309e-05,0.0386939,-0.0627219,-0.144101,0.131638,-0.113645,-0.160415,0.0431916,0.131934,-0.0829694,-0.0608572,0.125986,0.0122377,0.089819,-0.113309,0.0301826,-0.226676,-0.0605188,-0.188387,0.00430183,-0.154362,-0.0797345,-0.0430672,0.115516,0.0171868,-0.0853646,-0.211059,0.0199231,-0.112942,-0.113498,0.0442467,-0.0635682,0.0857119,0.109785,-0.103895,0.24059,0.0182535,0.0481148,-0.0750398,-0.177136,-0.0200314
27,-68.522,-0.0863072,0.1116,-0.25345,0.0170611,-0.101746,0.0602487,-0.118103,-0.0658595,-0.0745531,-0.168063,0.0747808,-0.159617,-0.0196491,-0.00255683,-0.0600506,-0.0308238,-0.122602,0.104039,-0.148653,-0.0854361,-0.00295696,0.0500808,0.132771,0.106284,-0.163547,-0.0888235,-0.144353,0.0695355,-0.0971832,0.0359856,-0.0228495,-0.0296327,0.131797,0.111906,-0.0681415,-0.0163829,-0.0659412,-0.0633028,0.0494206,0.0423954,-0.0379811,0.0140455,0.166488,0.0265244,-0.153822,-0.138366,-0.0947661,-0.0291228,-0.179353,-0.172548,0.107764,-0.125919,-0.0073581,0.0382395,0.0193731,-0.060852,0.144812,0.0283155,0.106132,0.0842698,0.134698,0.0761033,0.0661308,0.0165238,0.113422,0.0148732,0.185982,-0.0637792,0.00867801,0.255524,-0.00944767,0.0533151,-0.0756574,0.020428,0.0349739,-0.00838843,-0.0948761,-0.024304,0.160765,0.00294462,-0.0570809,0.137157,-0.0208054,-0.120874,0.00446593,-0.0844677,0.0634841,0.0716342,-0.044549,0.127608,-0.00392978,0.331987,0.0445354,0.0278948,0.112115,-0.0181705
28,66.7978,-0.10182,-0.115359,-0.0218739,-0.0492152,0.0831319,-0.0812539,0.048139,-0.103534,-0.0296136,-0.0439503,-0.00413988,-0.106751,-0.164479,0.0791457,-0.103134,0.00193144,-0.0707115,-0.231675,0.164734,0.00164166,0.056014,0.0164684,0.0510267,-0.0608665,0.00288653,0.0615366,0.0170493,-0.182107,0.0393149,-0.0136555,0.0604606,-0.0637307,0.070379,-0.0424292,-0.104634,-0.11038,-0.0680871,0.040744,0.16003,0.156382,0.0207514,0.0736272,0.170482,0.0794927,0.0212197,-0.0430214,-0.0248644,0.00955314,-0.0120352,-0.074723,-0.103514,0.00102452,-0.0491947,-0.143876,0.0656351,-0.0824867,-0.0122425,-0.0519453,0.270695,0.0945368,0.0185494,-0.0284906,-0.0761309,-0.156152,-0.0923845,-0.00842646,-0.0203621,0.213391,0.20198,0.0100491,-0.0143242,0.299819,0.0377623,-0.204293,-0.00324899,0.018098,0.00380192,0.10301,0.14391,-0.0160502,-0.012622,-0.0563518,0.0407054,0.0743221,-0.017816,0.0270459,-0.253611,0.207894,0.141821,-0.0889179,-0.101456,-0.0242538,0.046341,-0.0987509,-0.132732,0.0271726
29,65.9531,0.0542597,-0.143333,-0.0862048,-0.00852442,0.142086,-0.0322891,0.179771,-0.125175,0.000854866,0.0911893,0.190163,-0.201096,0.230776,0.121076,0.0203065,-0.019482,-0.0515826,0.0703292,-0.0903532,0.057618,-0.0948067,-0.0323093,0.044169,0.25689,0.107288,-0.0462361,-0.066562,-0.0717644,0.0579355,0.18543,-0.0681555,0.087602,0.0782636,0.0275657,0.0223259,0.0788118,0.0754764,0.0903201,-0.158733,-0.0726445,0.00323591,0.123623,0.0286898,0.0536724,0.036795,0.100838,-0.0312696,-0.0347144,-0.0050307,-0.0386253,0.066324,0.0654709,-0.0015454,-0.0237301,-0.086202,0.0265592,-0.06491,-0.158723,0.0652718,-0.140717,0.143089,0.00783158,-0.0260365,0.0811696,-0.112936,0.167174,0.0438424,-0.202765,-0.0166769,-0.058205,-0.0333106,0.128013,-0.242208,-0.0258443,0.0263687,-0.115774,-0.103382,0.0650049,-0.0273499,0.0549411,0.229807,0.154698,0.00392659,0.0627519,0.184789,-0.0330503,-0.0436701,0.0564458,0.133377,-0.0509739,0.0108707,-0.0937576,-0.0954563,-0.0627611,-0.053063,0.147666
30,63.8196,0.045967,0.0632931,-0.051785,0.118624,-0.0469473,-0.118622,-0.00017174,-0.044928,-0.0124425,0.0693239,-0.0410563,0.0857782,-0.0541171,-0.0697274,-0.0488333,-0.0519093,0.0854823,-0.112687,0.203229,-0.0317252,0.00287578,-0.0116361,0.0590203,0.107615,0.0251693,0.0948642,-0.144149,0.112607,-0.077101,0.0812252,0.0593494,0.0517697,0.243377,0.142376,0.03613,0.0264121,-0.0793173,0.264575,0.0204676,-0.0845097,-0.123324,0.0931945,-0.142028,0.0283313,0.06438,-0.0472245,0.0192698,-0.161577,-0.0468117,0.0582641,-0.234388,-0.08024,-0.0516727,0.060496,0.0374717,0.0312814,-0.0887977,0.00370202,-0.0424688,-0.0608487,-0.155905,0.188228,-0.061907,-0.030113,0.0669078,0.127251,-0.142656,-0.049399,0.186855,-0.181368,0.0786991,0.0785984,-0.00414282,-0.0508417,-0.22792,0.0619002,0.0843707,-0.0226115,0.193291,0.0209942,0.0688519,0.112445,-0.182779,-0.152415,0.0045195,0.0257026,0.0315432,-0.0419534,-0.0330499,0.0270042,-0.0133992,0.0948525,-0.164982,0.0664656,0.219988,-0.00485921
31,-63.1413,-0.012457,-0.0826175,0.10026,0.188345,-0.0293976,0.0875878,0.1228,0.207666,-0.132236,0.11091,0.0471671,0.0565368,0.00472284,-0.0379066,0.0147362,-0.171573,-0.0805659,0.178917,-0.014022,-0.0177267,0.0412113,-0.0286565,-0.0986714,-0.068026,-0.168876,-0.0266047,-0.163635,-0.137395,-0.0713303,0.167136,0.158739,-0.186598,0.080675,-0.189131,-0.056106,-0.0934472,-0.0786027,-0.246426,-0.13212,-0.0821054,-0.00992098,-0.158281,0.0873867,-0.122081,-0.0740819,0.0115348,0.0108006,0.119585,-0.14202,-0.0533282,-0.301086,0.0100001,-0.082731,-0.000742095,-0.069987,0.0673731,0.0176259,0.0496064,0.0143747,0.041371,-0.0533657,0.0262216,-0.0813323,0.136385,-0.108078,0.108014,0.00879945,-0.0409288,0.084101,0.0658962,0.00734934,0.0690583,0.103637,-0.100875,0.0509463,0.0651176,-0.0824227,0.0662375,-0.0184076,0.0579246,0.251783,0.016775,-0.0798588,0.0100146,-0.0291072,-0.0159551,-0.0390259,-0.174209,-0.0421043,-0.0405383,-0.0329082,-0.0256974,-0.00847625,-0.0690893,0.0124774,-0.129925
32,-60.926,0.0255496,0.0374584,-0.153623,0.129577,0.130552,-0.0106959,-0.106863,0.132049,0.0596076,-0.0609592,-0.0276895,0.152741,-0.0655263,0.0474333,-0.17733,-0.10737,-0.0877195,0.0795661,0.0410701,0.0556141,0.0799478,-0.109286,0.011135,0.166661,0.0515415,0.186948,0.112204,-0.113908,-0.201496,0.0740559,-0.11632,-0.0062868,-0.0171692,-0.0845658,0.0585053,0.084534,0.0962151,-0.125533,0.0492188,0.100477,-0.106362,-0.084859,-0.032043,0.109828,0.0418506,-0.0167464,0.0625873,0.181521,2.34092e-05,0.00638875,0.0991234,-0.227912,0.0858508,-0.1633,-0.149294,0.0888577,-0.144397,0.105166,-0.0444992,-0.0943662,-0.00215748,-0.216908,0.0261822,-0.120974,-0.0557526,0.214689,0.124853,-0.0598098,-0.0145081,-0.0280689,0.160887,0.0285565,0.0551305,-0.0631302,-0.0822869,-0.0787266,0.0485635,-0.0102362,0.092333,-0.04352,-0.0970813,-0.0833299,-0.0476011,0.0710556,0.0896527,0.016124,0.192079,-0.0350712,0.172447,0.0300913,-0.217171,0.0372817,-0.00506962,0.0810506,-0.023355,0.0124593
33,60.29,0.0746843,0.0652365,-0.0200294,0.0227318,0.0758936,0.0484381,0.0182802,0.0489927,0.0255573,0.173793,0.125888,-0.06604,-0.213799,-0.0243316,-0.0388523,0.0600845,-0.197215,-0.154886,0.00824884,-0.0283381,-0.0599571,0.0283927,-0.155619,-0.0423002,0.0246753,0.0901627,-0.0248594,0.0673836,0.117572,0.12199,0.0631241,0.109693,-0.124045,-0.0860177,0.0225541,-0.0243971,0.194518,0.015559,-0.0693716,-0.150206,-0.0542009,-0.0638389,0.0841962,-0.0631788,-0.11157,-0.0941293,0.0954189,0.0553195,0.207153,-0.101789,0.140195,-0.027868,0.0689898,-0.0547145,0.0550966,-0.0141798,0.00598371,-0.307006,0.210424,-0.171871,-0.13725,0.0331525,-0.157534,-0.0707405,0.119757,0.0531688,-0.0526358,0.113353,-0.0515733,0.126822,-0.111042,-0.0946594,0.13042,-0.00565773,-0.0853145,-0.114109,-0.106655,-0.0652539,0.0386932,0.14458,-0.00502654,0.0236553,-0.0321711,-0.120351,-0.103334,0.0118294,0.161158,-0.0616619,-0.00198836,-0.00180063,-0.00728055,0.136528,-0.175725,-0.138602,-0.0237357,-0.0736464
34,-59.0057,0.18394,0.00661027,-0.0310607,-0.0730299,0.000466283,-0.107968,0.14492,0.102931,-0.0984671,-0.0794903,-0.20566,-0.112188,0.0209113,0.0155479,0.110912,-0.142565,-0.0152326,0.0375473,0.0316442,-0.10181,-0.273512,-0.00934446,0.122013,0.0492047,-0.0529894,-0.031984,-0.0466961,0.0855938,0.0319979,-0.0344869,-0.1131,0.0806579,0.0931098,-0.0186767,0.0346143,0.0898678,0.196054,0.0342146,-0.0258531,-0.0332317,0.0603565,-0.0211633,0.0488925,0.0234937,-0.0218778,-0.0178988,0.0494538,0.0436075,0.0858747,-0.119207,-0.0715307,0.170092,0.0509463,-0.0425643,-0.0455282,0.0237724,0.00283865,0.0137105,-0.0338191,0.188597,-0.192805,-0.122367,-0.0320622,-0.319155,0.0848161,-0.0399185,0.137404,-0.0463309,-0.00169579,-0.0131248,-0.0375058,0.13984,0.0627849,-0.0239406,0.0560313,-0.00454108,0.0671755,0.166799,0.00633309,0.0678996,0.0963661,-0.0640237,-0.073275,-0.114136,-0.0153061,0.0595053,0.0311268,-0.113348,-0.285767,0.059681,-0.0979375,0.0229152,0.102349,0.1608,-0.212144,0.155469
35,58.7218,-0.107485,0.147992,-0.186881,0.0806595,0.0160453,-0.0964004,-0.131457,0.121083,-0.118978,-0.176242,-0.00233964,0.141143,0.10274,0.0480252,-0.0521151,0.0143742,0.0583336,0.0462286,0.111656,-0.140301,0.00252662,-0.11194,0.00794838,0.017683,0.0842817,0.159833,-0.101141,-0.052086,0.110902,0.00445549,-0.145648,-0.136894,-0.0714821,0.104284,-0.0903898,-0.157365,0.135065,-0.0105964,-0.0447667,-0.117158,0.127287,0.107179,0.107928,0.043683,-0.0685903,0.165072,-0.0017193,0.0190055,-0.13857,0.138768,0.125566,0.0178523,-0.193801,-0.0225168,-0.0440562,0.0749796,-0.0921384,-0.150535,-0.00410493,-0.195998,-0.00376443,0.176949,0.053373,-0.0162009,-0.0582297,0.00585592,-0.07141,0.0212521,-0.098518,0.0415371,-0.102872,-0.0513169,0.0113207,0.00406111,0.129707,0.0524041,-0.034147,-0.00860817,0.150483,-0.0697905,-0.0498412,-0.131144,-0.15433,0.00620551,-0.0195164,0.122868,-0.214769,-0.0754597,-0.208138,0.124751,-0.00381164,-0.0940559,-0.0408289,-0.137586,-0.108677,0.019576
36,-58.3021,-0.119977,-0.0665947,-0.0194059,0.140349,-0.045536,-0.0783491,0.0602017,-0.178725,-0.0263333,-0.0907472,0.0391708,0.0633026,-0.0159714,-0.24607,-0.0438285,0.0764849,0.129134,-0.000204337,-0.021283,0.0175344,-0.0407599,-0.0553247,-0.0550559,-0.0736386,-0.0687335,-0.199162,-0.0870958,-0.0721857,0.0335663,-0.00210953,0.0586844,-0.130268,-0.0522495,0.0570232,-0.0418494,0.241379,0.0100876,0.0652775,-0.0914675,0.206973,-0.016154,-0.124449,0.116758,-0.163892,-0.0199522,-0.102753,0.00667517,0.122769,0.170112,0.0559311,0.0940528,-0.0568642,-0.120278,0.0462205,-0.0977362,-0.0400545,0.20406,-0.0018454,-0.0835982,-0.098658,0.0859444,0.0612052,0.125476,-0.156588,-0.0396355,0.0295937,-0.0977099,-0.0791478,0.172857,-0.0721651,-0.165415,-0.0969386,0.121442,-0.12752,-0.139421,-0.181196,-0.0633766,0.0358611,-0.017318,-0.0252091,0.00581624,0.006829,-0.212196,0.155824,0.04427,0.101515,0.106404,0.0397701,-0.0715724,-0.0529537,-0.0385021,0.0157171,0.03487,-0.0202112,-0.0418298,0.22841
37,56.3276,-0.0308914,0.0438066,-0.0306189,-0.145294,-0.0660612,0.152057,0.146438,-0.0830322,-0.0238166,0.105424,-0.0246041,0.0754714,-0.0444883,0.137839,-0.0531612,-0.0816313,0.141296,0.014649,0.0625325,-0.124214,0.0703182,-0.0897461,0.00443724,0.00561287,0.0479733,0.0554119,0.146365,0.0402987,-0.0753506,0.0577799,-0.057543,-0.0261427,-0.149946,0.259428,-0.098166,-0.170497,-0.0867273,-0.00446381,0.0447291,0.0776249,-0.0442962,0.0241606,0.0811669,-0.0837439,-0.0198603,-0.0969443,0.274704,0.0677895,-0.000761145,-0.246245,-0.00892891,0.144272,-0.0895321,-0.0215315,0.110297,-0.0616816,-0.133308,0.101328,0.1235,-0.00423558,0.0542442,-0.0349726,0.0633448,-0.0169723,0.0582475,0.140299,0.0663265,-0.165044,0.0758554,0.0191339,-0.146556,-0.117185,-0.110549,-0.100808,-0.0632227,-0.0799755,-0.0914806,0.0504969,-0.0199652,-0.231997,0.0987024,-0.00519828,0.00591824,-0.0457135,-0.0965358,0.0590194,0.169898,0.0369662,-0.122865,-0.0426933,0.0645583,-0.221749,-0.0790516,0.146559,0.0100972,-0.148362
38,-55.913,0.140277,-0.17407,0.00161663,0.139661,0.0929303,0.0893567,0.0765332,-0.281878,0.0149311,-0.00540605,0.0796638,-0.220488,0.00495857,-0.0813531,-0.0364533,0.0364598,0.0614304,0.0967469,0.118401,-0.0277618,0.136649,-0.0789423,0.262295,0.0347785,0.0808977,0.190535,-0.0971523,0.0967401,-0.141278,0.0782772,-0.0463322,0.0336544,-0.159968,-0.0607137,-0.0666793,0.0155833,0.0130067,0.0141744,0.113286,0.102755,0.095513,-0.107162,-0.00682372,0.108632,0.0411278,0.107323,0.106902,0.0536454,-0.0112742,-0.176314,0.0255712,-0.00237067,-0.117654,0.149046,0.0686068,0.19017,0.0586622,-0.0654914,-0.0951999,0.0111036,-0.0900027,0.0836868,0.0243288,0.000492753,-0.118155,-0.166369,0.0536552,0.0953803,-0.0271028,-0.0811314,-0.0954426,-0.0128148,0.246945,0.0905195,0.0347343,0.0126014,0.0676263,-0.082667,-0.0797573,-0.153693,0.150361,-0.0593383,0.0930294,-0.0628989,0.00443245,-0.0595651,0.0141093,-0.0791589,0.032501,0.131015,-0.084431,0.0931924,0.0476143,-0.117408,0.0963632,-0.0287219
39,54.3816,0.0157005,0.000647046,0.115524,-0.119164,0.133296,0.0697591,-0.122527,-0.111729,0.0748318,-0.124302,-0.0472521,-0.0470358,-0.192405,-0.0195251,0.0955766,0.0079909,0.0486662,0.0695862,0.174908,-0.0121949,-0.0181396,-0.0834101,0.0684263,-0.0302294,0.195938,0.0243781,-0.0704362,0.0898765,0.129711,-0.0547373,0.0286025,0.0671695,0.00591576,-0.0492763,-0.142985,0.0312838,-0.00991096,-0.0135827,-0.167401,-0.104303,-0.0388896,-0.101217,-0.0995826,-0.0806115,0.105387,0.0260516,-0.0906199,-0.0210712,-0.100085,0.0014039,0.210519,-0.0486195,0.09065,0.0214994,0.0281038,-0.0913491,0.0628891,0.110258,-0.0438285,0.108002,0.250079,-0.0842491,-0.123717,0.0926691,0.164261,0.230215,-0.0368996,-0.171782,0.147689,-0.0405785,0.112392,0.112836,0.082419,-0.0139135,0.0241938,0.175778,-0.136975,0.0597929,0.0764439,-0.129763,0.0616415,0.00276167,0.0307682,0.012643,-0.162703,0.0934886,0.048095,-0.157529,-0.0762684,-0.0489746,-0.0748185,0.0409624,-0.00171368,-0.267938,-0.121155,0.0127484
40,-53.7821,-0.0403586,0.0947707,-0.0296808,-0.036496,0.0763109,0.174381,0.139892,-0.112518,-0.0361944,0.0271474,-0.127748,0.0887013,-0.341913,-0.144805,0.150162,0.114566,-0.0283899,-0.0360558,-0.0898531,0.209532,-0.000923676,-0.0878827,-0.038941,0.076675,-0.0766096,0.0242437,0.0127728,-0.0315946,0.0896926,0.0732912,0.0320227,-0.0716668,0.0680082,0.0785213,0.0611621,-0.160676,0.0449824,-0.0949104,-0.0824562,0.111729,0.0507993,-0.0277481,0.179467,-0.0388204,-0.0624213,-0.0232341,0.0711884,-0.107364,-0.0646136,0.00860414,-0.0199916,0.0338572,-0.028446,0.0631084,0.0530733,0.183517,-0.00820145,0.0724826,-0.209475,0.0373662,-0.0766186,0.0194556,-0.189826,-0.0666116,-0.0545411,-0.0570817,-0.0408676,-0.158844,-0.32719,-0.178081,-0.00149503,0.191184,-0.15566,-0.0288345,-0.0208745,-0.0303695,0.0334467,-0.0842202,0.0862063,-0.0643701,-0.122815,0.0836587,0.0269981,0.108751,0.0198156,-0.114924,0.00293201,0.0708228,-0.0252392,0.105839,-0.0345351,0.037127,-0.113386,-0.0688551,-0.0883357,0.0405346
41,53.7266,0.0371938,-0.138462,-0.0579827,-0.0799919,-0.125358,-0.0467034,-0.014497,0.138159,0.00123325,-0.0625946,-0.0477948,-0.0476872,0.143694,-0.037369,-0.0756121,0.170154,-0.0574865,0.0681835,-0.1605,0.174006,0.0998864,-0.0102034,-0.0218553,0.306059,0.00883344,0.0217694,0.0918323,0.0145545,0.0363422,0.0508529,0.191944,-0.146091,0.049311,0.0829445,-0.152281,-0.00480347,-0.0269975,0.0160118,-0.145283,0.0750138,-0.0587428,0.152945,0.187903,0.18906,-0.0492226,-0.0748878,0.0689231,-0.0288575,0.0326782,-0.0531666,-0.0352405,-0.137818,0.150925,0.1105,0.0578037,0.0395095,0.0331429,-0.052625,0.0843351,0.0324408,-0.0968238,0.00876612,-0.0511611,0.0494891,0.198382,0.115301,-0.0616728,0.049165,0.0486218,-0.110955,0.0692826,-0.113324,0.128158,0.226415,-0.124651,0.0431477,0.146756,-0.016706,-0.113563,-0.131806,0.0917238,-0.114621,-0.0588154,0.0865467,-0.203814,-0.00798407,-0.0924034,-0.00991951,-0.0660132,-0.0646591,-0.014678,-0.0203873,0.0448353,-0.0106651,-0.2075,-0.00316877
