Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57
36,26.9412,-0.0582946,0.0580639,-0.160465,0.0270349,-0.204741,0.25867,-0.312386,-0.131457,-0.206946,-0.122997,0.0365979,-0.0127147,0.118878,-0.059227,0.00341114,-0.113586,-0.0684713,-0.0828805,-0.282202,0.0373861,0.172436,-0.0746086,-0.143442,-0.188063,-0.204504,0.0605335,-0.0330561,0.083769,-0.191643,-0.0461347,0.139072,0.0587241,-0.0925682,0.062597,0.0898477,0.0537423,0.00108493,-0.207421,0.162091,0.0204686,-0.0608083,0.120478,-0.189709,0.221108,0.100026,0.0510992,0.00326171,0.156373,0.181541,-0.014918,-0.10071,-0.225733,-0.104146,0.0584933,0.0356951,-0.0957953,0.00226693,0.0403837
37,24.5336,0.342433,-0.145373,-0.0668596,-0.106876,0.156768,-0.132976,-0.00881129,-0.236493,-0.0191618,-0.127912,0.255197,0.0440855,-0.288703,0.00629267,0.0108094,-0.112712,0.232884,-0.151739,0.0918628,-0.0775187,0.0625666,-0.0767587,-0.157571,-0.0949545,0.130042,-0.0327817,-0.0540392,0.192255,-0.0653206,-0.0134814,-0.0950838,0.169347,0.0913278,0.0264902,0.118863,-0.00118402,0.021697,-0.125301,-0.0636152,0.0258175,-0.0348637,-0.108545,0.17815,0.144888,-0.119983,-0.137512,0.232943,-0.0925963,-0.0741401,0.0379691,-0.0788487,-0.229361,-0.0556213,0.135141,-0.0110976,0.149553,-0.0926509,0.0890315
38,-23.4511,-0.0892939,0.309153,-0.0569469,-0.0146542,0.212935,0.0204426,-0.0903169,-0.154142,0.0799301,0.106649,0.180272,-0.195172,0.0831403,0.0485553,0.12038,-0.0684164,-0.10899,-0.076463,0.228428,0.257147,0.0655655,0.109357,0.317749,-0.189229,0.0848932,0.0224627,0.158869,0.0816401,0.16931,-0.169235,0.141345,0.187971,0.105024,-0.101818,0.0688562,0.108591,0.124579,-0.0827624,-0.0658783,-0.104395,-0.013152,-0.0438691,-0.0621104,0.0184807,-0.0463408,0.0119298,0.0975792,0.14236,-0.0204214,0.0962227,0.237191,0.0137165,-0.0320379,0.149152,0.0160543,-0.155208,-0.08866,-0.147351
39,-22.5408,0.123007,0.0653637,0.283552,0.0369865,0.025239,0.13385,0.0996652,0.00977351,0.181486,-0.00723298,-0.00488838,-0.242668,-0.0358453,-0.0695557,-0.0138385,-0.171557,-0.161566,0.214962,-0.0218237,-0.0928278,-0.041409,0.133666,-0.174866,-0.0999229,-0.0464926,0.217069,0.0713236,0.0923588,-0.119635,0.265269,-0.01303,-0.0185785,0.0696519,0.174229,0.0425839,0.121747,0.146165,0.109023,-0.165507,-0.0649272,-0.0226375,0.016545,-0.203873,0.184642,0.203971,-0.192929,-0.0388679,-0.280512,-0.134031,0.0159224,0.00245887,-0.016114,-0.142471,0.0225604,0.108126,-0.0300259,-0.0758028,-0.207746
40,21.6961,-0.0872827,-0.203148,0.224468,0.127672,0.149303,0.0521852,0.000411006,-0.115892,-0.126106,-0.176242,0.247507,0.254456,-0.0999043,-0.213597,0.0947854,-0.156178,-0.102304,0.10509,-0.0402525,-0.040934,-0.108424,0.0330496,0.187727,-0.0464556,0.0389486,-0.0546244,0.206954,-0.0939799,0.000969887,0.0561001,-0.322219,0.0548272,0.175574,0.0201561,0.0486042,-0.122644,-0.0948547,-0.100562,0.230285,0.0534927,0.0323876,0.0892651,-0.123377,-0.0933744,-0.062577,0.111274,-0.161177,-0.106989,0.0679441,0.0105721,0.0316111,0.0581993,0.0168642,0.0847256,0.157485,-0.282404,-0.0730125,0.0777971
41,20.8612,0.0237251,-0.141976,0.0218013,0.0109999,-0.0428671,-0.114903,-0.0509421,-0.0335951,0.176719,-0.145354,-0.290593,0.161083,0.023129,0.196799,0.307863,-0.0222284,0.0940558,0.0299029,0.0730982,-0.147172,0.0470334,0.156863,-0.0293949,-0.00872284,-0.242649,0.0929338,-0.13791,0.0163819,-0.0587092,-0.185943,0.0456519,0.185086,0.128734,-0.0708569,0.113316,-0.146209,0.112785,0.13347,0.00780837,-0.0833741,0.262973,-0.0424722,0.0492475,-0.193823,0.170833,-0.0273052,-0.0451236,0.102529,-0.0696733,-0.1924,0.104542,-0.218432,-0.0957288,0.119311,0.145029,-0.202779,0.0352977,-0.0535365
42,-20.6386,0.0755617,-0.0323476,-0.0344191,0.0169003,-0.0325229,-0.00865397,-0.141049,0.155455,-0.055624,0.169335,0.12561,-0.208073,0.0244177,-0.107161,-0.219626,0.0507013,0.200504,0.16656,0.0687404,0.00187522,-0.116618,0.0840782,-0.131416,-0.198694,-0.15567,0.0465619,0.000740043,0.0714917,0.0966614,0.0163352,-0.227176,0.0357246,-0.0262043,-0.31766,-0.060159,0.0908871,0.100805,-0.0403506,0.129986,-0.141404,0.220283,-0.071282,0.0330552,0.00843455,0.0266981,0.12289,-0.340259,0.0623132,-0.228251,0.166014,0.0166442,-0.255997,0.173814,-0.0326023,-0.0651757,-0.0230845,-0.0173273,0.120539
43,-17.0149,-0.19944,0.023651,-0.095381,0.0945319,-0.08824,-0.274436,0.00652345,-0.234943,-0.0501928,-0.255683,0.0217631,-0.0209225,0.0939909,-0.0243269,0.0176933,0.00601358,-0.0868903,-0.0426129,0.203319,0.0152067,0.0906207,0.120282,-0.185477,-0.139847,-0.152856,0.0215971,-0.0296043,-0.0296473,0.124531,-0.0378169,-0.117276,-0.346804,0.0934629,0.0504825,-0.143706,0.104765,0.00121507,-0.260177,-0.0723549,-0.102346,0.0748853,0.0585504,-0.184061,-0.0398546,-0.0708499,-0.105859,0.158885,-0.188019,-0.100781,-0.169912,0.0861886,-0.00955889,0.277822,-0.0571839,-0.00104349,0.0741388,0.200762,0.0118129
44,16.9958,0.0840504,-0.0441465,-0.0794667,0.114698,0.113739,-0.051562,-0.0997586,-0.0997316,0.147893,-0.0216827,0.0387086,-0.143022,-0.0780721,-0.195371,-0.00556945,0.0588214,-0.15178,0.120305,0.0404352,0.150234,-0.0515206,0.125645,-0.0928101,0.241488,-0.241896,-0.14761,-0.041248,-0.0953909,-0.0478525,0.00927561,0.0678474,-0.0610424,-0.0492255,0.0346642,-0.107378,-0.0596067,0.0198389,0.0336274,-0.0343609,0.000780184,-0.11196,-0.161123,0.00213801,-0.0582069,0.0872306,0.221095,0.162299,-0.0353598,0.0275868,0.26222,0.183885,-0.0431143,-0.324316,0.0870322,0.139934,0.0274905,0.240885,0.389073
45,13.4407,-0.0452373,-0.0519603,-0.173557,0.0458775,-0.0481264,0.076714,0.0176055,-0.0104754,-0.168959,-0.0943715,0.00996192,-0.190331,-0.122213,-0.0655057,-0.196614,-0.0016021,0.138646,0.088913,0.129916,0.163606,0.0335832,0.114581,0.00520995,0.0453478,0.069188,-0.123161,0.236406,-0.0898726,-0.192836,0.0193144,0.107839,-0.0508103,0.272805,0.201924,-0.0181867,0.16039,-0.146563,-0.0593043,-0.176968,0.193668,0.299813,-0.0396354,0.0787964,-0.177603,0.10894,-0.120103,-0.129654,0.251033,-0.0758207,-0.229527,-0.0745368,0.0431008,-0.206571,-0.0616411,0.0453517,0.00729428,-0.115971,0.040699
46,-13.4108,0.15155,0.0565356,0.0247068,-0.0638202,-0.0665917,-0.0938554,-0.116362,-0.0374383,0.140267,0.327834,0.0200291,0.0154874,-0.0433397,-0.170643,0.148485,0.0783111,0.0381487,-0.0225834,0.0296663,0.0952919,0.00471869,0.0312735,-0.0534869,-0.10259,0.0611182,0.0949887,-0.104897,-0.177867,-0.0330035,-0.0539375,-0.198419,-0.00407038,0.168423,0.156025,-0.192327,0.0238734,-0.212741,0.169656,0.155489,0.361648,0.026717,0.246799,0.0189361,0.238635,0.217201,0.0305679,0.154818,0.183642,-0.0623545,-0.0578279,0.130539,-0.0134084,0.180424,0.10098,0.0479113,0.00649038,0.10193,-0.0704592
47,11.9418,-0.0753775,-0.0689725,-0.0763721,0.0432521,0.0582906,0.100182,-0.000186613,0.0664536,-0.0923456,0.00322692,0.208283,-0.249327,-0.192635,0.00745785,-0.0269782,0.290196,-0.0900275,0.135847,0.0474827,-0.104541,-0.176924,0.0342339,-0.188979,0.128055,0.178367,0.117952,0.039468,-0.135157,-0.00607501,-0.357664,0.0283626,0.151983,-0.158477,0.0311555,-0.00370833,0.014269,-0.0752842,0.100473,0.265856,-0.145369,0.0651632,0.0280085,-0.101977,-0.0947708,-0.0258015,-0.152944,0.184708,-0.157049,0.204526,-0.176326,0.0421607,-0.162134,-0.0362941,-0.0309993,-0.0774904,-0.0726898,0.0676432,-0.160677
48,-9.52563,-0.074142,0.046272,0.0848562,-0.107551,-0.102733,-0.236942,-0.0860009,0.301146,-0.0764811,-0.0425984,-0.0594471,0.0144758,-0.0607189,-0.0952246,0.00384305,0.133272,0.0059925,-0.0234876,0.0717752,-0.1217,-0.245606,0.149813,0.21574,-0.0206507,0.0232822,-0.12618,-0.254026,0.116445,-0.187472,-0.154401,0.0970075,0.00084572,0.0832032,0.388046,-0.0130412,0.0210113,0.0168569,-0.349927,0.145984,-0.14502,0.0140481,-0.0722797,0.0216807,0.156298,0.0150333,0.0294221,-0.0649073,-0.0272643,-0.0522679,0.207695,0.0342096,0.0462154,-0.0424255,0.0422962,0.119129,0.0721694,-0.087616,-0.11933
49,-8.77497,-0.0664328,0.0214974,-0.130875,-0.0281398,0.164762,0.135235,-0.182287,-0.109164,-0.179938,0.0786423,0.183839,0.0600492,-0.0951574,0.0944108,0.0343752,0.0717828,-0.064769,0.150004,0.173371,-0.295097,-0.0702032,0.100447,0.1216,-0.25214,-0.0720106,-0.0163666,-0.161151,0.132152,-0.0462973,0.178562,0.192172,-0.167231,-0.0893362,-0.130763,-0.0128685,-0.361747,-0.0425452,0.0948631,-0.0238546,0.203142,0.149165,0.0688399,-0.0859398,-0.136636,0.163053,-0.0734659,0.0817218,-0.0047499,0.019617,0.1214,0.0197224,0.112982,-0.00118283,-0.0918178,0.0481718,0.235561,-0.0609886,-0.0511105
50,8.41343,-0.109786,-0.126841,0.0303375,0.154704,-0.304453,0.0639399,-0.0253041,-0.00681779,-0.047588,0.176989,0.151708,0.0509068,0.136339,-0.0172671,0.120989,-0.130681,0.00175568,-0.109396,0.0524497,-0.105418,-0.040554,-0.0388951,-0.190381,-0.0226927,0.151449,-0.318404,0.0693391,-0.0459092,-0.0114318,-0.0359605,0.031698,0.159709,-0.0785422,0.161518,0.143825,-0.0639218,0.139702,0.0210339,-0.073777,-0.0554072,-0.120122,0.118876,0.0531699,-0.111117,0.15705,-0.267999,-0.00761392,0.0171923,-0.219131,0.127219,0.368706,0.0234147,0.0453257,-0.175672,-0.133711,-0.0512331,-0.034274,0.182901
51,5.84386,0.0437254,-0.104553,0.050973,0.118708,-0.0480714,0.000276746,-0.134927,0.0549562,-0.0165336,-0.022756,-0.0723888,-0.0408587,-0.0101781,0.109009,-0.218304,-0.081584,0.220588,0.0819968,-0.290719,0.281268,-0.0518816,0.0389521,-0.0304797,-0.23391,0.107701,-0.187312,-0.177707,-0.00480357,-0.0432371,0.148781,0.115273,0.0382152,0.156579,0.00992674,-0.180438,-0.071357,0.115505,0.154375,0.121355,-0.0754073,0.0154022,-0.267178,-0.102131,-0.143078,-0.0361472,-0.0411466,0.317061,-0.0904779,0.123911,-0.0398192,0.111118,0.138575,0.224638,0.0679354,0.0901112,-0.147538,-0.0888894,-0.039761
52,-5.66768,0.193461,-0.154704,0.195055,0.0621455,-0.0642394,0.113588,-0.0475638,0.156651,-0.196452,-0.126346,-0.171137,-0.0500266,-0.0194882,0.0326766,0.23336,-0.0852485,0.0204543,0.155565,0.275445,0.0738286,0.328222,0.338219,0.0884388,-0.141146,0.0839413,0.0201242,0.121567,-0.0623962,0.0442186,0.00201312,0.0521233,0.0214534,-0.178483,-0.0319307,-0.0329612,0.0707184,-0.233931,0.0418191,0.167002,-0.213564,-0.125976,-0.0408456,0.0993175,0.113226,0.0764169,-0.0248013,0.0914763,0.0396019,0.0428111,0.0272191,-0.10196,0.112246,0.0784684,-0.0217507,-0.0755674,0.135495,-0.00896969,0.185525
53,5.47637,-0.130559,-0.0706703,0.0562658,-0.319491,-0.0115254,-0.122993,0.173017,-0.0826404,-0.140225,-0.0997125,-0.102546,-0.137403,-0.059996,-0.114835,-0.0365535,-0.102948,-0.0907697,-0.0159223,0.0522941,0.145529,0.0879132,0.125972,-0.0160282,-0.0362446,0.0158169,-0.235627,-0.114931,-0.126773,-0.143035,-0.0782139,-0.11623,0.242954,-0.0282787,-0.14417,-0.0442954,-0.194573,0.0697147,0.134207,-0.0143084,0.108625,-0.229652,-0.0384833,-0.325475,-0.00280666,-0.0471119,0.152029,-0.0254971,0.0909979,-0.178281,-0.0339085,-0.0590666,-0.167365,-0.0440594,-0.271072,0.00957026,0.140594,-0.0463691,-0.196635
54,4.0339,0.191566,-0.147895,0.0752439,0.0622926,0.281949,0.101058,-0.115193,0.0416548,0.00762273,0.0405907,0.00375049,0.0863006,0.0434394,-0.140225,-0.123202,0.0529619,-0.0170184,-0.175581,0.0221616,-0.0229466,0.0117439,-0.104584,0.0151461,-0.000799098,-0.210905,-0.0422688,0.0289613,-0.213745,0.0310124,-0.189414,0.109766,0.0775451,0.0962386,-0.0731313,-0.433983,-0.167776,0.223115,-0.144209,-0.1055,-0.251735,-0.0388745,0.217814,0.0192556,0.127153,0.114891,-0.148416,-0.00139412,0.0262153,-0.0697398,-0.164159,-0.11935,0.163358,-0.0720729,-0.102526,-0.0332662,0.00870875,-0.141081,-0.0146828
55,-3.87396,0.0812591,-0.0862408,-0.0145477,0.0821802,-0.291731,0.0343511,0.176555,-0.202487,-0.00287751,0.011427,-0.0122882,-0.0600438,-0.0922526,-0.14744,-0.012989,-0.0517523,0.129091,0.144046,0.115368,-0.0879731,-0.104116,-0.0337169,0.0570238,-0.0881738,-0.114502,0.173424,-0.166106,-0.17957,-0.0307511,-0.223491,0.324706,-0.137758,0.210435,-0.0675348,0.0632829,0.0400779,-0.0330635,0.100283,-0.0942418,0.0224601,-0.195867,0.147923,-0.0204792,-0.0385126,-0.173639,0.225444,-0.0572251,-0.123444,0.0449429,0.0912742,0.039666,0.019421,0.043965,0.120393,-0.22629,-0.0598556,-0.318158,0.0487745
56,-3.53329,-0.0724494,-0.0769607,0.0968711,-0.234423,-0.105686,0.199118,0.155779,-0.0825514,-0.1485,0.0871513,0.0466704,-0.0757526,-0.0156014,0.0464098,-0.0754291,0.00333649,-0.245169,-0.281464,0.038445,-0.227151,-0.12929,0.12506,-0.0203049,0.0704243,0.0263618,-0.135544,0.0626447,-0.101471,-0.0643722,0.109676,0.108835,-0.0216681,0.121062,-0.0781401,-0.0221578,0.156369,0.101628,0.139527,-0.0615246,-0.200971,0.110167,0.0600848,0.135216,0.0114283,0.030998,0.146849,0.160479,0.11854,0.0143549,0.034863,-0.156559,-0.0927494,0.286906,0.247892,0.309281,-0.00516448,0.0719598,0.0984555
57,-0.351697,0.0792067,-0.000272807,-0.213846,0.2217,-0.00576137,-0.179143,0.142122,-0.0307983,-0.110235,0.014522,-0.00312073,0.0609512,0.014494,0.1452,0.0356053,0.169838,0.118572,0.0734928,-0.0815393,0.0713048,-0.242966,0.0786747,-0.00737798,-0.223426,0.135299,0.0670768,0.0579247,-0.207887,0.0659721,0.132336,0.0474205,0.108293,-0.0836128,0.0470543,0.194735,-0.0511175,0.160274,0.0174715,0.0355724,-0.115863,-0.0943109,0.21182,-0.199355,0.0748536,-0.0531393,0.0527911,0.0082774,0.137005,-0.284814,-0.047547,-0.249587,0.167194,-0.179136,0.20362,0.097556,0.0602043,0.218528,0.066461
