Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54
25,-36.2782,0.205268,-0.0318219,0.170565,-0.204911,-0.0309054,-0.0859397,-0.130788,-0.0629504,-0.00417016,-0.00612053,0.184426,-0.06924,0.246473,-0.235528,0.221568,-0.0669508,0.00930804,0.00695633,-0.0180837,0.0657052,-0.289681,0.218459,-0.120802,-0.0358944,-0.0022449,-0.0860869,-0.0760836,0.0332792,0.0547094,-0.0849771,0.0775667,0.0468229,-0.157788,-0.0223265,-0.126693,-0.0573476,0.218656,0.085554,0.00822159,-0.270041,-0.0396438,0.0676126,-0.0612165,-0.0981198,0.053743,-0.204252,-0.123205,-0.0507871,-0.13505,-0.166051,0.0472135,-0.289973,-0.0248616,0.257486,-0.0942727
26,35.6977,-0.0971039,0.0423399,-0.127089,0.0910736,-0.0646585,-0.0783551,0.141901,-0.00340098,-0.0872153,0.0482869,-0.106985,-0.0146227,0.128071,0.173302,-0.196692,0.133578,0.211587,0.244309,-0.154957,-0.0671073,0.015114,-0.0590505,0.107336,-0.081319,-0.0282898,-0.134963,-0.0501309,0.11075,0.0164209,-0.0605846,-0.20073,0.15329,-0.195102,-0.0224518,-0.0454818,-0.0255003,0.129803,-0.21477,0.188215,-0.263321,-0.113362,-0.18221,-0.0149459,0.17503,0.102047,0.155547,-0.072303,-0.278681,-0.112928,-0.176808,0.196095,-0.158777,0.0448191,-0.0564147,0.191449
27,-34.247,0.103418,0.184431,-0.0134037,-0.0344672,0.25101,-0.217913,-0.235163,-0.0186212,-0.00713332,0.173264,-0.0693515,-0.21294,-0.196672,0.0461202,-0.161722,-0.034438,-0.0931472,0.149885,-0.0187805,0.045658,-0.261315,-0.119683,0.210886,-0.0193612,0.0462229,-0.0865313,0.167142,0.107009,0.0224776,0.135849,-0.0323095,0.0461206,0.10067,0.369056,0.0665757,0.0993434,0.249135,0.0733105,0.102855,-0.0106416,-0.0821663,0.137948,0.0884629,0.100378,-0.0114353,-0.10483,-0.0720954,0.235998,-0.0791127,0.147959,0.145442,0.021274,0.0118569,-0.0490747,0.0213872
28,-33.365,-0.0834014,-0.0896692,0.205316,0.0846934,-0.127138,-0.00248234,-0.0102556,0.0680607,-0.0534455,0.21486,0.200628,-0.0126678,-0.0222433,0.113213,0.128335,0.285753,0.145644,-0.047087,-0.0665826,0.143429,-0.166204,-0.221786,-0.178912,0.175245,0.0830283,-0.0887962,0.0992109,0.150187,-0.243055,-0.0722942,0.117633,-0.23656,0.268738,-0.101445,0.269711,-0.138756,0.133208,-0.00553896,0.161138,-0.137826,-0.0594901,-0.117355,0.227038,-0.0179758,-0.0890059,-0.0153658,0.0531948,-0.017023,-0.00846529,-0.0322516,-0.13035,0.0268695,-0.0593185,-0.0181659,0.0653971
29,30.5246,-0.0995818,-0.144551,-0.109177,0.12047,-0.0201012,-0.0946837,0.0616779,0.0400611,0.133625,0.16536,-0.205191,-0.0433493,0.0578825,-0.048955,0.0964564,-0.158639,0.150933,0.0676267,0.230712,-0.0988451,-0.155805,0.190677,-0.12271,0.198162,0.193881,-0.165011,-0.289052,-0.0569608,-0.0888065,-0.130051,-0.189748,-0.0875624,0.209132,0.102778,-0.210857,0.169433,-0.0225374,0.118333,-0.258497,-0.104558,-0.0973476,0.0415773,0.165979,0.172645,-0.147124,0.132588,-0.0273583,-0.0125413,-0.1145,-0.0163807,0.0213298,0.142445,-0.0825992,-0.0485033,-0.0382036
30,29.2749,-0.210069,0.0562872,-0.246519,-0.30551,0.190506,0.145115,0.0241588,-0.268596,0.129156,-0.051562,-0.00702192,-0.202851,0.173318,0.112241,0.0711468,-0.120447,-0.112435,-0.141844,0.0171177,0.0362538,0.0938488,0.00664597,-0.293456,0.0962533,-0.0795325,0.0871904,-0.110805,0.0342021,-0.0506343,0.0209171,-0.0250619,-0.101689,0.0568668,0.113309,0.205792,-0.0844859,0.0192718,-0.0965035,0.213335,-0.0148287,-0.135855,0.0732502,0.128218,0.0796191,-0.00166738,0.0972149,-0.113783,-0.116701,0.226843,0.0917052,0.27777,-0.0311209,-0.0128289,0.110896,-0.108505
31,-27.8128,0.0776664,0.0517907,-0.225526,0.145311,-0.0231981,-0.061489,0.0366816,0.0290491,-0.29413,-0.0709624,0.196589,-0.142752,0.0836092,-0.231804,-0.300562,-0.1879,0.141444,-0.124526,0.132745,-0.0197609,-0.0897111,0.166885,-0.19786,-0.0838452,0.0477601,-0.173015,0.144669,0.211316,0.0938656,-0.0111323,0.0030114,0.0753398,0.123646,0.0220985,0.0206664,-0.263723,0.0983503,0.0796683,0.137503,0.100132,0.097643,-0.0369238,-0.160278,0.0170216,-0.103039,0.285448,0.107779,-0.0189714,0.0851627,0.04502,-0.125775,0.0307481,-0.0792915,-0.0853777,-0.128685
32,27.708,-0.00685596,-0.190732,-0.0382534,0.276267,-0.150604,0.01437,-0.00915332,-0.00853666,0.137256,-0.112153,0.0569218,0.133741,-0.0115007,-0.229318,-0.204707,-0.11979,-0.051494,0.0651002,-0.0485499,-0.00545333,0.318116,-0.0291521,0.253939,0.0346085,-0.105593,0.0800486,-0.0354401,0.091659,-0.110837,-0.205089,0.0439202,-0.242974,0.0867784,0.103813,-0.0728962,0.00828531,0.206923,0.11889,0.181844,-0.157172,0.0187264,0.198104,0.125841,-0.126906,-0.0481025,-0.144902,-0.0572957,-0.17673,0.0118979,0.21596,0.122072,-0.138714,-0.076327,-0.0476053,-0.157798
33,-26.0426,-0.196501,0.0926561,0.0897858,-0.0953999,0.0805165,0.0722078,-0.0779137,0.195186,0.127552,-0.298112,-0.0158655,-0.276259,0.0679098,0.183565,-0.191099,-0.00553385,0.0381007,0.0515195,0.00247749,-0.0030462,0.00861889,0.00740406,0.0286306,0.171032,-0.00620164,-0.183891,-0.222148,0.0508802,0.211656,-0.113637,0.170327,0.0102731,-0.165316,-0.0721649,0.0916514,-0.193512,-0.117521,0.168204,-0.0436292,-0.0388088,0.0629188,-0.0381551,0.142379,0.0851801,0.0293565,-0.137886,-0.0629746,0.00257559,-0.247888,0.269902,-0.273095,-0.0947669,-0.0299841,-0.129129,0.0120464
34,24.3134,0.0719442,-0.290787,-0.17367,-0.00463651,-0.287949,0.181262,0.124174,-0.138322,0.0501969,0.128354,0.23932,-0.182311,-0.105571,-0.104494,0.138688,-0.0137429,-0.105808,-0.0225774,0.0189509,0.00723073,-0.0447749,0.00357344,-0.0278103,0.104632,0.0218952,0.00682693,0.0486891,0.0192528,-0.0650395,0.228591,0.0377639,0.167632,-0.165132,0.132017,0.0245146,0.0534552,0.0248663,-0.127655,-0.0531407,0.207515,-0.00912226,-0.0145304,-0.0135895,0.260148,0.0734394,-0.179562,0.00935607,-0.105498,-0.181478,0.127689,-0.0130383,-0.155677,-0.22505,-0.314977,0.110311
35,-23.1815,-0.0252558,-0.0240664,-0.0438043,0.00817228,-0.22411,0.0154493,-0.207185,0.112698,0.0251422,-0.0068717,-0.125417,-0.029504,-0.224461,-0.0219689,-0.0875734,-0.0793871,-0.169806,0.100097,0.0508729,-0.170756,0.149544,0.233541,-0.218066,0.0197011,0.221656,0.0657674,0.216529,0.127531,0.104755,-0.0839833,-0.305393,0.04605,0.151516,-0.148058,0.205859,-0.138013,-0.0328033,-0.0946749,-0.0586526,0.0228308,-0.309948,0.00730629,-0.0134841,-0.107168,0.0385667,-0.22641,-0.127297,0.0028112,-0.0338894,0.00757648,-0.0419406,-0.115286,0.10758,0.149722,0.189283
36,21.8608,-0.056482,0.155935,-0.13234,0.0263561,-0.062947,0.0309075,-0.0124744,-0.28173,0.0287554,-0.0561458,-0.285915,0.101005,-0.214604,-0.0146775,0.113285,-0.0887892,-0.0690045,0.0770962,-0.112127,-0.0435809,-0.0939208,0.131471,0.0901359,0.0422927,0.057861,0.0740546,-0.0113299,0.325335,-0.196782,0.112441,0.0275451,-0.103121,-0.214199,0.101906,0.186814,-0.165559,0.0282753,-0.121793,-0.09356,-0.180966,0.270057,-0.0106907,-0.0110584,0.000916976,-0.0697514,-0.00170928,0.0418265,-0.08794,-0.140494,-0.145904,-0.284579,0.149819,-0.0574919,0.0942348,-0.21976
