Index,Eigenvalue,Eigenvector_0,Eigenvector_1,Eigenvector_2,Eigenvector_3,Eigenvector_4,Eigenvector_5,Eigenvector_6,Eigenvector_7,Eigenvector_8,Eigenvector_9,Eigenvector_10,Eigenvector_11,Eigenvector_12,Eigenvector_13,Eigenvector_14,Eigenvector_15,Eigenvector_16,Eigenvector_17,Eigenvector_18,Eigenvector_19,Eigenvector_20,Eigenvector_21,Eigenvector_22,Eigenvector_23,Eigenvector_24,Eigenvector_25,Eigenvector_26,Eigenvector_27,Eigenvector_28,Eigenvector_29,Eigenvector_30,Eigenvector_31,Eigenvector_32,Eigenvector_33,Eigenvector_34,Eigenvector_35,Eigenvector_36,Eigenvector_37,Eigenvector_38,Eigenvector_39,Eigenvector_40,Eigenvector_41,Eigenvector_42,Eigenvector_43,Eigenvector_44,Eigenvector_45,Eigenvector_46,Eigenvector_47,Eigenvector_48,Eigenvector_49,Eigenvector_50,Eigenvector_51,Eigenvector_52,Eigenvector_53,Eigenvector_54,Eigenvector_55,Eigenvector_56,Eigenvector_57,Eigenvector_58,Eigenvector_59,Eigenvector_60,Eigenvector_61,Eigenvector_62,Eigenvector_63,Eigenvector_64,Eigenvector_65,Eigenvector_66,Eigenvector_67,Eigenvector_68,Eigenvector_69,Eigenvector_70,Eigenvector_71,Eigenvector_72,Eigenvector_73,Eigenvector_74,Eigenvector_75,Eigenvector_76
20,-62.1867,-0.126788,-0.149044,-0.149561,-0.208026,0.244606,-0.0306661,-0.187313,0.0699133,-0.177227,0.0738635,0.00223976,-0.0362477,-0.259054,-0.14301,-0.0217067,-0.059058,0.183086,0.0131302,-0.107992,-0.1275,-0.0813661,0.0291127,0.16899,0.0444173,-0.00746466,0.0810907,0.0684344,0.117985,-0.0128091,0.00905135,-0.188385,-0.144958,-0.0737767,-0.0278283,-0.0277288,-0.0235459,0.0888572,-0.0395848,0.1286,0.0358133,0.218438,-0.13536,-0.122478,-0.0259683,-0.099099,-0.205543,0.182204,0.0934158,-0.0176141,-0.14769,-0.130165,0.0435121,-0.0266337,-0.0216747,0.0746383,-0.0225224,0.0620584,0.027969,0.0652492,0.13829,0.0341861,-0.0779118,0.00791288,-0.0353471,-0.258074,-0.163386,0.0836199,-0.0271279,-0.100095,0.076284,0.085266,-0.0813398,0.0622674,-0.117978,-0.183377,-0.0756976,0.0284485
21,60.3538,-0.00741548,0.199085,0.114547,-0.0596817,0.0236119,-0.221534,0.0511195,0.0970784,0.0679032,-0.165111,-0.150088,-0.155686,-0.183301,-0.0354769,0.064311,-0.129093,0.0549279,0.0451872,-0.108424,0.0621744,-0.0955808,0.0852322,0.0599722,0.181691,-0.0929202,-0.0144797,-0.00991319,0.0988519,-0.0690887,-0.101406,-0.104964,-0.101634,0.138493,0.0797713,-0.169451,-0.0254435,-0.176129,0.0767276,-0.153978,0.0743011,-0.0835315,0.0139105,-0.060317,0.0600338,0.134443,-0.112251,0.030225,-0.0180025,0.0280307,-0.1531,-0.25507,-0.0708972,-0.239933,-0.00230549,-0.101489,-0.0429297,0.0490513,0.218669,-0.10144,0.0665074,0.0540314,0.177825,0.174013,-0.00492268,0.314108,0.054114,-0.0739302,0.0349738,0.101015,0.00868062,-0.0820378,0.040633,-0.106128,0.0465971,-0.0676407,0.00582025,0.112646
22,-58.1117,0.0302579,0.170121,0.126504,0.0299131,-0.00457881,-0.147565,-0.184301,-0.19665,-0.0221897,0.0319387,0.0663407,0.0392088,0.0126543,-0.0116326,0.0465269,-0.0751078,-0.0625754,-0.071849,-0.100494,-0.0768304,-0.0787266,-0.143877,0.044966,0.127791,-0.0574298,0.150375,0.149017,0.0655248,-0.10674,0.0902408,0.039927,0.073651,0.00101065,0.0155181,0.0452562,0.222824,0.0167123,0.0367103,0.0434262,0.0734186,-0.0225279,-0.12461,-0.0270458,0.0192801,0.0809498,0.135471,0.172546,0.0961427,-0.362901,0.0390878,0.096257,-0.0919111,0.13832,0.115758,-0.129576,-0.167484,0.0722551,-0.0683778,-0.0163198,0.00937792,0.0347641,0.115762,0.0587451,0.16646,0.0292511,-0.0293865,-0.20376,0.260564,-0.131893,-0.0881362,0.0583059,-0.0478677,0.211176,0.144304,-0.0337613,-0.207886,-0.126357
23,57.7641,-0.209319,-0.00909579,-0.00630032,-0.0308386,0.0662721,0.0013308,0.014867,0.0437992,0.17099,-0.119305,0.127809,-0.193208,0.109195,-0.08313,0.0167025,0.0901116,0.156078,0.118866,-0.0580892,-0.185931,0.0515176,-0.254246,0.010671,-0.00402018,-0.137569,-0.0682407,-0.0336638,0.192886,-0.0642568,0.0728633,0.145454,-0.00385133,-0.122776,0.190774,-0.0133572,0.142617,-0.0388962,-0.125169,-0.0977932,0.0158268,-0.180616,0.155547,-0.0325877,0.154585,0.121983,0.0232879,-0.106153,-0.0131754,-0.00616799,0.0147632,-0.169779,-0.192575,-0.00738243,0.0891124,0.107179,-0.00406475,-0.130448,0.134945,0.175424,-0.111978,0.000489206,-0.0812498,0.0550141,0.0730126,-0.165328,0.155007,0.235803,-0.172186,-0.041751,-0.111567,0.0461957,-0.0573133,0.134346,-0.0122952,0.0424431,-0.13015,-0.0887391
24,-57.5968,0.224506,0.0239615,-0.219798,0.156396,0.0198077,0.135113,-0.116018,0.188249,-0.0694023,0.223482,0.105771,0.0302774,0.165824,-0.0250934,0.12053,0.0702388,-0.0796965,0.00203991,-0.0720096,0.146049,-0.142992,-0.100936,0.0929496,0.0150355,-0.0936443,0.154808,-0.0869432,0.14915,0.0219545,0.0477132,0.0287468,-0.0800761,0.0527426,-0.145942,-0.0591002,-0.00138302,-0.0196115,-0.0165895,-0.0224437,0.00995386,0.101095,0.234954,-0.092246,0.295495,-0.0617406,0.0402457,0.160702,-0.18011,-0.132401,-0.00374755,0.0530797,-0.0910511,-0.151666,0.0972728,0.0778972,0.192245,0.212744,0.0668472,0.0711949,0.0702869,-0.0623429,0.0310083,0.0630325,0.00854314,-0.0314726,0.202468,-0.0807129,0.00958045,0.172521,0.0718763,0.0126264,0.0504297,0.112105,-0.0270947,-0.0274455,0.132253,0.0708369
25,-54.0638,0.117484,0.0662477,-0.0609942,-0.116173,-0.0253741,-0.106982,-0.057896,0.0356372,0.0371024,0.0774133,0.102092,-0.235452,0.0792786,-0.284895,0.0569,-0.0561133,0.0351065,-0.0574501,-0.114259,-0.0585506,0.0273123,-0.0470997,-0.214815,-0.16457,-0.232882,0.00435206,-0.0959714,0.113587,0.025012,-0.0809629,-0.0793778,0.159699,-0.12455,0.0538599,-0.0972022,-0.12032,0.171802,-0.0151708,0.0825688,-0.105688,-0.0503155,-0.0624838,0.00139498,0.00679638,0.140397,-0.130224,-0.0279657,0.0440217,0.0701361,-0.1413,0.337849,0.13389,-0.179583,0.0416239,-0.156952,-0.101479,0.0538574,-0.00249359,-0.0412433,-0.0108868,-0.0187425,-0.118674,-0.217066,0.186409,-0.0275746,0.0511026,0.0365083,0.127217,-0.0152919,-0.028037,0.00801825,0.193413,-0.162815,0.108839,0.0380219,0.028315,0.0736918
26,-47.4966,0.0243532,-0.200096,0.136654,0.142667,-0.0167437,-0.0648264,-0.0152193,0.0612485,-0.114,-0.10013,0.0932781,0.154205,0.133361,-0.0491952,-0.0227621,-0.0727485,-0.0824447,0.182979,0.0720055,-0.0147376,0.133907,0.0462913,-0.0670779,0.15034,-0.185344,-0.270456,-0.113735,0.0535036,0.0747361,0.0162044,0.0631609,0.100705,-0.0158982,0.00514875,0.347067,0.0356149,-0.129163,-0.0413132,-0.171787,-0.0545543,0.201749,0.0814738,-0.200212,-0.00842366,-0.0568371,0.0553776,0.103304,-0.00940417,-0.0239205,-0.279723,-0.0203499,0.0706471,0.0137897,0.042044,-0.172616,-0.0194805,-0.151337,-0.00352577,-0.00859589,0.0378931,0.0199014,0.185205,0.0531346,0.142342,-0.155669,-0.125724,0.0510732,0.0164331,0.0543299,0.0162004,0.0348264,0.121955,-0.0404788,0.0675131,-0.176701,0.00823379,0.136101
27,47.5019,-0.0332409,0.167029,0.0296408,0.0432399,0.176739,0.108187,0.201003,0.112184,-0.112234,-0.14485,-0.117754,0.0477919,-0.00815432,0.0753966,0.0642583,-0.0903559,-0.105962,0.232119,-0.0274523,0.144365,-0.0462181,-0.11487,-8.95399e-05,-0.118035,0.0163935,0.199547,-0.0488725,-0.0269865,0.0924816,0.0267508,-0.0485728,0.0718542,-0.0686658,0.10885,-0.0398879,-0.117356,-0.0845869,-0.123405,-0.017529,0.0464409,-0.00133612,-0.039313,-0.159401,-0.194965,0.0395182,0.105197,-0.0329928,0.192527,-0.0887804,-0.0607169,0.0946629,0.022946,-0.015954,0.233852,-0.101724,-0.0739056,0.0927287,-0.0271379,-0.0819744,-0.190668,-0.0363335,0.0352859,-0.126974,-0.146931,-0.167866,0.253786,0.0359198,-0.0228916,-0.123293,0.125004,-0.267991,-0.114993,0.0280295,-0.120935,-0.213874,-0.0120735,-0.000235333
28,-51.6614,-0.0938645,-0.228988,-0.0842323,0.111482,0.079005,-0.0179835,-0.0271432,-0.00121479,0.207901,0.0112724,-0.105205,0.182549,0.0856357,0.0132576,-0.0488735,-0.00283514,0.0974339,-0.0611371,-0.0933088,-0.0873722,0.0724977,-0.000964818,0.0906565,-0.00571574,0.0519385,0.0731123,0.0315743,-0.00651327,0.165215,0.026658,-0.103401,0.0653421,0.0168879,-0.0758145,0.0206455,-0.158762,-0.17923,-0.0687707,-0.0900084,-0.213015,-0.0643719,-0.010464,-0.0693995,-0.0117691,0.188056,-0.170546,-0.105585,-0.132172,-0.0529206,0.343008,-0.102881,0.0928469,-0.110023,0.154961,-0.0300827,-0.060429,0.10084,-0.0673541,0.0787353,0.169893,0.184254,-0.00403571,-0.0667088,0.0630603,-0.0636521,-0.0572779,0.0632584,0.234072,0.10976,-0.0130114,-0.265917,-0.0683242,0.0343274,0.223064,-0.029352,-0.108495,0.0713751
29,50.4642,-0.0409884,0.16392,0.174976,0.184856,-0.0733325,0.208254,0.0931586,-0.0845756,-0.0690135,0.01808,0.0503271,-0.00272479,-0.106939,0.00661297,-0.0143447,0.0309354,0.135878,-0.0485561,-0.0406903,-0.0284286,0.0477114,0.170791,0.0214209,-0.214155,-0.0674646,0.03619,-0.160064,-0.110523,-0.00382289,-0.130364,-0.1374,-0.000351205,-0.00165214,0.0394349,0.222107,0.0259895,0.0243981,0.118642,-0.107204,0.245722,0.113188,0.124368,-0.0603856,0.091873,0.288553,-0.186036,-0.0148443,0.000879072,-0.120086,0.157913,0.0396152,-0.203991,0.0512843,-0.0713743,0.126157,0.121719,0.0698965,0.126845,-0.280962,0.156363,-0.0806434,-0.0368247,-0.116549,0.0873863,-0.108934,-0.0229154,0.0961759,0.0555339,-0.111616,-0.0697762,0.0965952,-0.0279292,-0.0487185,-0.019039,-0.0959638,-0.0544968,0.0555871
30,50.2348,0.0235121,0.0767621,0.023189,0.0768259,-0.0914614,0.0372685,0.277431,0.177863,-0.175048,0.0600888,-0.128548,-0.0558163,-0.235835,0.0431029,0.137821,0.207749,0.0729347,0.0617908,-0.0637774,0.213591,0.0967207,-0.304454,-0.0314187,0.00252431,0.0811049,-0.0910347,0.19193,0.135615,0.0162129,-0.0140674,0.0425043,0.0864625,0.0838414,-0.14403,0.0481347,0.0413279,-0.0779176,0.054518,0.142103,-0.128339,-0.0355507,0.0235436,-0.0371663,0.0667423,0.00230632,-0.116242,0.150573,-0.0622609,0.167408,0.0327501,0.0952338,-0.121796,0.0611584,0.145653,-0.0291845,-0.0904558,-0.115553,0.189519,0.0627485,-0.0395441,0.0330016,0.0328769,-0.121685,0.0210768,-0.0613109,-0.275212,0.0236762,0.18129,0.0614225,-0.00752503,0.093547,-0.101778,-0.103854,0.0257853,0.0457639,-0.0247587,-0.138193
31,48.434,0.0929111,0.00703025,-0.100533,-0.0638042,-0.142495,0.000237028,-0.0621156,-0.0803414,0.0793946,-0.178604,0.0278305,-0.0426918,-0.0854714,0.242519,0.163648,0.0737728,-0.0506644,0.170874,0.0362594,-0.10681,0.00772125,0.217458,0.155147,0.0446067,0.100658,-0.017207,0.168891,0.021728,-0.0828002,-0.0501572,0.0618866,0.0382315,-0.216199,0.0166813,-0.0684146,-0.00544502,-0.0238315,-0.112122,-0.20484,0.155177,0.0339592,0.0467206,0.0510217,0.0878609,0.0275873,0.0549538,0.0762323,0.0814681,0.105386,-0.09021,0.268302,-0.0338276,-0.020328,0.151185,0.173631,0.0659139,0.137658,0.021817,0.147826,0.0541321,0.015673,-0.127929,0.0622559,-0.171424,-0.0982687,-0.107778,0.0033627,0.0386656,-0.0337434,0.00972516,-0.0371233,0.113672,-0.19786,0.368329,-0.118483,-0.0353937,-0.04428
32,-48.0037,-0.0114831,0.0816829,0.0713581,0.02605,-0.0729263,0.00440731,-0.0844678,0.18657,0.00239592,-0.0496219,0.0691994,-0.0580949,-0.0651597,0.276705,0.154992,0.134263,0.0729056,-0.0500435,0.171113,-0.0982981,-0.0096924,0.0632817,-0.191898,0.0971251,-0.282246,0.0707347,-0.116803,-0.0721266,-0.237529,0.0588924,0.0661043,-0.239032,0.118608,-0.0159316,0.103635,-0.0987615,0.0471811,0.0599394,0.0782283,0.0022653,-0.205101,0.171486,0.0429285,-0.135408,-0.0323284,0.0106816,-0.0100715,0.0251501,-0.017916,0.0839116,0.0986039,0.149987,-0.115415,0.120396,-0.0505165,-0.144624,0.0163495,-0.134189,0.193485,0.29123,0.124411,0.00922892,-0.00878198,9.85765e-06,-0.000964726,-0.0507845,0.093662,0.045293,-0.10048,0.0383817,0.0189406,-0.11687,0.0164812,-0.189346,-0.137665,0.0549717,-0.0143488
33,46.1733,0.149953,-0.00509814,-0.137897,-0.116511,-0.100493,-0.282149,0.0369128,0.00403788,-0.174431,0.0571972,-0.0186448,0.130904,0.0104143,-0.10079,-0.00207968,0.0893184,0.0777989,0.193707,0.181403,-0.0625914,0.185868,-0.0491397,-0.0783324,-0.0894658,0.0872078,0.0284771,-0.156238,-0.26716,0.0816254,-0.10616,-0.0580045,0.102569,0.179253,0.0970835,-0.101096,0.124764,0.0900864,0.108745,0.0553992,0.0200054,0.0332845,-0.00276476,-0.100828,-0.0678022,-0.148319,0.0247214,-0.175004,0.0282202,-0.0736349,0.00928326,-0.101897,-0.23548,-0.134532,0.151942,-0.0284993,-0.0313897,0.15996,0.0462427,0.129029,0.245978,-0.0499191,0.0986915,-0.0297642,-0.0469884,-0.0324863,0.0813145,0.0257781,-0.119526,0.0225027,0.0234374,0.0851003,0.0452498,-0.0202283,0.129544,0.0649764,-0.229667,-0.120597
34,-45.7712,0.157641,-0.00762177,0.154845,0.0371528,0.226232,-0.0936839,-0.0135541,0.134265,0.179044,0.175693,0.0532982,0.110232,-0.0794454,-0.1719,-0.0659077,0.018937,0.144358,0.0874144,0.0124928,0.157174,-0.0277314,0.0130578,0.132774,-0.213076,-0.0842552,0.0197454,0.170613,-0.253742,0.127624,0.0503261,0.248077,-0.0453784,-0.0558186,0.00343,-0.0393311,-0.0568734,-0.192158,0.0487984,0.0556865,-0.0404149,-0.197324,0.018988,0.0772681,-0.0736595,0.160242,0.162711,0.0657986,0.117536,0.0283623,-0.163209,-0.0106708,0.0382737,0.125402,0.0331452,0.130096,0.0362448,0.10114,-0.0238782,-0.0513556,0.149693,0.0311804,-0.0569698,0.145333,0.0211383,-0.00905065,-0.0760134,0.095302,0.0402674,0.0690722,-0.13532,0.0658619,0.260796,-0.0223146,-0.13536,-0.0977071,-0.00490691,-0.115443
35,44.2581,0.0671773,0.0102774,0.0533714,0.106995,-0.0785629,-0.104206,0.0533169,-0.0983651,0.135603,-0.0615687,0.0162969,0.0927215,-0.0122582,0.189136,-0.153151,-0.304068,-0.00479646,0.0281033,-0.100318,0.033621,0.228621,-0.238981,-0.0130577,0.015209,0.0526318,0.0114717,-0.00853709,0.0705617,0.150875,0.332214,-0.127059,-0.19236,0.00145416,-0.035945,-0.0837872,-0.00996563,0.16572,-0.0245478,-0.0934951,-0.0910168,-0.00408938,0.122203,0.130124,-0.0963722,0.160281,0.0514243,0.0523777,0.0966036,-0.0561337,-0.0921479,-0.061436,0.0185029,-0.188913,0.053535,0.0850135,0.0867404,0.101536,0.011681,0.0716559,0.0132478,-0.157893,-0.0536319,-0.201334,-0.060383,0.0280623,-0.142496,-0.052175,-0.0426683,-0.0265655,0.0440087,0.330702,-0.0487319,-0.0588098,-0.0386454,-0.0223273,0.0154978,0.122642
36,-42.2697,0.067119,0.103355,0.0915069,-0.0904249,-0.117472,0.110892,-0.0861142,0.223928,0.0507777,0.0335116,-0.0316363,-0.00144215,-0.0810515,0.210934,-0.160391,0.0642533,0.0348469,0.137078,-0.215408,0.0570165,0.0444111,0.131674,-0.131597,0.126187,-0.0651511,0.0522296,-0.00164153,-0.130356,0.0968398,0.191527,-0.00350295,0.0439206,-0.19071,-0.0583341,-0.0270656,-0.145612,0.162898,-0.300208,0.110007,0.0232376,-0.0625225,-0.149401,-0.103416,0.109339,-0.134357,0.0450316,-0.130323,0.0148049,-0.271164,-0.0475466,-0.125008,-0.154385,0.0817489,-0.138874,-0.0201172,-0.0169479,-0.0681018,0.0980185,-0.0823656,0.0627377,0.0757876,-0.00135078,0.0166622,0.128261,0.0199562,-0.0189492,0.181518,0.0892065,0.0917072,0.201769,0.00359813,0.0459982,-0.0551663,0.105894,0.160127,0.0488243,-0.0555647
37,-41.5139,-0.14903,-0.032377,-0.050844,-0.0469773,-0.181075,0.142829,-0.0223525,-0.0745679,-0.0826637,0.199306,-0.0778002,-0.0382821,-0.0915618,0.00700887,0.0820491,-0.00925059,0.174835,0.0974274,-0.14219,0.0299929,0.0117761,0.0661502,-0.00664799,-0.168519,-0.232712,-0.131257,0.00948336,-0.0403269,0.0589155,0.205694,-0.0160585,-0.0983045,-0.216278,-0.212362,-0.0380021,0.122158,-0.0625863,0.215994,-0.129656,-0.0154626,0.196285,-0.156021,0.0506958,-0.0513982,-0.0282825,0.0707995,-0.125994,0.0129467,-0.0240261,0.0029011,-0.053968,-0.167212,-0.148871,0.194741,-0.0685933,-0.0661305,-0.133916,-0.205163,0.023211,-0.0631033,0.164115,0.00995084,-0.0458414,-0.0933561,0.157572,0.107201,-0.0833265,-0.0783218,0.0515804,-0.202161,-0.0144487,0.0273973,0.0365667,0.0491643,-0.127922,0.172303,-0.0890506
38,41.2476,-0.0153047,0.121713,0.0712063,0.0151717,-0.0837197,-0.0880158,-0.0723912,-0.141978,-0.0958555,0.129112,-0.0270041,-0.135245,-0.0355704,0.0903146,0.129986,-0.148964,0.0842753,0.0771931,-0.268187,-0.309934,0.0731692,-0.0782995,0.240597,0.00281044,0.0119289,-0.111734,0.0553253,0.0533804,0.0158971,-0.0762799,-0.0246611,0.131989,-0.0174678,-0.0885683,0.104318,-0.175729,0.0364346,0.116355,-0.00576306,0.0183369,-0.0927354,0.0953646,0.0583242,-0.13374,-0.163599,0.0847772,-0.0577752,0.0320105,0.0248263,-0.0181751,0.0222502,0.140243,0.188772,0.100435,-0.0732686,0.215737,0.0224495,0.0368815,0.00116895,0.163548,-0.198996,0.181444,-0.00521361,-0.0866387,-0.0483777,0.112892,0.17068,0.0778771,0.222546,-0.0324429,-0.127997,-0.0250453,0.0261925,-0.156351,0.193335,0.0464821,0.0255109
39,39.0945,-0.0181562,0.0502163,-0.094612,-0.134001,-0.0781324,0.0847629,-0.0316488,-0.150438,-0.214343,0.117936,-0.15644,0.00880619,0.0391166,0.0516174,-0.158518,0.0582572,-0.0400868,-0.0693025,0.00704429,0.10837,0.206014,-0.150296,0.119642,-0.137179,-0.0392162,-0.149935,0.0719308,-0.00135707,-0.0788564,-0.308587,-0.00844189,-0.159732,-0.114075,0.0115315,0.0275771,0.0184951,0.0798433,-0.224855,-0.0564962,-0.0794215,-0.160766,0.117126,-0.041921,-0.173201,0.0815054,-0.103117,-0.0121401,-0.0285948,-0.28334,0.102267,0.0524909,0.12968,0.0211171,-0.0569413,-0.00691675,-0.117164,0.00385967,0.134717,0.104777,-0.103576,0.124763,0.0654777,0.235746,-0.085825,0.050979,0.0843028,0.0052729,0.000209012,0.0731316,0.037381,0.148668,0.188058,-0.0293234,-0.0156828,-0.187909,0.0118283,0.111449
40,36.4598,0.167753,0.0656885,0.00226401,0.110642,0.114384,0.0212986,-0.175555,-0.0177916,-0.0182099,0.0377469,-0.0552121,-0.274166,0.0145167,-0.0522526,0.00591652,0.0112268,-0.144605,-0.0695034,-0.0897265,0.0132252,0.0121371,-0.0727594,0.0139908,-0.173771,0.0500938,0.141184,-0.179751,-0.137266,0.0768964,-0.0191663,-0.134706,-0.111494,-0.148251,0.0492047,0.00802457,0.0479571,-0.143704,0.152564,0.080707,0.0464087,-0.0133981,0.165662,-0.154519,0.00217142,-0.0550603,0.206207,-0.00194783,0.18935,0.084923,0.0672546,-0.149036,0.033739,0.1998,0.0559302,-0.00710433,-0.0477895,-0.28584,0.0349776,0.181354,0.0462173,0.122821,-0.0976456,0.0194152,0.0307743,0.0338041,-0.140205,-0.0993477,-0.0632434,0.0276287,0.0874,0.00536146,-0.142603,-0.151411,0.220778,0.0382036,-0.0216044,0.271348
41,-36.3277,0.0771637,0.17745,0.0543137,-0.158199,-0.0159131,0.158248,0.140659,0.0214912,0.0957473,0.0186626,-0.121807,-0.0379184,-0.0208233,-0.0503225,-0.0255883,0.151645,0.0978547,0.295736,0.150761,-0.115431,-0.0487033,-0.153658,-0.0100525,0.0841252,0.119505,0.0288153,-0.139716,-0.0925683,-0.084224,0.188515,-0.112327,0.0803888,-0.073482,-0.084245,-0.164111,0.102298,-0.0994796,0.0758598,-0.11618,-0.0782214,0.0940255,-0.0828964,-0.0175953,-0.0392595,-0.0449245,0.0412026,-0.0234232,-0.114729,-0.0688922,0.0376119,0.126678,0.345045,0.0332872,-0.172517,-0.0335343,0.0667509,0.133827,0.149831,-0.00276586,0.0640412,0.0235268,0.0128148,0.120725,0.158052,-0.0651264,-0.0748968,0.0147186,-0.0327246,-0.0611379,-0.270215,0.0640163,-0.0736799,0.148683,0.0548837,-0.0179647,0.0805072,0.231342
42,35.9513,-0.0726741,0.0623053,0.0951544,-0.0219979,-0.0177312,-0.0316971,0.0119595,0.201097,-0.100242,-0.149883,-0.0311731,-0.0579745,0.0806742,-0.0606438,-0.0764513,-0.0064389,0.0734334,-0.111264,0.0232193,0.0618479,-0.153177,-0.205445,0.172174,-0.107271,0.0151512,-0.0389855,-0.164664,0.0323559,-0.0604377,0.10204,0.253739,0.15273,0.162362,-0.0722867,-0.0680305,0.0196632,0.301978,-0.0822373,-0.115479,0.0779382,0.200079,-0.027031,0.139252,-0.109002,-0.143962,-0.0521034,0.0900725,0.168829,0.0163755,0.200675,-0.0796474,0.0221668,0.0157682,0.140804,0.211632,-0.0439779,-0.0388476,-0.17739,-0.0877681,0.0387801,-0.0603221,-0.00807824,0.107599,0.0998474,0.149158,-0.0516172,0.185308,0.0669576,0.0804649,0.00850111,-0.0679805,0.0858089,-0.100126,0.1589,-0.123539,-0.0134127,0.158713
43,-35.6329,-0.0877259,-0.104051,0.116326,-0.250763,0.175793,0.0199319,0.0132047,0.0877585,-0.130188,-0.0318601,0.0763583,0.142667,0.172247,0.117568,0.00721707,0.153569,-0.197448,0.0423449,-0.131963,-0.127947,-0.197381,0.0328214,0.0938594,-0.110265,-0.0154532,-0.0681236,-0.0439109,-0.130671,0.0949225,0.0502483,-0.0584077,0.0138365,0.060998,0.0418296,0.120659,0.0544922,0.227336,0.122964,-0.166868,-0.0395276,0.0447659,-0.0233346,-0.0538233,-0.023437,0.287788,-0.001525,0.042034,0.0775256,0.0726509,-0.0900083,0.0625055,-0.05966,0.0424048,0.0109114,-0.0164499,-0.142503,0.194049,0.18542,0.200648,-0.0543475,0.114817,-0.0391742,0.0535504,0.0208492,0.131601,-0.0147621,-0.0289722,0.0717375,0.155029,-0.018635,0.0485563,-0.20688,-0.0895482,-0.0948748,0.217615,0.162372,-0.0617191
44,-33.5944,0.0943323,-0.0806807,0.135933,0.109103,0.208532,0.131348,0.119653,0.0606999,-0.0330627,0.103971,-0.0134719,0.0628611,-0.101759,0.12041,-0.190702,0.0175199,0.0641112,-0.0553257,-0.112313,-0.0197602,-0.0732404,0.0604813,-0.209587,0.0626876,-0.0815849,-0.0542511,0.0503555,0.147659,-0.0578467,-0.181458,0.163884,-0.0520759,0.0258756,0.1137,-0.0422923,0.0681159,-0.049877,0.142029,0.00663662,0.00485273,0.100885,-0.00791162,0.232387,-0.246156,-0.134808,0.0341521,0.0756613,0.0934756,-0.152209,-0.00132789,-0.0309343,-0.166726,-0.121257,-0.114533,-0.123455,0.0228931,0.0863636,0.113498,0.227751,-0.0179034,-0.0830969,-0.157325,-0.0589842,-0.12168,-0.135167,0.059878,0.0333363,0.0710439,0.000934113,-0.150694,-0.137379,0.0750876,0.0317478,0.197004,0.17752,-0.0339548,0.232329
45,32.9326,-0.184676,0.125291,0.113762,-0.0233978,-0.0259183,-0.24506,-0.0693535,-0.0917191,-0.112882,-0.161253,0.194176,-0.179093,0.0774245,0.0431978,-0.0914994,0.115282,-0.049037,0.00878095,0.0110427,0.192313,-0.0854617,0.0804096,0.0487375,-0.0617168,0.0845961,-0.101373,-0.000376706,-0.00579335,0.0579046,-0.00302274,-0.0873985,0.116201,0.000675068,-0.114801,-0.195497,-0.198022,-0.249061,0.209404,-0.0983042,-0.304647,0.0982758,0.0871488,-0.00768643,0.00264437,-0.0457903,0.000696985,0.0245785,0.00735097,-0.186368,0.0164358,0.115764,-0.165046,0.00639146,-0.215908,0.105574,0.000932649,-0.0371738,-0.0649083,0.185851,0.0339811,0.00626132,-0.0416569,-0.0878384,-0.0201563,-0.0197969,0.0239842,0.172458,0.0927861,-0.112823,0.165641,0.0505588,0.0543885,0.157484,-0.0554901,-0.0592297,0.0551638,-0.0097697
46,-31.9857,-0.083673,-0.0816049,0.0562956,-0.206234,-0.0381533,-0.0322723,0.178219,0.147843,-0.0920907,0.101364,0.216068,0.0175226,0.0821209,0.23831,-0.092917,-0.0570293,0.109552,-0.115794,0.10575,-0.160492,0.149033,-0.0817736,0.122497,0.0559673,0.107233,-0.0232066,-0.134033,0.143965,0.238153,-0.0621263,0.0852847,-0.0447201,-0.0881444,0.00847025,-0.142514,0.0113731,-0.112678,0.270946,0.0466747,0.206957,-0.0829051,0.0126353,-0.0169531,0.211142,-0.103267,0.0899658,0.0440061,-0.0513123,-0.104139,0.0118922,-0.0574766,0.126225,0.0420543,0.110376,-0.0313554,-0.07605,0.0679331,0.0180644,-0.175244,-0.0792508,0.217614,-0.0875069,-0.0457933,0.0175604,-0.0159488,0.0178918,-0.0815399,0.109054,-0.188828,0.0724879,-0.045466,0.170549,-0.160599,-0.0852166,0.032965,0.00426889,0.0559279
47,30.6385,-0.0174748,0.0801017,0.0391481,-0.0494387,-0.0647382,0.0350426,0.016233,-0.0188166,0.152767,0.0930721,-0.00392348,0.141289,-0.0610937,0.0623541,0.102466,-0.00391292,-0.0950871,-0.109418,0.0433789,0.203362,0.0875531,0.156275,0.173944,-0.00939638,-0.0640572,0.0986306,-0.280067,0.245167,-0.0161719,-0.0310576,-0.0912002,0.146422,-0.000950891,0.00604472,0.00284417,0.240761,0.0565865,0.0127767,0.0877751,-0.212691,-0.0322054,-0.0268302,0.173476,-0.0203843,-0.0464167,-0.142477,-0.267265,0.130831,-0.110995,-0.248397,-0.0456588,0.00018096,0.138448,0.0951773,0.187746,0.132395,-0.0118883,0.10256,0.215925,0.000916213,0.047098,0.0598662,0.00451791,0.150685,-0.0327234,-0.113609,-0.0777663,8.46601e-05,-0.0405974,-0.0574293,-0.228625,0.0185587,-0.0694371,-0.124169,-0.0628536,-0.0240041,-0.0157643
